alg,threads,read_ratio,record_size,req_per_query,total_count,zipf_theta,tput_1,tput_2,tput_3
Hekaton,28,0.2,1000.0,10.0,32768000.0,0.99,258130.0,259621.0,259280.0
Hekaton,4,0.6,1000.0,1.0,32768000.0,0.0,2555481.0,2604249.0,2633102.0
TicToc,1,1.0,128.0,100.0,512000.0,0.4,25710.0,25866.0,25738.0
FOEDUS,16,0.6,100.0,1.0,2048000.0,0.8,20273636.16179294,20549183.1746427,20162489.72478874
TicToc,1,0.6,128.0,1.0,512000.0,0.4,1399517.0,1394073.0,1401884.0
2PL,16,0.2,1000.0,100.0,512000.0,0.4,139006.0,61647.0,60569.0
Silo,16,0.0,128.0,100.0,2048000.0,0.99,29996.0,30171.0,29858.0
TicToc,4,0.6,1000.0,100.0,2048000.0,0.4,44307.0,44726.0,44644.0
Cicada,16,1.0,32.0,1.0,2048000.0,0.8,28100912.0,28329279.0,29478222.0
Silo,16,0.0,32.0,1.0,2048000.0,0.8,20994986.0,20541206.0,20558916.0
Hekaton,28,0.6,128.0,10.0,32768000.0,0.99,69041.0,39801.0,58470.0
Hekaton,1,0.0,1000.0,10.0,128000.0,0.8,114448.0,116926.0,115012.0
Hekaton,1,1.0,8.0,10.0,128000.0,0.0,294728.0,295864.0,295696.0
Cicada,1,1.0,128.0,10.0,128000.0,0.4,632797.0,637296.0,607089.0
Cicada,4,1.0,8.0,1.0,128000.0,0.4,10251650.0,10388107.0,10386766.0
ERMIA,16,0.2,100.0,10.0,2048000.0,0.0,1117620.0,1131290.0,1122660.0
ERMIA,8,0.2,100.0,10.0,32768000.0,0.99,413203.0,323019.0,411743.0
2PL,28,0.6,32.0,1.0,2048000.0,0.4,26681208.0,28424916.0,26846825.0
Hekaton,28,0.2,8.0,1.0,2048000.0,0.8,3858106.0,3625112.0,3398896.0
Hekaton,4,0.2,32.0,1.0,2048000.0,0.0,3008044.0,3136470.0,3171206.0
2PL,4,0.6,32.0,100.0,8192000.0,0.99,23789.0,23807.0,23773.0
2PL,4,0.6,32.0,10.0,2048000.0,0.4,548318.0,523028.0,525165.0
Cicada,16,1.0,1000.0,100.0,2048000.0,0.0,276259.0,276475.0,276772.0
Cicada,4,1.0,8.0,1.0,128000.0,0.8,10553567.0,10594797.0,10829549.0
Cicada,4,1.0,32.0,100.0,32768000.0,0.4,121054.0,117603.0,121440.0
Hekaton,16,1.0,1000.0,10.0,2048000.0,0.8,1878093.0,1878279.0,1883970.0
Cicada,28,0.2,8.0,10.0,8192000.0,0.4,5530160.0,3157532.0,3091843.0
TicToc,28,0.2,128.0,10.0,8192000.0,0.99,1020090.0,1023266.0,1024674.0
Hekaton,16,0.0,128.0,1.0,32768000.0,0.99,4011324.0,3990573.0,4007987.0
2PL,1,0.2,128.0,1.0,8192000.0,0.0,1069393.0,1168988.0,1061381.0
Hekaton,1,0.2,1000.0,1.0,2048000.0,0.0,794405.0,796164.0,797242.0
Hekaton,28,0.2,1000.0,10.0,8192000.0,0.8,204656.0,402468.0,365344.0
Silo,16,1.0,1000.0,100.0,32768000.0,0.8,191588.0,191654.0,191333.0
Hekaton,28,1.0,32.0,1.0,8192000.0,0.8,2967261.0,2255977.0,2238850.0
Hekaton,1,0.0,8.0,1.0,2048000.0,0.4,1010401.0,1016973.0,1001697.0
TicToc,4,0.2,8.0,10.0,512000.0,0.8,1030986.0,1048431.0,1046715.0
Hekaton,1,0.0,8.0,100.0,32768000.0,0.8,14338.0,14441.0,14417.0
Silo,4,0.6,8.0,10.0,128000.0,0.99,897438.0,871910.0,888550.0
MOCC,28,0.0,100.0,100.0,8192000.0,0.8,11521.60024760824,12661.571249510689,12354.047550369647
2PL,16,0.0,32.0,10.0,32768000.0,0.0,1822644.0,1497871.0,1524957.0
Silo,1,1.0,8.0,1.0,32768000.0,0.0,1493455.0,1512625.0,1518344.0
TicToc,28,1.0,8.0,10.0,32768000.0,0.0,4729838.0,4745598.0,4711759.0
Hekaton,16,0.0,32.0,1.0,512000.0,0.0,4139417.0,4148021.0,4096504.0
2PL,4,0.2,8.0,100.0,32768000.0,0.0,52741.0,52114.0,52612.0
2PL,28,0.6,1000.0,10.0,2048000.0,0.99,406274.0,388326.0,403185.0
TicToc,4,0.0,128.0,100.0,32768000.0,0.0,46640.0,45833.0,46180.0
Hekaton,4,0.0,32.0,100.0,32768000.0,0.0,40272.0,40358.0,40429.0
FOEDUS,16,0.0,100.0,1.0,512000.0,0.99,1463014.1925806266,1437558.2413238077,1365826.84082765
2PL,4,0.2,8.0,100.0,32768000.0,0.8,36093.0,36242.0,35961.0
FOEDUS,28,0.6,100.0,10.0,128000.0,0.4,4511808.268703714,4298558.367927118,4511218.641824056
Hekaton,4,0.0,1000.0,1.0,2048000.0,0.8,2528764.0,2453427.0,2654280.0
Cicada,4,0.0,128.0,10.0,128000.0,0.4,964350.0,1012471.0,952792.0
TicToc,16,0.6,1000.0,1.0,2048000.0,0.99,16098827.0,16236485.0,16449356.0
Hekaton,4,0.2,1000.0,10.0,8192000.0,0.4,312688.0,308777.0,307226.0
2PL,28,1.0,32.0,100.0,2048000.0,0.8,392498.0,397667.0,393101.0
TicToc,28,0.0,8.0,1.0,2048000.0,0.0,36634933.0,36430287.0,37107327.0
ERMIA,4,0.6,100.0,10.0,128000.0,0.0,534971.0,477875.0,405730.0
TicToc,4,0.2,8.0,100.0,128000.0,0.99,46232.0,44614.0,44961.0
2PL,28,0.2,1000.0,1.0,32768000.0,0.8,19242119.0,6976722.0,6571736.0
TicToc,4,0.2,32.0,100.0,32768000.0,0.4,56656.0,57521.0,58100.0
2PL,1,0.6,8.0,10.0,128000.0,0.99,386638.0,392634.0,436190.0
2PL,4,1.0,32.0,100.0,32768000.0,0.0,52672.0,52517.0,52387.0
Silo,1,1.0,32.0,10.0,8192000.0,0.4,207142.0,199875.0,202107.0
TicToc,4,1.0,32.0,10.0,8192000.0,0.99,1389615.0,1310986.0,1250251.0
Hekaton,16,0.6,8.0,100.0,128000.0,0.99,36373.0,36473.0,36457.0
MOCC,28,0.6,100.0,10.0,8192000.0,0.99,427106.24493106245,421549.36457657523,427906.6803636392
2PL,4,0.6,128.0,100.0,512000.0,0.99,30321.0,30165.0,30056.0
Silo,28,0.2,8.0,10.0,8192000.0,0.4,4880542.0,4893363.0,4868104.0
2PL,28,1.0,1000.0,1.0,32768000.0,0.4,20490295.0,20211514.0,19487599.0
Silo,1,0.0,1000.0,1.0,2048000.0,0.0,1060249.0,1246226.0,1054643.0
ERMIA,4,0.0,100.0,10.0,512000.0,0.99,194812.0,196179.0,195422.0
TicToc,28,0.6,1000.0,10.0,512000.0,0.4,2673237.0,2623142.0,2650052.0
ERMIA,28,0.6,100.0,10.0,32768000.0,0.99,1284890.0,1292800.0,1348950.0
TicToc,28,0.0,8.0,100.0,512000.0,0.99,36179.0,37545.0,37628.0
FOEDUS,16,0.2,100.0,10.0,8192000.0,0.0,1605843.5596076567,1685510.2173630092,1689214.7525727751
Hekaton,4,1.0,128.0,1.0,128000.0,0.4,3736882.0,3802957.0,3567405.0
TicToc,1,0.6,32.0,1.0,512000.0,0.0,1415809.0,1406043.0,1409057.0
ERMIA,4,0.2,100.0,10.0,8192000.0,0.4,300987.0,290875.0,239003.0
Hekaton,1,1.0,1000.0,100.0,2048000.0,0.0,14159.0,14269.0,14278.0
Cicada,28,1.0,32.0,10.0,32768000.0,0.0,7266084.0,4473824.0,4113583.0
Cicada,4,0.0,1000.0,100.0,128000.0,0.4,50291.0,49832.0,50052.0
FOEDUS,4,0.0,100.0,10.0,128000.0,0.99,258506.77855290286,255130.55419899462,250112.6538786676
Hekaton,16,0.0,32.0,10.0,8192000.0,0.99,264090.0,264417.0,264992.0
TicToc,16,0.2,32.0,1.0,32768000.0,0.0,17356543.0,18145796.0,16887705.0
ERMIA,4,0.0,100.0,100.0,512000.0,0.0,35937.5,35949.3,35933.8
MOCC,28,0.0,100.0,100.0,128000.0,0.4,91907.41944275562,84923.77946410584,88367.08470394737
ERMIA,16,0.0,100.0,10.0,512000.0,0.8,680100.0,551158.0,679151.0
Cicada,4,1.0,128.0,100.0,8192000.0,0.99,194379.0,193264.0,195884.0
TicToc,1,1.0,1000.0,100.0,32768000.0,0.99,22449.0,22521.0,22188.0
Cicada,28,0.0,32.0,1.0,2048000.0,0.8,37819067.0,20383013.0,20610674.0
Cicada,16,0.2,32.0,100.0,32768000.0,0.0,276269.0,276694.0,274824.0
Cicada,4,0.0,32.0,1.0,128000.0,0.99,6273378.0,5908917.0,6212002.0
Hekaton,1,0.2,128.0,1.0,128000.0,0.4,1168242.0,1175199.0,1174674.0
TicToc,16,1.0,32.0,10.0,128000.0,0.0,6893531.0,6889156.0,6870669.0
2PL,4,0.6,1000.0,10.0,2048000.0,0.4,414468.0,417952.0,418708.0
Hekaton,4,0.0,128.0,100.0,32768000.0,0.8,26449.0,26505.0,26469.0
2PL,16,0.6,8.0,10.0,32768000.0,0.4,1954001.0,1899120.0,1901993.0
2PL,28,0.2,128.0,100.0,128000.0,0.99,33466.0,33565.0,33725.0
Hekaton,4,0.6,8.0,100.0,2048000.0,0.99,27736.0,27781.0,27672.0
Silo,4,0.6,128.0,10.0,128000.0,0.99,795210.0,778821.0,800103.0
MOCC,28,0.2,100.0,10.0,2048000.0,0.0,3080091.9385581343,1462459.1499927773,1377999.157584746
FOEDUS,28,0.6,100.0,1.0,128000.0,0.99,1756819.7072094523,1089672.9452859112,1160244.2689874838
TicToc,1,0.0,32.0,10.0,8192000.0,0.4,180344.0,178893.0,181146.0
Cicada,28,1.0,1000.0,1.0,8192000.0,0.0,27168207.0,27402219.0,28010084.0
TicToc,1,1.0,8.0,100.0,8192000.0,0.0,23237.0,23207.0,23254.0
Hekaton,4,0.2,8.0,1.0,2048000.0,0.4,3166396.0,3078148.0,2999130.0
Silo,28,0.2,8.0,1.0,512000.0,0.99,2797414.0,2649614.0,2784123.0
ERMIA,8,0.2,100.0,1.0,8192000.0,0.99,3463660.0,3411160.0,2749570.0
TicToc,1,0.6,8.0,100.0,2048000.0,0.0,21628.0,21526.0,21597.0
Hekaton,16,0.2,128.0,100.0,128000.0,0.0,189885.0,192036.0,192567.0
Cicada,16,0.0,8.0,100.0,128000.0,0.99,49092.0,49341.0,49046.0
2PL,1,1.0,1000.0,1.0,512000.0,0.8,1201379.0,1452535.0,1203590.0
Hekaton,1,1.0,128.0,100.0,32768000.0,0.8,20560.0,20392.0,20789.0
Hekaton,4,0.2,1000.0,1.0,2048000.0,0.0,2600428.0,2586217.0,2615480.0
Hekaton,1,0.6,1000.0,100.0,128000.0,0.8,16049.0,16270.0,16329.0
TicToc,4,0.2,8.0,100.0,2048000.0,0.4,64342.0,65377.0,65043.0
TicToc,1,0.6,1000.0,10.0,512000.0,0.0,142138.0,147805.0,141626.0
Cicada,28,1.0,8.0,10.0,32768000.0,0.0,7621165.0,7740347.0,7684486.0
Hekaton,1,0.6,128.0,1.0,2048000.0,0.8,1190935.0,1196671.0,1189543.0
Silo,28,0.2,32.0,100.0,128000.0,0.4,372106.0,373561.0,373080.0
Hekaton,4,0.0,128.0,1.0,32768000.0,0.99,3474822.0,3403967.0,3594659.0
MOCC,28,0.6,100.0,1.0,2048000.0,0.4,28965577.74391101,28909329.157738585,27988837.56512869
2PL,1,0.2,32.0,100.0,128000.0,0.99,45416.0,44936.0,43899.0
TicToc,16,0.6,32.0,100.0,8192000.0,0.0,259689.0,261796.0,259938.0
Hekaton,16,0.0,128.0,10.0,2048000.0,0.8,1176151.0,1167795.0,1181318.0
TicToc,4,0.2,1000.0,100.0,512000.0,0.99,23368.0,23660.0,23420.0
Cicada,16,1.0,1000.0,10.0,128000.0,0.4,3307119.0,3317495.0,3295267.0
2PL,4,0.6,1000.0,1.0,512000.0,0.8,4191423.0,3733659.0,3730504.0
Hekaton,28,1.0,32.0,10.0,2048000.0,0.8,3342357.0,3372190.0,3412166.0
Hekaton,16,0.6,128.0,100.0,128000.0,0.8,37967.0,38231.0,38212.0
Hekaton,4,0.2,32.0,10.0,32768000.0,0.0,439022.0,436177.0,440384.0
TicToc,16,0.2,128.0,1.0,2048000.0,0.4,17253702.0,17234111.0,17343560.0
FOEDUS,4,0.2,100.0,1.0,8192000.0,0.4,3279322.650954468,3677552.605564186,3790459.9043200626
2PL,1,0.6,1000.0,100.0,32768000.0,0.99,18064.0,18160.0,18089.0
2PL,1,1.0,1000.0,100.0,128000.0,0.4,17425.0,17492.0,17460.0
2PL,28,0.6,1000.0,1.0,128000.0,0.8,21249165.0,3671622.0,4233252.0
ERMIA,1,1.0,100.0,1.0,32768000.0,0.4,633685.0,639123.0,654059.0
ERMIA,2,0.2,100.0,100.0,8192000.0,0.0,17028.3,16746.4,16792.3
Silo,16,0.0,128.0,1.0,512000.0,0.0,18859811.0,14907261.0,15897303.0
TicToc,28,1.0,128.0,10.0,512000.0,0.4,5335548.0,3599157.0,3551053.0
Cicada,16,0.0,1000.0,10.0,2048000.0,0.4,1634317.0,1646591.0,1644979.0
Silo,28,0.2,8.0,1.0,32768000.0,0.4,33921328.0,33800706.0,34064414.0
2PL,28,0.2,1000.0,100.0,2048000.0,0.0,204633.0,205132.0,205336.0
2PL,28,0.2,32.0,100.0,32768000.0,0.0,321855.0,318605.0,318360.0
2PL,4,0.2,128.0,100.0,128000.0,0.0,76788.0,76642.0,76362.0
TicToc,1,0.2,8.0,100.0,128000.0,0.8,38002.0,37787.0,36866.0
TicToc,1,0.2,32.0,10.0,32768000.0,0.0,173612.0,203125.0,174874.0
Silo,28,0.6,32.0,1.0,2048000.0,0.4,30827761.0,30955123.0,30581490.0
Silo,16,0.0,1000.0,100.0,512000.0,0.0,121099.0,121200.0,121484.0
Silo,16,0.0,8.0,100.0,8192000.0,0.0,210200.0,210759.0,210819.0
TicToc,1,1.0,8.0,10.0,2048000.0,0.4,236166.0,235648.0,235783.0
Silo,16,1.0,128.0,100.0,512000.0,0.99,797486.0,798419.0,793806.0
2PL,1,0.0,8.0,100.0,128000.0,0.4,28947.0,28876.0,29060.0
Hekaton,16,0.0,32.0,10.0,512000.0,0.4,1728765.0,1749521.0,1748257.0
TicToc,16,1.0,128.0,1.0,128000.0,0.4,26632208.0,26170337.0,25985396.0
ERMIA,8,0.0,100.0,10.0,2048000.0,0.8,561956.0,557948.0,448584.0
MOCC,16,0.0,100.0,1.0,2048000.0,0.99,13666903.641415045,12154629.360495731,12193474.096115436
Cicada,16,0.2,32.0,10.0,2048000.0,0.4,3186337.0,3162000.0,3203510.0
TicToc,28,0.0,32.0,10.0,128000.0,0.0,8133751.0,7419592.0,8139608.0
TicToc,1,0.0,8.0,100.0,512000.0,0.99,34823.0,35047.0,34602.0
Hekaton,16,0.2,1000.0,10.0,8192000.0,0.8,1053105.0,1050297.0,1045412.0
MOCC,16,1.0,100.0,1.0,512000.0,0.8,32042241.111226287,30934736.200060993,31591840.487438522
2PL,28,1.0,32.0,10.0,8192000.0,0.0,3263275.0,3373859.0,3241374.0
Silo,1,1.0,128.0,100.0,512000.0,0.0,24502.0,24297.0,23948.0
ERMIA,1,0.6,100.0,100.0,128000.0,0.8,19610.4,19301.8,19257.8
TicToc,16,0.0,32.0,10.0,2048000.0,0.0,2486226.0,2635338.0,2637638.0
Silo,16,0.0,8.0,100.0,2048000.0,0.8,43847.0,43839.0,43827.0
Cicada,1,0.0,1000.0,100.0,2048000.0,0.99,24121.0,23997.0,23635.0
Silo,16,1.0,128.0,10.0,32768000.0,0.99,4259709.0,4314204.0,4311845.0
FOEDUS,4,0.6,100.0,10.0,8192000.0,0.0,523898.2286894455,514803.5893906506,513101.25511688483
Hekaton,16,1.0,1000.0,1.0,512000.0,0.8,3738742.0,3747672.0,3765068.0
Cicada,4,0.2,32.0,1.0,128000.0,0.8,6308879.0,6736992.0,6854869.0
Hekaton,4,0.2,8.0,100.0,32768000.0,0.4,42515.0,42301.0,42501.0
2PL,4,0.2,1000.0,1.0,2048000.0,0.0,3394155.0,3160476.0,3129684.0
Silo,16,1.0,8.0,10.0,8192000.0,0.4,2894645.0,2891223.0,2899240.0
2PL,4,0.2,128.0,10.0,32768000.0,0.4,469998.0,461625.0,463288.0
Cicada,16,1.0,32.0,1.0,512000.0,0.8,31956210.0,31123789.0,31531820.0
TicToc,4,0.0,128.0,100.0,8192000.0,0.0,47874.0,47609.0,47149.0
Hekaton,4,0.2,128.0,100.0,512000.0,0.8,20874.0,20903.0,20858.0
TicToc,1,0.0,1000.0,10.0,512000.0,0.99,229354.0,222045.0,245733.0
Cicada,1,0.0,128.0,1.0,512000.0,0.4,1433716.0,1491459.0,1486732.0
MOCC,16,0.6,100.0,1.0,512000.0,0.99,16634093.207392905,11667736.614333676,12329573.6142864
Hekaton,4,1.0,32.0,100.0,2048000.0,0.99,113692.0,112206.0,113467.0
FOEDUS,4,0.6,100.0,100.0,512000.0,0.8,34239.963393781756,31420.183430174824,31670.152153101153
Hekaton,16,1.0,8.0,10.0,32768000.0,0.8,2142486.0,2164115.0,2197570.0
TicToc,4,0.0,32.0,10.0,2048000.0,0.0,670307.0,664386.0,618753.0
2PL,28,0.6,8.0,10.0,2048000.0,0.0,3380327.0,3390998.0,3325509.0
2PL,16,0.6,32.0,100.0,512000.0,0.0,223740.0,225316.0,223939.0
Hekaton,4,1.0,32.0,100.0,2048000.0,0.0,57606.0,57506.0,57649.0
TicToc,1,1.0,8.0,100.0,512000.0,0.0,29758.0,29664.0,29761.0
Cicada,1,0.2,32.0,1.0,2048000.0,0.0,1555352.0,1521435.0,1551773.0
2PL,4,0.6,8.0,10.0,128000.0,0.0,862350.0,816331.0,801784.0
ERMIA,1,1.0,100.0,1.0,128000.0,0.0,988318.0,982072.0,923016.0
TicToc,4,1.0,128.0,10.0,8192000.0,0.0,627162.0,631786.0,634081.0
2PL,4,1.0,128.0,100.0,512000.0,0.99,103682.0,103368.0,100140.0
MOCC,28,0.0,100.0,10.0,2048000.0,0.4,2855881.1770142633,2725068.7305917903,2806073.502381151
Cicada,1,0.2,1000.0,100.0,512000.0,0.0,17691.0,17623.0,17511.0
Cicada,16,0.6,8.0,10.0,512000.0,0.4,4445835.0,4655621.0,4374386.0
2PL,1,1.0,32.0,1.0,128000.0,0.4,1479157.0,1473772.0,1427332.0
2PL,28,0.6,128.0,10.0,2048000.0,0.8,2323335.0,2281667.0,2326436.0
Hekaton,1,0.6,32.0,1.0,128000.0,0.99,1996765.0,2337090.0,1991542.0
Cicada,1,1.0,8.0,10.0,128000.0,0.0,836406.0,903872.0,757123.0
Silo,28,0.2,32.0,1.0,32768000.0,0.8,31182360.0,30884762.0,31015843.0
Cicada,28,0.2,8.0,1.0,8192000.0,0.8,40341298.0,40548101.0,41760232.0
Hekaton,16,0.2,128.0,100.0,128000.0,0.4,177908.0,179149.0,178094.0
TicToc,16,0.6,1000.0,1.0,128000.0,0.8,18400727.0,17357327.0,17480315.0
TicToc,28,0.0,8.0,100.0,128000.0,0.99,37478.0,38528.0,38918.0
Silo,16,0.0,1000.0,10.0,8192000.0,0.4,1514798.0,1506830.0,1519448.0
FOEDUS,4,1.0,100.0,1.0,512000.0,0.4,7241063.202505989,7221265.668443271,7277265.272652727
2PL,28,0.6,32.0,10.0,8192000.0,0.0,3250685.0,3219975.0,3221782.0
2PL,16,0.2,128.0,1.0,32768000.0,0.99,12150682.0,11890665.0,11244148.0
Cicada,16,0.0,128.0,1.0,128000.0,0.0,22974064.0,21570192.0,21502043.0
ERMIA,28,0.0,100.0,100.0,512000.0,0.0,186692.0,187411.0,187400.0
Hekaton,16,0.2,32.0,100.0,8192000.0,0.4,157514.0,157527.0,157500.0
ERMIA,2,1.0,100.0,1.0,2048000.0,0.4,1314660.0,1273960.0,1274960.0
Hekaton,4,0.0,8.0,1.0,32768000.0,0.8,3161072.0,3092686.0,3121384.0
MOCC,8,0.6,100.0,10.0,128000.0,0.99,349376.9130587123,342157.29425573046,344535.8549902484
Hekaton,4,0.6,128.0,100.0,8192000.0,0.8,46362.0,46382.0,46549.0
Cicada,1,0.6,128.0,10.0,2048000.0,0.8,324932.0,326011.0,326335.0
Hekaton,16,0.2,32.0,100.0,2048000.0,0.99,20682.0,20819.0,20793.0
FOEDUS,8,0.0,100.0,100.0,128000.0,0.8,16066.808340555535,14113.50992540144,14005.14817870288
TicToc,1,0.2,8.0,10.0,128000.0,0.99,577057.0,526410.0,525767.0
2PL,16,0.6,1000.0,100.0,2048000.0,0.99,18968.0,18973.0,18827.0
Cicada,1,0.2,8.0,1.0,8192000.0,0.4,1727929.0,1712450.0,1728779.0
Cicada,28,0.6,128.0,1.0,8192000.0,0.99,34494758.0,35121685.0,35600072.0
TicToc,28,0.6,1000.0,10.0,32768000.0,0.0,2458633.0,1138020.0,1136250.0
Hekaton,4,0.2,8.0,10.0,512000.0,0.8,584735.0,559684.0,560684.0
ERMIA,2,0.6,100.0,1.0,128000.0,0.4,1137590.0,1243930.0,1311390.0
TicToc,28,1.0,128.0,1.0,2048000.0,0.4,30237396.0,30113382.0,30127640.0
Cicada,16,0.6,8.0,1.0,8192000.0,0.4,23648779.0,25215453.0,23812428.0
2PL,16,0.6,8.0,1.0,2048000.0,0.8,17999522.0,18157860.0,18184694.0
Silo,1,1.0,8.0,100.0,512000.0,0.8,44590.0,44232.0,44368.0
Silo,16,0.0,32.0,1.0,32768000.0,0.99,20856191.0,18310136.0,5991393.0
Hekaton,16,0.6,1000.0,10.0,32768000.0,0.99,534038.0,498016.0,529080.0
TicToc,4,1.0,128.0,10.0,32768000.0,0.0,617469.0,612967.0,618169.0
2PL,16,0.0,1000.0,100.0,8192000.0,0.8,15725.0,15653.0,15588.0
Hekaton,1,0.2,1000.0,10.0,8192000.0,0.8,102880.0,103322.0,101619.0
Hekaton,16,0.6,1000.0,1.0,32768000.0,0.0,3767365.0,3784097.0,4223267.0
TicToc,1,0.6,128.0,1.0,2048000.0,0.4,1311844.0,1302987.0,1309919.0
TicToc,28,0.0,1000.0,100.0,32768000.0,0.8,45870.0,46817.0,46786.0
Cicada,4,1.0,1000.0,10.0,8192000.0,0.0,741443.0,753358.0,744938.0
TicToc,4,0.6,8.0,1.0,8192000.0,0.0,5397195.0,5404652.0,5478947.0
Hekaton,1,0.0,1000.0,100.0,128000.0,0.8,12051.0,12013.0,12116.0
Cicada,1,0.6,1000.0,100.0,128000.0,0.8,32394.0,31760.0,31643.0
TicToc,1,1.0,32.0,100.0,32768000.0,0.99,41864.0,40627.0,38860.0
Hekaton,28,0.0,1000.0,10.0,32768000.0,0.99,201856.0,203553.0,203803.0
FOEDUS,8,0.6,100.0,1.0,512000.0,0.0,10385066.120843617,10660691.69987352,10562725.20162517
Cicada,4,0.2,128.0,10.0,32768000.0,0.99,706734.0,684226.0,690982.0
Cicada,28,0.2,1000.0,1.0,512000.0,0.4,23124070.0,22528860.0,22536795.0
Silo,4,0.2,8.0,1.0,32768000.0,0.99,7421833.0,7386390.0,7642882.0
FOEDUS,8,0.0,100.0,100.0,2048000.0,0.99,14589.742878320048,14765.062148681815,14597.039084090013
Hekaton,4,1.0,32.0,100.0,512000.0,0.99,132504.0,133028.0,132977.0
Silo,16,1.0,32.0,10.0,512000.0,0.99,7029302.0,7847315.0,7209948.0
ERMIA,16,0.0,100.0,10.0,32768000.0,0.4,885801.0,882362.0,889931.0
Cicada,1,0.2,128.0,1.0,512000.0,0.4,1540384.0,1519071.0,1477528.0
2PL,28,0.0,32.0,100.0,32768000.0,0.4,321741.0,319026.0,322413.0
Silo,28,0.2,32.0,1.0,2048000.0,0.0,30017451.0,30770247.0,31025855.0
TicToc,1,1.0,128.0,10.0,512000.0,0.0,224469.0,224328.0,224404.0
Cicada,4,0.0,8.0,1.0,128000.0,0.4,7312683.0,7368147.0,7135878.0
TicToc,4,1.0,128.0,10.0,512000.0,0.99,1674071.0,1717034.0,1744743.0
Cicada,1,1.0,32.0,10.0,128000.0,0.99,789745.0,770672.0,742937.0
TicToc,1,0.0,32.0,100.0,128000.0,0.8,29985.0,31153.0,30427.0
2PL,1,1.0,128.0,100.0,32768000.0,0.4,15864.0,15867.0,16122.0
TicToc,1,0.6,1000.0,1.0,32768000.0,0.4,1238157.0,1049809.0,1239861.0
2PL,16,0.6,8.0,1.0,2048000.0,0.4,16041555.0,16124944.0,16195357.0
2PL,4,1.0,8.0,10.0,2048000.0,0.8,657776.0,654240.0,692409.0
Hekaton,1,0.6,128.0,1.0,128000.0,0.4,1254534.0,1263281.0,1261150.0
TicToc,16,0.2,8.0,1.0,8192000.0,0.8,23831408.0,23199876.0,23586812.0
MOCC,28,0.0,100.0,10.0,512000.0,0.4,3055028.6007954595,2879596.916743114,3064047.8093929808
2PL,4,0.6,1000.0,100.0,128000.0,0.8,18933.0,19142.0,19116.0
Cicada,4,0.2,1000.0,1.0,512000.0,0.8,4301332.0,3885370.0,4047212.0
Hekaton,16,0.0,128.0,100.0,32768000.0,0.8,24448.0,24675.0,24657.0
FOEDUS,28,0.0,100.0,10.0,512000.0,0.8,580884.776069234,358877.5893847833,340735.17881789897
Silo,28,0.2,32.0,100.0,2048000.0,0.8,53003.0,53174.0,53346.0
Cicada,28,0.2,32.0,1.0,32768000.0,0.0,34522165.0,35007029.0,36395031.0
2PL,16,0.0,32.0,1.0,32768000.0,0.8,15103431.0,14572406.0,15378209.0
TicToc,28,0.2,32.0,100.0,8192000.0,0.99,40478.0,24212.0,24221.0
Cicada,1,0.0,32.0,100.0,512000.0,0.4,29055.0,29455.0,28603.0
2PL,16,0.6,1000.0,100.0,512000.0,0.99,21246.0,21195.0,21166.0
TicToc,16,1.0,1000.0,1.0,8192000.0,0.99,21545460.0,20516934.0,20441958.0
Hekaton,28,1.0,128.0,10.0,2048000.0,0.8,2968207.0,3455723.0,3269163.0
TicToc,16,0.6,8.0,10.0,8192000.0,0.99,1690880.0,1680627.0,1694346.0
Silo,4,0.6,8.0,10.0,8192000.0,0.99,1031643.0,1044144.0,1051706.0
Cicada,16,0.0,8.0,1.0,2048000.0,0.8,22931896.0,24101989.0,22911502.0
TicToc,16,0.2,8.0,1.0,128000.0,0.4,28794669.0,24184837.0,25268789.0
2PL,28,0.2,128.0,1.0,8192000.0,0.0,24172072.0,24094304.0,24457020.0
Hekaton,1,0.2,1000.0,1.0,8192000.0,0.0,774782.0,862683.0,783549.0
2PL,1,0.0,128.0,100.0,32768000.0,0.0,14618.0,14634.0,14723.0
TicToc,1,0.6,8.0,10.0,8192000.0,0.8,251985.0,248816.0,244259.0
Cicada,28,0.2,128.0,10.0,32768000.0,0.99,1309772.0,1316889.0,1319143.0
2PL,16,0.0,1000.0,1.0,512000.0,0.8,13748868.0,14552042.0,13852785.0
Hekaton,16,0.6,8.0,1.0,2048000.0,0.0,2950265.0,3554044.0,3577582.0
Silo,28,0.6,128.0,1.0,2048000.0,0.4,30071704.0,30068598.0,30291247.0
TicToc,28,0.2,1000.0,100.0,128000.0,0.0,185153.0,185183.0,187541.0
ERMIA,28,0.0,100.0,1.0,8192000.0,0.8,4763890.0,4315490.0,4597950.0
Hekaton,28,0.2,32.0,100.0,32768000.0,0.99,17023.0,17178.0,17170.0
Cicada,28,0.2,1000.0,1.0,8192000.0,0.99,17115887.0,16960631.0,17004325.0
Cicada,4,0.0,128.0,100.0,128000.0,0.99,51287.0,53485.0,53535.0
TicToc,16,0.2,8.0,100.0,128000.0,0.0,300500.0,300772.0,300676.0
Cicada,4,0.2,128.0,100.0,512000.0,0.4,85828.0,80490.0,80758.0
2PL,28,1.0,128.0,10.0,512000.0,0.4,3629112.0,3804784.0,3598781.0
TicToc,1,1.0,8.0,1.0,32768000.0,0.0,1494998.0,1492070.0,1482179.0
Hekaton,1,0.2,32.0,10.0,128000.0,0.0,183484.0,189323.0,184834.0
