WH,terminal,shared_buffer,min_wal_size,max_wal_size,effective_cache_size,tput_1,tput_2,tput_3,avg_tput
10,85,4,512/1024,1,8,5935.212856,5895.180563,5848.193686,5892.862368
10,90,4,512/1024,1,8,5755.632563,5782.309246,5817.301292,5785.081034
10,95,4,512/1024,1,8,5784.532423,5845.046521,5795.935043,5808.504662
10,100,4,512/1024,1,8,5734.478843,5660.704446,5710.760691,5701.981326
10,105,4,512/1024,1,8,5574.636413,5245.623096,4750.689324,5190.316278
10,110,4,512/1024,1,8,5564.452038,5485.353087,5076.807679,5375.537601
10,115,4,512/1024,1,8,5359.597299,5449.712904,5096.474895,5301.928366
10,120,4,512/1024,1,8,5359.755495,5310.382718,5092.839162,5254.325792
10,5,4,1,2,8,1394.016747,1377.414815,1351.390782,1374.274115
10,10,4,1,2,8,2544.968181,2504.440626,2533.367813,2527.592207
10,15,4,1,2,8,3394.896277,3206.755229,3431.262096,3344.304534
10,20,4,1,2,8,4199.102832,4205.032265,4200.289006,4201.474701
10,25,4,1,2,8,4889.012201,4935.932935,4959.677464,4928.207533
10,30,4,1,2,8,5556.027258,5574.124573,5523.742594,5551.298142
10,35,4,1,2,8,6104.042192,6155.083562,6083.613454,6114.246403
10,40,4,1,2,8,6765.985087,6752.419323,6765.042956,6761.149122
10,45,4,1,2,8,7058.283336,7145.689062,7112.094576,7105.355658
10,50,4,1,2,8,7419.050338,7441.128463,7627.960893,7496.046565
10,55,4,1,2,8,7540.753125,7503.954742,7524.937465,7523.215111
10,60,4,1,2,8,7603.41272,7669.381042,7531.716637,7601.503466
10,65,4,1,2,8,7519.728059,7584.88053,7601.286344,7568.631644
10,70,4,1,2,8,7593.552544,7821.436904,7743.92221,7719.637219
10,75,4,1,2,8,7625.734032,7388.065783,7665.717824,7559.839213
10,80,4,1,2,8,7462.707783,6615.352995,7609.420561,7229.160446
10,85,4,1,2,8,7764.642638,7108.503845,7628.460122,7500.535535
10,90,4,1,2,8,7539.057089,7120.594453,7572.66061,7410.770718
10,95,4,1,2,8,7433.79888,7198.589557,7022.878023,7218.422154
10,100,4,1,2,8,7388.778378,7301.325375,6793.899737,7161.334497
10,105,4,1,2,8,7286.722692,6733.670039,7157.746614,7059.379782
10,110,4,1,2,8,6982.396434,5894.083886,6945.912488,6607.464269
10,115,4,1,2,8,6849.199031,6518.953526,6872.316352,6746.82297
10,120,4,1,2,8,6677.718803,6247.670943,6693.764431,6539.718059
10,5,4,1,4,8,1349.481655,1456.343071,1414.211773,1406.678833
10,10,4,1,4,8,2579.413972,2601.954482,2616.99021,2599.452888
10,15,4,1,4,8,3617.384603,3636.949612,3673.939575,3642.75793
10,20,4,1,4,8,4486.527062,4554.299566,4541.346996,4527.391208
10,25,4,1,4,8,4840.943466,5276.576079,5332.379735,5149.966426
10,30,4,1,4,8,5162.653916,6200.705958,6340.702369,5901.354081
10,35,4,1,4,8,6438.530835,6939.973282,7039.585104,6806.029741
10,40,4,1,4,8,7237.087095,7070.122748,7814.491155,7373.900333
10,45,4,1,4,8,8065.551835,7524.148873,8137.879564,7909.193424
10,50,4,1,4,8,8084.234435,7925.446695,8167.500458,8059.060529
10,55,4,1,4,8,8273.982662,8268.784453,8288.481262,8277.082792
10,60,4,1,4,8,8287.800177,8341.1605,8316.048058,8315.002912
10,65,4,1,4,8,8274.37562,8258.677599,8366.969838,8300.007686
10,70,4,1,4,8,8336.544824,8359.407042,8205.957191,8300.636352
10,75,4,1,4,8,8245.127808,8302.051327,8108.375235,8218.518123
10,80,4,1,4,8,8305.334663,8292.006034,8125.647351,8240.996016
10,85,4,1,4,8,8294.296824,8305.365704,8326.866071,8308.842866
10,90,4,1,4,8,8323.774391,8262.333681,8304.449385,8296.852486
10,95,4,1,4,8,7885.813393,8046.334478,8170.227026,8034.124966
10,100,4,1,4,8,7907.99918,7830.554002,8180.96631,7973.173164
10,105,4,1,4,8,7633.593566,7601.740834,8033.172561,7756.168987
10,110,4,1,4,8,7822.151892,7366.244625,7812.335013,7666.91051
10,115,4,1,4,8,7615.921304,7040.264486,7618.47178,7424.885856
10,120,4,1,4,8,7532.63688,7175.262938,7498.19687,7402.032229
10,5,4,1,8,8,1455.800913,1372.950679,1366.480668,1398.410753
10,10,4,1,8,8,2645.145028,2642.993823,2627.927491,2638.688781
10,15,4,1,8,8,3666.041782,3644.804029,3714.9093,3675.251704
10,20,4,1,8,8,4501.776719,4494.296676,4557.768104,4517.947166
10,25,4,1,8,8,5315.823346,5322.226231,5362.934915,5333.661497
10,30,4,1,8,8,6235.966874,6256.655739,6269.322044,6253.981552
10,35,4,1,8,8,7072.515051,7061.053594,7031.32326,7054.963968
10,40,4,1,8,8,7729.884835,7724.048741,7756.614327,7736.849301
10,45,4,1,8,8,8065.89363,8123.484414,8222.340842,8137.239629
10,50,4,1,8,8,8324.736099,8444.006257,8357.782247,8375.508201
10,55,4,1,8,8,8521.0231,8586.788029,8455.881239,8521.230789
10,60,4,1,8,8,8600.929302,8629.28724,8605.895725,8612.037422
10,65,4,1,8,8,8497.964339,8655.588278,8272.129951,8475.227523
10,70,4,1,8,8,8680.084129,8637.572957,8100.076184,8472.577757
10,75,4,1,8,8,8628.059053,8415.613479,8101.554042,8381.742191
10,80,4,1,8,8,8594.02145,8597.54702,8187.196052,8459.588174
10,85,4,1,8,8,8462.201137,8465.94838,8517.646636,8481.932051
10,90,4,1,8,8,8396.07949,8025.606133,8412.983494,8278.223039
10,95,4,1,8,8,8325.006638,8367.818018,8280.261851,8324.362169
10,100,4,1,8,8,8347.37529,8264.79637,8211.831115,8274.667591
10,105,4,1,8,8,8012.322474,8076.966618,8062.653013,8050.647368
10,110,4,1,8,8,7757.510739,7850.379869,7370.611209,7659.500606
10,115,4,1,8,8,7688.93892,7711.906101,7289.644536,7563.496519
10,120,4,1,8,8,7496.698821,7493.792611,7132.044559,7374.178664
10,5,4,1,16,8,1438.312583,1369.983436,1478.611044,1428.969021
10,10,4,1,16,8,2634.515842,2640.380355,2638.915635,2637.937277
10,15,4,1,16,8,3646.970828,3669.154871,3675.549098,3663.891599
10,20,4,1,16,8,4472.194557,4531.350711,4475.39601,4492.980426
10,25,4,1,16,8,5278.782852,5360.389997,5341.135609,5326.769486
10,30,4,1,16,8,6203.754454,6205.572639,6246.321777,6218.549623
10,35,4,1,16,8,7009.712075,6967.925301,6985.018361,6987.551912
10,40,4,1,16,8,7734.531134,7126.260351,7689.981445,7516.92431
10,45,4,1,16,8,8175.244418,7178.900778,8052.890492,7802.34523
10,50,4,1,16,8,8399.749586,7819.754684,8471.87987,8230.46138
10,55,4,1,16,8,8499.213925,8021.400295,8532.100752,8350.904991
10,60,4,1,16,8,8546.622727,8622.351012,8064.128557,8411.034099
10,65,4,1,16,8,8602.928023,8617.724948,7892.793402,8371.148791
10,70,4,1,16,8,8607.648502,8546.357518,8229.095171,8461.03373
10,75,4,1,16,8,8496.159373,8631.901258,8247.372621,8458.477751
10,80,4,1,16,8,8119.300723,8622.796041,8319.878103,8353.991622
10,85,4,1,16,8,8043.840228,8481.471105,8390.078153,8305.129829
10,90,4,1,16,8,7947.329109,8468.512101,8378.249386,8264.696865
10,95,4,1,16,8,8368.642686,8332.35723,8363.936475,8354.978797
10,100,4,1,16,8,8258.997198,8287.004719,8220.714755,8255.572224
10,105,4,1,16,8,7980.637109,7985.542084,8000.836312,7989.005168
10,110,4,1,16,8,7826.891211,7773.624807,7928.173416,7842.896478
10,115,4,1,16,8,7637.182695,7665.35671,7588.074551,7630.204652
10,120,4,1,16,8,7506.942155,7314.398707,7525.036305,7448.792389
10,5,4,80/1024,1,16,1431.275931,1333.832595,1437.644927,1400.917818
10,10,4,80/1024,1,16,2434.702143,2447.359344,2448.991456,2443.684314
10,15,4,80/1024,1,16,3209.810584,3231.703496,3234.909286,3225.474455
10,20,4,80/1024,1,16,3830.092452,3812.333845,3884.33003,3842.252109
10,25,4,80/1024,1,16,4356.277765,4139.906248,4249.597653,4248.593889
10,30,4,80/1024,1,16,4862.199536,4609.432701,4360.115053,4610.58243
10,35,4,80/1024,1,16,5234.130898,5086.535255,5171.035072,5163.900408
10,40,4,80/1024,1,16,5556.489734,5345.098963,5439.034608,5446.874435
10,45,4,80/1024,1,16,5789.929507,5501.220322,5461.351349,5584.167059
10,50,4,80/1024,1,16,5904.896133,5662.080697,5730.943174,5765.973335
10,55,4,80/1024,1,16,5992.013911,5946.46128,5821.55223,5920.00914
10,60,4,80/1024,1,16,6012.339416,5911.032633,5943.32613,5955.56606
10,65,4,80/1024,1,16,6060.400065,5880.76428,5892.466269,5944.543538
10,70,4,80/1024,1,16,5996.167493,5987.89719,5932.04313,5972.035938
10,75,4,80/1024,1,16,5983.248459,5889.910695,5942.940426,5938.69986
10,80,4,80/1024,1,16,5891.452056,5946.943434,6059.957957,5966.117816
10,85,4,80/1024,1,16,5917.635647,5942.497225,5988.460323,5949.531065
10,90,4,80/1024,1,16,5918.464526,5875.763125,5874.055055,5889.427569
10,95,4,80/1024,1,16,5826.200955,5728.523885,5800.982698,5785.235846
10,100,4,80/1024,1,16,5670.887391,5665.805003,5753.923075,5696.871823
10,105,4,80/1024,1,16,5687.736679,5616.748345,5560.842359,5621.775794
10,110,4,80/1024,1,16,5649.667616,5475.310849,5472.957836,5532.645434
10,115,4,80/1024,1,16,5588.7386,5302.618855,5368.24203,5419.866495
10,120,4,80/1024,1,16,5491.0826,5261.670344,5329.526944,5360.759963
10,5,4,512/1024,1,16,1319.282057,1337.349866,1444.812979,1367.148301
10,10,4,512/1024,1,16,2349.888593,2399.316308,2405.948511,2385.051137
10,15,4,512/1024,1,16,3057.245225,3231.493445,3202.541128,3163.759933
10,20,4,512/1024,1,16,3652.498027,3749.149793,3842.633327,3748.093716
10,25,4,512/1024,1,16,4116.736059,4252.805443,4197.24668,4188.929394
10,30,4,512/1024,1,16,4640.804834,4658.503679,4607.575599,4635.628037
10,35,4,512/1024,1,16,5009.660221,4980.296932,4919.127326,4969.694826
10,40,4,512/1024,1,16,5326.519891,5273.113426,5279.68581,5293.106375
10,45,4,512/1024,1,16,5612.730103,5420.387637,5494.65602,5509.25792
10,50,4,512/1024,1,16,5809.879586,5905.623641,5672.772506,5796.091911
10,55,4,512/1024,1,16,5957.846223,5889.138834,5870.46828,5905.817779
10,60,4,512/1024,1,16,6159.293963,6092.308661,5869.253421,6040.285348
10,65,4,512/1024,1,16,6048.150036,5983.791703,5947.145548,5993.029096
10,70,4,512/1024,1,16,6101.55703,5931.061047,5962.869876,5998.495984
10,75,4,512/1024,1,16,6135.446174,5891.632523,5928.469358,5985.182685
10,80,4,512/1024,1,16,6052.344362,5835.844132,5695.332887,5861.173794
10,85,4,512/1024,1,16,6087.899401,5902.021064,5453.979513,5814.633326
10,90,4,512/1024,1,16,6037.378891,5900.613863,5405.304169,5781.098974
10,95,4,512/1024,1,16,5939.499085,5914.274754,5537.775004,5797.182948
10,100,4,512/1024,1,16,5887.636603,5895.213225,5548.42303,5777.090953
10,105,4,512/1024,1,16,5777.137925,5811.875015,5474.978508,5687.997149
10,110,4,512/1024,1,16,5543.994448,5714.845626,5509.345313,5589.395129
10,115,4,512/1024,1,16,5421.010249,5585.363825,5422.103088,5476.159054
10,120,4,512/1024,1,16,5269.740428,5548.846689,5372.92526,5397.170792
10,5,4,1,2,16,1377.776707,1351.027678,1354.081148,1360.961844
10,10,4,1,2,16,2477.463359,2528.158136,2523.850035,2509.823843
10,15,4,1,2,16,3409.268151,3396.949886,3442.940077,3416.386038
10,20,4,1,2,16,4177.910742,4127.036378,4206.45211,4170.46641
10,25,4,1,2,16,4889.991387,4889.127495,4908.594657,4895.904513
10,30,4,1,2,16,5531.089932,5555.04964,5484.779698,5523.639757
10,35,4,1,2,16,6154.8032,6084.492274,6160.161376,6133.152283
10,40,4,1,2,16,6653.610587,6586.485416,6833.223986,6691.106663
10,45,4,1,2,16,7131.557884,7172.574828,7230.083018,7178.07191
10,50,4,1,2,16,7424.332583,7332.461404,7443.846014,7400.213334
10,55,4,1,2,16,7481.39022,7458.058828,7483.18648,7474.211843
10,60,4,1,2,16,7603.263283,7577.448511,7596.903187,7592.538327
10,65,4,1,2,16,7588.137325,7623.19345,7682.356603,7631.229126
10,70,4,1,2,16,7622.890206,7577.51208,7799.341093,7666.581126
10,75,4,1,2,16,7734.315899,7590.381361,7389.199749,7571.299003
10,80,4,1,2,16,7343.903666,7636.147214,7204.395583,7394.815488
10,85,4,1,2,16,6936.577971,7492.898943,7539.229345,7322.902086
10,90,4,1,2,16,7121.72782,7588.110493,7426.431032,7378.756448
10,95,4,1,2,16,6986.972266,7481.120824,7451.886459,7306.65985
10,100,4,1,2,16,7006.044654,7337.418155,7356.890844,7233.451218
10,105,4,1,2,16,6710.835207,7120.244286,7166.580367,6999.219953
10,110,4,1,2,16,6987.290338,7070.482836,7013.701745,7023.824973
10,115,4,1,2,16,6859.963866,6829.160475,6738.98336,6809.369234
10,120,4,1,2,16,6681.799464,6706.95428,6660.323089,6683.025611
10,5,4,1,4,16,1456.947194,1390.506449,1390.6099,1412.687848
10,10,4,1,4,16,2655.979851,2624.341176,2601.499153,2627.273393
10,15,4,1,4,16,3607.292458,3650.791894,3629.642312,3629.242221
10,20,4,1,4,16,4502.638325,4517.673757,4246.415529,4422.242537
10,25,4,1,4,16,5394.590755,5303.535136,4868.25776,5188.79455
10,30,4,1,4,16,6265.399794,6198.747641,5611.824189,6025.323875
10,35,4,1,4,16,7002.474082,6972.192352,6416.190671,6796.952368
10,40,4,1,4,16,7760.798197,7695.592837,7579.449158,7678.613397
10,45,4,1,4,16,8065.02419,8152.575167,8084.731498,8100.776952
10,50,4,1,4,16,8175.622411,8256.848608,8115.570658,8182.680559
10,55,4,1,4,16,8277.561915,8297.813753,8218.673441,8264.683036
10,60,4,1,4,16,8321.300498,8332.814954,8340.825735,8331.647062
10,65,4,1,4,16,8257.691917,8360.453128,8343.977636,8320.70756
10,70,4,1,4,16,8301.294366,8289.043523,8298.799766,8296.379218
10,75,4,1,4,16,8311.772529,8366.56843,8151.33595,8276.55897
10,80,4,1,4,16,8324.807965,8364.486875,8129.605399,8272.966746
10,85,4,1,4,16,8151.165662,8345.820618,8305.914492,8267.633591
10,90,4,1,4,16,8237.650144,8273.802655,8305.829116,8272.427305
10,95,4,1,4,16,8203.65527,8267.382801,8252.625313,8241.221128
10,100,4,1,4,16,8117.926113,8130.595639,8152.218703,8133.580151
10,105,4,1,4,16,8054.94966,8049.15337,8068.196738,8057.433256
10,110,4,1,4,16,7765.642022,7834.622897,7809.09456,7803.119826
10,115,4,1,4,16,7643.542734,7693.994278,7700.831373,7679.456128
10,120,4,1,4,16,7462.787789,7513.098364,7570.251455,7515.379203
10,5,4,1,8,16,1415.463545,1360.786252,1371.052446,1382.434081
10,10,4,1,8,16,2590.812953,2579.474864,2649.188444,2606.492087
10,15,4,1,8,16,3643.62416,3605.503297,3616.627816,3621.918425
10,20,4,1,8,16,4555.880332,4489.252026,4487.208962,4510.78044
10,25,4,1,8,16,5352.113024,5267.323843,5339.558807,5319.665225
10,30,4,1,8,16,6237.325643,6213.225575,6221.893723,6224.148314
10,35,4,1,8,16,7012.043287,7017.735926,7022.954085,7017.577766
10,40,4,1,8,16,7684.676023,7695.915823,7762.037102,7714.209649
10,45,4,1,8,16,8194.01263,8221.839407,8148.384829,8188.078955
10,50,4,1,8,16,8486.332993,8466.529299,8380.511001,8444.457765
10,55,4,1,8,16,8481.6958,8565.768703,8059.954788,8369.139763
10,60,4,1,8,16,8520.050153,8656.291071,7755.214953,8310.518726
10,65,4,1,8,16,8588.338989,8597.795881,7988.859674,8391.664848
10,70,4,1,8,16,8529.057587,8556.461882,8241.434012,8442.317827
10,75,4,1,8,16,8093.090846,8570.390069,8475.142137,8379.541017
10,80,4,1,8,16,7901.579173,8497.712402,8536.627783,8311.973119
10,85,4,1,8,16,8065.166826,7994.19489,8438.561422,8165.974379
10,90,4,1,8,16,8057.030135,8024.524068,8470.846637,8184.133613
10,95,4,1,8,16,8242.234506,7935.501867,8375.62218,8184.452851
10,100,4,1,8,16,8269.346423,8150.143871,8256.054789,8225.181694
10,105,4,1,8,16,8054.693908,7973.352233,8053.69154,8027.245894
10,110,4,1,8,16,7852.824569,7793.61283,7780.642155,7809.026518
10,115,4,1,8,16,7544.213441,7677.369549,7705.629101,7642.40403
10,120,4,1,8,16,7296.114681,7515.127214,7393.2957,7401.512532
10,5,4,1,16,16,1388.365562,1386.489641,1350.264917,1375.04004
10,10,4,1,16,16,2626.705616,2592.169974,2629.030592,2615.968727
10,15,4,1,16,16,3595.192486,3576.785769,3624.839965,3598.939407
10,20,4,1,16,16,4497.788234,4432.476177,4519.919276,4483.394562
10,25,4,1,16,16,5263.117979,4896.290365,5366.541845,5175.31673
10,30,4,1,16,16,6259.744359,5720.355271,6283.854556,6087.984729
10,35,4,1,16,16,7023.218383,6520.935698,6977.785276,6840.646452
10,40,4,1,16,16,7800.105709,7662.347271,7661.442251,7707.965077
10,45,4,1,16,16,8230.359848,8164.898118,8161.505039,8185.587668
10,50,4,1,16,16,8375.530641,8473.688927,7912.825081,8254.014883
10,55,4,1,16,16,8508.958895,8493.894489,7809.325361,8270.726248
10,60,4,1,16,16,8581.516738,8614.460265,8052.128214,8416.035072
10,65,4,1,16,16,8638.996219,8544.137673,8147.899148,8443.67768
10,70,4,1,16,16,8613.988653,8458.713006,8569.230864,8547.310841
10,75,4,1,16,16,8531.742535,8592.201326,8609.644718,8577.862859
10,80,4,1,16,16,8550.002427,8296.058992,8435.246519,8427.102646
10,85,4,1,16,16,8441.768581,8386.14586,8417.032956,8414.982466
10,90,4,1,16,16,7951.448833,8344.729189,8216.419576,8170.865866
10,95,4,1,16,16,7694.896791,8353.339987,7846.075168,7964.770649
10,100,4,1,16,16,7706.25609,8244.566451,7800.087833,7916.970125
10,105,4,1,16,16,7719.004878,7929.893621,7983.973629,7877.624043
10,110,4,1,16,16,7738.211168,7430.298583,7803.048495,7657.186082
10,115,4,1,16,16,7750.370014,7299.168296,7648.815323,7566.117878
10,120,4,1,16,16,7526.860931,7440.572228,7536.559548,7501.330903
10,5,8,80/1024,1,4,1341.697692,1348.881265,1435.046381,1375.208446
10,10,8,80/1024,1,4,2403.777344,2400.732362,2412.062171,2405.523959
10,15,8,80/1024,1,4,3266.543005,3273.805117,3281.663259,3274.003794
10,20,8,80/1024,1,4,3845.861795,3755.716713,3716.080258,3772.552922
10,25,8,80/1024,1,4,4375.290906,4153.264979,4123.367587,4217.307824
10,30,8,80/1024,1,4,4848.680842,4759.727747,4616.963405,4741.790665
10,35,8,80/1024,1,4,5228.030358,5082.442952,4981.537034,5097.336781
10,40,8,80/1024,1,4,5584.060466,5350.835383,5278.43572,5404.443856
10,45,8,80/1024,1,4,5859.714915,5517.58709,5468.086632,5615.129546
10,50,8,80/1024,1,4,5937.634333,5708.929971,5753.45982,5800.008041
10,55,8,80/1024,1,4,5970.829134,5843.219288,5837.951339,5883.99992
10,60,8,80/1024,1,4,6127.496074,4932.652337,5943.044928,5667.731113
10,65,8,80/1024,1,4,6165.23378,5403.707595,5939.974168,5836.305181
10,70,8,80/1024,1,4,6194.632354,5359.972531,5966.783446,5840.462777
10,75,8,80/1024,1,4,6133.359894,5492.040916,5852.520425,5825.973745
10,80,8,80/1024,1,4,6147.348471,5505.785862,5842.07372,5831.736018
10,85,8,80/1024,1,4,6081.797771,5189.744898,5912.284015,5727.942228
10,90,8,80/1024,1,4,5978.781007,5217.57681,5811.616023,5669.324613
10,95,8,80/1024,1,4,5890.084557,5386.350659,5683.604303,5653.346506
10,100,8,80/1024,1,4,5830.791358,5400.942362,5089.203072,5440.312264
10,105,8,80/1024,1,4,5774.931727,5125.470132,4703.855947,5201.419269
10,110,8,80/1024,1,4,5768.900609,5196.257073,5695.259183,5553.472288
10,115,8,80/1024,1,4,5565.949565,5423.818553,5495.526754,5495.09829
10,120,8,80/1024,1,4,5454.401414,5308.751905,5405.354695,5389.502671
10,5,8,512/1024,1,4,1411.578451,1413.347927,1357.557121,1394.161166
10,10,8,512/1024,1,4,2375.139818,2382.776593,2424.983666,2394.300026
10,15,8,512/1024,1,4,3207.032149,3204.714865,3202.433995,3204.727003
10,20,8,512/1024,1,4,3875.132714,3835.468839,3723.685588,3811.429047
10,25,8,512/1024,1,4,4285.729467,4380.001876,4163.547048,4276.42613
10,30,8,512/1024,1,4,4591.543583,4830.241816,4679.002819,4700.262739
10,35,8,512/1024,1,4,4932.726854,5362.679526,4878.502374,5057.969585
10,40,8,512/1024,1,4,5240.621267,5297.954481,5392.566046,5310.380598
10,45,8,512/1024,1,4,5433.619396,5495.545128,5711.552739,5546.905754
10,50,8,512/1024,1,4,5690.042722,5693.177589,5778.45776,5720.559357
10,55,8,512/1024,1,4,5856.261648,5885.366851,5873.486096,5871.704865
10,60,8,512/1024,1,4,5913.44875,5939.315738,5938.442067,5930.402185
10,65,8,512/1024,1,4,5988.564381,5912.088836,5945.359588,5948.670935
10,70,8,512/1024,1,4,5989.949278,5883.182344,5911.147345,5928.092989
10,75,8,512/1024,1,4,5928.362961,5879.783027,5895.874438,5901.340142
10,80,8,512/1024,1,4,5940.868406,5862.321894,5891.157428,5898.11591
10,85,8,512/1024,1,4,5898.345845,5755.063656,5788.873713,5814.094405
10,90,8,512/1024,1,4,4596.918955,5691.122085,5861.129298,5383.056779
10,95,8,512/1024,1,4,4653.630933,5821.708688,5796.351094,5423.896905
10,100,8,512/1024,1,4,5473.02626,5722.218471,5663.519901,5619.588211
10,105,8,512/1024,1,4,5519.216646,5397.729391,5614.546241,5510.497426
10,110,8,512/1024,1,4,5309.123983,5499.328497,5749.832978,5519.428486
10,115,8,512/1024,1,4,5363.805753,5208.862668,5594.485129,5389.051183
10,120,8,512/1024,1,4,5214.984152,5224.67718,5444.086023,5294.582452
10,5,8,1,2,4,1376.202753,1367.395369,1348.229222,1363.942448
10,10,8,1,2,4,2484.283056,2532.016279,2529.083986,2515.127773
10,15,8,1,2,4,3353.950519,3303.141237,3399.061641,3352.051132
10,20,8,1,2,4,4129.0486,3903.370515,4148.145031,4060.188048
10,25,8,1,2,4,4885.350695,4533.627296,4908.498703,4775.825565
10,30,8,1,2,4,5580.309088,5189.090785,5523.830555,5431.076809
10,35,8,1,2,4,6090.201598,5728.01631,6199.288024,6005.835311
10,40,8,1,2,4,6830.061414,6663.083581,6837.251565,6776.798853
10,45,8,1,2,4,7003.805078,7170.90348,6784.63993,6986.449496
10,50,8,1,2,4,7431.199716,7456.308276,5886.47324,6924.660411
10,55,8,1,2,4,7405.438411,7453.101679,7084.870321,7314.470137
10,60,8,1,2,4,7626.294552,7507.233578,7166.632651,7433.386927
10,65,8,1,2,4,7610.996914,7707.739512,7192.277416,7503.671281
10,70,8,1,2,4,7680.140766,7341.607277,7719.278442,7580.342162
10,75,8,1,2,4,7781.124506,7146.130377,7684.464595,7537.239826
10,80,8,1,2,4,7298.85353,7422.734606,7513.677359,7411.755165
10,85,8,1,2,4,6275.156803,7625.818397,7604.285586,7168.420262
10,90,8,1,2,4,6590.787898,7467.347463,7509.992534,7189.375965
10,95,8,1,2,4,7104.554374,7362.838431,7367.83726,7278.410022
10,100,8,1,2,4,7356.289398,7306.96823,7462.122009,7375.126546
10,105,8,1,2,4,6852.072933,7186.475842,7033.177421,7023.908732
10,110,8,1,2,4,6188.530971,6871.054666,6471.852886,6510.479508
10,115,8,1,2,4,6522.993808,6960.604925,6409.623448,6631.07406
10,120,8,1,2,4,6364.618791,6476.978368,6537.29489,6459.630683
10,5,8,1,4,4,1383.652667,1461.926288,1360.256079,1401.945011
10,10,8,1,4,4,2592.741618,2626.321711,2643.665315,2620.909548
10,15,8,1,4,4,3515.515521,3631.92415,3633.44194,3593.627204
10,20,8,1,4,4,4188.713728,4579.915507,4511.139677,4426.589637
10,25,8,1,4,4,4849.182073,5374.604934,5393.609003,5205.79867
10,30,8,1,4,4,5729.141989,6362.831659,6216.845934,6102.939861
10,35,8,1,4,4,6996.366605,7062.355214,7014.662181,7024.461333
10,40,8,1,4,4,7763.465911,7912.678843,7953.814696,7876.65315
10,45,8,1,4,4,8167.239831,8184.855682,8237.502242,8196.532585
10,50,8,1,4,4,8117.422896,8251.044527,8321.03638,8229.834601
10,55,8,1,4,4,8245.648088,8229.172323,8329.523709,8268.114707
10,60,8,1,4,4,8264.192989,8348.095619,8379.277002,8330.52187
10,65,8,1,4,4,8150.114264,8360.706693,8380.700063,8297.173673
10,70,8,1,4,4,8223.538612,8334.196391,8318.341465,8292.025489
10,75,8,1,4,4,8194.969923,8322.302332,8417.229629,8311.500628
10,80,8,1,4,4,8238.513816,8341.929582,8266.39078,8282.278059
10,85,8,1,4,4,8304.219569,8382.248019,8365.914155,8350.793914
10,90,8,1,4,4,8238.524595,8368.74081,8300.651438,8302.638948
10,95,8,1,4,4,8164.532566,8324.243175,8252.473891,8247.083211
10,100,8,1,4,4,7898.703135,8184.388187,7920.451149,8001.180824
10,105,8,1,4,4,7702.058353,8052.041044,7599.352249,7784.483882
10,110,8,1,4,4,7761.215676,7869.0026,7472.251869,7700.823382
10,115,8,1,4,4,7631.096115,7674.788998,7766.120523,7690.668545
10,120,8,1,4,4,7439.316077,7606.303458,7570.258436,7538.62599
10,5,8,1,8,4,1393.253989,1365.248062,1411.131945,1389.877999
10,10,8,1,8,4,2445.606574,2640.524787,2466.637161,2517.589507
10,15,8,1,8,4,3338.351149,3649.442568,3411.007278,3466.266998
10,20,8,1,8,4,4326.504296,4564.674189,4468.18258,4453.120355
10,25,8,1,8,4,5335.818286,5349.092136,5363.318353,5349.409591
10,30,8,1,8,4,6290.143245,6322.757374,6311.292689,6308.064436
10,35,8,1,8,4,7012.008308,7069.998146,7053.459362,7045.155272
10,40,8,1,8,4,7735.259713,7812.944311,7722.541378,7756.915134
10,45,8,1,8,4,8290.419437,8185.877166,8205.844928,8227.38051
10,50,8,1,8,4,8467.07265,8308.873259,8464.024794,8413.323568
10,55,8,1,8,4,8647.657139,8499.286773,8533.269312,8560.071075
10,60,8,1,8,4,8603.713839,8588.845615,8586.474928,8593.011461
10,65,8,1,8,4,8632.442845,8597.490529,8563.373688,8597.769021
10,70,8,1,8,4,8608.221869,8708.14805,8626.695545,8647.688488
10,75,8,1,8,4,8500.36201,8570.598651,8542.105487,8537.688716
10,80,8,1,8,4,8611.969757,8533.158382,8492.118525,8545.748888
10,85,8,1,8,4,7991.241189,8482.514526,8478.540274,8317.431996
10,90,8,1,8,4,8178.600784,8424.260472,8414.970778,8339.277345
10,95,8,1,8,4,8328.583127,8403.305228,8424.922603,8385.603653
10,100,8,1,8,4,8296.706382,8288.320906,8290.760152,8291.929147
10,105,8,1,8,4,7985.498793,8077.991561,8099.296013,8054.262122
10,110,8,1,8,4,7784.865649,7819.113617,7768.7622,7790.913822
10,115,8,1,8,4,7699.787154,7685.302843,7675.555308,7686.881769
10,120,8,1,8,4,7508.442176,7528.22824,7576.806267,7537.825561
10,5,8,1,16,4,1447.101869,1351.450194,1364.061947,1387.538004
10,10,8,1,16,4,2561.775808,2656.472497,2635.593085,2617.94713
10,15,8,1,16,4,3623.356667,3690.044885,3409.048065,3574.149872
10,20,8,1,16,4,4486.587027,4518.138,4227.175461,4410.633496
10,25,8,1,16,4,4899.214116,5368.96556,4908.066131,5058.748602
10,30,8,1,16,4,5686.51115,6234.473882,5749.735093,5890.240042
10,35,8,1,16,4,6247.295712,7066.39266,6790.319777,6701.33605
10,40,8,1,16,4,7112.826466,7797.442798,7816.615649,7575.628304
10,45,8,1,16,4,8111.892111,8096.201925,8173.086647,8127.060228
10,50,8,1,16,4,8471.436455,8392.455162,8361.551671,8408.481096
