WH,terminal,shared_buffer,min_wal_size,max_wal_size,effective_cache_size,tput_1,tput_2,tput_3,avg_tput
10,55,8,1,16,4,8436.348906,8004.163622,8509.803001,8316.771843
10,60,8,1,16,4,8617.397513,7296.582966,8630.771521,8181.584
10,65,8,1,16,4,8525.52598,8180.907404,8596.028033,8434.153805
10,70,8,1,16,4,8583.30574,8159.652664,8619.269595,8454.076
10,75,8,1,16,4,8554.268262,8562.201141,8523.275827,8546.581743
10,80,8,1,16,4,8479.824051,8539.757076,8542.220174,8520.600434
10,85,8,1,16,4,8443.297506,8418.140425,8455.97182,8439.136584
10,90,8,1,16,4,8391.843675,8486.001516,8335.138971,8404.328054
10,95,8,1,16,4,8284.690042,8306.051612,8137.570152,8242.770602
10,100,8,1,16,4,8218.587588,8256.91344,7871.46538,8115.655469
10,105,8,1,16,4,7626.791647,8008.139563,7731.36532,7788.76551
10,110,8,1,16,4,7353.958773,7842.829405,7350.264164,7515.684114
10,115,8,1,16,4,7230.09617,7671.992696,7624.262887,7508.783918
10,120,8,1,16,4,7521.250721,7504.532543,7490.773153,7505.518806
10,5,8,80/1024,1,8,1425.409061,1345.279929,1427.895795,1399.528262
10,10,8,80/1024,1,8,2378.41424,2432.136526,2350.106211,2386.885659
10,15,8,80/1024,1,8,3195.948062,3078.563316,3074.479299,3116.330226
10,20,8,80/1024,1,8,3801.076943,2899.151226,3659.322603,3453.183591
10,25,8,80/1024,1,8,4112.60967,4034.620027,4182.667809,4109.965835
10,30,8,80/1024,1,8,4610.17113,4606.791465,4602.871806,4606.611467
10,35,8,80/1024,1,8,4932.430303,4932.289673,4965.721076,4943.480351
10,40,8,80/1024,1,8,5478.475187,5315.912798,5233.713631,5342.700539
10,45,8,80/1024,1,8,5557.734674,5560.122269,5494.927088,5537.594677
10,50,8,80/1024,1,8,5592.761512,5682.062609,5737.127771,5670.650631
10,55,8,80/1024,1,8,5735.764184,5533.026576,5788.564042,5685.784934
10,60,8,80/1024,1,8,5919.160144,5569.55496,5880.019449,5789.578184
10,65,8,80/1024,1,8,5914.351877,5649.155458,5905.017961,5822.841765
10,70,8,80/1024,1,8,5977.910208,5340.200128,5649.42022,5655.843519
10,75,8,80/1024,1,8,5941.490356,5583.085244,5368.256934,5630.944178
10,80,8,80/1024,1,8,5841.675205,5423.967348,5428.906688,5564.849747
10,85,8,80/1024,1,8,5581.851182,5521.349308,5372.515007,5491.905166
10,90,8,80/1024,1,8,5585.112266,5658.428858,5585.025023,5609.522049
10,95,8,80/1024,1,8,5518.530207,5368.584383,5580.639493,5489.251361
10,100,8,80/1024,1,8,5751.991636,5497.191699,5467.830568,5572.337968
10,105,8,80/1024,1,8,5521.604605,5197.46821,5249.765882,5322.946233
10,110,8,80/1024,1,8,5533.332682,5163.332052,5183.384766,5293.349833
10,115,8,80/1024,1,8,5400.578235,5157.382389,5283.562727,5280.507783
10,120,8,80/1024,1,8,5329.172176,4920.589667,5342.025603,5197.262482
10,5,8,512/1024,1,8,1344.931126,1354.674874,1340.793692,1346.799898
10,10,8,512/1024,1,8,2408.788168,2371.941837,2431.576516,2404.102173
10,15,8,512/1024,1,8,3239.741444,3203.102427,3033.583289,3158.809053
10,20,8,512/1024,1,8,3803.681662,3853.774366,3832.381038,3829.945689
10,25,8,512/1024,1,8,4248.426279,4394.918832,4319.381281,4320.908797
10,30,8,512/1024,1,8,4683.129139,4720.929736,4804.85678,4736.305218
10,35,8,512/1024,1,8,4999.755651,5109.415546,5254.779226,5121.316808
10,40,8,512/1024,1,8,5216.188241,5537.048442,5479.288486,5410.841723
10,45,8,512/1024,1,8,5527.232698,5799.373248,5697.462789,5674.689578
10,50,8,512/1024,1,8,5696.8687,5966.59145,5736.565654,5800.008601
10,55,8,512/1024,1,8,5838.265506,5995.283783,5903.166111,5912.238467
10,60,8,512/1024,1,8,5832.702707,6190.16335,5886.498208,5969.788088
10,65,8,512/1024,1,8,5790.39254,6050.916359,5930.169921,5923.826274
10,70,8,512/1024,1,8,5909.72639,6050.07363,5983.483083,5981.094368
10,75,8,512/1024,1,8,5971.217687,5989.034357,4602.867751,5521.039932
10,80,8,512/1024,1,8,5988.974748,5927.558761,5453.225263,5789.91959
10,85,8,512/1024,1,8,5896.480195,5905.016539,5452.101509,5751.199414
10,90,8,512/1024,1,8,5895.113984,5768.951669,5561.207923,5741.757859
10,95,8,512/1024,1,8,5784.349002,5814.1802,5284.212867,5627.58069
10,100,8,512/1024,1,8,5762.369637,5665.456289,5169.570146,5532.465357
10,105,8,512/1024,1,8,5530.038172,5569.225368,5328.113033,5475.792191
10,110,8,512/1024,1,8,5473.218067,5505.497024,5435.066552,5471.260548
10,115,8,512/1024,1,8,5336.022238,5350.838841,5319.314783,5335.391954
10,120,8,512/1024,1,8,5311.598482,5316.942695,5259.201576,5295.914251
10,5,8,1,2,8,1394.016747,1446.55102,1359.40592,1399.991229
10,10,8,1,2,8,2544.968181,2505.426614,2506.180295,2518.858364
10,15,8,1,2,8,3394.896277,3188.451279,3395.825093,3326.390883
10,20,8,1,2,8,4199.102832,3900.738382,4203.678768,4101.173327
10,25,8,1,2,8,4889.012201,4892.702536,4947.849741,4909.854826
10,30,8,1,2,8,5556.027258,5557.119257,5588.433751,5567.193422
10,35,8,1,2,8,6104.042192,6155.946947,6156.58111,6138.85675
10,40,8,1,2,8,6765.985087,6803.349922,6754.130452,6774.488487
10,45,8,1,2,8,7058.283336,7083.929267,7182.751096,7108.321233
10,50,8,1,2,8,7419.050338,7501.688206,7407.364861,7442.701135
10,55,8,1,2,8,7540.753125,7540.340125,7075.703234,7385.598828
10,60,8,1,2,8,7603.41272,7491.199047,5964.61369,7019.741819
10,65,8,1,2,8,7519.728059,7603.940338,7675.357663,7599.675353
10,70,8,1,2,8,7593.552544,7655.87506,7648.391244,7632.606283
10,75,8,1,2,8,7625.734032,7660.047057,7630.225787,7638.668959
10,80,8,1,2,8,7462.707783,7629.291186,7626.777274,7572.925414
10,85,8,1,2,8,7764.642638,7627.007383,7540.891555,7644.180525
10,90,8,1,2,8,7539.057089,7397.694682,7526.095546,7487.615772
10,95,8,1,2,8,7433.79888,7452.880811,7420.995591,7435.891761
10,100,8,1,2,8,7388.778378,7462.106659,7274.51247,7375.132502
10,105,8,1,2,8,7286.722692,7025.819177,7110.522603,7141.021491
10,110,8,1,2,8,6982.396434,6023.967032,6963.730227,6656.697897
10,115,8,1,2,8,6849.199031,6502.187265,6720.299809,6690.562035
10,120,8,1,2,8,6677.718803,6286.289786,6623.465533,6529.158041
10,5,8,1,4,8,1349.481655,1391.185516,1450.910055,1397.192409
10,10,8,1,4,8,2579.413972,2619.063624,2580.493587,2592.990394
10,15,8,1,4,8,3617.384603,3661.730078,3655.914638,3645.009773
10,20,8,1,4,8,4486.527062,4580.76245,4520.805836,4529.365116
10,25,8,1,4,8,4840.943466,5422.393521,5395.846857,5219.727948
10,30,8,1,4,8,5162.653916,6302.620471,6303.51485,5922.929746
10,35,8,1,4,8,6438.530835,7080.667096,7081.086617,6866.761516
10,40,8,1,4,8,7237.087095,7745.209252,7873.514785,7618.603711
10,45,8,1,4,8,8065.551835,8138.577301,8047.567455,8083.898864
10,50,8,1,4,8,8084.234435,8194.521813,8174.080054,8150.945434
10,55,8,1,4,8,8273.982662,8213.819417,8258.32887,8248.710316
10,60,8,1,4,8,8287.800177,8393.858378,8325.813417,8335.823991
10,65,8,1,4,8,8274.37562,8371.588427,8407.180769,8351.048272
10,70,8,1,4,8,8336.544824,8341.741914,8373.399719,8350.562152
10,75,8,1,4,8,8245.127808,8310.40901,8290.754502,8282.097106
10,80,8,1,4,8,8305.334663,8314.189429,8299.131153,8306.218415
10,85,8,1,4,8,8294.296824,8329.381828,8316.969534,8313.549395
10,90,8,1,4,8,8323.774391,8234.344008,8194.650509,8250.922969
10,95,8,1,4,8,7885.813393,7820.264524,7879.209182,7861.762366
10,100,8,1,4,8,7907.99918,7703.42696,7854.900762,7822.108967
10,105,8,1,4,8,7633.593566,7612.250967,8014.69371,7753.512748
10,110,8,1,4,8,7822.151892,7637.867416,7806.935926,7755.651745
10,115,8,1,4,8,7615.921304,7606.183827,7603.39416,7608.499763
10,120,8,1,4,8,7532.63688,7325.298207,7527.567063,7461.83405
10,5,8,1,8,8,1455.800913,1450.892952,1466.983065,1457.89231
10,10,8,1,8,8,2645.145028,2601.152035,2631.797909,2626.031657
10,15,8,1,8,8,3666.041782,3681.454107,3635.453228,3660.983039
10,20,8,1,8,8,4501.776719,4554.375751,4508.059501,4521.40399
10,25,8,1,8,8,5315.823346,5364.813411,5368.674551,5349.770436
10,30,8,1,8,8,6235.966874,6310.744769,6220.40647,6255.706037
10,35,8,1,8,8,7072.515051,7090.62973,7025.241593,7062.795458
10,40,8,1,8,8,7729.884835,7621.074812,6965.573645,7438.844431
10,45,8,1,8,8,8065.89363,8241.584554,6670.973546,7659.48391
10,50,8,1,8,8,8324.736099,8526.822926,7858.263583,8236.607536
10,55,8,1,8,8,8521.0231,8470.116205,7975.65537,8322.264892
10,60,8,1,8,8,8600.929302,8661.749884,8567.513795,8610.064327
10,65,8,1,8,8,8497.964339,8596.055919,8515.982756,8536.667671
10,70,8,1,8,8,8680.084129,8635.788414,8554.320148,8623.397564
10,75,8,1,8,8,8628.059053,8537.587434,8611.591511,8592.412666
10,80,8,1,8,8,8594.02145,8524.170737,8520.654557,8546.282248
10,85,8,1,8,8,8462.201137,8518.508293,8412.360346,8464.356592
10,90,8,1,8,8,8396.07949,7965.785003,8441.898739,8267.921077
10,95,8,1,8,8,8325.006638,7783.355328,8289.047964,8132.469977
10,100,8,1,8,8,8347.37529,7856.121524,8188.002532,8130.499782
10,105,8,1,8,8,8012.322474,7779.849446,7967.683671,7919.951864
10,110,8,1,8,8,7757.510739,7858.674562,7811.100476,7809.095259
10,115,8,1,8,8,7688.93892,7702.021956,7726.692229,7705.884368
10,120,8,1,8,8,7496.698821,7507.487946,7567.673473,7523.953413
10,5,8,1,16,8,1438.312583,1404.294415,1361.708721,1401.438573
10,10,8,1,16,8,2634.515842,2594.338079,2579.925089,2602.926337
10,15,8,1,16,8,3646.970828,3703.075456,3661.250226,3670.43217
10,20,8,1,16,8,4472.194557,4519.189171,4472.331262,4487.904997
10,25,8,1,16,8,5278.782852,5357.06929,4955.371892,5197.074678
10,30,8,1,16,8,6203.754454,6254.525692,5499.156845,5985.81233
10,35,8,1,16,8,7009.712075,7062.167318,6414.013378,6828.630924
10,40,8,1,16,8,7734.531134,7711.720862,7159.911569,7535.387855
10,45,8,1,16,8,8175.244418,8199.115558,8125.327735,8166.56257
10,50,8,1,16,8,8399.749586,8417.507351,8437.370887,8418.209275
10,55,8,1,16,8,8499.213925,8432.613837,8507.771356,8479.866373
10,60,8,1,16,8,8546.622727,8522.01778,8574.932122,8547.857543
10,65,8,1,16,8,8602.928023,8619.482733,8667.765475,8630.058744
10,70,8,1,16,8,8607.648502,8604.619953,8656.973221,8623.080558
10,75,8,1,16,8,8496.159373,8585.366811,8572.582391,8551.369525
10,80,8,1,16,8,8119.300723,8489.596608,8487.696871,8365.531401
10,85,8,1,16,8,8043.840228,8518.971328,8475.201859,8346.004472
10,90,8,1,16,8,7947.329109,8353.627989,8402.447418,8234.468172
10,95,8,1,16,8,8368.642686,8437.196408,8249.537133,8351.792076
10,100,8,1,16,8,8258.997198,8238.372391,8288.220525,8261.863371
10,105,8,1,16,8,7980.637109,8062.812249,7818.942057,7954.130472
10,110,8,1,16,8,7826.891211,7657.2299,7642.525597,7708.882236
10,115,8,1,16,8,7637.182695,7667.14445,7695.801708,7666.709618
10,120,8,1,16,8,7506.942155,7617.945493,7467.361393,7530.749681
10,5,8,80/1024,1,16,1328.761321,1335.457289,1348.361678,1337.526763
10,10,8,80/1024,1,16,2342.441494,2356.845767,2418.598723,2372.628661
10,15,8,80/1024,1,16,3198.684142,3269.0407,3078.617699,3182.11418
10,20,8,80/1024,1,16,3830.690806,3735.138556,3852.28633,3806.038564
10,25,8,80/1024,1,16,4470.849455,4050.799723,4337.166446,4286.271875
10,30,8,80/1024,1,16,4620.841623,4615.674415,4791.726071,4676.080703
10,35,8,80/1024,1,16,4953.625876,4990.63799,5233.774309,5059.346058
10,40,8,80/1024,1,16,5328.083021,5310.470023,5529.085279,5389.212774
10,45,8,80/1024,1,16,5614.041997,5480.70358,5807.481402,5634.07566
10,50,8,80/1024,1,16,5768.51621,5829.293021,5913.18467,5836.997967
10,55,8,80/1024,1,16,6047.411347,5895.109859,5951.024489,5964.515231
10,60,8,80/1024,1,16,6112.482383,5944.312432,5933.313182,5996.702666
10,65,8,80/1024,1,16,6121.337448,5900.04984,5992.352903,6004.580064
10,70,8,80/1024,1,16,6007.252395,5996.984749,5918.69522,5974.310788
10,75,8,80/1024,1,16,5930.251898,5935.190052,5855.496095,5906.979349
10,80,8,80/1024,1,16,5933.655862,5799.236152,6029.269191,5920.720402
10,85,8,80/1024,1,16,5969.719603,4914.249097,5884.897717,5589.622139
10,90,8,80/1024,1,16,5801.421393,5856.541117,5820.165039,5826.042516
10,95,8,80/1024,1,16,5783.304157,5800.077117,5843.827153,5809.069476
10,100,8,80/1024,1,16,5719.816115,5729.725364,5682.07633,5710.53927
10,105,8,80/1024,1,16,5682.706555,5639.551929,5617.029287,5646.429257
10,110,8,80/1024,1,16,5534.393215,5460.88566,5471.543342,5488.940739
10,115,8,80/1024,1,16,5427.946581,5375.584384,5361.724455,5388.418473
10,120,8,80/1024,1,16,5352.958332,5332.120576,5409.284996,5364.787968
10,5,8,512/1024,1,16,1342.768511,1341.429006,1331.081696,1338.426404
10,10,8,512/1024,1,16,2365.073809,2355.600307,2361.663367,2360.779161
10,15,8,512/1024,1,16,3211.343903,3096.199356,3204.925071,3170.822777
10,20,8,512/1024,1,16,3749.936475,3520.574316,3829.043303,3699.851364
10,25,8,512/1024,1,16,4278.621081,4091.097188,4353.385531,4241.0346
10,30,8,512/1024,1,16,4646.191391,4622.91293,4778.504368,4682.53623
10,35,8,512/1024,1,16,5033.122713,4843.011028,5299.444363,5058.526035
10,40,8,512/1024,1,16,5359.72157,5256.724044,5358.293978,5324.913197
10,45,8,512/1024,1,16,5530.415642,5534.159715,4756.023314,5273.53289
10,50,8,512/1024,1,16,5912.186297,5775.516483,5157.010552,5614.904444
10,55,8,512/1024,1,16,5807.93027,5862.242674,5333.186833,5667.786593
10,60,8,512/1024,1,16,5922.467118,5968.867008,5061.50644,5650.946855
10,65,8,512/1024,1,16,5974.977992,5971.208593,5937.935868,5961.374151
10,70,8,512/1024,1,16,6004.290825,5971.733745,6070.716043,6015.580204
10,75,8,512/1024,1,16,5924.274179,5961.654757,5466.097563,5784.008833
10,80,8,512/1024,1,16,5873.530681,5904.18096,5886.230906,5887.980849
10,85,8,512/1024,1,16,5865.807429,5915.336588,5849.248136,5876.797385
10,90,8,512/1024,1,16,5770.266355,5905.106971,5936.885164,5870.75283
10,95,8,512/1024,1,16,5695.143478,5654.106624,5795.088239,5714.779447
10,100,8,512/1024,1,16,5760.470244,5595.619791,5741.851137,5699.313724
10,105,8,512/1024,1,16,5755.362084,5346.232086,5569.562552,5557.052241
10,110,8,512/1024,1,16,5788.677327,5304.705421,5513.049074,5535.477274
10,115,8,512/1024,1,16,5484.538919,5234.674512,5394.853085,5371.355505
10,120,8,512/1024,1,16,5345.915409,5104.508724,5306.412107,5252.278747
10,5,8,1,2,16,1377.776707,1433.294156,1455.231603,1422.100822
10,10,8,1,2,16,2477.463359,2472.235574,2481.106485,2476.935139
10,15,8,1,2,16,3409.268151,3392.661974,3454.052148,3418.660758
10,20,8,1,2,16,4177.910742,4126.527287,4184.030573,4162.822868
10,25,8,1,2,16,4889.991387,4914.234438,4942.120664,4915.44883
10,30,8,1,2,16,5531.089932,5528.972493,5580.112697,5546.725041
10,35,8,1,2,16,6154.8032,6191.666173,6199.795128,6182.088167
10,40,8,1,2,16,6653.610587,6392.48481,6709.749906,6585.281768
10,45,8,1,2,16,7131.557884,6646.628565,7078.410401,6952.19895
10,50,8,1,2,16,7424.332583,6896.494908,7318.604783,7213.144091
10,55,8,1,2,16,7481.39022,7497.258886,7508.894632,7495.847913
10,60,8,1,2,16,7603.263283,7706.268025,7669.448843,7659.66005
10,65,8,1,2,16,7588.137325,7601.727312,7858.96759,7682.944076
10,70,8,1,2,16,7622.890206,7675.056659,7611.629115,7636.525327
10,75,8,1,2,16,7734.315899,7617.299699,7614.954432,7655.523343
10,80,8,1,2,16,7343.903666,7849.036356,7612.528727,7601.822916
10,85,8,1,2,16,6936.577971,7501.737388,7380.177731,7272.83103
10,90,8,1,2,16,7121.72782,7434.245404,7682.662625,7412.878616
10,95,8,1,2,16,6986.972266,7484.610921,7393.582727,7288.388638
10,100,8,1,2,16,7006.044654,7339.32955,7406.046447,7250.47355
10,105,8,1,2,16,6710.835207,7133.942125,7186.323047,7010.366793
10,110,8,1,2,16,6987.290338,6909.001869,6985.322831,6960.538346
10,115,8,1,2,16,6859.963866,6711.484579,6815.345938,6795.598128
10,120,8,1,2,16,6681.799464,6636.552615,6684.192592,6667.514891
10,5,8,1,4,16,1456.947194,1384.095455,1361.178078,1400.740243
10,10,8,1,4,16,2655.979851,2562.714027,2633.688938,2617.460939
10,15,8,1,4,16,3607.292458,3620.924885,3384.29078,3537.502707
10,20,8,1,4,16,4502.638325,4540.189385,4230.786209,4424.537973
10,25,8,1,4,16,5394.590755,5317.996589,4935.208042,5215.931795
10,30,8,1,4,16,6265.399794,6196.591587,6246.374837,6236.122073
10,35,8,1,4,16,7002.474082,7037.500477,6977.551783,7005.842114
10,40,8,1,4,16,7760.798197,7731.203354,7874.122372,7788.707974
10,45,8,1,4,16,8065.02419,7653.372651,8167.847081,7962.081307
10,50,8,1,4,16,8175.622411,7586.739887,8184.721633,7982.36131
10,55,8,1,4,16,8277.561915,8050.653764,8241.165181,8189.79362
10,60,8,1,4,16,8321.300498,8169.04385,8341.330633,8277.224994
10,65,8,1,4,16,8257.691917,8369.44152,8374.542977,8333.892138
10,70,8,1,4,16,8301.294366,8400.447955,8382.410504,8361.384275
10,75,8,1,4,16,8311.772529,8303.830932,8367.911326,8327.838262
10,80,8,1,4,16,8324.807965,8378.870133,8339.731737,8347.803279
10,85,8,1,4,16,8151.165662,8323.108752,8305.58894,8259.954452
10,90,8,1,4,16,8237.650144,8255.916164,8327.828909,8273.798405
10,95,8,1,4,16,8203.65527,8229.164602,7900.362089,8111.060654
10,100,8,1,4,16,8117.926113,8166.773052,7654.64936,7979.782842
10,105,8,1,4,16,8054.94966,7932.902917,7155.972405,7714.608327
10,110,8,1,4,16,7765.642022,7759.495334,7657.577896,7727.571751
10,115,8,1,4,16,7643.542734,7649.74136,7609.027737,7634.103944
10,120,8,1,4,16,7462.787789,7177.958043,7419.006383,7353.250738
10,5,8,1,8,16,1415.463545,1447.835782,1395.259798,1419.519708
10,10,8,1,8,16,2590.812953,2578.508285,2592.346423,2587.222554
10,15,8,1,8,16,3643.62416,3607.449822,3647.62275,3632.898911
10,20,8,1,8,16,4555.880332,4444.514319,4504.973412,4501.789354
10,25,8,1,8,16,5352.113024,5354.918119,5334.04083,5347.023991
10,30,8,1,8,16,6237.325643,5953.213005,6279.378403,6156.639017
10,35,8,1,8,16,7012.043287,6360.008127,7036.217488,6802.756301
10,40,8,1,8,16,7684.676023,7591.641788,7731.282816,7669.200209
10,45,8,1,8,16,8194.01263,8193.378001,8166.96282,8184.784484
10,50,8,1,8,16,8486.332993,8392.64377,8435.728979,8438.235248
10,55,8,1,8,16,8481.6958,8492.449672,8495.671179,8489.938883
10,60,8,1,8,16,8520.050153,8581.755406,8532.194589,8544.666716
10,65,8,1,8,16,8588.338989,8637.885445,8553.85112,8593.358518
10,70,8,1,8,16,8529.057587,8546.138337,8563.916374,8546.370766
10,75,8,1,8,16,8093.090846,8630.905194,8437.863475,8387.286505
10,80,8,1,8,16,7901.579173,8524.634841,8583.971591,8336.728535
10,85,8,1,8,16,8065.166826,8470.760704,8484.707018,8340.211516
10,90,8,1,8,16,8057.030135,8368.400213,8366.858592,8264.096314
10,95,8,1,8,16,8242.234506,8306.660836,8027.103729,8191.999691
10,100,8,1,8,16,8269.346423,8193.943666,8204.534365,8222.608152
10,105,8,1,8,16,8054.693908,8043.443733,7952.907759,8017.015133
10,110,8,1,8,16,7852.824569,7793.839026,7762.406465,7803.023353
10,115,8,1,8,16,7544.213441,7656.468866,7638.254225,7612.978844
10,120,8,1,8,16,7296.114681,7511.458387,7487.794498,7431.789189
10,5,8,1,16,16,1388.365562,1451.042532,1369.145962,1402.851352
10,10,8,1,16,16,2626.705616,2605.62926,2651.684723,2628.006533
10,15,8,1,16,16,3595.192486,3633.879119,3626.808441,3618.626682
10,20,8,1,16,16,4497.788234,4486.905561,4483.483067,4489.392287
10,25,8,1,16,16,5263.117979,5326.006286,5334.143606,5307.755957
10,30,8,1,16,16,6259.744359,6245.940891,6240.909512,6248.864921
10,35,8,1,16,16,7023.218383,6949.61055,7035.590682,7002.806539
10,40,8,1,16,16,7800.105709,7678.821995,7808.244609,7762.390771
10,45,8,1,16,16,8230.359848,8184.229462,8135.500296,8183.363202
10,50,8,1,16,16,8375.530641,8387.383473,8385.222612,8382.712242
10,55,8,1,16,16,8508.958895,8464.052513,8431.962521,8468.324643
10,60,8,1,16,16,8581.516738,8529.749383,8526.544111,8545.936744
10,65,8,1,16,16,8638.996219,8626.59278,8576.010527,8613.866508
10,70,8,1,16,16,8613.988653,8117.496825,8615.07427,8448.853249
10,75,8,1,16,16,8531.742535,8035.1112,8541.734797,8369.52951
10,80,8,1,16,16,8550.002427,8100.553606,8514.643998,8388.40001
10,85,8,1,16,16,8441.768581,8406.283123,8534.559412,8460.870372
10,90,8,1,16,16,7951.448833,8391.345644,8217.703579,8186.832685
10,95,8,1,16,16,7694.896791,8244.634036,7879.951118,7939.827315
10,100,8,1,16,16,7706.25609,8224.263697,7086.86461,7672.461466
10,105,8,1,16,16,7719.004878,7928.227467,7722.965542,7790.065962
10,110,8,1,16,16,7738.211168,7727.933951,7603.450098,7689.865072
10,115,8,1,16,16,7750.370014,7630.822693,7698.589251,7693.260652
10,120,8,1,16,16,7526.860931,7503.495868,7489.785159,7506.713986
