alg,nnodes,WH,dist,tput_1,tput_2,tput_3
2pl,8,4,50,2317.5311508362715,633.3219369652452,1082.84732349884
2pl,8,4,60,33560.54521837866,15.106458366629187,387300.88621565193
2pl,8,4,70,1980.4843497322631,1220.8108556525624,869.375700167473
2pl,8,4,80,27244.016579740724,1885.0541586039958,653.3962905849733
2pl,8,4,90,1947.7014158402494,1349.361314632908,1067.909191995299
2pl,8,4,100,86.28987386164707,1866.2279764306036,1883.0250156193124
2pl,8,8,0,20341.124776663102,355.74184409726047,36328.70665828153
2pl,8,8,10,62.970814263808755,1228.159663826383,1214.1784753734944
2pl,8,8,20,91.55024253123636,1389.0564612665296,565.974164404727
2pl,8,8,30,1279.3964205520388,656.995227788233,1548.8558273817453
2pl,8,8,40,1610.299332968721,71027.01717264399,47.90879701339235
2pl,8,8,50,551239.230244354,664.5242961595704,3561.563183686756
2pl,8,8,60,2065.6806633726255,280.3200650381989,1266.4365273467488
2pl,8,8,70,537.5425846974414,78511.24435098236,2186.706276379405
2pl,8,8,80,1978.498495082115,174961.61644680664,52526.72872496949
2pl,8,8,90,241.70016907003995,1842.2550061747424,496.108398560875
2pl,8,8,100,1901.5095723662678,41991.5824532771,4178.177643201479
2pl,8,16,0,18384.270673720363,36814.30045448514,17141.420401136915
2pl,8,16,10,65622.16233115901,38222.9139881555,2127.324433254522
2pl,8,16,20,2147.119082215565,714.3408186846368,9645.415791650263
2pl,8,16,30,1010.3423728436726,4248.260402030108,5092.727710763163
2pl,8,16,40,370024.8550746467,1911.6046667616633,2740.1233025908064
2pl,8,16,50,959.5154946325254,800.4998879764962,160912.43159910306
2pl,8,16,60,1125.8305285712954,64810.44821071687,786.980060805153
2pl,8,16,70,102646.82192530805,2031.798959369941,4906.565173422004
2pl,8,16,80,4281.671508823285,571.182024191125,1585.9619097386312
2pl,8,16,90,689.1151654575984,49011.829451306396,803.7774264099477
2pl,8,16,100,1093.317711762369,2309.35484193988,1902.1383579115527
2pl,8,32,0,36400.569009771905,36905.27997368107,36825.98886816317
2pl,8,32,10,8428.840027077415,119525.68846582867,12784.069735589323
2pl,8,32,20,10717.081434224143,9691.19533744298,8759.826193992107
2pl,8,32,30,1731.2197875360569,14922.459417412632,2308.0315653579537
2pl,8,32,40,712252.8036134917,325277.96194995043,1854.8759427956923
2pl,8,32,50,4039.6448091299853,80330.7076270496,182925.64706115934
2pl,8,32,60,9102.699901477605,12470.046137747098,8437.656742514504
2pl,8,32,70,1969.0504535789428,174750.36697221364,2731.0603645874908
2pl,8,32,80,2355.5363839915317,247651.22783139796,3126.166976395603
2pl,8,32,90,274678.3973689265,1957.475234099899,209018.59850498594
2pl,8,32,100,136705.04259430515,4054.8632013910183,274294.65351098636
2pl,8,64,0,37286.55883221984,37414.43180146128,37616.79561581606
2pl,8,64,10,8126.948640084402,9030.893317479007,16705.519268811244
2pl,8,64,20,21758.356897842557,17297.125970433604,20010.065910662
2pl,8,64,30,15529.087157936825,17193.132152662227,16050.480023551787
2pl,8,64,40,70208.25092442687,19215.316583125103,174669.01230188954
2pl,8,64,50,13897.57953634718,14999.57830154181,15392.862591183331
2pl,8,64,60,13730.79727127731,3757.7430843508373,5166.5741935709475
2pl,8,64,70,5831.0898983560755,12484.947939620371,131543.1403880396
2pl,8,64,80,11804.73247712987,142446.8069278471,13376.363925901425
2pl,8,64,90,139001.53496179872,69943.83184781348,6224.236014957163
2pl,8,64,100,118539.17721553441,102376.0576739574,113639.1675588877
2pl,8,128,0,22347.645828188888,18365.504090355556,0.0
2pl,8,128,10,8439.3896933,893.6978770000001,137.19979999999998
2pl,8,128,20,10232.085586869674,15034.933560358972,2320.5910634
2pl,8,128,30,2027270.7608235965,19176.856947833334,0.0
2pl,8,128,40,0.0,0.0,0.0
2pl,8,128,50,96.27597637142857,0.0,0.0
2pl,8,128,60,0.0,0.0,125.51648503333334
2pl,8,128,70,0.0,0.0,14540.831426585339
2pl,8,128,80,0.0,81.11654495,0.0
2pl,8,128,90,13058.074318852901,0.0,82.49990960000001
2pl,8,128,100,2033.5996810000001,31.189417230877194,9442.490033333333
2pl,16,1,0,21.74966262418994,494.19195742775577,1452.6461763948935
2pl,16,1,10,51.470060574166574,53.36111597022081,74.81870056601615
2pl,16,1,20,70.5827651477624,62.97636141364313,63.274928009197694
2pl,16,1,30,71.69076963861943,48.68800866918042,19289.366084758098
2pl,16,1,40,85.63739145928534,3483.411208871428,6863.008752417767
2pl,16,1,50,4996.2725623211,399010.7739214385,40.632039127366966
2pl,16,1,60,6670.789425684777,634.0900242981522,19726.259684871195
2pl,16,1,70,13499.135941414439,702124.4692184302,22101.81083795145
2pl,16,1,80,56.693172800322145,27434.859185760117,3043.235001343751
2pl,16,1,90,12856.848619571712,19714.74791997967,31803.89357179097
2pl,16,1,100,27127.04702107445,16409.876215620476,142.61216404022258
2pl,16,2,0,4966.46938380881,202.048371444686,766.0201110842926
2pl,16,2,10,108.84107427970181,59.549808270783096,212.45426537550495
2pl,16,2,20,350221.79148042505,3930.0453063949476,82.20678658693646
2pl,16,2,30,3199.591758835186,1244.5288688790158,83.82573668060425
2pl,16,2,40,3581.661868876715,2594.740783268044,694.6736694434462
2pl,16,2,50,1229.1563467542987,2131.3144307361395,3568.533341468261
2pl,16,2,60,7100.340015592635,6335.9921214045535,20647.948909354574
2pl,16,2,70,10825.537986840533,25637.89571131066,2952.9620484315687
2pl,16,2,80,6026.02430477567,18206.543861729955,21176.45978094556
2pl,16,2,90,27867.15623376566,17565.535627441128,15023.256180334974
2pl,16,2,100,16154.335200581549,25994.184852374987,12647.355528898783
2pl,16,4,0,748.6116429036866,9403.764324125565,8894.928618521368
2pl,16,4,10,978.5090456439896,67449.7935448346,210.5836641147345
2pl,16,4,20,4680.531103975578,46412.282703410296,236511.32855802999
2pl,16,4,30,1382.8146038938705,3217.851745200792,99308.47930126691
2pl,16,4,40,81639.1433095694,101.0142602684142,84884.2974360387
2pl,16,4,50,36549.14319559964,42778.0505743877,85169.52976198446
2pl,16,4,60,61.53519528136398,2220.948936039509,640.4369257873086
2pl,16,4,70,77.60149010618352,2066.9630069933887,488.9505904720595
2pl,16,4,80,3439.1788437237374,1154.0793867453588,76.17588625026431
2pl,16,4,90,2235.6655793790146,3003.9125948424207,124.85109772907137
2pl,16,4,100,359.5207935384691,5499.692397639981,2944.1666192025987
2pl,16,8,0,4614.856272987312,10496.746783338564,52739.392353279
2pl,16,8,10,981.379760116205,80552.76824982106,281.6571124022474
2pl,16,8,20,36415.20553102778,2700.2756329117983,290.9193066186383
2pl,16,8,30,50744.921745321866,45424.924690233194,1380.1514437195935
2pl,16,8,40,2252.489999624503,7744.872809631783,905780.4933510368
2pl,16,8,50,591.2052394097732,862.1874576470996,60750.073949745136
2pl,16,8,60,381.4721196484113,681.1886380444623,609152.2857483821
2pl,16,8,70,190.3292592489933,44328.498963760736,232.2687950829458
2pl,16,8,80,1461.7038997712182,271.3695978432998,132695.27404046056
2pl,16,8,90,402.80477475985873,240.3450226732285,1819.3712258865069
2pl,16,8,100,329.71698472155765,7495.529800731803,844.7484505158003
2pl,16,16,0,72141.44205128937,72235.50173463034,209161.46326725095
2pl,16,16,10,39690.189020457125,2338.855447854259,1607.7121137736985
2pl,16,16,20,46435.04860980926,2577.181719566339,1809.0708919499473
2pl,16,16,30,1682.8299929660757,3305.603212031391,731.9036527056114
2pl,16,16,40,1192.8801868585942,128864.25667240753,313040.38219669653
2pl,16,16,50,132330.47345650583,123977.16304450009,1777.5354271674155
2pl,16,16,60,2653.0393650602286,2153.024532070579,1151.5630060838741
2pl,16,16,70,1697.9545270845533,56602.19989418689,853.6948923988684
2pl,16,16,80,64086.84516010084,109287.51821117492,62129.142488135694
2pl,16,16,90,1274.4574721308345,90992.11698914532,2862.6051300203794
2pl,16,16,100,153035.08102142252,984.5840995202568,136125.53715654174
2pl,16,32,0,24681.998002277975,15300.440019438742,54663.699298525775
2pl,16,32,10,5139.0261229824455,392273.038222565,12712.252556785232
2pl,16,32,20,10841.996471009365,22831.632284182382,79593.03395968837
2pl,16,32,30,90419.72900747195,100948.24180067179,41827.87457250346
2pl,16,32,40,266987.3191960126,598550078.8730599,192378.55462768563
2pl,16,32,50,134798.19513930226,46332.07574761828,87448.9297609607
2pl,16,32,60,512231.71353778575,279741.3973046983,5129.5317924581805
2pl,16,32,70,414030.50291814154,55230.0236584481,312595.8335287561
2pl,16,32,80,213814.22930188465,441105.46067826194,4634.958101501569
2pl,16,32,90,163832.08541899963,4043.652944411143,130553.79214261165
2pl,16,32,100,122946.24691687111,749694.1748295573,4704.64497348532
2pl,16,64,0,69942.25715622371,71000.02531742273,70729.9896280532
2pl,16,64,10,42956.31146398229,400.1491249913047,1750763.469763759
2pl,16,64,20,34730.736756770224,41416.10018390148,45969.72366027182
2pl,16,64,30,719938.6398641019,3253.6602020219643,35943.285593172564
2pl,16,64,40,126420.92172910058,8899.543900843913,7924.677900857823
2pl,16,64,50,33139.327848042376,527416.3657829835,381160.4922406983
2pl,16,64,60,157171.41468935093,110297.36361589158,209018.54347035376
2pl,16,64,70,665140.7454501217,362593.8857536818,1369976.3650326717
2pl,16,64,80,271780.7430887201,8504.925891163017,220482.48733245532
2pl,16,64,90,307571.88584633067,365204.9336020349,1607830.5185112255
2pl,16,64,100,284526.9298492718,18040.843345655085,2226.630995664913
2pl,16,128,0,0.4166666666666667,0.0,307.78445999999997
2pl,16,128,10,0.0,0.0,0.0
2pl,16,128,20,0.0,4.444444444444445,0.0
2pl,16,128,30,218.6997144,91.59984499999999,0.0
2pl,16,128,40,2.473684210526316,0.0,0.0
2pl,16,128,50,0.0,4.444444444444445,37.19992
2pl,16,128,60,0.0,0.0,0.0
2pl,16,128,70,2.9444444444444446,18.53846153846154,34.65707428571429
2pl,16,128,80,1.0526315789473684,18.392857142857142,0.0
2pl,16,128,90,0.0,3.3636363636363638,1.8
2pl,16,128,100,0.38726790450928383,10.267576329120878,10.781869322608696
2pl,32,1,0,76417.17640127591,486.797566800396,1661.1372594767245
2pl,32,1,10,150.98286289146938,288.3551532353823,992.8901653658064
2pl,32,1,20,989.5950582021997,100.08071386949366,156.0242449478128
2pl,32,1,30,150.61713780705048,135.1659139515873,145.18894710333913
2pl,32,1,40,319.3353440305398,40797.282864065535,326.73129584382076
2pl,32,1,50,576.3529225317459,9208.60326295755,478.4566824090423
2pl,32,1,60,116.26657007919181,1009.6450624032251,590294.5250489913
2pl,32,1,70,29632.258082946842,275.6093243556003,902.7613585994704
2pl,32,1,80,6352.693191279857,52106.08626072867,488.61229786932876
2pl,32,1,90,39370.734571435314,683.8655790124562,432.0235625126372
2pl,32,1,100,43077.799654099006,3817.6358490563944,37899.07876837391
2pl,32,2,0,80313.32018818484,15119.276277924642,115238.78762063695
2pl,32,2,10,688.0194003003655,179.81519593483893,688.2810081598562
2pl,32,2,20,5034.113587335974,442.8340580014459,1215.3592594392392
2pl,32,2,30,607.5870709939763,8624.45752544318,7678.387990376129
2pl,32,2,40,1601.6363746042402,8423.253740492135,3809.9247090012846
2pl,32,2,50,214.1082747538512,29855.446646097094,829.7684141323393
2pl,32,2,60,845.5855131465455,31369.509396296387,547.2264279940039
2pl,32,2,70,13980.373542737827,29744.821637398323,876.711877345242
2pl,32,2,80,16277.247422466902,928.8539033900101,17166.496773120743
2pl,32,2,90,22058.40486447147,17407.00204473747,21082.572866836388
2pl,32,2,100,12938.893050988028,13456.18014740571,490.8880071730837
2pl,32,4,0,72947.63634129472,59795.94865921336,86799.10375606471
2pl,32,4,10,5577.562133919788,132766.4138098213,2752.301511537313
2pl,32,4,20,42448.085045301465,7105.3503297325515,951.8830092466724
2pl,32,4,30,1363.3399393975233,2036.9875590170564,45581.0514782417
2pl,32,4,40,12975.04734606431,971.1348391872716,11823.518910763705
2pl,32,4,50,6474.508624881423,6145.469354838266,13325.82953397446
2pl,32,4,60,292.04496299420794,7320.448900413886,1273.1749812148485
2pl,32,4,70,212.82152351571148,262.7085573646196,570730.8612418423
2pl,32,4,80,6094.63262919786,6486.376556466599,15579.433158500233
2pl,32,4,90,5032.263405016982,563.0221852162048,4828.47217738361
2pl,32,4,100,5975.8650775127035,813.7338101299953,1059.322842240821
2pl,32,8,0,93920.89030651862,69154.8422333574,93028.43151627832
2pl,32,8,10,355785.6216692174,4600.991895248148,921.0113761559627
2pl,32,8,20,726.0378944986307,563.130777091851,1087.839738110391
2pl,32,8,30,631.0560760142511,511339.65921425994,1493.8079513572852
2pl,32,8,40,3423.1006750881834,471848.11079137726,4844.81162757238
2pl,32,8,50,2140.43775228863,1365.5472753006325,500024.1067932818
2pl,32,8,60,9281.54639851322,3182.642949854142,1645.8167044491206
2pl,32,8,70,1148.494103077141,866.193007921308,2609.203813921104
2pl,32,8,80,2900.5920332705123,4293.51328431988,1983.106323023234
2pl,32,8,90,1006.0205775636792,643.3624811874597,571958.483268489
2pl,32,8,100,957.9525785306066,1209.3863489005266,1414.2088874897836
2pl,32,16,0,863274.6557033111,93456.7391998707,57734.9686682311
2pl,32,16,10,271055.9213798136,752092.363178183,808582.9743192653
2pl,32,16,20,77253.37414735166,439764.16530384065,720.6381797605027
2pl,32,16,30,92780.36890877454,2548.7327446116506,3428.3659761451927
2pl,32,16,40,1757.6194856254604,39561.78106812649,94935.64504847796
2pl,32,16,50,2754.9818234913982,2192.873611719917,50710.09836578113
2pl,32,16,60,6022.597062237284,2923.5230184311213,411225.1765957427
2pl,32,16,70,91059.13383842549,53975.50320098475,6076.861288747933
2pl,32,16,80,56372.39649222308,8165.702160715672,2076.2494695144887
2pl,32,16,90,2116.09163767417,4725.342179550297,2449.6489474187833
2pl,32,16,100,5380.699122133556,3081.7590993694166,1899.513708364629
2pl,32,32,0,73243.22815838919,68759.27711662638,68894.16544908423
2pl,32,32,10,33973.004661129686,326133.5227941431,70451.1154735517
2pl,32,32,20,460075.6015732301,836397.9328652292,536394.2809366186
2pl,32,32,30,1171640.2797440113,345451.0631616404,372569.27542921854
2pl,32,32,40,483399.07615247124,109141.34543791592,765016.8249030556
2pl,32,32,50,176285.02772873588,249516.324565169,372097.17781889427
2pl,32,32,60,291643.21258692996,1382609.1660643253,233035.70864897638
2pl,32,32,70,399881.8961657771,1089757.0123163476,222888.21193602483
2pl,32,32,80,4143.698179409183,53380.323042691234,96162.17363641656
2pl,32,32,90,757311.1344325551,182160.69263359974,250645.34476117845
2pl,32,32,100,164691.89346643726,1308964.919749554,628362.4792851197
2pl,32,64,0,53174.78407320721,57385.314553865035,4768.306772133904
2pl,32,64,10,81110.12984981242,12989.661159942509,25295.011510461063
2pl,32,64,20,30975.10070036858,1011414.7541542313,65003.47074663323
2pl,32,64,30,554169.7869699238,308286.8624083566,10535.979566227685
2pl,32,64,40,2026857.1498178972,769631.3375679742,558256.6586060593
2pl,32,64,50,663559.9935467414,685802.868858692,697291.045929548
2pl,32,64,60,770121.280126655,736805.0164061034,3571734.8687271103
2pl,32,64,70,3446627.199073377,12243.161426379225,12697.15548475972
2pl,32,64,80,849954.3600814682,655621.2569893012,455231.2342354828
2pl,32,64,90,389165.6421679679,0.21495327102803738,2117864.8934791847
2pl,32,64,100,1293939.6584222333,2453.4220062840354,1562532.5514952769
2pl,32,128,0,0.0,0.0,0.0
2pl,32,128,10,0.0,0.0,0.0
2pl,32,128,20,0.0,0.0,13.681818181818182
2pl,32,128,30,0.25,1.7857142857142858,5.111111111111111
2pl,32,128,40,8.833333333333334,1.0588235294117647,0.0
2pl,32,128,50,1.7969924812030076,0.0,0.42857142857142855
2pl,32,128,60,2.24937343358396,0.0,0.0
2pl,32,128,70,0.0,0.0,1.0526315789473684
2pl,32,128,80,3.357142857142857,5.5476190476190474,0.0
2pl,32,128,90,0.0,0.0,0.0
2pl,32,128,100,0.0,0.0,1.0526315789473684
