keys,ReadRatio,nShard,nrep,nclients,tput_1,tput_2,tput_3
32.768,0.2,1,3,10,9791.25053851878,14624.586855421334,14867.014554807249
32.768,0.2,1,3,15,11370.112224129893,24455.01455087917,17931.572435311205
32.768,0.2,1,3,20,12762.101662901847,24070.28523288001,18672.392867145925
32.768,0.2,1,3,25,11944.862514632456,23698.367182501126,17278.916266371773
32.768,0.2,1,3,5,6921.133681697062,13903.951503017157,11912.561796414318
32.768,0.2,1,5,10,10013.819070317037,14981.2734082397,13053.467000835422
32.768,0.2,1,5,15,10635.249824516623,21789.12276114525,24239.243728032965
32.768,0.2,1,5,20,12203.00926208403,23722.54115860891,25126.89079853259
32.768,0.2,1,5,25,11184.5563645718,23797.624997025297,24377.757733843642
32.768,0.2,1,5,5,7865.59275106972,10857.645411016167,10269.15454050668
32.768,0.2,1,7,10,8201.830648600768,13594.71437505098,14228.394183432458
32.768,0.2,1,7,15,11409.28953643593,20285.418695228822,19555.116647437277
32.768,0.2,1,7,20,9906.090264294487,24296.022741077286,23146.00499953708
32.768,0.2,1,7,25,9901.38223295972,19688.527495028648,24165.679901404026
32.768,0.2,1,7,5,6960.734496704093,10163.118044616089,9710.057677742605
32.768,0.2,2,3,10,16557.936218829684,19599.004370577975,18222.570475791315
32.768,0.2,2,3,15,16383.609672979881,21493.605588393337,24861.767192083935
32.768,0.2,2,3,20,19001.653143823514,29880.180476290076,29366.850698931048
32.768,0.2,2,3,25,19724.254916270536,31687.68616515622,33198.32680432906
32.768,0.2,2,3,5,9428.358617048358,9897.462290668673,10599.171144816475
32.768,0.2,2,5,10,13152.010942473104,18103.151758721193,16798.535167733375
32.768,0.2,2,5,15,19051.783264746227,25913.86146311125,27511.554968636512
32.768,0.2,2,5,20,16622.616732326,26249.47501049979,26999.298018251524
32.768,0.2,2,5,25,32905.56103981573,30378.51631326326,30683.31748028597
32.768,0.2,2,5,5,9568.187689569719,11690.710561387921,10024.761160065362
32.768,0.2,3,3,10,23569.341001225606,24297.203391889594,23827.67823103317
32.768,0.2,3,3,15,32783.33278693899,32929.07007376185,32616.523696141427
32.768,0.2,3,3,20,32306.002455256188,39723.52427107333,39611.80431768667
32.768,0.2,3,3,25,43348.21622090251,44470.13830213012,35846.148331361794
32.768,0.2,3,3,5,10160.639713876386,10584.250635055037,11278.91632171981
32.768,0.6,1,3,10,10631.624831222956,16396.130513198885,15522.647542764895
32.768,0.6,1,3,15,9852.700652255306,24673.443706975253,23153.812313320523
32.768,0.6,1,3,20,11969.597223053444,25136.364778925672,18283.206874485786
32.768,0.6,1,3,25,13313.629162173316,25313.251487153524,24318.47474526398
32.768,0.6,1,3,5,7689.705022915321,10833.884055772834,11750.605156165542
32.768,0.6,1,5,10,9421.518748822311,16207.1927521434,16884.761502743775
32.768,0.6,1,5,15,12561.268198319285,16472.942920681988,23377.907656341322
32.768,0.6,1,5,20,12265.122896531424,26424.966308167957,23377.907656341322
32.768,0.6,1,5,25,10958.063491019868,20028.03925495694,25079.627818323177
32.768,0.6,1,5,5,7281.305975039683,10314.80793827619,10816.657652785289
32.768,0.6,1,7,10,9701.297063417378,15330.839516771939,15252.505223983038
32.768,0.6,1,7,15,12453.020510329883,22148.172757475084,20824.44814660558
32.768,0.6,1,7,20,11389.78108840748,24452.86709866732,25033.795624092523
32.768,0.6,1,7,25,11371.260276776475,19589.40604920859,25451.768897938407
32.768,0.6,1,7,5,8260.093834665962,10830.715910321673,10150.635429777903
32.768,0.6,2,3,10,17623.94036058582,20584.179000020584,20618.981834677004
32.768,0.6,2,3,15,22541.589648798523,22376.64749714695,26009.57161807163
32.768,0.6,2,3,20,28802.67288804401,31487.137504329483,30391.441769997567
32.768,0.6,2,3,25,30910.94556582486,30636.31628932937,35630.30000712606
32.768,0.6,2,3,5,9902.068542118448,10713.520462824084,12358.037049395074
32.768,0.6,2,5,10,14395.531626982984,17894.209433827215,17432.83998396179
32.768,0.6,2,5,15,19405.600512312976,28274.66282127407,23667.842181250147
32.768,0.6,2,5,20,17392.211767570483,31538.7769262308,27781.63633838033
32.768,0.6,2,5,25,28169.014084507042,34719.81112422748,33645.11136531862
32.768,0.6,2,5,5,11234.061674998597,9963.434196498849,11647.409616101379
32.768,0.6,3,3,10,23547.141377036827,24865.10679563369,24598.430620126437
32.768,0.6,3,3,15,34527.65692977004,34252.097961979794,28871.405474073217
32.768,0.6,3,3,20,26891.117863769596,41793.78944288879,42247.57076468103
32.768,0.6,3,3,25,46572.28017883756,47176.4872387602,37764.35045317221
32.768,0.6,3,3,5,10421.986222134214,11254.924029262802,11755.57802177133
32.768,0.0,1,3,10,8637.219506296533,15244.599600591491,15336.71763569161
32.768,0.0,1,3,15,9306.734420370783,22198.814571447598,15339.857951494883
32.768,0.0,1,3,20,9717.889663080765,23516.132066597685,16739.203213927016
32.768,0.0,1,3,25,10059.147788999317,22986.92044226835,17787.897114803087
32.768,0.0,1,3,5,7116.728582205332,9942.334460131238,11871.127044801633
32.768,0.0,1,5,10,8515.276405872135,14182.988923085652,14716.486880251947
32.768,0.0,1,5,15,9479.656453814652,19863.53614206543,14716.486880251947
32.768,0.0,1,5,20,10102.132560183454,22616.75901843266,22881.72436674828
32.768,0.0,1,5,25,10331.966069823427,23298.618391929358,23225.027289407066
32.768,0.0,1,5,5,7221.520129987362,9589.65851226038,10935.05669826898
32.768,0.0,1,7,10,8872.169777840869,13480.722566729577,13629.54886193267
32.768,0.0,1,7,15,9145.106861642294,19805.311837753263,16935.492065642622
32.768,0.0,1,7,20,10489.437136803239,24094.063222821896,18876.47236484446
32.768,0.0,1,7,25,10547.076877643362,23381.421122775842,23556.571105509884
32.768,0.0,1,7,5,7470.100921063444,10478.994854813527,10487.566989334144
32.768,0.0,2,3,10,15591.624179490778,17567.89993324198,18252.17200846901
32.768,0.0,2,3,15,21364.568645045507,23317.39961759082,23694.76103594531
32.768,0.0,2,3,20,26431.252312734578,29504.61747263447,24845.95507851322
32.768,0.0,2,3,25,22273.203109339152,33218.17698644698,31589.588071771544
32.768,0.0,2,3,5,8168.199565451783,9018.515011318237,10436.234606553955
32.768,0.0,2,5,10,18673.78760433979,16472.564943087287,17752.214588769948
32.768,0.0,2,5,15,16366.716312869277,21649.95994717357,61769.72018036939
32.768,0.0,2,5,20,30157.72490123345,33179.6011811938,32452.78120334913
32.768,0.0,2,5,25,32418.063344895774,32112.00667929739,33274.548298006855
32.768,0.0,2,5,5,10069.580803351157,11477.366632999725,9975.559878298169
32.768,0.0,3,3,10,23964.723926380368,23811.791599199925,23567.11915535445
32.768,0.0,3,3,15,23964.723926380368,32743.61493123772,25349.574122895963
32.768,0.0,3,3,20,38069.13354652048,39285.01276762915,25349.574122895963
32.768,0.0,3,3,25,42416.01628775025,43325.67913002036,42524.238816125195
32.768,0.0,3,3,5,10837.17149823896,10389.394506088185,42524.238816125195
8.192,0.2,1,3,10,12012.589193474761,11809.721762955265,11532.296195495484
8.192,0.2,1,3,15,9835.838218515168,18547.18450923659,17972.501797268153
8.192,0.2,1,3,20,17641.351327511686,18527.78240972338,11221.32950311953
8.192,0.2,1,3,25,11563.367252543942,17085.547335508894,19020.446980504043
8.192,0.2,1,3,5,9392.669960362933,7932.101213611486,7734.909192166084
8.192,0.2,1,5,10,11341.726210729274,11709.876109510762,10047.625746036212
8.192,0.2,1,5,15,9596.740914194681,17631.221679566974,17614.1407736208
8.192,0.2,1,5,20,17494.445513549446,19824.356204032276,11181.179838096516
8.192,0.2,1,5,25,11245.684468585181,18363.78661279956,11125.698137558133
8.192,0.2,1,5,5,9790.004405501983,8400.39649871474,7410.316642830148
8.192,0.2,1,7,10,11288.720310665583,11084.139704496836,36848.699240916794
8.192,0.2,1,7,15,16248.639162861738,16472.128879225143,8748.971985511558
8.192,0.2,1,7,20,18929.713972021884,18201.01197626588,18724.487885256338
8.192,0.2,1,7,25,19332.63735838843,19035.291430311798,17969.77483872127
8.192,0.2,1,7,5,7988.049877383434,8553.222426549202,7439.535177842088
8.192,0.2,2,3,10,18917.896329928113,21069.0432547458,16958.062710915903
8.192,0.2,2,3,15,23782.671772064594,24269.245704300552,18578.19641065656
8.192,0.2,2,3,20,28018.26791067776,28278.143822639482,26705.122042407733
8.192,0.2,2,3,25,32775.06473075284,31784.374801347658,31639.562108460417
8.192,0.2,2,3,5,9713.830551939853,10383.02997580754,10029.587282483326
8.192,0.2,2,5,10,15014.338693452248,19282.684149633627,15711.906482732615
8.192,0.2,2,5,15,20141.191161956936,26165.419435867916,19125.753084058524
8.192,0.2,2,5,20,24173.858389537552,32396.008811714397,24469.022217872174
8.192,0.2,2,5,25,27754.64890369137,35682.42640499554,34137.84863277916
8.192,0.2,2,5,5,8907.654347380705,8996.203602079922,8383.424293486918
8.192,0.2,3,3,10,25892.64907692706,25101.661730006526,25549.96295255372
8.192,0.2,3,3,15,33633.45889950222,33182.572338731086,33185.875949955196
8.192,0.2,3,3,20,40241.44869215292,41077.88366743345,40868.0371081777
8.192,0.2,3,3,25,45298.0612429788,46851.57421289355,46238.49817357932
8.192,0.2,3,3,5,10180.500269783257,10259.672306066544,10601.418469791259
8.192,0.6,1,3,10,12365.21911168266,12267.981794315017,9396.90653836757
8.192,0.6,1,3,15,18766.819930562073,19526.4781691791,10209.918013538487
8.192,0.6,1,3,20,11575.413821044101,21069.487168682313,19504.964013341396
8.192,0.6,1,3,25,18559.762435040833,21595.939963286903,13004.408494479629
8.192,0.6,1,3,5,9313.154831199068,9228.242112160055,8785.030308354564
8.192,0.6,1,5,10,11694.675414283876,12190.513342516853,14217.672567000782
8.192,0.6,1,5,15,9464.851920910907,18547.872537745297,18969.02327522431
8.192,0.6,1,5,20,20749.470888492342,20238.408451559368,19969.646137870437
8.192,0.6,1,5,25,21070.375052675936,18269.845619804513,12352.38895202332
8.192,0.6,1,5,5,8763.013074415507,20217.94949556216,7565.612776806857
8.192,0.6,1,7,10,13067.454198573034,11822.566915728743,9732.928443510084
8.192,0.6,1,7,15,17169.863154822204,16149.709302325582,9784.733705809254
8.192,0.6,1,7,20,18206.313949677748,20439.448134900358,19816.106531388712
8.192,0.6,1,7,25,15324.261370601937,19844.419749166533,19713.756259117614
8.192,0.6,1,7,5,9049.691857992235,8331.944675887353,7619.395934290329
8.192,0.6,2,3,10,24621.44527883787,25101.031652400914,17700.36816765789
8.192,0.6,2,3,15,25104.56154444807,23183.335651690082,23053.461511861125
8.192,0.6,2,3,20,35664.610007489566,30621.30630492697,29676.232305546488
8.192,0.6,2,3,25,31002.94527980158,33707.48643273671,29878.39493262422
8.192,0.6,2,3,5,10501.113117990508,9753.623471119521,9643.387529171247
8.192,0.6,2,5,10,18851.56279455567,16821.9897049423,15950.235265970174
8.192,0.6,2,5,15,27705.15875214717,19531.81764912692,28638.2381579701
8.192,0.6,2,5,20,33752.99557835758,25068.31114787797,34384.34824467902
8.192,0.6,2,5,25,36196.47446338727,37917.56720888788,29817.81316158273
8.192,0.6,2,5,5,9525.17026241844,10982.61452121292,9776.22227218958
8.192,0.6,3,3,10,26076.299251610213,25022.520268241416,25468.622656886717
8.192,0.6,3,3,15,34771.37591710421,35761.18442227229,34936.58945603186
8.192,0.6,3,3,20,41526.51467962294,42602.13862735909,42766.11213274601
8.192,0.6,3,3,25,47929.447852760735,49217.4426616793,49321.82490752158
8.192,0.6,3,3,5,11514.502515918799,11358.473421172195,12272.197336933177
8.192,0.0,1,3,10,11529.636931733019,11948.145050480913,11689.070718877849
8.192,0.0,1,3,15,17709.59515460631,17426.2860727729,17518.482183525455
8.192,0.0,1,3,20,9832.64832549999,17619.282542814857,17853.954650955187
8.192,0.0,1,3,25,16546.155500769397,17912.800487228174,18383.02878782308
8.192,0.0,1,3,5,8941.744534358653,7399.678853937739,7574.5525333090945
8.192,0.0,1,5,10,11807.908937406275,12817.06207303162,7982.629797560508
8.192,0.0,1,5,15,9832.163294200933,16413.728579870003,17097.93796806073
8.192,0.0,1,5,20,18391.81931876701,17658.796729590846,18032.313906520485
8.192,0.0,1,5,25,18537.74284443126,17633.885273942407,11062.436390990752
8.192,0.0,1,5,5,7814.087236469908,7149.9560277704295,7185.663164853484
8.192,0.0,1,7,10,11108.642523883582,11069.048725952493,11151.877418563416
8.192,0.0,1,7,15,15992.163761394531,15844.93986785188,16873.196659073652
8.192,0.0,1,7,20,10617.627384984551,18363.78661279956,19226.33238483427
8.192,0.0,1,7,25,16180.9679455025,17637.617510626664,14901.575096487699
8.192,0.0,1,7,5,7865.345288658172,7994.88327470419,8047.44775194547
8.192,0.0,2,3,10,18427.405237068568,14819.864546438046,18270.513218716314
8.192,0.0,2,3,15,22839.686636365714,23655.524803065786,21819.074425607123
8.192,0.0,2,3,20,26359.490734639006,27249.441386451577,19066.503965832824
8.192,0.0,2,3,25,28480.291638186376,30734.241017918062,29487.21729130422
8.192,0.0,2,3,5,9937.196915494078,9442.424814692413,9248.725987995154
8.192,0.0,2,5,10,14757.098164216988,15115.101497906559,15118.986423150192
8.192,0.0,2,5,15,26625.2196602588,20021.423136987945,18052.96793760832
8.192,0.0,2,5,20,31264.65530717524,24613.56699812937,31499.039279301982
8.192,0.0,2,5,25,26516.055471588046,28179.333276974667,33202.73590543861
8.192,0.0,2,5,5,8968.127275662297,8862.3412533123,8856.376148007757
8.192,0.0,3,3,10,24583.312847239293,24757.37769855417,24799.74208268234
8.192,0.0,3,3,15,31302.510486445877,33326.33473305339,32525.288664823547
8.192,0.0,3,3,20,38690.70649230055,39701.44513260283,40320.95480020967
8.192,0.0,3,3,25,43777.087072626186,44828.977451024344,45483.48949331393
8.192,0.0,3,3,5,10537.518835814919,10272.108144754548,10316.936282601519
8.192,1.0,1,3,10,13261.720045089849,45535.26706434133,10585.25896836066
8.192,1.0,1,3,15,17160.43450654677,20152.55637734024,10670.999135640426
8.192,1.0,1,3,20,17718.558418087105,21666.594444685183,13415.975743915855
8.192,1.0,1,3,25,18333.822235259606,22601.93472561251,12177.153225119031
8.192,1.0,1,3,5,9381.567096967878,10922.038489263636,8253.344667926678
8.192,1.0,1,5,10,12700.347989534914,15399.303951461394,10326.2048099462
8.192,1.0,1,5,15,15669.649153046994,18485.47027506655,17877.395594965674
8.192,1.0,1,5,20,17640.728914918764,22658.78141073573,24345.70906877663
8.192,1.0,1,5,25,18774.054257016804,22102.37821589603,14170.929754701207
8.192,1.0,1,5,5,10008.907928055969,9004.304057339408,7955.639354956761
8.192,1.0,1,7,10,12615.749501677894,12387.275790308195,12571.500408573764
8.192,1.0,1,7,15,46573.98351264496,17375.718927559905,16717.208866896253
8.192,1.0,1,7,20,18341.220057958257,23720.290336353715,23626.13996125313
8.192,1.0,1,7,25,17606.56372695741,22823.754964166706,24648.147691700968
8.192,1.0,1,7,5,9590.394261108075,9326.618168252191,8205.128205128205
8.192,1.0,2,3,10,25548.65741805268,25192.089683839273,19378.342764126814
8.192,1.0,2,3,15,29555.772300053202,25582.388907365243,24758.35602871998
8.192,1.0,2,3,20,39643.211100099106,30571.69061449098,30988.534242330337
8.192,1.0,2,3,25,41181.07317876704,37227.309954582684,34827.43008393411
8.192,1.0,2,3,5,11474.864309729537,10478.555635891149,11581.178269077096
8.192,1.0,2,5,10,18580.10813622935,18176.530463865056,17663.475465432577
8.192,1.0,2,5,15,29348.45772312388,29845.993135352932,21571.499449921263
8.192,1.0,2,5,20,36411.30206816196,27736.173517501524,36953.54938841876
8.192,1.0,2,5,25,31410.98127905516,42625.745950554134,41464.52709706846
8.192,1.0,2,5,5,12711.810543175665,11705.215844180168,9518.189259675239
8.192,1.0,3,3,10,27658.691743880514,27485.364043646758,26656.004264960684
8.192,1.0,3,3,15,38055.71412261674,38034.00273847558,38196.715049656224
8.192,1.0,3,3,20,45487.627365356624,46427.41074330285,46375.73621481241
8.192,1.0,3,3,25,54507.79461462989,54475.13210219535,53561.86395286556
8.192,1.0,3,3,5,12150.963571411214,13382.223054893879,12901.893998038911
32.768,1.0,1,3,10,,19119.36217807774,16057.292419352249
32.768,1.0,1,3,15,,25893.73106501981,17990.2851488711
32.768,1.0,1,3,20,,24297.793760326564,26199.95808006707
32.768,1.0,1,3,25,,26746.549695089332,24495.394865765236
32.768,1.0,1,3,5,,13328.179770488745,9946.883641355163
32.768,1.0,1,5,10,,18011.851798483403,17336.73133267454
32.768,1.0,1,5,15,,24709.41438102298,24330.064961923068
32.768,1.0,1,5,20,,26510.431854934915,25255.076270330337
32.768,1.0,1,5,25,,25362.686415745156,25145.845906256287
32.768,1.0,1,5,5,,10887.434811484067,10762.177403732323
32.768,1.0,1,7,10,,16763.05422848043,15810.526648642666
32.768,1.0,1,7,15,,23486.624233741222,21467.765827268628
32.768,1.0,1,7,20,,27804.037146193627,26208.197924310723
32.768,1.0,1,7,25,,19218.572828781736,25431.7031611607
32.768,1.0,1,7,5,,11034.969819357544,12532.741787920944
32.768,1.0,2,3,10,,21790.290246666085,21672.698901194166
32.768,1.0,2,3,15,,26782.098666238147,26334.931001790792
32.768,1.0,2,3,20,,41435.319466313085,35463.508050216326
32.768,1.0,2,3,25,,38163.56905697821,38150.465435678314
32.768,1.0,2,3,5,,10884.116808341587,11961.007116799234
32.768,1.0,2,5,10,,18001.476121041924,17168.855695767877
32.768,1.0,2,5,15,,25168.378133494414,24000.72002880115
32.768,1.0,2,5,20,,31087.76074859328,37883.09277569421
32.768,1.0,2,5,25,,34000.884022984596,34628.43687235958
32.768,1.0,2,5,5,,10389.286567691397,10055.607509527688
32.768,1.0,3,3,10,,27282.152016151034,28322.19327064688
32.768,1.0,3,3,15,,31431.40028288543,34963.462815985455
32.768,1.0,3,3,20,,36262.1024767016,45452.479432753054
32.768,1.0,3,3,25,,52692.59142164612,45605.87403657591
32.768,1.0,3,3,5,,13172.627280511098,12786.415711947628
