partition_num,threads,zipf,rw,servers,cross,tput_1,tput_2,tput_3
32,2,0.4,20,2,40,81551.4,81896.5,82382.7
32,2,0.4,20,2,60,76703.9,71138.0,74741.9
32,2,0.4,20,2,80,70435.8,69900.1,71329.8
32,2,0.4,20,2,100,61487.3,61127.3,61865.6
32,2,0.4,20,4,0,128114.0,127320.0,130751.0
32,2,0.4,20,4,20,105119.0,106088.0,104938.0
32,2,0.4,20,4,40,91245.5,90791.2,90680.9
32,2,0.4,20,4,60,87384.5,89309.8,86718.9
32,2,0.4,20,4,80,75404.7,76145.3,74484.5
32,2,0.4,20,4,100,65614.0,67034.6,65214.2
32,2,0.4,20,8,0,129440.0,128106.0,128337.0
32,2,0.4,20,8,20,108082.0,108391.0,108135.0
32,2,0.4,20,8,40,95323.9,95670.2,96048.3
32,2,0.4,20,8,60,81474.0,81174.8,79649.0
32,2,0.4,20,8,80,66874.3,67676.1,68318.6
32,2,0.4,20,8,100,57025.4,59159.5,59252.8
32,2,0.4,60,2,0,173617.0,176936.0,179711.0
32,2,0.4,60,2,20,151338.0,150590.0,145222.0
32,2,0.4,60,2,40,128712.0,132044.0,128592.0
32,2,0.4,60,2,60,125462.0,127636.0,126674.0
32,2,0.4,60,2,80,115391.0,117334.0,118370.0
32,2,0.4,60,2,100,101830.0,101819.0,99480.4
32,2,0.4,60,4,0,234958.0,228486.0,230112.0
32,2,0.4,60,4,20,181116.0,173333.0,178370.0
32,2,0.4,60,4,40,159486.0,159760.0,159413.0
32,2,0.4,60,4,60,137849.0,140246.0,140423.0
32,2,0.4,60,4,80,119320.0,121432.0,119997.0
32,2,0.4,60,4,100,105378.0,106226.0,103525.0
32,2,0.4,60,8,0,240704.0,239809.0,239709.0
32,2,0.4,60,8,20,181664.0,189374.0,188638.0
32,2,0.4,60,8,40,156436.0,153262.0,157296.0
32,2,0.4,60,8,60,129052.0,125474.0,126857.0
32,2,0.4,60,8,80,107843.0,106203.0,106347.0
32,2,0.4,60,8,100,88879.5,92328.5,93239.1
32,2,0.4,100,2,0,748437.0,746238.0,734578.0
32,2,0.4,100,2,20,517053.0,525258.0,502897.0
32,2,0.4,100,2,40,410130.0,421085.0,407246.0
32,2,0.4,100,2,60,342199.0,343965.0,341586.0
32,2,0.4,100,2,80,300740.0,298774.0,301312.0
32,2,0.4,100,2,100,266562.0,267918.0,267933.0
32,2,0.4,100,4,0,1449630.0,1439210.0,1440840.0
32,2,0.4,100,4,20,722341.0,743230.0,724832.0
32,2,0.4,100,4,40,490736.0,500287.0,501801.0
32,2,0.4,100,4,60,372966.0,385489.0,395822.0
32,2,0.4,100,4,80,311700.0,320699.0,316327.0
32,2,0.4,100,4,100,262018.0,268455.0,262910.0
32,2,0.4,100,8,0,2618610.0,2668960.0,2643020.0
32,2,0.4,100,8,20,821905.0,852132.0,847061.0
32,2,0.4,100,8,40,515423.0,508713.0,519639.0
32,2,0.4,100,8,60,373436.0,362726.0,367058.0
32,2,0.4,100,8,80,290497.0,293147.0,284894.0
32,2,0.4,100,8,100,242140.0,236937.0,240188.0
32,2,0.8,0,2,0,89979.3,87047.3,91180.8
32,2,0.8,0,2,20,70021.9,68824.3,69395.9
32,2,0.8,0,2,40,72335.0,69455.4,72418.9
32,2,0.8,0,2,60,57686.3,54781.6,58652.0
32,2,0.8,0,2,80,47122.9,46778.7,49009.9
32,2,0.8,0,2,100,47317.9,47942.8,47861.6
32,2,0.8,0,4,0,108856.0,111571.0,111768.0
32,2,0.8,0,4,20,97798.5,98049.9,98977.6
32,2,0.8,0,4,40,82294.2,81529.6,79222.6
32,2,0.8,0,4,60,75321.0,74678.5,75697.4
32,2,0.8,0,4,80,65781.3,65732.8,65997.6
32,2,0.8,0,4,100,56787.0,56644.9,57537.7
32,2,0.8,0,8,0,110570.0,109392.0,111509.0
32,2,0.8,0,8,20,105664.0,107711.0,106868.0
32,2,0.8,0,8,40,83927.8,84777.0,83487.8
32,2,0.8,0,8,60,66440.1,69336.9,70643.5
32,2,0.8,0,8,80,58697.4,58849.6,59146.8
32,2,0.8,0,8,100,50704.7,50969.1,50521.9
32,2,0.8,20,2,0,105445.0,108454.0,111127.0
32,2,0.8,20,2,20,81120.2,83036.6,82088.0
32,2,0.8,20,2,40,79547.6,82929.5,85560.9
32,2,0.8,20,2,60,78941.2,82112.6,80263.7
32,2,0.8,20,2,80,71702.6,71101.8,73532.8
32,2,0.8,20,2,100,62897.3,63611.6,62927.4
32,2,0.8,20,4,0,137467.0,136956.0,132849.0
32,2,0.8,20,4,20,121448.0,117713.0,122589.0
32,2,0.8,20,4,40,102306.0,102540.0,102526.0
32,2,0.8,20,4,60,91645.4,91228.1,90505.2
32,2,0.8,20,4,80,77008.4,77011.9,76075.3
32,2,0.8,20,4,100,66903.0,66921.1,66875.4
32,2,0.8,20,8,0,133873.0,135034.0,132463.0
32,2,0.8,20,8,20,127577.0,130860.0,127773.0
32,2,0.8,20,8,40,101766.0,103764.0,97799.6
32,2,0.8,20,8,60,82389.0,84246.9,83323.5
32,2,0.8,20,8,80,69802.6,69406.7,69487.6
32,2,0.8,20,8,100,59988.6,60329.0,59665.7
32,2,0.8,60,2,0,187324.0,181286.0,184575.0
32,2,0.8,60,2,20,158224.0,153934.0,155057.0
32,2,0.8,60,2,40,135714.0,136333.0,132410.0
32,2,0.8,60,2,60,132357.0,125662.0,131105.0
32,2,0.8,60,2,80,119918.0,121879.0,120854.0
32,2,0.8,60,2,100,101073.0,103335.0,105907.0
32,2,0.8,60,4,0,246999.0,236981.0,244911.0
32,2,0.8,60,4,20,209671.0,210737.0,212161.0
32,2,0.8,60,4,40,171876.0,171519.0,169732.0
32,2,0.8,60,4,60,146914.0,147102.0,144969.0
32,2,0.8,60,4,80,122681.0,125489.0,123011.0
32,2,0.8,60,4,100,107267.0,109458.0,104913.0
32,2,0.8,60,8,0,253158.0,251329.0,250415.0
32,2,0.8,60,8,20,223268.0,220323.0,226631.0
32,2,0.8,60,8,40,167951.0,168965.0,166805.0
32,2,0.8,60,8,60,135083.0,130497.0,131485.0
32,2,0.8,60,8,80,109385.0,111451.0,110907.0
32,2,0.8,60,8,100,92673.6,94516.7,94543.9
32,2,0.8,100,2,0,835386.0,853627.0,846059.0
32,2,0.8,100,2,20,570276.0,576653.0,577494.0
32,2,0.8,100,2,40,451189.0,450801.0,448744.0
32,2,0.8,100,2,60,374736.0,372816.0,373522.0
32,2,0.8,100,2,80,327256.0,323116.0,322024.0
32,2,0.8,100,2,100,286891.0,288453.0,281636.0
32,2,0.8,100,4,0,1616050.0,1621540.0,1611760.0
32,2,0.8,100,4,20,802324.0,798987.0,799307.0
32,2,0.8,100,4,40,550529.0,554588.0,540771.0
32,2,0.8,100,4,60,418514.0,417338.0,417100.0
32,2,0.8,100,4,80,337411.0,336178.0,336540.0
32,2,0.8,100,4,100,275307.0,288121.0,284018.0
32,2,0.8,100,8,0,3026780.0,3026300.0,2974610.0
32,2,0.8,100,8,20,921832.0,906103.0,865120.0
32,2,0.8,100,8,40,553545.0,551901.0,556495.0
32,2,0.8,100,8,60,396578.0,404436.0,399043.0
32,2,0.8,100,8,80,308862.0,305598.0,314137.0
32,2,0.8,100,8,100,253434.0,252756.0,250217.0
32,2,0.99,0,2,0,91981.4,92943.1,93502.8
32,2,0.99,0,2,20,73298.8,72843.7,71970.8
32,2,0.99,0,2,40,75074.1,72258.2,73518.2
32,2,0.99,0,2,60,60145.2,59175.7,59917.5
32,2,0.99,0,2,80,55021.8,53182.4,55090.7
32,2,0.99,0,2,100,52255.6,50418.6,51329.6
32,2,0.99,0,4,0,111880.0,118198.0,121456.0
32,2,0.99,0,4,20,111840.0,110562.0,110849.0
32,2,0.99,0,4,40,87453.4,87205.0,87796.3
32,2,0.99,0,4,60,79018.3,80383.0,79676.9
32,2,0.99,0,4,80,67693.7,68431.3,67747.7
32,2,0.99,0,4,100,56876.0,57729.1,58636.5
32,2,0.99,0,8,0,119083.0,119792.0,119174.0
32,2,0.99,0,8,20,120719.0,122656.0,122632.0
32,2,0.99,0,8,40,91226.8,91499.1,91035.8
32,2,0.99,0,8,60,70651.3,73541.2,72240.5
32,2,0.99,0,8,80,59036.9,60769.8,60245.7
32,2,0.99,0,8,100,51497.5,51511.1,48593.7
32,2,0.99,20,2,0,112433.0,113561.0,113116.0
32,2,0.99,20,2,20,88556.8,88695.3,87672.0
32,2,0.99,20,2,40,86389.7,85199.4,88625.2
32,2,0.99,20,2,60,86145.7,80815.9,85855.5
32,2,0.99,20,2,80,76222.0,75037.3,74036.5
32,2,0.99,20,2,100,63783.9,64353.2,63964.0
32,2,0.99,20,4,0,146126.0,139286.0,141529.0
32,2,0.99,20,4,20,135202.0,134533.0,135372.0
32,2,0.99,20,4,40,114830.0,116272.0,114633.0
32,2,0.99,20,4,60,93512.7,92487.3,93970.2
32,2,0.99,20,4,80,79677.0,80032.8,79861.9
32,2,0.99,20,4,100,68539.0,69734.3,69840.7
32,2,0.99,20,8,0,145360.0,139791.0,144718.0
32,2,0.99,20,8,20,150497.0,148243.0,149559.0
32,2,0.99,20,8,40,112549.0,112182.0,112922.0
32,2,0.99,20,8,60,86121.5,88199.1,87702.6
32,2,0.99,20,8,80,72268.6,71159.0,72123.8
32,2,0.99,20,8,100,61539.8,59669.8,60727.4
32,2,0.99,60,2,0,196759.0,194884.0,195728.0
32,2,0.99,60,2,20,167557.0,155583.0,167024.0
32,2,0.99,60,2,40,147646.0,146263.0,145171.0
32,2,0.99,60,2,60,138840.0,140885.0,138614.0
32,2,0.99,60,2,80,126035.0,127947.0,127169.0
32,2,0.99,60,2,100,110256.0,109558.0,106225.0
32,2,0.99,60,4,0,261897.0,252299.0,257688.0
32,2,0.99,60,4,20,245328.0,240410.0,243592.0
32,2,0.99,60,4,40,186417.0,186766.0,188380.0
32,2,0.99,60,4,60,157341.0,158090.0,154474.0
32,2,0.99,60,4,80,131789.0,131848.0,131456.0
32,2,0.99,60,4,100,113093.0,115740.0,114657.0
32,2,0.99,60,8,0,261056.0,272072.0,268596.0
32,2,0.99,60,8,20,255279.0,254336.0,255834.0
32,2,0.99,60,8,40,185692.0,181819.0,184761.0
32,2,0.99,60,8,60,144287.0,142480.0,142082.0
32,2,0.99,60,8,80,116758.0,115265.0,117318.0
32,2,0.99,60,8,100,98112.5,94322.9,94466.6
32,2,0.99,100,2,0,983302.0,985825.0,988416.0
32,2,0.99,100,2,20,685795.0,684731.0,681642.0
32,2,0.99,100,2,40,532366.0,542505.0,536249.0
32,2,0.99,100,2,60,430538.0,427299.0,445990.0
32,2,0.99,100,2,80,384338.0,391937.0,383981.0
32,2,0.99,100,2,100,340703.0,343521.0,334074.0
32,2,0.99,100,4,0,1874700.0,1921810.0,1875220.0
32,2,0.99,100,4,20,962472.0,998579.0,940866.0
32,2,0.99,100,4,40,647489.0,683698.0,646432.0
32,2,0.99,100,4,60,482347.0,519894.0,495600.0
32,2,0.99,100,4,80,404556.0,422934.0,403355.0
32,2,0.99,100,4,100,340769.0,358004.0,340744.0
32,2,0.99,100,8,0,3483520.0,3471890.0,3460230.0
32,2,0.99,100,8,20,1088060.0,1083270.0,1085140.0
32,2,0.99,100,8,40,613933.0,634998.0,652146.0
32,2,0.99,100,8,60,475201.0,451776.0,476295.0
32,2,0.99,100,8,80,371739.0,372398.0,370388.0
32,2,0.99,100,8,100,305372.0,305423.0,302652.0
32,8,0.0,0,2,0,291203.0,328892.0,325312.0
32,8,0.0,0,2,20,254560.0,235777.0,254936.0
32,8,0.0,0,2,40,236921.0,238242.0,230689.0
32,8,0.0,0,2,60,206281.0,197242.0,198238.0
32,8,0.0,0,2,80,178387.0,162582.0,174902.0
32,8,0.0,0,2,100,153536.0,157229.0,149616.0
32,8,0.0,0,4,0,339414.0,347466.0,349452.0
32,8,0.0,0,4,20,292044.0,297438.0,306178.0
32,8,0.0,0,4,40,243321.0,248212.0,270766.0
32,8,0.0,0,4,60,204178.0,204848.0,231963.0
32,8,0.0,0,4,80,178826.0,182347.0,234143.0
32,8,0.0,0,4,100,181540.0,188606.0,222628.0
32,8,0.0,20,2,0,378782.0,375796.0,374597.0
32,8,0.0,20,2,20,296297.0,294927.0,296771.0
32,8,0.0,20,2,40,283028.0,299376.0,293415.0
32,8,0.0,20,2,60,247679.0,238531.0,206669.0
32,8,0.0,20,2,80,249052.0,231297.0,249146.0
32,8,0.0,20,2,100,224686.0,223472.0,235887.0
32,8,0.0,20,4,0,411741.0,412607.0,442641.0
32,8,0.0,20,4,20,344711.0,350724.0,375104.0
32,8,0.0,20,4,40,293252.0,294592.0,319379.0
32,8,0.0,20,4,60,258465.0,259104.0,319362.0
32,8,0.0,20,4,80,253403.0,253121.0,289130.0
32,8,0.0,20,4,100,228177.0,232420.0,257590.0
32,8,0.0,60,2,0,627945.0,626641.0,633182.0
32,8,0.0,60,2,20,519771.0,509087.0,497747.0
32,8,0.0,60,2,40,479234.0,491707.0,488819.0
32,8,0.0,60,2,60,465529.0,477488.0,469372.0
32,8,0.0,60,2,80,435549.0,452171.0,439514.0
32,8,0.0,60,2,100,404053.0,405563.0,397014.0
32,8,0.0,60,4,0,783988.0,767558.0,834983.0
32,8,0.0,60,4,20,602248.0,591042.0,659534.0
32,8,0.0,60,4,40,532122.0,529100.0,586767.0
32,8,0.0,60,4,60,452955.0,450764.0,509021.0
32,8,0.0,60,4,80,398139.0,402345.0,473960.0
32,8,0.0,60,4,100,366697.0,361931.0,420918.0
32,8,0.0,100,2,0,3064550.0,3078890.0,3068290.0
32,8,0.0,100,2,20,2114540.0,2152280.0,2134870.0
32,8,0.0,100,2,40,1673070.0,1696260.0,1663890.0
32,8,0.0,100,2,60,1416500.0,1435830.0,1411200.0
32,8,0.0,100,2,80,1197040.0,1172570.0,1201200.0
32,8,0.0,100,2,100,1083910.0,1049300.0,1020600.0
32,8,0.0,100,4,0,5490810.0,5365660.0,5811540.0
32,8,0.0,100,4,20,2645080.0,2728320.0,2939780.0
32,8,0.0,100,4,40,1750200.0,1830700.0,2008510.0
32,8,0.0,100,4,60,1399750.0,1352040.0,1516530.0
32,8,0.0,100,4,80,1050720.0,1108460.0,1207740.0
32,8,0.0,100,4,100,950590.0,947768.0,1043480.0
32,8,0.4,0,2,0,264134.0,296952.0,284063.0
32,8,0.4,0,2,20,238456.0,237972.0,247132.0
32,8,0.4,0,2,40,235423.0,207054.0,225441.0
32,8,0.4,0,2,60,198036.0,188349.0,194419.0
32,8,0.4,0,2,80,168783.0,163451.0,169324.0
32,8,0.4,0,2,100,145959.0,145307.0,142773.0
32,8,0.4,0,4,0,324023.0,322443.0,350799.0
32,8,0.4,0,4,20,291531.0,289927.0,301687.0
32,8,0.4,0,4,40,239416.0,234761.0,261470.0
32,8,0.4,0,4,60,200710.0,195649.0,225824.0
32,8,0.4,0,4,80,173104.0,171276.0,211075.0
32,8,0.4,0,4,100,173103.0,173882.0,212803.0
32,8,0.4,20,2,0,352579.0,364180.0,362476.0
32,8,0.4,20,2,20,283091.0,284838.0,290433.0
32,8,0.4,20,2,40,278635.0,269258.0,272999.0
32,8,0.4,20,2,60,237988.0,223964.0,238235.0
32,8,0.4,20,2,80,232397.0,215530.0,223423.0
32,8,0.4,20,2,100,203613.0,209378.0,208424.0
32,8,0.4,20,4,0,401430.0,405743.0,421841.0
32,8,0.4,20,4,20,341347.0,341914.0,364651.0
32,8,0.4,20,4,40,281905.0,283193.0,308026.0
32,8,0.4,20,4,60,239375.0,241637.0,286647.0
32,8,0.4,20,4,80,240674.0,243124.0,276238.0
32,8,0.4,20,4,100,218843.0,220736.0,245658.0
32,8,0.4,60,2,0,585317.0,575811.0,577328.0
32,8,0.4,60,2,20,489274.0,481701.0,492294.0
32,8,0.4,60,2,40,442640.0,432800.0,436815.0
32,8,0.4,60,2,60,430664.0,435169.0,422968.0
32,8,0.4,60,2,80,420543.0,407722.0,411568.0
32,8,0.4,60,2,100,375876.0,366519.0,367056.0
32,8,0.4,60,4,0,753913.0,739427.0,792646.0
32,8,0.4,60,4,20,562612.0,577886.0,620378.0
32,8,0.4,60,4,40,489231.0,503242.0,554440.0
32,8,0.4,60,4,60,426448.0,422537.0,465284.0
32,8,0.4,60,4,80,369768.0,359393.0,444739.0
32,8,0.4,60,4,100,334841.0,341686.0,383882.0
32,8,0.4,100,2,0,2390560.0,2407430.0,2398930.0
32,8,0.4,100,2,20,1732990.0,1753450.0,1742690.0
32,8,0.4,100,2,40,1401140.0,1389410.0,1376140.0
32,8,0.4,100,2,60,1178200.0,1187670.0,1175970.0
32,8,0.4,100,2,80,1025530.0,1026160.0,1014470.0
32,8,0.4,100,2,100,885582.0,895905.0,899701.0
32,8,0.4,100,4,0,4304490.0,4287000.0,4615100.0
32,8,0.4,100,4,20,2229120.0,2181330.0,2398650.0
32,8,0.4,100,4,40,1479180.0,1510570.0,1668650.0
32,8,0.4,100,4,60,1131290.0,1125850.0,1270240.0
32,8,0.4,100,4,80,912023.0,914188.0,1027430.0
32,8,0.4,100,4,100,794790.0,786446.0,870923.0
32,8,0.8,0,2,0,277884.0,318530.0,323027.0
32,8,0.8,0,2,20,243805.0,247441.0,254578.0
32,8,0.8,0,2,40,251676.0,245691.0,245027.0
32,8,0.8,0,2,60,207358.0,204166.0,198728.0
32,8,0.8,0,2,80,176562.0,171603.0,173172.0
32,8,0.8,0,2,100,148474.0,145209.0,148528.0
32,8,0.8,0,4,0,343391.0,342186.0,359007.0
32,8,0.8,0,4,20,301636.0,298946.0,326431.0
32,8,0.8,0,4,40,243445.0,243170.0,262599.0
32,8,0.8,0,4,60,202804.0,206838.0,226312.0
32,8,0.8,0,4,80,176865.0,174758.0,213710.0
32,8,0.8,0,4,100,158006.0,171051.0,215971.0
32,8,0.8,20,2,0,377390.0,375042.0,379783.0
32,8,0.8,20,2,20,297360.0,287716.0,302189.0
32,8,0.8,20,2,40,290226.0,287004.0,291561.0
32,8,0.8,20,2,60,244048.0,243008.0,242470.0
32,8,0.8,20,2,80,249546.0,240500.0,247314.0
32,8,0.8,20,2,100,227797.0,231877.0,236851.0
32,8,0.8,20,4,0,409818.0,421047.0,444091.0
32,8,0.8,20,4,20,357743.0,356213.0,382099.0
32,8,0.8,20,4,40,287061.0,284047.0,317056.0
32,8,0.8,20,4,60,245502.0,246884.0,298599.0
32,8,0.8,20,4,80,244176.0,243294.0,283823.0
32,8,0.8,20,4,100,220607.0,223012.0,250608.0
32,8,0.8,60,2,0,598944.0,599072.0,605243.0
32,8,0.8,60,2,20,507988.0,495309.0,509703.0
32,8,0.8,60,2,40,459416.0,459712.0,462397.0
32,8,0.8,60,2,60,438454.0,450097.0,443456.0
32,8,0.8,60,2,80,413701.0,440112.0,409815.0
32,8,0.8,60,2,100,389326.0,387620.0,396722.0
32,8,0.8,60,4,0,790100.0,771359.0,818291.0
32,8,0.8,60,4,20,598990.0,593809.0,650300.0
32,8,0.8,60,4,40,516282.0,516902.0,572599.0
32,8,0.8,60,4,60,436389.0,430577.0,489554.0
32,8,0.8,60,4,80,375584.0,370713.0,440452.0
32,8,0.8,60,4,100,339672.0,346058.0,393720.0
32,8,0.8,100,2,0,2682240.0,2722250.0,2711020.0
32,8,0.8,100,2,20,1969820.0,1914410.0,1952600.0
32,8,0.8,100,2,40,1553770.0,1540610.0,1543180.0
32,8,0.8,100,2,60,1308430.0,1307860.0,1268930.0
32,8,0.8,100,2,80,1116230.0,1115470.0,1114000.0
32,8,0.8,100,2,100,971302.0,969281.0,964079.0
32,8,0.8,100,4,0,4748110.0,4834420.0,5006190.0
32,8,0.8,100,4,20,2364020.0,2425270.0,2705950.0
32,8,0.8,100,4,40,1620660.0,1633000.0,1801870.0
32,8,0.8,100,4,60,1230320.0,1235190.0,1374450.0
32,8,0.8,100,4,80,980686.0,1003330.0,1116600.0
32,8,0.8,100,4,100,792362.0,837800.0,964303.0
32,8,0.99,0,2,0,294944.0,330625.0,333325.0
32,8,0.99,0,2,20,258270.0,266984.0,267916.0
32,8,0.99,0,2,40,247379.0,232791.0,240910.0
32,8,0.99,0,2,60,212381.0,212705.0,219065.0
32,8,0.99,0,2,80,178761.0,178655.0,172080.0
32,8,0.99,0,2,100,150554.0,151166.0,149962.0
32,8,0.99,0,4,0,365291.0,350218.0,377223.0
32,8,0.99,0,4,20,299958.0,305290.0,331591.0
32,8,0.99,0,4,40,245760.0,245459.0,270800.0
32,8,0.99,0,4,60,202554.0,204027.0,230383.0
32,8,0.99,0,4,80,170526.0,173553.0,213144.0
32,8,0.99,0,4,100,150362.0,155832.0,202803.0
32,8,0.99,20,2,0,396082.0,395578.0,398885.0
32,8,0.99,20,2,20,323662.0,311171.0,321404.0
32,8,0.99,20,2,40,302176.0,291778.0,289568.0
32,8,0.99,20,2,60,278882.0,291091.0,286762.0
32,8,0.99,20,2,80,248488.0,258752.0,267674.0
32,8,0.99,20,2,100,235639.0,234427.0,229308.0
32,8,0.99,20,4,0,445578.0,445487.0,467368.0
32,8,0.99,20,4,20,365640.0,369337.0,394952.0
32,8,0.99,20,4,40,294296.0,295885.0,328904.0
32,8,0.99,20,4,60,250323.0,254621.0,307713.0
32,8,0.99,20,4,80,237937.0,238558.0,279544.0
32,8,0.99,20,4,100,211909.0,216681.0,242536.0
32,8,0.99,60,2,0,662563.0,623409.0,664717.0
32,8,0.99,60,2,20,548786.0,546871.0,547500.0
32,8,0.99,60,2,40,521087.0,503618.0,495489.0
32,8,0.99,60,2,60,467360.0,472371.0,464651.0
32,8,0.99,60,2,80,427855.0,438156.0,425371.0
32,8,0.99,60,2,100,399593.0,395996.0,400268.0
32,8,0.99,60,4,0,847891.0,843319.0,869377.0
32,8,0.99,60,4,20,635476.0,637116.0,683460.0
32,8,0.99,60,4,40,541028.0,534874.0,608591.0
32,8,0.99,60,4,60,444587.0,442603.0,515165.0
32,8,0.99,60,4,80,384396.0,391432.0,463122.0
32,8,0.99,60,4,100,350626.0,340736.0,410554.0
32,8,0.99,100,2,0,3231720.0,3242670.0,3235320.0
32,8,0.99,100,2,20,2368200.0,2389730.0,2356400.0
32,8,0.99,100,2,40,1898240.0,1869090.0,1913230.0
32,8,0.99,100,2,60,1552060.0,1570180.0,1522320.0
32,8,0.99,100,2,80,1353590.0,1335090.0,1310730.0
32,8,0.99,100,2,100,1198260.0,1194260.0,1170360.0
32,8,0.99,100,4,0,5657580.0,5710020.0,5933030.0
32,8,0.99,100,4,20,2931530.0,2893950.0,3250050.0
32,8,0.99,100,4,40,1951810.0,1924060.0,2203190.0
32,8,0.99,100,4,60,1482470.0,1453450.0,1632670.0
32,8,0.99,100,4,80,1171820.0,1190490.0,1317190.0
32,8,0.99,100,4,100,1020040.0,1022200.0,1142730.0
32,16,0.0,0,2,0,277929.0,328914.0,279608.0
32,16,0.0,0,2,20,257872.0,250407.0,248171.0
32,16,0.0,0,2,40,234376.0,251358.0,258200.0
32,16,0.0,0,2,60,239614.0,225307.0,227067.0
32,16,0.0,0,2,80,201906.0,200885.0,204944.0
32,16,0.0,0,2,100,177441.0,180777.0,179243.0
32,16,0.0,20,2,0,336716.0,377132.0,331573.0
32,16,0.0,20,2,20,311951.0,314144.0,309668.0
32,16,0.0,20,2,40,306134.0,319165.0,309011.0
32,16,0.0,20,2,60,269259.0,282052.0,283321.0
32,16,0.0,20,2,80,243067.0,245591.0,243981.0
32,16,0.0,20,2,100,214284.0,219023.0,214464.0
32,16,0.0,60,2,0,589832.0,654049.0,590363.0
32,16,0.0,60,2,20,544486.0,555799.0,550481.0
32,16,0.0,60,2,40,490464.0,524281.0,513330.0
32,16,0.0,60,2,60,524629.0,526134.0,525093.0
32,16,0.0,60,2,80,461409.0,498434.0,443329.0
32,16,0.0,60,2,100,442618.0,439892.0,439574.0
32,16,0.0,100,2,0,3740920.0,3738310.0,3739340.0
32,16,0.0,100,2,20,2778910.0,2747330.0,2769640.0
32,16,0.0,100,2,40,2236980.0,2257920.0,2187610.0
32,16,0.0,100,2,60,1886410.0,1891910.0,1824520.0
32,16,0.0,100,2,80,1586460.0,1587480.0,1611910.0
32,16,0.0,100,2,100,1423980.0,1428000.0,1447400.0
32,16,0.4,0,2,0,268529.0,310124.0,268097.0
32,16,0.4,0,2,20,251599.0,265456.0,250983.0
32,16,0.4,0,2,40,237944.0,246782.0,243193.0
32,16,0.4,0,2,60,225120.0,230164.0,226014.0
32,16,0.4,0,2,80,196404.0,198668.0,188025.0
32,16,0.4,0,2,100,176640.0,175327.0,174922.0
32,16,0.4,20,2,0,325587.0,367978.0,327322.0
32,16,0.4,20,2,20,294666.0,310858.0,298364.0
32,16,0.4,20,2,40,290350.0,288089.0,282281.0
32,16,0.4,20,2,60,297120.0,275433.0,271480.0
32,16,0.4,20,2,80,237472.0,238062.0,236127.0
32,16,0.4,20,2,100,206470.0,210094.0,204719.0
32,16,0.4,60,2,0,557224.0,595696.0,560815.0
32,16,0.4,60,2,20,512137.0,531032.0,518334.0
32,16,0.4,60,2,40,471923.0,510787.0,458805.0
32,16,0.4,60,2,60,433343.0,486216.0,465326.0
32,16,0.4,60,2,80,412555.0,443347.0,429782.0
32,16,0.4,60,2,100,408974.0,410781.0,414218.0
32,16,0.4,100,2,0,2950670.0,2941360.0,2965210.0
32,16,0.4,100,2,20,2170340.0,2180930.0,2205570.0
32,16,0.4,100,2,40,1809160.0,1824440.0,1836960.0
32,16,0.4,100,2,60,1528480.0,1509840.0,1503310.0
32,16,0.4,100,2,80,1317680.0,1289040.0,1303860.0
32,16,0.4,100,2,100,1166450.0,1170500.0,1178850.0
32,16,0.8,0,2,0,278356.0,323714.0,272735.0
32,16,0.8,0,2,20,253534.0,271930.0,252770.0
32,16,0.8,0,2,40,228726.0,239300.0,239238.0
32,16,0.8,0,2,60,229709.0,231305.0,233533.0
32,16,0.8,0,2,80,198316.0,200286.0,193646.0
32,16,0.8,0,2,100,179325.0,177811.0,177858.0
32,16,0.8,20,2,0,328898.0,362811.0,326212.0
32,16,0.8,20,2,20,308368.0,328602.0,304568.0
32,16,0.8,20,2,40,293391.0,323477.0,277364.0
32,16,0.8,20,2,60,288231.0,282204.0,277298.0
32,16,0.8,20,2,80,239428.0,245206.0,241748.0
32,16,0.8,20,2,100,212077.0,206464.0,213519.0
32,16,0.8,60,2,0,576205.0,610539.0,571427.0
32,16,0.8,60,2,20,528071.0,548262.0,521283.0
32,16,0.8,60,2,40,478027.0,531165.0,484279.0
32,16,0.8,60,2,60,476838.0,505321.0,487444.0
32,16,0.8,60,2,80,409514.0,457662.0,417043.0
32,16,0.8,60,2,100,422664.0,418047.0,417328.0
32,16,0.8,100,2,0,3200630.0,3254910.0,3249900.0
32,16,0.8,100,2,20,2416250.0,2390060.0,2393230.0
32,16,0.8,100,2,40,1976070.0,1937410.0,1951300.0
32,16,0.8,100,2,60,1630790.0,1621400.0,1617390.0
32,16,0.8,100,2,80,1419330.0,1420960.0,1385160.0
32,16,0.8,100,2,100,1241730.0,1250900.0,1236720.0
32,16,0.99,0,2,0,283844.0,323871.0,285165.0
32,16,0.99,0,2,20,257604.0,265847.0,253335.0
32,16,0.99,0,2,40,223556.0,227410.0,221099.0
32,16,0.99,0,2,60,211516.0,210957.0,201380.0
32,16,0.99,0,2,80,181588.0,177128.0,178063.0
32,16,0.99,0,2,100,155605.0,155352.0,154672.0
32,16,0.99,20,2,0,339702.0,376442.0,344469.0
32,16,0.99,20,2,20,309600.0,327191.0,311237.0
32,16,0.99,20,2,40,270987.0,309776.0,273866.0
32,16,0.99,20,2,60,258924.0,272652.0,258683.0
32,16,0.99,20,2,80,226442.0,226993.0,219624.0
32,16,0.99,20,2,100,193804.0,192690.0,196509.0
32,16,0.99,60,2,0,593931.0,656706.0,604291.0
32,16,0.99,60,2,20,552875.0,564153.0,545555.0
