WH,terminal,num_chunk,chunk_size,tput_1,tput_2,tput_3
16,512,4,1024,4583.214354316348,4658.394900177888,4352.147939156477
16,512,4,2048,4620.320792242596,4638.720024922894,4316.642249010287
16,512,4,4096,4739.803933954757,4716.38014081901,4284.056407486243
16,512,4,8192,4580.19220503941,4581.489723536468,4168.798261759229
16,512,8,1024,4567.15325037364,4504.9951682637675,4394.0180135162955
16,512,8,2048,4588.450510425804,4585.2715812058495,4352.10899317316
16,512,8,4096,4611.45193876518,4540.204920135188,4297.795953109771
16,512,8,8192,4564.216851434685,4618.020992670805,4332.9049984486865
16,64,1,1024,3922.249348971979,3898.830766742925,4034.1755926487294
16,64,1,2048,3959.404378605053,3960.11254518454,3825.003120997317
16,64,1,4096,3928.4615456370275,3874.6250257486295,3686.955766980782
16,64,1,8192,3971.185384448038,3916.2449532842716,3843.5132150636823
16,64,2,1024,4203.1832592815035,4191.866203465452,3992.0408662687337
16,64,2,2048,4235.327786884757,4147.446116380056,4141.028998624586
16,64,2,4096,4227.905171820705,4178.630803718307,3976.9239163502634
16,64,2,8192,4170.714420688472,4209.494447246922,4066.1928723423075
16,64,4,1024,4303.03059122709,4314.658437115064,4094.1623362994756
16,64,4,2048,4289.142398984916,4309.248316017579,4164.398828006015
16,64,4,4096,4337.440595705882,4296.734302574453,3895.571736310932
16,64,4,8192,4263.477011547417,4308.707972842966,4112.741258642637
16,64,8,1024,4376.325440280446,4250.06847750087,4239.777686968652
16,64,8,2048,4278.019111995625,4345.333108742085,4157.9032693137615
16,64,8,4096,4259.406406750494,4264.2106323099515,4235.264277365196
16,64,8,8192,4299.594792056311,4180.476260176525,4135.24877684016
16,8,1,1024,701.7394893225377,753.0883030450285,777.5077976481773
16,8,1,2048,749.6913656421088,725.9245863776223,758.1716441967366
16,8,1,4096,718.6316663114799,717.5302998065671,736.0862361810998
16,8,1,8192,743.6902341945051,731.9608073570018,769.9282426191216
16,8,2,1024,711.5560214683853,717.3282173843534,771.4885209065742
