WH,terminal,num_chunk,chunk_size,tput_1,tput_2,tput_3
1,32,8,1024,383.51120426544946,381.1271441207103,381.37870415226604
1,32,8,2048,382.67886451160126,364.27851401966245,387.2795350182924
1,32,8,4096,376.8971072644488,367.7320981212157,362.9103182643723
1,32,8,8192,367.5108782110801,367.1269403438825,373.8766537838937
1,4,1,1024,334.9329019955777,340.1636063791125,338.01506751738225
1,4,1,2048,342.0465412709809,336.61463440069343,338.72801646079563
1,4,1,4096,331.0143103743997,335.764636941456,345.2938443718227
1,4,1,8192,329.7773350353715,342.0296993817873,330.22835131579217
1,4,2,1024,331.54737833331217,327.32967215640576,334.44936294085346
1,4,2,2048,330.14610396783684,337.29919039761825,343.81439369824943
1,4,2,4096,334.4140276550881,339.28326207819356,335.7982587852887
1,4,2,8192,332.09405178041504,342.3638061371815,332.1493212362546
1,4,4,1024,337.16567085347725,341.04454211640655,333.42792093682107
1,4,4,2048,324.2122388136646,335.5607631237903,339.3992743926346
1,4,4,4096,323.0146533863186,326.2971217711568,344.17792010874217
1,4,4,8192,327.5453985821907,341.2475170205041,346.8130087894014
1,4,8,1024,328.97733120772097,337.97746227050663,340.62935852367156
1,4,8,2048,326.7145195750774,344.63260818037475,335.8327951668763
1,4,8,4096,321.28221560321464,335.2115234324598,331.11605720893317
1,4,8,8192,333.929229732684,334.1951196261299,329.565526715988
1,512,1,1024,302.48051077677775,319.6157336390901,293.48068009189694
1,512,1,2048,323.0994627663683,301.6490560496089,254.9646850216429
1,512,1,4096,319.5646493029703,317.14852413877134,276.96537994552057
1,512,1,8192,325.43058321167996,314.14819739146435,293.9614818720366
1,512,2,1024,319.2811126533745,310.8799933941243,268.2119489570607
1,512,2,2048,315.59893249713076,313.094947623358,323.7787285738408
1,512,2,4096,317.0811761825296,311.8816330898184,262.1973162531498
1,512,2,8192,324.79853035702314,323.59952126686824,296.09524315096
1,512,4,1024,310.2665075981993,313.9137490005585,289.4115544479101
1,512,4,2048,312.6812595061478,322.228912723214,277.4804241175747
1,512,4,4096,317.96524018450907,311.99723782085414,267.9311920004538
1,512,4,8192,298.964572913125,311.9784693758105,266.9823326212548
1,512,8,1024,306.1955360059001,301.08026219422686,293.44770293050783
1,512,8,2048,311.03233471736786,320.8456476485782,306.31303133850554
1,512,8,4096,295.7498823506968,312.4142575778436,284.62989080121775
1,512,8,8192,305.61484209512355,308.6954359842833,273.6644966029912
1,64,1,1024,350.1664795318639,341.94872629798596,350.32707172738407
1,64,1,2048,346.88256185495305,346.18037482392305,344.0804222581249
1,64,1,4096,351.6784757099132,350.89914764257713,348.51529532287407
1,64,1,8192,345.46369936379824,353.7136178792992,342.8288835915526
1,64,2,1024,348.7472731625085,358.21124410664464,354.41289283683557
1,64,2,2048,344.5109164005099,349.1818723331007,347.5105742850336
1,64,2,4096,353.628259251105,342.73219571378047,347.3295709783769
1,64,2,8192,337.8273683549035,351.0465642195143,348.4938175105811
1,64,4,1024,347.76423467022863,347.4664479249555,345.2490544779228
1,64,4,2048,347.0818243256857,356.03245871586296,343.56218839080134
1,64,4,4096,348.11095041217396,348.9313379636617,343.7300092407195
1,64,4,8192,342.5459154425406,343.12778129136143,341.9637647393615
1,64,8,1024,343.2996368576441,338.963445293668,345.34616251919783
1,64,8,2048,339.46454695385387,348.31404954519786,343.6466607567602
1,64,8,4096,336.01242506422074,351.6270713533309,343.67799574484496
1,64,8,8192,346.78098552202704,349.38009837641846,347.045667956177
1,8,1,1024,524.278837327736,521.6461354454642,545.0243496424757
1,8,1,2048,528.9956198545515,535.8607594001721,538.5421020467053
1,8,1,4096,535.1910874717403,528.2665437830641,523.1816869154435
1,8,1,8192,516.1796451265329,530.0961834665079,534.5306033964533
1,8,2,1024,498.04886478892166,529.3103268610486,523.3138628469304
1,8,2,2048,532.4112103479861,526.0736770405618,536.5100420195045
1,8,2,4096,544.7900618579731,520.5943578157031,520.5410378796536
1,8,2,8192,512.1614605881,528.9584028641464,533.0097942871171
1,8,4,1024,550.8133448674475,514.6751255431908,539.8422240226315
1,8,4,2048,534.1927360738845,544.0826481972585,545.6735421674533
1,8,4,4096,536.530238099332,544.0468832007433,534.3982341344752
1,8,4,8192,517.7645311382286,560.2467411194065,537.1404035211694
1,8,8,1024,517.0784043610056,526.7134121220503,523.8615120090849
1,8,8,2048,551.9824006026724,526.9415694706123,509.19453145440997
1,8,8,4096,506.4461309625787,536.8613349535863,515.0778087461108
1,8,8,8192,525.1482027415434,525.3828245876315,512.3297534547976
2,128,1,1024,763.2998806326203,756.0458210449295,747.8665895740857
2,128,1,2048,745.8829498251833,759.7368145270005,765.1624154625445
2,128,1,4096,759.5113907714248,768.3870908151324,757.248521169363
2,128,1,8192,758.0705453528623,768.8929231351652,753.6264030477331
2,128,2,1024,757.863137891693,766.7759503799766,768.9027218853478
2,128,2,2048,770.2599632482585,770.8498538468676,751.2615765815017
2,128,2,4096,744.7162621988527,769.8614924275761,748.1315410844758
2,128,2,8192,767.8251076741432,780.299504925974,754.6274509746216
2,128,4,1024,761.7939035538384,768.4494016981033,751.6988414441606
2,128,4,2048,753.5783796230567,765.3208575574166,770.8290007090748
2,128,4,4096,758.987188195065,765.5891283409018,757.2458059183793
2,128,4,8192,756.1235155357604,757.2927734453585,752.7442226880909
2,128,8,1024,756.1095062718368,764.1739896505995,782.7551383924936
2,128,8,2048,756.2408867301343,775.1806337796959,750.3981411887645
2,128,8,4096,740.0296658573137,771.8620773419916,772.563718924045
2,128,8,8192,772.232510802745,764.4715219043077,733.7224844637632
2,16,1,1024,1273.0977978590843,1223.5081773959614,1276.2955051979438
2,16,1,2048,1217.332451483179,1281.632742046149,1281.6366337474649
2,16,1,4096,1171.3880925081464,1273.3989333131215,1236.013996917634
2,16,1,8192,1250.9937637126884,1219.2292730560082,1261.235121881926
2,16,2,1024,1193.875784974091,1209.5179653593345,1231.7810082567069
2,16,2,2048,1251.7228377833728,1216.118015313499,1212.425621922443
2,16,2,4096,1228.1555521250202,1216.5073218223724,1259.2388185889104
2,16,2,8192,1196.4628382838523,1282.0413612206958,1236.511383947772
2,16,4,1024,1249.6590267928957,1217.7676563202253,1231.165561592978
2,16,4,2048,1258.3986971737104,1278.1195397394486,1254.4765258746497
2,16,4,4096,1247.249697689017,1215.7565401644035,1265.7457406830172
2,16,4,8192,1183.563904500607,1214.6329787205088,1182.9735158558415
2,16,8,1024,1204.2605037832545,1279.2623052137264,1210.1291768219744
2,16,8,2048,1180.8284727678129,1217.6492593963842,1206.8584861574468
2,16,8,4096,1248.3034615717186,1258.2961690220734,1268.8737666807174
2,16,8,8192,1165.4262845632315,1205.3608436487884,1181.253420228625
2,1,1,1024,91.79908118299645,84.48180832123465,83.46582955586682
2,1,1,2048,83.8663845960598,85.71573135803501,82.48249940639546
2,1,1,4096,82.84865063436143,85.73281628586271,83.26560330662653
2,1,1,8192,82.38240180530924,84.36556700930785,82.5991520660146
2,1,2,1024,86.16534553219803,81.59965381890865,84.23308495804348
2,1,2,2048,90.79928684272797,85.983221186851,82.34989299866653
2,1,2,4096,88.43236955020605,82.6326429224524,82.73231744666094
2,1,2,8192,84.21618225658993,83.93271233338021,85.6163589215184
2,1,4,1024,88.39997916265158,85.16571198742386,84.98270664252699
2,1,4,2048,83.18237874760493,83.49941163252919,80.01557076140719
2,1,4,4096,86.36522464810203,82.41539943512264,86.09955993797419
2,1,4,8192,79.33236090105312,84.29999173438581,80.6497796271655
2,1,8,1024,82.2831618003687,82.39905768025642,80.21636930057485
2,1,8,2048,82.51598850626459,84.3990145810188,84.99904226337475
2,1,8,4096,81.08269033949067,83.14872165630932,78.64897591168464
2,1,8,8192,79.96567848679648,82.18305560665465,81.11612280063845
2,256,1,1024,743.5884718504856,740.9055563062612,742.4782157403582
2,256,1,2048,748.1888483325043,751.331593687639,740.4999771555757
2,256,1,4096,733.7578245302315,747.6252677401178,738.4997448237215
2,256,1,8192,748.9618487948165,729.80550324544,755.4128724796125
2,256,2,1024,754.7658692439463,739.7976259400986,754.9704348396139
2,256,2,2048,740.4552051482052,743.5536070893927,733.7736228055708
2,256,2,4096,744.5617221563634,738.1614205534509,747.8246311099847
2,256,2,8192,752.4652484577897,740.9471217909054,745.6598334523806
2,256,4,1024,744.3230923531756,746.0322523077319,758.6751380865579
2,256,4,2048,755.9374514635035,760.0154696043013,726.2584804747436
2,256,4,4096,737.8702334188681,738.7431081670449,750.423369086768
2,256,4,8192,752.9804985876503,751.7245121218159,723.7976638585968
2,256,8,1024,732.4400031827505,754.1560022849003,733.7774641409087
2,256,8,2048,735.340650744154,749.8328437424752,750.4807537683785
2,256,8,4096,736.2779572157592,767.761056099197,721.3225601043912
2,256,8,8192,734.1378377586832,723.5644814657545,720.5498127411129
2,2,1,1024,168.64995210622445,176.56571535707718,174.36587170940876
2,2,1,2048,168.59967986573787,169.7486368194263,171.73258726686785
2,2,1,4096,171.83142581549222,169.21610977926966,171.33052579711728
2,2,1,8192,169.14787251444213,173.74814451750248,173.21524764116725
2,2,2,1024,174.6811699478025,171.96573139950942,174.43178896951054
2,2,2,2048,176.2148197708883,174.03292153373386,169.84761907324506
2,2,2,4096,172.53251387578095,171.01442483572126,168.5310088160261
2,2,2,8192,172.5328663587528,169.91447637844507,177.7996176063624
2,2,4,1024,177.36533440173775,171.9485606902437,173.8159385980508
2,2,4,2048,177.5664642527352,171.54909422364165,176.63104083022284
2,2,4,4096,168.19779571182127,175.89880089201102,175.14895733825696
2,2,4,8192,170.19849484393757,175.89740434649977,167.03069085491097
2,2,8,1024,175.74729089651854,174.09738280855237,171.0806682358322
2,2,8,2048,171.497563694177,174.36379914065333,176.09922237224887
2,2,8,4096,174.66440858481496,178.18072417062606,162.49764885672653
2,2,8,8192,167.06535911571143,174.89750631135502,170.0976000079127
2,32,1,1024,884.8436272972067,879.2359527549154,924.8386462183597
2,32,1,2048,932.6022529258067,870.4794871487354,879.1057019182372
2,32,1,4096,951.1356910671068,950.4089962641411,933.9685813618553
2,32,1,8192,875.1157784095664,893.1098528636662,890.4430621574035
2,32,2,1024,875.2659113413607,893.4959618450005,888.0602921994913
2,32,2,2048,895.6131197551016,885.0291758645283,887.5708844712076
2,32,2,4096,886.0516354947443,948.1869774104149,922.9307079492594
2,32,2,8192,896.0386612131675,949.8588007751206,934.3027268388388
2,32,4,1024,950.8963016314692,935.0666588276912,934.8493968040076
2,32,4,2048,889.4974425317781,896.326898796731,880.970695808702
2,32,4,4096,884.5306025220042,902.8655165965715,885.6621430882267
2,32,4,8192,936.2836546564469,951.7586585693135,915.3108646331372
2,32,8,1024,924.1324362317708,928.2896696367119,912.4376715831932
2,32,8,2048,880.1717733626353,896.1670713661673,926.8533662899653
2,32,8,4096,873.8259260565958,933.1160940134964,919.338360701362
2,32,8,8192,947.0669072944021,919.152514077108,895.0049758431708
2,4,1,1024,354.94725448890233,360.12723615714674,345.762911727547
2,4,1,2048,359.39837385413773,354.4288758585761,358.01643100235094
2,4,1,4096,358.0156221381883,357.09911482271417,349.01162060430426
2,4,1,8192,352.29418879579595,352.4969123209214,351.9492560144677
2,4,2,1024,352.89957890845915,349.8284900278546,347.6617652789505
2,4,2,2048,361.27826522548787,356.2294909054898,349.5957713128566
2,4,2,4096,348.42815835637555,343.44600613508385,350.73206414505836
2,4,2,8192,344.79554630466134,356.9608544396555,344.13113652633916
2,4,4,1024,346.69760275942576,360.16050498072076,350.9787202094264
2,4,4,2048,350.37914441051026,353.5444037397408,361.4453309636723
2,4,4,4096,357.08033032941466,354.32717273536275,346.5634730207262
2,4,4,8192,347.9979706730339,344.1788978080962,343.98068977293633
2,4,8,1024,357.6777349375809,352.8962882250772,349.9986605959591
2,4,8,2048,350.6785296570091,349.53031899551337,348.3295133022543
2,4,8,4096,348.9942254368476,347.7952932283309,347.76157696153484
2,4,8,8192,356.9447915627359,346.3452402004536,338.9786410158454
2,512,1,1024,729.5558932661537,690.5546323595793,707.5106032064624
2,512,1,2048,718.3549173494191,718.5724897990095,655.2433916956631
2,512,1,4096,695.2575367532713,700.6443337374668,698.3560053194649
2,512,1,8192,699.8881239250396,713.7889987865386,698.7796302904385
2,512,2,1024,717.872232181064,705.3933078866619,693.7642374049384
2,512,2,2048,693.3653683400145,707.3326014916572,708.0492853894579
2,512,2,4096,724.6137406763819,721.444977167804,707.4747555792418
2,512,2,8192,714.5961853188237,726.4123426971968,678.2381906296645
2,512,4,1024,706.9262036997985,707.8919628542142,709.1098068920353
2,512,4,2048,721.187331671411,723.7622803898054,699.5756412543062
2,512,4,4096,726.4206723416158,712.1758350832273,713.3407154901396
2,512,4,8192,695.7136380976525,708.0652621956169,672.8980699601108
2,512,8,1024,705.3745341857316,693.3709842689855,652.5396750713589
2,512,8,2048,706.9107276857883,723.3540797993303,661.8567955579225
2,512,8,4096,697.3946083144274,691.1055009243067,708.7823038979151
2,512,8,8192,690.3230241183235,716.4399472370584,677.0478628645684
2,64,1,1024,814.3861681802845,819.5888757475092,800.6380144088924
2,64,1,2048,804.3661359727023,812.1278566408483,817.9553659725541
2,64,1,4096,808.8408919797325,808.920834454844,807.1611599307272
2,64,1,8192,807.1806297221731,822.1493703843096,813.044000101149
2,64,2,1024,809.3660191603619,816.1980458042256,810.2099248018544
2,64,2,2048,807.0537706737597,819.6103061355266,821.0085459206208
2,64,2,4096,794.9315650345646,814.8914656688431,817.5445556982887
2,64,2,8192,819.7068192417497,812.8541006467442,796.9960302026234
2,64,4,1024,806.964535634721,812.2543807370424,816.0597190334407
2,64,4,2048,823.44682666924,816.5852417052193,803.478730203688
2,64,4,4096,812.8814202575547,801.8389724823433,802.8135624809855
2,64,4,8192,795.8075669387252,796.6300632067554,803.4298424172775
2,64,8,1024,811.3733884108489,826.8326280588822,797.5695113739442
2,64,8,2048,808.8499386891747,812.1268512616573,817.2943777093816
2,64,8,4096,805.952345833759,813.411604562228,797.0144792072942
2,64,8,8192,796.425393728762,809.2299241555602,799.4741997536629
2,8,1,1024,695.6498016006766,749.4252523557797,709.228406453619
2,8,1,2048,714.7082917744626,740.8821119768237,740.1921217898248
2,8,1,4096,698.6139308246522,700.0454051586439,706.0784265589878
2,8,1,8192,694.6462267627383,738.0262699176122,701.0748205206405
2,8,2,1024,695.6313423552746,719.5047395565165,693.6100543432966
2,8,2,2048,676.9589054794898,709.0386323617613,742.4759486427989
2,8,2,4096,717.1084716108121,750.3054513883964,727.7612490057301
2,8,2,8192,683.874020667459,699.944547746948,705.3907019512448
2,8,4,1024,702.4553106921609,730.4278561957061,738.6038088546011
2,8,4,2048,684.9103553204789,710.1102157532578,750.3698541394955
2,8,4,4096,689.622560716325,732.0884741820846,701.4728709356106
2,8,4,8192,713.4262754071907,747.6458049718491,720.8331948012071
2,8,8,1024,720.3491062988812,710.4451428049662,711.3068845017234
2,8,8,2048,701.3946364936643,687.3484912929732,740.498217472691
2,8,8,4096,669.7113268126972,731.5772442330352,712.0149443499839
2,8,8,8192,720.3824123604383,700.5826635879832,675.3061312719882
32,128,1,1024,4870.69195063567,4733.6350121616,4759.868400319252
32,128,1,2048,4605.8695372955435,4599.673061422024,4186.601114524096
32,128,1,4096,5628.792926763432,5533.304804487104,4555.591261077509
32,128,1,8192,5474.657274208517,5060.659564790067,4492.89136423489
32,128,2,1024,5127.333306625906,5246.16425355115,4435.96324703628
32,128,2,2048,5550.4514354048215,5634.549572234635,4959.422960369584
32,128,2,4096,5770.526335800748,5646.416048663452,5067.185987558011
32,128,2,8192,5763.160236499632,5589.616886097641,5109.930938649364
32,128,4,1024,5864.577274638551,5856.967101773185,4551.942414372677
32,128,4,2048,5800.393141162867,5888.0177911688115,5357.762694542524
32,128,4,4096,5769.898595710994,5878.466788780454,5068.508448376649
32,128,4,8192,5892.3243521177965,5868.136073530457,4947.38715713394
32,128,8,1024,5881.128106109759,5902.761659966588,5160.437761251929
32,128,8,2048,5965.914240499254,5937.610527474261,4993.825073755763
32,128,8,4096,5939.062508477221,5939.8655277924145,5179.2987133180095
32,128,8,8192,5877.399887453232,5839.312611854565,4978.494850793275
32,16,1,1024,1587.2601567572228,1571.7956769069735,1594.1415231226313
32,16,1,2048,1627.761947513487,1699.3094806359466,1656.039689993702
32,16,1,4096,1644.5912380016218,1634.8778293945077,1662.157313984487
32,16,1,8192,1646.9754056888173,1617.5150942331306,1631.8773587855412
32,16,2,1024,1682.2678986375145,1655.217759499782,1704.9543774679908
32,16,2,2048,1723.1105506815359,1731.265474810581,1661.1070383134531
32,16,2,4096,1638.1118501536955,1663.3478094034413,1672.7387523369155
32,16,2,8192,1676.0635602528253,1640.3463935162326,1676.3454623842852
32,16,4,1024,1655.4724976353968,1663.2830871674364,1734.9599417648344
32,16,4,2048,1667.1226385193243,1733.4915850947286,1678.7945609294618
32,16,4,4096,1660.7498841073373,1658.7697372271823,1676.6418846141867
32,16,4,8192,1663.0196309385183,1718.5683031073108,1769.1405421156906
32,16,8,1024,1666.7016162399584,1719.4251231853752,1697.849478770443
32,16,8,2048,1679.9412554017833,1649.0471782820819,1659.544111605583
32,16,8,4096,1728.2606321690603,1732.6307125561175,1674.6370868455126
32,16,8,8192,1666.3268951556256,1657.6529159936879,1689.5767261369167
32,1,1,1024,78.69996737099353,87.08231408419361,81.21589687261694
32,1,1,2048,84.34852186666215,78.58213854692423,78.61640344191439
32,1,1,4096,77.94976006674104,78.38277885747483,80.21563029008182
32,1,1,8192,79.84999814215672,80.4496526854411,78.63322369371897
32,1,2,1024,78.71568534970369,79.38251718050553,83.08286186994066
32,1,2,2048,84.54849815516329,79.6325011896224,79.7665785658101
32,1,2,4096,80.49951095071273,83.03189328768235,77.83204076625474
32,1,2,8192,77.21651533645297,80.81639565157774,80.28283129267614
32,1,4,1024,80.68225110599224,79.11525245515728,81.43234780241568
32,1,4,2048,84.33316107722962,81.9658882721443,80.16633753174298
32,1,4,4096,83.71534031848657,82.36624212909041,82.48306818326235
32,1,4,8192,80.4331537515715,77.91537288839281,80.14948407777099
32,1,8,1024,81.09986673669897,78.11569492564878,82.7161516607418
32,1,8,2048,83.4165290127105,83.28232571990699,81.73325276205499
32,1,8,4096,81.48189675996235,80.31534837589278,78.56541910018831
32,1,8,8192,80.73233122847104,83.94960065035055,78.74965280590573
32,256,1,1024,4310.496675242073,4587.215865062412,4670.113008157896
32,256,1,2048,5185.386326394298,5208.562293790407,4518.022421330281
32,256,1,4096,5474.417209855143,5734.012742672899,4505.454441145055
32,256,1,8192,5629.98930320799,5658.709862316292,4713.273570692663
32,256,2,1024,5915.429990466514,5943.023717124758,5187.026712757123
32,256,2,2048,6027.47014517075,6315.493553144181,5028.109870460157
32,256,2,4096,6399.8089716779905,6243.613811181868,5314.091320652251
32,256,2,8192,6257.0991270238255,6209.920185931568,5209.7485243850715
32,256,4,1024,6585.960176174711,6455.9603497916905,5494.172957410287
32,256,4,2048,6581.682184211583,6614.422550048202,5564.4929465947625
32,256,4,4096,6715.181816796057,6369.840809147214,5559.237191904425
32,256,4,8192,6511.704013289992,6588.182013933692,5559.830560070304
32,256,8,1024,6640.032282737436,6569.13186242069,5661.7618915805115
32,256,8,2048,6327.645311531206,6430.916093801267,5790.0303478971155
32,256,8,4096,6557.817084104663,6556.897182514942,5473.287178441739
32,256,8,8192,6221.581193475834,6546.48688709995,5556.469839993667
32,2,1,1024,164.36557910072116,163.44854520170614,167.2136987099083
32,2,1,2048,166.48235849865785,160.89937828212067,165.83028939952638
32,2,1,4096,174.181860297662,169.78127345637375,175.48103058643414
32,2,1,8192,170.96629437331347,166.48151362102217,170.31664265202005
32,2,2,1024,165.3992486132668,166.73105631230692,168.79945821563226
32,2,2,2048,165.0992495688776,176.7656149878559,174.41521803781788
32,2,2,4096,163.53160531121318,168.0153734579377,165.93203812868543
32,2,2,8192,165.43207221983198,160.2308764598943,172.113498355492
32,2,4,1024,174.18016720237404,166.96489511903997,175.2997902012111
32,2,4,2048,165.81438875557467,162.19966165691244,166.83049793223964
32,2,4,4096,164.66635425891494,171.51631854285353,168.33219110122292
32,2,4,8192,165.66366731216468,165.83170174009467,173.66482998453031
32,2,8,1024,171.6301787334617,176.94972824650566,169.48156465197155
32,2,8,2048,172.0308972926794,162.73329490115353,164.29878087566277
32,2,8,4096,165.23245370459665,171.01527926245984,166.4473954699934
32,2,8,8192,171.51491692008014,173.41617939610526,172.09902471195863
32,32,1,1024,2843.622392970113,2846.0695557477866,2574.8915049985394
32,32,1,2048,2597.189099177331,2623.5176455998117,2599.914091495091
32,32,1,4096,2694.2437948269558,2700.510099468187,2719.0900914130675
32,32,1,8192,2714.239023454095,2720.6418834473584,2766.6936528477468
32,32,2,1024,2761.2105078326904,2755.8921212632367,2759.263750884481
32,32,2,2048,2843.6778253320804,2925.3062073372394,2938.0527031055854
32,32,2,4096,2908.704632999284,2958.4303399484047,2881.306252406843
32,32,2,8192,2904.9796184938136,2937.9388804573773,2812.896300172295
32,32,4,1024,2999.516327533859,3023.939462299284,2974.39852600835
32,32,4,2048,3019.34848345959,2993.2512618932506,2923.620005461643
32,32,4,4096,3012.434711642802,3030.3803800625215,2941.1890834601445
32,32,4,8192,3004.2704708998103,2983.3888025959764,2959.0518277212304
32,32,8,1024,3084.4857538990327,3018.8771936909816,2958.399979466436
32,32,8,2048,2998.603143646767,3043.0460654572753,2940.0022914764627
32,32,8,4096,3045.342344548047,3023.761992111038,2914.6916475850803
32,32,8,8192,3007.004540018758,3107.971410481609,2966.8614450915966
32,4,1,1024,322.33289359605544,327.71455491777004,339.2147735090157
32,4,1,2048,341.2489252763222,331.5824733741886,338.4645073928542
32,4,1,4096,331.1809251346772,324.13271705439615,343.36153537459626
32,4,1,8192,319.99628329116905,329.5650953277559,328.19908330167044
32,4,2,1024,326.87917584426356,328.7305318369526,342.0774252571088
32,4,2,2048,344.13279660088153,328.39856112170446,345.4310415135166
32,4,2,4096,325.7495948815163,344.44775872436037,326.7831708131697
32,4,2,8192,336.9983659567065,330.49551661900324,336.4785723858531
32,4,4,1024,341.52731436978735,353.3615994848875,341.51518143991024
32,4,4,2048,339.79818493401535,327.27853056453444,347.9954551851552
32,4,4,4096,325.6664073602176,331.58232162040633,336.44612698358696
32,4,4,8192,342.1811648058255,333.8963914592688,338.77812752182194
32,4,8,1024,340.5945117622158,331.5651947216673,342.1310330837586
32,4,8,2048,326.54402041297664,327.91525535219915,332.92842471432266
32,4,8,4096,329.96302848881516,342.5460445637324,329.88022739003634
32,4,8,8192,344.9650961843192,334.09852217643856,336.2614168805697
32,512,1,1024,4550.750069094396,4857.822787173782,4583.792381424179
32,512,1,2048,5088.219020208889,5185.112586747269,4432.514094419578
32,512,1,4096,5292.682258596692,5256.774426994726,4322.3032885709445
32,512,1,8192,5074.130892536034,5287.238007046247,4260.538500972972
32,512,2,1024,5399.815911772402,5484.4432355791205,4513.22158641174
32,512,2,2048,5657.9157228492695,5541.115977178492,4994.24069425427
32,512,2,4096,5589.716340587213,5725.023749357326,4938.406873798145
32,512,2,8192,5502.6933108298645,5718.846903189597,4495.293917247679
32,512,4,1024,5873.475484020697,5859.771415582175,5177.9424413714
32,512,4,2048,5972.589328233991,5852.185749145269,4870.577133409719
32,512,4,4096,5962.130624566003,5823.99789531163,4980.287079279157
32,512,4,8192,5849.584855776279,5793.466564671257,5002.3286053572265
32,512,8,1024,5929.821815510004,5830.288169762275,4970.459175933449
32,512,8,2048,5826.138969374473,5769.42885280899,4768.282232388508
32,512,8,4096,5877.373419183938,5603.545679922677,5076.292292510804
32,512,8,8192,5951.200117106976,5926.045051872437,5064.564840805831
32,64,1,1024,3859.392734901721,3760.50657563682,3412.26406384851
32,64,1,2048,3421.7591957877316,3374.313649162184,3250.3027379437767
32,64,1,4096,3710.4600663369183,3825.8220637664817,3532.0551862845455
32,64,1,8192,3639.7131354732305,3593.953933781458,3440.328761818455
32,64,2,1024,3789.5215096899333,3823.8619647185324,3529.6049775838837
32,64,2,2048,3945.305344864189,4030.4914766591855,3755.6848319171627
32,64,2,4096,4060.5313094291773,3992.5175293248344,3989.1155469308737
32,64,2,8192,4050.512445629459,4012.7936671986613,3828.606824403293
32,64,4,1024,4097.160249487832,4168.015876288784,3822.9488364970093
32,64,4,2048,4172.794017952042,4177.829654697906,3975.3086974563926
32,64,4,4096,4155.176324290074,4208.5936266599465,4006.275151946396
32,64,4,8192,4281.808386758624,4172.32004705346,4030.0543121321675
32,64,8,1024,4163.186534996731,4243.982082988861,3968.254209785573
32,64,8,2048,4111.981577020408,4152.95065048742,3867.8924173192404
32,64,8,4096,4119.644404162873,4136.535164346536,3800.1155613757237
32,64,8,8192,4208.4455169133,4119.847984900295,3973.8800185668397
32,8,1,1024,733.5147706410119,687.2904330546301,754.4074968058226
32,8,1,2048,729.9983000529587,720.5425779791212,717.4964222997564
32,8,1,4096,705.4920827679578,721.5428738501664,729.14372253434
32,8,1,8192,743.3543348518748,708.5316617300105,737.6563308966322
32,8,2,1024,725.060857938278,708.8144303925794,744.2452009953072
32,8,2,2048,720.1281184655527,697.7777765800095,747.9831029545376
32,8,2,4096,737.6871276792864,751.0067211973088,736.1053737919536
32,8,2,8192,711.7771693667726,707.9933679547249,736.0288309345702
32,8,4,1024,731.5322516165928,740.5911852491926,730.0206166905328
32,8,4,2048,707.5738243194658,726.1652673098883,760.6866166825159
32,8,4,4096,749.7716983761179,717.8039296905436,747.9107868912245
32,8,4,8192,712.6603104731129,720.2578085519996,770.2465039923302
32,8,8,1024,741.8061787265527,744.9499636091942,773.8831070112187
32,8,8,2048,753.1763605772225,711.5480414284385,777.7715513128397
32,8,8,4096,716.0826724845043,710.1991809036114,738.7308310180772
32,8,8,8192,724.3742712059612,702.1332392825859,740.1609439026166
4,128,1,1024,1940.4278127926434,1942.138032318862,1927.6465226319954
4,128,1,2048,1909.2978483486115,1966.5589438726554,1916.2877955553577
4,128,1,4096,1936.3431077609775,1942.0499702219006,1902.7952310758367
4,128,1,8192,1913.3491851286126,1924.257126488472,1924.3215968638422
4,128,2,1024,1925.2012188271951,1911.6598216182047,1899.8143220108211
4,128,2,2048,1918.6174755122208,1901.9015339517643,1910.916470928665
4,128,2,4096,1900.5276755150103,1937.021808875147,1909.2751725821058
4,128,2,8192,1904.1372342514185,1929.9715217583855,1892.2379523972613
4,128,4,1024,1908.4194681569854,1898.35049325833,1900.2532855782551
4,128,4,2048,1917.123676326273,1917.6025912873909,1893.0309010534866
4,128,4,4096,1931.5051685112671,1924.0254777180787,1917.088586654769
4,128,4,8192,1893.289957674516,1916.2160854404112,1844.6805490647464
4,128,8,1024,1907.4283499860264,1920.843399682651,1894.3568827553838
4,128,8,2048,1937.178793897461,1895.0838610868223,1848.7708626008844
4,128,8,4096,1885.0108511568562,1899.0263363594245,1866.67134311043
4,128,8,8192,1868.997297647957,1918.202527576201,1846.8443604144995
4,16,1,1024,1636.930921624673,1638.8908880329066,1742.840017451859
4,16,1,2048,1619.3933246233262,1654.256365722561,1729.191341103204
4,16,1,4096,1642.4693292839636,1658.3497524636603,1650.9665232472257
4,16,1,8192,1720.6593825132697,1646.1299642388822,1741.1067598562583
4,16,2,1024,1719.1654928366952,1717.1780165495193,1668.8151573067978
4,16,2,2048,1707.7509243624834,1726.0392184973928,1657.5185202284447
4,16,2,4096,1644.9666597045257,1658.4164223819278,1662.2731625210565
4,16,2,8192,1716.357686826279,1653.3601340177208,1650.5866679638948
4,16,4,1024,1731.1347600416968,1658.6628979081188,1674.3724624980268
4,16,4,2048,1630.7718702301645,1639.8646736571357,1745.4854655612328
4,16,4,4096,1720.5946843661054,1655.758912416528,1648.358296138403
4,16,4,8192,1637.1661318044914,1628.648998815172,1652.7902602570505
4,16,8,1024,1633.8569823245366,1657.1413460764625,1678.182747777898
4,16,8,2048,1643.188571294849,1643.6744460403927,1730.9884326697986
