num_keys,value_size,put_percent,zipf,tput_1,tput_2,tput_3
512,8,20,0.4,21279382.650753,21232865.006561,21245783.901329
512,8,20,0.8,21133933.752673,21246570.189816,21154271.29154
512,8,20,0.99,21276366.155715,21184113.968469,21259277.952039
512,8,40,0.0,20851724.210667,20906080.755629003,20877055.228376
512,8,40,0.4,20735435.904009003,20849010.15798,20864661.247150004
512,8,40,0.8,20823727.612815,20868100.976783,20881557.793594003
512,8,40,0.99,20825333.554757,20890738.492036,20902797.647085004
512,8,60,0.0,21004066.481184,20998873.269469,21039892.607058
512,8,60,0.4,20981942.449872,21056978.114142,21059022.545299
512,8,60,0.8,20984278.780156,21034932.233220004,21067661.446873
512,8,60,0.99,21008454.388606,21077847.244345,21083639.299388
512,8,80,0.0,21542236.745414,21561955.466348,21547677.911948
512,8,80,0.4,21503368.528522,21573228.136779,21573680.057935003
512,8,80,0.8,21510941.964508995,21542547.61814,21570402.239163
512,8,80,0.99,21604729.571889,21514587.356273003,18378266.177261
512,8,100,0.0,22479922.790006,22789948.221011,22397219.9574
512,8,100,0.4,22753133.747237,22668443.771418,22702385.785212003
512,8,100,0.8,22657988.733395,22795948.326545,22763296.940698
512,8,100,0.99,22790895.786729,22618977.403868,21063559.275838
512,32,0,0.0,20688203.321951,20647422.189818,20695701.392445
512,32,0,0.4,20658323.573228,20728863.609921,20609449.790876
512,32,0,0.8,20666948.952564,20611730.341632,20670127.767688
512,32,0,0.99,20620810.165551,20640547.118424,20670243.081105
512,32,20,0.0,20457619.782307,20389785.337973,20450570.910867
512,32,20,0.4,20444794.060133,20449955.464359,20472021.752083004
512,32,20,0.8,20460136.497886,20472789.747232,20438828.257724
512,32,20,0.99,20403420.896735,20410483.848823,20470261.419276
512,32,40,0.0,20072786.048641,20093474.742463,20161823.057099
512,32,40,0.4,20136757.31914,20117156.090432003,20166984.892857
512,32,40,0.8,20147407.044907,20103571.538153,20051633.829664
512,32,40,0.99,20175180.174697995,20125726.273093,20145826.936353
512,32,60,0.0,20214778.275826,20208713.477375,20200042.465022
512,32,60,0.4,20035200.46981,20134462.440244,20089230.289596003
512,32,60,0.8,18917477.695834,20166546.428307,20208604.155607
512,32,60,0.99,20143844.783621,20223295.247458,20093930.031018
512,32,80,0.0,20563266.854014,20644046.284023,20668070.482996
512,32,80,0.4,19173485.846857,20618078.117445003,20328462.354454
512,32,80,0.8,20655794.588262,20642150.783858,20641866.486896
512,32,80,0.99,20637458.280698,20571129.310415,20595923.697622
512,32,100,0.0,21748135.76767,21793937.904957,21767508.995228
512,32,100,0.4,21793323.065866,21712202.788161,21773975.887681
512,32,100,0.8,21670086.801286,21799128.838338,21790817.263811
512,32,100,0.99,21811803.389667,21810898.782628,21730033.398412
512,128,0,0.0,13139989.841069002,13131087.397663,13134174.193764
512,128,0,0.4,13136823.496493,13130455.968496,13134861.433338
512,128,0,0.8,13133351.840898998,13130505.913062004,13133119.266215002
512,128,0,0.99,13135259.698828,13133358.781698002,13130568.924397
512,128,20,0.0,14450608.040489,14452286.158923998,14456728.726459
512,128,20,0.4,14456290.906021,14451985.137060998,14447327.142721
512,128,20,0.8,14451555.187336002,14454179.384946,14459093.518049
512,128,20,0.99,14454696.359321,14460636.277728,14445508.87479
512,128,40,0.0,16039381.605989998,16046715.377758,16044479.696506
512,128,40,0.4,16033650.051936,16038141.471115995,16046822.184448
512,128,40,0.8,16041743.746976,16040059.725389,16026133.712765
512,128,40,0.99,16041697.665301,16028653.139181,16033524.004995998
512,128,60,0.0,17071582.269594,17088555.311939,17111729.397727
512,128,60,0.4,17134436.972032,17014889.975649,17132021.601328
512,128,60,0.8,17094558.546194002,16366629.673446,17117221.179321002
512,128,60,0.99,17082076.179917,17122603.667036,17116352.556933
512,128,80,0.0,17300465.252357,17370699.822934,17407836.297002
512,128,80,0.4,17412087.799496002,17341470.927563,17391579.206582
512,128,80,0.8,17354802.002266,17411826.073553,17385120.610625
512,128,80,0.99,17323167.741187,17373427.782197,17306727.613378003
512,128,100,0.0,18405126.874378,18416792.336854,18401028.808315
512,128,100,0.4,18365574.13022,18380768.784466,18397468.48138
512,128,100,0.8,18429979.891238,18405459.423958,17135567.863445
512,128,100,0.99,18394638.307566,18329691.457521,18411811.040819
512,512,0,0.0,7128184.0396610005,6211351.096253,6216077.706257001
512,512,0,0.4,6221502.872272999,6218164.288861001,6215753.228693
512,512,0,0.8,6221546.429339,6223489.294749001,6213497.927306
512,512,0,0.99,6211728.705794999,6217697.547249,6222894.808374001
512,512,20,0.0,8189191.340713,6987146.25543,6991823.856448
512,512,20,0.4,6994738.531429,6988838.671943,6996166.966655
512,512,20,0.8,7000162.886618999,6985029.23728,6994255.65292
512,512,20,0.99,6985133.841581,6981178.894198,7004241.406408
512,512,40,0.0,10277292.9754,8011309.494081999,7991129.770205
512,512,40,0.4,8022937.746725,7985726.439927001,7990459.485705
512,512,40,0.8,7992965.614875,7985801.931288999,8005295.678733
512,512,40,0.99,7994775.346189,7990350.819970999,7965719.608780001
512,512,60,0.0,12982918.084147,9257858.632844,9262682.65135
512,512,60,0.4,9220786.142861,9248690.974175,9274279.919614
512,512,60,0.8,9229381.047959,9247493.566494,9238807.338578
512,512,60,0.99,9222056.36409,9223765.728485,9213418.568045
512,512,80,0.0,10772548.964587,9817964.641775,9813299.877161
512,512,80,0.4,9788047.534067,9831551.664506,9842409.99075
512,512,80,0.8,9795648.865393,9825540.669555,9784211.92623
512,512,80,0.99,9796598.94746,9794299.130499,9841399.854018
512,512,100,0.0,9566700.600919,9179258.030255,9165262.263762
512,512,100,0.4,9165120.353217,9176532.3802,9172033.448493
512,512,100,0.8,9175362.214697,9164805.062228,9167859.298105
512,512,100,0.99,9176300.76729,9172485.614673,9167065.219525
512,1024,0,0.0,4621243.549191,4148001.694498,4149801.2096870006
512,1024,0,0.4,4149156.184105,4146959.912058,4150582.887311
512,1024,0,0.8,4145437.80957,4145550.217409,4147922.104124
512,1024,0,0.99,4149082.4380060006,4151084.35361,4150634.523181
512,1024,20,0.0,5371625.144168001,4779157.92772,4776386.357386
512,1024,20,0.4,4780074.593188,4777613.314305,4773035.08749
512,1024,20,0.8,4774202.797982,4774330.339521,4778059.643355
512,1024,20,0.99,4778873.443349,4774688.506542,4775437.448439
512,1024,40,0.0,6480128.235231999,5631349.075898999,5634622.870937
512,1024,40,0.4,5632931.998372,5636985.041602001,5633635.637397
512,1024,40,0.8,5634059.843043,5634279.237544999,5632713.890406
512,1024,40,0.99,5629622.911195,5626776.398397,5635717.338125999
512,1024,60,0.0,8731049.670251,6950805.746027,6959108.963126
512,1024,60,0.4,6956761.77419,6960059.183259,6945050.064632
512,1024,60,0.8,6949283.741521,6951059.813111,6942321.891957
512,1024,60,0.99,6956013.115105999,6960118.333854,6949040.999034
512,1024,80,0.0,7134564.958044,7123828.906534,7128006.348261001
512,1024,80,0.4,7128988.82223,7127942.850266001,7125479.699220001
512,1024,80,0.8,7125217.926317,7127086.160828999,7125882.772378
512,1024,80,0.99,7126174.967125,7125134.999907999,7124361.0253490005
512,1024,100,0.0,5928922.800462999,5935723.376935,5938802.204434
512,1024,100,0.4,5937396.113128,5937466.517601999,5934973.895361
512,1024,100,0.8,5938730.890525,5936362.046483,5936215.357282
512,1024,100,0.99,5935410.081326,5936457.892682999,5936541.547209
2048,8,0,0.0,24163966.930557,24094684.480402,24137069.427070003
2048,8,0,0.4,24089465.328427,24057571.568136003,24087200.493630003
2048,8,0,0.8,24147824.146847,24153228.555605,24185618.099502
2048,8,0,0.99,24159484.218225,24220084.173509,24028304.363727
2048,8,20,0.0,23271770.425666,23264936.606585003,23240536.321543
2048,8,20,0.4,23204426.968027,23342130.907221,23275009.577098
2048,8,20,0.8,23197732.718011,23191195.395846,23284899.379323
2048,8,20,0.99,23240804.864612,23229369.962466,23278366.312477
2048,8,40,0.0,22353481.542453,22355367.718671,22343878.457893
2048,8,40,0.4,22331646.512552,22407874.159373,22358837.198276
2048,8,40,0.8,22406646.044217,22332315.040702,22359354.42165101
2048,8,40,0.99,22440265.548357,22347162.816961,22324864.009851
2048,8,60,0.0,22020163.274904,22007774.582628,22036000.70407
2048,8,60,0.4,22014102.888744004,22045698.307118,21915740.224888
2048,8,60,0.8,22051625.911676,22037110.810587,22037287.449733
2048,8,60,0.99,22030841.797154,22055341.221565,22089333.353836
2048,8,80,0.0,22034443.963177003,21868714.337575,22014090.434239
2048,8,80,0.4,22023932.207144,21988803.774873,22015069.232192
2048,8,80,0.8,21798504.692166,21866214.157065,21967395.490138
2048,8,80,0.99,21974926.323888,21858039.291595,21793265.419452
2048,8,100,0.0,22891244.675301,22913713.040713,23010036.977278
2048,8,100,0.4,22962947.035036,22993055.542373,23006876.144436
2048,8,100,0.8,22886377.929796003,23037149.494529,22972251.626635
2048,8,100,0.99,22983657.691996,22933901.670013,22977726.673189
2048,32,0,0.0,18920286.493691,24201266.41396,24044406.231269
2048,32,0,0.4,22843255.120221004,24151810.858368,24158505.236331
2048,32,0,0.8,24134980.12677,24161118.885475,24145561.539014
2048,32,0,0.99,24149654.853355,24112766.563951,24126687.960497003
2048,32,20,0.0,23103262.240115,23044039.086161,23092780.452229
2048,32,20,0.4,23070356.469364,23124357.824541003,23062466.119418
2048,32,20,0.8,23110101.519226,23047808.412727,23118145.751994
2048,32,20,0.99,23060532.270352,23074921.516148,23113280.301288
2048,32,40,0.0,21872116.873972,22170312.398924,22053081.05962
2048,32,40,0.4,22122103.271976,22092059.680359,22127515.946731
2048,32,40,0.8,22109711.649463,22100019.576866,22003493.563892
2048,32,40,0.99,22100963.819378003,22147711.848130003,22123111.626151
2048,32,60,0.0,21500046.852018,21542438.696393,21463902.132878
2048,32,60,0.4,21568057.074243,21584813.861884,21561718.247945
2048,32,60,0.8,21523156.405823,21570968.916223,21568008.540491
2048,32,60,0.99,21553871.277597,21552733.60651,21584358.054037
2048,32,80,0.0,21231622.50275,21340652.650343,21362611.663507
2048,32,80,0.4,21350139.500068,21270158.752713,21282185.103442
2048,32,80,0.8,21302142.903704,21355073.919704,21267583.716349
2048,32,80,0.99,21364688.207309004,21363011.899634,21339431.075949
2048,32,100,0.0,21493443.457507,21855901.75456,21921018.964994
2048,32,100,0.4,21970776.48533,21900715.001812,21939284.545601003
2048,32,100,0.8,21897624.361666,21911004.925198,21968902.042973
2048,32,100,0.99,21937520.303248,21912904.495344,20097577.572134
2048,128,0,0.0,13123293.928983,13114455.084178,13116734.771538
2048,128,0,0.4,13120336.318959,13119431.757197002,13120063.711495
2048,128,0,0.8,13127318.792913,13123849.032192,13118826.725026
2048,128,0,0.99,13121547.60319,13116426.547502,13124476.813116005
2048,128,20,0.0,14439381.006817998,14449970.308618,14441953.776805
2048,128,20,0.4,14444984.335953,14450844.434865,14451980.032766
2048,128,20,0.8,14448653.873354,14440212.105896998,14452289.770306
2048,128,20,0.99,14449282.826646,14440531.227607,14447651.884517
2048,128,40,0.0,16079795.119994998,16076452.753525,16080804.459046
2048,128,40,0.4,16085962.800739,16082418.126891002,16079802.032816
2048,128,40,0.8,16078342.835933998,16074174.7675,16079578.545168
2048,128,40,0.99,16085762.338261,16074202.75658,16084820.290746002
2048,128,60,0.0,16924478.411063,17678205.041066,17698030.808129
2048,128,60,0.4,17673036.037436,17674348.601172,17667959.826419003
2048,128,60,0.8,17677813.20461,17698171.473586,17667651.924915
2048,128,60,0.99,17661130.817265,17684590.331058998,17683512.913491998
2048,128,80,0.0,17812153.908958,17801657.811947,17792416.934975002
2048,128,80,0.4,17798925.802302,17783050.115346998,17769420.994611003
2048,128,80,0.8,17769615.886016004,17808314.977799997,17802145.34209
2048,128,80,0.99,17698624.52144,17799474.835185003,17781003.079378
2048,128,100,0.0,18479203.666068,18475071.28852,18540835.710194
2048,128,100,0.4,18514648.480451,18521658.319073,17281861.841382
2048,128,100,0.8,18530696.78822,18517478.141018,18511200.735333
2048,128,100,0.99,18498240.907455,18529973.614152,18541802.759227
2048,512,0,0.0,7117224.561551,6213018.748775,6210175.08496
2048,512,0,0.4,6213027.679972,6215761.318857,6251052.717672001
2048,512,0,0.8,6220997.845711,6214709.422943,6208430.784196001
2048,512,0,0.99,6217242.277223,6220182.873238999,6209379.962826
2048,512,20,0.0,8140168.943994999,6985393.772240999,6994035.667486
2048,512,20,0.4,6985265.092467999,6969185.339699,6964300.143919999
2048,512,20,0.8,6964735.464375,6969116.659549999,6969728.028519
2048,512,20,0.99,6964438.943614,6979960.055041,6970962.480127
2048,512,40,0.0,10083846.118025,7979411.005505,8005130.239853
2048,512,40,0.4,7992557.180017,7978412.106737,7985434.763406999
2048,512,40,0.8,7941511.07223,8001435.154032,8007673.959884
2048,512,40,0.99,8091883.692748001,7991193.954958,8005970.287876001
2048,512,60,0.0,12691025.982952,9225330.334698,9237098.976142
2048,512,60,0.4,9248682.569483,9205105.768844,9226518.580859
2048,512,60,0.8,9190372.076642,9232039.457248,9211519.865836
2048,512,60,0.99,9207144.21293,9190097.651635,9232068.389206
2048,512,80,0.0,10731523.350406,9797594.481594,9796160.646999
2048,512,80,0.4,9799874.499914,9792327.948525,9812163.489987
2048,512,80,0.8,9770072.880151,9804016.693134,9802491.728466
2048,512,80,0.99,9798451.49506,9808226.782114,9825955.398056
2048,512,100,0.0,9579584.911941,9159789.640984,9160852.950929
2048,512,100,0.4,9166159.728828002,9165203.691313,9171218.394275
2048,512,100,0.8,9165804.628741,9167013.628086,9163048.195934
2048,512,100,0.99,9158856.648212,9171349.383785,9171368.171232
2048,1024,0,0.0,4617591.997629001,4147399.370887,4149136.103562
2048,1024,0,0.4,4147590.279822,4149551.769315,4152110.881979
2048,1024,0,0.8,4147896.243337,4147855.899263,4147098.445495
2048,1024,0,0.99,4149359.949737,4147152.933114,4149338.468611
2048,1024,20,0.0,5354197.646929,4777562.806201,4782452.489747999
2048,1024,20,0.4,4782271.418602,4779631.780160001,4784690.079695
2048,1024,20,0.8,4781161.405099,4774973.092254,4778264.020577
2048,1024,20,0.99,4777698.99717,4781147.516407,4784763.357001
2048,1024,40,0.0,6469404.501316001,5637258.268336,5641157.164839
2048,1024,40,0.4,5639097.821021,5643906.86006,5632677.436538001
2048,1024,40,0.8,5643259.951305999,5638184.6389500005,5632837.436327
2048,1024,40,0.99,5637791.234131,5643392.812508,5638587.687755001
2048,1024,60,0.0,8733504.388563,6933304.723934,7018992.914288
2048,1024,60,0.4,6952248.509961,6945241.081405001,7216907.730773
2048,1024,60,0.8,6946609.83041,6944725.032723,6949890.394424001
2048,1024,60,0.99,6947904.856027001,6950330.786039,6950749.632133
2048,1024,80,0.0,7132400.190832,7135390.548916999,7133979.21098
2048,1024,80,0.4,7139878.460804,7135601.709922001,7139612.765113
2048,1024,80,0.8,7135282.818977,7138181.738834,7135269.673860999
2048,1024,80,0.99,7133414.670346,7136620.167188,7136417.836333
2048,1024,100,0.0,5928738.835256999,5939371.996286,5936563.744032
2048,1024,100,0.4,5936349.408428,5933225.417518999,5936251.083039999
2048,1024,100,0.8,5935948.852936001,5935189.678819,5934539.238496999
2048,1024,100,0.99,5937284.863234,5937105.257036,5937282.824039999
8192,8,0,0.0,23192631.184525,23159575.912923,23159776.888049
8192,8,0,0.4,23327053.489251003,23246397.370714,23308974.054957
8192,8,0,0.8,23243501.000167,23256194.245373003,23283223.64004
8192,8,0,0.99,22883971.595184,23194324.547573004,23230542.913716
8192,8,20,0.0,23146386.228849,23216009.247894,21158957.531907
8192,8,20,0.4,23126071.53051,23078393.747459,23223316.976201
8192,8,20,0.8,23187701.366557,23173183.203488,23157635.366027
8192,8,20,0.99,23180635.268737,23095859.8698,23183064.901125
8192,8,40,0.0,23124761.469427,23167820.696381,23140205.756492
8192,8,40,0.4,23093070.312412,23094903.524183,22988320.443476
8192,8,40,0.8,23150792.178942,23119116.931333,23111701.158816
8192,8,40,0.99,23054757.336839,23185999.438786,23173782.593302
8192,8,60,0.0,21055302.659351,23068858.529318,23105100.269947
8192,8,60,0.4,23099522.691741,23039871.587635,23080115.156825
8192,8,60,0.8,22911753.27263,23046432.955471,23096372.736911
8192,8,60,0.99,23066361.040457,22956908.089967,23029267.704766
8192,8,80,0.0,23055481.457922,23077029.697692,23047881.226069
8192,8,80,0.4,23045886.242869,23055385.614661,23084454.439384
8192,8,80,0.8,23100358.038502,23199600.990412,23089270.576522
8192,8,80,0.99,23119694.315282,23032615.617614,23066338.472953003
8192,8,100,0.0,23124903.79702,23161440.210263,23125223.377874
8192,8,100,0.4,23108212.192785,22987926.546874,23066594.897797
8192,8,100,0.8,23083512.810287,23045302.185377,23089278.388032
8192,8,100,0.99,23125396.941278,23045790.591236003,23108514.611508995
8192,32,0,0.0,22305804.598298,22233794.314364,22247322.711851
8192,32,0,0.4,22234059.047827,20174322.450186,22290963.895627
8192,32,0,0.8,22258652.71359,22200371.74308,22247891.046689
8192,32,0,0.99,22223065.000502,22234155.340628,22188438.123066
8192,32,20,0.0,22136382.796326,22123180.668443,22198083.347275
8192,32,20,0.4,22080699.526933003,22183568.133546,22194504.374799
8192,32,20,0.8,22166592.28214,22161994.736111,24623996.530891
8192,32,20,0.99,22187823.748535,19583351.247581,22163718.059474003
8192,32,40,0.0,22029769.003157,22095469.916183,22037868.739961
8192,32,40,0.4,22134652.950995,22095243.933257,22089271.611827
8192,32,40,0.8,21908284.93843,22061758.289152,22093933.424104
8192,32,40,0.99,22047357.138566,22062250.930958,22011815.073816
8192,32,60,0.0,22031905.983388003,22065262.007451,19556695.34262
8192,32,60,0.4,22058951.473059,21978619.888772,22000356.871042
8192,32,60,0.8,22042638.52632,22072430.799157,21944148.056046
8192,32,60,0.99,22026306.295388,21844562.496082,22075628.942598
8192,32,80,0.0,21960703.617958,20144302.663902,22063924.749104
8192,32,80,0.4,21825563.530444,22025229.812638,22028304.901903
8192,32,80,0.8,22080886.849341,22018935.219544,22013873.569678
8192,32,80,0.99,22059977.01184,21971379.534272,22060650.844673004
8192,32,100,0.0,22034331.074161,22068110.495751,22058980.527376
8192,32,100,0.4,22010745.643296,22080453.610046,22069082.08807
8192,32,100,0.8,22016656.063157,22021124.807325,22009111.145017
8192,32,100,0.99,21778473.786272,22032699.167328,21762692.950552
8192,128,0,0.0,18557726.550357,18534815.623278,18524089.669803
8192,128,0,0.4,18431216.366137,18408868.559108,18466974.186807
8192,128,0,0.8,18487694.639197,18526548.839886,18507623.968254
8192,128,0,0.99,18511990.436815,18486948.894572,18568741.109276
8192,128,20,0.0,18551526.196175,18596412.010209,18576581.610692
8192,128,20,0.4,18510066.234775,18576565.159989,18557078.62478
8192,128,20,0.8,18570278.789491,18548144.026127003,18560674.138917
8192,128,20,0.99,18556679.238382,18430543.833888,18575763.351481
8192,128,40,0.0,18549227.332877,18551799.407009,18568318.209985
8192,128,40,0.4,18523248.962927,18540574.911492,18539154.62501
8192,128,40,0.8,18565847.768452,18551608.592392,17383516.607684
8192,128,40,0.99,18559685.15546,18545150.145782,18536646.638007
8192,128,60,0.0,18496596.496156,18493674.721829,18524167.840759
8192,128,60,0.4,17929495.562625,18519213.546098,18529820.318067
8192,128,60,0.8,18503135.040256,18549756.842313,18561438.327363
8192,128,60,0.99,18493780.879894,18528557.021986,18469840.614711
8192,128,80,0.0,18513102.685624,18469322.100916,18524897.155814
8192,128,80,0.4,18547126.974803,18566550.063635,18544431.409995
8192,128,80,0.8,18544285.76647,18603579.758995,18446499.333613
8192,128,80,0.99,18538397.720114,18541268.411014,18522216.998344
8192,128,100,0.0,18544728.545196004,18550287.079244,18612919.829308
8192,128,100,0.4,18505559.580354,18586903.664941,18562445.695929
8192,128,100,0.8,18560221.434871003,18198845.946080003,18587463.699513
8192,128,100,0.99,18433587.305457,18517911.780158,18558494.422804
8192,512,0,0.0,7102349.653159998,9074214.6832,9080234.032644998
8192,512,0,0.4,9068983.464164,9065875.946637,9102938.157401
