num_keys,value_size,put_percent,zipf,tput_1,tput_2,tput_3
8192,512,0,0.8,9086034.285325,9075749.013641,9073966.617518
8192,512,0,0.99,9052225.053198,9052949.361094,9051591.957892
8192,512,20,0.0,8118717.815198,9533176.789552,9539774.361723
8192,512,20,0.4,9500938.467814,9507145.176116,9559235.710643
8192,512,20,0.8,9517034.674243,9493515.771327998,9544792.979634
8192,512,20,0.99,9499495.332125,9540285.184987,9496874.716198
8192,512,40,0.0,9974867.148923,9800522.291263,9836896.857444
8192,512,40,0.4,8991059.398716,9803508.929808998,9809616.653096
8192,512,40,0.8,9852014.535237,9856750.888344,9849428.232094
8192,512,40,0.99,9835694.357781,9816236.30163,9819819.307722
8192,512,60,0.0,12510277.771983,9767769.590961002,9773813.307571
8192,512,60,0.4,9775487.661123,9772604.3817,9762537.444478
8192,512,60,0.8,9773070.536523,9778451.709723,9778783.173436
8192,512,60,0.99,9800283.371891,9767922.326371,9790736.501559
8192,512,80,0.0,10709158.958961,9533217.136307,10079109.344973
8192,512,80,0.4,9532679.123384,9524755.888658,9536543.480573
8192,512,80,0.8,9508850.078676,9514777.697358,9536224.452983
8192,512,80,0.99,9536539.220718,9516941.089907,9536060.268514998
8192,512,100,0.0,9569022.615082,9172546.633554,9160246.754025
8192,512,100,0.4,9169351.227395,9160463.719949,9171162.857269
8192,512,100,0.8,9164625.497255,9158010.165036,9167549.400926
8192,512,100,0.99,9160402.211933,9163635.85225,9168830.863337
8192,1024,0,0.0,4619346.074123,6687252.724426,6680530.808472999
8192,1024,0,0.4,6679221.965505001,6684307.247026,6691356.881030001
8192,1024,0,0.8,6675020.537242001,6683036.670603,6685488.7608860005
8192,1024,0,0.99,6680805.126746999,6692224.641114999,6676078.180546001
8192,1024,20,0.0,5360658.508954,7286563.233005,7119332.724804
8192,1024,20,0.4,7283383.88087,7282764.165749,7285766.527371
8192,1024,20,0.8,7275205.227369,7281995.079279,7291582.273515
8192,1024,20,0.99,7285029.836526001,7283236.644843,7287551.610922
8192,1024,40,0.0,6465182.191578001,7319951.502615999,7312578.547356999
8192,1024,40,0.4,7312763.427070999,7312241.898624999,7305551.002734
8192,1024,40,0.8,7310632.125042001,7314639.274528,7324520.072384001
8192,1024,40,0.99,7315890.875069,7322740.268963001,7315317.999366
8192,1024,60,0.0,8717882.72219,7419217.602244999,7319034.254868
8192,1024,60,0.4,7418032.680380999,7410836.363838,7416864.696278
8192,1024,60,0.8,7419069.577740001,7414559.157367,7411833.913039001
8192,1024,60,0.99,7410931.246175,7413419.898147,7415352.913528
8192,1024,80,0.0,7129600.502586,6610039.162597001,6609281.432473999
8192,1024,80,0.4,6609278.814215,6604385.771246001,6609712.765419001
8192,1024,80,0.8,6607860.166655999,6610907.17171,6610937.754687998
8192,1024,80,0.99,6610116.904479,6606566.59404,6610277.7001020005
8192,1024,100,0.0,5929938.991493,5935613.055226999,5935948.4741980005
8192,1024,100,0.4,5936773.461961,5935084.712816,5936631.769097
8192,1024,100,0.8,5937921.832335001,5936902.478386001,5936407.157941
8192,1024,100,0.99,5935235.737230999,5937475.880664,5935839.351614
32768,8,0,0.0,23162373.785712,23078071.083261,23077857.572456
32768,8,0,0.4,23084292.172657,23126125.335188,22960113.184953
32768,8,0,0.8,23153304.612575,23169485.714684,23079473.301194
32768,8,0,0.99,23076614.324394,23062559.675374,22909178.651633
32768,8,20,0.0,23016320.41984,23099543.312877,23111805.570214
32768,8,20,0.4,22888095.689295,23068339.638114,23136265.44928
32768,8,20,0.8,23057944.058553,21022113.79759,23129704.914125003
32768,8,20,0.99,23052853.657249,23109673.080163,23119389.245306
32768,8,40,0.0,23080779.31787,23141628.568714,23123295.997054
32768,8,40,0.4,20937624.11667,21075784.834441,23031540.285452
32768,8,40,0.8,23133844.639156,23141263.0234,23049758.964731
32768,8,40,0.99,23059614.545304,23005965.79923,23087615.243142
32768,8,60,0.0,22994806.295331,23102564.296339,23095903.59128
32768,8,60,0.4,23137579.915364,23146612.287871003,23106089.842117
32768,8,60,0.8,23086633.992534,19703295.581283,23152252.339657
32768,8,60,0.99,23121036.984322,23019771.66343,23077464.392404
32768,8,80,0.0,23068300.228433,23077357.035369,23079734.134378
32768,8,80,0.4,23092099.999684,23075467.255519,23151989.370958
32768,8,80,0.8,23154629.167332,23137032.61759,23095527.194889
32768,8,80,0.99,23078787.107409,23144800.447532,19615034.410318
32768,8,100,0.0,23123953.033651,21068769.782876,23181112.448739
32768,8,100,0.4,22983065.065026,22883998.49319,23106746.227574
32768,8,100,0.8,23076855.212503,23194944.484107,23109910.714714
32768,8,100,0.99,23136393.445569,22994985.094901,23083830.892931
32768,32,0,0.0,22075548.842312,22108884.610289,22034460.855088003
32768,32,0,0.4,22039954.146397,21961353.61693,21885576.570111
32768,32,0,0.8,22024561.236981,21983721.199111003,21897644.874012
32768,32,0,0.99,22083945.116606,21946784.630758,22004728.522685
32768,32,20,0.0,22049648.247105,21990309.91369,22067401.234137
32768,32,20,0.4,21999858.382264,22027927.981141005,22035910.938519
32768,32,20,0.8,22044978.832714003,22024075.473228004,22052552.831958
32768,32,20,0.99,22004864.370169,21988534.127824,21979927.497617
32768,32,40,0.0,22062852.392352,21990387.956589,21974062.026744
32768,32,40,0.4,21955258.29368,22058778.816334,21989803.841104995
32768,32,40,0.8,22008841.169933,20032763.395060003,21517204.211085
32768,32,40,0.99,22041894.937179003,21984427.075757,22002180.835623
32768,32,60,0.0,22025355.84395,22013740.425427,22030165.915987
32768,32,60,0.4,21979129.178791,21374264.857115,21998639.239267
32768,32,60,0.8,21941134.422799,22079477.482386,21997393.939778
32768,32,60,0.99,22047098.239044,22007182.207078,22023643.695497
32768,32,80,0.0,22058770.485372,22055086.28206,22034945.701714
32768,32,80,0.4,22008358.302757,21927345.439203,22010581.798642
32768,32,80,0.8,22013643.649564,22008203.309878,22035608.205824
32768,32,80,0.99,22025010.489137,22033442.978355,22083391.641725
32768,32,100,0.0,21937599.420992,21928123.421429,22026092.065239
32768,32,100,0.4,22102446.309956,22018673.00497,21950078.011004
32768,32,100,0.8,22016815.191122003,22051928.716142,22066424.006919
32768,32,100,0.99,22070626.631168,22042197.015854,22027735.218041003
32768,128,0,0.0,18590228.757339,18531909.018323,18529881.53077
32768,128,0,0.4,18502998.579497,18580446.812364,18562297.769343004
32768,128,0,0.8,18590391.433794,18592554.656575,18549645.486076
32768,128,0,0.99,18560356.387908,18506972.574245,18464490.801873
32768,128,20,0.0,18507667.935515,18569790.600676,18562924.5721
32768,128,20,0.4,18531813.818871,16987420.234766997,18568390.796959
32768,128,20,0.8,18593136.168072,18558814.892633,18612016.958588
32768,128,20,0.99,18576211.611494,18562305.694516003,16792640.32868
32768,128,40,0.0,18517559.492786,18556301.243314,18564688.530601
32768,128,40,0.4,18593658.630535003,18480057.480481,18569613.267899
32768,128,40,0.8,18554700.244878,18575536.830103,18544189.632047
32768,128,40,0.99,18560128.190043,18484993.653455,18605404.513918
32768,128,60,0.0,18571967.651716,18566883.975688,18570449.679901
32768,128,60,0.4,18560749.979126,18520658.528010003,18607376.400684003
32768,128,60,0.8,18587744.186227,18542035.57357,18566043.820404
32768,128,60,0.99,18569931.298486,18452140.003624,18484611.497035
32768,128,80,0.0,18570008.834480003,18528278.193971,18529384.544429
32768,128,80,0.4,18570498.812214,18622447.29747,18500277.676346
32768,128,80,0.8,18592390.631935,18544538.116214,18571053.040591
32768,128,80,0.99,18595989.363909,18552782.827566,18536624.673459
32768,128,100,0.0,18596921.968832,18587647.854613,18551893.659925
32768,128,100,0.4,18558562.082064,18533599.252872,18534919.497392
32768,128,100,0.8,18569581.888366,18478481.927643,18516847.143786
32768,128,100,0.99,18551584.85438,18583224.966457,18586670.2106
32768,512,0,0.0,9631805.793407,9183539.296615,9184072.106137
32768,512,0,0.4,9184911.186955,9184698.839263,9185524.246264
32768,512,0,0.8,9193526.105254002,9183056.649494,9183675.245292
32768,512,0,0.99,9183127.810529,9180729.424396,9185585.157343
32768,512,20,0.0,9576277.357444,9172795.579578,9128383.964358998
32768,512,20,0.4,9177721.129742,9151135.077531,9171059.679655
32768,512,20,0.8,9163462.453664,9174455.137122,9168753.824619
32768,512,20,0.99,9167062.439432,9164955.486403,9163536.262035
32768,512,40,0.0,9600996.711875,9184944.886752,9173962.746645
32768,512,40,0.4,9171954.727161,9183746.730222,9163545.31258
32768,512,40,0.8,9186652.24286,9192049.111937,9185390.044879
32768,512,40,0.99,9157421.887952,9188839.297933,9175991.800765
32768,512,60,0.0,9550929.689196,9152932.101982,9151063.550282
32768,512,60,0.4,9166430.550185,9163947.423912,9160305.23019
32768,512,60,0.8,9160865.057749,9161592.698211,9165651.437988
32768,512,60,0.99,9174189.478444,9142791.591578,9171579.28235
32768,512,80,0.0,9603387.35159,9172533.408211,9167000.904169
32768,512,80,0.4,9198910.020017,9186074.540691,9186930.701204
32768,512,80,0.8,9196140.304628,9180180.337461,9195119.611765
32768,512,80,0.99,9180748.447802,9174842.945373,9204099.687197
32768,512,100,0.0,9575512.524599,9174366.548323,9134720.408925
32768,512,100,0.4,9539739.314495,9167421.520526,9165783.065316
32768,512,100,0.8,9150297.393477,9162974.646542,9172558.510047
32768,512,100,0.99,9174285.590809,9155548.007531,9161038.185571
32768,1024,0,0.0,5930379.126009,5937767.087599001,5939523.329648
32768,1024,0,0.4,5936069.797741,5936952.555102999,5935982.628474
32768,1024,0,0.8,5936028.574209001,5934845.993064,5938602.151112
32768,1024,0,0.99,5936556.017761,5936326.662455,5935095.583442001
32768,1024,20,0.0,5930292.42805,5936379.526102999,5935961.123642
32768,1024,20,0.4,5934117.658212,5935951.561973999,5934489.734367
32768,1024,20,0.8,5935701.297399,5936775.119631,5935287.257038
32768,1024,20,0.99,5938218.613437001,5938106.154182,5934541.615945
32768,1024,40,0.0,5930013.222939,5934913.231924,5937699.659537
32768,1024,40,0.4,5935215.93847,5935771.907614,5935530.160913
32768,1024,40,0.8,5937613.927973,5936683.695336,5935306.780793
32768,1024,40,0.99,5938932.799176,5936838.207162,5936602.325623
32768,1024,60,0.0,5927039.643540001,5934505.74466,5936807.393676001
32768,1024,60,0.4,5935636.601364,5936102.695627,5937099.7458500005
32768,1024,60,0.8,5936229.067212,5935646.825269,5938008.874822
32768,1024,60,0.99,5936385.114058001,5935697.840463,5935324.986659
32768,1024,80,0.0,5930020.091717,5936063.565721,5935630.077483
32768,1024,80,0.4,5935883.189391,5936488.539909,5936154.7556610005
32768,1024,80,0.8,5936740.269762999,5936686.228649,5937748.360986
32768,1024,80,0.99,5936765.640772,5936982.436837,5935686.859236999
32768,1024,100,0.0,5930031.716313001,5936503.8489540005,5933822.463496
32768,1024,100,0.4,5936644.19744,5935066.523251,5935268.120865
32768,1024,100,0.8,5937895.12622,5935874.0634240005,5936511.172411
32768,1024,100,0.99,5936718.03252,5936898.233433001,5936084.218204
