alg,WH,Distributed,threads,tput_1,tput_2,tput_3
Aria,256,0,12,40819.7,41264.5,41219.3
Aria,256,10,12,40913.1,41272.3,41045.3
Aria,256,20,12,41175.3,41020.8,41072.7
Aria,256,30,12,41004.3,41272.9,41150.0
Aria,256,40,12,41028.1,40948.7,40738.9
Aria,256,50,12,41130.6,41181.9,41100.5
Aria,256,60,12,41057.7,41137.5,41146.9
Aria,256,70,12,40843.0,40958.6,40892.4
Aria,256,80,12,41077.2,40652.6,41057.6
Aria,256,90,12,41091.5,40704.3,41144.7
Aria,256,100,12,41002.5,41303.6,41127.4
Aria,512,0,12,46644.6,46384.4,46647.9
Aria,512,10,12,46318.5,46834.2,46110.7
Aria,512,20,12,46662.9,46748.2,46574.2
Aria,512,30,12,46527.6,46431.7,46759.2
Aria,512,40,12,46805.6,46685.2,46598.4
Aria,512,50,12,46747.7,46721.4,46520.0
Aria,512,60,12,46733.8,46462.8,46251.0
Aria,512,70,12,46524.1,46731.7,46691.7
Aria,512,80,12,46730.8,46565.4,46666.1
Aria,512,90,12,46311.2,46218.3,46568.4
Aria,512,100,12,46419.7,46529.5,45853.7
Aria,1024,0,12,49437.0,49780.7,50079.0
Aria,1024,10,12,49830.0,50069.3,49914.4
Aria,1024,20,12,50018.8,49965.5,49524.7
Aria,1024,30,12,50016.5,49941.3,50043.1
Aria,1024,40,12,50135.4,49836.9,49953.1
Aria,1024,50,12,49600.7,50091.7,50102.6
Aria,1024,60,12,49807.4,50099.0,49615.1
Aria,1024,70,12,49945.1,49340.6,49839.4
Aria,1024,80,12,49956.4,50024.6,50098.3
Aria,1024,90,12,49917.1,49973.9,49789.8
Aria,1024,100,12,49552.6,50029.3,50047.2
Bohm,1,0,1,4984.5,4987.8,4978.6
Bohm,1,10,1,4975.6,4986.3,4978.6
Bohm,1,20,1,4987.2,4986.6,4978.6
Bohm,1,30,1,4978.6,4984.8,4981.0
Bohm,1,40,1,4986.9,4983.8,4981.2
Bohm,1,50,1,4977.0,4978.6,4978.6
Bohm,1,60,1,4971.3,4980.8,4989.3
Bohm,1,70,1,4981.9,4978.5,4978.6
Bohm,1,80,1,4978.5,4995.6,4978.6
Bohm,1,90,1,4978.6,4978.6,4978.6
Bohm,1,100,1,4978.6,4978.6,4978.6
Bohm,2,0,1,5052.1,5056.6,5057.2
Bohm,2,10,1,5033.3,5039.4,5046.0
Bohm,2,20,1,5023.1,5041.9,5069.5
Bohm,2,30,1,5025.6,5027.5,5025.6
Bohm,2,40,1,5081.7,5075.4,5112.4
Bohm,2,50,1,5075.9,5065.1,5078.2
Bohm,2,60,1,5041.8,5053.2,5048.0
Bohm,2,70,1,5074.0,5063.5,5070.4
Bohm,2,80,1,5083.8,5065.2,5075.7
Bohm,2,90,1,5064.3,5074.4,5068.0
Bohm,2,100,1,5037.6,5043.2,5035.3
Bohm,4,0,1,5105.7,5104.2,5118.9
Bohm,4,10,1,5114.8,5109.3,5140.3
Bohm,4,20,1,5082.9,5106.2,5093.0
Bohm,4,30,1,5079.2,5069.9,5079.3
Bohm,4,40,1,5123.2,5116.2,5126.4
Bohm,4,50,1,5080.0,5086.0,5080.6
Bohm,4,60,1,5083.9,5074.8,5082.5
Bohm,4,70,1,5067.7,5076.3,5065.6
Bohm,4,80,1,5061.7,5074.3,5073.1
Bohm,4,90,1,5125.8,5108.2,5125.8
Bohm,4,100,1,5085.7,5117.4,5074.9
Bohm,8,0,1,5104.3,5097.2,5112.0
Bohm,8,10,1,5095.8,5109.7,5102.7
Bohm,8,20,1,5102.5,5075.9,5101.7
Bohm,8,30,1,5079.4,5086.5,5080.2
Bohm,8,40,1,5080.7,5098.2,5076.1
Bohm,8,50,1,5123.3,5126.8,5116.4
Bohm,8,60,1,5090.4,5098.0,5110.1
Bohm,8,70,1,5131.3,5129.0,5125.8
Bohm,8,80,1,5107.6,5111.9,5125.1
Bohm,8,90,1,5127.0,5143.6,5130.7
Bohm,8,100,1,5122.0,5112.9,5120.5
Bohm,16,0,1,5107.8,5156.3,5117.0
Bohm,16,10,1,5114.7,5119.6,5120.8
Bohm,16,20,1,5121.8,5126.1,5120.0
Bohm,16,30,1,5085.1,5094.1,5085.4
Bohm,16,40,1,5088.2,5099.1,5104.7
Bohm,16,50,1,5080.6,5108.3,5094.1
Bohm,16,60,1,5080.2,5069.9,5091.8
Bohm,16,70,1,5087.4,5098.7,5079.7
Bohm,16,80,1,5117.9,5120.3,5125.7
Bohm,16,90,1,5109.0,5093.1,5114.0
Bohm,16,100,1,5123.4,5125.3,5118.1
Bohm,32,0,1,5073.0,5089.3,5073.0
Bohm,32,10,1,5116.9,5122.0,5110.4
Bohm,32,20,1,5109.7,5113.6,5121.8
Bohm,32,30,1,5080.4,5088.5,5093.1
Bohm,32,40,1,5068.5,5125.7,5091.0
Bohm,32,50,1,5088.3,5073.2,5081.1
Bohm,32,60,1,5071.8,5089.6,5074.6
Bohm,32,70,1,5075.4,5055.7,5075.4
Bohm,32,80,1,5105.6,5089.4,5091.2
Bohm,32,90,1,5100.8,5096.9,5102.1
Bohm,32,100,1,5124.2,5081.5,5112.3
Bohm,64,0,1,5073.0,5073.0,5069.0
Bohm,64,10,1,5121.5,5109.1,5095.7
Bohm,64,20,1,5114.2,5119.6,5119.8
Bohm,64,30,1,5074.7,5049.0,5074.7
Bohm,64,40,1,5118.3,5105.8,5075.0
Bohm,64,50,1,5056.4,5076.5,5076.5
Bohm,64,60,1,5063.3,5100.7,5091.2
Bohm,64,70,1,5108.9,5094.3,5098.4
Bohm,64,80,1,5092.6,5074.9,5095.3
Bohm,64,90,1,5075.6,5075.6,5075.6
Bohm,64,100,1,5110.8,5116.3,5075.0
Bohm,128,0,1,5033.8,5099.1,5073.0
Bohm,128,10,1,5082.6,5082.4,5074.7
Bohm,128,20,1,5122.0,5115.3,5113.2
Bohm,128,30,1,5074.1,5074.1,5074.1
Bohm,128,40,1,5080.2,5074.7,5074.7
Bohm,128,50,1,5060.5,5079.9,5073.5
Bohm,128,60,1,5072.8,5072.8,5076.9
Bohm,128,70,1,5024.7,5071.5,5073.6
Bohm,128,80,1,5075.0,5084.9,5090.3
Bohm,128,90,1,5095.3,5072.2,5077.6
Bohm,128,100,1,5075.9,5075.9,5075.9
Bohm,256,0,1,5064.7,5077.2,5050.1
Bohm,256,10,1,5095.3,5071.4,5108.4
Bohm,256,20,1,5064.8,5072.9,5072.9
Bohm,256,30,1,5071.2,5043.0,5031.5
Bohm,256,40,1,5051.7,5102.9,5058.9
Bohm,256,50,1,5038.8,5044.0,5041.2
Bohm,256,60,1,5038.6,5073.0,5046.1
Bohm,256,70,1,5070.9,5051.8,5059.3
Bohm,256,80,1,5054.2,5074.6,5100.1
Bohm,256,90,1,5077.5,5077.5,5078.1
Bohm,256,100,1,5077.0,5077.0,5047.8
Bohm,512,0,1,5052.1,5050.1,5059.2
Bohm,512,10,1,5095.0,5098.8,5071.7
Bohm,512,20,1,5072.7,5072.7,5076.5
Bohm,512,30,1,5056.5,5051.7,5066.7
Bohm,512,40,1,5049.4,5057.4,5023.8
Bohm,512,50,1,5026.4,5062.6,5034.0
Bohm,512,60,1,5063.0,5074.9,5063.9
Bohm,512,70,1,5025.6,5045.4,5036.1
Bohm,512,80,1,5074.0,5076.3,5065.4
Bohm,512,90,1,5062.7,5124.6,5065.2
Bohm,512,100,1,5052.9,5039.2,5039.3
Bohm,1024,0,1,-1.0,-1.0,-1.0
Bohm,1024,10,1,-1.0,-1.0,-1.0
Bohm,1024,20,1,-1.0,-1.0,-1.0
Bohm,1024,30,1,-1.0,-1.0,-1.0
Bohm,1024,40,1,-1.0,-1.0,-1.0
Bohm,1024,50,1,-1.0,-1.0,-1.0
Bohm,1024,60,1,-1.0,-1.0,-1.0
Bohm,1024,70,1,-1.0,-1.0,-1.0
Bohm,1024,80,1,-1.0,-1.0,-1.0
Bohm,1024,90,1,-1.0,-1.0,-1.0
Bohm,1024,100,1,-1.0,-1.0,-1.0
Bohm,1,0,2,8376.5,8361.8,8380.2
Bohm,1,10,2,8361.8,8392.2,8348.5
Bohm,1,20,2,8320.4,8370.3,8373.5
Bohm,1,30,2,8339.4,8361.8,8361.8
Bohm,1,40,2,8389.8,8392.7,8361.8
Bohm,1,50,2,8377.3,8361.8,8362.3
Bohm,1,60,2,8361.8,8361.8,8361.8
Bohm,1,70,2,8326.2,8336.7,8363.3
Bohm,1,80,2,8363.8,8361.8,8361.8
Bohm,1,90,2,8361.8,8370.7,8393.9
Bohm,1,100,2,8366.8,8377.3,8366.4
Bohm,2,0,2,9053.1,9053.1,9052.8
Bohm,2,10,2,9112.9,9108.3,9105.9
Bohm,2,20,2,9063.9,9052.7,9051.6
Bohm,2,30,2,9050.5,9027.2,9043.6
Bohm,2,40,2,9057.7,9062.1,9077.8
Bohm,2,50,2,9073.3,9078.0,9056.3
Bohm,2,60,2,9055.2,9056.9,9056.8
Bohm,2,70,2,9039.6,9034.4,9028.1
Bohm,2,80,2,9076.2,9062.8,9074.4
Bohm,2,90,2,9051.8,9044.1,9054.1
Bohm,2,100,2,9015.7,9046.5,9036.9
Bohm,4,0,2,9224.3,9224.1,9219.1
Bohm,4,10,2,9302.2,9302.2,9302.2
Bohm,4,20,2,9248.7,9199.1,9233.3
Bohm,4,30,2,9253.4,9239.2,9206.7
Bohm,4,40,2,9252.7,9246.1,9255.0
Bohm,4,50,2,9203.9,9217.2,9203.9
Bohm,4,60,2,9220.1,9224.0,9227.7
Bohm,4,70,2,9226.3,9203.6,9203.6
Bohm,4,80,2,9230.9,9218.7,9227.7
Bohm,4,90,2,9265.6,9247.5,9247.2
Bohm,4,100,2,9252.5,9252.5,9252.5
Bohm,8,0,2,9340.9,9329.4,9350.4
Bohm,8,10,2,9401.4,9401.4,9396.6
Bohm,8,20,2,9352.7,9347.7,9362.5
Bohm,8,30,2,9354.9,9355.4,9355.4
Bohm,8,40,2,9327.3,9355.9,9355.0
Bohm,8,50,2,9330.8,9333.1,9354.2
Bohm,8,60,2,9316.0,9304.4,9333.1
Bohm,8,70,2,9355.0,9404.2,9384.8
Bohm,8,80,2,9354.2,9354.2,9338.2
Bohm,8,90,2,9358.3,9402.1,9401.0
Bohm,8,100,2,9358.8,9352.3,9378.2
Bohm,16,0,2,9448.2,9406.5,9436.7
Bohm,16,10,2,9499.1,9474.6,9501.0
Bohm,16,20,2,9449.6,9449.6,9449.6
Bohm,16,30,2,9449.2,9422.0,9424.4
Bohm,16,40,2,9444.7,9402.4,9423.1
Bohm,16,50,2,9449.4,9419.0,9446.1
Bohm,16,60,2,9403.5,9400.0,9403.5
Bohm,16,70,2,9422.2,9423.3,9403.3
Bohm,16,80,2,9416.0,9405.2,9441.3
Bohm,16,90,2,9471.2,9444.8,9421.6
Bohm,16,100,2,9503.1,9503.1,9503.1
Bohm,32,0,2,9488.5,9491.9,9468.7
Bohm,32,10,2,9571.9,9552.1,9570.0
Bohm,32,20,2,9546.7,9540.6,9546.7
Bohm,32,30,2,9501.2,9472.3,9503.0
Bohm,32,40,2,9488.5,9452.5,9484.1
Bohm,32,50,2,9485.2,9477.7,9485.8
Bohm,32,60,2,9484.2,9492.8,9479.7
Bohm,32,70,2,9452.3,9452.3,9452.3
Bohm,32,80,2,9492.4,9501.8,9486.0
Bohm,32,90,2,9467.2,9457.3,9495.4
Bohm,32,100,2,9519.9,9529.5,9518.2
Bohm,64,0,2,9519.6,9500.4,9505.3
Bohm,64,10,2,9601.5,9624.3,9610.9
Bohm,64,20,2,9547.7,9570.7,9591.0
Bohm,64,30,2,9547.1,9545.5,9525.1
Bohm,64,40,2,9505.1,9552.4,9524.6
Bohm,64,50,2,9505.1,9538.3,9505.1
Bohm,64,60,2,9507.6,9499.1,9508.2
Bohm,64,70,2,9492.8,9522.3,9498.8
Bohm,64,80,2,9556.5,9543.2,9509.0
Bohm,64,90,2,9552.2,9557.6,9589.5
Bohm,64,100,2,9600.9,9610.0,9618.2
Bohm,128,0,2,9554.1,9537.0,9514.2
Bohm,128,10,2,9616.0,9593.4,9608.6
Bohm,128,20,2,9623.2,9582.9,9582.5
Bohm,128,30,2,9578.7,9561.2,9549.0
Bohm,128,40,2,9596.0,9545.2,9548.8
Bohm,128,50,2,9554.7,9511.6,9533.9
Bohm,128,60,2,9548.4,9531.8,9628.8
Bohm,128,70,2,9515.3,9550.7,9542.6
Bohm,128,80,2,9553.7,9531.0,9585.0
Bohm,128,90,2,9625.9,9629.1,9640.5
Bohm,128,100,2,9593.7,9593.1,9609.8
Bohm,256,0,2,9549.7,9549.7,9501.2
Bohm,256,10,2,9650.6,9600.8,9600.8
Bohm,256,20,2,9603.9,9597.8,9598.6
Bohm,256,30,2,9602.5,9602.5,9558.7
Bohm,256,40,2,9570.9,9544.7,9567.7
Bohm,256,50,2,9550.2,9553.3,9554.4
Bohm,256,60,2,9548.5,9544.1,9548.5
Bohm,256,70,2,9575.2,9521.5,9540.5
Bohm,256,80,2,9602.1,9577.9,9597.6
Bohm,256,90,2,9637.5,9636.0,9645.4
Bohm,256,100,2,9653.5,9603.8,9603.8
Bohm,512,0,2,9565.3,9564.4,9542.0
Bohm,512,10,2,9645.3,9615.2,9646.4
Bohm,512,20,2,9569.5,9600.1,9581.0
Bohm,512,30,2,9553.5,9592.7,9603.1
Bohm,512,40,2,9591.5,9551.9,9562.6
Bohm,512,50,2,9519.9,9572.9,9558.4
Bohm,512,60,2,9548.4,9528.4,9548.4
Bohm,512,70,2,9608.7,9587.8,9556.6
Bohm,512,80,2,9602.2,9601.5,9619.7
Bohm,512,90,2,9652.3,9672.0,9641.9
Bohm,512,100,2,9623.4,9618.0,9605.2
Bohm,1024,0,2,-1.0,-1.0,-1.0
Bohm,1024,10,2,-1.0,-1.0,-1.0
Bohm,1024,20,2,-1.0,-1.0,-1.0
Bohm,1024,30,2,-1.0,-1.0,-1.0
Bohm,1024,40,2,-1.0,-1.0,-1.0
Bohm,1024,50,2,-1.0,-1.0,-1.0
Bohm,1024,60,2,-1.0,-1.0,-1.0
Bohm,1024,70,2,-1.0,-1.0,-1.0
Bohm,1024,80,2,-1.0,-1.0,-1.0
Bohm,1024,90,2,-1.0,-1.0,-1.0
Bohm,1024,100,2,-1.0,-1.0,-1.0
Bohm,1,0,4,14139.3,14134.6,14134.6
Bohm,1,10,4,14146.5,14137.7,14134.6
Bohm,1,20,4,14144.7,14134.6,14145.5
Bohm,1,30,4,14134.6,14150.8,14134.6
Bohm,1,40,4,14170.7,14116.3,14143.3
Bohm,1,50,4,14134.6,14147.3,14085.1
Bohm,1,60,4,14150.7,14132.2,14134.6
Bohm,1,70,4,14134.6,14152.1,14135.4
Bohm,1,80,4,14134.6,14098.5,14134.6
Bohm,1,90,4,14172.5,14145.0,14085.1
Bohm,1,100,4,14145.2,14139.1,14144.2
Bohm,2,0,4,15814.7,15798.5,15771.6
Bohm,2,10,4,15820.0,15824.5,15838.4
Bohm,2,20,4,15775.9,15767.0,15767.0
Bohm,2,30,4,15761.1,15774.3,15760.8
Bohm,2,40,4,15824.3,15788.3,15824.3
Bohm,2,50,4,15828.0,15840.9,15788.6
Bohm,2,60,4,15782.8,15776.9,15779.7
Bohm,2,70,4,15741.9,15764.1,15772.1
Bohm,2,80,4,15756.9,15746.4,15761.0
Bohm,2,90,4,15769.7,15769.7,15769.7
Bohm,2,100,4,15775.7,15797.1,15769.9
Bohm,4,0,4,16914.9,16914.9,16865.1
Bohm,4,10,4,17013.4,16963.5,16972.4
Bohm,4,20,4,16862.6,16862.6,16888.4
Bohm,4,30,4,16927.1,16916.5,16924.4
Bohm,4,40,4,16927.7,16967.2,16963.5
Bohm,4,50,4,16926.7,16903.8,16935.4
Bohm,4,60,4,16916.7,16951.0,16911.3
Bohm,4,70,4,16892.3,16885.4,16864.7
Bohm,4,80,4,16903.3,16929.0,16906.1
Bohm,4,90,4,16933.8,16937.4,16925.6
Bohm,4,100,4,16899.2,16913.7,16864.7
Bohm,8,0,4,17254.5,17221.5,17215.4
Bohm,8,10,4,17263.3,17282.0,17263.5
Bohm,8,20,4,17237.0,17208.1,17252.1
Bohm,8,30,4,17284.5,17268.1,17298.1
Bohm,8,40,4,17248.7,17268.1,17234.2
Bohm,8,50,4,17226.6,17228.5,17248.9
Bohm,8,60,4,17218.0,17197.4,17207.9
Bohm,8,70,4,17266.6,17283.6,17274.3
Bohm,8,80,4,17267.5,17271.1,17265.2
Bohm,8,90,4,17262.1,17276.2,17244.0
Bohm,8,100,4,17261.6,17281.2,17256.3
Bohm,16,0,4,17464.8,17473.4,17474.5
Bohm,16,10,4,17516.9,17502.1,17512.6
Bohm,16,20,4,17477.2,17483.0,17489.9
Bohm,16,30,4,17528.7,17517.9,17513.1
Bohm,16,40,4,17546.9,17547.1,17510.0
Bohm,16,50,4,17511.2,17509.9,17461.5
Bohm,16,60,4,17475.4,17458.3,17487.9
Bohm,16,70,4,17481.9,17462.8,17482.7
Bohm,16,80,4,17501.3,17514.9,17524.8
Bohm,16,90,4,17517.0,17501.2,17466.1
Bohm,16,100,4,17528.2,17514.8,17536.6
Bohm,32,0,4,17611.4,17628.7,17661.1
Bohm,32,10,4,17700.7,17704.1,17728.2
Bohm,32,20,4,17617.8,17639.7,17673.4
Bohm,32,30,4,17689.2,17680.4,17702.1
Bohm,32,40,4,17710.2,17702.3,17700.7
Bohm,32,50,4,17680.7,17690.8,17644.2
Bohm,32,60,4,17669.0,17657.2,17678.2
Bohm,32,70,4,17674.5,17699.1,17662.8
Bohm,32,80,4,17614.1,17629.0,17613.8
Bohm,32,90,4,17651.2,17647.1,17642.5
Bohm,32,100,4,17666.5,17677.8,17706.9
Bohm,64,0,4,17763.7,17805.1,17765.9
Bohm,64,10,4,17838.4,17839.0,17850.9
Bohm,64,20,4,17805.2,17778.0,17756.0
Bohm,64,30,4,17790.6,17789.1,17814.7
Bohm,64,40,4,17858.2,17829.9,17834.7
Bohm,64,50,4,17803.9,17803.4,17806.8
Bohm,64,60,4,17789.4,17816.4,17805.0
Bohm,64,70,4,17786.4,17815.3,17810.5
Bohm,64,80,4,17830.8,17812.8,17838.6
Bohm,64,90,4,17861.0,17823.2,17811.2
Bohm,64,100,4,17814.6,17851.9,17837.5
Bohm,128,0,4,17859.7,17865.1,17859.6
Bohm,128,10,4,17930.3,17912.7,17947.4
Bohm,128,20,4,17856.6,17855.5,17855.5
Bohm,128,30,4,17932.4,17961.5,17912.0
Bohm,128,40,4,17898.9,17909.3,17894.2
Bohm,128,50,4,17904.3,17822.1,17861.6
Bohm,128,60,4,17905.2,17940.5,17905.3
Bohm,128,70,4,17908.9,17903.8,17909.2
Bohm,128,80,4,17916.1,17939.0,17927.1
Bohm,128,90,4,17968.2,17958.0,17984.8
Bohm,128,100,4,17960.7,17926.1,17924.6
Bohm,256,0,4,17929.9,17916.5,17913.8
Bohm,256,10,4,17988.2,18024.6,17999.3
Bohm,256,20,4,17955.6,17955.6,17908.4
Bohm,256,30,4,17976.0,17998.2,17966.4
Bohm,256,40,4,17942.4,17949.4,17948.4
Bohm,256,50,4,17862.5,17912.1,17882.0
Bohm,256,60,4,17971.9,17956.1,17954.5
Bohm,256,70,4,17862.8,17886.9,17937.2
Bohm,256,80,4,17931.6,17984.0,17953.6
Bohm,256,90,4,18007.1,18029.2,17997.4
Bohm,256,100,4,17991.4,18001.7,17941.0
Bohm,512,0,4,17926.3,17969.2,17929.8
Bohm,512,10,4,18049.7,18042.9,18010.6
Bohm,512,20,4,17936.4,17932.6,17955.4
Bohm,512,30,4,18061.9,18061.9,18059.3
Bohm,512,40,4,17957.7,17929.5,18007.5
Bohm,512,50,4,17910.8,17933.6,17941.8
Bohm,512,60,4,18102.9,18003.4,18003.4
Bohm,512,70,4,17971.2,17974.7,17962.0
Bohm,512,80,4,17945.0,17957.4,17955.6
Bohm,512,90,4,18037.4,18029.0,18035.8
Bohm,512,100,4,17992.8,18039.1,18003.7
Bohm,1024,0,4,-1.0,-1.0,-1.0
Bohm,1024,10,4,-1.0,-1.0,-1.0
Bohm,1024,20,4,-1.0,-1.0,-1.0
Bohm,1024,30,4,-1.0,-1.0,-1.0
Bohm,1024,40,4,-1.0,-1.0,-1.0
Bohm,1024,50,4,-1.0,-1.0,-1.0
Bohm,1024,60,4,-1.0,-1.0,-1.0
Bohm,1024,70,4,-1.0,-1.0,-1.0
Bohm,1024,80,4,-1.0,-1.0,-1.0
Bohm,1024,90,4,-1.0,-1.0,-1.0
Bohm,1024,100,4,-1.0,-1.0,-1.0
Bohm,1,0,8,21881.2,21809.6,21881.1
Bohm,1,10,8,21817.8,21749.1,21870.0
Bohm,1,20,8,21848.1,21868.5,21822.7
Bohm,1,30,8,21839.1,21848.4,21836.5
Bohm,1,40,8,21848.2,21802.4,21822.9
Bohm,1,50,8,21848.2,21816.2,21699.7
Bohm,1,60,8,21716.5,21798.4,21798.5
Bohm,1,70,8,21848.1,21882.8,21867.0
Bohm,1,80,8,21820.4,21798.5,21844.9
Bohm,1,90,8,21871.1,21710.2,21879.3
Bohm,1,100,8,21748.8,21809.9,21816.0
Bohm,2,0,8,26268.9,26219.5,26219.2
Bohm,2,10,8,26257.2,26249.1,26295.3
Bohm,2,20,8,26316.4,26229.3,26246.8
Bohm,2,30,8,26290.3,26297.9,26320.8
Bohm,2,40,8,26261.0,26336.3,26311.9
Bohm,2,50,8,26253.5,26177.3,26238.2
Bohm,2,60,8,26239.0,26173.2,26160.7
Bohm,2,70,8,26168.9,26247.6,26168.9
Bohm,2,80,8,26196.7,26211.6,26241.7
Bohm,2,90,8,26268.2,26269.1,26248.0
Bohm,2,100,8,26202.4,26256.3,26169.6
Bohm,4,0,8,29294.6,29304.4,29289.0
Bohm,4,10,8,29324.7,29405.0,29274.3
Bohm,4,20,8,29305.8,29272.5,29266.0
Bohm,4,30,8,29314.0,29268.9,29319.3
Bohm,4,40,8,29272.7,29303.1,29352.6
Bohm,4,50,8,29414.6,29301.8,29319.0
Bohm,4,60,8,29261.7,29252.5,29266.8
Bohm,4,70,8,29262.0,29248.7,29265.4
Bohm,4,80,8,29299.6,29279.4,29299.6
Bohm,4,90,8,29196.3,29196.4,29251.9
Bohm,4,100,8,29335.2,29317.5,29335.1
Bohm,8,0,8,31437.5,31343.4,31423.7
Bohm,8,10,8,31502.2,31444.4,31576.0
Bohm,8,20,8,31485.7,31477.2,31482.1
Bohm,8,30,8,31453.3,31445.8,31445.9
Bohm,8,40,8,31409.8,31409.6,31446.0
Bohm,8,50,8,31396.3,31463.4,31423.5
Bohm,8,60,8,31369.3,31344.5,31429.0
Bohm,8,70,8,31467.4,31445.0,31467.1
Bohm,8,80,8,31446.0,31383.5,31475.1
Bohm,8,90,8,31452.7,31456.4,31445.1
Bohm,8,100,8,31450.6,31444.2,31437.4
Bohm,16,0,8,31954.7,32010.8,32027.9
Bohm,16,10,8,32025.8,32042.6,32062.2
Bohm,16,20,8,32133.4,32076.9,32074.0
Bohm,16,30,8,32052.2,32042.4,32073.3
Bohm,16,40,8,32099.1,32094.0,32005.5
Bohm,16,50,8,32046.8,32037.8,32096.8
Bohm,16,60,8,32082.8,32074.7,32035.8
Bohm,16,70,8,32019.2,31997.7,32039.1
Bohm,16,80,8,32042.1,32036.4,32027.4
Bohm,16,90,8,32157.0,32049.2,32070.4
Bohm,16,100,8,32086.1,32059.9,32078.9
Bohm,32,0,8,32541.2,32538.1,32567.0
Bohm,32,10,8,32664.6,32674.5,32645.3
Bohm,32,20,8,32524.8,32571.4,32583.7
Bohm,32,30,8,32548.9,32730.1,32630.3
Bohm,32,40,8,32634.4,32595.5,32610.7
Bohm,32,50,8,32634.4,32628.3,32636.4
Bohm,32,60,8,32512.6,32490.7,32497.5
Bohm,32,70,8,32592.4,32604.4,32624.9
Bohm,32,80,8,32528.9,32495.0,32537.1
Bohm,32,90,8,32586.2,32615.7,32486.9
Bohm,32,100,8,32554.6,32516.0,32458.9
Bohm,64,0,8,32941.4,32938.3,32933.9
Bohm,64,10,8,33050.0,33007.5,33078.0
Bohm,64,20,8,32977.4,32929.3,32992.8
Bohm,64,30,8,32980.4,32980.4,32980.4
Bohm,64,40,8,33034.9,32993.1,32984.9
Bohm,64,50,8,32985.4,33055.5,32918.3
Bohm,64,60,8,32954.4,32953.2,32971.4
Bohm,64,70,8,32973.2,32968.8,32943.3
Bohm,64,80,8,33011.3,33015.3,33084.7
Bohm,64,90,8,33008.3,33008.7,32955.5
Bohm,64,100,8,32971.4,32948.5,32929.2
Bohm,128,0,8,33232.4,33133.2,33232.4
Bohm,128,10,8,33365.2,33288.3,33292.8
Bohm,128,20,8,33275.6,33239.9,33265.3
Bohm,128,30,8,33231.5,33280.6,33280.7
Bohm,128,40,8,33297.9,33285.9,33285.1
Bohm,128,50,8,33207.2,33236.2,33136.6
Bohm,128,60,8,33284.2,33201.5,33274.9
Bohm,128,70,8,33188.8,33185.3,33179.9
Bohm,128,80,8,33213.9,33280.4,33242.4
Bohm,128,90,8,33313.6,33326.0,33282.7
Bohm,128,100,8,33308.4,33281.9,33264.7
Bohm,256,0,8,33364.3,33431.7,33332.0
Bohm,256,10,8,33467.3,33582.9,33482.9
Bohm,256,20,8,33489.3,33456.0,33413.7
Bohm,256,30,8,33474.1,33361.3,33480.0
Bohm,256,40,8,33411.5,33455.7,33469.3
Bohm,256,50,8,33385.4,33435.0,33437.0
Bohm,256,60,8,33422.8,33433.8,33422.8
Bohm,256,70,8,33386.5,33369.3,33428.3
Bohm,256,80,8,33482.7,33459.7,33451.8
Bohm,256,90,8,33484.6,33480.5,33530.2
Bohm,256,100,8,33471.6,33430.0,33330.7
Bohm,512,0,8,33472.0,33455.1,33465.7
Bohm,512,10,8,33633.1,33583.4,33630.8
Bohm,512,20,8,33520.0,33523.6,33625.8
Bohm,512,30,8,33542.0,33538.7,33530.5
Bohm,512,40,8,33495.5,33509.4,33549.6
Bohm,512,50,8,33428.3,33436.4,33417.1
Bohm,512,60,8,33554.2,33449.6,33668.9
Bohm,512,70,8,33435.6,33506.2,33535.5
Bohm,512,80,8,33552.7,33497.8,33527.4
Bohm,512,90,8,33528.4,33561.2,33483.5
Bohm,512,100,8,33578.9,33453.9,33377.9
Bohm,1024,0,8,-1.0,-1.0,-1.0
Bohm,1024,10,8,-1.0,-1.0,-1.0
Bohm,1024,20,8,-1.0,-1.0,-1.0
Bohm,1024,30,8,-1.0,-1.0,-1.0
Bohm,1024,40,8,-1.0,-1.0,-1.0
Bohm,1024,50,8,-1.0,-1.0,-1.0
Bohm,1024,60,8,-1.0,-1.0,-1.0
Bohm,1024,70,8,-1.0,-1.0,-1.0
Bohm,1024,80,8,-1.0,-1.0,-1.0
Bohm,1024,90,8,-1.0,-1.0,-1.0
Bohm,1024,100,8,-1.0,-1.0,-1.0
Bohm,1,0,12,28610.4,28799.9,28770.8
Bohm,1,10,12,28786.5,28811.6,28807.0
Bohm,1,20,12,28582.9,28794.0,28569.7
Bohm,1,30,12,28761.7,28836.8,28764.0
Bohm,1,40,12,28776.8,28612.8,28817.7
Bohm,1,50,12,28770.5,28811.7,28769.2
Bohm,1,60,12,28866.0,28861.0,28780.9
Bohm,1,70,12,28762.2,28647.2,28569.4
Bohm,1,80,12,28863.2,28811.7,28771.7
Bohm,1,90,12,28772.9,28811.6,28841.8
Bohm,1,100,12,28813.5,28810.5,28761.7
Bohm,2,0,12,35255.9,35368.6,35082.9
Bohm,2,10,12,35266.2,35280.8,35287.5
Bohm,2,20,12,35027.6,35228.1,35177.2
Bohm,2,30,12,35172.6,35222.5,35286.2
Bohm,2,40,12,35222.9,35314.0,35279.9
Bohm,2,50,12,35238.6,35173.5,35273.2
Bohm,2,60,12,35181.3,35261.3,35188.7
Bohm,2,70,12,35248.9,35139.6,35223.0
