alg,WH,Distributed,threads,tput_1,tput_2,tput_3
Bohm,2,80,12,35267.5,35255.3,35267.6
Bohm,2,90,12,35216.5,35249.6,35226.8
Bohm,2,100,12,35278.8,35229.2,35295.5
Bohm,4,0,12,39638.2,39679.6,39661.3
Bohm,4,10,12,39625.1,39618.9,39648.3
Bohm,4,20,12,39651.0,39718.8,39651.0
Bohm,4,30,12,39623.7,39652.7,39649.6
Bohm,4,40,12,39591.7,39634.0,39606.3
Bohm,4,50,12,39652.5,39505.9,39590.7
Bohm,4,60,12,39506.8,39552.0,39648.7
Bohm,4,70,12,39555.1,39535.7,39593.6
Bohm,4,80,12,39592.5,39595.9,39611.3
Bohm,4,90,12,39581.9,39559.6,39562.6
Bohm,4,100,12,39603.8,39567.7,39703.4
Bohm,8,0,12,42724.6,42903.6,42883.8
Bohm,8,10,12,42880.0,42920.3,42882.7
Bohm,8,20,12,42932.2,42875.9,42953.4
Bohm,8,30,12,42884.0,42729.4,42879.8
Bohm,8,40,12,42686.6,42711.9,42794.5
Bohm,8,50,12,42839.4,42789.9,42851.6
Bohm,8,60,12,42805.1,42789.4,42876.9
Bohm,8,70,12,42917.2,42844.0,42944.8
Bohm,8,80,12,42836.8,42836.6,42887.8
Bohm,8,90,12,42876.1,42845.3,42923.1
Bohm,8,100,12,42831.6,42851.3,42859.0
Bohm,16,0,12,44149.4,44077.5,44091.3
Bohm,16,10,12,44028.1,44062.5,44027.7
Bohm,16,20,12,44074.7,44106.6,44120.8
Bohm,16,30,12,44059.8,44109.0,44099.2
Bohm,16,40,12,44080.3,44088.1,44129.5
Bohm,16,50,12,44106.2,44130.2,44044.0
Bohm,16,60,12,44078.6,44141.9,44127.5
Bohm,16,70,12,43939.2,44062.3,44079.3
Bohm,16,80,12,44114.8,44121.8,44076.6
Bohm,16,90,12,44059.3,44061.8,44050.7
Bohm,16,100,12,44072.7,44079.9,44114.8
Bohm,32,0,12,45520.7,45387.9,45383.8
Bohm,32,10,12,45472.9,45431.1,45396.4
Bohm,32,20,12,45466.8,45345.4,45466.7
Bohm,32,30,12,45400.6,45377.2,45467.8
Bohm,32,40,12,45426.3,45490.7,45427.8
Bohm,32,50,12,45464.0,45505.8,45423.5
Bohm,32,60,12,45373.3,45373.3,45397.2
Bohm,32,70,12,45518.4,45483.4,45469.9
Bohm,32,80,12,45491.8,45476.6,45333.0
Bohm,32,90,12,45468.7,45470.2,45369.9
Bohm,32,100,12,45511.4,45402.5,45511.4
Bohm,64,0,12,46216.8,46167.1,46216.9
Bohm,64,10,12,46245.3,46228.5,46233.5
Bohm,64,20,12,46234.3,46160.9,46202.9
Bohm,64,30,12,46117.5,46036.8,46118.2
Bohm,64,40,12,46085.7,46170.4,46048.4
Bohm,64,50,12,46225.1,46136.6,46129.0
Bohm,64,60,12,46057.2,46034.7,46068.4
Bohm,64,70,12,46075.8,46061.2,45996.6
Bohm,64,80,12,46098.5,46145.3,45991.3
Bohm,64,90,12,46227.3,46142.9,46211.3
Bohm,64,100,12,46139.8,46127.8,46061.6
Bohm,128,0,12,46841.9,46465.3,46750.6
Bohm,128,10,12,46698.4,46767.4,46779.2
Bohm,128,20,12,46885.8,46758.6,46695.3
Bohm,128,30,12,46665.1,46764.5,46736.7
Bohm,128,40,12,46732.6,46774.7,46799.1
Bohm,128,50,12,46621.0,46674.5,46558.3
Bohm,128,60,12,46562.9,46736.0,46739.5
Bohm,128,70,12,46626.2,46747.3,46669.1
Bohm,128,80,12,46707.4,46899.2,46906.8
Bohm,128,90,12,46615.1,46664.9,46814.7
Bohm,128,100,12,46917.9,46750.0,46751.0
Bohm,256,0,12,47136.1,47162.8,47019.1
Bohm,256,10,12,47066.2,46966.7,47141.6
Bohm,256,20,12,47150.4,47208.0,46809.6
Bohm,256,30,12,46927.3,46775.6,47063.3
Bohm,256,40,12,47077.6,46990.4,46942.2
Bohm,256,50,12,46919.0,47061.3,46968.8
Bohm,256,60,12,47040.0,46959.8,46935.8
Bohm,256,70,12,46806.3,46798.7,46987.4
Bohm,256,80,12,46938.5,47005.5,46975.5
Bohm,256,90,12,47151.4,47134.0,46962.9
Bohm,256,100,12,46978.1,46964.1,47120.9
Bohm,512,0,12,47295.0,47246.9,47064.0
Bohm,512,10,12,47215.8,47297.2,47215.4
Bohm,512,20,12,47475.5,47407.7,47160.8
Bohm,512,30,12,47070.2,47136.0,47003.7
Bohm,512,40,12,47187.5,47262.3,47014.9
Bohm,512,50,12,47174.2,46919.0,47226.4
Bohm,512,60,12,47160.4,47231.2,46931.9
Bohm,512,70,12,47214.5,47185.9,47166.2
Bohm,512,80,12,47373.4,47172.5,47105.6
Bohm,512,90,12,47198.4,47200.5,47360.1
Bohm,512,100,12,47129.0,47185.8,47123.7
Bohm,1024,0,12,-1.0,-1.0,-1.0
Bohm,1024,10,12,-1.0,-1.0,-1.0
Bohm,1024,20,12,-1.0,-1.0,-1.0
Bohm,1024,30,12,-1.0,-1.0,-1.0
Bohm,1024,40,12,-1.0,-1.0,-1.0
Bohm,1024,50,12,-1.0,-1.0,-1.0
Bohm,1024,60,12,-1.0,-1.0,-1.0
Bohm,1024,70,12,-1.0,-1.0,-1.0
Bohm,1024,80,12,-1.0,-1.0,-1.0
Bohm,1024,90,12,-1.0,-1.0,-1.0
Bohm,1024,100,12,-1.0,-1.0,-1.0
Pwv,1,0,1,54571.5,60292.4,54671.8
Pwv,1,10,1,24578.1,27562.9,55117.6
Pwv,1,20,1,56663.2,47111.8,34023.0
Pwv,1,30,1,54870.2,48352.6,52916.8
Pwv,1,40,1,55465.3,54672.1,46326.9
Pwv,1,50,1,45220.3,24874.9,20646.2
Pwv,1,60,1,47459.5,35516.3,57953.8
Pwv,1,70,1,59645.3,36862.4,60597.6
Pwv,1,80,1,49498.2,44721.8,36564.9
Pwv,1,90,1,53973.9,52727.9,56002.9
Pwv,1,100,1,58599.4,52232.9,54970.2
Pwv,2,0,1,49425.8,27118.2,51696.9
Pwv,2,10,1,48655.5,49104.6,53064.3
Pwv,2,20,1,55920.2,38157.9,49203.4
Pwv,2,30,1,24873.4,52936.4,18581.3
Pwv,2,40,1,42084.6,50045.1,50555.9
Pwv,2,50,1,50301.6,49902.8,32244.0
Pwv,2,60,1,51690.5,51293.1,18655.3
Pwv,2,70,1,29114.5,48118.4,44223.7
Pwv,2,80,1,47765.9,50003.8,54132.6
Pwv,2,90,1,51739.2,52141.6,37761.0
Pwv,2,100,1,50896.0,48165.2,25502.6
Pwv,4,0,1,43022.9,55725.4,20100.9
Pwv,4,10,1,51007.4,45492.7,22779.4
Pwv,4,20,1,48699.0,44966.7,45714.1
Pwv,4,30,1,46417.4,55303.2,49602.9
Pwv,4,40,1,47539.2,48362.6,49258.6
Pwv,4,50,1,47276.8,50606.0,49500.1
Pwv,4,60,1,49646.8,49498.1,53856.9
Pwv,4,70,1,45015.7,54665.4,49464.6
Pwv,4,80,1,48266.6,44151.5,46074.3
Pwv,4,90,1,47320.9,48963.6,48362.3
Pwv,4,100,1,49541.1,45662.9,45464.0
Pwv,8,0,1,43538.7,40536.5,18680.4
Pwv,8,10,1,51140.7,48253.3,43524.9
Pwv,8,20,1,46152.1,45968.5,49750.6
Pwv,8,30,1,44178.6,49302.8,25968.7
Pwv,8,40,1,45724.6,51250.0,47365.7
Pwv,8,50,1,50009.5,45035.9,48916.2
Pwv,8,60,1,45973.5,47911.9,44034.3
Pwv,8,70,1,27511.6,43782.1,44676.9
Pwv,8,80,1,49708.6,31200.3,42246.0
Pwv,8,90,1,44475.9,43828.8,38057.6
Pwv,8,100,1,21737.2,43779.7,43816.9
Pwv,16,0,1,18654.7,44118.3,45828.9
Pwv,16,10,1,44420.7,42531.3,41884.1
Pwv,16,20,1,48270.0,35918.0,25573.4
Pwv,16,30,1,43983.2,18590.9,48066.2
Pwv,16,40,1,39899.4,18709.6,43382.4
Pwv,16,50,1,27697.7,44083.9,49055.3
Pwv,16,60,1,38535.9,49801.3,43536.3
Pwv,16,70,1,39943.6,42681.2,36291.3
Pwv,16,80,1,41098.8,44376.0,44107.5
Pwv,16,90,1,43821.2,42936.6,40597.9
Pwv,16,100,1,35568.5,43080.8,49148.7
Pwv,32,0,1,18655.5,37865.3,18653.6
Pwv,32,10,1,38206.8,37559.5,38304.3
Pwv,32,20,1,33132.7,38056.8,43481.1
Pwv,32,30,1,44089.8,42087.2,37868.4
Pwv,32,40,1,18658.0,37957.9,42832.0
Pwv,32,50,1,18409.0,48511.9,46520.4
Pwv,32,60,1,41337.1,44357.8,39697.2
Pwv,32,70,1,37442.2,23181.3,41787.5
Pwv,32,80,1,34681.9,49673.2,48711.2
Pwv,32,90,1,16962.4,37460.6,47859.1
Pwv,32,100,1,18553.6,37910.6,43707.2
Pwv,64,0,1,40702.1,43340.1,37368.1
Pwv,64,10,1,37310.2,37522.2,43567.3
Pwv,64,20,1,44226.1,43727.9,41242.0
Pwv,64,30,1,42010.1,36223.6,37470.0
Pwv,64,40,1,39312.3,37758.6,37461.2
Pwv,64,50,1,37711.2,43534.3,37810.6
Pwv,64,60,1,21097.5,37863.3,37714.1
Pwv,64,70,1,37180.4,18653.8,18559.9
Pwv,64,80,1,37669.4,48775.6,44286.0
Pwv,64,90,1,38003.5,39001.0,37556.6
Pwv,64,100,1,37384.3,18694.9,43582.3
Pwv,128,0,1,37218.8,25840.7,37936.6
Pwv,128,10,1,37462.2,38752.9,37739.5
Pwv,128,20,1,31248.4,30910.2,23435.8
Pwv,128,30,1,34351.7,41594.9,37667.1
Pwv,128,40,1,18804.8,37562.9,42994.3
Pwv,128,50,1,31094.8,42690.8,18659.2
Pwv,128,60,1,24774.5,20271.2,37414.2
Pwv,128,70,1,47569.4,37412.6,19652.7
Pwv,128,80,1,34280.7,42389.3,37930.4
Pwv,128,90,1,18652.1,43884.7,42933.7
Pwv,128,100,1,43585.8,43483.9,37764.5
Pwv,256,0,1,37264.8,37368.0,18058.1
Pwv,256,10,1,38672.5,43925.6,43426.3
Pwv,256,20,1,37163.4,40136.8,38704.0
Pwv,256,30,1,41546.0,19405.5,33305.3
Pwv,256,40,1,37357.0,37406.5,39050.2
Pwv,256,50,1,37414.4,18708.7,40301.7
Pwv,256,60,1,12435.1,42143.0,29047.2
Pwv,256,70,1,41296.7,12537.4,31339.8
Pwv,256,80,1,38527.8,37166.0,28410.5
Pwv,256,90,1,37078.3,37407.9,18555.2
Pwv,256,100,1,18058.6,37142.5,42491.2
Pwv,512,0,1,46035.7,43198.3,38025.5
Pwv,512,10,1,41147.2,31691.8,35966.2
Pwv,512,20,1,37253.4,37549.6,18661.3
Pwv,512,30,1,18421.5,37118.4,37353.7
Pwv,512,40,1,38302.0,18803.7,19800.6
Pwv,512,50,1,37761.3,34932.3,42885.5
Pwv,512,60,1,37515.8,39530.5,38661.7
Pwv,512,70,1,36466.8,35421.4,17811.2
Pwv,512,80,1,37315.4,41446.4,30215.0
Pwv,512,90,1,42637.4,25357.2,18603.9
Pwv,512,100,1,36269.1,37516.2,39721.4
Pwv,1024,0,1,28012.1,37913.1,37965.4
Pwv,1024,10,1,37277.4,37729.6,23145.9
Pwv,1024,20,1,37245.1,37022.7,28111.8
Pwv,1024,30,1,33335.6,35824.2,21941.3
Pwv,1024,40,1,31740.0,40815.8,36964.1
Pwv,1024,50,1,39800.2,37341.5,28094.5
Pwv,1024,60,1,38958.0,42291.6,38611.8
Pwv,1024,70,1,22737.7,30626.2,32853.2
Pwv,1024,80,1,36925.9,37567.2,34581.9
Pwv,1024,90,1,27561.0,26813.2,36162.6
Pwv,1024,100,1,27578.7,29058.0,37013.7
Pwv,1,0,2,25275.5,20950.2,34428.7
Pwv,1,10,2,45673.7,32038.1,37319.3
Pwv,1,20,2,24782.0,25126.4,23784.0
Pwv,1,30,2,20198.4,37357.5,24879.3
Pwv,1,40,2,24829.2,19256.3,53932.7
Pwv,1,50,2,23536.9,37316.8,22863.0
Pwv,1,60,2,24778.9,22542.2,18657.7
Pwv,1,70,2,21494.5,19141.4,36969.5
Pwv,1,80,2,43337.2,20695.5,20199.1
Pwv,1,90,2,24879.0,19705.2,18657.3
Pwv,1,100,2,36453.2,45576.4,43187.2
Pwv,2,0,2,24576.8,18662.1,21440.8
Pwv,2,10,2,31391.6,76155.2,45660.7
Pwv,2,20,2,41945.1,20101.8,24778.2
Pwv,2,30,2,30052.4,43082.9,26167.7
Pwv,2,40,2,24724.7,23983.5,24725.3
Pwv,2,50,2,97449.2,62286.7,32295.1
Pwv,2,60,2,38240.0,28703.5,69060.4
Pwv,2,70,2,27311.6,52991.8,21588.4
Pwv,2,80,2,15323.5,18652.6,38856.8
Pwv,2,90,2,21807.2,24724.5,24525.3
Pwv,2,100,2,23432.0,17263.2,42157.3
Pwv,4,0,2,19602.9,32189.3,30965.1
Pwv,4,10,2,12500.3,50829.0,16067.8
Pwv,4,20,2,15173.0,75316.4,18360.6
Pwv,4,30,2,25471.0,28287.6,31252.5
Pwv,4,40,2,26322.1,74486.0,24879.2
Pwv,4,50,2,24723.9,22235.5,71293.2
Pwv,4,60,2,92924.4,73031.3,18903.2
Pwv,4,70,2,21835.5,24777.1,22886.5
Pwv,4,80,2,30947.9,30699.5,62593.7
Pwv,4,90,2,13982.9,23284.1,17313.8
Pwv,4,100,2,34674.6,26270.0,70117.2
Pwv,8,0,2,23537.2,24881.2,31047.5
Pwv,8,10,2,31116.9,74660.2,70631.5
Pwv,8,20,2,19353.8,24820.2,30056.7
Pwv,8,30,2,29997.4,14234.5,24773.4
Pwv,8,40,2,24481.4,27865.6,71292.6
Pwv,8,50,2,28953.3,18110.5,12393.1
Pwv,8,60,2,71984.2,26322.2,24877.7
Pwv,8,70,2,15773.8,69014.9,24972.8
Pwv,8,80,2,24163.6,23123.1,54580.4
Pwv,8,90,2,24880.4,30298.6,26317.9
Pwv,8,100,2,29154.2,24973.2,55942.7
Pwv,16,0,2,23168.6,71446.6,30199.6
Pwv,16,10,2,26464.9,30742.0,24874.9
Pwv,16,20,2,24879.2,41975.7,24902.2
Pwv,16,30,2,12437.7,24480.4,67304.7
Pwv,16,40,2,14627.7,24381.3,24780.0
Pwv,16,50,2,59602.3,23752.7,33333.8
Pwv,16,60,2,16169.1,12438.6,24879.3
Pwv,16,70,2,24875.6,36467.4,33218.7
Pwv,16,80,2,23479.9,31736.1,62291.4
Pwv,16,90,2,48259.2,25637.7,64984.9
Pwv,16,100,2,23533.2,35076.9,15675.9
Pwv,32,0,2,21248.0,35377.1,31989.4
Pwv,32,10,2,34585.1,18709.4,26220.2
Pwv,32,20,2,25773.2,36110.1,62979.0
Pwv,32,30,2,25125.9,22659.6,31593.5
Pwv,32,40,2,13682.4,63196.7,24280.9
Pwv,32,50,2,35527.5,23944.5,62177.2
Pwv,32,60,2,24579.9,20452.2,15491.0
Pwv,32,70,2,15322.7,61786.4,19889.8
Pwv,32,80,2,12437.4,38905.4,24875.0
Pwv,32,90,2,15420.2,16216.2,16969.5
Pwv,32,100,2,24427.0,24823.6,24675.3
Pwv,64,0,2,24344.9,24829.0,26395.6
Pwv,64,10,2,62850.9,16802.8,24875.1
Pwv,64,20,2,24725.5,12436.5,24774.7
Pwv,64,30,2,24892.7,24077.4,20595.6
Pwv,64,40,2,45978.8,42135.8,12435.7
Pwv,64,50,2,14531.8,23387.1,24894.4
Pwv,64,60,2,24750.0,15130.0,24432.8
Pwv,64,70,2,13883.6,71252.8,50806.3
Pwv,64,80,2,23979.4,20398.4,21788.9
Pwv,64,90,2,60486.2,24874.9,23627.4
Pwv,64,100,2,31788.5,51816.8,24374.6
Pwv,128,0,2,18981.9,24784.5,58451.8
Pwv,128,10,2,23233.3,21246.0,14435.7
Pwv,128,20,2,38958.6,24724.9,24625.5
Pwv,128,30,2,34301.7,23232.3,26315.9
Pwv,128,40,2,23633.7,32486.2,24828.6
Pwv,128,50,2,24710.5,28712.5,28692.6
Pwv,128,60,2,20299.4,19203.7,24873.3
Pwv,128,70,2,24826.9,24673.6,42136.6
Pwv,128,80,2,24874.3,20099.8,23731.1
Pwv,128,90,2,37906.8,19751.6,19049.9
Pwv,128,100,2,57959.3,22673.4,20296.4
Pwv,256,0,2,24880.8,24830.9,24803.4
Pwv,256,10,2,61984.2,24763.6,24819.9
Pwv,256,20,2,31042.2,20297.7,24873.5
Pwv,256,30,2,61294.7,13996.0,24030.3
Pwv,256,40,2,24456.2,29904.8,23633.8
Pwv,256,50,2,24680.4,24378.2,59189.8
Pwv,256,60,2,61163.4,32540.0,68548.0
Pwv,256,70,2,30903.0,24924.3,24873.4
Pwv,256,80,2,29149.8,28692.1,24824.4
Pwv,256,90,2,22637.1,57257.9,26569.4
Pwv,256,100,2,34228.5,13133.9,23430.1
Pwv,512,0,2,18810.3,24333.8,24856.2
Pwv,512,10,2,22978.5,24727.6,62174.9
Pwv,512,20,2,24715.9,24772.6,21894.0
Pwv,512,30,2,23981.9,20747.4,24775.2
Pwv,512,40,2,24031.9,50004.4,45370.4
Pwv,512,50,2,23286.2,43132.2,21447.1
Pwv,512,60,2,18062.4,22141.2,21597.1
Pwv,512,70,2,24774.6,17810.2,12436.3
Pwv,512,80,2,16863.5,59356.9,22038.9
Pwv,512,90,2,20643.6,26019.8,13371.5
Pwv,512,100,2,21390.6,29185.7,17911.2
Pwv,1024,0,2,24875.4,24878.4,24882.3
Pwv,1024,10,2,24871.4,24822.9,24879.5
Pwv,1024,20,2,24724.2,19053.5,19994.9
Pwv,1024,30,2,24777.0,14524.3,57460.7
Pwv,1024,40,2,63174.5,22860.8,24531.4
Pwv,1024,50,2,19258.0,19907.5,23485.9
Pwv,1024,60,2,20045.9,13378.3,24428.9
Pwv,1024,70,2,24729.1,29208.2,19259.0
Pwv,1024,80,2,51566.3,29802.9,12437.0
Pwv,1024,90,2,14593.1,17413.5,20943.9
Pwv,1024,100,2,22430.4,24697.8,25072.0
Pwv,1,0,4,39499.3,65624.8,37306.4
Pwv,1,10,4,40300.6,65925.2,73623.2
Pwv,1,20,4,39202.9,26417.1,37611.5
Pwv,1,30,4,41296.3,47466.4,64531.1
Pwv,1,40,4,59743.7,49548.2,36709.6
Pwv,1,50,4,48850.6,37209.4,54130.8
Pwv,1,60,4,60010.3,61992.3,32337.8
Pwv,1,70,4,36859.2,37325.1,52138.3
Pwv,1,80,4,34074.9,62140.7,37368.0
Pwv,1,90,4,74532.1,37309.9,37310.4
Pwv,1,100,4,64830.0,37309.7,31094.5
Pwv,2,0,4,36123.3,80496.4,63375.2
Pwv,2,10,4,24877.2,24873.5,24876.2
Pwv,2,20,4,24769.5,47852.2,37314.1
Pwv,2,30,4,24818.0,24866.7,111064.0
Pwv,2,40,4,35373.1,37319.1,24929.5
Pwv,2,50,4,58908.5,57759.1,49603.8
Pwv,2,60,4,24874.0,24874.3,24135.8
Pwv,2,70,4,25273.4,37218.2,24879.6
Pwv,2,80,4,48830.6,70592.1,24873.8
Pwv,2,90,4,24625.6,24776.1,26668.7
Pwv,2,100,4,84128.0,24525.6,61146.0
Pwv,4,0,4,31791.4,36304.3,37316.3
Pwv,4,10,4,12749.8,12887.8,107286.0
Pwv,4,20,4,7698.9,7712.5,51354.3
Pwv,4,30,4,72405.0,5480.3,5476.3
Pwv,4,40,4,97752.4,140213.0,4262.5
Pwv,4,50,4,12387.8,58365.4,3277.4
Pwv,4,60,4,65186.2,64990.8,2951.4
Pwv,4,70,4,70589.6,23718.2,140661.0
Pwv,4,80,4,2213.6,2274.9,147380.0
Pwv,4,90,4,141055.0,1950.1,33057.5
Pwv,4,100,4,145398.0,147112.0,144112.0
Pwv,8,0,4,32137.0,32625.2,142425.0
Pwv,8,10,4,145343.0,16332.4,14292.3
Pwv,8,20,4,8499.8,8778.6,38940.4
Pwv,8,30,4,54947.3,115175.0,8639.0
Pwv,8,40,4,32769.7,4831.6,4833.3
Pwv,8,50,4,94170.2,84575.5,86160.1
Pwv,8,60,4,165602.0,114570.0,153194.0
Pwv,8,70,4,149295.0,53079.8,2896.9
Pwv,8,80,4,85016.7,2564.9,2521.8
Pwv,8,90,4,2299.9,112612.0,123418.0
Pwv,8,100,4,85558.9,2025.1,113818.0
Pwv,16,0,4,63971.6,126056.0,37272.3
Pwv,16,10,4,14704.5,20232.7,14427.1
Pwv,16,20,4,44442.8,144797.0,9257.9
Pwv,16,30,4,6403.9,36203.8,78093.2
Pwv,16,40,4,96729.7,100538.0,60875.5
Pwv,16,50,4,4381.8,4204.2,4230.1
Pwv,16,60,4,4343.9,3622.8,3514.5
Pwv,16,70,4,3096.4,3063.0,88808.1
Pwv,16,80,4,104156.0,2730.8,2778.1
Pwv,16,90,4,116237.0,2484.2,47014.4
Pwv,16,100,4,4319.7,112188.0,2230.0
Pwv,32,0,4,136143.0,37319.7,37310.0
Pwv,32,10,4,14736.7,15104.2,82815.8
Pwv,32,20,4,96624.4,99310.4,20743.1
Pwv,32,30,4,6580.8,71627.7,6816.0
Pwv,32,40,4,93503.2,5209.7,67159.3
Pwv,32,50,4,4389.3,4275.3,84831.9
Pwv,32,60,4,3664.9,3709.9,3730.5
Pwv,32,70,4,3139.6,3291.7,44037.3
Pwv,32,80,4,54741.2,2812.1,48169.6
Pwv,32,90,4,2531.9,2647.0,2537.7
Pwv,32,100,4,55327.3,95912.2,2335.4
Pwv,64,0,4,133974.0,78302.6,47024.0
Pwv,64,10,4,14705.5,103784.0,78623.2
Pwv,64,20,4,97126.1,9434.0,84846.2
Pwv,64,30,4,6535.8,6807.3,6759.6
Pwv,64,40,4,21183.5,41354.6,5366.5
Pwv,64,50,4,107127.0,4408.1,105317.0
Pwv,64,60,4,101077.0,100090.0,79347.0
Pwv,64,70,4,3187.7,99387.7,49656.5
Pwv,64,80,4,2883.6,88442.5,2868.7
Pwv,64,90,4,2469.8,96268.6,2868.0
Pwv,64,100,4,2305.6,35076.5,2389.1
Pwv,128,0,4,37311.4,31093.5,37353.8
Pwv,128,10,4,14964.9,56091.3,15235.0
Pwv,128,20,4,43877.0,122183.0,9506.3
Pwv,128,30,4,39631.4,82744.7,6724.4
Pwv,128,40,4,5486.1,90246.6,5401.3
Pwv,128,50,4,4575.7,4457.9,31936.6
Pwv,128,60,4,3825.1,85711.0,101866.0
Pwv,128,70,4,40738.4,4684.2,26726.4
Pwv,128,80,4,71047.1,2877.7,2940.9
Pwv,128,90,4,23391.1,14554.3,2521.8
Pwv,128,100,4,2352.2,2374.2,2238.9
Pwv,256,0,4,121400.0,31090.8,50693.9
Pwv,256,10,4,15306.8,103401.0,14700.5
Pwv,256,20,4,97266.6,53946.1,11567.1
Pwv,256,30,4,78300.3,6870.5,6948.0
Pwv,256,40,4,104862.0,27920.0,5450.6
Pwv,256,50,4,67810.8,67050.1,62045.2
Pwv,256,60,4,3702.4,3848.5,51699.8
Pwv,256,70,4,3148.0,108104.0,3231.2
Pwv,256,80,4,2886.2,2957.6,82739.2
Pwv,256,90,4,111696.0,36377.6,2555.1
Pwv,256,100,4,2337.6,48892.1,90086.0
Pwv,512,0,4,37347.3,118572.0,67568.1
Pwv,512,10,4,14831.7,14387.7,60807.0
Pwv,512,20,4,9493.1,9426.4,9579.8
Pwv,512,30,4,6709.8,6962.7,32468.6
Pwv,512,40,4,5414.2,91231.3,5365.1
Pwv,512,50,4,66965.3,54351.3,98463.9
Pwv,512,60,4,3713.0,3840.9,3741.9
Pwv,512,70,4,44088.4,3167.8,84299.3
Pwv,512,80,4,86891.1,2972.3,30033.7
Pwv,512,90,4,79933.5,28056.0,17965.5
Pwv,512,100,4,63020.5,63283.4,73660.7
Pwv,1024,0,4,31099.2,37312.6,116957.0
Pwv,1024,10,4,15350.1,47372.9,47907.5
Pwv,1024,20,4,56505.4,9450.8,33427.3
Pwv,1024,30,4,31287.8,7145.0,88423.0
Pwv,1024,40,4,5094.2,99941.2,5285.9
Pwv,1024,50,4,4555.9,108209.0,4637.3
Pwv,1024,60,4,3836.1,53023.0,27548.5
Pwv,1024,70,4,3360.2,3321.7,46042.6
Pwv,1024,80,4,47205.5,2968.5,2843.4
Pwv,1024,90,4,85826.6,79698.0,7505.4
Pwv,1024,100,4,29312.1,2340.4,45056.0
Pwv,1,0,8,25623.6,36561.5,38507.7
Pwv,1,10,8,49663.2,44324.2,37309.3
Pwv,1,20,8,37336.7,37313.0,37309.4
Pwv,1,30,8,40940.7,37308.2,37308.4
Pwv,1,40,8,32268.9,31096.8,37123.6
Pwv,1,50,8,43593.7,50893.9,36213.6
Pwv,1,60,8,37321.1,25925.5,34923.9
Pwv,1,70,8,54376.9,45817.7,49900.0
Pwv,1,80,8,36884.0,32285.1,39696.1
Pwv,1,90,8,46614.9,52670.1,58756.7
Pwv,1,100,8,49651.0,62238.5,37314.4
Pwv,2,0,8,37314.0,37313.1,37711.9
Pwv,2,10,8,24480.7,37413.0,35375.6
Pwv,2,20,8,83276.4,31688.5,79395.8
Pwv,2,30,8,35478.6,58202.8,24183.8
Pwv,2,40,8,24876.5,49226.4,22728.7
Pwv,2,50,8,28161.5,21743.0,19091.7
Pwv,2,60,8,23830.1,37317.3,21691.4
Pwv,2,70,8,50684.6,22733.3,59696.2
Pwv,2,80,8,21598.4,38615.2,39201.9
Pwv,2,90,8,34111.5,21941.4,24876.5
Pwv,2,100,8,17107.4,26713.6,20953.9
Pwv,4,0,8,81073.7,31089.9,37314.4
Pwv,4,10,8,22636.0,106918.0,53305.9
Pwv,4,20,8,7953.7,14640.0,7761.6
Pwv,4,30,8,29246.1,5135.0,5380.4
Pwv,4,40,8,4191.1,36194.4,22742.1
Pwv,4,50,8,3429.1,3490.7,3516.5
Pwv,4,60,8,32538.3,2836.9,46438.7
Pwv,4,70,8,2553.2,46561.3,2571.5
Pwv,4,80,8,93308.0,32848.0,2230.2
Pwv,4,90,8,80666.4,2004.7,2020.0
Pwv,4,100,8,1774.1,1789.8,26358.6
Pwv,8,0,8,90606.6,84322.0,37312.5
Pwv,8,10,8,23193.9,100946.0,23349.3
Pwv,8,20,8,44973.7,43725.7,16726.9
Pwv,8,30,8,12155.2,25724.9,12288.6
Pwv,8,40,8,91910.4,10028.1,82703.1
Pwv,8,50,8,8614.6,8525.6,22146.9
Pwv,8,60,8,7314.3,7430.9,22911.9
Pwv,8,70,8,6712.6,14991.8,6594.7
Pwv,8,80,8,5931.4,114413.0,5832.3
Pwv,8,90,8,5328.5,5149.5,70702.8
Pwv,8,100,8,4853.2,4762.7,4853.3
Pwv,16,0,8,140156.0,120722.0,37317.3
Pwv,16,10,8,105336.0,24423.2,74081.7
Pwv,16,20,8,17369.3,68779.3,89814.8
Pwv,16,30,8,13290.0,13072.7,13061.2
Pwv,16,40,8,10640.2,109246.0,10640.5
Pwv,16,50,8,85893.9,25979.9,59496.0
Pwv,16,60,8,97350.0,7763.6,22676.7
Pwv,16,70,8,6766.4,8609.7,6998.2
Pwv,16,80,8,36960.9,6094.0,59357.2
Pwv,16,90,8,5610.2,5608.3,5507.6
Pwv,16,100,8,34627.2,43143.2,5083.7
Pwv,32,0,8,136667.0,125925.0,92884.9
Pwv,32,10,8,24030.9,24397.6,24123.2
Pwv,32,20,8,17547.9,67364.3,115473.0
Pwv,32,30,8,13790.6,57839.8,13827.7
Pwv,32,40,8,88538.6,10756.4,10964.2
Pwv,32,50,8,9534.4,72112.4,9940.8
Pwv,32,60,8,18405.0,8045.5,9789.0
Pwv,32,70,8,29123.5,7151.9,7038.1
Pwv,32,80,8,44056.3,74583.5,92953.2
Pwv,32,90,8,17614.0,96417.2,114234.0
Pwv,32,100,8,5413.5,5359.1,81551.4
Pwv,64,0,8,31092.4,35843.6,31095.4
Pwv,64,10,8,87902.6,24558.0,24168.2
Pwv,64,20,8,112925.0,17562.6,18031.2
Pwv,64,30,8,74528.6,14002.6,40056.0
