alg,trans,threads,warehouse,remote,tput_1,tput_2,tput_3
Silo,all,8,32,N/A,410982.0,377233.0,435126.0
Silo,all,8,64,N/A,400864.0,345843.0,423021.0
Silo,all,8,128,N/A,406677.0,348435.0,394422.0
Silo,all,8,256,N/A,386145.0,333550.0,363631.0
Silo,all,8,512,N/A,,,
Silo,all,16,1,N/A,212976.0,150363.0,209702.0
Silo,all,16,2,N/A,314848.0,207539.0,292595.0
Silo,all,16,4,N/A,443255.0,305650.0,459935.0
Silo,all,16,8,N/A,603452.0,414853.0,625884.0
Silo,all,16,16,N/A,753259.0,482495.0,755560.0
Silo,all,16,32,N/A,797607.0,504732.0,729080.0
Silo,all,16,64,N/A,794167.0,514764.0,769224.0
Silo,all,16,128,N/A,761597.0,521210.0,768628.0
Silo,all,16,256,N/A,731098.0,471845.0,734810.0
Silo,all,16,512,N/A,,,1177.19
Silo,all,28,1,N/A,239578.0,118019.0,
Silo,all,28,2,N/A,411797.0,170787.0,
Silo,all,28,4,N/A,572554.0,232519.0,
Silo,all,28,8,N/A,820570.0,,
Silo,all,28,16,N/A,1071890.0,,
Silo,all,28,32,N/A,1213080.0,,
Silo,all,28,64,N/A,1214390.0,,1297860.0
Silo,all,28,128,N/A,1291740.0,,1247360.0
Silo,all,28,256,N/A,1194700.0,,1215160.0
Silo,all,28,512,N/A,,,
Silo,new_order,1,1,0,74439.3,73008.3,74213.4
Silo,new_order,1,1,10,74200.2,73513.5,74099.3
Silo,new_order,1,1,20,74553.6,72317.1,74882.7
Silo,new_order,1,1,30,74890.3,70481.9,74812.0
Silo,new_order,1,1,40,74674.8,70789.7,74085.8
Silo,new_order,1,1,50,75043.0,70345.6,74243.6
Silo,new_order,1,1,60,66440.3,69283.4,73933.6
Silo,new_order,1,1,70,65749.5,70818.5,73637.2
Silo,new_order,1,1,80,65836.9,70112.1,73659.2
Silo,new_order,1,1,90,66643.8,69579.8,74366.7
Silo,new_order,1,1,100,68145.6,70069.1,73942.4
Silo,new_order,1,2,0,68834.3,64503.3,69492.9
Silo,new_order,1,2,10,68143.0,62964.5,67734.7
Silo,new_order,1,2,20,67528.0,63461.0,66966.4
Silo,new_order,1,2,30,66408.2,62776.8,65471.2
Silo,new_order,1,2,40,66350.7,61894.1,64618.5
Silo,new_order,1,2,50,66475.6,62298.0,64849.6
Silo,new_order,1,2,60,59066.2,62034.0,65326.8
Silo,new_order,1,2,70,58306.6,61729.8,66214.8
Silo,new_order,1,2,80,58914.1,62116.8,65443.4
Silo,new_order,1,2,90,57399.6,62134.3,65956.1
Silo,new_order,1,2,100,57933.9,63972.8,65374.3
Silo,new_order,1,4,0,65595.5,62561.9,64778.6
Silo,new_order,1,4,10,63862.3,60160.2,64548.3
Silo,new_order,1,4,20,63715.4,61520.6,63737.0
Silo,new_order,1,4,30,62907.5,61210.0,63686.1
Silo,new_order,1,4,40,62421.2,60690.4,63233.2
Silo,new_order,1,4,50,63148.6,60608.0,62766.9
Silo,new_order,1,4,60,54001.2,58289.6,62602.3
Silo,new_order,1,4,70,54316.0,60690.0,61298.6
Silo,new_order,1,4,80,54423.1,59376.3,62797.0
Silo,new_order,1,4,90,55338.2,58506.2,62281.2
Silo,new_order,1,4,100,54764.9,60646.0,62858.7
Silo,new_order,1,8,0,61897.8,59711.0,61520.0
Silo,new_order,1,8,10,60641.7,58793.7,61078.5
Silo,new_order,1,8,20,60441.7,58153.0,58827.6
Silo,new_order,1,8,30,59620.7,58016.7,59740.2
Silo,new_order,1,8,40,59496.7,57168.5,59127.2
Silo,new_order,1,8,50,58889.9,57176.8,58957.5
Silo,new_order,1,8,60,51548.9,57096.0,59379.4
Silo,new_order,1,8,70,52578.8,56819.9,58980.0
Silo,new_order,1,8,80,52557.8,57287.5,58531.3
Silo,new_order,1,8,90,52586.0,57374.9,56470.5
Silo,new_order,1,8,100,49994.3,57714.3,58642.8
Silo,new_order,1,16,0,58393.4,56538.2,57990.3
Silo,new_order,1,16,10,57408.4,56309.4,57572.5
Silo,new_order,1,16,20,56754.9,54343.8,56538.9
Silo,new_order,1,16,30,56474.4,54248.8,56526.3
Silo,new_order,1,16,40,56252.5,55146.0,55491.7
Silo,new_order,1,16,50,56523.1,54600.6,55718.4
Silo,new_order,1,16,60,49945.0,54397.4,56041.5
Silo,new_order,1,16,70,50428.5,53861.2,55510.6
Silo,new_order,1,16,80,48973.5,53679.6,55251.4
Silo,new_order,1,16,90,50621.8,53982.5,55993.6
Silo,new_order,1,16,100,51048.8,53921.5,55487.6
Silo,new_order,1,32,0,55405.0,53301.6,54545.8
Silo,new_order,1,32,10,54845.5,52245.3,54152.4
Silo,new_order,1,32,20,54367.0,50959.0,53420.5
Silo,new_order,1,32,30,53985.3,51922.7,52823.4
Silo,new_order,1,32,40,53111.7,51669.8,52592.1
Silo,new_order,1,32,50,53116.6,51167.9,52654.3
Silo,new_order,1,32,60,47670.7,51514.1,52362.9
Silo,new_order,1,32,70,47574.8,50788.3,51627.7
Silo,new_order,1,32,80,49988.1,51164.5,52320.8
Silo,new_order,1,32,90,47560.7,50789.1,51875.8
Silo,new_order,1,32,100,46548.9,49122.2,52115.4
Silo,new_order,1,64,0,51875.4,50908.1,51761.0
Silo,new_order,1,64,10,52280.3,49951.9,51408.1
Silo,new_order,1,64,20,51851.4,50159.1,51300.3
Silo,new_order,1,64,30,50477.0,50023.4,50543.7
Silo,new_order,1,64,40,50557.9,47923.0,50042.0
Silo,new_order,1,64,50,49728.9,47395.2,49760.3
Silo,new_order,1,64,60,45598.5,48210.9,49641.6
Silo,new_order,1,64,70,45623.6,48572.5,49361.7
Silo,new_order,1,64,80,45332.4,48009.8,49724.4
Silo,new_order,1,64,90,44562.6,48264.0,48690.2
Silo,new_order,1,64,100,44709.7,47394.4,49699.4
Silo,new_order,1,128,0,48497.9,47895.7,49042.4
Silo,new_order,1,128,10,48017.8,47478.7,47944.2
Silo,new_order,1,128,20,47580.4,47241.0,47829.5
Silo,new_order,1,128,30,47876.7,46353.0,47404.4
Silo,new_order,1,128,40,47642.1,44979.4,47456.6
Silo,new_order,1,128,50,47274.5,45339.4,47087.8
Silo,new_order,1,128,60,42339.5,44888.2,45514.8
Silo,new_order,1,128,70,42114.2,44349.5,46256.5
Silo,new_order,1,128,80,42056.3,44569.2,45752.2
Silo,new_order,1,128,90,42557.7,44363.9,45607.8
Silo,new_order,1,128,100,41790.3,44247.3,45841.3
Silo,new_order,1,256,0,44938.8,44418.0,44888.2
Silo,new_order,1,256,10,43965.8,43875.3,44741.4
Silo,new_order,1,256,20,44376.3,42205.0,44564.4
Silo,new_order,1,256,30,43834.0,43005.8,44161.2
Silo,new_order,1,256,40,43634.2,42535.7,43931.4
Silo,new_order,1,256,50,42982.3,42697.0,42982.8
Silo,new_order,1,256,60,39732.7,41515.6,42504.5
Silo,new_order,1,256,70,39648.1,42253.2,43021.9
Silo,new_order,1,256,80,40430.3,42178.7,42709.1
Silo,new_order,1,256,90,38851.4,42201.6,42622.3
Silo,new_order,1,256,100,38983.5,42297.3,42621.8
Silo,new_order,1,512,0,20752.795,41762.9,21159.588
Silo,new_order,1,512,10,20906.652,41397.8,20939.885
Silo,new_order,1,512,20,20693.111,41082.8,20378.48
Silo,new_order,1,512,30,40360.4,40590.0,20516.041
Silo,new_order,1,512,40,20171.705,40672.3,20152.521
Silo,new_order,1,512,50,20210.723,40358.2,19928.703
Silo,new_order,1,512,60,40153.5,39783.4,19924.38
Silo,new_order,1,512,70,39822.7,39336.2,19662.975
Silo,new_order,1,512,80,39478.8,39838.8,19770.031
Silo,new_order,1,512,90,39707.7,39781.6,19881.666
Silo,new_order,1,512,100,38897.7,39700.1,19858.629
Silo,new_order,2,1,0,120740.0,120586.0,120308.0
Silo,new_order,2,1,10,120525.0,120853.0,120517.0
Silo,new_order,2,1,20,120948.0,121070.0,120055.0
Silo,new_order,2,1,30,121027.0,120819.0,121074.0
Silo,new_order,2,1,40,121002.0,120246.0,119526.0
Silo,new_order,2,1,50,120226.0,120296.0,120774.0
Silo,new_order,2,1,60,114603.0,121002.0,118845.0
Silo,new_order,2,1,70,115824.0,120983.0,120481.0
Silo,new_order,2,1,80,115558.0,120076.0,120245.0
Silo,new_order,2,1,90,114658.0,120151.0,120712.0
Silo,new_order,2,1,100,116380.0,120111.0,119883.0
Silo,new_order,2,2,0,143856.0,144144.0,143198.0
Silo,new_order,2,2,10,136969.0,137081.0,137195.0
Silo,new_order,2,2,20,135825.0,134453.0,132710.0
Silo,new_order,2,2,30,131512.0,133271.0,131667.0
Silo,new_order,2,2,40,132409.0,131612.0,131673.0
Silo,new_order,2,2,50,131357.0,131104.0,130783.0
Silo,new_order,2,2,60,125258.0,130765.0,130773.0
Silo,new_order,2,2,70,126303.0,132276.0,132222.0
Silo,new_order,2,2,80,126351.0,132296.0,132644.0
Silo,new_order,2,2,90,125387.0,135632.0,134882.0
Silo,new_order,2,2,100,129600.0,136979.0,137978.0
Silo,new_order,2,4,0,136120.0,136885.0,136009.0
Silo,new_order,2,4,10,130880.0,131224.0,131030.0
Silo,new_order,2,4,20,129037.0,129160.0,128333.0
Silo,new_order,2,4,30,127020.0,127428.0,126187.0
Silo,new_order,2,4,40,124948.0,125557.0,123631.0
Silo,new_order,2,4,50,124908.0,124705.0,123839.0
Silo,new_order,2,4,60,118788.0,124416.0,124775.0
Silo,new_order,2,4,70,118432.0,123623.0,124332.0
Silo,new_order,2,4,80,118357.0,123572.0,122673.0
Silo,new_order,2,4,90,117489.0,125393.0,124677.0
Silo,new_order,2,4,100,118015.0,124755.0,124658.0
Silo,new_order,2,8,0,129915.0,130075.0,130619.0
Silo,new_order,2,8,10,125478.0,124964.0,125429.0
Silo,new_order,2,8,20,123200.0,122314.0,123248.0
Silo,new_order,2,8,30,120338.0,121457.0,119646.0
Silo,new_order,2,8,40,119686.0,118962.0,118044.0
Silo,new_order,2,8,50,118526.0,118113.0,117183.0
Silo,new_order,2,8,60,113339.0,118081.0,118114.0
Silo,new_order,2,8,70,111994.0,117574.0,116753.0
Silo,new_order,2,8,80,113374.0,117543.0,116103.0
Silo,new_order,2,8,90,111589.0,117198.0,118198.0
Silo,new_order,2,8,100,112867.0,116823.0,116614.0
Silo,new_order,2,16,0,122723.0,122933.0,121600.0
Silo,new_order,2,16,10,118142.0,118316.0,117157.0
Silo,new_order,2,16,20,116352.0,116068.0,116537.0
Silo,new_order,2,16,30,113924.0,114932.0,114217.0
Silo,new_order,2,16,40,113324.0,113072.0,111750.0
Silo,new_order,2,16,50,112299.0,112284.0,112275.0
Silo,new_order,2,16,60,107341.0,111176.0,111104.0
Silo,new_order,2,16,70,105787.0,111046.0,110828.0
Silo,new_order,2,16,80,105080.0,110642.0,110331.0
Silo,new_order,2,16,90,105144.0,110501.0,108964.0
Silo,new_order,2,16,100,105063.0,110235.0,109865.0
Silo,new_order,2,32,0,116590.0,115720.0,115592.0
Silo,new_order,2,32,10,111736.0,112089.0,111931.0
Silo,new_order,2,32,20,109903.0,110124.0,109683.0
Silo,new_order,2,32,30,107638.0,108076.0,107745.0
Silo,new_order,2,32,40,106609.0,106914.0,106150.0
Silo,new_order,2,32,50,105524.0,105285.0,105850.0
Silo,new_order,2,32,60,98591.0,104714.0,104469.0
Silo,new_order,2,32,70,99267.5,103789.0,101970.0
Silo,new_order,2,32,80,98971.8,103756.0,102929.0
Silo,new_order,2,32,90,97718.2,103217.0,102408.0
Silo,new_order,2,32,100,98696.6,103048.0,102326.0
Silo,new_order,2,64,0,111077.0,110653.0,109511.0
Silo,new_order,2,64,10,106982.0,106594.0,105710.0
Silo,new_order,2,64,20,105151.0,104728.0,102900.0
Silo,new_order,2,64,30,102581.0,103018.0,101837.0
Silo,new_order,2,64,40,100617.0,101213.0,101172.0
Silo,new_order,2,64,50,100230.0,100021.0,98748.3
Silo,new_order,2,64,60,93773.3,98204.8,98201.4
Silo,new_order,2,64,70,94023.9,98598.9,98338.8
Silo,new_order,2,64,80,93366.6,98900.5,98334.6
Silo,new_order,2,64,90,92977.5,97802.9,97237.3
Silo,new_order,2,64,100,91767.8,97157.7,96052.2
Silo,new_order,2,128,0,104842.0,104995.0,103340.0
Silo,new_order,2,128,10,101631.0,101553.0,101013.0
Silo,new_order,2,128,20,99433.3,99163.5,99677.8
Silo,new_order,2,128,30,97284.7,96884.1,97647.0
Silo,new_order,2,128,40,96052.8,96034.4,94877.7
Silo,new_order,2,128,50,94666.5,94854.7,94078.3
Silo,new_order,2,128,60,89916.9,93216.7,93877.6
Silo,new_order,2,128,70,88533.4,92515.3,92314.2
Silo,new_order,2,128,80,87189.9,92002.4,91349.5
Silo,new_order,2,128,90,86578.4,91607.0,91010.5
Silo,new_order,2,128,100,85427.7,91156.3,90703.1
Silo,new_order,2,256,0,98109.3,98335.7,97400.5
Silo,new_order,2,256,10,94840.8,94873.0,94471.6
Silo,new_order,2,256,20,92630.7,92713.6,92966.5
Silo,new_order,2,256,30,90396.9,90928.7,90984.3
Silo,new_order,2,256,40,89463.8,89643.2,89045.3
Silo,new_order,2,256,50,87461.2,88142.5,87454.4
Silo,new_order,2,256,60,83064.3,87041.3,86930.6
Silo,new_order,2,256,70,82077.3,85302.0,85815.7
Silo,new_order,2,256,80,82043.8,85493.5,84515.3
Silo,new_order,2,256,90,80897.0,84563.6,83959.5
Silo,new_order,2,256,100,80372.8,84343.3,83839.2
Silo,new_order,2,512,0,44998.74,45016.066,90280.6
Silo,new_order,2,512,10,43523.7,87612.5,86910.1
Silo,new_order,2,512,20,42385.547,42255.48,84887.8
Silo,new_order,2,512,30,41730.344,41966.55,41632.746
Silo,new_order,2,512,40,40796.19,41143.574,41285.5
Silo,new_order,2,512,50,40505.4,40599.547,40609.2
Silo,new_order,2,512,60,40144.875,40093.855,40134.316
Silo,new_order,2,512,70,39696.113,79004.0,39588.098
Silo,new_order,2,512,80,39361.03,78521.7,39337.684
Silo,new_order,2,512,90,39091.926,39115.562,39075.668
Silo,new_order,2,512,100,77712.3,38800.25,38992.445
Silo,new_order,4,1,0,197525.0,175500.0,196351.0
Silo,new_order,4,1,10,195068.0,178233.0,197080.0
Silo,new_order,4,1,20,195617.0,177167.0,197032.0
Silo,new_order,4,1,30,195016.0,176158.0,197171.0
Silo,new_order,4,1,40,195532.0,178562.0,195589.0
Silo,new_order,4,1,50,198380.0,179970.0,195230.0
Silo,new_order,4,1,60,174334.0,180222.0,195939.0
Silo,new_order,4,1,70,177132.0,180949.0,198091.0
Silo,new_order,4,1,80,178781.0,177935.0,198363.0
Silo,new_order,4,1,90,175593.0,176198.0,195435.0
Silo,new_order,4,1,100,175564.0,176988.0,197518.0
Silo,new_order,4,2,0,249760.0,227557.0,253185.0
Silo,new_order,4,2,10,240174.0,218957.0,241367.0
Silo,new_order,4,2,20,233080.0,213407.0,234641.0
Silo,new_order,4,2,30,233674.0,207673.0,230290.0
Silo,new_order,4,2,40,229765.0,207509.0,230486.0
Silo,new_order,4,2,50,231257.0,206645.0,229290.0
Silo,new_order,4,2,60,207695.0,206560.0,229524.0
Silo,new_order,4,2,70,206482.0,208739.0,231609.0
Silo,new_order,4,2,80,212553.0,211455.0,232765.0
Silo,new_order,4,2,90,215675.0,210690.0,238430.0
Silo,new_order,4,2,100,221187.0,215863.0,242804.0
Silo,new_order,4,4,0,274745.0,249288.0,279031.0
Silo,new_order,4,4,10,264234.0,239915.0,263874.0
Silo,new_order,4,4,20,258934.0,231699.0,255427.0
Silo,new_order,4,4,30,252496.0,228402.0,255284.0
Silo,new_order,4,4,40,248163.0,224186.0,251231.0
Silo,new_order,4,4,50,246886.0,224801.0,249880.0
Silo,new_order,4,4,60,221936.0,221640.0,247086.0
Silo,new_order,4,4,70,226154.0,223753.0,249519.0
Silo,new_order,4,4,80,223293.0,226244.0,247736.0
Silo,new_order,4,4,90,187725.0,225406.0,246673.0
Silo,new_order,4,4,100,226498.0,226945.0,250670.0
Silo,new_order,4,8,0,216087.0,234657.0,264703.0
Silo,new_order,4,8,10,247430.0,225809.0,249273.0
Silo,new_order,4,8,20,240215.0,221962.0,243286.0
Silo,new_order,4,8,30,236269.0,219928.0,242734.0
Silo,new_order,4,8,40,236296.0,217594.0,238935.0
Silo,new_order,4,8,50,233672.0,215705.0,237654.0
Silo,new_order,4,8,60,213563.0,213476.0,196295.0
Silo,new_order,4,8,70,211495.0,212693.0,234234.0
Silo,new_order,4,8,80,211381.0,211966.0,232031.0
Silo,new_order,4,8,90,210772.0,215194.0,231877.0
Silo,new_order,4,8,100,214665.0,215435.0,233610.0
Silo,new_order,4,16,0,246326.0,223375.0,248628.0
Silo,new_order,4,16,10,234781.0,214149.0,235569.0
Silo,new_order,4,16,20,228756.0,210001.0,229612.0
Silo,new_order,4,16,30,223545.0,207032.0,227218.0
Silo,new_order,4,16,40,219841.0,203442.0,224965.0
Silo,new_order,4,16,50,219979.0,202790.0,222792.0
Silo,new_order,4,16,60,201389.0,202398.0,220368.0
Silo,new_order,4,16,70,200948.0,199971.0,219123.0
Silo,new_order,4,16,80,199654.0,199683.0,216428.0
Silo,new_order,4,16,90,199968.0,199499.0,218131.0
Silo,new_order,4,16,100,200554.0,199561.0,217344.0
Silo,new_order,4,32,0,229400.0,210576.0,232840.0
Silo,new_order,4,32,10,221522.0,200603.0,220655.0
Silo,new_order,4,32,20,216150.0,196439.0,217485.0
Silo,new_order,4,32,30,211352.0,195310.0,213327.0
Silo,new_order,4,32,40,208929.0,194467.0,209666.0
Silo,new_order,4,32,50,207274.0,188496.0,208979.0
Silo,new_order,4,32,60,186290.0,188330.0,204364.0
Silo,new_order,4,32,70,189841.0,186400.0,204251.0
Silo,new_order,4,32,80,185289.0,186676.0,203998.0
Silo,new_order,4,32,90,185082.0,187132.0,202722.0
Silo,new_order,4,32,100,185587.0,162520.0,202021.0
Silo,new_order,4,64,0,219582.0,201335.0,220149.0
Silo,new_order,4,64,10,211227.0,192053.0,212472.0
Silo,new_order,4,64,20,205966.0,190312.0,205538.0
Silo,new_order,4,64,30,200949.0,184369.0,201381.0
Silo,new_order,4,64,40,198816.0,184124.0,198680.0
Silo,new_order,4,64,50,195818.0,180680.0,194819.0
Silo,new_order,4,64,60,177562.0,179193.0,193782.0
Silo,new_order,4,64,70,176890.0,176208.0,192907.0
Silo,new_order,4,64,80,177790.0,175001.0,191427.0
Silo,new_order,4,64,90,176342.0,174892.0,191484.0
Silo,new_order,4,64,100,178140.0,173485.0,191250.0
Silo,new_order,4,128,0,204991.0,191453.0,205741.0
Silo,new_order,4,128,10,199490.0,180758.0,198774.0
Silo,new_order,4,128,20,193869.0,177441.0,194879.0
Silo,new_order,4,128,30,189927.0,174499.0,191436.0
Silo,new_order,4,128,40,186657.0,171409.0,187929.0
Silo,new_order,4,128,50,183548.0,168762.0,185471.0
Silo,new_order,4,128,60,170714.0,168003.0,183678.0
Silo,new_order,4,128,70,167783.0,166371.0,181615.0
Silo,new_order,4,128,80,166150.0,169550.0,179653.0
Silo,new_order,4,128,90,166103.0,165364.0,178911.0
Silo,new_order,4,128,100,164823.0,164536.0,176599.0
Silo,new_order,4,256,0,194559.0,178988.0,195312.0
Silo,new_order,4,256,10,187410.0,173605.0,187390.0
Silo,new_order,4,256,20,180229.0,169860.0,182245.0
Silo,new_order,4,256,30,178392.0,163315.0,177570.0
Silo,new_order,4,256,40,175007.0,162362.0,174620.0
Silo,new_order,4,256,50,171220.0,161980.0,171099.0
Silo,new_order,4,256,60,158192.0,159345.0,170680.0
Silo,new_order,4,256,70,157921.0,156607.0,168122.0
Silo,new_order,4,256,80,155044.0,155335.0,166597.0
Silo,new_order,4,256,90,153566.0,153434.0,166678.0
Silo,new_order,4,256,100,155130.0,153623.0,164725.0
Silo,new_order,4,512,0,177231.0,175105.0,174490.0
Silo,new_order,4,512,10,87310.445,87177.07,74971.945
Silo,new_order,4,512,20,169141.0,84816.98,86147.12
Silo,new_order,4,512,30,166298.0,82318.15,84531.82
Silo,new_order,4,512,40,81845.53,81939.13,82684.414
Silo,new_order,4,512,50,80784.04,79682.52,160716.0
Silo,new_order,4,512,60,79408.09,159325.0,79842.73
Silo,new_order,4,512,70,78241.7,78224.37,78546.0
Silo,new_order,4,512,80,154970.0,76427.16,78391.055
Silo,new_order,4,512,90,152938.0,153684.0,77477.61
Silo,new_order,4,512,100,152421.0,152953.0,76683.445
Silo,new_order,8,1,0,242645.0,222441.0,261416.0
Silo,new_order,8,1,10,266529.0,223567.0,264166.0
Silo,new_order,8,1,20,267315.0,207540.0,219137.0
Silo,new_order,8,1,30,265509.0,208958.0,220224.0
Silo,new_order,8,1,40,267619.0,226650.0,240839.0
Silo,new_order,8,1,50,265818.0,226211.0,264204.0
Silo,new_order,8,1,60,208314.0,210001.0,263549.0
Silo,new_order,8,1,70,221874.0,223111.0,240358.0
Silo,new_order,8,1,80,205214.0,224494.0,239192.0
Silo,new_order,8,1,90,223371.0,225215.0,265845.0
Silo,new_order,8,1,100,222472.0,224862.0,264196.0
Silo,new_order,8,2,0,384461.0,318389.0,381098.0
Silo,new_order,8,2,10,362992.0,307599.0,362937.0
Silo,new_order,8,2,20,356111.0,297039.0,354698.0
Silo,new_order,8,2,30,323690.0,293006.0,348184.0
Silo,new_order,8,2,40,321649.0,290259.0,348608.0
Silo,new_order,8,2,50,348930.0,287810.0,320693.0
Silo,new_order,8,2,60,288861.0,268929.0,290438.0
Silo,new_order,8,2,70,290498.0,291419.0,349117.0
Silo,new_order,8,2,80,299318.0,295048.0,354211.0
Silo,new_order,8,2,90,296660.0,280893.0,357407.0
Silo,new_order,8,2,100,304550.0,302886.0,333931.0
Silo,new_order,8,4,0,451545.0,372412.0,450929.0
Silo,new_order,8,4,10,427263.0,360796.0,421697.0
Silo,new_order,8,4,20,418707.0,329073.0,414462.0
Silo,new_order,8,4,30,411482.0,347361.0,380346.0
Silo,new_order,8,4,40,377349.0,341275.0,397075.0
Silo,new_order,8,4,50,403784.0,325408.0,401591.0
Silo,new_order,8,4,60,334329.0,338929.0,400213.0
Silo,new_order,8,4,70,333132.0,336011.0,395918.0
Silo,new_order,8,4,80,312499.0,335948.0,399164.0
Silo,new_order,8,4,90,333948.0,340089.0,400504.0
Silo,new_order,8,4,100,334548.0,319118.0,404596.0
Silo,new_order,8,8,0,494375.0,407289.0,485316.0
Silo,new_order,8,8,10,463972.0,391802.0,418860.0
Silo,new_order,8,8,20,454115.0,360801.0,444855.0
Silo,new_order,8,8,30,445473.0,375734.0,404081.0
Silo,new_order,8,8,40,407463.0,372231.0,430014.0
Silo,new_order,8,8,50,436231.0,341400.0,427671.0
Silo,new_order,8,8,60,361624.0,364937.0,424447.0
Silo,new_order,8,8,70,358756.0,357312.0,410892.0
Silo,new_order,8,8,80,358403.0,359705.0,421192.0
Silo,new_order,8,8,90,359765.0,356995.0,418189.0
Silo,new_order,8,8,100,317190.0,357657.0,422981.0
Silo,new_order,8,16,0,428846.0,362333.0,457497.0
Silo,new_order,8,16,10,435635.0,366411.0,428364.0
Silo,new_order,8,16,20,426366.0,337701.0,418043.0
Silo,new_order,8,16,30,420317.0,351736.0,413184.0
Silo,new_order,8,16,40,408109.0,349731.0,406956.0
Silo,new_order,8,16,50,410440.0,347566.0,403686.0
Silo,new_order,8,16,60,343289.0,342365.0,397352.0
Silo,new_order,8,16,70,342674.0,340054.0,397403.0
Silo,new_order,8,16,80,338641.0,341010.0,395098.0
Silo,new_order,8,16,90,339890.0,324905.0,395459.0
Silo,new_order,8,16,100,341163.0,342743.0,394086.0
Silo,new_order,8,32,0,433903.0,343344.0,424598.0
Silo,new_order,8,32,10,412877.0,344318.0,404718.0
Silo,new_order,8,32,20,400845.0,339840.0,393154.0
Silo,new_order,8,32,30,394299.0,331205.0,386052.0
Silo,new_order,8,32,40,388999.0,330697.0,382253.0
Silo,new_order,8,32,50,385037.0,308101.0,373404.0
Silo,new_order,8,32,60,324603.0,302883.0,374103.0
Silo,new_order,8,32,70,318553.0,316467.0,372394.0
Silo,new_order,8,32,80,322204.0,318274.0,371445.0
Silo,new_order,8,32,90,317237.0,316581.0,368087.0
Silo,new_order,8,32,100,320591.0,315290.0,319304.0
Silo,new_order,8,64,0,412985.0,344578.0,375897.0
Silo,new_order,8,64,10,393017.0,331458.0,385394.0
Silo,new_order,8,64,20,383663.0,322384.0,376785.0
Silo,new_order,8,64,30,375394.0,319423.0,344147.0
Silo,new_order,8,64,40,369740.0,307207.0,363214.0
Silo,new_order,8,64,50,363073.0,306702.0,354778.0
Silo,new_order,8,64,60,305006.0,290589.0,330271.0
Silo,new_order,8,64,70,300233.0,289345.0,329971.0
Silo,new_order,8,64,80,289007.0,302844.0,347468.0
Silo,new_order,8,64,90,299327.0,297183.0,346855.0
Silo,new_order,8,64,100,299542.0,284268.0,347105.0
Silo,new_order,8,128,0,363705.0,327031.0,383015.0
Silo,new_order,8,128,10,375007.0,312758.0,368012.0
Silo,new_order,8,128,20,364085.0,306908.0,311770.0
Silo,new_order,8,128,30,356873.0,304438.0,349662.0
Silo,new_order,8,128,40,349105.0,281470.0,343473.0
Silo,new_order,8,128,50,346414.0,291616.0,316044.0
Silo,new_order,8,128,60,288990.0,284381.0,334289.0
Silo,new_order,8,128,70,285387.0,286513.0,330065.0
Silo,new_order,8,128,80,270846.0,281797.0,327820.0
Silo,new_order,8,128,90,280489.0,277839.0,304126.0
Silo,new_order,8,128,100,281621.0,280254.0,324520.0
Silo,new_order,8,256,0,364274.0,305878.0,356712.0
Silo,new_order,8,256,10,351762.0,297318.0,343840.0
Silo,new_order,8,256,20,320063.0,291730.0,333574.0
Silo,new_order,8,256,30,336211.0,281656.0,327301.0
Silo,new_order,8,256,40,309400.0,282307.0,302662.0
Silo,new_order,8,256,50,322502.0,274287.0,316098.0
Silo,new_order,8,256,60,269167.0,260334.0,312086.0
Silo,new_order,8,256,70,270830.0,268107.0,308895.0
Silo,new_order,8,256,80,265701.0,269566.0,306325.0
Silo,new_order,8,256,90,263340.0,264914.0,303862.0
Silo,new_order,8,256,100,263410.0,267237.0,302007.0
Silo,new_order,8,512,0,337500.0,337475.0,334962.0
Silo,new_order,8,512,10,325802.0,162818.97,165091.38
Silo,new_order,8,512,20,321276.0,161203.39,161520.42
Silo,new_order,8,512,30,158205.38,156836.5,157566.03
Silo,new_order,8,512,40,154760.42,310222.0,144980.28
Silo,new_order,8,512,50,152611.25,152456.81,152380.19
Silo,new_order,8,512,60,300434.0,300745.0,150665.08
Silo,new_order,8,512,70,148605.69,139240.78,148917.4
Silo,new_order,8,512,80,293599.0,146831.27,146983.44
Silo,new_order,8,512,90,145773.67,145882.44,291215.0
Silo,new_order,8,512,100,289499.0,290733.0,145834.5
Silo,new_order,16,1,0,269447.0,200284.0,304384.0
Silo,new_order,16,1,10,269435.0,207401.0,268246.0
Silo,new_order,16,1,20,269026.0,184738.0,269610.0
Silo,new_order,16,1,30,284472.0,191055.0,303550.0
Silo,new_order,16,1,40,286044.0,205978.0,285430.0
Silo,new_order,16,1,50,304173.0,205758.0,303391.0
Silo,new_order,16,1,60,206011.0,207004.0,269030.0
Silo,new_order,16,1,70,183786.0,194352.0,268828.0
Silo,new_order,16,1,80,191493.0,191643.0,302837.0
Silo,new_order,16,1,90,200562.0,202636.0,269008.0
Silo,new_order,16,1,100,189061.0,191365.0,304815.0
Silo,new_order,16,2,0,541943.0,343209.0,540860.0
Silo,new_order,16,2,10,511971.0,328884.0,512049.0
Silo,new_order,16,2,20,448867.0,327147.0,475937.0
Silo,new_order,16,2,30,471589.0,315883.0,497857.0
Silo,new_order,16,2,40,441326.0,331098.0,469980.0
Silo,new_order,16,2,50,494752.0,311054.0,468905.0
Silo,new_order,16,2,60,319027.0,312329.0,470026.0
Silo,new_order,16,2,70,312578.0,332153.0,471169.0
