alg,trans,threads,warehouse,remote,tput_1,tput_2,tput_3
PartitionedStore,new_order,4,512,20,219247.0,217197.0,219794.0
PartitionedStore,new_order,4,512,30,208678.0,206858.0,205690.0
PartitionedStore,new_order,4,512,40,195474.0,198453.0,196196.0
PartitionedStore,new_order,4,512,50,185516.0,187713.0,184183.0
PartitionedStore,new_order,4,512,60,177001.0,176142.0,176512.0
PartitionedStore,new_order,4,512,70,166222.0,164552.0,167304.0
PartitionedStore,new_order,4,512,80,156185.0,157318.0,156854.0
PartitionedStore,new_order,4,512,90,149147.0,147727.0,146858.0
PartitionedStore,new_order,4,512,100,139555.0,138075.0,138645.0
PartitionedStore,new_order,8,1,0,86548.8,69331.2,85440.0
PartitionedStore,new_order,8,1,10,85443.4,64324.4,83274.2
PartitionedStore,new_order,8,1,20,85284.4,62735.5,83881.1
PartitionedStore,new_order,8,1,30,85189.7,69061.3,85038.4
PartitionedStore,new_order,8,1,40,85654.2,83916.0,86036.1
PartitionedStore,new_order,8,1,50,83336.1,84820.5,86407.3
PartitionedStore,new_order,8,1,60,84031.1,85410.3,83689.5
PartitionedStore,new_order,8,1,70,67037.7,83149.5,83684.8
PartitionedStore,new_order,8,1,80,67955.4,82197.4,67264.5
PartitionedStore,new_order,8,1,90,83785.0,81730.4,83120.5
PartitionedStore,new_order,8,1,100,74051.9,84423.2,68022.6
PartitionedStore,new_order,8,2,0,175972.0,168924.0,175723.0
PartitionedStore,new_order,8,2,10,74844.25,76013.15,83289.55
PartitionedStore,new_order,8,2,20,81622.75,82076.2,75974.45
PartitionedStore,new_order,8,2,30,81250.3,81190.65,81804.75
PartitionedStore,new_order,8,2,40,81231.75,66368.6,81283.95
PartitionedStore,new_order,8,2,50,81489.75,73541.3,81494.8
PartitionedStore,new_order,8,2,60,79462.55,67534.55,81654.34
PartitionedStore,new_order,8,2,70,81438.95,72544.59,81210.5
PartitionedStore,new_order,8,2,80,81965.41,76705.25,73908.6
PartitionedStore,new_order,8,2,90,82651.05,82219.15,82555.05
PartitionedStore,new_order,8,2,100,70572.05,84179.55,84440.4
PartitionedStore,new_order,8,4,0,354017.0,359172.0,341583.5
PartitionedStore,new_order,8,4,10,109001.5,109182.0,108836.0
PartitionedStore,new_order,8,4,20,89550.0,87395.45,90764.34
PartitionedStore,new_order,8,4,30,84209.9,85128.2,84241.45
PartitionedStore,new_order,8,4,40,82008.45,82068.91,82343.1
PartitionedStore,new_order,8,4,50,80983.25,81373.75,81352.59
PartitionedStore,new_order,8,4,60,74053.35,74266.25,80897.05
PartitionedStore,new_order,8,4,70,71967.85,79086.95,80001.25
PartitionedStore,new_order,8,4,80,81406.09,81132.8,80683.25
PartitionedStore,new_order,8,4,90,79179.0,80808.55,80751.05
PartitionedStore,new_order,8,4,100,81334.55,75717.34,81901.7
PartitionedStore,new_order,8,8,0,698364.5,698765.5,673455.0
PartitionedStore,new_order,8,8,10,191410.0,190586.0,190439.0
PartitionedStore,new_order,8,8,20,119937.5,119484.0,119008.5
PartitionedStore,new_order,8,8,30,95981.0,92971.2,96329.15
PartitionedStore,new_order,8,8,40,86924.35,87153.2,87069.3
PartitionedStore,new_order,8,8,50,82644.1,77806.41,82603.55
PartitionedStore,new_order,8,8,60,80072.15,80061.3,80107.35
PartitionedStore,new_order,8,8,70,79127.15,78971.15,79082.05
PartitionedStore,new_order,8,8,80,78344.41,79435.2,78087.2
PartitionedStore,new_order,8,8,90,78009.6,78380.0,77497.5
PartitionedStore,new_order,8,8,100,78749.5,74512.7,78140.0
PartitionedStore,new_order,8,16,0,618421.0,643119.0,641055.5
PartitionedStore,new_order,8,16,10,286701.0,287444.0,285748.0
PartitionedStore,new_order,8,16,20,164542.0,171036.5,169712.5
PartitionedStore,new_order,8,16,30,120433.0,125981.0,125552.0
PartitionedStore,new_order,8,16,40,102874.9,104281.05,98856.45
PartitionedStore,new_order,8,16,50,90803.15,91397.25,91394.25
PartitionedStore,new_order,8,16,60,79961.45,79981.09,80076.25
PartitionedStore,new_order,8,16,70,79699.95,76122.2,79508.2
PartitionedStore,new_order,8,16,80,76514.25,76490.3,73712.09
PartitionedStore,new_order,8,16,90,75300.95,74935.45,74556.15
PartitionedStore,new_order,8,16,100,73956.3,73825.3,70568.45
PartitionedStore,new_order,8,32,0,604117.0,576325.5,580497.5
PartitionedStore,new_order,8,32,10,374715.0,386572.5,382492.5
PartitionedStore,new_order,8,32,20,250255.5,250725.0,241701.5
PartitionedStore,new_order,8,32,30,180808.5,174055.5,181304.0
PartitionedStore,new_order,8,32,40,139885.0,144679.0,143992.0
PartitionedStore,new_order,8,32,50,121499.0,122042.5,120934.0
PartitionedStore,new_order,8,32,60,106993.85,103240.7,106673.3
PartitionedStore,new_order,8,32,70,96910.7,97286.35,93148.5
PartitionedStore,new_order,8,32,80,91009.7,90378.5,83819.8
PartitionedStore,new_order,8,32,90,82677.9,86237.1,85571.0
PartitionedStore,new_order,8,32,100,80160.1,82685.2,82372.9
PartitionedStore,new_order,8,64,0,559007.0,558038.0,560164.0
PartitionedStore,new_order,8,64,10,405199.0,434005.0,437857.0
PartitionedStore,new_order,8,64,20,312360.0,316175.0,314295.0
PartitionedStore,new_order,8,64,30,231384.0,228908.0,231760.0
PartitionedStore,new_order,8,64,40,174654.0,175151.0,174704.0
PartitionedStore,new_order,8,64,50,140384.0,138545.0,139504.0
PartitionedStore,new_order,8,64,60,116788.0,110925.0,115524.0
PartitionedStore,new_order,8,64,70,93943.9,100301.0,101307.0
PartitionedStore,new_order,8,64,80,89010.4,88039.6,89668.9
PartitionedStore,new_order,8,64,90,76439.6,79485.4,80098.6
PartitionedStore,new_order,8,64,100,75376.6,74015.9,75626.1
PartitionedStore,new_order,8,128,0,530526.0,530694.0,530693.0
PartitionedStore,new_order,8,128,10,454700.0,421924.0,458904.0
PartitionedStore,new_order,8,128,20,380931.0,373518.0,380620.0
PartitionedStore,new_order,8,128,30,305466.0,301037.0,305806.0
PartitionedStore,new_order,8,128,40,229511.0,226573.0,244696.0
PartitionedStore,new_order,8,128,50,198498.0,196967.0,197072.0
PartitionedStore,new_order,8,128,60,164479.0,162573.0,165392.0
PartitionedStore,new_order,8,128,70,140782.0,137117.0,140107.0
PartitionedStore,new_order,8,128,80,121890.0,121016.0,120609.0
PartitionedStore,new_order,8,128,90,106947.0,106286.0,107202.0
PartitionedStore,new_order,8,128,100,95863.5,89347.1,90340.7
PartitionedStore,new_order,8,256,0,492003.0,463543.0,488793.0
PartitionedStore,new_order,8,256,10,442834.0,448136.0,438951.0
PartitionedStore,new_order,8,256,20,397765.0,400366.0,396825.0
PartitionedStore,new_order,8,256,30,345813.0,353902.0,352882.0
PartitionedStore,new_order,8,256,40,306861.0,304062.0,304826.0
PartitionedStore,new_order,8,256,50,260079.0,259865.0,247598.0
PartitionedStore,new_order,8,256,60,224554.0,221225.0,224991.0
PartitionedStore,new_order,8,256,70,195906.0,184589.0,193534.0
PartitionedStore,new_order,8,256,80,161770.0,161901.0,161737.0
PartitionedStore,new_order,8,256,90,150863.0,148945.0,149379.0
PartitionedStore,new_order,8,256,100,134382.0,132428.0,134055.0
PartitionedStore,new_order,8,512,0,459941.0,433969.0,454275.0
PartitionedStore,new_order,8,512,10,419983.0,423480.0,424252.0
PartitionedStore,new_order,8,512,20,395753.0,397472.0,396992.0
PartitionedStore,new_order,8,512,30,362499.0,359491.0,363069.0
PartitionedStore,new_order,8,512,40,333805.0,328504.0,335860.0
PartitionedStore,new_order,8,512,50,302531.0,299683.0,299936.0
PartitionedStore,new_order,8,512,60,273153.0,273043.0,271303.0
PartitionedStore,new_order,8,512,70,243323.0,244205.0,244043.0
PartitionedStore,new_order,8,512,80,220959.0,218306.0,221634.0
PartitionedStore,new_order,8,512,90,185790.0,200517.0,198104.0
PartitionedStore,new_order,8,512,100,180077.0,169881.0,177221.0
PartitionedStore,new_order,16,1,0,81768.2,81215.8,68253.4
PartitionedStore,new_order,16,1,10,68573.3,72884.4,61601.6
PartitionedStore,new_order,16,1,20,67438.8,81218.5,76445.7
PartitionedStore,new_order,16,1,30,81706.2,71677.7,72589.5
PartitionedStore,new_order,16,1,40,61703.1,62520.5,61563.5
PartitionedStore,new_order,16,1,50,68037.2,72670.9,81298.6
PartitionedStore,new_order,16,1,60,71009.3,68428.2,81637.1
PartitionedStore,new_order,16,1,70,64941.7,81715.8,66488.9
PartitionedStore,new_order,16,1,80,72432.5,64998.7,81960.5
PartitionedStore,new_order,16,1,90,65520.7,81148.5,73657.5
PartitionedStore,new_order,16,1,100,69039.3,81787.9,81410.5
PartitionedStore,new_order,16,2,0,163521.0,155359.0,155207.0
PartitionedStore,new_order,16,2,10,75711.2,67897.6,78311.3
PartitionedStore,new_order,16,2,20,76182.5,73183.2,77126.6
PartitionedStore,new_order,16,2,30,74400.6,64258.8,60394.1
PartitionedStore,new_order,16,2,40,75751.3,68642.8,67979.4
PartitionedStore,new_order,16,2,50,76425.7,67936.9,76859.1
PartitionedStore,new_order,16,2,60,61029.6,69352.9,75351.0
PartitionedStore,new_order,16,2,70,60883.9,76487.0,60068.2
PartitionedStore,new_order,16,2,80,62560.7,76802.6,76232.8
PartitionedStore,new_order,16,2,90,75962.5,77924.7,77353.7
PartitionedStore,new_order,16,2,100,77156.7,67005.4,61930.7
PartitionedStore,new_order,16,4,0,331066.5,311868.5,302045.0
PartitionedStore,new_order,16,4,10,96359.41,94431.3,97477.5
PartitionedStore,new_order,16,4,20,83178.35,80473.16,78642.66
PartitionedStore,new_order,16,4,30,78481.16,74383.05,74480.8
PartitionedStore,new_order,16,4,40,72023.6,77640.6,65753.45
PartitionedStore,new_order,16,4,50,76195.25,69555.3,68730.45
PartitionedStore,new_order,16,4,60,76556.6,76600.34,72794.55
PartitionedStore,new_order,16,4,70,71565.8,73358.45,76232.9
PartitionedStore,new_order,16,4,80,72500.9,69164.05,67630.8
PartitionedStore,new_order,16,4,90,69603.55,75344.95,72903.2
PartitionedStore,new_order,16,4,100,72893.41,73694.45,73490.75
PartitionedStore,new_order,16,8,0,665292.0,648368.0,648246.0
PartitionedStore,new_order,16,8,10,145905.5,148394.5,144731.5
PartitionedStore,new_order,16,8,20,103150.05,107486.0,103982.5
PartitionedStore,new_order,16,8,30,89107.75,86273.6,84034.45
PartitionedStore,new_order,16,8,40,78017.7,78282.84,78226.7
PartitionedStore,new_order,16,8,50,77047.41,75302.25,75074.05
PartitionedStore,new_order,16,8,60,73446.09,71911.25,71850.1
PartitionedStore,new_order,16,8,70,73875.2,70470.2,69300.6
PartitionedStore,new_order,16,8,80,67543.34,70219.91,67089.16
PartitionedStore,new_order,16,8,90,73640.2,67325.45,72212.2
PartitionedStore,new_order,16,8,100,67308.0,74062.35,63825.453
PartitionedStore,new_order,16,16,0,1210060.0,1293425.0,1210330.0
PartitionedStore,new_order,16,16,10,289206.5,286978.5,283707.0
PartitionedStore,new_order,16,16,20,156977.5,158214.5,153917.0
PartitionedStore,new_order,16,16,30,117227.0,117090.5,114628.5
PartitionedStore,new_order,16,16,40,93736.25,95758.8,91498.55
PartitionedStore,new_order,16,16,50,81398.75,82271.8,85080.25
PartitionedStore,new_order,16,16,60,74882.0,77296.95,75567.6
PartitionedStore,new_order,16,16,70,72408.3,74798.4,74929.2
PartitionedStore,new_order,16,16,80,72628.0,72056.25,70587.91
PartitionedStore,new_order,16,16,90,62675.8,71461.55,69000.35
PartitionedStore,new_order,16,16,100,71119.55,67378.25,69854.1
PartitionedStore,new_order,16,32,0,1185050.0,1182130.0,1162610.0
PartitionedStore,new_order,16,32,10,459297.0,470395.0,472181.5
PartitionedStore,new_order,16,32,20,235965.0,242965.0,235491.5
PartitionedStore,new_order,16,32,30,167824.0,167084.5,157140.0
PartitionedStore,new_order,16,32,40,125336.5,128569.0,125523.0
PartitionedStore,new_order,16,32,50,101344.15,103896.25,106720.0
PartitionedStore,new_order,16,32,60,90801.66,92897.85,92895.59
PartitionedStore,new_order,16,32,70,81161.15,81220.35,83550.85
PartitionedStore,new_order,16,32,80,73198.7,77679.7,77574.85
PartitionedStore,new_order,16,32,90,71423.8,73285.55,71635.34
PartitionedStore,new_order,16,32,100,70578.09,68526.0,67364.9
PartitionedStore,new_order,16,64,0,1101900.0,1101360.0,1059670.0
PartitionedStore,new_order,16,64,10,657166.0,602893.0,656125.0
PartitionedStore,new_order,16,64,20,372907.0,370052.0,356850.0
PartitionedStore,new_order,16,64,30,230075.0,230989.0,242185.0
PartitionedStore,new_order,16,64,40,176249.0,169120.0,169647.0
PartitionedStore,new_order,16,64,50,137888.0,132389.0,131781.0
PartitionedStore,new_order,16,64,60,113633.0,114046.0,113801.0
PartitionedStore,new_order,16,64,70,98715.2,98377.1,98014.4
PartitionedStore,new_order,16,64,80,86661.3,83331.8,83078.3
PartitionedStore,new_order,16,64,90,75693.0,79313.8,78849.6
PartitionedStore,new_order,16,64,100,73713.7,73704.8,70448.4
PartitionedStore,new_order,16,128,0,1029210.0,1031430.0,1027620.0
PartitionedStore,new_order,16,128,10,782337.0,785295.0,781525.0
PartitionedStore,new_order,16,128,20,517880.0,546156.0,523914.0
PartitionedStore,new_order,16,128,30,376440.0,359972.0,375974.0
PartitionedStore,new_order,16,128,40,264612.0,274446.0,275949.0
PartitionedStore,new_order,16,128,50,210221.0,212058.0,203595.0
PartitionedStore,new_order,16,128,60,169903.0,169168.0,168931.0
PartitionedStore,new_order,16,128,70,140691.0,140623.0,135637.0
PartitionedStore,new_order,16,128,80,120786.0,118400.0,120336.0
PartitionedStore,new_order,16,128,90,105888.0,101080.0,105446.0
PartitionedStore,new_order,16,128,100,94744.7,90723.3,91074.3
PartitionedStore,new_order,16,256,0,961103.0,930311.0,964131.0
PartitionedStore,new_order,16,256,10,816051.0,827396.0,825852.0
PartitionedStore,new_order,16,256,20,667130.0,619803.0,664191.0
PartitionedStore,new_order,16,256,30,503119.0,501410.0,502906.0
PartitionedStore,new_order,16,256,40,392721.0,407300.0,391190.0
PartitionedStore,new_order,16,256,50,320727.0,321964.0,321806.0
PartitionedStore,new_order,16,256,60,259507.0,260811.0,259607.0
PartitionedStore,new_order,16,256,70,214749.0,199779.0,215135.0
PartitionedStore,new_order,16,256,80,158227.0,174881.0,175285.0
PartitionedStore,new_order,16,256,90,150791.0,155923.0,151352.0
PartitionedStore,new_order,16,256,100,132077.0,137004.0,133869.0
PartitionedStore,new_order,16,512,0,876814.0,881176.0,880619.0
PartitionedStore,new_order,16,512,10,785696.0,773801.0,799821.0
PartitionedStore,new_order,16,512,20,689496.0,665065.0,684161.0
PartitionedStore,new_order,16,512,30,595383.0,611818.0,596220.0
PartitionedStore,new_order,16,512,40,510073.0,473438.0,508878.0
PartitionedStore,new_order,16,512,50,425307.0,439962.0,445989.0
PartitionedStore,new_order,16,512,60,371288.0,372840.0,359858.0
PartitionedStore,new_order,16,512,70,317256.0,307837.0,313277.0
PartitionedStore,new_order,16,512,80,270801.0,270514.0,269518.0
PartitionedStore,new_order,16,512,90,234131.0,234887.0,233749.0
PartitionedStore,new_order,16,512,100,206007.0,206225.0,199043.0
PartitionedStore,new_order,28,1,0,64158.4,64286.8,60592.4
PartitionedStore,new_order,28,1,10,62660.6,61500.2,60819.7
PartitionedStore,new_order,28,1,20,66537.2,60594.7,71848.9
PartitionedStore,new_order,28,1,30,69661.1,73375.3,61377.2
PartitionedStore,new_order,28,1,40,64053.2,60753.2,61324.5
PartitionedStore,new_order,28,1,50,65416.8,69739.6,61199.1
PartitionedStore,new_order,28,1,60,65828.7,61089.9,69216.4
PartitionedStore,new_order,28,1,70,67087.7,60545.0,60681.9
PartitionedStore,new_order,28,1,80,65324.6,61807.0,60348.3
PartitionedStore,new_order,28,1,90,69838.7,69153.6,61156.8
PartitionedStore,new_order,28,1,100,70609.7,60141.2,60249.4
PartitionedStore,new_order,28,2,0,147912.0,144009.0,154437.0
PartitionedStore,new_order,28,2,10,72944.9,63974.5,74930.3
PartitionedStore,new_order,28,2,20,72962.9,70373.8,60680.8
PartitionedStore,new_order,28,2,30,72605.6,69341.0,67375.6
PartitionedStore,new_order,28,2,40,71419.8,62591.6,60503.8
PartitionedStore,new_order,28,2,50,68965.9,62133.3,61099.8
PartitionedStore,new_order,28,2,60,69542.5,61253.5,61123.8
PartitionedStore,new_order,28,2,70,61187.8,60166.1,58631.6
PartitionedStore,new_order,28,2,80,64492.9,59319.8,59491.6
PartitionedStore,new_order,28,2,90,69871.7,61685.0,59837.2
PartitionedStore,new_order,28,2,100,64582.9,59558.4,67330.0
PartitionedStore,new_order,28,4,0,314115.0,295907.0,314052.0
PartitionedStore,new_order,28,4,10,91083.5,87953.9,92701.1
PartitionedStore,new_order,28,4,20,79177.1,79790.7,78390.7
PartitionedStore,new_order,28,4,30,74862.9,69912.2,73859.1
PartitionedStore,new_order,28,4,40,74844.8,60641.2,71115.9
PartitionedStore,new_order,28,4,50,72096.2,72011.0,71820.3
PartitionedStore,new_order,28,4,60,73133.2,60412.7,70958.8
PartitionedStore,new_order,28,4,70,72654.0,68795.7,68463.5
PartitionedStore,new_order,28,4,80,73345.8,67964.9,67727.3
PartitionedStore,new_order,28,4,90,72472.2,69665.1,70365.6
PartitionedStore,new_order,28,4,100,73082.8,66233.6,71639.6
PartitionedStore,new_order,28,8,0,611360.5,621551.0,608864.0
PartitionedStore,new_order,28,8,10,141293.0,138862.0,127469.0
PartitionedStore,new_order,28,8,20,97991.8,96743.0,98270.0
PartitionedStore,new_order,28,8,30,86013.55,80911.35,81879.9
PartitionedStore,new_order,28,8,40,77194.25,75322.84,76382.4
PartitionedStore,new_order,28,8,50,72098.75,71385.9,72100.0
PartitionedStore,new_order,28,8,60,69378.6,69024.5,69854.0
PartitionedStore,new_order,28,8,70,69504.85,66553.3,69222.8
PartitionedStore,new_order,28,8,80,68624.05,66815.0,68586.7
PartitionedStore,new_order,28,8,90,68168.9,67430.5,64759.2
PartitionedStore,new_order,28,8,100,69288.35,70432.95,69175.3
PartitionedStore,new_order,28,16,0,1224915.0,1211910.0,1223870.0
PartitionedStore,new_order,28,16,10,227292.5,235525.5,241087.0
PartitionedStore,new_order,28,16,20,145839.5,139098.0,141643.0
PartitionedStore,new_order,28,16,30,104488.0,103468.0,106043.0
PartitionedStore,new_order,28,16,40,89982.45,86659.6,88441.9
PartitionedStore,new_order,28,16,50,77966.3,78253.5,79226.4
PartitionedStore,new_order,28,16,60,74831.35,72088.9,75702.8
PartitionedStore,new_order,28,16,70,71394.05,69066.05,71470.2
PartitionedStore,new_order,28,16,80,67713.8,66010.0,64134.6
PartitionedStore,new_order,28,16,90,66298.0,68440.7,62676.9
PartitionedStore,new_order,28,16,100,66057.1,67737.35,66501.1
PartitionedStore,new_order,28,32,0,2086795.0,2116070.0,2155470.0
PartitionedStore,new_order,28,32,10,461254.5,483381.5,495330.0
PartitionedStore,new_order,28,32,20,229995.5,246660.0,243245.0
PartitionedStore,new_order,28,32,30,158982.5,166158.0,158081.0
PartitionedStore,new_order,28,32,40,120623.5,118836.0,120635.0
PartitionedStore,new_order,28,32,50,98675.4,98266.35,95333.0
PartitionedStore,new_order,28,32,60,87933.45,86560.75,85360.9
PartitionedStore,new_order,28,32,70,80200.41,77143.16,79959.9
PartitionedStore,new_order,28,32,80,71877.15,74575.7,73051.91
PartitionedStore,new_order,28,32,90,69172.5,65947.75,67696.0
PartitionedStore,new_order,28,32,100,66564.59,66176.05,66739.6
PartitionedStore,new_order,28,64,0,1953210.0,1966400.0,1927790.0
PartitionedStore,new_order,28,64,10,756519.0,757461.0,708839.0
PartitionedStore,new_order,28,64,20,367058.0,389760.0,369472.0
PartitionedStore,new_order,28,64,30,242806.0,235681.0,241472.0
PartitionedStore,new_order,28,64,40,178428.0,169869.0,175858.0
PartitionedStore,new_order,28,64,50,128553.0,135210.0,128183.0
PartitionedStore,new_order,28,64,60,112921.0,109780.0,112943.0
PartitionedStore,new_order,28,64,70,96008.5,88973.2,97059.4
PartitionedStore,new_order,28,64,80,86107.0,85236.0,87443.1
PartitionedStore,new_order,28,64,90,75558.6,76899.4,75157.6
PartitionedStore,new_order,28,64,100,72362.7,71119.3,70433.8
PartitionedStore,new_order,28,128,0,1801340.0,1839140.0,1831520.0
PartitionedStore,new_order,28,128,10,1080410.0,1056480.0,1111790.0
PartitionedStore,new_order,28,128,20,621064.0,621383.0,621714.0
PartitionedStore,new_order,28,128,30,385673.0,381711.0,401272.0
PartitionedStore,new_order,28,128,40,268233.0,256839.0,283661.0
PartitionedStore,new_order,28,128,50,203859.0,213078.0,207869.0
PartitionedStore,new_order,28,128,60,162173.0,167207.0,162891.0
PartitionedStore,new_order,28,128,70,140474.0,135441.0,135576.0
PartitionedStore,new_order,28,128,80,118462.0,120100.0,114651.0
PartitionedStore,new_order,28,128,90,97608.1,99405.2,103897.0
PartitionedStore,new_order,28,128,100,93542.2,89507.4,90819.3
PartitionedStore,new_order,28,256,0,1585940.0,1596930.0,1621540.0
PartitionedStore,new_order,28,256,10,1296810.0,1255200.0,1303290.0
PartitionedStore,new_order,28,256,20,872406.0,929409.0,850398.0
PartitionedStore,new_order,28,256,30,607770.0,615276.0,624332.0
PartitionedStore,new_order,28,256,40,436330.0,427761.0,421614.0
PartitionedStore,new_order,28,256,50,321795.0,342308.0,322344.0
PartitionedStore,new_order,28,256,60,255277.0,262518.0,261177.0
PartitionedStore,new_order,28,256,70,222598.0,212946.0,213135.0
PartitionedStore,new_order,28,256,80,178699.0,178643.0,177608.0
PartitionedStore,new_order,28,256,90,154524.0,156315.0,148667.0
PartitionedStore,new_order,28,256,100,133449.0,129574.0,131622.0
PartitionedStore,new_order,28,512,0,1538020.0,1506070.0,1502160.0
PartitionedStore,new_order,28,512,10,1280060.0,1211040.0,1283650.0
PartitionedStore,new_order,28,512,20,1082040.0,1083130.0,1059780.0
PartitionedStore,new_order,28,512,30,834627.0,808486.0,834491.0
PartitionedStore,new_order,28,512,40,666974.0,650794.0,641136.0
PartitionedStore,new_order,28,512,50,513338.0,510526.0,513287.0
PartitionedStore,new_order,28,512,60,410555.0,409326.0,402839.0
PartitionedStore,new_order,28,512,70,335706.0,335907.0,329203.0
PartitionedStore,new_order,28,512,80,283904.0,284156.0,274828.0
PartitionedStore,new_order,28,512,90,233194.0,241312.0,233378.0
PartitionedStore,new_order,28,512,100,208131.0,208972.0,201945.0
Silo,NP,1,1,N/A,99699.8,99427.7,108375.0
Silo,NP,1,2,N/A,80463.5,91964.0,97385.3
Silo,NP,1,4,N/A,74902.1,87199.2,91638.8
Silo,NP,1,8,N/A,73616.0,81901.8,86584.3
Silo,NP,1,16,N/A,70823.6,79085.3,80861.2
Silo,NP,1,32,N/A,66972.2,74726.0,76953.0
Silo,NP,1,64,N/A,64707.4,71552.5,72942.0
Silo,NP,1,128,N/A,61610.6,64721.5,69732.8
Silo,NP,1,256,N/A,57781.5,63640.0,64333.0
Silo,NP,1,512,N/A,,,76.0313
Silo,NP,2,1,N/A,111284.0,121984.0,120674.0
Silo,NP,2,2,N/A,181871.0,194606.0,186966.0
Silo,NP,2,4,N/A,167052.0,185184.0,186815.0
Silo,NP,2,8,N/A,158171.0,172492.0,172686.0
Silo,NP,2,16,N/A,149033.0,165335.0,163367.0
Silo,NP,2,32,N/A,142814.0,155754.0,154999.0
Silo,NP,2,64,N/A,138208.0,150748.0,150447.0
Silo,NP,2,128,N/A,131968.0,144963.0,141796.0
Silo,NP,2,256,N/A,124140.0,133838.0,133288.0
Silo,NP,2,512,N/A,,204.589,217.718
Silo,NP,4,1,N/A,132113.0,133915.0,149317.0
Silo,NP,4,2,N/A,232857.0,228836.0,261707.0
Silo,NP,4,4,N/A,330997.0,348672.0,374537.0
Silo,NP,4,8,N/A,309345.0,316709.0,353603.0
Silo,NP,4,16,N/A,294620.0,313420.0,334323.0
Silo,NP,4,32,N/A,277133.0,286942.0,314715.0
Silo,NP,4,64,N/A,265268.0,276809.0,301109.0
Silo,NP,4,128,N/A,254400.0,261118.0,283948.0
Silo,NP,4,256,N/A,240813.0,244873.0,268809.0
Silo,NP,4,512,N/A,,1850.88,6532.42
Silo,NP,8,1,N/A,131064.0,132696.0,149545.0
Silo,NP,8,2,N/A,238618.0,237331.0,285873.0
Silo,NP,8,4,N/A,390304.0,387802.0,456206.0
Silo,NP,8,8,N/A,552688.0,574670.0,608004.0
Silo,NP,8,16,N/A,522979.0,494163.0,612066.0
Silo,NP,8,32,N/A,495285.0,502252.0,588989.0
Silo,NP,8,64,N/A,465853.0,478143.0,555905.0
Silo,NP,8,128,N/A,445248.0,451033.0,529579.0
Silo,NP,8,256,N/A,426319.0,432819.0,498726.0
Silo,NP,8,512,N/A,,912.126,12787.1
Silo,NP,16,1,N/A,107847.0,110694.0,156079.0
Silo,NP,16,2,N/A,199357.0,153155.0,303664.0
Silo,NP,16,4,N/A,321477.0,339502.0,493020.0
Silo,NP,16,8,N/A,532295.0,557280.0,848854.0
Silo,NP,16,16,N/A,779464.0,773629.0,1231130.0
Silo,NP,16,32,N/A,734308.0,774217.0,1109330.0
Silo,NP,16,64,N/A,644000.0,648774.0,1100310.0
Silo,NP,16,128,N/A,659802.0,584800.0,998839.0
Silo,NP,16,256,N/A,533695.0,630003.0,979588.0
Silo,NP,16,512,N/A,,,
Silo,NP,28,1,N/A,87123.3,78791.4,
Silo,NP,28,2,N/A,123153.0,142872.0,
Silo,NP,28,4,N/A,191158.0,197013.0,
Silo,NP,28,8,N/A,322987.0,,
Silo,NP,28,16,N/A,512273.0,,
Silo,NP,28,32,N/A,717208.0,,
Silo,NP,28,64,N/A,747742.0,,1906060.0
Silo,NP,28,128,N/A,600887.0,,1782570.0
Silo,NP,28,256,N/A,648887.0,,1629510.0
Silo,NP,28,512,N/A,,,
Silo,all,1,1,N/A,61361.7,60272.5,60939.2
Silo,all,1,2,N/A,66636.0,61820.7,65792.6
Silo,all,1,4,N/A,67678.7,63824.6,67654.2
Silo,all,1,8,N/A,67254.5,65257.9,68596.3
Silo,all,1,16,N/A,65006.6,63207.5,64171.7
Silo,all,1,32,N/A,60526.3,59317.6,61265.1
Silo,all,1,64,N/A,57419.6,54339.0,56682.5
Silo,all,1,128,N/A,53642.3,50310.9,53846.8
Silo,all,1,256,N/A,50366.9,47321.2,49454.7
Silo,all,1,512,N/A,41.8555,,47.676
Silo,all,2,1,N/A,87282.5,91281.9,86271.2
Silo,all,2,2,N/A,117214.0,114957.0,114171.0
Silo,all,2,4,N/A,124930.0,125478.0,125761.0
Silo,all,2,8,N/A,134201.0,128505.0,128995.0
Silo,all,2,16,N/A,128281.0,128292.0,127536.0
Silo,all,2,32,N/A,123236.0,123147.0,126413.0
Silo,all,2,64,N/A,117224.0,118412.0,117821.0
Silo,all,2,128,N/A,113216.0,112829.0,113011.0
Silo,all,2,256,N/A,103956.0,104327.0,103266.0
Silo,all,2,512,N/A,58.3059,114.834,78.3503
Silo,all,4,1,N/A,129230.0,118110.0,131470.0
Silo,all,4,2,N/A,185579.0,167390.0,185776.0
Silo,all,4,4,N/A,222062.0,205901.0,230471.0
Silo,all,4,8,N/A,237292.0,222874.0,243977.0
Silo,all,4,16,N/A,247268.0,226856.0,248817.0
Silo,all,4,32,N/A,241421.0,227133.0,240784.0
Silo,all,4,64,N/A,231478.0,217892.0,233368.0
Silo,all,4,128,N/A,218447.0,203277.0,219967.0
Silo,all,4,256,N/A,204833.0,190104.0,207385.0
Silo,all,4,512,N/A,3844.09,1414.5,6403.12
Silo,all,8,1,N/A,152358.0,139550.0,158238.0
Silo,all,8,2,N/A,249548.0,213019.0,215082.0
Silo,all,8,4,N/A,334351.0,280660.0,333012.0
Silo,all,8,8,N/A,380805.0,342743.0,400766.0
Silo,all,8,16,N/A,434463.0,369000.0,434546.0
