alg,clients,shards,threads,replica,tput_1,tput_2,tput_3
2PL,100,16,1,1,960.6609337675,960.6609337675,948.7338198242
2PL,200,16,1,1,1957.7310467322,1957.7310467322,1957.3497688419
2PL,500,16,1,1,4190.433542981999,4190.433542981999,4186.90502747
2PL,1000,16,1,1,5522.114941799,5522.114941799,5535.95453157
2PL,2000,16,1,1,5205.945038886,5205.945038886,5186.323776247
2PL,4000,16,1,1,2978.953995313,2978.953995313,3005.3901150869997
OCC,100,16,1,1,931.4222315575,931.4222315575,899.5903182387
OCC,200,16,1,1,1758.0418642007,1758.0418642007,1811.7577779265998
OCC,500,16,1,1,2899.6215665140003,2899.6215665140003,2918.542955694
OCC,1000,16,1,1,2419.3874755577003,2419.3874755577003,2406.4439509214
OCC,2000,16,1,1,1392.3140223,1392.3140223,1408.3029528772001
OCC,4000,16,1,1,810.4947072389,810.4947072389,794.9592918575
Tapir,100,16,1,1,951.9954792149999,951.9954792149999,944.6231122176
Tapir,200,16,1,1,1879.2109831587,1879.2109831587,1878.9678903761
Tapir,500,16,1,1,4080.281871051,4080.281871051,4065.433599554
Tapir,1000,16,1,1,6200.017652107,6200.017652107,6142.237220067001
Tapir,2000,16,1,1,5166.030596428,5166.030596428,5207.149189957
Tapir,4000,16,1,1,515.5241703983,515.5241703983,603.8728338878
2PL,1,16,1,1,269.23230758698,269.23230758698,250.16164667645
2PL,10,16,1,1,850.9582179484,850.9582179484,726.7390700536
2PL,20,16,1,1,829.8956283838,829.8956283838,801.5495721896
2PL,40,16,1,1,773.6282228629,773.6282228629,766.5955947791
2PL,80,16,1,1,565.4612081918,565.4612081918,564.3244104309
OCC,1,16,1,1,273.1715343784,273.1715343784,287.6762727101
OCC,10,16,1,1,513.1616336433,513.1616336433,565.8953921659
OCC,20,16,1,1,352.39593833,352.39593833,350.8913334283
OCC,40,16,1,1,199.92163888648,199.92163888648,201.02584285593
OCC,80,16,1,1,115.92482183813,115.92482183813,110.07186353169
Tapir,1,16,1,1,322.2691178183,322.2691178183,333.6884914867
Tapir,10,16,1,1,1037.0035498093,1037.0035498093,1045.2795855632
Tapir,20,16,1,1,972.157093419,972.157093419,982.1448739319001
Tapir,40,16,1,1,393.0986167144,393.0986167144,392.5364858433
Tapir,80,16,1,1,35.53207711756,35.53207711756,36.46172164113
2PL,100,16,2,1,975.2341403482,975.2341403482,959.7335571275
2PL,200,16,2,1,1975.2246676373,1975.2246676373,1908.1917726467
2PL,500,16,2,1,4117.349820765,4117.349820765,4133.169709481
2PL,1000,16,2,1,5344.000210147,5344.000210147,5441.343557864
2PL,2000,16,2,1,5083.980318653,5083.980318653,5122.727410488999
2PL,4000,16,2,1,2757.160778841,2757.160778841,2738.315651883
OCC,100,16,2,1,919.6716985707,919.6716985707,923.2570234029
OCC,200,16,2,1,1802.0696958413,1802.0696958413,1767.5816694612
OCC,500,16,2,1,2844.900812388,2844.900812388,2886.905559331
OCC,1000,16,2,1,2287.2032674529,2287.2032674529,2265.3899626223
OCC,2000,16,2,1,1284.4332241707,1284.4332241707,1303.4440495062001
OCC,4000,16,2,1,746.4981215506,746.4981215506,745.1702000001
Tapir,100,16,2,1,977.6626407493,977.6626407493,916.1144914444
Tapir,200,16,2,1,1886.6832286047,1886.6832286047,1885.2666907128998
Tapir,500,16,2,1,4100.076065821,4100.076065821,4101.175032928
Tapir,1000,16,2,1,6177.023054514,6177.023054514,6135.220184409
Tapir,2000,16,2,1,4435.408287808,4435.408287808,4262.056431538
Tapir,4000,16,2,1,656.7495528042,656.7495528042,596.7023351323
2PL,100,16,2,3,967.578643996,967.578643996,985.5568551052
2PL,200,16,2,3,1968.629005154,1968.629005154,1834.0976376614
2PL,500,16,2,3,4131.173254550999,4131.173254550999,4086.197017779
2PL,1000,16,2,3,4621.579860152,4621.579860152,4685.68807279
2PL,2000,16,2,3,4085.689411767,4085.689411767,4006.287854451
2PL,4000,16,2,3,2405.076538114,2405.076538114,2358.894458865
OCC,100,16,2,3,887.6356370356,887.6356370356,917.3683781886
OCC,200,16,2,3,1750.5535111342,1750.5535111342,1758.196214638
OCC,500,16,2,3,3082.056729084,3082.056729084,3037.2017590689998
OCC,1000,16,2,3,2281.73179919,2281.73179919,2182.4576806077002
OCC,2000,16,2,3,1411.1530013106,1411.1530013106,1399.3151392019
OCC,4000,16,2,3,808.0262359698,808.0262359698,758.5929268559
Tapir,100,16,2,3,893.4214758382,893.4214758382,892.9366058732
Tapir,200,16,2,3,1733.3077750319,1733.3077750319,1710.1738723744
Tapir,500,16,2,3,3062.2764899399995,3062.2764899399995,3036.5672944800003
Tapir,1000,16,2,3,2608.5159456290003,2608.5159456290003,2580.9449255
Tapir,2000,16,2,3,1448.6108690872,1448.6108690872,1480.2942632386
Tapir,4000,16,2,3,497.6847635652,497.6847635652,498.2039399511
2PL,1,16,2,1,257.4686012586,257.4686012586,252.9904159922
2PL,10,16,2,1,745.2802916956999,745.2802916956999,771.3820350111
2PL,20,16,2,1,733.2955993347,733.2955993347,795.4274831372
2PL,40,16,2,1,748.6527000604,748.6527000604,724.3153381228
2PL,80,16,2,1,576.478160055,576.478160055,567.505542778
OCC,1,16,2,1,278.4442426901,278.4442426901,265.66601586992
OCC,10,16,2,1,522.8113097565,522.8113097565,511.7663117034
OCC,20,16,2,1,314.0011639267,314.0011639267,313.6563129499
OCC,40,16,2,1,197.19325489824,197.19325489824,208.18962857347998
OCC,80,16,2,1,114.81713878081,114.81713878081,112.57314360264999
Tapir,1,16,2,1,348.8767618136,348.8767618136,355.61503139539997
Tapir,10,16,2,1,1059.7852737279,1059.7852737279,1071.2890148014
Tapir,20,16,2,1,933.6408210731,933.6408210731,974.7630570911999
Tapir,40,16,2,1,359.1107323998,359.1107323998,377.6287692743
Tapir,80,16,2,1,16.564918372795,16.564918372795,33.14947989514
2PL,1,16,2,3,230.42001152999998,230.42001152999998,229.53171054384
2PL,10,16,2,3,682.0772552452,682.0772552452,632.4159496404
2PL,20,16,2,3,645.352181564,645.352181564,672.9308595858
2PL,40,16,2,3,635.2879694335,635.2879694335,640.7065390257001
2PL,80,16,2,3,491.19552115370004,491.19552115370004,487.8892677179
OCC,1,16,2,3,239.65220916818,239.65220916818,228.6916206252
OCC,10,16,2,3,463.24142030400003,463.24142030400003,502.7195517782
OCC,20,16,2,3,337.38778012349997,337.38778012349997,356.015930327
OCC,40,16,2,3,206.71201476709,206.71201476709,233.64771655004
OCC,80,16,2,3,133.3455433128,133.3455433128,124.09881026756
Tapir,1,16,2,3,287.14767673110003,287.14767673110003,284.4361344464
Tapir,10,16,2,3,923.0727710926,923.0727710926,886.1663287435
Tapir,20,16,2,3,389.81362106880005,389.81362106880005,397.1663689917
Tapir,40,16,2,3,222.826640929,222.826640929,233.3964982692
Tapir,80,16,2,3,41.28758429833,41.28758429833,38.362398638580004
2PL,100,16,3,1,959.2706500964,959.2706500964,964.5888693958
2PL,200,16,3,1,1960.094068231,1960.094068231,1969.8213896522
2PL,500,16,3,1,4125.529692949,4125.529692949,4171.466535678
2PL,1000,16,3,1,5446.098658101,5446.098658101,5360.164616866
2PL,2000,16,3,1,5068.947249539,5068.947249539,5065.551390772001
2PL,4000,16,3,1,2713.960408923,2713.960408923,2725.840641097
OCC,100,16,3,1,912.3903790081,912.3903790081,908.4496973532
OCC,200,16,3,1,1737.7080541381,1737.7080541381,1775.3755808878
OCC,500,16,3,1,2873.835538021,2873.835538021,2903.5617535399997
OCC,1000,16,3,1,2227.6608809438,2227.6608809438,2166.0700704478
OCC,2000,16,3,1,1267.1279015757,1267.1279015757,1225.3199125526
OCC,4000,16,3,1,741.0147331244999,741.0147331244999,737.5514633385001
Tapir,100,16,3,1,954.1907960106,954.1907960106,921.3440136431
Tapir,200,16,3,1,1843.574203141,1843.574203141,1876.4377569717
Tapir,500,16,3,1,4048.881617676,4048.881617676,4042.731404976
Tapir,1000,16,3,1,6158.820165396999,6158.820165396999,6195.437279354001
Tapir,2000,16,3,1,4312.143641362,4312.143641362,4442.529406521
Tapir,4000,16,3,1,575.4733478342,575.4733478342,604.7280627786
2PL,100,16,3,3,969.7253775341001,969.7253775341001,962.9262055528
2PL,200,16,3,3,1955.5248368823002,1955.5248368823002,1915.7183752734
2PL,500,16,3,3,4127.560666682,4127.560666682,4113.707040650001
2PL,1000,16,3,3,5275.316918246,5275.316918246,5432.826990627
2PL,2000,16,3,3,4255.1512676990005,4255.1512676990005,4226.017159204
2PL,4000,16,3,3,2500.286183656,2500.286183656,2497.246248506
OCC,100,16,3,3,909.5302424914,909.5302424914,911.2549673282999
OCC,200,16,3,3,1698.5060322313,1698.5060322313,1793.9771643953
OCC,500,16,3,3,3077.5437516270003,3077.5437516270003,3070.9043553399997
OCC,1000,16,3,3,2278.9625406593,2278.9625406593,2274.8407517445
OCC,2000,16,3,3,1412.5421413917002,1412.5421413917002,1402.8135087177998
OCC,4000,16,3,3,845.0178582066001,845.0178582066001,832.9644541182
Tapir,100,16,3,3,873.2217176042,873.2217176042,865.8902633170001
Tapir,200,16,3,3,1747.0002208787,1747.0002208787,1712.5242228957
Tapir,500,16,3,3,3137.4996467690003,3137.4996467690003,3128.01559499
Tapir,1000,16,3,3,3181.805110889,3181.805110889,3252.086678549
Tapir,2000,16,3,3,1576.2259488901,1576.2259488901,1551.9348394446001
Tapir,4000,16,3,3,518.898780604,518.898780604,555.070227071
2PL,100,16,3,5,980.0339470493,980.0339470493,
2PL,200,16,3,5,1865.3036354795,1865.3036354795,
2PL,500,16,3,5,2852.543840458,2852.543840458,
2PL,1000,16,3,5,2981.923814511,2981.923814511,
OCC,100,16,3,5,901.0873551686999,901.0873551686999,
OCC,200,16,3,5,1706.699806457,1706.699806457,
OCC,500,16,3,5,2345.8288885282,2345.8288885282,
OCC,1000,16,3,5,1883.8819404863,1883.8819404863,
Tapir,100,16,3,5,864.5008831255001,864.5008831255001,
Tapir,200,16,3,5,1569.4985427041001,1569.4985427041001,1565.0878368361
Tapir,500,16,3,5,1926.5725943085001,1926.5725943085001,1895.9311220578
Tapir,1000,16,3,5,1177.7265328843,1177.7265328843,1141.0703346302
Tapir,2000,16,3,5,473.0740961225,473.0740961225,486.8322970964
2PL,1,16,3,1,257.49105646675997,257.49105646675997,260.50921925189004
2PL,10,16,3,1,765.2267791105,765.2267791105,697.4531196506
2PL,20,16,3,1,744.9994395707,744.9994395707,776.3415579738
2PL,40,16,3,1,736.0389738319001,736.0389738319001,737.5003091497
2PL,80,16,3,1,579.4544670201,579.4544670201,569.5011983623
OCC,1,16,3,1,263.4484065884,263.4484065884,282.3229108904
OCC,10,16,3,1,477.7375571712,477.7375571712,540.5324057509999
OCC,20,16,3,1,314.93760404,314.93760404,311.2874943891
OCC,40,16,3,1,192.20984628267,192.20984628267,175.84401549525
OCC,80,16,3,1,112.76197594354,112.76197594354,107.09561983028
Tapir,1,16,3,1,336.5359516036,336.5359516036,322.4413739042
Tapir,10,16,3,1,1094.9051138178,1094.9051138178,984.7271437162
Tapir,20,16,3,1,975.3306335958,975.3306335958,962.6023389122
Tapir,40,16,3,1,364.4774537367,364.4774537367,320.50636090940003
Tapir,80,16,3,1,26.435146997860002,26.435146997860002,44.95534766932
2PL,1,16,3,3,236.95291681239001,236.95291681239001,225.6104690947
2PL,10,16,3,3,672.6322006136,672.6322006136,645.8051298009
2PL,20,16,3,3,647.4735219954,647.4735219954,682.1768329662
2PL,40,16,3,3,628.9599541282,628.9599541282,665.3598875353999
2PL,80,16,3,3,472.83402365549995,472.83402365549995,489.56652096069996
OCC,1,16,3,3,237.91294915108,237.91294915108,234.01217074164
OCC,10,16,3,3,495.0035582553,495.0035582553,501.2105516629
OCC,20,16,3,3,351.5219854253,351.5219854253,360.8529641834
OCC,40,16,3,3,205.92303345296,205.92303345296,209.17091656543
OCC,80,16,3,3,134.36979821888,134.36979821888,111.62666335221999
Tapir,1,16,3,3,286.02072261850003,286.02072261850003,281.31392418693
Tapir,10,16,3,3,907.8607136388,907.8607136388,879.0203857503
Tapir,20,16,3,3,376.0582763591,376.0582763591,398.6903146811
Tapir,40,16,3,3,232.2296697196,232.2296697196,210.3446223221
Tapir,80,16,3,3,44.83403529821,44.83403529821,39.75654726305
2PL,100,16,4,1,966.6349693621,966.6349693621,965.3465975948
2PL,200,16,4,1,1949.0399325651,1949.0399325651,1935.2414740606
2PL,500,16,4,1,4116.793297638,4116.793297638,4136.972265918
2PL,1000,16,4,1,5402.949126155,5402.949126155,5284.687088426001
2PL,2000,16,4,1,5034.705349538,5034.705349538,5116.825191569999
2PL,4000,16,4,1,2661.474299103,2661.474299103,2657.9234277990004
OCC,100,16,4,1,902.6013595298999,902.6013595298999,896.4522917657
OCC,200,16,4,1,1768.3482523831,1768.3482523831,1750.3290810269
OCC,500,16,4,1,2925.677725848,2925.677725848,2820.952138451
OCC,1000,16,4,1,2125.1777991976,2125.1777991976,2110.2739752199
OCC,2000,16,4,1,1235.3258143891999,1235.3258143891999,1224.5752669308
OCC,4000,16,4,1,711.8928815713,711.8928815713,730.0807020804
Tapir,100,16,4,1,923.8801859155,923.8801859155,933.9177529089
Tapir,200,16,4,1,1894.7195651442998,1894.7195651442998,1865.8654571722
Tapir,500,16,4,1,4104.164469951,4104.164469951,4085.9017549
Tapir,1000,16,4,1,6184.966390411,6184.966390411,6218.422864282
Tapir,2000,16,4,1,4323.825123961,4323.825123961,4329.459237194
Tapir,4000,16,4,1,568.8308274445001,568.8308274445001,582.0904427613
2PL,100,16,4,3,961.9357034916001,961.9357034916001,956.4026562322001
2PL,200,16,4,3,1981.7776200875,1981.7776200875,1985.345232428
2PL,500,16,4,3,4028.40792479,4028.40792479,4114.632765109
2PL,1000,16,4,3,5180.214179502,5180.214179502,5267.6008320480005
2PL,2000,16,4,3,4137.956293741,4137.956293741,3977.2388217949997
2PL,4000,16,4,3,2287.418542871,2287.418542871,2290.108642405
OCC,100,16,4,3,895.9873761741,895.9873761741,910.0672029525
OCC,200,16,4,3,1746.9341674029001,1746.9341674029001,1738.4591325915
OCC,500,16,4,3,3103.3567192279997,3103.3567192279997,3073.073324232
OCC,1000,16,4,3,2209.6136183599,2209.6136183599,2168.6181663604
OCC,2000,16,4,3,1413.6271037230001,1413.6271037230001,1319.2274134008999
OCC,4000,16,4,3,758.7346759179,758.7346759179,800.4769275535
Tapir,100,16,4,3,903.1209453765,903.1209453765,873.8078944875
Tapir,200,16,4,3,1740.8003736094,1740.8003736094,1749.9824635627
Tapir,500,16,4,3,3114.023361523,3114.023361523,3112.869954632
Tapir,1000,16,4,3,3200.262583215,3200.262583215,3205.328578092
Tapir,2000,16,4,3,1535.5875899162,1535.5875899162,1564.1588239737
Tapir,4000,16,4,3,512.5980216222999,512.5980216222999,507.6533920746
2PL,1,16,4,1,277.0676372375,277.0676372375,253.85367054503
2PL,10,16,4,1,686.4278920412,686.4278920412,729.8017601692
2PL,20,16,4,1,765.1555621637,765.1555621637,700.5999753657001
2PL,40,16,4,1,741.7455099097001,741.7455099097001,744.0050567625999
2PL,80,16,4,1,581.9324233478,581.9324233478,573.2415015573
OCC,1,16,4,1,269.02814073761,269.02814073761,258.0435027342
OCC,10,16,4,1,468.69424173000004,468.69424173000004,470.9585451518
OCC,20,16,4,1,292.33700704980004,292.33700704980004,318.2328208529
OCC,40,16,4,1,175.20339233833002,175.20339233833002,192.46377870735
OCC,80,16,4,1,107.48216221292,107.48216221292,92.79517786717
Tapir,1,16,4,1,332.0467767466,332.0467767466,337.9962398128
Tapir,10,16,4,1,981.9212795384,981.9212795384,996.3335362736
Tapir,20,16,4,1,976.6989147676001,976.6989147676001,965.1209409671001
Tapir,40,16,4,1,378.3090331382,378.3090331382,393.386650532
Tapir,80,16,4,1,26.24302054557,26.24302054557,20.814352741251
2PL,1,16,4,3,230.83280542501,230.83280542501,229.63887821219998
2PL,10,16,4,3,641.8725685813,641.8725685813,628.9034473174
2PL,20,16,4,3,653.6443588463,653.6443588463,606.9420861478
2PL,40,16,4,3,656.6845748328,656.6845748328,621.185472668
OCC,1,16,4,3,235.31706278554998,235.31706278554998,230.57552071918
OCC,10,16,4,3,494.7997251244,494.7997251244,455.6853202073
OCC,20,16,4,3,320.00735227990003,320.00735227990003,337.7144287104
OCC,40,16,4,3,193.09175320009,193.09175320009,187.02583787595
Tapir,1,16,4,3,296.9867684674,296.9867684674,291.20967032156
Tapir,10,16,4,3,908.3837430895,908.3837430895,904.9703125983999
Tapir,20,16,4,3,381.7032174406,381.7032174406,372.3992758392
Tapir,40,16,4,3,215.682178477,215.682178477,227.1740818061
Tapir,80,16,4,3,40.92090674145,40.92090674145,50.60281059576
2PL,100,1,1,1,289.0116410136,289.0116410136,281.3202763892
2PL,200,1,1,1,310.3403876094,310.3403876094,318.60426958429997
2PL,500,1,1,1,250.9150920309,250.9150920309,256.9735754143
2PL,1000,1,1,1,186.0877765859,186.0877765859,174.2735513674
2PL,2000,1,1,1,132.47532571699998,132.47532571699998,128.0799465111
2PL,4000,1,1,1,96.21208149412999,96.21208149412999,102.5406054831
OCC,100,1,1,1,62.33241697937,62.33241697937,67.14452633068
OCC,200,1,1,1,52.66043151284,52.66043151284,50.61228315993
OCC,500,1,1,1,25.040506532309998,25.040506532309998,26.17240975459
OCC,1000,1,1,1,9.961084269067,9.961084269067,11.094899869778
OCC,2000,1,1,1,8.234049852516,8.234049852516,7.104500180681001
OCC,4000,1,1,1,4.780581586075,4.780581586075,3.650167026665
Tapir,100,1,1,1,138.31895663795,138.31895663795,139.96200332249
Tapir,200,1,1,1,15.12500865726,15.12500865726,22.75840063078
Tapir,500,1,1,1,14.204168720873,14.204168720873,15.52922167253
Tapir,1000,1,1,1,17.783421188600002,17.783421188600002,25.68752941929
Tapir,2000,1,1,1,8.692479087825,8.692479087825,12.804876081105
Tapir,4000,1,1,1,8.094936394757,8.094936394757,8.890072815395
2PL,100,1,1,3,262.9430519935,262.9430519935,250.64324763300002
2PL,200,1,1,3,251.1495021254,251.1495021254,256.0150144123
2PL,500,1,1,3,204.7625256428,204.7625256428,194.2850161082
2PL,1000,1,1,3,151.8312770044,151.8312770044,148.4356303592
2PL,2000,1,1,3,116.8725422898,116.8725422898,120.50769831459999
2PL,4000,1,1,3,93.1319319429,93.1319319429,99.8358071106
OCC,100,1,1,3,96.36476003310999,96.36476003310999,105.21952452278
OCC,200,1,1,3,65.47543856684,65.47543856684,59.28383480684
OCC,500,1,1,3,29.75694766409,29.75694766409,27.901822176074
OCC,1000,1,1,3,9.963342463173,9.963342463173,11.6290094607
OCC,2000,1,1,3,6.8405472464149994,6.8405472464149994,6.305493738221
OCC,4000,1,1,3,8.231630236341,8.231630236341,3.85026267611
Tapir,100,1,1,3,221.50917864649,221.50917864649,227.28069933585002
Tapir,200,1,1,3,157.26787632824,157.26787632824,161.82353748787
Tapir,500,1,1,3,34.95737297787,34.95737297787,33.67640252424
Tapir,1000,1,1,3,17.4410068306667,17.4410068306667,18.1004320330741
Tapir,2000,1,1,3,4.64209707132,4.64209707132,4.24469486562
Tapir,4000,1,1,3,3.383844545608,3.383844545608,2.520904529563
2PL,100,1,1,5,229.6977400982,229.6977400982,219.1248786395
2PL,200,1,1,5,225.4514294741,225.4514294741,228.1428522808
2PL,500,1,1,5,158.455805315,158.455805315,161.5264858604
2PL,1000,1,1,5,124.9576462568,124.9576462568,126.9072303865
2PL,2000,1,1,5,99.5136220073,99.5136220073,100.1887212627
2PL,4000,1,1,5,71.95947116338999,71.95947116338999,69.29884126771
OCC,100,1,1,5,84.83860135127,84.83860135127,91.95396670573
OCC,200,1,1,5,62.4249280782,62.4249280782,48.353874483320006
OCC,500,1,1,5,22.7246706742003,22.7246706742003,24.383151690934998
OCC,1000,1,1,5,9.432117416112,9.432117416112,9.970038665119
OCC,2000,1,1,5,5.710660253942001,5.710660253942001,6.173782816765
OCC,4000,1,1,5,2.987975910028,2.987975910028,4.049202136188
Tapir,100,1,1,5,201.63814215649,201.63814215649,214.76323624730003
Tapir,200,1,1,5,161.61288462052,161.61288462052,154.58049779409
Tapir,500,1,1,5,37.73368295172,37.73368295172,48.41353064878
Tapir,1000,1,1,5,17.833961408575,17.833961408575,15.6419810379784
Tapir,2000,1,1,5,5.37042069594,5.37042069594,5.56846096342
Tapir,4000,1,1,5,2.25475793477,2.25475793477,1.65846738841
2PL,100,1,1,7,204.07401172304,204.07401172304,203.45042917948
2PL,200,1,1,7,190.9248119419,190.9248119419,194.989986254
2PL,500,1,1,7,149.5771574273,149.5771574273,147.0462456367
2PL,1000,1,1,7,126.5004743623,126.5004743623,114.8568153364
2PL,2000,1,1,7,98.3403917627,98.3403917627,97.8420467495
2PL,4000,1,1,7,69.6714360246,69.6714360246,69.38943218729
OCC,100,1,1,7,86.42583417361999,86.42583417361999,68.16740290064
OCC,200,1,1,7,47.70350198369,47.70350198369,43.45586953505
OCC,500,1,1,7,19.00379359161,19.00379359161,17.27574952055
OCC,1000,1,1,7,8.039662709942,8.039662709942,8.372031470966
OCC,2000,1,1,7,5.777922541681,5.777922541681,5.710954720748999
OCC,4000,1,1,7,11.683900871957999,11.683900871957999,10.892600489184
Tapir,100,1,1,7,229.14243871956,229.14243871956,214.48795224274
Tapir,200,1,1,7,188.34697842879,188.34697842879,172.60922894081
Tapir,500,1,1,7,37.53158763898,37.53158763898,41.17291882782
Tapir,1000,1,1,7,17.628819094468,17.628819094468,6.4298302688
Tapir,2000,1,1,7,5.50221405697,5.50221405697,6.23348283671
Tapir,4000,1,1,7,1.26032236642,1.26032236642,1.32635201058
2PL,1,1,1,1,221.61064879713,221.61064879713,233.63546184626
2PL,10,1,1,1,464.4467000662,464.4467000662,482.8128799103
2PL,20,1,1,1,462.6714054989,462.6714054989,490.01417928020004
2PL,40,1,1,1,459.84696026509994,459.84696026509994,461.6565561443
2PL,80,1,1,1,376.08269880859996,376.08269880859996,373.122557502
OCC,1,1,1,1,234.70337440058,234.70337440058,227.67329650544
OCC,10,1,1,1,305.06716643939995,305.06716643939995,349.258521349
OCC,20,1,1,1,217.21502294101998,217.21502294101998,208.56588714378
OCC,40,1,1,1,127.84317498338001,127.84317498338001,116.74908892511999
OCC,80,1,1,1,62.070272327720005,62.070272327720005,71.05768450398
Tapir,1,1,1,1,294.4398717684,294.4398717684,306.76029694809995
Tapir,10,1,1,1,740.6969505699001,740.6969505699001,713.6873866158
Tapir,20,1,1,1,643.5794613339,643.5794613339,625.9782864716
Tapir,40,1,1,1,309.87611830220004,309.87611830220004,315.3653239872
Tapir,80,1,1,1,50.07314618232,50.07314618232,76.76728237847
2PL,1,1,1,3,181.45991172007,181.45991172007,187.71061366245002
2PL,10,1,1,3,397.05052725700006,397.05052725700006,363.75345021100003
2PL,20,1,1,3,363.10906346539997,363.10906346539997,375.221260361
2PL,40,1,1,3,381.3195240601,381.3195240601,365.1430913868
2PL,80,1,1,3,311.8961054223,311.8961054223,309.8194678503
OCC,1,1,1,3,203.93529607032,203.93529607032,189.82731183949
OCC,10,1,1,3,260.24425970697,260.24425970697,270.1077722184
OCC,20,1,1,3,214.56011797012997,214.56011797012997,201.78314751046997
OCC,40,1,1,3,138.26995747041,138.26995747041,136.25869058154
OCC,80,1,1,3,75.78307638914,75.78307638914,74.38690616347
Tapir,1,1,1,3,266.29184893471,266.29184893471,263.93642264348
Tapir,10,1,1,3,584.5827316846,584.5827316846,569.054128099
Tapir,20,1,1,3,323.9209654491,323.9209654491,332.3075465273
Tapir,40,1,1,3,206.37356964056,206.37356964056,190.32370334681
Tapir,80,1,1,3,60.65482922161,60.65482922161,64.01171059854
2PL,1,1,1,5,175.07095645802,175.07095645802,166.07201746495
2PL,10,1,1,5,323.1301417957,323.1301417957,323.9937633764
2PL,20,1,1,5,321.18464384920003,321.18464384920003,333.0583184219
2PL,40,1,1,5,309.6896124749,309.6896124749,308.2461624783
2PL,80,1,1,5,254.3250836684,254.3250836684,255.4366318477
OCC,1,1,1,5,182.91165405716,182.91165405716,180.97770301108
OCC,10,1,1,5,216.58159375846,216.58159375846,228.28923920701
OCC,20,1,1,5,167.30918511186,167.30918511186,179.30516300543002
OCC,40,1,1,5,108.33074933982999,108.33074933982999,100.21570792172
OCC,80,1,1,5,53.84912214956,53.84912214956,60.86832606482
Tapir,1,1,1,5,247.09046241295,247.09046241295,235.27497424895
Tapir,10,1,1,5,548.6393614358,548.6393614358,547.496693357
Tapir,20,1,1,5,291.98111540860003,291.98111540860003,303.4821034508
Tapir,40,1,1,5,169.78437669341002,169.78437669341002,166.07503063055998
Tapir,80,1,1,5,70.43645455359,70.43645455359,62.81060898023
2PL,1,1,1,7,163.89290554938,163.89290554938,165.35946037044
2PL,10,1,1,7,303.0991919189,303.0991919189,286.08541596320003
2PL,20,1,1,7,280.7121426287,280.7121426287,291.6589889457
2PL,40,1,1,7,267.9406923091,267.9406923091,263.8565605562
2PL,80,1,1,7,215.7133436938,215.7133436938,221.72338984
OCC,1,1,1,7,171.88162045298,171.88162045298,163.67764429293
OCC,10,1,1,7,169.45010186375,169.45010186375,184.4120842858
OCC,20,1,1,7,136.29176676479,136.29176676479,153.82519974011
OCC,40,1,1,7,84.19030028068,84.19030028068,88.86684965775001
OCC,80,1,1,7,52.38917915919,52.38917915919,56.55557438305
Tapir,1,1,1,7,254.20355714843,254.20355714843,241.97053913181998
Tapir,10,1,1,7,509.685895694,509.685895694,507.232246993
Tapir,20,1,1,7,210.21672517836998,210.21672517836998,211.46044236923998
Tapir,40,1,1,7,93.14128306993,93.14128306993,87.12943488809
Tapir,80,1,1,7,36.72363527958,36.72363527958,38.43068370808
2PL,100,1,2,1,296.60251785019994,296.60251785019994,291.5710604088
2PL,200,1,2,1,317.4768993186,317.4768993186,315.1361565358
2PL,500,1,2,1,254.1255165911,254.1255165911,248.910254124
2PL,1000,1,2,1,181.5991555907,181.5991555907,182.4425478748
2PL,2000,1,2,1,125.3975474487,125.3975474487,132.82599843830002
2PL,4000,1,2,1,95.82062917925,95.82062917925,94.045066472
OCC,100,1,2,1,69.41811872084,69.41811872084,70.89393576546
OCC,200,1,2,1,42.516499175324,42.516499175324,50.94241432624
OCC,500,1,2,1,24.912393284689,24.912393284689,25.30740937266
OCC,1000,1,2,1,11.357049247744,11.357049247744,11.0913829414
OCC,2000,1,2,1,7.503172757025,7.503172757025,8.368982471965001
OCC,4000,1,2,1,3.78380608536,3.78380608536,4.845385008581
Tapir,100,1,2,1,125.43431307194,125.43431307194,131.94586208138
Tapir,200,1,2,1,16.131343979969998,16.131343979969998,18.91493354278
Tapir,500,1,2,1,2.78738373626,2.78738373626,11.3482863110833
Tapir,1000,1,2,1,20.84350881543,20.84350881543,13.9360245102
Tapir,2000,1,2,1,9.825158256581,9.825158256581,8.955579717058
Tapir,4000,1,2,1,8.626345514129,8.626345514129,7.629110645464
2PL,100,1,2,3,257.5098846615,257.5098846615,245.88200609540002
2PL,200,1,2,3,253.91271290600002,253.91271290600002,264.98780252890003
2PL,500,1,2,3,206.6092708221,206.6092708221,203.0030050789
2PL,1000,1,2,3,150.2432586296,150.2432586296,149.2349401371
2PL,2000,1,2,3,119.78443949769999,119.78443949769999,108.1990896433
2PL,4000,1,2,3,89.4423162727,89.4423162727,102.77434108279999
OCC,100,1,2,3,111.63555163748,111.63555163748,99.20961031571
OCC,200,1,2,3,63.676510085160004,63.676510085160004,70.85745414368
OCC,500,1,2,3,26.70487597449,26.70487597449,25.376042708651
OCC,1000,1,2,3,10.429814594128,10.429814594128,10.164750153759
OCC,2000,1,2,3,6.707280264365,6.707280264365,6.176726884393
OCC,4000,1,2,3,3.784604920924,3.784604920924,3.319927583921
Tapir,100,1,2,3,190.56978619479,190.56978619479,206.36319205346
Tapir,200,1,2,3,154.94488331541,154.94488331541,156.85392052071
