alg,clients,shards,threads,replica,tput_1,tput_2,tput_3
Janus,80,16,4,3,4917.271479528,4917.271479528,4710.9590001609995
Janus,1,16,4,5,282.0901115288,282.0901115288,290.7988904341
Janus,10,16,4,5,2065.6824600678,2065.6824600678,2048.9862819305
Janus,20,16,4,5,2701.736471067,2701.736471067,2714.689486984
Janus,40,16,4,5,3189.8001029780003,3189.8001029780003,3200.147310241
Janus,80,16,4,5,4250.668543723999,4250.668543723999,4316.7848314640005
Janus,100,1,1,1,723.2198811884999,723.2198811884999,743.6416106393
Janus,200,1,1,1,1499.9225143961,1499.9225143961,1449.1862643198
Janus,500,1,1,1,3428.54375298,3428.54375298,3573.9005434889996
Janus,1000,1,1,1,5113.130119911,5113.130119911,5089.206766843001
Janus,2000,1,1,1,6491.138798262999,6491.138798262999,6595.009163874
Janus,4000,1,1,1,6068.149057341,6068.149057341,6287.541318758
Janus,100,1,1,3,728.703569094,728.703569094,688.7010009906
Janus,200,1,1,3,1449.2967824954,1449.2967824954,1422.1112416313001
Janus,500,1,1,3,3509.576817204,3509.576817204,3566.635497508
Janus,1000,1,1,3,6115.009898765,6115.009898765,6078.696342528
Janus,2000,1,1,3,7414.085183646,7414.085183646,7302.090963898
Janus,4000,1,1,3,7350.272623043,7350.272623043,7459.982328274999
Janus,100,1,1,5,687.7746407424,687.7746407424,689.1197902393
Janus,200,1,1,5,1403.1928847284,1403.1928847284,1414.7083741305
Janus,500,1,1,5,3477.394383763,3477.394383763,3445.2312776840004
Janus,1000,1,1,5,6254.487991563001,6254.487991563001,6258.045597897
Janus,2000,1,1,5,7087.61183541,7087.61183541,7402.933338203
Janus,4000,1,1,5,7419.892141363,7419.892141363,7461.765010083
Janus,100,1,1,7,654.4373474015,654.4373474015,681.7328622996
Janus,200,1,1,7,1361.3952024658001,1361.3952024658001,1394.2864410041
Janus,500,1,1,7,3402.1952686170002,3402.1952686170002,3390.729755114
Janus,1000,1,1,7,6161.601238293,6161.601238293,6250.017837239
Janus,2000,1,1,7,7339.666515614,7339.666515614,7369.737101688
Janus,4000,1,1,7,7442.141934261001,7442.141934261001,7460.422010496
Janus,1,1,1,1,387.5170959919,387.5170959919,382.1513617021
Janus,10,1,1,1,2007.5755499219,2007.5755499219,2115.0492643761
Janus,20,1,1,1,2768.13241431,2768.13241431,2882.8874622460003
Janus,40,1,1,1,4451.971566696,4451.971566696,4525.313447258
Janus,80,1,1,1,4527.4762209850005,4527.4762209850005,4463.301715467
Janus,1,1,1,3,306.9716911902,306.9716911902,314.8432123091
Janus,10,1,1,3,1883.4085067803,1883.4085067803,1904.3671022487001
Janus,20,1,1,3,2526.1337358462,2526.1337358462,2519.0751818616
Janus,40,1,1,3,3011.5820361720002,3011.5820361720002,3094.477647238
Janus,80,1,1,3,4059.082208996,4059.082208996,4176.768150497
Janus,1,1,1,5,290.79961455,290.79961455,303.9524750502
Janus,10,1,1,5,1838.19859116,1838.19859116,1770.5325871759
Janus,20,1,1,5,2424.7730141729,2424.7730141729,2474.668315656
Janus,40,1,1,5,3006.324653105,3006.324653105,3136.131765522
Janus,80,1,1,5,4029.932237132,4029.932237132,4389.134364254
Janus,1,1,1,7,284.8900996805,284.8900996805,293.4716211038
Janus,10,1,1,7,1883.8868200041,1883.8868200041,1868.0158321708998
Janus,20,1,1,7,2371.6553989838003,2371.6553989838003,2380.2383586937
Janus,40,1,1,7,2969.481482388,2969.481482388,3050.048005451
Janus,80,1,1,7,4072.262177629,4072.262177629,4029.4487728619997
Janus,100,1,2,1,743.2977782800999,743.2977782800999,738.1498560666
Janus,200,1,2,1,1456.8014051467,1456.8014051467,1480.3268306721
Janus,500,1,2,1,3447.298518568,3447.298518568,3329.764491891
Janus,1000,1,2,1,5150.793252535999,5150.793252535999,5128.41419182
Janus,2000,1,2,1,6263.932660036,6263.932660036,6483.208339515
Janus,4000,1,2,1,5920.360394881,5920.360394881,6132.138775654
Janus,100,1,2,3,687.2388350716,687.2388350716,698.8398017633
Janus,200,1,2,3,1405.7301545157,1405.7301545157,1484.9639510081
Janus,500,1,2,3,3500.6952232440003,3500.6952232440003,3453.061132202
Janus,1000,1,2,3,5907.659882991999,5907.659882991999,5593.280510845
Janus,2000,1,2,3,6743.156440295,6743.156440295,6689.574731436
Janus,4000,1,2,3,6815.526281586,6815.526281586,6860.110603982001
Janus,100,1,2,5,651.8393115769001,651.8393115769001,668.1933283167
Janus,200,1,2,5,1350.9006028608999,1350.9006028608999,1448.0641733041
Janus,500,1,2,5,3450.783747981,3450.783747981,3411.71099958
Janus,1000,1,2,5,5744.637949656,5744.637949656,5644.839792127
Janus,2000,1,2,5,6824.820663469,6824.820663469,6578.200629389
Janus,4000,1,2,5,6755.170401029,6755.170401029,6742.852638883999
Janus,100,1,2,7,642.2231789507,642.2231789507,660.7041188635001
Janus,200,1,2,7,1380.7546891793,1380.7546891793,1346.1144694871
Janus,500,1,2,7,3344.64580414,3344.64580414,3427.549454034
Janus,1000,1,2,7,5642.474868239,5642.474868239,5585.732587160001
Janus,2000,1,2,7,6554.473739579,6554.473739579,6280.4287981610005
Janus,4000,1,2,7,6818.620231696,6818.620231696,6797.233819574
Janus,1,1,2,1,383.8999870713,383.8999870713,372.30880063049995
Janus,10,1,2,1,2060.2649727425,2060.2649727425,2000.5227025075
Janus,20,1,2,1,2953.375743862,2953.375743862,2915.360646062
Janus,40,1,2,1,4349.802764331,4349.802764331,4360.151114377
Janus,80,1,2,1,4690.846498791,4690.846498791,4384.513369912
Janus,1,1,2,3,314.07497254559996,314.07497254559996,302.47355918830004
Janus,10,1,2,3,1904.4378137491,1904.4378137491,1926.0484899871
Janus,20,1,2,3,2439.5291472783997,2439.5291472783997,2332.229660903
Janus,40,1,2,3,2879.465832073,2879.465832073,2944.934095341
Janus,80,1,2,3,3833.495594522,3833.495594522,3928.811536322
Janus,1,1,2,5,297.3637131956,297.3637131956,297.2806065085
Janus,10,1,2,5,1894.4829287082,1894.4829287082,1851.0238955114999
Janus,20,1,2,5,2301.2579729229,2301.2579729229,2500.3050302284
Janus,40,1,2,5,2898.301846406,2898.301846406,3014.224086568
Janus,80,1,2,5,3849.174856051,3849.174856051,3675.6244257930002
Janus,1,1,2,7,293.2565960895,293.2565960895,287.9274220667
Janus,10,1,2,7,1881.5598153357998,1881.5598153357998,1835.6255179616
Janus,20,1,2,7,2379.2366352720996,2379.2366352720996,2445.1170793451
Janus,40,1,2,7,2909.865831019,2909.865831019,2924.908167801
Janus,80,1,2,7,3698.484638652,3698.484638652,3592.252025115
Janus,100,1,3,1,724.6794506693,724.6794506693,730.0249994954
Janus,200,1,3,1,1420.8364174484,1420.8364174484,1471.4167817951
Janus,500,1,3,1,3402.3858966860003,3402.3858966860003,3352.679310883
Janus,1000,1,3,1,5192.983002894,5192.983002894,5431.846274468
Janus,2000,1,3,1,6501.043586632,6501.043586632,6420.000807838
Janus,4000,1,3,1,6247.984711184,6247.984711184,6169.164830858001
Janus,100,1,3,3,684.2909982145,684.2909982145,722.1118427913999
Janus,200,1,3,3,1460.3886815717,1460.3886815717,1429.4054405462998
Janus,500,1,3,3,3403.139255438,3403.139255438,3467.115528159
Janus,1000,1,3,3,5447.174733927,5447.174733927,5518.6906447540005
Janus,2000,1,3,3,6218.678240261,6218.678240261,6183.473809755
Janus,4000,1,3,3,6403.0240448839995,6403.0240448839995,6274.508731863
Janus,100,1,3,5,656.2559830906,656.2559830906,682.21011264
Janus,200,1,3,5,1414.8849721867,1414.8849721867,1402.2139470155
Janus,500,1,3,5,3412.6842568029997,3412.6842568029997,3396.282854999
Janus,1000,1,3,5,5460.061600235001,5460.061600235001,5541.524476674
Janus,2000,1,3,5,6300.884791741,6300.884791741,6238.972974855
Janus,4000,1,3,5,6410.003567916,6410.003567916,6354.645092665
Janus,100,1,3,7,682.3165133253,682.3165133253,654.0506565951
Janus,200,1,3,7,1367.3802120086,1367.3802120086,1391.6648375411
Janus,500,1,3,7,3329.3406087079998,3329.3406087079998,3396.66371591
Janus,1000,1,3,7,5498.838417139,5498.838417139,5596.017488770999
Janus,2000,1,3,7,6250.844608744001,6250.844608744001,6396.12968689
Janus,4000,1,3,7,6406.312673429,6406.312673429,6412.226281902001
Janus,1,1,3,1,364.9684752601,364.9684752601,365.8361443718
Janus,10,1,3,1,2088.8521106801,2088.8521106801,2083.3423219733
Janus,20,1,3,1,2873.967144721,2873.967144721,2946.665208799
Janus,40,1,3,1,4438.8625469319995,4438.8625469319995,4486.983899362001
Janus,80,1,3,1,4515.202213409,4515.202213409,4300.911142004
Janus,1,1,3,3,294.4261250027,294.4261250027,298.08788569349997
Janus,10,1,3,3,1906.0818576883,1906.0818576883,1827.1026582047
Janus,20,1,3,3,2483.0180074116,2483.0180074116,2279.9792106837
Janus,40,1,3,3,2989.2510440739998,2989.2510440739998,2903.486566586
Janus,80,1,3,3,4155.334698967,4155.334698967,3932.9506827719997
Janus,1,1,3,5,285.1270389639,285.1270389639,299.8814166953
Janus,10,1,3,5,1885.9047327101,1885.9047327101,1917.9600283959
Janus,20,1,3,5,2339.3298903876,2339.3298903876,2491.1857923156
Janus,40,1,3,5,2911.072398723,2911.072398723,2866.67232416
Janus,80,1,3,5,3650.9966782200004,3650.9966782200004,3868.8244007589997
Janus,1,1,3,7,296.3072160162,296.3072160162,286.0100556293
Janus,10,1,3,7,1741.3486677920998,1741.3486677920998,1775.8408474793
Janus,20,1,3,7,2389.0305751391,2389.0305751391,2259.3768580261
Janus,40,1,3,7,2858.9336328689997,2858.9336328689997,2947.604302498
Janus,80,1,3,7,3590.339378648,3590.339378648,3528.025222106
Janus,100,1,4,1,742.6020429992,742.6020429992,740.0259524022
Janus,200,1,4,1,1503.4279479215,1503.4279479215,1443.823879988
Janus,500,1,4,1,3390.919501606,3390.919501606,3392.232824452
Janus,1000,1,4,1,5100.173157751,5100.173157751,5307.183580442
Janus,2000,1,4,1,6366.522230142999,6366.522230142999,6588.402127525
Janus,4000,1,4,1,6134.8107024480005,6134.8107024480005,6053.450385021
Janus,100,1,4,3,667.2751971051,667.2751971051,703.7296881784
Janus,200,1,4,3,1431.1126648063,1431.1126648063,1467.4361701980001
Janus,500,1,4,3,3458.6226204940003,3458.6226204940003,3397.695075428
Janus,1000,1,4,3,5461.530549434,5461.530549434,5604.5941078099995
Janus,2000,1,4,3,6310.302807097,6310.302807097,5920.8091931750005
Janus,4000,1,4,3,6319.090605929,6319.090605929,6008.483740043
Janus,100,1,4,5,669.70439002,669.70439002,691.1735615334001
Janus,200,1,4,5,1412.5632570692999,1412.5632570692999,1449.1837052772
Janus,500,1,4,5,3408.4560186559997,3408.4560186559997,3408.616110296
Janus,1000,1,4,5,5343.0060477100005,5343.0060477100005,5622.462218084
Janus,2000,1,4,5,6408.854118416,6408.854118416,6233.568085696001
Janus,4000,1,4,5,6424.5100933700005,6424.5100933700005,6607.495070463
Janus,100,1,4,7,665.0169665669999,665.0169665669999,646.7284811242
Janus,200,1,4,7,1352.011037171,1352.011037171,1379.6779559148
Janus,500,1,4,7,3352.1737528490003,3352.1737528490003,3281.067391343
Janus,1000,1,4,7,5336.795222983,5336.795222983,5460.871631246
Janus,2000,1,4,7,6061.986020362,6061.986020362,5921.8484500469995
Janus,4000,1,4,7,6201.057046038,6201.057046038,6073.031236492
Janus,1,1,4,1,363.0618852493,363.0618852493,397.2138173435
Janus,10,1,4,1,1929.934114893,1929.934114893,2030.9600803561
Janus,20,1,4,1,2904.518411334,2904.518411334,2853.556039476
Janus,40,1,4,1,4305.293219594,4305.293219594,4495.634575089
Janus,80,1,4,1,4596.396796211,4596.396796211,4609.055754987
Janus,1,1,4,3,302.4393071566,302.4393071566,301.0143151689
Janus,10,1,4,3,1779.2846313493,1779.2846313493,1935.824338539
Janus,20,1,4,3,2382.7010205897004,2382.7010205897004,2353.3674599898
Janus,40,1,4,3,3031.151742651,3031.151742651,3115.479376115
Janus,80,1,4,3,3994.9036295449996,3994.9036295449996,3965.516619475
Janus,1,1,4,5,291.88436935149997,291.88436935149997,301.0011478059
Janus,10,1,4,5,1912.0891987436,1912.0891987436,1893.8135064643998
Janus,20,1,4,5,2335.8981614917,2335.8981614917,2546.723419358
Janus,40,1,4,5,3030.508345063,3030.508345063,2982.383774528
Janus,80,1,4,5,3720.332725919,3720.332725919,3772.826242904
Janus,1,1,4,7,290.0581977974,290.0581977974,289.9914962245
Janus,10,1,4,7,1814.4952960923,1814.4952960923,1783.2331851625
Janus,20,1,4,7,2294.894939045,2294.894939045,2478.7257537263
Janus,40,1,4,7,2936.357167634,2936.357167634,2930.735865456
Janus,80,1,4,7,3631.0632765,3631.0632765,3543.10072541
Janus,100,2,1,1,864.1559548481999,864.1559548481999,885.0790386452001
Janus,200,2,1,1,1765.6857417500999,1765.6857417500999,1839.6872170668
Janus,500,2,1,1,4191.284364111,4191.284364111,4225.472370616
Janus,1000,2,1,1,7797.698860823,7797.698860823,7713.330909388
Janus,2000,2,1,1,11789.734654407,11789.734654407,11573.841917123
Janus,4000,2,1,1,12212.52377068,12212.52377068,11987.318716745001
Janus,100,2,1,3,823.0929480131,823.0929480131,825.7214204962
Janus,200,2,1,3,1606.4439117719,1606.4439117719,1647.2607740916
Janus,500,2,1,3,3995.150594178,3995.150594178,3922.599024143
Janus,1000,2,1,3,7602.088028036001,7602.088028036001,7621.632365884
Janus,2000,2,1,3,12321.144417968,12321.144417968,12379.152873100998
Janus,4000,2,1,3,12953.145392633,12953.145392633,13145.775532550999
Janus,100,2,1,5,792.0760253481,792.0760253481,792.5851214258
Janus,200,2,1,5,1602.5673659382,1602.5673659382,1610.4089103268998
Janus,500,2,1,5,3863.3114821010004,3863.3114821010004,3857.31247751
Janus,1000,2,1,5,7514.545139305001,7514.545139305001,7437.172959405
Janus,2000,2,1,5,12327.328664544,12327.328664544,12402.336593324
Janus,4000,2,1,5,12966.198542841,12966.198542841,13000.301776393
Janus,100,2,1,7,758.5959071114,758.5959071114,764.3960230009
Janus,200,2,1,7,1596.9181358674,1596.9181358674,1554.8879484383
Janus,500,2,1,7,3777.949209279,3777.949209279,3787.67355055
Janus,1000,2,1,7,7348.216847855,7348.216847855,7348.8543977439995
Janus,2000,2,1,7,11786.656117893,11786.656117893,11770.075763454
Janus,4000,2,1,7,13223.512026931,13223.512026931,13218.466124553
Janus,1,2,1,1,350.2882301945,350.2882301945,378.8551383107
Janus,10,2,1,1,2214.5594803197,2214.5594803197,2272.1845368742
Janus,20,2,1,1,3397.84811979,3397.84811979,3269.885686338
Janus,40,2,1,1,4864.468216866,4864.468216866,4929.425764872
Janus,80,2,1,1,4838.521473438001,4838.521473438001,5025.086560137
Janus,1,2,1,3,302.7074409394,302.7074409394,292.39474692180005
Janus,10,2,1,3,2108.642617128,2108.642617128,2155.1151475606
Janus,20,2,1,3,2775.9817148300003,2775.9817148300003,2583.317642942
Janus,40,2,1,3,3354.313555631,3354.313555631,3397.926151987
Janus,80,2,1,3,5070.825829434,5070.825829434,4891.488058431
Janus,1,2,1,5,302.7362741843,302.7362741843,310.0729859766
Janus,10,2,1,5,2070.1213541535,2070.1213541535,1968.9947703279
Janus,20,2,1,5,2754.789277128,2754.789277128,2664.512391915
Janus,40,2,1,5,3483.23505115,3483.23505115,3343.1501293349997
Janus,80,2,1,5,4725.407371884,4725.407371884,4563.659455685
Janus,1,2,1,7,298.42242271410004,298.42242271410004,299.1505722227
Janus,10,2,1,7,1974.0277188875,1974.0277188875,1985.397785886
Janus,20,2,1,7,2617.379223408,2617.379223408,2575.6253085465
Janus,40,2,1,7,3378.646743122,3378.646743122,3353.3908887410003
Janus,80,2,1,7,4585.894799916,4585.894799916,4422.920232678
Janus,100,2,2,1,880.1488022853,880.1488022853,894.7825841388001
Janus,200,2,2,1,1757.7293210599,1757.7293210599,1810.4507023328001
Janus,500,2,2,1,4290.358661657,4290.358661657,4198.287195979
Janus,1000,2,2,1,7383.398404282,7383.398404282,7515.477664362001
Janus,2000,2,2,1,10621.910864215999,10621.910864215999,10671.232430954
Janus,4000,2,2,1,11131.426058211,11131.426058211,10752.256804639
Janus,100,2,2,3,799.0615661786001,799.0615661786001,797.7129464774999
Janus,200,2,2,3,1642.0339320795001,1642.0339320795001,1609.3723200839
Janus,500,2,2,3,3991.433173658,3991.433173658,3946.345942073
Janus,1000,2,2,3,7459.081229536,7459.081229536,7443.649476817
Janus,2000,2,2,3,10937.230518049,10937.230518049,10663.582072438001
Janus,4000,2,2,3,10976.461881039999,10976.461881039999,10812.574642959
Janus,100,2,2,5,810.8583332273,810.8583332273,801.8900484371
Janus,200,2,2,5,1566.5704000166002,1566.5704000166002,1582.3543930846
Janus,500,2,2,5,3897.428888083,3897.428888083,3855.3706102670003
Janus,1000,2,2,5,7353.466698335,7353.466698335,7263.390523370999
Janus,2000,2,2,5,10762.625921505,10762.625921505,10796.691163573001
Janus,4000,2,2,5,11570.205741958,11570.205741958,11366.584725644
Janus,100,2,2,7,756.9446366909,756.9446366909,758.8804431701
Janus,200,2,2,7,1580.1235204279,1580.1235204279,1559.1166089703001
Janus,500,2,2,7,3796.176862469,3796.176862469,3798.00143914
Janus,1000,2,2,7,7202.088381457999,7202.088381457999,7229.3502549879995
Janus,2000,2,2,7,10644.321087667,10644.321087667,10632.836202191998
Janus,4000,2,2,7,11225.901218275001,11225.901218275001,11174.752492427
Janus,1,2,2,1,360.3955014382,360.3955014382,349.60971870860004
Janus,10,2,2,1,2218.164654093,2218.164654093,2271.6789805876
Janus,20,2,2,1,3276.54152482,3276.54152482,3251.426618552
Janus,40,2,2,1,4799.508941032,4799.508941032,4960.974664828
Janus,80,2,2,1,5070.007616467,5070.007616467,5075.807309821
Janus,1,2,2,3,295.2100292346,295.2100292346,322.48486304290003
Janus,10,2,2,3,2125.682010476,2125.682010476,2181.720431406
Janus,20,2,2,3,2774.5495072559997,2774.5495072559997,2790.3072888350002
Janus,40,2,2,3,3183.977259202,3183.977259202,3177.4095401269997
Janus,80,2,2,3,4540.942675263001,4540.942675263001,4278.655442192
Janus,1,2,2,5,308.1271549588,308.1271549588,290.8070680551
Janus,10,2,2,5,2014.5908133010998,2014.5908133010998,2105.6444424845
Janus,20,2,2,5,2785.594358974,2785.594358974,2686.188372619
Janus,40,2,2,5,3191.2437284019998,3191.2437284019998,3280.870946665
Janus,80,2,2,5,4131.780482177,4131.780482177,4106.448588927
Janus,1,2,2,7,274.514354839,274.514354839,278.2068790518
Janus,10,2,2,7,1992.9994173153,1992.9994173153,2049.0009360382
Janus,20,2,2,7,2667.69703395,2667.69703395,2711.72071061
Janus,40,2,2,7,3154.8055302059997,3154.8055302059997,3119.209219241
Janus,80,2,2,7,4049.963326313,4049.963326313,4003.344497664
Janus,100,2,3,1,860.7685963691999,860.7685963691999,900.5803053617
Janus,200,2,3,1,1815.1108039511,1815.1108039511,1791.935244415
Janus,500,2,3,1,4181.640392847,4181.640392847,4157.891148301
Janus,1000,2,3,1,7468.877627465,7468.877627465,7459.442287193
Janus,2000,2,3,1,10289.433911320999,10289.433911320999,10379.022111412
Janus,4000,2,3,1,10960.340532533,10960.340532533,10824.555813125
Janus,100,2,3,3,807.9939890629,807.9939890629,809.830639874
Janus,200,2,3,3,1628.6654896319,1628.6654896319,1603.5301644874
Janus,500,2,3,3,3997.739519189,3997.739519189,4006.5485922059997
Janus,1000,2,3,3,7366.356339501,7366.356339501,7315.44946539
Janus,2000,2,3,3,10305.200431114,10305.200431114,10070.213278365001
Janus,4000,2,3,3,10565.312400339,10565.312400339,10712.182055661
Janus,100,2,3,5,778.2127641012,778.2127641012,791.5126774495
Janus,200,2,3,5,1614.4152135381,1614.4152135381,1562.2849264958
Janus,500,2,3,5,3833.9308085079997,3833.9308085079997,3870.656140673
Janus,1000,2,3,5,7275.9087930939995,7275.9087930939995,7235.0342499220005
Janus,2000,2,3,5,10326.449210052,10326.449210052,10368.633149629999
Janus,4000,2,3,5,10673.21977509,10673.21977509,10822.395287157
Janus,100,2,3,7,757.8662861989001,757.8662861989001,775.2994880863
Janus,200,2,3,7,1551.9503768369,1551.9503768369,1574.5129496455
Janus,500,2,3,7,3789.65757175,3789.65757175,3767.7101898739998
Janus,1000,2,3,7,7104.932763293001,7104.932763293001,7083.760772865
Janus,2000,2,3,7,10330.434805986999,10330.434805986999,10424.242969138
Janus,4000,2,3,7,11075.635610727,11075.635610727,10853.660047870999
Janus,1,2,3,1,350.9897852207,350.9897852207,362.6903079713
Janus,10,2,3,1,2328.451710894,2328.451710894,2215.744499066
Janus,20,2,3,1,3128.288260969,3128.288260969,3313.309834665
Janus,40,2,3,1,4963.720850225,4963.720850225,4956.368848727
Janus,80,2,3,1,5041.393360461,5041.393360461,4916.77868795
Janus,1,2,3,3,319.8938263327,319.8938263327,298.5488543866
Janus,10,2,3,3,2151.7483698240003,2151.7483698240003,2112.2817278029
Janus,20,2,3,3,2579.294272441,2579.294272441,2543.1317961441
Janus,40,2,3,3,3121.252633046,3121.252633046,3170.1111646540003
Janus,80,2,3,3,4133.53417652,4133.53417652,4171.60122952
Janus,1,2,3,5,297.3647569235,297.3647569235,291.89616066959996
Janus,10,2,3,5,2058.7498329317,2058.7498329317,2026.6519983790001
Janus,20,2,3,5,2649.763171126,2649.763171126,2615.197717555
Janus,40,2,3,5,3161.366459434,3161.366459434,3227.1455660849997
Janus,80,2,3,5,4044.61511927,4044.61511927,4051.6543112110003
Janus,1,2,3,7,292.83924751899997,292.83924751899997,289.6076222315
