alg,trans,threads,warehouse,remote,tput
PartitionedStore,new_order,16,4,60,76650.02734375
PartitionedStore,new_order,16,4,70,72608.828125
PartitionedStore,new_order,16,4,80,69077.015625
PartitionedStore,new_order,16,4,90,72383.734375
PartitionedStore,new_order,16,4,100,74322.44140625
PartitionedStore,new_order,16,8,0,656514.09375
PartitionedStore,new_order,16,8,10,147607.4140625
PartitionedStore,new_order,16,8,20,104958.1015625
PartitionedStore,new_order,16,8,30,87317.4921875
PartitionedStore,new_order,16,8,40,78158.515625
PartitionedStore,new_order,16,8,50,75447.6640625
PartitionedStore,new_order,16,8,60,73043.3828125
PartitionedStore,new_order,16,8,70,71261.625
PartitionedStore,new_order,16,8,80,68723.9765625
PartitionedStore,new_order,16,8,90,70931.8828125
PartitionedStore,new_order,16,8,100,69530.54296875
PartitionedStore,new_order,16,16,0,1242860.8125
PartitionedStore,new_order,16,16,10,284155.328125
PartitionedStore,new_order,16,16,20,156323.9140625
PartitionedStore,new_order,16,16,30,116200.0
PartitionedStore,new_order,16,16,40,93182.43359375
PartitionedStore,new_order,16,16,50,82389.2734375
PartitionedStore,new_order,16,16,60,76533.1484375
PartitionedStore,new_order,16,16,70,73637.25
PartitionedStore,new_order,16,16,80,71792.29296875
PartitionedStore,new_order,16,16,90,66681.42578125
PartitionedStore,new_order,16,16,100,69447.98828125
PartitionedStore,new_order,16,32,0,1184070.0
PartitionedStore,new_order,16,32,10,465196.0
PartitionedStore,new_order,16,32,20,238422.8359375
PartitionedStore,new_order,16,32,30,167591.5859375
PartitionedStore,new_order,16,32,40,127583.3359375
PartitionedStore,new_order,16,32,50,103148.6171875
PartitionedStore,new_order,16,32,60,91880.015625
PartitionedStore,new_order,16,32,70,81631.9140625
PartitionedStore,new_order,16,32,80,75773.83984375
PartitionedStore,new_order,16,32,90,71784.5234375
PartitionedStore,new_order,16,32,100,69067.3984375
PartitionedStore,new_order,16,64,0,1101630.0
PartitionedStore,new_order,16,64,10,630029.5
PartitionedStore,new_order,16,64,20,371479.5
PartitionedStore,new_order,16,64,30,230532.0
PartitionedStore,new_order,16,64,40,172684.5
PartitionedStore,new_order,16,64,50,135138.5
PartitionedStore,new_order,16,64,60,113839.5
PartitionedStore,new_order,16,64,70,98546.15625
PartitionedStore,new_order,16,64,80,84996.546875
PartitionedStore,new_order,16,64,90,77503.3984375
PartitionedStore,new_order,16,64,100,73709.25
PartitionedStore,new_order,16,128,0,1030320.0
PartitionedStore,new_order,16,128,10,783816.0
PartitionedStore,new_order,16,128,20,532018.0
PartitionedStore,new_order,16,128,30,368206.0
PartitionedStore,new_order,16,128,40,269529.0
PartitionedStore,new_order,16,128,50,211139.5
PartitionedStore,new_order,16,128,60,169535.5
PartitionedStore,new_order,16,128,70,140657.0
PartitionedStore,new_order,16,128,80,119593.0
PartitionedStore,new_order,16,128,90,103484.0
PartitionedStore,new_order,16,128,100,92734.0
PartitionedStore,new_order,16,256,0,945707.0
PartitionedStore,new_order,16,256,10,821723.5
PartitionedStore,new_order,16,256,20,643466.5
PartitionedStore,new_order,16,256,30,502264.5
PartitionedStore,new_order,16,256,40,400010.5
PartitionedStore,new_order,16,256,50,321345.5
PartitionedStore,new_order,16,256,60,260159.0
PartitionedStore,new_order,16,256,70,207264.0
PartitionedStore,new_order,16,256,80,166554.0
PartitionedStore,new_order,16,256,90,153357.0
PartitionedStore,new_order,16,256,100,134540.5
PartitionedStore,new_order,16,512,0,878995.0
PartitionedStore,new_order,16,512,10,779748.5
PartitionedStore,new_order,16,512,20,677280.5
PartitionedStore,new_order,16,512,30,603600.5
PartitionedStore,new_order,16,512,40,491755.5
PartitionedStore,new_order,16,512,50,432634.5
PartitionedStore,new_order,16,512,60,372064.0
PartitionedStore,new_order,16,512,70,312546.5
PartitionedStore,new_order,16,512,80,270657.5
PartitionedStore,new_order,16,512,90,234509.0
PartitionedStore,new_order,16,512,100,206116.0
PartitionedStore,new_order,28,1,0,64222.6015625
PartitionedStore,new_order,28,1,10,62080.3984375
PartitionedStore,new_order,28,1,20,63565.953125
PartitionedStore,new_order,28,1,30,71518.203125
PartitionedStore,new_order,28,1,40,62403.19921875
PartitionedStore,new_order,28,1,50,67578.203125
PartitionedStore,new_order,28,1,60,63459.30078125
PartitionedStore,new_order,28,1,70,63816.3515625
PartitionedStore,new_order,28,1,80,63565.80078125
PartitionedStore,new_order,28,1,90,69496.15625
PartitionedStore,new_order,28,1,100,65375.453125
PartitionedStore,new_order,28,2,0,145960.5
PartitionedStore,new_order,28,2,10,68459.703125
PartitionedStore,new_order,28,2,20,71668.34375
PartitionedStore,new_order,28,2,30,70973.296875
PartitionedStore,new_order,28,2,40,67005.703125
PartitionedStore,new_order,28,2,50,65549.6015625
PartitionedStore,new_order,28,2,60,65398.0
PartitionedStore,new_order,28,2,70,60676.953125
PartitionedStore,new_order,28,2,80,61906.3515625
PartitionedStore,new_order,28,2,90,65778.3515625
PartitionedStore,new_order,28,2,100,62070.6484375
PartitionedStore,new_order,28,4,0,305011.0
PartitionedStore,new_order,28,4,10,89518.703125
PartitionedStore,new_order,28,4,20,79483.90625
PartitionedStore,new_order,28,4,30,72387.546875
PartitionedStore,new_order,28,4,40,67743.0
PartitionedStore,new_order,28,4,50,72053.6015625
PartitionedStore,new_order,28,4,60,66772.953125
PartitionedStore,new_order,28,4,70,70724.8515625
PartitionedStore,new_order,28,4,80,70655.34375
PartitionedStore,new_order,28,4,90,71068.65625
PartitionedStore,new_order,28,4,100,69658.203125
PartitionedStore,new_order,28,8,0,616455.75
PartitionedStore,new_order,28,8,10,140077.5
PartitionedStore,new_order,28,8,20,97367.3984375
PartitionedStore,new_order,28,8,30,83462.44921875
PartitionedStore,new_order,28,8,40,76258.546875
PartitionedStore,new_order,28,8,50,71742.3203125
PartitionedStore,new_order,28,8,60,69201.55078125
PartitionedStore,new_order,28,8,70,68029.07421875
PartitionedStore,new_order,28,8,80,67719.5234375
PartitionedStore,new_order,28,8,90,67799.703125
PartitionedStore,new_order,28,8,100,69860.65234375
PartitionedStore,new_order,28,16,0,1218412.5
PartitionedStore,new_order,28,16,10,231409.0
PartitionedStore,new_order,28,16,20,142468.75
PartitionedStore,new_order,28,16,30,103978.0
PartitionedStore,new_order,28,16,40,88321.0234375
PartitionedStore,new_order,28,16,50,78109.8984375
PartitionedStore,new_order,28,16,60,73460.125
PartitionedStore,new_order,28,16,70,70230.046875
PartitionedStore,new_order,28,16,80,66861.900390625
PartitionedStore,new_order,28,16,90,67369.3515625
PartitionedStore,new_order,28,16,100,66897.2265625
PartitionedStore,new_order,28,32,0,2101432.5
PartitionedStore,new_order,28,32,10,472318.0
PartitionedStore,new_order,28,32,20,238327.75
PartitionedStore,new_order,28,32,30,162570.25
PartitionedStore,new_order,28,32,40,119729.75
PartitionedStore,new_order,28,32,50,98470.875
PartitionedStore,new_order,28,32,60,87247.09765625
PartitionedStore,new_order,28,32,70,78671.77734375
PartitionedStore,new_order,28,32,80,72715.24609375
PartitionedStore,new_order,28,32,90,67795.79296875
PartitionedStore,new_order,28,32,100,66946.90234375
PartitionedStore,new_order,28,64,0,1959805.0
PartitionedStore,new_order,28,64,10,756990.0
PartitionedStore,new_order,28,64,20,378409.0
PartitionedStore,new_order,28,64,30,239243.5
PartitionedStore,new_order,28,64,40,174148.5
PartitionedStore,new_order,28,64,50,131881.5
PartitionedStore,new_order,28,64,60,111350.5
PartitionedStore,new_order,28,64,70,92490.8515625
PartitionedStore,new_order,28,64,80,85671.5
PartitionedStore,new_order,28,64,90,76229.0
PartitionedStore,new_order,28,64,100,71741.0
PartitionedStore,new_order,28,128,0,1820240.0
PartitionedStore,new_order,28,128,10,1068445.0
PartitionedStore,new_order,28,128,20,621223.5
PartitionedStore,new_order,28,128,30,383692.0
PartitionedStore,new_order,28,128,40,262536.0
PartitionedStore,new_order,28,128,50,208468.5
PartitionedStore,new_order,28,128,60,164690.0
PartitionedStore,new_order,28,128,70,137957.5
PartitionedStore,new_order,28,128,80,119281.0
PartitionedStore,new_order,28,128,90,98506.65625
PartitionedStore,new_order,28,128,100,91524.796875
PartitionedStore,new_order,28,256,0,1591435.0
PartitionedStore,new_order,28,256,10,1276005.0
PartitionedStore,new_order,28,256,20,900907.5
PartitionedStore,new_order,28,256,30,611523.0
PartitionedStore,new_order,28,256,40,432045.5
PartitionedStore,new_order,28,256,50,332051.5
PartitionedStore,new_order,28,256,60,258897.5
PartitionedStore,new_order,28,256,70,217772.0
PartitionedStore,new_order,28,256,80,178671.0
PartitionedStore,new_order,28,256,90,155419.5
PartitionedStore,new_order,28,256,100,131511.5
PartitionedStore,new_order,28,512,0,1522045.0
PartitionedStore,new_order,28,512,10,1245550.0
PartitionedStore,new_order,28,512,20,1082585.0
PartitionedStore,new_order,28,512,30,821556.5
PartitionedStore,new_order,28,512,40,658884.0
PartitionedStore,new_order,28,512,50,511932.0
PartitionedStore,new_order,28,512,60,409940.5
PartitionedStore,new_order,28,512,70,335806.5
PartitionedStore,new_order,28,512,80,284030.0
PartitionedStore,new_order,28,512,90,237253.0
PartitionedStore,new_order,28,512,100,208551.5
Silo,NP,1,1,N/A,102500.8359375
Silo,NP,1,2,N/A,89937.6015625
Silo,NP,1,4,N/A,84580.03125
Silo,NP,1,8,N/A,80700.6953125
Silo,NP,1,16,N/A,76923.3671875
Silo,NP,1,32,N/A,72883.734375
Silo,NP,1,64,N/A,69733.96875
Silo,NP,1,128,N/A,65354.96484375
Silo,NP,1,256,N/A,61918.16796875
Silo,NP,1,512,N/A,76.03130340576172
Silo,NP,2,1,N/A,117980.6640625
Silo,NP,2,2,N/A,187814.328125
Silo,NP,2,4,N/A,179683.671875
Silo,NP,2,8,N/A,167783.0
Silo,NP,2,16,N/A,159245.0
Silo,NP,2,32,N/A,151189.0
Silo,NP,2,64,N/A,146467.671875
Silo,NP,2,128,N/A,139575.671875
Silo,NP,2,256,N/A,130422.0
Silo,NP,2,512,N/A,211.15350341796875
Silo,NP,4,1,N/A,138448.328125
Silo,NP,4,2,N/A,241133.328125
Silo,NP,4,4,N/A,351402.0
Silo,NP,4,8,N/A,326552.34375
Silo,NP,4,16,N/A,314121.0
Silo,NP,4,32,N/A,292930.0
Silo,NP,4,64,N/A,281062.0
Silo,NP,4,128,N/A,266488.65625
Silo,NP,4,256,N/A,251498.328125
Silo,NP,4,512,N/A,4191.64990234375
Silo,NP,8,1,N/A,137768.328125
Silo,NP,8,2,N/A,253940.671875
Silo,NP,8,4,N/A,411437.34375
Silo,NP,8,8,N/A,578454.0
Silo,NP,8,16,N/A,543069.3125
Silo,NP,8,32,N/A,528842.0
Silo,NP,8,64,N/A,499967.0
Silo,NP,8,128,N/A,475286.65625
Silo,NP,8,256,N/A,452621.34375
Silo,NP,8,512,N/A,6849.61279296875
Silo,NP,16,1,N/A,124873.3359375
Silo,NP,16,2,N/A,218725.328125
Silo,NP,16,4,N/A,384666.34375
Silo,NP,16,8,N/A,646143.0
Silo,NP,16,16,N/A,928074.3125
Silo,NP,16,32,N/A,872618.3125
Silo,NP,16,64,N/A,797694.6875
Silo,NP,16,128,N/A,747813.6875
Silo,NP,16,256,N/A,714428.6875
Silo,NP,16,512,N/A,
Silo,NP,28,1,N/A,82957.34375
Silo,NP,28,2,N/A,133012.5
Silo,NP,28,4,N/A,194085.5
Silo,NP,28,8,N/A,322987.0
Silo,NP,28,16,N/A,512273.0
Silo,NP,28,32,N/A,717208.0
Silo,NP,28,64,N/A,1326901.0
Silo,NP,28,128,N/A,1191728.5
Silo,NP,28,256,N/A,1139198.5
Silo,NP,28,512,N/A,
Silo,all,1,1,N/A,60857.80078125
Silo,all,1,2,N/A,64749.765625
Silo,all,1,4,N/A,66385.8359375
Silo,all,1,8,N/A,67036.234375
Silo,all,1,16,N/A,64128.6015625
Silo,all,1,32,N/A,60369.66796875
Silo,all,1,64,N/A,56147.03515625
Silo,all,1,128,N/A,52600.0
Silo,all,1,256,N/A,49047.59765625
Silo,all,1,512,N/A,44.7657470703125
Silo,all,2,1,N/A,88278.53125
Silo,all,2,2,N/A,115447.3359375
Silo,all,2,4,N/A,125389.6640625
Silo,all,2,8,N/A,130567.0
Silo,all,2,16,N/A,128036.3359375
Silo,all,2,32,N/A,124265.3359375
Silo,all,2,64,N/A,117819.0
Silo,all,2,128,N/A,113018.6640625
Silo,all,2,256,N/A,103849.6640625
Silo,all,2,512,N/A,83.83007049560547
Silo,all,4,1,N/A,126270.0
Silo,all,4,2,N/A,179581.671875
Silo,all,4,4,N/A,219478.0
Silo,all,4,8,N/A,234714.328125
Silo,all,4,16,N/A,240980.328125
Silo,all,4,32,N/A,236446.0
Silo,all,4,64,N/A,227579.328125
Silo,all,4,128,N/A,213897.0
Silo,all,4,256,N/A,200774.0
Silo,all,4,512,N/A,3887.23681640625
Silo,all,8,1,N/A,150048.671875
Silo,all,8,2,N/A,225883.0
Silo,all,8,4,N/A,316007.65625
Silo,all,8,8,N/A,374771.34375
Silo,all,8,16,N/A,412669.65625
Silo,all,8,32,N/A,407780.34375
Silo,all,8,64,N/A,389909.34375
Silo,all,8,128,N/A,383178.0
Silo,all,8,256,N/A,361108.65625
Silo,all,8,512,N/A,
Silo,all,16,1,N/A,191013.671875
Silo,all,16,2,N/A,271660.65625
Silo,all,16,4,N/A,402946.65625
Silo,all,16,8,N/A,548063.0
Silo,all,16,16,N/A,663771.3125
Silo,all,16,32,N/A,677139.6875
Silo,all,16,64,N/A,692718.3125
Silo,all,16,128,N/A,683811.6875
Silo,all,16,256,N/A,645917.6875
Silo,all,16,512,N/A,1177.18994140625
Silo,all,28,1,N/A,178798.5
Silo,all,28,2,N/A,291292.0
Silo,all,28,4,N/A,402536.5
Silo,all,28,8,N/A,820570.0
Silo,all,28,16,N/A,1071890.0
Silo,all,28,32,N/A,1213080.0
Silo,all,28,64,N/A,1256125.0
Silo,all,28,128,N/A,1269550.0
Silo,all,28,256,N/A,1204930.0
Silo,all,28,512,N/A,
Silo,new_order,1,1,0,73887.0
Silo,new_order,1,1,10,73937.6640625
Silo,new_order,1,1,20,73917.8046875
Silo,new_order,1,1,30,73394.734375
Silo,new_order,1,1,40,73183.4296875
Silo,new_order,1,1,50,73210.734375
Silo,new_order,1,1,60,69885.765625
Silo,new_order,1,1,70,70068.3984375
Silo,new_order,1,1,80,69869.3984375
Silo,new_order,1,1,90,70196.765625
Silo,new_order,1,1,100,70719.03125
Silo,new_order,1,2,0,67610.1640625
Silo,new_order,1,2,10,66280.734375
Silo,new_order,1,2,20,65985.1328125
Silo,new_order,1,2,30,64885.40234375
Silo,new_order,1,2,40,64287.76953125
Silo,new_order,1,2,50,64541.06640625
Silo,new_order,1,2,60,62142.33203125
Silo,new_order,1,2,70,62083.734375
Silo,new_order,1,2,80,62158.1015625
Silo,new_order,1,2,90,61830.0
Silo,new_order,1,2,100,62427.0
Silo,new_order,1,4,0,64312.0
Silo,new_order,1,4,10,62856.93359375
Silo,new_order,1,4,20,62991.0
Silo,new_order,1,4,30,62601.19921875
Silo,new_order,1,4,40,62114.93359375
Silo,new_order,1,4,50,62174.5
Silo,new_order,1,4,60,58297.69921875
Silo,new_order,1,4,70,58768.19921875
Silo,new_order,1,4,80,58865.46875
Silo,new_order,1,4,90,58708.53125
Silo,new_order,1,4,100,59423.19921875
Silo,new_order,1,8,0,61042.93359375
Silo,new_order,1,8,10,60171.30078125
Silo,new_order,1,8,20,59140.765625
Silo,new_order,1,8,30,59125.8671875
Silo,new_order,1,8,40,58597.46484375
Silo,new_order,1,8,50,58341.3984375
Silo,new_order,1,8,60,56008.09765625
Silo,new_order,1,8,70,56126.234375
Silo,new_order,1,8,80,56125.53515625
Silo,new_order,1,8,90,55477.1328125
Silo,new_order,1,8,100,55450.46875
Silo,new_order,1,16,0,57640.6328125
Silo,new_order,1,16,10,57096.765625
Silo,new_order,1,16,20,55879.19921875
Silo,new_order,1,16,30,55749.83203125
Silo,new_order,1,16,40,55630.06640625
Silo,new_order,1,16,50,55614.03515625
Silo,new_order,1,16,60,53461.30078125
Silo,new_order,1,16,70,53266.765625
Silo,new_order,1,16,80,52634.83203125
Silo,new_order,1,16,90,53532.6328125
Silo,new_order,1,16,100,53485.96875
Silo,new_order,1,32,0,54417.46875
Silo,new_order,1,32,10,53747.734375
Silo,new_order,1,32,20,52915.5
Silo,new_order,1,32,30,52910.46484375
Silo,new_order,1,32,40,52457.8671875
Silo,new_order,1,32,50,52312.93359375
Silo,new_order,1,32,60,50515.8984375
Silo,new_order,1,32,70,49996.93359375
Silo,new_order,1,32,80,51157.80078125
Silo,new_order,1,32,90,50075.19921875
Silo,new_order,1,32,100,49262.1640625
Silo,new_order,1,64,0,51514.83203125
Silo,new_order,1,64,10,51213.43359375
Silo,new_order,1,64,20,51103.6015625
Silo,new_order,1,64,30,50348.03125
Silo,new_order,1,64,40,49507.6328125
Silo,new_order,1,64,50,48961.46484375
Silo,new_order,1,64,60,47817.0
Silo,new_order,1,64,70,47852.6015625
Silo,new_order,1,64,80,47688.8671875
Silo,new_order,1,64,90,47172.265625
Silo,new_order,1,64,100,47267.83203125
Silo,new_order,1,128,0,48478.6640625
Silo,new_order,1,128,10,47813.56640625
Silo,new_order,1,128,20,47550.30078125
Silo,new_order,1,128,30,47211.3671875
Silo,new_order,1,128,40,46692.69921875
Silo,new_order,1,128,50,46567.234375
Silo,new_order,1,128,60,44247.5
Silo,new_order,1,128,70,44240.06640625
Silo,new_order,1,128,80,44125.8984375
Silo,new_order,1,128,90,44176.46484375
Silo,new_order,1,128,100,43959.6328125
Silo,new_order,1,256,0,44748.33203125
Silo,new_order,1,256,10,44194.16796875
Silo,new_order,1,256,20,43715.234375
Silo,new_order,1,256,30,43667.0
Silo,new_order,1,256,40,43367.09765625
Silo,new_order,1,256,50,42887.3671875
Silo,new_order,1,256,60,41250.93359375
Silo,new_order,1,256,70,41641.06640625
Silo,new_order,1,256,80,41772.69921875
Silo,new_order,1,256,90,41225.1015625
Silo,new_order,1,256,100,41300.8671875
Silo,new_order,1,512,0,20833.66553878784
Silo,new_order,1,512,10,20826.920112609863
Silo,new_order,1,512,20,20633.546115875244
Silo,new_order,1,512,30,20274.089057922363
Silo,new_order,1,512,40,20267.58910560608
Silo,new_order,1,512,50,20213.811668395996
Silo,new_order,1,512,60,20021.255710601807
Silo,new_order,1,512,70,19824.448760986328
Silo,new_order,1,512,80,19875.630390167236
Silo,new_order,1,512,90,19896.940269470215
Silo,new_order,1,512,100,19672.229469299316
Silo,new_order,2,1,0,120544.6640625
Silo,new_order,2,1,10,120631.6640625
Silo,new_order,2,1,20,120691.0
Silo,new_order,2,1,30,120973.3359375
Silo,new_order,2,1,40,120258.0
Silo,new_order,2,1,50,120432.0
Silo,new_order,2,1,60,118150.0
Silo,new_order,2,1,70,119096.0
Silo,new_order,2,1,80,118626.3359375
Silo,new_order,2,1,90,118507.0
Silo,new_order,2,1,100,118791.3359375
Silo,new_order,2,2,0,143732.671875
Silo,new_order,2,2,10,137081.671875
Silo,new_order,2,2,20,134329.328125
Silo,new_order,2,2,30,132150.0
Silo,new_order,2,2,40,131898.0
Silo,new_order,2,2,50,131081.328125
Silo,new_order,2,2,60,128932.0
Silo,new_order,2,2,70,130267.0
Silo,new_order,2,2,80,130430.3359375
Silo,new_order,2,2,90,131967.0
Silo,new_order,2,2,100,134852.328125
Silo,new_order,2,4,0,136338.0
Silo,new_order,2,4,10,131044.6640625
Silo,new_order,2,4,20,128843.3359375
Silo,new_order,2,4,30,126878.3359375
Silo,new_order,2,4,40,124712.0
Silo,new_order,2,4,50,124484.0
Silo,new_order,2,4,60,122659.6640625
Silo,new_order,2,4,70,122129.0
Silo,new_order,2,4,80,121534.0
Silo,new_order,2,4,90,122519.6640625
Silo,new_order,2,4,100,122476.0
Silo,new_order,2,8,0,130203.0
Silo,new_order,2,8,10,125290.3359375
Silo,new_order,2,8,20,122920.6640625
Silo,new_order,2,8,30,120480.3359375
Silo,new_order,2,8,40,118897.3359375
Silo,new_order,2,8,50,117940.6640625
Silo,new_order,2,8,60,116511.3359375
Silo,new_order,2,8,70,115440.3359375
Silo,new_order,2,8,80,115673.3359375
Silo,new_order,2,8,90,115661.6640625
Silo,new_order,2,8,100,115434.6640625
Silo,new_order,2,16,0,122418.6640625
Silo,new_order,2,16,10,117871.6640625
Silo,new_order,2,16,20,116319.0
Silo,new_order,2,16,30,114357.6640625
Silo,new_order,2,16,40,112715.3359375
Silo,new_order,2,16,50,112286.0
Silo,new_order,2,16,60,109873.6640625
Silo,new_order,2,16,70,109220.3359375
Silo,new_order,2,16,80,108684.3359375
Silo,new_order,2,16,90,108203.0
Silo,new_order,2,16,100,108387.6640625
Silo,new_order,2,32,0,115967.3359375
Silo,new_order,2,32,10,111918.6640625
Silo,new_order,2,32,20,109903.3359375
Silo,new_order,2,32,30,107819.6640625
Silo,new_order,2,32,40,106557.6640625
Silo,new_order,2,32,50,105553.0
Silo,new_order,2,32,60,102591.3359375
Silo,new_order,2,32,70,101675.5
Silo,new_order,2,32,80,101885.6015625
Silo,new_order,2,32,90,101114.3984375
Silo,new_order,2,32,100,101356.8671875
Silo,new_order,2,64,0,110413.6640625
Silo,new_order,2,64,10,106428.6640625
Silo,new_order,2,64,20,104259.6640625
Silo,new_order,2,64,30,102478.6640625
Silo,new_order,2,64,40,101000.6640625
Silo,new_order,2,64,50,99666.4296875
Silo,new_order,2,64,60,96726.5
Silo,new_order,2,64,70,96987.1953125
Silo,new_order,2,64,80,96867.234375
Silo,new_order,2,64,90,96005.8984375
Silo,new_order,2,64,100,94992.5703125
Silo,new_order,2,128,0,104392.3359375
Silo,new_order,2,128,10,101399.0
Silo,new_order,2,128,20,99424.8671875
Silo,new_order,2,128,30,97271.9375
Silo,new_order,2,128,40,95654.96875
Silo,new_order,2,128,50,94533.1640625
Silo,new_order,2,128,60,92337.0703125
Silo,new_order,2,128,70,91120.96875
Silo,new_order,2,128,80,90180.6015625
Silo,new_order,2,128,90,89731.96875
Silo,new_order,2,128,100,89095.703125
Silo,new_order,2,256,0,97948.5
Silo,new_order,2,256,10,94728.46875
Silo,new_order,2,256,20,92770.265625
Silo,new_order,2,256,30,90769.96875
Silo,new_order,2,256,40,89384.1015625
Silo,new_order,2,256,50,87686.03125
Silo,new_order,2,256,60,85678.734375
Silo,new_order,2,256,70,84398.3359375
Silo,new_order,2,256,80,84017.53125
Silo,new_order,2,256,90,83140.03125
Silo,new_order,2,256,100,82851.765625
Silo,new_order,2,512,0,45007.40301132202
Silo,new_order,2,512,10,43679.42063713074
Silo,new_order,2,512,20,42320.513595581055
Silo,new_order,2,512,30,41852.14775085449
Silo,new_order,2,512,40,40977.91208648682
Silo,new_order,2,512,50,40555.51559829712
Silo,new_order,2,512,60,40135.22518157959
Silo,new_order,2,512,70,39627.430503845215
Silo,new_order,2,512,80,39343.53314971924
Silo,new_order,2,512,90,39114.34358215332
Silo,new_order,2,512,100,38885.42087554932
Silo,new_order,4,1,0,189792.0
Silo,new_order,4,1,10,190127.0
Silo,new_order,4,1,20,189938.671875
Silo,new_order,4,1,30,189448.328125
Silo,new_order,4,1,40,189894.328125
Silo,new_order,4,1,50,191193.328125
Silo,new_order,4,1,60,183498.328125
Silo,new_order,4,1,70,185390.671875
Silo,new_order,4,1,80,185026.328125
Silo,new_order,4,1,90,182408.671875
Silo,new_order,4,1,100,183356.671875
Silo,new_order,4,2,0,243500.671875
Silo,new_order,4,2,10,233499.328125
Silo,new_order,4,2,20,227042.671875
Silo,new_order,4,2,30,223879.0
Silo,new_order,4,2,40,222586.671875
Silo,new_order,4,2,50,222397.328125
Silo,new_order,4,2,60,214593.0
Silo,new_order,4,2,70,215610.0
Silo,new_order,4,2,80,218924.328125
Silo,new_order,4,2,90,221598.328125
Silo,new_order,4,2,100,226618.0
Silo,new_order,4,4,0,267688.0
Silo,new_order,4,4,10,256007.671875
Silo,new_order,4,4,20,248686.671875
Silo,new_order,4,4,30,245394.0
Silo,new_order,4,4,40,241193.328125
Silo,new_order,4,4,50,240522.328125
Silo,new_order,4,4,60,230220.671875
Silo,new_order,4,4,70,233142.0
Silo,new_order,4,4,80,232424.328125
Silo,new_order,4,4,90,219934.671875
Silo,new_order,4,4,100,234704.328125
Silo,new_order,4,8,0,238482.328125
Silo,new_order,4,8,10,240837.328125
Silo,new_order,4,8,20,235154.328125
Silo,new_order,4,8,30,232977.0
Silo,new_order,4,8,40,230941.671875
Silo,new_order,4,8,50,229010.328125
Silo,new_order,4,8,60,207778.0
Silo,new_order,4,8,70,219474.0
Silo,new_order,4,8,80,218459.328125
Silo,new_order,4,8,90,219281.0
Silo,new_order,4,8,100,221236.671875
Silo,new_order,4,16,0,239443.0
Silo,new_order,4,16,10,228166.328125
Silo,new_order,4,16,20,222789.671875
Silo,new_order,4,16,30,219265.0
Silo,new_order,4,16,40,216082.671875
Silo,new_order,4,16,50,215187.0
Silo,new_order,4,16,60,208051.671875
Silo,new_order,4,16,70,206680.671875
Silo,new_order,4,16,80,205255.0
Silo,new_order,4,16,90,205866.0
Silo,new_order,4,16,100,205819.671875
Silo,new_order,4,32,0,224272.0
Silo,new_order,4,32,10,214260.0
Silo,new_order,4,32,20,210024.671875
Silo,new_order,4,32,30,206663.0
Silo,new_order,4,32,40,204354.0
Silo,new_order,4,32,50,201583.0
Silo,new_order,4,32,60,192994.671875
Silo,new_order,4,32,70,193497.328125
Silo,new_order,4,32,80,191987.671875
Silo,new_order,4,32,90,191645.328125
Silo,new_order,4,32,100,183376.0
Silo,new_order,4,64,0,213688.671875
Silo,new_order,4,64,10,205250.671875
Silo,new_order,4,64,20,200605.328125
Silo,new_order,4,64,30,195566.328125
Silo,new_order,4,64,40,193873.328125
Silo,new_order,4,64,50,190439.0
Silo,new_order,4,64,60,183512.328125
Silo,new_order,4,64,70,182001.671875
Silo,new_order,4,64,80,181406.0
Silo,new_order,4,64,90,180906.0
Silo,new_order,4,64,100,180958.328125
Silo,new_order,4,128,0,200728.328125
Silo,new_order,4,128,10,193007.328125
Silo,new_order,4,128,20,188729.671875
Silo,new_order,4,128,30,185287.328125
Silo,new_order,4,128,40,181998.328125
Silo,new_order,4,128,50,179260.328125
Silo,new_order,4,128,60,174131.671875
Silo,new_order,4,128,70,171923.0
Silo,new_order,4,128,80,171784.328125
Silo,new_order,4,128,90,170126.0
Silo,new_order,4,128,100,168652.671875
Silo,new_order,4,256,0,189619.671875
Silo,new_order,4,256,10,182801.671875
Silo,new_order,4,256,20,177444.671875
Silo,new_order,4,256,30,173092.328125
Silo,new_order,4,256,40,170663.0
Silo,new_order,4,256,50,168099.671875
Silo,new_order,4,256,60,162739.0
Silo,new_order,4,256,70,160883.328125
Silo,new_order,4,256,80,158992.0
Silo,new_order,4,256,90,157892.671875
Silo,new_order,4,256,100,157826.0
Silo,new_order,4,512,0,176168.0
Silo,new_order,4,512,10,87369.65380859375
Silo,new_order,4,512,20,85771.54699707031
Silo,new_order,4,512,30,83462.73547363281
Silo,new_order,4,512,40,82218.44201660156
Silo,new_order,4,512,50,80233.2822265625
Silo,new_order,4,512,60,79742.91174316406
Silo,new_order,4,512,70,78286.10676574707
Silo,new_order,4,512,80,77033.35401916504
Silo,new_order,4,512,90,76944.6130065918
Silo,new_order,4,512,100,76607.94149780273
Silo,new_order,8,1,0,242167.328125
Silo,new_order,8,1,10,251420.671875
Silo,new_order,8,1,20,231330.671875
Silo,new_order,8,1,30,231563.671875
Silo,new_order,8,1,40,245036.0
Silo,new_order,8,1,50,252077.671875
Silo,new_order,8,1,60,227288.0
Silo,new_order,8,1,70,228447.671875
Silo,new_order,8,1,80,222966.671875
Silo,new_order,8,1,90,238143.671875
Silo,new_order,8,1,100,237176.671875
Silo,new_order,8,2,0,361316.0
