partition_num,threads,zipf,rw,servers,cross,tput
32,8,0.0,100,2,80,1190270.0
32,8,0.0,100,2,100,1051270.0
32,8,0.0,100,4,0,5716730.0
32,8,0.0,100,4,20,
32,8,0.0,100,4,40,
32,8,0.0,100,4,60,
32,8,0.0,100,4,80,
32,8,0.0,100,4,100,1035760.0
32,8,0.4,0,2,0,281716.3333333333
32,8,0.4,0,2,20,241186.66666666666
32,8,0.4,0,2,40,222639.33333333334
32,8,0.4,0,2,60,193601.33333333334
32,8,0.4,0,2,80,167186.0
32,8,0.4,0,2,100,144679.66666666666
32,8,0.4,0,4,0,
32,8,0.4,0,4,20,
32,8,0.4,0,4,40,
32,8,0.4,0,4,60,
32,8,0.4,0,4,80,
32,8,0.4,0,4,100,
32,8,0.4,20,2,0,359745.0
32,8,0.4,20,2,20,286120.6666666667
32,8,0.4,20,2,40,273630.6666666667
32,8,0.4,20,2,60,233395.66666666666
32,8,0.4,20,2,80,223783.33333333334
32,8,0.4,20,2,100,207138.33333333334
32,8,0.4,20,4,0,
32,8,0.4,20,4,20,
32,8,0.4,20,4,40,
32,8,0.4,20,4,60,
32,8,0.4,20,4,80,
32,8,0.4,20,4,100,
32,8,0.4,60,2,0,579485.3333333334
32,8,0.4,60,2,20,487756.3333333333
32,8,0.4,60,2,40,437418.3333333333
32,8,0.4,60,2,60,429600.3333333333
32,8,0.4,60,2,80,413277.6666666667
32,8,0.4,60,2,100,369817.0
32,8,0.4,60,4,0,
32,8,0.4,60,4,20,
32,8,0.4,60,4,40,
32,8,0.4,60,4,60,
32,8,0.4,60,4,80,
32,8,0.4,60,4,100,
32,8,0.4,100,2,0,2398973.3333333335
32,8,0.4,100,2,20,1743043.3333333333
32,8,0.4,100,2,40,1388896.6666666667
32,8,0.4,100,2,60,1180613.3333333333
32,8,0.4,100,2,80,1022053.3333333334
32,8,0.4,100,2,100,893729.3333333334
32,8,0.4,100,4,0,
32,8,0.4,100,4,20,
32,8,0.4,100,4,40,
32,8,0.4,100,4,60,
32,8,0.4,100,4,80,
32,8,0.4,100,4,100,
32,8,0.8,0,2,0,306480.3333333333
32,8,0.8,0,2,20,248608.0
32,8,0.8,0,2,40,247464.66666666666
32,8,0.8,0,2,60,203417.33333333334
32,8,0.8,0,2,80,173779.0
32,8,0.8,0,2,100,147403.66666666666
32,8,0.8,0,4,0,
32,8,0.8,0,4,20,
32,8,0.8,0,4,40,
32,8,0.8,0,4,60,
32,8,0.8,0,4,80,
32,8,0.8,0,4,100,
32,8,0.8,20,2,0,377405.0
32,8,0.8,20,2,20,295755.0
32,8,0.8,20,2,40,289597.0
32,8,0.8,20,2,60,243175.33333333334
32,8,0.8,20,2,80,245786.66666666666
32,8,0.8,20,2,100,232175.0
32,8,0.8,20,4,0,
32,8,0.8,20,4,20,
32,8,0.8,20,4,40,
32,8,0.8,20,4,60,
32,8,0.8,20,4,80,
32,8,0.8,20,4,100,
32,8,0.8,60,2,0,601086.3333333334
32,8,0.8,60,2,20,504333.3333333333
32,8,0.8,60,2,40,460508.3333333333
32,8,0.8,60,2,60,444002.3333333333
32,8,0.8,60,2,80,421209.3333333333
32,8,0.8,60,2,100,391222.6666666667
32,8,0.8,60,4,0,
32,8,0.8,60,4,20,
32,8,0.8,60,4,40,
32,8,0.8,60,4,60,
32,8,0.8,60,4,80,
32,8,0.8,60,4,100,
32,8,0.8,100,2,0,2705170.0
32,8,0.8,100,2,20,1945610.0
32,8,0.8,100,2,40,1545853.3333333333
32,8,0.8,100,2,60,1295073.3333333333
32,8,0.8,100,2,80,1115233.3333333333
32,8,0.8,100,2,100,968220.6666666666
32,8,0.8,100,4,0,
32,8,0.8,100,4,20,
32,8,0.8,100,4,40,
32,8,0.8,100,4,60,
32,8,0.8,100,4,80,
32,8,0.8,100,4,100,
32,8,0.99,0,2,0,319631.3333333333
32,8,0.99,0,2,20,264390.0
32,8,0.99,0,2,40,240360.0
32,8,0.99,0,2,60,214717.0
32,8,0.99,0,2,80,176498.66666666666
32,8,0.99,0,2,100,150560.66666666666
32,8,0.99,0,4,0,
32,8,0.99,0,4,20,
32,8,0.99,0,4,40,
32,8,0.99,0,4,60,
32,8,0.99,0,4,80,
32,8,0.99,0,4,100,
32,8,0.99,20,2,0,396848.3333333333
32,8,0.99,20,2,20,318745.6666666667
32,8,0.99,20,2,40,294507.3333333333
32,8,0.99,20,2,60,285578.3333333333
32,8,0.99,20,2,80,258304.66666666666
32,8,0.99,20,2,100,233124.66666666666
32,8,0.99,20,4,0,
32,8,0.99,20,4,20,
32,8,0.99,20,4,40,
32,8,0.99,20,4,60,
32,8,0.99,20,4,80,
32,8,0.99,20,4,100,
32,8,0.99,60,2,0,650229.6666666666
32,8,0.99,60,2,20,547719.0
32,8,0.99,60,2,40,506731.3333333333
32,8,0.99,60,2,60,468127.3333333333
32,8,0.99,60,2,80,430460.6666666667
32,8,0.99,60,2,100,398619.0
32,8,0.99,60,4,0,
32,8,0.99,60,4,20,
32,8,0.99,60,4,40,
32,8,0.99,60,4,60,
32,8,0.99,60,4,80,
32,8,0.99,60,4,100,
32,8,0.99,100,2,0,3236570.0
32,8,0.99,100,2,20,2371443.3333333335
32,8,0.99,100,2,40,1893520.0
32,8,0.99,100,2,60,1548186.6666666667
32,8,0.99,100,2,80,1333136.6666666667
32,8,0.99,100,2,100,1187626.6666666667
32,8,0.99,100,4,0,
32,8,0.99,100,4,20,
32,8,0.99,100,4,40,
32,8,0.99,100,4,60,
32,8,0.99,100,4,80,
32,8,0.99,100,4,100,
32,16,0.0,0,2,0,295483.6666666667
32,16,0.0,0,2,20,252150.0
32,16,0.0,0,2,40,247978.0
32,16,0.0,0,2,60,230662.66666666666
32,16,0.0,0,2,80,202578.33333333334
32,16,0.0,0,2,100,179153.66666666666
32,16,0.0,20,2,0,348473.6666666667
32,16,0.0,20,2,20,311921.0
32,16,0.0,20,2,40,311436.6666666667
32,16,0.0,20,2,60,278210.6666666667
32,16,0.0,20,2,80,244213.0
32,16,0.0,20,2,100,215923.66666666666
32,16,0.0,60,2,0,611414.6666666666
32,16,0.0,60,2,20,550255.3333333334
32,16,0.0,60,2,40,509358.3333333333
32,16,0.0,60,2,60,525285.3333333334
32,16,0.0,60,2,80,467724.0
32,16,0.0,60,2,100,440694.6666666667
32,16,0.0,100,2,0,3739523.3333333335
32,16,0.0,100,2,20,2765293.3333333335
32,16,0.0,100,2,40,2227503.3333333335
32,16,0.0,100,2,60,1867613.3333333333
32,16,0.0,100,2,80,1595283.3333333333
32,16,0.0,100,2,100,1433126.6666666667
32,16,0.4,0,2,0,282250.0
32,16,0.4,0,2,20,256012.66666666666
32,16,0.4,0,2,40,242639.66666666666
32,16,0.4,0,2,60,227099.33333333334
32,16,0.4,0,2,80,194365.66666666666
32,16,0.4,0,2,100,175629.66666666666
32,16,0.4,20,2,0,340295.6666666667
32,16,0.4,20,2,20,301296.0
32,16,0.4,20,2,40,286906.6666666667
32,16,0.4,20,2,60,281344.3333333333
32,16,0.4,20,2,80,237220.33333333334
32,16,0.4,20,2,100,207094.33333333334
32,16,0.4,60,2,0,571245.0
32,16,0.4,60,2,20,520501.0
32,16,0.4,60,2,40,480505.0
32,16,0.4,60,2,60,461628.3333333333
32,16,0.4,60,2,80,428561.3333333333
32,16,0.4,60,2,100,411324.3333333333
32,16,0.4,100,2,0,2952413.3333333335
32,16,0.4,100,2,20,2185613.3333333335
32,16,0.4,100,2,40,1823520.0
32,16,0.4,100,2,60,1513876.6666666667
32,16,0.4,100,2,80,1303526.6666666667
32,16,0.4,100,2,100,1171933.3333333333
32,16,0.8,0,2,0,291601.6666666667
32,16,0.8,0,2,20,259411.33333333334
32,16,0.8,0,2,40,235754.66666666666
32,16,0.8,0,2,60,231515.66666666666
32,16,0.8,0,2,80,197416.0
32,16,0.8,0,2,100,178331.33333333334
32,16,0.8,20,2,0,339307.0
32,16,0.8,20,2,20,313846.0
32,16,0.8,20,2,40,298077.3333333333
32,16,0.8,20,2,60,282577.6666666667
32,16,0.8,20,2,80,242127.33333333334
32,16,0.8,20,2,100,210686.66666666666
32,16,0.8,60,2,0,586057.0
32,16,0.8,60,2,20,532538.6666666666
32,16,0.8,60,2,40,497823.6666666667
32,16,0.8,60,2,60,489867.6666666667
32,16,0.8,60,2,80,428073.0
32,16,0.8,60,2,100,419346.3333333333
32,16,0.8,100,2,0,3235146.6666666665
32,16,0.8,100,2,20,2399846.6666666665
32,16,0.8,100,2,40,1954926.6666666667
32,16,0.8,100,2,60,1623193.3333333333
32,16,0.8,100,2,80,1408483.3333333333
32,16,0.8,100,2,100,1243116.6666666667
32,16,0.99,0,2,0,297626.6666666667
32,16,0.99,0,2,20,258928.66666666666
32,16,0.99,0,2,40,224021.66666666666
32,16,0.99,0,2,60,207951.0
32,16,0.99,0,2,80,178926.33333333334
32,16,0.99,0,2,100,155209.66666666666
32,16,0.99,20,2,0,353537.6666666667
32,16,0.99,20,2,20,316009.3333333333
32,16,0.99,20,2,40,284876.3333333333
32,16,0.99,20,2,60,263419.6666666667
32,16,0.99,20,2,80,224353.0
32,16,0.99,20,2,100,194334.33333333334
32,16,0.99,60,2,0,618309.3333333334
32,16,0.99,60,2,20,554194.3333333334
32,16,0.99,60,2,40,501443.3333333333
32,16,0.99,60,2,60,497753.0
32,16,0.99,60,2,80,426386.0
32,16,0.99,60,2,100,412691.6666666667
32,16,0.99,100,2,0,3778846.6666666665
32,16,0.99,100,2,20,2807303.3333333335
32,16,0.99,100,2,40,2309876.6666666665
32,16,0.99,100,2,60,1903430.0
32,16,0.99,100,2,80,1679230.0
32,16,0.99,100,2,100,1457613.3333333333
128,2,0.0,0,2,0,87019.40000000001
128,2,0.0,0,2,20,60104.4
128,2,0.0,0,2,40,52628.36666666667
128,2,0.0,0,2,60,41890.4
128,2,0.0,0,2,80,35041.96666666667
128,2,0.0,0,2,100,30955.06666666667
128,2,0.0,0,4,0,103760.33333333333
128,2,0.0,0,4,20,73699.5
128,2,0.0,0,4,40,64119.93333333333
128,2,0.0,0,4,60,53682.9
128,2,0.0,0,4,80,57285.73333333334
128,2,0.0,0,4,100,50056.5
128,2,0.0,0,8,0,123437.66666666667
128,2,0.0,0,8,20,85661.16666666667
128,2,0.0,0,8,40,72564.86666666665
128,2,0.0,0,8,60,64218.6
128,2,0.0,0,8,80,60497.03333333333
128,2,0.0,0,8,100,52809.96666666667
128,2,0.0,20,2,0,107189.33333333333
128,2,0.0,20,2,20,69642.5
128,2,0.0,20,2,40,63668.466666666674
128,2,0.0,20,2,60,49495.700000000004
128,2,0.0,20,2,80,45894.76666666666
128,2,0.0,20,2,100,39185.700000000004
128,2,0.0,20,4,0,134008.33333333334
128,2,0.0,20,4,20,90282.96666666667
128,2,0.0,20,4,40,77482.43333333333
128,2,0.0,20,4,60,69515.73333333334
128,2,0.0,20,4,80,68256.23333333334
128,2,0.0,20,4,100,60123.1
128,2,0.0,20,8,0,151444.33333333334
128,2,0.0,20,8,20,103628.66666666667
128,2,0.0,20,8,40,84986.59999999999
128,2,0.0,20,8,60,77638.86666666667
128,2,0.0,20,8,80,69721.56666666667
128,2,0.0,20,8,100,61377.63333333333
128,2,0.0,60,2,0,185067.66666666666
128,2,0.0,60,2,20,137105.66666666666
128,2,0.0,60,2,40,125318.0
128,2,0.0,60,2,60,107917.0
128,2,0.0,60,2,80,95239.13333333332
128,2,0.0,60,2,100,88571.46666666667
128,2,0.0,60,4,0,242312.66666666666
128,2,0.0,60,4,20,156944.66666666666
128,2,0.0,60,4,40,144298.0
128,2,0.0,60,4,60,121106.33333333333
128,2,0.0,60,4,80,108527.33333333333
128,2,0.0,60,4,100,98724.53333333333
128,2,0.0,60,8,0,275162.6666666667
128,2,0.0,60,8,20,183872.66666666666
128,2,0.0,60,8,40,153000.0
128,2,0.0,60,8,60,125952.66666666667
128,2,0.0,60,8,80,112605.0
128,2,0.0,60,8,100,97542.06666666667
128,2,0.0,100,2,0,979437.6666666666
128,2,0.0,100,2,20,542880.6666666666
128,2,0.0,100,2,40,419126.3333333333
128,2,0.0,100,2,60,334334.6666666667
128,2,0.0,100,2,80,274500.6666666667
128,2,0.0,100,2,100,249727.66666666666
128,2,0.0,100,4,0,1871683.3333333333
128,2,0.0,100,4,20,730042.0
128,2,0.0,100,4,40,489463.6666666667
128,2,0.0,100,4,60,371312.0
128,2,0.0,100,4,80,303599.6666666667
128,2,0.0,100,4,100,251045.0
128,2,0.0,100,8,0,3662613.3333333335
128,2,0.0,100,8,20,893049.6666666666
128,2,0.0,100,8,40,509800.0
128,2,0.0,100,8,60,375876.3333333333
128,2,0.0,100,8,80,292618.6666666667
128,2,0.0,100,8,100,237864.33333333334
128,2,0.4,0,2,0,85997.09999999999
128,2,0.4,0,2,20,58643.56666666667
128,2,0.4,0,2,40,49790.799999999996
128,2,0.4,0,2,60,39005.76666666667
128,2,0.4,0,2,80,33353.833333333336
128,2,0.4,0,2,100,29943.833333333332
128,2,0.4,0,4,0,105601.66666666667
128,2,0.4,0,4,20,71996.66666666667
128,2,0.4,0,4,40,61243.86666666667
128,2,0.4,0,4,60,53001.26666666666
128,2,0.4,0,4,80,50403.13333333334
128,2,0.4,0,4,100,45974.700000000004
128,2,0.4,0,8,0,119063.66666666667
128,2,0.4,0,8,20,81345.93333333333
128,2,0.4,0,8,40,69910.3
128,2,0.4,0,8,60,59620.76666666667
128,2,0.4,0,8,80,56634.26666666666
128,2,0.4,0,8,100,50016.93333333333
128,2,0.4,20,2,0,103849.33333333333
128,2,0.4,20,2,20,71381.23333333334
128,2,0.4,20,2,40,60040.23333333334
128,2,0.4,20,2,60,49582.13333333334
128,2,0.4,20,2,80,41446.53333333333
128,2,0.4,20,2,100,36891.0
128,2,0.4,20,4,0,129877.0
128,2,0.4,20,4,20,86519.73333333334
128,2,0.4,20,4,40,73144.83333333333
128,2,0.4,20,4,60,66968.96666666667
128,2,0.4,20,4,80,62550.0
128,2,0.4,20,4,100,57299.166666666664
128,2,0.4,20,8,0,150144.0
128,2,0.4,20,8,20,102002.33333333333
128,2,0.4,20,8,40,85116.23333333332
128,2,0.4,20,8,60,74440.3
128,2,0.4,20,8,80,64280.43333333333
128,2,0.4,20,8,100,56306.56666666667
128,2,0.4,60,2,0,176427.33333333334
128,2,0.4,60,2,20,125671.66666666667
128,2,0.4,60,2,40,112199.0
128,2,0.4,60,2,60,102375.16666666667
128,2,0.4,60,2,80,86568.93333333333
128,2,0.4,60,2,100,75713.16666666667
128,2,0.4,60,4,0,231954.0
128,2,0.4,60,4,20,148927.33333333334
128,2,0.4,60,4,40,126435.33333333333
128,2,0.4,60,4,60,110874.0
128,2,0.4,60,4,80,100950.5
128,2,0.4,60,4,100,82353.53333333333
128,2,0.4,60,8,0,269363.6666666667
128,2,0.4,60,8,20,176600.0
128,2,0.4,60,8,40,142157.0
128,2,0.4,60,8,60,118387.66666666667
128,2,0.4,60,8,80,101308.90000000001
128,2,0.4,60,8,100,87519.0
128,2,0.4,100,2,0,729253.6666666666
128,2,0.4,100,2,20,430171.0
128,2,0.4,100,2,40,323348.0
128,2,0.4,100,2,60,274986.3333333333
128,2,0.4,100,2,80,244458.0
128,2,0.4,100,2,100,213628.33333333334
128,2,0.4,100,4,0,1420503.3333333333
128,2,0.4,100,4,20,613806.0
128,2,0.4,100,4,40,404801.0
128,2,0.4,100,4,60,305929.0
128,2,0.4,100,4,80,249240.0
128,2,0.4,100,4,100,207889.0
128,2,0.4,100,8,0,2814090.0
128,2,0.4,100,8,20,731707.6666666666
128,2,0.4,100,8,40,442663.6666666667
128,2,0.4,100,8,60,322016.6666666667
128,2,0.4,100,8,80,251335.33333333334
128,2,0.4,100,8,100,209019.66666666666
128,2,0.8,0,2,0,88338.76666666666
128,2,0.8,0,2,20,62950.9
128,2,0.8,0,2,40,52369.1
128,2,0.8,0,2,60,42586.4
128,2,0.8,0,2,80,34488.833333333336
128,2,0.8,0,2,100,30770.3
128,2,0.8,0,4,0,110227.33333333333
128,2,0.8,0,4,20,77084.36666666667
128,2,0.8,0,4,40,64569.86666666667
128,2,0.8,0,4,60,54872.93333333333
128,2,0.8,0,4,80,52124.06666666667
128,2,0.8,0,4,100,47063.56666666667
128,2,0.8,0,8,0,126469.66666666667
128,2,0.8,0,8,20,93149.53333333333
128,2,0.8,0,8,40,74892.93333333333
128,2,0.8,0,8,60,64406.76666666666
128,2,0.8,0,8,80,56271.93333333333
128,2,0.8,0,8,100,50865.06666666667
128,2,0.8,20,2,0,108273.33333333333
128,2,0.8,20,2,20,73685.9
128,2,0.8,20,2,40,61384.63333333333
128,2,0.8,20,2,60,50327.23333333334
128,2,0.8,20,2,80,43833.9
128,2,0.8,20,2,100,38485.0
128,2,0.8,20,4,0,134261.33333333334
128,2,0.8,20,4,20,95184.59999999999
128,2,0.8,20,4,40,78189.7
128,2,0.8,20,4,60,68193.09999999999
128,2,0.8,20,4,80,64939.533333333326
128,2,0.8,20,4,100,58799.06666666667
128,2,0.8,20,8,0,155667.0
128,2,0.8,20,8,20,114065.66666666667
128,2,0.8,20,8,40,92037.60000000002
128,2,0.8,20,8,60,77155.43333333333
128,2,0.8,20,8,80,66954.66666666667
128,2,0.8,20,8,100,57443.73333333334
128,2,0.8,60,2,0,185540.66666666666
128,2,0.8,60,2,20,128098.0
128,2,0.8,60,2,40,122519.0
128,2,0.8,60,2,60,105753.33333333333
128,2,0.8,60,2,80,92437.36666666665
128,2,0.8,60,2,100,80447.13333333335
128,2,0.8,60,4,0,245240.33333333334
128,2,0.8,60,4,20,161757.33333333334
128,2,0.8,60,4,40,138023.0
128,2,0.8,60,4,60,117158.66666666667
128,2,0.8,60,4,80,103607.33333333333
128,2,0.8,60,4,100,88493.96666666667
128,2,0.8,60,8,0,285359.0
128,2,0.8,60,8,20,188075.0
128,2,0.8,60,8,40,148702.66666666666
128,2,0.8,60,8,60,119408.0
128,2,0.8,60,8,80,103387.86666666665
128,2,0.8,60,8,100,90386.73333333334
128,2,0.8,100,2,0,846508.6666666666
128,2,0.8,100,2,20,486569.0
128,2,0.8,100,2,40,376843.3333333333
128,2,0.8,100,2,60,301890.0
128,2,0.8,100,2,80,262343.0
128,2,0.8,100,2,100,224081.0
128,2,0.8,100,4,0,1611663.3333333333
128,2,0.8,100,4,20,647451.3333333334
128,2,0.8,100,4,40,436620.0
128,2,0.8,100,4,60,328826.3333333333
128,2,0.8,100,4,80,262711.0
128,2,0.8,100,4,100,225142.66666666666
128,2,0.8,100,8,0,3144210.0
128,2,0.8,100,8,20,813196.0
128,2,0.8,100,8,40,475682.6666666667
128,2,0.8,100,8,60,336726.3333333333
128,2,0.8,100,8,80,268717.6666666667
128,2,0.8,100,8,100,221004.33333333334
128,2,0.99,0,2,0,93535.06666666667
128,2,0.99,0,2,20,67369.93333333333
128,2,0.99,0,2,40,59902.0
128,2,0.99,0,2,60,44308.63333333334
128,2,0.99,0,2,80,37880.36666666667
128,2,0.99,0,2,100,33208.23333333334
128,2,0.99,0,4,0,109414.0
128,2,0.99,0,4,20,93011.83333333333
128,2,0.99,0,4,40,72551.83333333333
128,2,0.99,0,4,60,59795.4
128,2,0.99,0,4,80,55300.666666666664
128,2,0.99,0,4,100,50764.43333333333
128,2,0.99,0,8,0,134276.33333333334
128,2,0.99,0,8,20,111281.33333333333
128,2,0.99,0,8,40,83229.59999999999
128,2,0.99,0,8,60,68920.56666666667
128,2,0.99,0,8,80,59968.9
128,2,0.99,0,8,100,50584.13333333334
128,2,0.99,20,2,0,112573.0
128,2,0.99,20,2,20,79328.2
128,2,0.99,20,2,40,73513.76666666666
128,2,0.99,20,2,60,54334.4
128,2,0.99,20,2,80,47300.73333333334
128,2,0.99,20,2,100,41567.833333333336
128,2,0.99,20,4,0,143536.33333333334
128,2,0.99,20,4,20,112109.0
128,2,0.99,20,4,40,87518.53333333333
128,2,0.99,20,4,60,78455.16666666667
128,2,0.99,20,4,80,67218.13333333332
128,2,0.99,20,4,100,58517.19999999999
128,2,0.99,20,8,0,169294.66666666666
128,2,0.99,20,8,20,134918.0
128,2,0.99,20,8,40,105973.0
128,2,0.99,20,8,60,85100.0
128,2,0.99,20,8,80,67821.2
128,2,0.99,20,8,100,59223.46666666667
128,2,0.99,60,2,0,196444.0
128,2,0.99,60,2,20,137887.0
128,2,0.99,60,2,40,127202.0
128,2,0.99,60,2,60,116043.0
128,2,0.99,60,2,80,95371.16666666667
128,2,0.99,60,2,100,84520.96666666667
128,2,0.99,60,4,0,260663.0
128,2,0.99,60,4,20,186042.0
128,2,0.99,60,4,40,157012.33333333334
128,2,0.99,60,4,60,126621.33333333333
128,2,0.99,60,4,80,106330.66666666667
128,2,0.99,60,4,100,95638.13333333335
128,2,0.99,60,8,0,313810.3333333333
128,2,0.99,60,8,20,230618.0
128,2,0.99,60,8,40,165354.66666666666
128,2,0.99,60,8,60,133435.66666666666
128,2,0.99,60,8,80,109830.33333333333
128,2,0.99,60,8,100,93235.33333333333
128,2,0.99,100,2,0,972657.3333333334
128,2,0.99,100,2,20,563327.6666666666
128,2,0.99,100,2,40,431040.3333333333
128,2,0.99,100,2,60,353361.3333333333
128,2,0.99,100,2,80,295195.3333333333
128,2,0.99,100,2,100,260667.66666666666
128,2,0.99,100,4,0,1863246.6666666667
128,2,0.99,100,4,20,737258.6666666666
128,2,0.99,100,4,40,493821.6666666667
128,2,0.99,100,4,60,371262.0
128,2,0.99,100,4,80,306807.3333333333
128,2,0.99,100,4,100,257795.33333333334
128,2,0.99,100,8,0,3610136.6666666665
128,2,0.99,100,8,20,921532.3333333334
128,2,0.99,100,8,40,566610.3333333334
128,2,0.99,100,8,60,398916.0
128,2,0.99,100,8,80,319846.6666666667
128,2,0.99,100,8,100,258478.33333333334
128,8,0.0,0,2,0,298922.6666666667
128,8,0.0,0,2,20,220244.66666666666
128,8,0.0,0,2,40,178991.66666666666
128,8,0.0,0,2,60,163104.0
128,8,0.0,0,2,80,141374.66666666666
128,8,0.0,0,2,100,127469.0
128,8,0.0,0,4,0,342948.3333333333
128,8,0.0,0,4,20,268173.6666666667
128,8,0.0,0,4,40,231444.66666666666
128,8,0.0,0,4,60,197128.33333333334
128,8,0.0,0,4,80,177682.33333333334
128,8,0.0,0,4,100,176592.66666666666
128,8,0.0,0,8,0,385120.0
128,8,0.0,0,8,20,299679.5
128,8,0.0,0,8,40,261041.0
128,8,0.0,0,8,60,222657.0
128,8,0.0,0,8,80,210752.0
128,8,0.0,0,8,100,199108.0
128,8,0.0,20,2,0,365007.6666666667
128,8,0.0,20,2,20,254345.33333333334
128,8,0.0,20,2,40,237622.33333333334
128,8,0.0,20,2,60,193714.33333333334
128,8,0.0,20,2,80,173008.66666666666
128,8,0.0,20,2,100,157398.0
128,8,0.0,20,4,0,428368.0
128,8,0.0,20,4,20,329697.3333333333
128,8,0.0,20,4,40,282975.6666666667
128,8,0.0,20,4,60,248266.0
128,8,0.0,20,4,80,253965.33333333334
128,8,0.0,20,4,100,228790.33333333334
128,8,0.0,20,8,0,474834.0
128,8,0.0,20,8,20,387839.0
128,8,0.0,20,8,40,315120.6666666667
128,8,0.0,20,8,60,301210.5
128,8,0.0,20,8,80,257277.5
128,8,0.0,20,8,100,234714.33333333334
128,8,0.0,60,2,0,599124.3333333334
128,8,0.0,60,2,20,436685.6666666667
128,8,0.0,60,2,40,399407.6666666667
128,8,0.0,60,2,60,397980.3333333333
128,8,0.0,60,2,80,357851.3333333333
128,8,0.0,60,2,100,323640.0
128,8,0.0,60,4,0,840588.0
128,8,0.0,60,4,20,581148.3333333334
128,8,0.0,60,4,40,499554.0
128,8,0.0,60,4,60,442487.6666666667
128,8,0.0,60,4,80,400372.3333333333
128,8,0.0,60,4,100,357700.6666666667
128,8,0.0,60,8,0,888671.0
128,8,0.0,60,8,20,655788.0
128,8,0.0,60,8,40,553732.6666666666
128,8,0.0,60,8,60,461706.6666666667
128,8,0.0,60,8,80,400579.0
128,8,0.0,60,8,100,366443.0
128,8,0.0,100,2,0,2983560.0
128,8,0.0,100,2,20,1861363.3333333333
128,8,0.0,100,2,40,1389520.0
128,8,0.0,100,2,60,1107676.6666666667
128,8,0.0,100,2,80,964531.6666666666
128,8,0.0,100,2,100,840158.0
128,8,0.0,100,4,0,5701550.0
128,8,0.0,100,4,20,2509676.6666666665
128,8,0.0,100,4,40,1640520.0
128,8,0.0,100,4,60,1223190.0
128,8,0.0,100,4,80,974779.3333333334
128,8,0.0,100,4,100,801094.3333333334
128,8,0.0,100,8,0,11367300.0
128,8,0.0,100,8,20,2999160.0
128,8,0.0,100,8,40,1781706.6666666667
128,8,0.0,100,8,60,1295020.0
128,8,0.0,100,8,80,1014307.0
128,8,0.0,100,8,100,844937.0
128,8,0.4,0,2,0,260523.66666666666
128,8,0.4,0,2,20,196195.33333333334
128,8,0.4,0,2,40,179203.0
128,8,0.4,0,2,60,145435.66666666666
128,8,0.4,0,2,80,137309.33333333334
128,8,0.4,0,2,100,122490.33333333333
128,8,0.4,0,4,0,334447.0
128,8,0.4,0,4,20,269090.6666666667
128,8,0.4,0,4,40,233119.0
128,8,0.4,0,4,60,197295.33333333334
128,8,0.4,0,4,80,172613.0
128,8,0.4,0,4,100,172110.0
128,8,0.4,0,8,0,381702.6666666667
128,8,0.4,0,8,20,293380.5
128,8,0.4,0,8,40,263420.5
128,8,0.4,0,8,60,208784.0
128,8,0.4,0,8,80,197185.0
128,8,0.4,0,8,100,192398.33333333334
128,8,0.4,20,2,0,351300.0
128,8,0.4,20,2,20,245568.0
128,8,0.4,20,2,40,224981.66666666666
128,8,0.4,20,2,60,185801.66666666666
128,8,0.4,20,2,80,165360.33333333334
128,8,0.4,20,2,100,153602.33333333334
128,8,0.4,20,4,0,419277.3333333333
128,8,0.4,20,4,20,323879.0
128,8,0.4,20,4,40,271115.0
128,8,0.4,20,4,60,238081.66666666666
128,8,0.4,20,4,80,229755.0
128,8,0.4,20,4,100,221299.0
128,8,0.4,20,8,0,467634.0
128,8,0.4,20,8,20,359377.0
128,8,0.4,20,8,40,304723.6666666667
128,8,0.4,20,8,60,279412.3333333333
128,8,0.4,20,8,80,246985.66666666666
128,8,0.4,20,8,100,228321.0
128,8,0.4,60,2,0,564038.3333333334
128,8,0.4,60,2,20,399074.6666666667
128,8,0.4,60,2,40,383014.0
128,8,0.4,60,2,60,357698.0
128,8,0.4,60,2,80,346636.6666666667
128,8,0.4,60,2,100,296523.6666666667
128,8,0.4,60,4,0,815010.3333333334
128,8,0.4,60,4,20,548111.6666666666
128,8,0.4,60,4,40,483858.6666666667
128,8,0.4,60,4,60,422454.3333333333
128,8,0.4,60,4,80,361509.6666666667
128,8,0.4,60,4,100,310032.0
128,8,0.4,60,8,0,847991.6666666666
128,8,0.4,60,8,20,620226.3333333334
128,8,0.4,60,8,40,532404.0
128,8,0.4,60,8,60,423620.6666666667
128,8,0.4,60,8,80,374028.0
128,8,0.4,60,8,100,314823.3333333333
128,8,0.4,100,2,0,2345296.6666666665
128,8,0.4,100,2,20,1499353.3333333333
128,8,0.4,100,2,40,1181983.3333333333
128,8,0.4,100,2,60,978728.0
128,8,0.4,100,2,80,813889.6666666666
128,8,0.4,100,2,100,729285.0
128,8,0.4,100,4,0,4534230.0
128,8,0.4,100,4,20,2068496.6666666667
128,8,0.4,100,4,40,1371303.3333333333
128,8,0.4,100,4,60,1057093.3333333333
128,8,0.4,100,4,80,814865.3333333334
128,8,0.4,100,4,100,699447.0
128,8,0.4,100,8,0,8928520.0
128,8,0.4,100,8,20,2602790.0
128,8,0.4,100,8,40,1530320.0
128,8,0.4,100,8,60,1095903.3333333333
128,8,0.4,100,8,80,824220.0
128,8,0.4,100,8,100,727294.5
128,8,0.8,0,2,0,288483.6666666667
128,8,0.8,0,2,20,217359.0
