WH,terminal,shared_buffer,min_wal_size,max_wal_size,effective_cache_size,tput
10,115,1,512/1024,1,16,5364.03609677197
10,120,1,512/1024,1,16,5314.83522856366
10,5,1,1,2,16,1368.07219451475
10,10,1,1,2,16,2466.80201016951
10,15,1,1,2,16,3358.75973456168
10,20,1,1,2,16,4077.05062980918
10,25,1,1,2,16,4721.70185968240
10,30,1,1,2,16,5273.43756821149
10,35,1,1,2,16,5821.42274310677
10,40,1,1,2,16,6641.21825142411
10,45,1,1,2,16,6938.42124564854
10,50,1,1,2,16,7392.40487265229
10,55,1,1,2,16,7626.24804230058
10,60,1,1,2,16,7633.04734118579
10,65,1,1,2,16,7673.74945515153
10,70,1,1,2,16,7677.14308991825
10,75,1,1,2,16,7620.91704921426
10,80,1,1,2,16,7670.03284193128
10,85,1,1,2,16,7412.98356706180
10,90,1,1,2,16,7057.36396735801
10,95,1,1,2,16,7301.33889499804
10,100,1,1,2,16,7079.02895292285
10,105,1,1,2,16,6523.06059091672
10,110,1,1,2,16,6756.16580585258
10,115,1,1,2,16,6525.11224793226
10,120,1,1,2,16,6592.61347537127
10,5,1,1,4,16,1397.89103921337
10,10,1,1,4,16,2597.61667993563
10,15,1,1,4,16,3614.31900679159
10,20,1,1,4,16,4480.41324664880
10,25,1,1,4,16,5297.93481393211
10,30,1,1,4,16,6239.00122289614
10,35,1,1,4,16,7007.86456594008
10,40,1,1,4,16,7741.01657421324
10,45,1,1,4,16,8109.28147604152
10,50,1,1,4,16,8190.98280718544
10,55,1,1,4,16,8251.21802922427
10,60,1,1,4,16,8302.04638199506
10,65,1,1,4,16,8306.21984896634
10,70,1,1,4,16,8305.84378165163
10,75,1,1,4,16,8278.33902599059
10,80,1,1,4,16,8320.20380760951
10,85,1,1,4,16,8281.87134291712
10,90,1,1,4,16,8257.64063183289
10,95,1,1,4,16,8102.79519317792
10,100,1,1,4,16,7832.40854497668
10,105,1,1,4,16,7871.02812956401
10,110,1,1,4,16,7653.28001262115
10,115,1,1,4,16,7620.38014302696
10,120,1,1,4,16,7482.74607002677
10,5,1,1,8,16,1423.13121837406
10,10,1,1,8,16,2593.19120174214
10,15,1,1,8,16,3615.36212112311
10,20,1,1,8,16,4506.46993152133
10,25,1,1,8,16,5320.62900657073
10,30,1,1,8,16,6235.01706900067
10,35,1,1,8,16,6917.21305714057
10,40,1,1,8,16,7677.49818651059
10,45,1,1,8,16,8112.63075813663
10,50,1,1,8,16,8348.42264489398
10,55,1,1,8,16,8383.25237097742
10,60,1,1,8,16,8554.09166040720
10,65,1,1,8,16,8360.81093271400
10,70,1,1,8,16,8170.55150935623
10,75,1,1,8,16,8340.94455985623
10,80,1,1,8,16,8409.50610592958
10,85,1,1,8,16,8296.88821694924
10,90,1,1,8,16,8416.75068322035
10,95,1,1,8,16,8314.06775897298
10,100,1,1,8,16,8192.04258767350
10,105,1,1,8,16,7964.72254926631
10,110,1,1,8,16,7833.73715831583
10,115,1,1,8,16,7633.95567183672
10,120,1,1,8,16,7482.16031880947
10,5,1,1,16,16,1360.60859424531
10,10,1,1,16,16,2603.10308717910
10,15,1,1,16,16,3619.67971284037
10,20,1,1,16,16,4505.86037053282
10,25,1,1,16,16,5285.28354885606
10,30,1,1,16,16,5966.67393555841
10,35,1,1,16,16,6625.69544493024
10,40,1,1,16,16,7396.81405782122
10,45,1,1,16,16,7966.70550361820
10,50,1,1,16,16,8259.70965130402
10,55,1,1,16,16,8379.65364863517
10,60,1,1,16,16,8373.82868868516
10,65,1,1,16,16,8277.94474063973
10,70,1,1,16,16,8362.16408181636
10,75,1,1,16,16,8338.11439401808
10,80,1,1,16,16,8478.51269036837
10,85,1,1,16,16,8383.68662233250
10,90,1,1,16,16,8438.95789742361
10,95,1,1,16,16,8309.06542254877
10,100,1,1,16,16,8207.70477910869
10,105,1,1,16,16,8052.50256372835
10,110,1,1,16,16,7770.48268623403
10,115,1,1,16,16,7637.56297479993
10,120,1,1,16,16,7437.00781590047
10,5,2,80/1024,1,4,1410.08846800992
10,10,2,80/1024,1,4,2393.93616509095
10,15,2,80/1024,1,4,3237.60552266276
10,20,2,80/1024,1,4,3760.48287251090
10,25,2,80/1024,1,4,4294.93869993484
10,30,2,80/1024,1,4,4751.94554390372
10,35,2,80/1024,1,4,5074.94432161633
10,40,2,80/1024,1,4,5389.04324244793
10,45,2,80/1024,1,4,5599.16843158943
10,50,2,80/1024,1,4,5744.67341310072
10,55,2,80/1024,1,4,5904.12562931722
10,60,2,80/1024,1,4,6015.87874504661
10,65,2,80/1024,1,4,6030.21418487468
10,70,2,80/1024,1,4,6044.38508157217
10,75,2,80/1024,1,4,6001.40329590550
10,80,2,80/1024,1,4,5929.39829767220
10,85,2,80/1024,1,4,5423.34696244923
10,90,2,80/1024,1,4,5468.54073072694
10,95,2,80/1024,1,4,5475.88564124452
10,100,2,80/1024,1,4,5413.91643460316
10,105,2,80/1024,1,4,5466.70279076218
10,110,2,80/1024,1,4,5421.14200656418
10,115,2,80/1024,1,4,5368.37216056308
10,120,2,80/1024,1,4,5281.56240509810
10,5,2,512/1024,1,4,1327.36843158889
10,10,2,512/1024,1,4,2331.41416751727
10,15,2,512/1024,1,4,3117.55746383923
10,20,2,512/1024,1,4,3679.20271471736
10,25,2,512/1024,1,4,3942.20571442679
10,30,2,512/1024,1,4,4633.83428523267
10,35,2,512/1024,1,4,5005.56209632988
10,40,2,512/1024,1,4,5223.85297308026
10,45,2,512/1024,1,4,5500.79320647194
10,50,2,512/1024,1,4,5705.62622899814
10,55,2,512/1024,1,4,5864.50596837102
10,60,2,512/1024,1,4,5898.22653933031
10,65,2,512/1024,1,4,5941.17318189500
10,70,2,512/1024,1,4,5911.67527827376
10,75,2,512/1024,1,4,5837.02733073163
10,80,2,512/1024,1,4,5741.18305739540
10,85,2,512/1024,1,4,5636.89956119091
10,90,2,512/1024,1,4,5561.98341901904
10,95,2,512/1024,1,4,5550.13208732731
10,100,2,512/1024,1,4,5665.61448882525
10,105,2,512/1024,1,4,5480.76435567213
10,110,2,512/1024,1,4,5361.43854583643
10,115,2,512/1024,1,4,5255.15069115562
10,120,2,512/1024,1,4,5182.78324157902
10,5,2,1,2,4,1364.98261664634
10,10,2,1,2,4,2494.31152917937
10,15,2,1,2,4,3319.67432483450
10,20,2,1,2,4,4040.77859200109
10,25,2,1,2,4,4758.70121668406
10,30,2,1,2,4,5413.06121649570
10,35,2,1,2,4,6134.68582413619
10,40,2,1,2,4,6755.90132979523
10,45,2,1,2,4,7050.54415501229
10,50,2,1,2,4,7212.65642199866
10,55,2,1,2,4,7463.69220916203
10,60,2,1,2,4,7596.86420430059
10,65,2,1,2,4,7670.44066798535
10,70,2,1,2,4,7686.91248126396
10,75,2,1,2,4,7635.83398954559
10,80,2,1,2,4,7617.42745326116
10,85,2,1,2,4,7516.73958066965
10,90,2,1,2,4,7479.77595322569
10,95,2,1,2,4,7247.93127416974
10,100,2,1,2,4,7194.01306844140
10,105,2,1,2,4,7024.24596845202
10,110,2,1,2,4,6940.58418658358
10,115,2,1,2,4,6721.88531695984
10,120,2,1,2,4,6599.44957864912
10,5,2,1,4,4,1347.89218955017
10,10,2,1,4,4,2601.27588164571
10,15,2,1,4,4,3571.80441423940
10,20,2,1,4,4,4413.93867750380
10,25,2,1,4,4,5181.45522937623
10,30,2,1,4,4,6064.04159515189
10,35,2,1,4,4,6940.70542356994
10,40,2,1,4,4,7679.94856650403
10,45,2,1,4,4,8117.59621480873
10,50,2,1,4,4,8190.14486781385
10,55,2,1,4,4,8228.20334179986
10,60,2,1,4,4,8316.37662030993
10,65,2,1,4,4,8354.71082277196
10,70,2,1,4,4,8373.70726721340
10,75,2,1,4,4,8324.60162968759
10,80,2,1,4,4,8304.13900816192
10,85,2,1,4,4,8243.16451571769
10,90,2,1,4,4,8157.66247593545
10,95,2,1,4,4,7962.23007191192
10,100,2,1,4,4,7920.73429868067
10,105,2,1,4,4,7925.02635777982
10,110,2,1,4,4,7797.55626663101
10,115,2,1,4,4,7663.30065982082
10,120,2,1,4,4,7499.27726290574
10,5,2,1,8,4,1397.14422115440
10,10,2,1,8,4,2622.55966302311
10,15,2,1,8,4,3613.50627154294
10,20,2,1,8,4,4498.94074134758
10,25,2,1,8,4,5290.32394707065
10,30,2,1,8,4,6209.64754115734
10,35,2,1,8,4,7013.48754726577
10,40,2,1,8,4,7743.28327098268
10,45,2,1,8,4,7862.63597675199
10,50,2,1,8,4,7593.84251619961
10,55,2,1,8,4,8337.96968567832
10,60,2,1,8,4,8413.51547429508
10,65,2,1,8,4,8591.20065869920
10,70,2,1,8,4,8493.74662022026
10,75,2,1,8,4,8406.55217450159
10,80,2,1,8,4,8336.66000808969
10,85,2,1,8,4,8343.91270286169
10,90,2,1,8,4,8132.44628812555
10,95,2,1,8,4,8209.71851402512
10,100,2,1,8,4,8151.06786851674
10,105,2,1,8,4,8018.05642437024
10,110,2,1,8,4,7815.34822442061
10,115,2,1,8,4,7646.08969871133
10,120,2,1,8,4,7513.63891495426
10,5,2,1,16,4,1397.16061015382
10,10,2,1,16,4,2594.65390358226
10,15,2,1,16,4,3613.11378314420
10,20,2,1,16,4,4461.75149292415
10,25,2,1,16,4,5182.29748621441
10,30,2,1,16,4,6185.28766279615
10,35,2,1,16,4,7007.49393929111
10,40,2,1,16,4,7709.79972703470
10,45,2,1,16,4,7926.00690249114
10,50,2,1,16,4,8184.92572198587
10,55,2,1,16,4,8333.02342713572
10,60,2,1,16,4,8522.46742228902
10,65,2,1,16,4,8376.52829827872
10,70,2,1,16,4,8412.29147870201
10,75,2,1,16,4,8430.84271580346
10,80,2,1,16,4,8401.45104451229
10,85,2,1,16,4,8185.61546536201
10,90,2,1,16,4,8255.73973665882
10,95,2,1,16,4,8367.41626083684
10,100,2,1,16,4,8216.67079034532
10,105,2,1,16,4,8032.78717497806
10,110,2,1,16,4,7806.50426946695
10,115,2,1,16,4,7628.94772119552
10,120,2,1,16,4,7497.92131504319
10,5,2,80/1024,1,8,1392.89243012191
10,10,2,80/1024,1,8,2409.73864719626
10,15,2,80/1024,1,8,3203.30019682117
10,20,2,80/1024,1,8,3739.11771268763
10,25,2,80/1024,1,8,4254.18786534796
10,30,2,80/1024,1,8,4708.56803407696
10,35,2,80/1024,1,8,4998.45653439551
10,40,2,80/1024,1,8,5294.23638208087
10,45,2,80/1024,1,8,5578.59425388677
10,50,2,80/1024,1,8,5722.39166131786
10,55,2,80/1024,1,8,5895.38545204070
10,60,2,80/1024,1,8,5959.71299263027
10,65,2,80/1024,1,8,5896.43765039876
10,70,2,80/1024,1,8,5883.41358585304
10,75,2,80/1024,1,8,5816.46624512857
10,80,2,80/1024,1,8,5924.01387341857
10,85,2,80/1024,1,8,5867.36983561584
10,90,2,80/1024,1,8,5861.61872043911
10,95,2,80/1024,1,8,5812.10600905665
10,100,2,80/1024,1,8,5713.23594431331
10,105,2,80/1024,1,8,5652.67970711589
10,110,2,80/1024,1,8,5517.10324742202
10,115,2,80/1024,1,8,5383.67443257676
10,120,2,80/1024,1,8,5352.07799599396
10,5,2,512/1024,1,8,1369.39510628992
10,10,2,512/1024,1,8,2421.56782615827
10,15,2,512/1024,1,8,3197.92473127696
10,20,2,512/1024,1,8,3746.33005862569
10,25,2,512/1024,1,8,4221.05954989471
10,30,2,512/1024,1,8,4488.39509621357
10,35,2,512/1024,1,8,4944.56611909854
10,40,2,512/1024,1,8,5260.00094141068
10,45,2,512/1024,1,8,5513.81935265624
10,50,2,512/1024,1,8,5710.69284585180
10,55,2,512/1024,1,8,5830.85877922193
10,60,2,512/1024,1,8,5910.01543355125
10,65,2,512/1024,1,8,5878.61267294822
10,70,2,512/1024,1,8,5867.58656640694
10,75,2,512/1024,1,8,5834.69732840385
10,80,2,512/1024,1,8,5950.54959880004
10,85,2,512/1024,1,8,5745.40413442406
10,90,2,512/1024,1,8,5700.14340293261
10,95,2,512/1024,1,8,5717.27961565273
10,100,2,512/1024,1,8,5742.14274987906
10,105,2,512/1024,1,8,5565.34901092380
10,110,2,512/1024,1,8,5531.82710164856
10,115,2,512/1024,1,8,5387.22583566293
10,120,2,512/1024,1,8,5355.34471568001
10,5,2,1,2,8,1381.93081476125
10,10,2,1,2,8,2499.80354277334
10,15,2,1,2,8,3398.86502145542
10,20,2,1,2,8,4157.84680593074
10,25,2,1,2,8,4875.14772917296
10,30,2,1,2,8,5515.29277676314
10,35,2,1,2,8,5947.51481907068
10,40,2,1,2,8,6264.58961170408
10,45,2,1,2,8,6633.79624200867
10,50,2,1,2,8,7031.07980237643
10,55,2,1,2,8,7216.57820515191
10,60,2,1,2,8,7579.42035077824
10,65,2,1,2,8,7656.72265355745
10,70,2,1,2,8,7695.17253886281
10,75,2,1,2,8,7640.52725245673
10,80,2,1,2,8,7643.80935757172
10,85,2,1,2,8,7409.90276879926
10,90,2,1,2,8,7184.04430466817
10,95,2,1,2,8,7272.89429916223
10,100,2,1,2,8,7197.19100832481
10,105,2,1,2,8,7133.31061729085
10,110,2,1,2,8,6740.97042832882
10,115,2,1,2,8,6533.09871813645
10,120,2,1,2,8,6478.08381992809
10,5,2,1,4,8,1391.91197091903
10,10,2,1,4,8,2567.28682684024
10,15,2,1,4,8,3640.11467802312
10,20,2,1,4,8,4575.81670449258
10,25,2,1,4,8,5334.57140663981
10,30,2,1,4,8,6252.77341432551
10,35,2,1,4,8,7014.49812807653
10,40,2,1,4,8,7568.44022808987
10,45,2,1,4,8,7913.33234242687
10,50,2,1,4,8,8082.93021900146
10,55,2,1,4,8,8129.20905026048
10,60,2,1,4,8,8135.47491543501
10,65,2,1,4,8,7962.42607781061
10,70,2,1,4,8,8275.00778978272
10,75,2,1,4,8,8355.09484469806
10,80,2,1,4,8,8256.35766737319
10,85,2,1,4,8,8293.73212581285
10,90,2,1,4,8,8225.18780086292
10,95,2,1,4,8,8075.73968569340
10,100,2,1,4,8,8074.09275745392
10,105,2,1,4,8,7931.21583843158
10,110,2,1,4,8,7815.34529337648
10,115,2,1,4,8,7681.77570405216
10,120,2,1,4,8,7533.70947160195
10,5,2,1,8,8,1417.45676194255
10,10,2,1,8,8,2610.47371435813
10,15,2,1,8,8,3650.66241480290
10,20,2,1,8,8,4514.80907757661
10,25,2,1,8,8,5321.77497179068
10,30,2,1,8,8,6186.04864598773
10,35,2,1,8,8,6821.95154467314
10,40,2,1,8,8,7507.14891927068
10,45,2,1,8,8,7894.84303382989
10,50,2,1,8,8,8385.15923080398
10,55,2,1,8,8,8466.44688661983
10,60,2,1,8,8,8611.35072353494
10,65,2,1,8,8,8509.27881850475
10,70,2,1,8,8,8396.75042518545
10,75,2,1,8,8,8356.62116796903
10,80,2,1,8,8,8280.21618919403
10,85,2,1,8,8,8271.91237823535
10,90,2,1,8,8,8319.63109023227
10,95,2,1,8,8,8263.34976511020
10,100,2,1,8,8,8247.10336224241
10,105,2,1,8,8,8075.64972676146
10,110,2,1,8,8,7830.19883666436
10,115,2,1,8,8,7515.44562496301
10,120,2,1,8,8,7287.27264458379
10,5,2,1,16,8,1416.51608032219
10,10,2,1,16,8,2606.46151463134
10,15,2,1,16,8,3655.20532214123
10,20,2,1,16,8,4524.46531873385
10,25,2,1,16,8,5359.20378488826
10,30,2,1,16,8,6223.37998545155
10,35,2,1,16,8,7036.18712557248
10,40,2,1,16,8,7760.53661580362
10,45,2,1,16,8,8164.96407313061
10,50,2,1,16,8,8407.70844373169
10,55,2,1,16,8,8469.98483249347
10,60,2,1,16,8,8561.16955179531
10,65,2,1,16,8,8440.44019633001
10,70,2,1,16,8,8332.48890132697
10,75,2,1,16,8,8390.37622032585
10,80,2,1,16,8,8225.32163402986
10,85,2,1,16,8,8424.93937717782
10,90,2,1,16,8,8282.92273793153
10,95,2,1,16,8,8315.25545053262
10,100,2,1,16,8,8253.35981659125
10,105,2,1,16,8,7978.80272030040
10,110,2,1,16,8,7705.13941272028
10,115,2,1,16,8,7283.76468472508
10,120,2,1,16,8,7132.41912095183
10,5,2,80/1024,1,16,1379.09905898744
10,10,2,80/1024,1,16,2392.24063138892
10,15,2,80/1024,1,16,3183.78951119088
10,20,2,80/1024,1,16,3742.63207214395
10,25,2,80/1024,1,16,4154.37482665505
10,30,2,80/1024,1,16,4560.74443217922
10,35,2,80/1024,1,16,4981.46666382340
10,40,2,80/1024,1,16,5208.78080597437
10,45,2,80/1024,1,16,5410.38930610807
10,50,2,80/1024,1,16,5637.09604861481
10,55,2,80/1024,1,16,5775.12095190795
10,60,2,80/1024,1,16,5824.44174693059
10,65,2,80/1024,1,16,5792.42450400301
10,70,2,80/1024,1,16,5868.82528659734
10,75,2,80/1024,1,16,5889.92920324263
10,80,2,80/1024,1,16,5813.38529678310
10,85,2,80/1024,1,16,5780.18228724797
10,90,2,80/1024,1,16,5758.13466780972
10,95,2,80/1024,1,16,5775.37625834944
10,100,2,80/1024,1,16,5635.73623211982
10,105,2,80/1024,1,16,5550.10240541845
10,110,2,80/1024,1,16,5394.32618720017
10,115,2,80/1024,1,16,5307.98476330879
10,120,2,80/1024,1,16,5231.95098871584
10,5,2,512/1024,1,16,1371.64469405950
10,10,2,512/1024,1,16,2394.96039669503
10,15,2,512/1024,1,16,3170.07175798136
10,20,2,512/1024,1,16,3727.17126499649
10,25,2,512/1024,1,16,4244.33249409253
10,30,2,512/1024,1,16,4667.39037222972
10,35,2,512/1024,1,16,5059.78536561944
10,40,2,512/1024,1,16,5371.69423473628
10,45,2,512/1024,1,16,5664.14629201455
10,50,2,512/1024,1,16,5798.70505296933
10,55,2,512/1024,1,16,5889.57677394640
10,60,2,512/1024,1,16,5913.17839457399
10,65,2,512/1024,1,16,5953.41298202169
10,70,2,512/1024,1,16,5989.24510817358
10,75,2,512/1024,1,16,5886.13593729480
10,80,2,512/1024,1,16,5879.68814724485
10,85,2,512/1024,1,16,5855.39665732538
10,90,2,512/1024,1,16,5818.35313549211
10,95,2,512/1024,1,16,5751.18472009079
10,100,2,512/1024,1,16,5723.94205958226
10,105,2,512/1024,1,16,5654.25315619679
10,110,2,512/1024,1,16,5547.77268706834
10,115,2,512/1024,1,16,5420.83748913851
10,120,2,512/1024,1,16,5288.18019821734
10,5,2,1,2,16,1393.36386429595
10,10,2,1,2,16,2485.38725466695
10,15,2,1,2,16,3421.62960741407
10,20,2,1,2,16,4153.80224475232
10,25,2,1,2,16,4820.89859373662
10,30,2,1,2,16,5375.92022020942
10,35,2,1,2,16,6036.23357684645
10,40,2,1,2,16,6715.39288060224
10,45,2,1,2,16,7139.04949608329
10,50,2,1,2,16,7319.22663699356
10,55,2,1,2,16,7481.06838616554
10,60,2,1,2,16,7590.18704101615
10,65,2,1,2,16,7598.61567995166
10,70,2,1,2,16,7671.17201360455
10,75,2,1,2,16,7663.52262742379
10,80,2,1,2,16,7401.72671940564
10,85,2,1,2,16,7244.14066849711
10,90,2,1,2,16,7224.15310846084
10,95,2,1,2,16,7195.72418651159
10,100,2,1,2,16,7182.52371236098
10,105,2,1,2,16,7120.35252822817
10,110,2,1,2,16,6825.14028488314
10,115,2,1,2,16,6524.72637668799
10,120,2,1,2,16,6486.39346067973
10,5,2,1,4,16,1394.46417071196
10,10,2,1,4,16,2613.39666057391
10,15,2,1,4,16,3579.35131444224
10,20,2,1,4,16,4381.36861691950
10,25,2,1,4,16,5118.91907181054
10,30,2,1,4,16,6009.79059760222
10,35,2,1,4,16,6963.60876786007
10,40,2,1,4,16,7490.99533187785
10,45,2,1,4,16,7946.04639982035
10,50,2,1,4,16,8160.72464910157
10,55,2,1,4,16,8180.14507618793
10,60,2,1,4,16,8196.32988224028
10,65,2,1,4,16,8215.98758542472
10,70,2,1,4,16,8175.22594425267
10,75,2,1,4,16,7925.93375442536
10,80,2,1,4,16,8335.19848127936
10,85,2,1,4,16,8327.38967656533
10,90,2,1,4,16,8284.67021161425
10,95,2,1,4,16,8083.35836929677
10,100,2,1,4,16,8021.70151559575
10,105,2,1,4,16,7870.97716792597
10,110,2,1,4,16,7798.11845727522
10,115,2,1,4,16,7569.59429168165
10,120,2,1,4,16,7505.59723029669
10,5,2,1,8,16,1400.55707423618
10,10,2,1,8,16,2592.97084388009
10,15,2,1,8,16,3559.09993374927
10,20,2,1,8,16,4388.43042279145
10,25,2,1,8,16,5235.09095210807
10,30,2,1,8,16,6232.21713525936
10,35,2,1,8,16,6976.81631711789
10,40,2,1,8,16,7730.24316237078
10,45,2,1,8,16,8136.47394789619
10,50,2,1,8,16,8010.48852197632
10,55,2,1,8,16,8116.88523038587
10,60,2,1,8,16,8441.28262030640
10,65,2,1,8,16,8468.84670480405
10,70,2,1,8,16,8602.37969059071
10,75,2,1,8,16,8567.48031071587
10,80,2,1,8,16,8509.60169105233
10,85,2,1,8,16,8476.32307075802
10,90,2,1,8,16,8450.96900202164
10,95,2,1,8,16,8348.62600420722
10,100,2,1,8,16,8284.81592170708
10,105,2,1,8,16,8041.86058819363
10,110,2,1,8,16,7822.33651507990
10,115,2,1,8,16,7674.48496828817
10,120,2,1,8,16,7516.35367214432
10,5,2,1,16,16,1359.00606958821
10,10,2,1,16,16,2630.03121476769
10,15,2,1,16,16,3638.36290688761
10,20,2,1,16,16,4525.23163837359
10,25,2,1,16,16,5316.86994935615
10,30,2,1,16,16,6226.99518989319
10,35,2,1,16,16,7072.10446410018
10,40,2,1,16,16,7689.19639319620
10,45,2,1,16,16,8122.77096950910
10,50,2,1,16,16,8457.36610926742
10,55,2,1,16,16,8324.16821643183
10,60,2,1,16,16,8428.01813352803
10,65,2,1,16,16,8294.22772589903
10,70,2,1,16,16,8442.96921492005
10,75,2,1,16,16,8513.66878654383
10,80,2,1,16,16,8524.43194204936
10,85,2,1,16,16,8428.41224885714
10,90,2,1,16,16,8466.37838872128
10,95,2,1,16,16,8169.48553146954
10,100,2,1,16,16,8063.82481387670
10,105,2,1,16,16,7855.22794607826
10,110,2,1,16,16,7566.28451884421
10,115,2,1,16,16,7497.59980928776
10,120,2,1,16,16,7402.93310556007
10,5,4,80/1024,1,4,1382.58314928668
10,10,4,80/1024,1,4,2407.36280001943
10,15,4,80/1024,1,4,3205.50682562945
10,20,4,80/1024,1,4,3772.52325076891
10,25,4,80/1024,1,4,4214.83884035113
10,30,4,80/1024,1,4,4678.33295195471
10,35,4,80/1024,1,4,5061.05065112815
10,40,4,80/1024,1,4,5403.24609004462
10,45,4,80/1024,1,4,5649.34226646635
10,50,4,80/1024,1,4,5830.96253511544
10,55,4,80/1024,1,4,5695.79615778703
10,60,4,80/1024,1,4,5956.81985571003
10,65,4,80/1024,1,4,5961.76138465659
10,70,4,80/1024,1,4,6001.70259911538
10,75,4,80/1024,1,4,5928.42113766562
10,80,4,80/1024,1,4,5495.59443090221
10,85,4,80/1024,1,4,5665.55738923777
10,90,4,80/1024,1,4,5638.53959126746
10,95,4,80/1024,1,4,5475.60723401335
10,100,4,80/1024,1,4,5622.76279501570
10,105,4,80/1024,1,4,5477.19300595527
10,110,4,80/1024,1,4,5350.46010674139
10,115,4,80/1024,1,4,5237.30684948440
10,120,4,80/1024,1,4,5151.88042962084
10,5,4,512/1024,1,4,1372.04802927682
10,10,4,512/1024,1,4,2388.14418888424
10,15,4,512/1024,1,4,3093.62094554998
10,20,4,512/1024,1,4,3373.13620034386
10,25,4,512/1024,1,4,4027.13117207667
10,30,4,512/1024,1,4,4635.59470866130
10,35,4,512/1024,1,4,4978.55527348461
10,40,4,512/1024,1,4,5340.73889587017
10,45,4,512/1024,1,4,5585.31312587873
10,50,4,512/1024,1,4,5758.43416393321
10,55,4,512/1024,1,4,5829.92154302361
10,60,4,512/1024,1,4,5951.23853386720
10,65,4,512/1024,1,4,5944.04535370488
10,70,4,512/1024,1,4,5999.09744389402
10,75,4,512/1024,1,4,5885.06362803831
10,80,4,512/1024,1,4,5800.07669877668
10,85,4,512/1024,1,4,5437.62572990366
10,90,4,512/1024,1,4,5723.60675606588
10,95,4,512/1024,1,4,5744.70972920752
10,100,4,512/1024,1,4,5642.09892080795
10,105,4,512/1024,1,4,5509.14156432770
10,110,4,512/1024,1,4,5378.46780438192
10,115,4,512/1024,1,4,5415.68627054783
10,120,4,512/1024,1,4,5313.41247937376
10,5,4,1,2,4,1406.84174405416
10,10,4,1,2,4,2486.23994389584
10,15,4,1,2,4,3385.91502474651
10,20,4,1,2,4,4152.29553225877
10,25,4,1,2,4,4888.91845486565
10,30,4,1,2,4,5533.72315042254
10,35,4,1,2,4,6113.34818604153
10,40,4,1,2,4,6439.60536864303
10,45,4,1,2,4,6954.47219684856
10,50,4,1,2,4,7263.32698470136
10,55,4,1,2,4,7413.75000870641
10,60,4,1,2,4,7369.16166844515
10,65,4,1,2,4,7123.75788143957
10,70,4,1,2,4,7687.39878560173
10,75,4,1,2,4,7560.10308997633
10,80,4,1,2,4,7409.78537391729
10,85,4,1,2,4,7414.40120171276
10,90,4,1,2,4,7407.25369448441
10,95,4,1,2,4,7243.18665221621
10,100,4,1,2,4,7216.87337881503
10,105,4,1,2,4,7126.16610617979
10,110,4,1,2,4,6942.14198313134
10,115,4,1,2,4,6757.00323892043
10,120,4,1,2,4,6254.76330644026
10,5,4,1,4,4,1375.43992721326
10,10,4,1,4,4,2590.22115269586
10,15,4,1,4,4,3554.22428222644
10,20,4,1,4,4,4388.86422164357
10,25,4,1,4,4,5321.31079785228
10,30,4,1,4,4,6239.74105325609
10,35,4,1,4,4,6995.20580697556
10,40,4,1,4,4,7741.99795066178
10,45,4,1,4,4,8128.91994205271
10,50,4,1,4,4,8192.85000824922
10,55,4,1,4,4,8249.75649908254
10,60,4,1,4,4,8301.34553133389
10,65,4,1,4,4,8356.11043864000
10,70,4,1,4,4,8397.56725885565
10,75,4,1,4,4,8341.71800463820
10,80,4,1,4,4,8161.45501674357
10,85,4,1,4,4,7993.82062141730
10,90,4,1,4,4,8170.55492454064
10,95,4,1,4,4,8193.80173115994
10,100,4,1,4,4,8152.13296684640
10,105,4,1,4,4,8022.86463595594
10,110,4,1,4,4,7801.49125259220
10,115,4,1,4,4,7612.73838016970
10,120,4,1,4,4,7318.54946903254
10,5,4,1,8,4,1385.36392462078
10,10,4,1,8,4,2619.89718800760
10,15,4,1,8,4,3599.60224582527
10,20,4,1,8,4,4490.43173566599
10,25,4,1,8,4,5337.73657695862
10,30,4,1,8,4,6234.57116743123
10,35,4,1,8,4,7041.97371684068
10,40,4,1,8,4,7620.19357466677
10,45,4,1,8,4,8132.54700190526
10,50,4,1,8,4,8379.70045524274
10,55,4,1,8,4,8457.27802641926
10,60,4,1,8,4,8474.49366520988
10,65,4,1,8,4,8453.32602866124
10,70,4,1,8,4,8236.34385898308
10,75,4,1,8,4,8159.60235316087
10,80,4,1,8,4,8382.70246759184
10,85,4,1,8,4,8193.70627090843
10,90,4,1,8,4,8223.16988459565
10,95,4,1,8,4,8215.77307220309
10,100,4,1,8,4,8079.34229764868
10,105,4,1,8,4,8048.72223505403
10,110,4,1,8,4,7815.61359519013
10,115,4,1,8,4,7638.86686923870
10,120,4,1,8,4,7697.38833792489
10,5,4,1,16,4,1461.60016961030
10,10,4,1,16,4,2612.29548749672
10,15,4,1,16,4,3595.26392642926
10,20,4,1,16,4,4529.90079421109
10,25,4,1,16,4,5322.17343348541
10,30,4,1,16,4,6202.94270189690
10,35,4,1,16,4,7051.79632030005
10,40,4,1,16,4,7718.41417628739
10,45,4,1,16,4,8032.32494506495
10,50,4,1,16,4,8147.05824304734
10,55,4,1,16,4,8159.20130853094
10,60,4,1,16,4,8408.33965455617
10,65,4,1,16,4,8516.52049549354
10,70,4,1,16,4,8569.26622399256
10,75,4,1,16,4,8487.32293203984
10,80,4,1,16,4,8390.21312555220
10,85,4,1,16,4,8439.94134404017
10,90,4,1,16,4,8275.72416416096
