alg,threads,record_size,req_per_query,total_count,read_ratio,zipf_theta,tput
2PL,1,32.0,10.0,2048000.0,0.2,0.0,150320.0
2PL,1,32.0,10.0,2048000.0,0.2,0.4,151767.66666666666
2PL,1,32.0,10.0,2048000.0,0.2,0.8,190984.0
2PL,1,32.0,10.0,2048000.0,0.2,0.99,269474.6666666667
2PL,1,32.0,10.0,2048000.0,0.6,0.0,155805.33333333334
2PL,1,32.0,10.0,2048000.0,0.6,0.4,159151.0
2PL,1,32.0,10.0,2048000.0,0.6,0.8,197733.0
2PL,1,32.0,10.0,2048000.0,0.6,0.99,274106.6666666667
2PL,1,32.0,10.0,2048000.0,1.0,0.0,158783.66666666666
2PL,1,32.0,10.0,2048000.0,1.0,0.4,158000.33333333334
2PL,1,32.0,10.0,2048000.0,1.0,0.8,201935.0
2PL,1,32.0,10.0,2048000.0,1.0,0.99,275492.3333333333
2PL,1,32.0,10.0,8192000.0,0.0,0.0,150481.66666666666
2PL,1,32.0,10.0,8192000.0,0.0,0.4,145062.66666666666
2PL,1,32.0,10.0,8192000.0,0.0,0.8,173584.0
2PL,1,32.0,10.0,8192000.0,0.0,0.99,264720.0
2PL,1,32.0,10.0,8192000.0,0.2,0.0,155308.33333333334
2PL,1,32.0,10.0,8192000.0,0.2,0.4,149980.66666666666
2PL,1,32.0,10.0,8192000.0,0.2,0.8,167558.33333333334
2PL,1,32.0,10.0,8192000.0,0.2,0.99,251200.33333333334
2PL,1,32.0,10.0,8192000.0,0.6,0.0,151751.33333333334
2PL,1,32.0,10.0,8192000.0,0.6,0.4,159368.0
2PL,1,32.0,10.0,8192000.0,0.6,0.8,179086.0
2PL,1,32.0,10.0,8192000.0,0.6,0.99,259146.66666666666
2PL,1,32.0,10.0,8192000.0,1.0,0.0,155401.0
2PL,1,32.0,10.0,8192000.0,1.0,0.4,156596.0
2PL,1,32.0,10.0,8192000.0,1.0,0.8,177818.66666666666
2PL,1,32.0,10.0,8192000.0,1.0,0.99,272680.3333333333
2PL,1,32.0,10.0,32768000.0,0.0,0.0,143430.33333333334
2PL,1,32.0,10.0,32768000.0,0.0,0.4,145794.33333333334
2PL,1,32.0,10.0,32768000.0,0.0,0.8,156448.66666666666
2PL,1,32.0,10.0,32768000.0,0.0,0.99,230317.33333333334
2PL,1,32.0,10.0,32768000.0,0.2,0.0,148978.33333333334
2PL,1,32.0,10.0,32768000.0,0.2,0.4,144116.0
2PL,1,32.0,10.0,32768000.0,0.2,0.8,158723.0
2PL,1,32.0,10.0,32768000.0,0.2,0.99,221548.0
2PL,1,32.0,10.0,32768000.0,0.6,0.0,146774.66666666666
2PL,1,32.0,10.0,32768000.0,0.6,0.4,146775.66666666666
2PL,1,32.0,10.0,32768000.0,0.6,0.8,158203.0
2PL,1,32.0,10.0,32768000.0,0.6,0.99,234797.0
