alg,threads,record_size,req_per_query,total_count,read_ratio,zipf_theta,tput
Cicada,8,128.0,1.0,32768000.0,0.0,0.99,9586976.0
Cicada,8,128.0,1.0,32768000.0,0.2,0.0,9692466.0
Cicada,8,128.0,1.0,32768000.0,0.2,0.4,10184382.0
Cicada,8,128.0,1.0,32768000.0,0.2,0.8,10773798.0
Cicada,8,128.0,1.0,32768000.0,0.2,0.99,10047489.0
Cicada,8,128.0,1.0,32768000.0,0.6,0.0,10543966.0
Cicada,8,128.0,1.0,32768000.0,0.6,0.4,10299375.0
Cicada,8,128.0,1.0,32768000.0,0.6,0.8,10998192.0
Cicada,8,128.0,1.0,32768000.0,0.6,0.99,10815137.0
Cicada,8,128.0,1.0,32768000.0,1.0,0.0,10668736.0
Cicada,8,128.0,1.0,32768000.0,1.0,0.4,11012738.0
Cicada,8,128.0,1.0,32768000.0,1.0,0.8,11187927.0
Cicada,8,128.0,1.0,32768000.0,1.0,0.99,13958806.0
Cicada,8,128.0,1.0,131072000.0,0.0,0.0,
Cicada,8,128.0,1.0,131072000.0,0.0,0.4,
Cicada,8,128.0,1.0,131072000.0,0.0,0.8,
Cicada,8,128.0,1.0,131072000.0,0.0,0.99,
Cicada,8,128.0,1.0,131072000.0,0.2,0.0,
Cicada,8,128.0,1.0,131072000.0,0.2,0.4,
Cicada,8,128.0,1.0,131072000.0,0.2,0.8,
Cicada,8,128.0,1.0,131072000.0,0.2,0.99,
Cicada,8,128.0,1.0,131072000.0,0.6,0.0,
Cicada,8,128.0,1.0,131072000.0,0.6,0.4,
Cicada,8,128.0,1.0,131072000.0,0.6,0.8,
Cicada,8,128.0,1.0,131072000.0,0.6,0.99,
Cicada,8,128.0,1.0,131072000.0,1.0,0.0,
Cicada,8,128.0,1.0,131072000.0,1.0,0.4,
Cicada,8,128.0,1.0,131072000.0,1.0,0.8,
Cicada,8,128.0,1.0,131072000.0,1.0,0.99,
Cicada,8,128.0,10.0,128000.0,0.0,0.0,1960029.0
Cicada,8,128.0,10.0,128000.0,0.0,0.4,1898107.0
Cicada,8,128.0,10.0,128000.0,0.0,0.8,1489425.0
Cicada,8,128.0,10.0,128000.0,0.0,0.99,710529.0
Cicada,8,128.0,10.0,128000.0,0.2,0.0,2064173.0
Cicada,8,128.0,10.0,128000.0,0.2,0.4,2010763.0
Cicada,8,128.0,10.0,128000.0,0.2,0.8,1605942.0
Cicada,8,128.0,10.0,128000.0,0.2,0.99,871511.0
Cicada,8,128.0,10.0,128000.0,0.6,0.0,2513422.0
Cicada,8,128.0,10.0,128000.0,0.6,0.4,2380677.0
Cicada,8,128.0,10.0,128000.0,0.6,0.8,2069081.0
Cicada,8,128.0,10.0,128000.0,0.6,0.99,1374692.0
Cicada,8,128.0,10.0,128000.0,1.0,0.0,4294011.0
Cicada,8,128.0,10.0,128000.0,1.0,0.4,4341638.0
Cicada,8,128.0,10.0,128000.0,1.0,0.8,4152402.0
Cicada,8,128.0,10.0,128000.0,1.0,0.99,3714017.0
Cicada,8,128.0,10.0,512000.0,0.0,0.0,1516407.0
Cicada,8,128.0,10.0,512000.0,0.0,0.4,1557607.0
Cicada,8,128.0,10.0,512000.0,0.0,0.8,1506082.0
Cicada,8,128.0,10.0,512000.0,0.0,0.99,808171.0
Cicada,8,128.0,10.0,512000.0,0.2,0.0,1606068.0
Cicada,8,128.0,10.0,512000.0,0.2,0.4,1623572.0
Cicada,8,128.0,10.0,512000.0,0.2,0.8,1587273.0
Cicada,8,128.0,10.0,512000.0,0.2,0.99,960633.0
Cicada,8,128.0,10.0,512000.0,0.6,0.0,1907825.0
Cicada,8,128.0,10.0,512000.0,0.6,0.4,1958706.0
Cicada,8,128.0,10.0,512000.0,0.6,0.8,2002609.0
Cicada,8,128.0,10.0,512000.0,0.6,0.99,1472155.0
Cicada,8,128.0,10.0,512000.0,1.0,0.0,2704786.0
Cicada,8,128.0,10.0,512000.0,1.0,0.4,2797993.0
Cicada,8,128.0,10.0,512000.0,1.0,0.8,3259330.0
Cicada,8,128.0,10.0,512000.0,1.0,0.99,3412034.0
Cicada,8,128.0,10.0,2048000.0,0.0,0.0,1426049.0
Cicada,8,128.0,10.0,2048000.0,0.0,0.4,1430543.0
Cicada,8,128.0,10.0,2048000.0,0.0,0.8,1488204.0
Cicada,8,128.0,10.0,2048000.0,0.0,0.99,881907.0
Cicada,8,128.0,10.0,2048000.0,0.2,0.0,1508618.0
Cicada,8,128.0,10.0,2048000.0,0.2,0.4,1526783.0
Cicada,8,128.0,10.0,2048000.0,0.2,0.8,1579941.0
Cicada,8,128.0,10.0,2048000.0,0.2,0.99,1022474.0
Cicada,8,128.0,10.0,2048000.0,0.6,0.0,1756113.0
Cicada,8,128.0,10.0,2048000.0,0.6,0.4,1776784.0
Cicada,8,128.0,10.0,2048000.0,0.6,0.8,1885290.0
Cicada,8,128.0,10.0,2048000.0,0.6,0.99,1501059.0
Cicada,8,128.0,10.0,2048000.0,1.0,0.0,2387888.0
Cicada,8,128.0,10.0,2048000.0,1.0,0.4,2471233.0
Cicada,8,128.0,10.0,2048000.0,1.0,0.8,2863945.0
Cicada,8,128.0,10.0,2048000.0,1.0,0.99,3220138.0
Cicada,8,128.0,10.0,8192000.0,0.0,0.0,1315390.0
Cicada,8,128.0,10.0,8192000.0,0.0,0.4,1358392.0
Cicada,8,128.0,10.0,8192000.0,0.0,0.8,1432964.0
Cicada,8,128.0,10.0,8192000.0,0.0,0.99,899801.0
Cicada,8,128.0,10.0,8192000.0,0.2,0.0,1417291.0
Cicada,8,128.0,10.0,8192000.0,0.2,0.4,1427774.0
Cicada,8,128.0,10.0,8192000.0,0.2,0.8,1530059.0
Cicada,8,128.0,10.0,8192000.0,0.2,0.99,1066908.0
Cicada,8,128.0,10.0,8192000.0,0.6,0.0,1660836.0
Cicada,8,128.0,10.0,8192000.0,0.6,0.4,1657957.0
Cicada,8,128.0,10.0,8192000.0,0.6,0.8,1793003.0
Cicada,8,128.0,10.0,8192000.0,0.6,0.99,1513439.0
Cicada,8,128.0,10.0,8192000.0,1.0,0.0,2232957.0
Cicada,8,128.0,10.0,8192000.0,1.0,0.4,2326107.0
Cicada,8,128.0,10.0,8192000.0,1.0,0.8,2538820.0
Cicada,8,128.0,10.0,8192000.0,1.0,0.99,2938815.0
Cicada,8,128.0,10.0,32768000.0,0.0,0.0,1320505.0
Cicada,8,128.0,10.0,32768000.0,0.0,0.4,1308530.0
Cicada,8,128.0,10.0,32768000.0,0.0,0.8,1363082.0
Cicada,8,128.0,10.0,32768000.0,0.0,0.99,954512.0
Cicada,8,128.0,10.0,32768000.0,0.2,0.0,1402994.0
Cicada,8,128.0,10.0,32768000.0,0.2,0.4,1382771.0
Cicada,8,128.0,10.0,32768000.0,0.2,0.8,1427296.0
Cicada,8,128.0,10.0,32768000.0,0.2,0.99,1100100.0
Cicada,8,128.0,10.0,32768000.0,0.6,0.0,1643460.0
Cicada,8,128.0,10.0,32768000.0,0.6,0.4,1631018.0
Cicada,8,128.0,10.0,32768000.0,0.6,0.8,1694918.0
Cicada,8,128.0,10.0,32768000.0,0.6,0.99,1497731.0
Cicada,8,128.0,10.0,32768000.0,1.0,0.0,2060048.0
Cicada,8,128.0,10.0,32768000.0,1.0,0.4,2097643.0
Cicada,8,128.0,10.0,32768000.0,1.0,0.8,2301759.0
Cicada,8,128.0,10.0,32768000.0,1.0,0.99,2682069.0
Cicada,8,128.0,10.0,131072000.0,0.0,0.0,
Cicada,8,128.0,10.0,131072000.0,0.0,0.4,
Cicada,8,128.0,10.0,131072000.0,0.0,0.8,
Cicada,8,128.0,10.0,131072000.0,0.0,0.99,
Cicada,8,128.0,10.0,131072000.0,0.2,0.0,
Cicada,8,128.0,10.0,131072000.0,0.2,0.4,
Cicada,8,128.0,10.0,131072000.0,0.2,0.8,
Cicada,8,128.0,10.0,131072000.0,0.2,0.99,
Cicada,8,128.0,10.0,131072000.0,0.6,0.0,
Cicada,8,128.0,10.0,131072000.0,0.6,0.4,
Cicada,8,128.0,10.0,131072000.0,0.6,0.8,
Cicada,8,128.0,10.0,131072000.0,0.6,0.99,
Cicada,8,128.0,10.0,131072000.0,1.0,0.0,
Cicada,8,128.0,10.0,131072000.0,1.0,0.4,
Cicada,8,128.0,10.0,131072000.0,1.0,0.8,
Cicada,8,128.0,10.0,131072000.0,1.0,0.99,
Cicada,8,128.0,100.0,128000.0,0.0,0.0,171695.0
Cicada,8,128.0,100.0,128000.0,0.0,0.4,164784.0
Cicada,8,128.0,100.0,128000.0,0.0,0.8,56248.0
Cicada,8,128.0,100.0,128000.0,0.0,0.99,49727.0
Cicada,8,128.0,100.0,128000.0,0.2,0.0,186582.0
Cicada,8,128.0,100.0,128000.0,0.2,0.4,176683.0
Cicada,8,128.0,100.0,128000.0,0.2,0.8,61867.0
Cicada,8,128.0,100.0,128000.0,0.2,0.99,53020.0
Cicada,8,128.0,100.0,128000.0,0.6,0.0,236242.0
Cicada,8,128.0,100.0,128000.0,0.6,0.4,230487.0
Cicada,8,128.0,100.0,128000.0,0.6,0.8,88477.0
Cicada,8,128.0,100.0,128000.0,0.6,0.99,63225.0
Cicada,8,128.0,100.0,128000.0,1.0,0.0,509171.0
Cicada,8,128.0,100.0,128000.0,1.0,0.4,522548.0
Cicada,8,128.0,100.0,128000.0,1.0,0.8,499563.0
Cicada,8,128.0,100.0,128000.0,1.0,0.99,548584.0
Cicada,8,128.0,100.0,512000.0,0.0,0.0,150570.0
Cicada,8,128.0,100.0,512000.0,0.0,0.4,151446.0
Cicada,8,128.0,100.0,512000.0,0.0,0.8,65363.0
Cicada,8,128.0,100.0,512000.0,0.0,0.99,49886.0
Cicada,8,128.0,100.0,512000.0,0.2,0.0,159177.0
Cicada,8,128.0,100.0,512000.0,0.2,0.4,161752.0
Cicada,8,128.0,100.0,512000.0,0.2,0.8,73323.0
Cicada,8,128.0,100.0,512000.0,0.2,0.99,53660.0
Cicada,8,128.0,100.0,512000.0,0.6,0.0,195551.0
Cicada,8,128.0,100.0,512000.0,0.6,0.4,199755.0
Cicada,8,128.0,100.0,512000.0,0.6,0.8,107758.0
Cicada,8,128.0,100.0,512000.0,0.6,0.99,64042.0
Cicada,8,128.0,100.0,512000.0,1.0,0.0,298712.0
Cicada,8,128.0,100.0,512000.0,1.0,0.4,319629.0
Cicada,8,128.0,100.0,512000.0,1.0,0.8,373048.0
Cicada,8,128.0,100.0,512000.0,1.0,0.99,468305.0
Cicada,8,128.0,100.0,2048000.0,0.0,0.0,146994.0
Cicada,8,128.0,100.0,2048000.0,0.0,0.4,146634.0
Cicada,8,128.0,100.0,2048000.0,0.0,0.8,77808.0
Cicada,8,128.0,100.0,2048000.0,0.0,0.99,50534.0
Cicada,8,128.0,100.0,2048000.0,0.2,0.0,155826.0
Cicada,8,128.0,100.0,2048000.0,0.2,0.4,157075.0
Cicada,8,128.0,100.0,2048000.0,0.2,0.8,88149.0
Cicada,8,128.0,100.0,2048000.0,0.2,0.99,53816.0
Cicada,8,128.0,100.0,2048000.0,0.6,0.0,182406.0
Cicada,8,128.0,100.0,2048000.0,0.6,0.4,187345.0
Cicada,8,128.0,100.0,2048000.0,0.6,0.8,127068.0
Cicada,8,128.0,100.0,2048000.0,0.6,0.99,66921.0
Cicada,8,128.0,100.0,2048000.0,1.0,0.0,273668.0
Cicada,8,128.0,100.0,2048000.0,1.0,0.4,276205.0
Cicada,8,128.0,100.0,2048000.0,1.0,0.8,320007.0
Cicada,8,128.0,100.0,2048000.0,1.0,0.99,412801.0
Cicada,8,128.0,100.0,8192000.0,0.0,0.0,134436.0
Cicada,8,128.0,100.0,8192000.0,0.0,0.4,135813.0
Cicada,8,128.0,100.0,8192000.0,0.0,0.8,88689.0
Cicada,8,128.0,100.0,8192000.0,0.0,0.99,50911.0
Cicada,8,128.0,100.0,8192000.0,0.2,0.0,145272.0
Cicada,8,128.0,100.0,8192000.0,0.2,0.4,145576.0
Cicada,8,128.0,100.0,8192000.0,0.2,0.8,98872.0
Cicada,8,128.0,100.0,8192000.0,0.2,0.99,54372.0
Cicada,8,128.0,100.0,8192000.0,0.6,0.0,173952.0
Cicada,8,128.0,100.0,8192000.0,0.6,0.4,173372.0
Cicada,8,128.0,100.0,8192000.0,0.6,0.8,136875.0
Cicada,8,128.0,100.0,8192000.0,0.6,0.99,67461.0
Cicada,8,128.0,100.0,8192000.0,1.0,0.0,252461.0
Cicada,8,128.0,100.0,8192000.0,1.0,0.4,246659.0
Cicada,8,128.0,100.0,8192000.0,1.0,0.8,286255.0
Cicada,8,128.0,100.0,8192000.0,1.0,0.99,368938.0
Cicada,8,128.0,100.0,32768000.0,0.0,0.0,123165.0
Cicada,8,128.0,100.0,32768000.0,0.0,0.4,123522.0
Cicada,8,128.0,100.0,32768000.0,0.0,0.8,93732.0
Cicada,8,128.0,100.0,32768000.0,0.0,0.99,51388.0
Cicada,8,128.0,100.0,32768000.0,0.2,0.0,130854.0
Cicada,8,128.0,100.0,32768000.0,0.2,0.4,131694.0
Cicada,8,128.0,100.0,32768000.0,0.2,0.8,103634.0
Cicada,8,128.0,100.0,32768000.0,0.2,0.99,
Cicada,8,128.0,100.0,32768000.0,0.6,0.0,158901.0
Cicada,8,128.0,100.0,32768000.0,0.6,0.4,159617.0
Cicada,8,128.0,100.0,32768000.0,0.6,0.8,137852.0
Cicada,8,128.0,100.0,32768000.0,0.6,0.99,69174.0
Cicada,8,128.0,100.0,32768000.0,1.0,0.0,230393.0
Cicada,8,128.0,100.0,32768000.0,1.0,0.4,232606.0
Cicada,8,128.0,100.0,32768000.0,1.0,0.8,251273.0
Cicada,8,128.0,100.0,32768000.0,1.0,0.99,321367.0
Cicada,8,128.0,100.0,131072000.0,0.0,0.0,
Cicada,8,128.0,100.0,131072000.0,0.0,0.4,
Cicada,8,128.0,100.0,131072000.0,0.0,0.8,
Cicada,8,128.0,100.0,131072000.0,0.0,0.99,
Cicada,8,128.0,100.0,131072000.0,0.2,0.0,
Cicada,8,128.0,100.0,131072000.0,0.2,0.4,
Cicada,8,128.0,100.0,131072000.0,0.2,0.8,
Cicada,8,128.0,100.0,131072000.0,0.2,0.99,
Cicada,8,128.0,100.0,131072000.0,0.6,0.0,
Cicada,8,128.0,100.0,131072000.0,0.6,0.4,
Cicada,8,128.0,100.0,131072000.0,0.6,0.8,
Cicada,8,128.0,100.0,131072000.0,0.6,0.99,
Cicada,8,128.0,100.0,131072000.0,1.0,0.0,
Cicada,8,128.0,100.0,131072000.0,1.0,0.4,
Cicada,8,128.0,100.0,131072000.0,1.0,0.8,
Cicada,8,128.0,100.0,131072000.0,1.0,0.99,
Cicada,8,1000.0,1.0,128000.0,0.0,0.0,7392416.0
Cicada,8,1000.0,1.0,128000.0,0.0,0.4,7553118.0
Cicada,8,1000.0,1.0,128000.0,0.0,0.8,7911262.0
Cicada,8,1000.0,1.0,128000.0,0.0,0.99,7673114.0
Cicada,8,1000.0,1.0,128000.0,0.2,0.0,7803711.0
Cicada,8,1000.0,1.0,128000.0,0.2,0.4,7949315.0
Cicada,8,1000.0,1.0,128000.0,0.2,0.8,8377264.0
Cicada,8,1000.0,1.0,128000.0,0.2,0.99,8112265.0
Cicada,8,1000.0,1.0,128000.0,0.6,0.0,8714955.0
Cicada,8,1000.0,1.0,128000.0,0.6,0.4,9086139.0
Cicada,8,1000.0,1.0,128000.0,0.6,0.8,9624835.0
Cicada,8,1000.0,1.0,128000.0,0.6,0.99,9699946.0
Cicada,8,1000.0,1.0,128000.0,1.0,0.0,10825665.0
Cicada,8,1000.0,1.0,128000.0,1.0,0.4,10520780.0
Cicada,8,1000.0,1.0,128000.0,1.0,0.8,12746896.0
Cicada,8,1000.0,1.0,128000.0,1.0,0.99,14826237.0
Cicada,8,1000.0,1.0,512000.0,0.0,0.0,7080663.0
Cicada,8,1000.0,1.0,512000.0,0.0,0.4,7147495.0
Cicada,8,1000.0,1.0,512000.0,0.0,0.8,7791696.0
Cicada,8,1000.0,1.0,512000.0,0.0,0.99,7482829.0
Cicada,8,1000.0,1.0,512000.0,0.2,0.0,7397201.0
Cicada,8,1000.0,1.0,512000.0,0.2,0.4,7444702.0
Cicada,8,1000.0,1.0,512000.0,0.2,0.8,8089322.0
Cicada,8,1000.0,1.0,512000.0,0.2,0.99,8075042.0
Cicada,8,1000.0,1.0,512000.0,0.6,0.0,8261619.0
Cicada,8,1000.0,1.0,512000.0,0.6,0.4,8362698.0
Cicada,8,1000.0,1.0,512000.0,0.6,0.8,9279166.0
Cicada,8,1000.0,1.0,512000.0,0.6,0.99,9752192.0
Cicada,8,1000.0,1.0,512000.0,1.0,0.0,9729504.0
Cicada,8,1000.0,1.0,512000.0,1.0,0.4,9850229.0
Cicada,8,1000.0,1.0,512000.0,1.0,0.8,11681407.0
Cicada,8,1000.0,1.0,512000.0,1.0,0.99,14777273.0
Cicada,8,1000.0,1.0,2048000.0,0.0,0.0,6799358.0
Cicada,8,1000.0,1.0,2048000.0,0.0,0.4,6867656.0
Cicada,8,1000.0,1.0,2048000.0,0.0,0.8,7265466.0
Cicada,8,1000.0,1.0,2048000.0,0.0,0.99,7504446.0
Cicada,8,1000.0,1.0,2048000.0,0.2,0.0,7204950.0
Cicada,8,1000.0,1.0,2048000.0,0.2,0.4,7166913.0
Cicada,8,1000.0,1.0,2048000.0,0.2,0.8,7687082.0
Cicada,8,1000.0,1.0,2048000.0,0.2,0.99,7885779.0
Cicada,8,1000.0,1.0,2048000.0,0.6,0.0,7987029.0
Cicada,8,1000.0,1.0,2048000.0,0.6,0.4,8157607.0
Cicada,8,1000.0,1.0,2048000.0,0.6,0.8,8590737.0
Cicada,8,1000.0,1.0,2048000.0,0.6,0.99,9320281.0
Cicada,8,1000.0,1.0,2048000.0,1.0,0.0,9293182.0
Cicada,8,1000.0,1.0,2048000.0,1.0,0.4,9125353.0
Cicada,8,1000.0,1.0,2048000.0,1.0,0.8,10594574.0
Cicada,8,1000.0,1.0,2048000.0,1.0,0.99,13304172.0
Cicada,8,1000.0,1.0,8192000.0,0.0,0.0,6550552.0
Cicada,8,1000.0,1.0,8192000.0,0.0,0.4,6597202.0
Cicada,8,1000.0,1.0,8192000.0,0.0,0.8,7038041.0
Cicada,8,1000.0,1.0,8192000.0,0.0,0.99,7153106.0
Cicada,8,1000.0,1.0,8192000.0,0.2,0.0,7193801.0
Cicada,8,1000.0,1.0,8192000.0,0.2,0.4,6918417.0
Cicada,8,1000.0,1.0,8192000.0,0.2,0.8,7220394.0
Cicada,8,1000.0,1.0,8192000.0,0.2,0.99,7621186.0
Cicada,8,1000.0,1.0,8192000.0,0.6,0.0,7885848.0
Cicada,8,1000.0,1.0,8192000.0,0.6,0.4,7663123.0
Cicada,8,1000.0,1.0,8192000.0,0.6,0.8,8113682.0
Cicada,8,1000.0,1.0,8192000.0,0.6,0.99,8882836.0
Cicada,8,1000.0,1.0,8192000.0,1.0,0.0,9074982.0
Cicada,8,1000.0,1.0,8192000.0,1.0,0.4,8814321.0
Cicada,8,1000.0,1.0,8192000.0,1.0,0.8,9672854.0
Cicada,8,1000.0,1.0,8192000.0,1.0,0.99,11660505.0
Cicada,8,1000.0,1.0,32768000.0,0.0,0.0,
Cicada,8,1000.0,1.0,32768000.0,0.0,0.4,
Cicada,8,1000.0,1.0,32768000.0,0.0,0.8,
Cicada,8,1000.0,1.0,32768000.0,0.0,0.99,
Cicada,8,1000.0,1.0,32768000.0,0.2,0.0,
Cicada,8,1000.0,1.0,32768000.0,0.2,0.4,
Cicada,8,1000.0,1.0,32768000.0,0.2,0.8,
Cicada,8,1000.0,1.0,32768000.0,0.2,0.99,
Cicada,8,1000.0,1.0,32768000.0,0.6,0.0,
Cicada,8,1000.0,1.0,32768000.0,0.6,0.4,
Cicada,8,1000.0,1.0,32768000.0,0.6,0.8,
Cicada,8,1000.0,1.0,32768000.0,0.6,0.99,
Cicada,8,1000.0,1.0,32768000.0,1.0,0.0,
Cicada,8,1000.0,1.0,32768000.0,1.0,0.4,
Cicada,8,1000.0,1.0,32768000.0,1.0,0.8,
Cicada,8,1000.0,1.0,32768000.0,1.0,0.99,
Cicada,8,1000.0,1.0,131072000.0,0.0,0.0,
Cicada,8,1000.0,1.0,131072000.0,0.0,0.4,
Cicada,8,1000.0,1.0,131072000.0,0.0,0.8,
Cicada,8,1000.0,1.0,131072000.0,0.0,0.99,
Cicada,8,1000.0,1.0,131072000.0,0.2,0.0,
Cicada,8,1000.0,1.0,131072000.0,0.2,0.4,
Cicada,8,1000.0,1.0,131072000.0,0.2,0.8,
Cicada,8,1000.0,1.0,131072000.0,0.2,0.99,
Cicada,8,1000.0,1.0,131072000.0,0.6,0.0,
Cicada,8,1000.0,1.0,131072000.0,0.6,0.4,
Cicada,8,1000.0,1.0,131072000.0,0.6,0.8,
Cicada,8,1000.0,1.0,131072000.0,0.6,0.99,
Cicada,8,1000.0,1.0,131072000.0,1.0,0.0,
Cicada,8,1000.0,1.0,131072000.0,1.0,0.4,
Cicada,8,1000.0,1.0,131072000.0,1.0,0.8,
Cicada,8,1000.0,1.0,131072000.0,1.0,0.99,
Cicada,8,1000.0,10.0,128000.0,0.0,0.0,978394.0
Cicada,8,1000.0,10.0,128000.0,0.0,0.4,1003943.0
Cicada,8,1000.0,10.0,128000.0,0.0,0.8,944938.0
Cicada,8,1000.0,10.0,128000.0,0.0,0.99,593065.0
Cicada,8,1000.0,10.0,128000.0,0.2,0.0,1073175.0
Cicada,8,1000.0,10.0,128000.0,0.2,0.4,1083516.0
Cicada,8,1000.0,10.0,128000.0,0.2,0.8,1053438.0
Cicada,8,1000.0,10.0,128000.0,0.2,0.99,710408.0
Cicada,8,1000.0,10.0,128000.0,0.6,0.0,1315235.0
Cicada,8,1000.0,10.0,128000.0,0.6,0.4,1328833.0
Cicada,8,1000.0,10.0,128000.0,0.6,0.8,1390776.0
Cicada,8,1000.0,10.0,128000.0,0.6,0.99,1116585.0
Cicada,8,1000.0,10.0,128000.0,1.0,0.0,1764281.0
Cicada,8,1000.0,10.0,128000.0,1.0,0.4,1848298.0
Cicada,8,1000.0,10.0,128000.0,1.0,0.8,2383954.0
Cicada,8,1000.0,10.0,128000.0,1.0,0.99,2850627.0
Cicada,8,1000.0,10.0,512000.0,0.0,0.0,935211.0
Cicada,8,1000.0,10.0,512000.0,0.0,0.4,942258.0
Cicada,8,1000.0,10.0,512000.0,0.0,0.8,952514.0
Cicada,8,1000.0,10.0,512000.0,0.0,0.99,632250.0
Cicada,8,1000.0,10.0,512000.0,0.2,0.0,1009126.0
Cicada,8,1000.0,10.0,512000.0,0.2,0.4,1023235.0
Cicada,8,1000.0,10.0,512000.0,0.2,0.8,1038383.0
Cicada,8,1000.0,10.0,512000.0,0.2,0.99,753172.0
Cicada,8,1000.0,10.0,512000.0,0.6,0.0,1228077.0
Cicada,8,1000.0,10.0,512000.0,0.6,0.4,1238689.0
Cicada,8,1000.0,10.0,512000.0,0.6,0.8,1328217.0
Cicada,8,1000.0,10.0,512000.0,0.6,0.99,1161273.0
Cicada,8,1000.0,10.0,512000.0,1.0,0.0,1586108.0
Cicada,8,1000.0,10.0,512000.0,1.0,0.4,1609342.0
Cicada,8,1000.0,10.0,512000.0,1.0,0.8,1970575.0
Cicada,8,1000.0,10.0,512000.0,1.0,0.99,2501417.0
Cicada,8,1000.0,10.0,2048000.0,0.0,0.0,887619.0
Cicada,8,1000.0,10.0,2048000.0,0.0,0.4,894612.0
Cicada,8,1000.0,10.0,2048000.0,0.0,0.8,921213.0
Cicada,8,1000.0,10.0,2048000.0,0.0,0.99,673739.0
Cicada,8,1000.0,10.0,2048000.0,0.2,0.0,961056.0
Cicada,8,1000.0,10.0,2048000.0,0.2,0.4,969818.0
Cicada,8,1000.0,10.0,2048000.0,0.2,0.8,1020378.0
Cicada,8,1000.0,10.0,2048000.0,0.2,0.99,780859.0
Cicada,8,1000.0,10.0,2048000.0,0.6,0.0,1166985.0
Cicada,8,1000.0,10.0,2048000.0,0.6,0.4,1185177.0
Cicada,8,1000.0,10.0,2048000.0,0.6,0.8,1253486.0
Cicada,8,1000.0,10.0,2048000.0,0.6,0.99,1153963.0
Cicada,8,1000.0,10.0,2048000.0,1.0,0.0,1504780.0
Cicada,8,1000.0,10.0,2048000.0,1.0,0.4,1508288.0
Cicada,8,1000.0,10.0,2048000.0,1.0,0.8,1749826.0
Cicada,8,1000.0,10.0,2048000.0,1.0,0.99,2253818.0
Cicada,8,1000.0,10.0,8192000.0,0.0,0.0,845599.0
Cicada,8,1000.0,10.0,8192000.0,0.0,0.4,840979.0
Cicada,8,1000.0,10.0,8192000.0,0.0,0.8,862488.0
Cicada,8,1000.0,10.0,8192000.0,0.0,0.99,673023.0
Cicada,8,1000.0,10.0,8192000.0,0.2,0.0,916012.0
Cicada,8,1000.0,10.0,8192000.0,0.2,0.4,925828.0
Cicada,8,1000.0,10.0,8192000.0,0.2,0.8,964817.0
Cicada,8,1000.0,10.0,8192000.0,0.2,0.99,785480.0
Cicada,8,1000.0,10.0,8192000.0,0.6,0.0,1109123.0
Cicada,8,1000.0,10.0,8192000.0,0.6,0.4,1110335.0
Cicada,8,1000.0,10.0,8192000.0,0.6,0.8,1168886.0
Cicada,8,1000.0,10.0,8192000.0,0.6,0.99,1122429.0
Cicada,8,1000.0,10.0,8192000.0,1.0,0.0,1413788.0
Cicada,8,1000.0,10.0,8192000.0,1.0,0.4,1415977.0
Cicada,8,1000.0,10.0,8192000.0,1.0,0.8,1557661.0
Cicada,8,1000.0,10.0,8192000.0,1.0,0.99,2049089.0
Cicada,8,1000.0,10.0,32768000.0,0.0,0.0,
Cicada,8,1000.0,10.0,32768000.0,0.0,0.4,
Cicada,8,1000.0,10.0,32768000.0,0.0,0.8,
Cicada,8,1000.0,10.0,32768000.0,0.0,0.99,
Cicada,8,1000.0,10.0,32768000.0,0.2,0.0,
Cicada,8,1000.0,10.0,32768000.0,0.2,0.4,
Cicada,8,1000.0,10.0,32768000.0,0.2,0.8,
Cicada,8,1000.0,10.0,32768000.0,0.2,0.99,
Cicada,8,1000.0,10.0,32768000.0,0.6,0.0,
Cicada,8,1000.0,10.0,32768000.0,0.6,0.4,
Cicada,8,1000.0,10.0,32768000.0,0.6,0.8,
Cicada,8,1000.0,10.0,32768000.0,0.6,0.99,
Cicada,8,1000.0,10.0,32768000.0,1.0,0.0,
Cicada,8,1000.0,10.0,32768000.0,1.0,0.4,
Cicada,8,1000.0,10.0,32768000.0,1.0,0.8,
Cicada,8,1000.0,10.0,32768000.0,1.0,0.99,
Cicada,8,1000.0,10.0,131072000.0,0.0,0.0,
Cicada,8,1000.0,10.0,131072000.0,0.0,0.4,
Cicada,8,1000.0,10.0,131072000.0,0.0,0.8,
Cicada,8,1000.0,10.0,131072000.0,0.0,0.99,
Cicada,8,1000.0,10.0,131072000.0,0.2,0.0,
Cicada,8,1000.0,10.0,131072000.0,0.2,0.4,
Cicada,8,1000.0,10.0,131072000.0,0.2,0.8,
Cicada,8,1000.0,10.0,131072000.0,0.2,0.99,
Cicada,8,1000.0,10.0,131072000.0,0.6,0.0,
Cicada,8,1000.0,10.0,131072000.0,0.6,0.4,
Cicada,8,1000.0,10.0,131072000.0,0.6,0.8,
Cicada,8,1000.0,10.0,131072000.0,0.6,0.99,
Cicada,8,1000.0,10.0,131072000.0,1.0,0.0,
Cicada,8,1000.0,10.0,131072000.0,1.0,0.4,
Cicada,8,1000.0,10.0,131072000.0,1.0,0.8,
Cicada,8,1000.0,10.0,131072000.0,1.0,0.99,
Cicada,8,1000.0,100.0,128000.0,0.0,0.0,89776.0
Cicada,8,1000.0,100.0,128000.0,0.0,0.4,87862.0
Cicada,8,1000.0,100.0,128000.0,0.0,0.8,39457.0
