alg,clients,shards,threads,replica,tput
OCC,200,1,1,7,45.57968575937
OCC,200,1,2,1,46.729456750782
OCC,200,1,2,3,67.26698211442
OCC,200,1,2,5,51.4210074707155
OCC,200,1,2,7,42.35337004892
OCC,200,1,3,1,46.174255172222004
OCC,200,1,3,3,51.61288220905
OCC,200,1,3,5,50.2956034995355
OCC,200,1,3,7,47.204951817105
OCC,200,1,4,1,48.85348457187
OCC,200,1,4,3,57.46211780627
OCC,200,1,4,5,57.19561492092
OCC,200,1,4,7,50.360290225899995
OCC,200,1,8,1,47.806145760426666
OCC,200,1,8,3,56.950891966277
OCC,200,1,8,5,53.859462084406665
OCC,200,1,8,7,41.03953648704033
OCC,200,2,1,1,196.454068598785
OCC,200,2,1,3,212.75491868112
OCC,200,2,1,5,173.99316927225
OCC,200,2,1,7,158.33485248064
OCC,200,2,2,1,145.856224136555
OCC,200,2,2,3,193.11921320455
OCC,200,2,2,5,163.674688208195
OCC,200,2,2,7,145.3349222411
OCC,200,2,3,1,164.22708132302
OCC,200,2,3,3,210.50683201279998
OCC,200,2,3,5,173.61112504098998
OCC,200,2,3,7,145.72586838361002
OCC,200,2,4,1,158.84542864079
OCC,200,2,4,3,204.11208439374002
OCC,200,2,4,5,163.06246642688
OCC,200,2,4,7,148.528545896395
OCC,200,2,8,1,161.02628735661997
OCC,200,2,8,3,194.53623110166333
OCC,200,2,8,5,173.34977448242668
OCC,200,2,8,7,137.76258317111333
OCC,200,4,1,1,553.3905332331999
OCC,200,4,1,3,624.83855019675
OCC,200,4,1,5,507.98209494805
OCC,200,4,2,1,540.0867956003999
OCC,200,4,2,3,599.57269473955
OCC,200,4,2,5,501.98582486335
OCC,200,4,2,7,432.58026210030005
OCC,200,4,3,1,531.33379555385
OCC,200,4,3,3,596.8443512099
OCC,200,4,3,5,505.94121706715
OCC,200,4,3,7,450.17436323015
OCC,200,4,4,1,503.88616163325
OCC,200,4,4,3,570.63039636135
OCC,200,4,4,5,478.7246368836
OCC,200,4,4,7,408.0659785954
OCC,200,4,8,1,482.30665442746664
OCC,200,4,8,3,594.1010391033333
OCC,200,4,8,5,470.7660940855333
OCC,200,4,8,7,433.1546644191333
OCC,200,8,1,1,1281.0225957751
OCC,200,8,1,3,1255.692145452
OCC,200,8,2,1,1266.8792726404
OCC,200,8,2,3,1283.6987557998
OCC,200,8,2,5,1189.8770752357
OCC,200,8,3,1,1238.7028231764
OCC,200,8,3,3,1273.19814388055
OCC,200,8,3,5,1198.54774878485
OCC,200,8,3,7,1130.141403374
OCC,200,8,4,1,1220.44325370685
OCC,200,8,4,3,1255.10135008315
OCC,200,8,4,5,1195.1822928778001
OCC,200,8,4,7,1140.2287078088
OCC,200,8,8,1,1151.1699224571
OCC,200,8,8,3,1203.7674623214
OCC,200,8,8,5,1116.8830644322668
OCC,200,8,8,7,1066.1345335635333
OCC,200,16,1,1,1784.89982106365
OCC,200,16,2,1,1784.82568265125
OCC,200,16,2,3,1754.3748628861
OCC,200,16,3,1,1756.5418175129498
OCC,200,16,3,3,1746.2415983133
OCC,200,16,3,5,1706.699806457
OCC,200,16,4,1,1759.338666705
OCC,200,16,4,3,1742.6966499972
OCC,200,16,4,5,1636.8817192850001
OCC,200,16,8,1,1672.1475143618666
OCC,200,16,8,3,1692.6669687720332
OCC,200,16,8,5,1627.6117466287333
OCC,200,16,8,7,1582.7878469077
OCC,200,32,2,1,1748.6013067610997
OCC,200,32,3,1,1809.54118391795
OCC,200,32,4,1,1763.571257399
OCC,200,32,4,3,1283.9996382269
OCC,200,32,8,1,1745.4784906885334
OCC,200,32,8,3,1720.8860808682336
OCC,200,32,8,5,1706.2548919783667
OCC,200,64,3,1,1782.43037307665
OCC,200,64,4,1,1703.8884873754998
OCC,200,64,8,1,1709.4528946375667
OCC,200,128,8,1,1691.8436587557
OCC,500,1,1,1,25.60645814345
OCC,500,1,1,3,28.829384920082
OCC,500,1,1,5,23.55391118256765
OCC,500,1,1,7,18.13977155608
OCC,500,1,2,1,25.1099013286745
OCC,500,1,2,3,26.0404593415705
OCC,500,1,2,5,23.35257762416
OCC,500,1,2,7,17.044909890026503
OCC,500,1,3,1,25.53801513882
OCC,500,1,3,3,23.518555638457002
OCC,500,1,3,5,21.56122232717685
OCC,500,1,3,7,16.480503220420502
OCC,500,1,4,1,25.9712618875555
OCC,500,1,4,3,25.9051091231075
OCC,500,1,4,5,17.24504491105585
OCC,500,1,4,7,14.519293417121201
OCC,500,1,8,1,25.74669257643667
OCC,500,1,8,3,23.508215243504736
OCC,500,1,8,5,19.972800269695167
OCC,500,1,8,7,15.6140727555034
OCC,500,2,1,1,111.33075285069
OCC,500,2,1,3,106.524775476765
OCC,500,2,1,5,84.145377577625
OCC,500,2,1,7,77.50099807658
OCC,500,2,2,1,91.8082701685
OCC,500,2,2,3,104.997900793065
OCC,500,2,2,5,86.899627648235
OCC,500,2,2,7,70.86939727640501
OCC,500,2,3,1,99.85083835317
OCC,500,2,3,3,102.564333737765
OCC,500,2,3,5,83.82383281983
OCC,500,2,3,7,68.128530895775
OCC,500,2,4,1,97.754852861165
OCC,500,2,4,3,98.62963916396
OCC,500,2,4,5,87.89889217888
OCC,500,2,4,7,75.69088397568
OCC,500,2,8,1,102.93925337145333
OCC,500,2,8,3,94.26565726941668
OCC,500,2,8,5,77.85211042917
OCC,500,2,8,7,71.05989291962
OCC,500,4,1,1,389.59196378930005
OCC,500,4,1,3,387.00796560059996
OCC,500,4,1,5,307.3817192322
OCC,500,4,2,1,349.7327183059
OCC,500,4,2,3,340.2075258459
OCC,500,4,2,5,298.54078432015
OCC,500,4,2,7,245.00390620447
OCC,500,4,3,1,370.13084274615
OCC,500,4,3,3,361.86492557894996
OCC,500,4,3,5,283.66883213499
OCC,500,4,3,7,261.42147038002497
OCC,500,4,4,1,317.8098744488
OCC,500,4,4,3,330.52580018175
OCC,500,4,4,5,280.0386815325
OCC,500,4,4,7,248.76788530541
OCC,500,4,8,1,314.89189185173336
OCC,500,4,8,3,323.7417058896
OCC,500,4,8,5,275.99037948996335
OCC,500,4,8,7,229.15179996723336
OCC,500,8,1,1,1278.27573138365
OCC,500,8,1,3,1210.08815686365
OCC,500,8,2,1,1191.97737966025
OCC,500,8,2,3,1104.95525354185
OCC,500,8,2,5,975.8677669749
OCC,500,8,3,1,1134.755044377
OCC,500,8,3,3,1179.83873349035
OCC,500,8,3,5,1001.20204891045
OCC,500,8,3,7,847.4499527236001
OCC,500,8,4,1,1105.7707731664
OCC,500,8,4,3,1113.8595193423998
OCC,500,8,4,5,958.87743581035
OCC,500,8,4,7,850.006205158
OCC,500,8,8,1,1032.9440891931665
OCC,500,8,8,3,1044.6537079286
OCC,500,8,8,5,883.4052301410999
OCC,500,8,8,7,747.1761542207668
OCC,500,16,1,1,2909.0822611040003
OCC,500,16,2,1,2865.9031858595
OCC,500,16,2,3,3059.6292440765
OCC,500,16,3,1,2888.6986457804996
OCC,500,16,3,3,3074.2240534835
OCC,500,16,3,5,2345.8288885282
OCC,500,16,4,1,2873.3149321495002
OCC,500,16,4,3,3088.2150217299995
OCC,500,16,4,5,2728.193799860667
OCC,500,16,8,1,2720.996320011
OCC,500,16,8,3,2885.369255223
OCC,500,16,8,5,2589.157810682667
OCC,500,16,8,7,2330.23561163885
OCC,500,32,2,1,4297.432314042
OCC,500,32,3,1,4348.5076987485
OCC,500,32,4,1,4297.1436771085
OCC,500,32,4,3,1901.9454392865
OCC,500,32,8,1,4168.858524582666
OCC,500,32,8,3,4181.84249274
OCC,500,32,8,5,4072.116602091
OCC,500,64,3,1,4372.614586857
OCC,500,64,4,1,4303.410302877
OCC,500,64,8,1,4287.632167097333
OCC,500,128,8,1,4187.887929292
OCC,1000,1,1,1,10.527992069422499
OCC,1000,1,1,3,10.7961759619365
OCC,1000,1,1,5,9.7010780406155
OCC,1000,1,1,7,8.205847090454
OCC,1000,1,2,1,11.224216094572
OCC,1000,1,2,3,10.2972823739435
OCC,1000,1,2,5,8.836186783602
OCC,1000,1,2,7,7.773574482144
OCC,1000,1,3,1,10.726118101872501
OCC,1000,1,3,3,10.163597654115499
OCC,1000,1,3,5,8.9682406241695
OCC,1000,1,3,7,8.704152703442
OCC,1000,1,4,1,10.062127747226
OCC,1000,1,4,3,10.1643887594105
OCC,1000,1,4,5,8.669270578433
OCC,1000,1,4,7,8.0086808719355
OCC,1000,1,8,1,10.905864367651333
OCC,1000,1,8,3,9.580817296276665
OCC,1000,1,8,5,8.964817182547
OCC,1000,1,8,7,8.123916893621333
OCC,1000,2,1,1,70.70432763411
OCC,1000,2,1,3,64.66890831165
OCC,1000,2,1,5,48.756785541045
OCC,1000,2,1,7,44.31061301318
OCC,1000,2,2,1,56.819747625505
OCC,1000,2,2,3,56.08357858373
OCC,1000,2,2,5,43.020641266395
OCC,1000,2,2,7,41.33422942816
OCC,1000,2,3,1,59.4465532995
OCC,1000,2,3,3,56.435270598455006
OCC,1000,2,3,5,48.129242600987496
OCC,1000,2,3,7,39.242469676707
OCC,1000,2,4,1,56.93453361954
OCC,1000,2,4,3,57.10690388354
OCC,1000,2,4,5,46.937707900250004
OCC,1000,2,4,7,40.93505371181
OCC,1000,2,8,1,54.576396196480005
OCC,1000,2,8,3,52.60827215996334
OCC,1000,2,8,5,48.326502527273334
OCC,1000,2,8,7,38.29280272574433
OCC,1000,4,1,1,232.953033984865
OCC,1000,4,1,3,232.48500188798
OCC,1000,4,1,5,188.743602788535
OCC,1000,4,2,1,212.20277753656
OCC,1000,4,2,3,207.906812540835
OCC,1000,4,2,5,179.43744391764
OCC,1000,4,2,7,156.604113324615
OCC,1000,4,3,1,219.74011967412997
OCC,1000,4,3,3,207.63458132877
OCC,1000,4,3,5,185.17969897097
OCC,1000,4,3,7,154.61368276862999
OCC,1000,4,4,1,186.14634701683
OCC,1000,4,4,3,195.40983777158
OCC,1000,4,4,5,172.899623922545
OCC,1000,4,4,7,152.08170854003998
OCC,1000,4,8,1,190.55541717693998
OCC,1000,4,8,3,202.08222531519667
OCC,1000,4,8,5,167.12416133128667
OCC,1000,4,8,7,152.93742920084665
OCC,1000,8,1,1,785.2340471578
OCC,1000,8,1,3,753.7645923869
OCC,1000,8,2,1,729.3524534415501
OCC,1000,8,2,3,688.8411361374
OCC,1000,8,2,5,606.99640223855
OCC,1000,8,3,1,686.4473108055
OCC,1000,8,3,3,712.85075915675
OCC,1000,8,3,5,594.1333023080499
OCC,1000,8,3,7,504.59459860805
OCC,1000,8,4,1,657.2623696822
OCC,1000,8,4,3,672.3092095270499
OCC,1000,8,4,5,563.5057817468
OCC,1000,8,4,7,482.6825429415
OCC,1000,8,8,1,617.0390880817666
OCC,1000,8,8,3,624.1393259383
OCC,1000,8,8,5,508.1504434579333
OCC,1000,8,8,7,455.96280169926666
OCC,1000,16,1,1,2412.9157132395503
OCC,1000,16,2,1,2276.2966150376
OCC,1000,16,2,3,2232.09473989885
OCC,1000,16,3,1,2196.8654756958
OCC,1000,16,3,3,2276.9016462019
OCC,1000,16,3,5,1883.8819404863
OCC,1000,16,4,1,2117.72588720875
OCC,1000,16,4,3,2189.11589236015
OCC,1000,16,4,5,1807.3160737542
OCC,1000,16,8,1,2031.9967657153
OCC,1000,16,8,3,1984.0794233627666
OCC,1000,16,8,5,1669.7281840216
OCC,1000,16,8,7,1416.4108574139
OCC,1000,32,2,1,5614.9323469385
OCC,1000,32,3,1,5598.940177993
OCC,1000,32,4,1,5664.1177082415
OCC,1000,32,4,3,2303.0011796172334
OCC,1000,32,8,1,5371.457560229
OCC,1000,32,8,3,5829.77616982
OCC,1000,32,8,5,4660.444443532
OCC,1000,64,3,1,6865.6283534925
OCC,1000,64,4,1,7329.026667227
OCC,1000,64,8,1,7890.0101864396665
OCC,1000,128,8,1,7279.749119449666
OCC,2000,1,1,1,7.6692750165985
OCC,2000,1,1,3,6.573020492317999
OCC,2000,1,1,5,5.9422215353535
OCC,2000,1,1,7,5.744438631214999
OCC,2000,1,2,1,7.936077614495001
OCC,2000,1,2,3,6.442003574379
OCC,2000,1,2,5,5.678361254466999
OCC,2000,1,2,7,5.711549021304
OCC,2000,1,3,1,7.6687758205879994
OCC,2000,1,3,3,5.711631002972
OCC,2000,1,3,5,5.511820287273
OCC,2000,1,3,7,5.7441779164155005
OCC,2000,1,4,1,8.366959385280499
OCC,2000,1,4,3,5.9428103490955
OCC,2000,1,4,5,5.313280941156499
OCC,2000,1,4,7,5.279404289061
OCC,2000,1,8,1,8.221057449547333
OCC,2000,1,8,3,6.387595709518667
OCC,2000,1,8,5,5.305815668819
OCC,2000,1,8,7,4.3772971107466665
OCC,2000,2,1,1,36.886461118445
OCC,2000,2,1,3,26.1745354982425
OCC,2000,2,1,5,21.76756023318
OCC,2000,2,1,7,23.3971119951185
OCC,2000,2,2,1,30.816565441598996
OCC,2000,2,2,3,27.1066978988725
OCC,2000,2,2,5,22.43456401601
OCC,2000,2,2,7,21.1120479813145
OCC,2000,2,3,1,27.373820013489997
OCC,2000,2,3,3,26.042634650809003
OCC,2000,2,3,5,22.13645256807535
OCC,2000,2,3,7,20.28274518858
OCC,2000,2,4,1,27.964935981045002
OCC,2000,2,4,3,25.453384497823002
OCC,2000,2,4,5,22.730454226252498
OCC,2000,2,4,7,20.87665547132
OCC,2000,2,8,1,28.677675725692
OCC,2000,2,8,3,25.026195569909003
OCC,2000,2,8,5,25.551909476755338
OCC,2000,2,8,7,19.400380264217002
OCC,2000,4,1,1,144.55057332997
OCC,2000,4,1,3,129.688299447625
OCC,2000,4,1,5,110.32154845836001
OCC,2000,4,2,1,125.08749976198
OCC,2000,4,2,3,118.32601733504
OCC,2000,4,2,5,102.663625309605
OCC,2000,4,2,7,88.22109867054999
OCC,2000,4,3,1,122.84533946413501
OCC,2000,4,3,3,120.244067140615
OCC,2000,4,3,5,100.798381364415
OCC,2000,4,3,7,89.65092149786
OCC,2000,4,4,1,109.90549338979
OCC,2000,4,4,3,118.299673936445
OCC,2000,4,4,5,92.08108635466499
OCC,2000,4,4,7,83.60872375977999
OCC,2000,4,8,1,111.33637011763334
OCC,2000,4,8,3,114.38057459678333
OCC,2000,4,8,5,99.05553847368667
OCC,2000,4,8,7,81.62662220707
OCC,2000,8,1,1,470.47576410224997
OCC,2000,8,1,3,444.66507378775003
OCC,2000,8,2,1,407.58794616874997
OCC,2000,8,2,3,432.6776450021
OCC,2000,8,2,5,353.7319595292
OCC,2000,8,3,1,409.71920767589995
OCC,2000,8,3,3,424.66059489444
OCC,2000,8,3,5,341.467594662135
OCC,2000,8,3,7,305.675195052275
OCC,2000,8,4,1,387.12960880389994
OCC,2000,8,4,3,417.0770180409
OCC,2000,8,4,5,348.504586685
OCC,2000,8,4,7,299.78658252188006
OCC,2000,8,8,1,363.7206566437667
OCC,2000,8,8,3,369.40085103159663
OCC,2000,8,8,5,315.86154202623334
OCC,2000,8,8,7,269.34828418212004
OCC,2000,16,1,1,1400.3084875886002
OCC,2000,16,2,1,1293.93863683845
OCC,2000,16,2,3,1405.23407025625
OCC,2000,16,3,1,1246.22390706415
OCC,2000,16,3,3,1407.67782505475
OCC,2000,16,4,1,1229.95054066
OCC,2000,16,4,3,1366.42725856195
OCC,2000,16,4,5,1091.5587758000333
OCC,2000,16,8,1,1184.2418807042334
OCC,2000,16,8,3,1210.1928148149666
OCC,2000,16,8,5,988.4502098661666
OCC,2000,16,8,7,861.5405742575
OCC,2000,32,2,1,4073.0727241375
OCC,2000,32,3,1,3971.1726219824995
OCC,2000,32,4,1,3911.0056268850003
OCC,2000,32,4,3,1545.7266301799
OCC,2000,32,8,1,3792.4062331963337
OCC,2000,32,8,3,3688.839177401334
OCC,2000,32,8,5,2906.9518513479998
OCC,2000,64,3,1,8439.1368861985
OCC,2000,64,4,1,8513.875567993666
OCC,2000,64,8,1,9422.347686814333
OCC,2000,128,8,1,10042.009365289
OCC,4000,1,1,1,4.21537430637
OCC,4000,1,1,3,6.0409464562255
OCC,4000,1,1,5,3.518589023108
OCC,4000,1,1,7,11.288250680571
OCC,4000,1,2,1,4.3145955469705
OCC,4000,1,2,3,3.5522662524225
OCC,4000,1,2,5,5.311404368166
OCC,4000,1,2,7,10.326707293285
OCC,4000,1,3,1,4.9115086640915
OCC,4000,1,3,3,3.1861391648710002
OCC,4000,1,3,5,4.8137032433665
OCC,4000,1,3,7,5.2789174814435
OCC,4000,1,4,1,5.9739977502195
OCC,4000,1,4,3,3.2202387140384996
OCC,4000,1,4,5,6.373952043931
OCC,4000,1,4,7,11.420485183305502
OCC,4000,1,8,1,7.818354190339666
OCC,4000,1,8,3,3.047252106633667
OCC,4000,1,8,5,12.058656198993
OCC,4000,1,8,7,11.403474811221335
OCC,4000,2,1,1,19.562480820109997
OCC,4000,2,1,3,17.717958584590498
OCC,4000,2,1,5,15.4275683534885
OCC,4000,2,1,7,20.287397107376
OCC,4000,2,2,1,18.209505188171
OCC,4000,2,2,3,14.996216223075
OCC,4000,2,2,5,13.8705610599065
OCC,4000,2,2,7,14.9711531073125
OCC,4000,2,3,1,20.9276407918275
OCC,4000,2,3,3,19.003835364114
OCC,4000,2,3,5,14.47073494029
OCC,4000,2,3,7,12.147425674355
OCC,4000,2,4,1,17.845824367465
OCC,4000,2,4,3,17.619012090368
OCC,4000,2,4,5,16.757285316958
OCC,4000,2,4,7,12.5113470434465
OCC,4000,2,8,1,19.059687265510664
OCC,4000,2,8,3,15.092630170250999
OCC,4000,2,8,5,14.787632899785
OCC,4000,2,8,7,15.243767561797666
OCC,4000,4,1,1,85.767307417545
OCC,4000,4,1,3,65.8998145977755
OCC,4000,4,1,5,50.160482644865496
OCC,4000,4,2,1,71.42693790378
OCC,4000,4,2,3,60.534085729275006
OCC,4000,4,2,5,49.7631803599795
OCC,4000,4,2,7,44.6176016014799
OCC,4000,4,3,1,71.14785185603
OCC,4000,4,3,3,58.4739626540214
OCC,4000,4,3,5,48.268916970216
OCC,4000,4,3,7,45.06278951801
OCC,4000,4,4,1,51.89872151152
OCC,4000,4,4,3,52.69462575
OCC,4000,4,4,5,49.328273534695
OCC,4000,4,4,7,44.201128187999004
OCC,4000,4,8,1,51.70936450822567
OCC,4000,4,8,3,59.07590307378334
OCC,4000,4,8,5,49.788049786796336
OCC,4000,4,8,7,45.176615035322335
OCC,4000,8,1,1,272.75344018483
OCC,4000,8,1,3,249.334766076115
OCC,4000,8,2,1,239.71463936792998
OCC,4000,8,2,3,238.51766948558
OCC,4000,8,2,5,200.140002447025
OCC,4000,8,3,1,232.50460520954
OCC,4000,8,3,3,240.01779427206
OCC,4000,8,3,5,196.353204208635
OCC,4000,8,3,7,164.97280284263
OCC,4000,8,4,1,219.46807362837
OCC,4000,8,4,3,235.191630628065
OCC,4000,8,4,5,200.17323365980502
OCC,4000,8,4,7,164.86842552732665
OCC,4000,8,8,1,205.30503676374335
OCC,4000,8,8,3,213.97603546630668
OCC,4000,8,8,5,177.15392860910666
OCC,4000,8,8,7,146.7621651647
OCC,4000,16,1,1,802.7269995482
OCC,4000,16,2,1,745.83416077535
OCC,4000,16,2,3,783.3095814128501
OCC,4000,16,3,1,739.2830982314999
OCC,4000,16,3,3,838.9911561624001
OCC,4000,16,4,1,720.98679182585
OCC,4000,16,4,3,779.6058017357
OCC,4000,16,4,5,645.4324188028
OCC,4000,16,8,1,700.7098115634666
OCC,4000,16,8,3,713.5510485389667
OCC,4000,16,8,5,595.3378596368999
OCC,4000,16,8,7,474.90725639335
OCC,4000,32,2,1,2401.6199022288
OCC,4000,32,3,1,2352.34680852315
OCC,4000,32,4,1,2290.9289122489
OCC,4000,32,4,3,911.0900649109334
OCC,4000,32,8,1,2210.3925142836997
OCC,4000,32,8,3,2246.776971955233
OCC,4000,32,8,5,1735.4997962205334
OCC,4000,64,3,1,7065.3225829835
OCC,4000,64,4,1,6641.8630656509995
OCC,4000,64,8,1,6101.670887946667
OCC,4000,128,8,1,9253.418149281
Tapir,1,1,1,1,306.2485705656666
Tapir,1,1,1,3,264.1085166232633
Tapir,1,1,1,5,244.72176192003
Tapir,1,1,1,7,246.32719294272331
Tapir,1,1,2,1,317.5460810398333
Tapir,1,1,2,3,257.62366825037
Tapir,1,1,2,5,252.45661792820002
Tapir,1,1,2,7,237.81817614318
Tapir,1,1,3,1,311.71569565096667
Tapir,1,1,3,3,261.27698665087
Tapir,1,1,3,5,252.22161752465
Tapir,1,1,3,7,241.84769587057
Tapir,1,1,4,1,310.18326918836664
Tapir,1,1,4,3,260.03180330696665
Tapir,1,1,4,5,254.31556397286332
Tapir,1,1,4,7,245.01408569837
Tapir,1,1,8,1,295.7860929493
Tapir,1,1,8,3,255.36549921654
Tapir,1,1,8,5,253.22185196126
Tapir,1,1,8,7,239.40018760542333
Tapir,1,2,1,1,332.6711580447
Tapir,1,2,1,3,285.7249358955333
Tapir,1,2,1,5,271.69303558513667
Tapir,1,2,1,7,262.12995737366333
Tapir,1,2,2,1,315.30071484563337
Tapir,1,2,2,3,277.72656377716663
Tapir,1,2,2,5,269.95152049769337
Tapir,1,2,2,7,260.2583858186633
Tapir,1,2,3,1,323.7825879499667
Tapir,1,2,3,3,280.75470054883334
Tapir,1,2,3,5,265.1468970408367
Tapir,1,2,3,7,264.56193987167336
Tapir,1,2,4,1,324.0341413224
Tapir,1,2,4,3,278.30213786806667
Tapir,1,2,4,5,266.45248520038666
Tapir,1,2,4,7,256.85852835803666
Tapir,1,2,8,1,323.3885729034667
Tapir,1,2,8,3,275.87740679587336
Tapir,1,2,8,5,265.07871119662997
Tapir,1,2,8,7,248.38731127028333
Tapir,1,4,1,1,316.2850444256
Tapir,1,4,1,3,281.91406747186335
Tapir,1,4,1,5,273.05867465347666
Tapir,1,4,2,1,329.3689600062333
Tapir,1,4,2,3,294.6838047756333
Tapir,1,4,2,5,269.7880539990967
Tapir,1,4,2,7,265.97381093056333
Tapir,1,4,3,1,327.59258856646665
Tapir,1,4,3,3,276.64796443308
Tapir,1,4,3,5,270.9467755757833
Tapir,1,4,3,7,262.14919242600996
Tapir,1,4,4,1,326.37013650253334
Tapir,1,4,4,3,282.63107971823337
Tapir,1,4,4,5,272.79448783403336
Tapir,1,4,4,7,258.46215186037
Tapir,1,4,8,1,317.1589810858666
Tapir,1,4,8,3,276.3010127797833
Tapir,1,4,8,5,260.78282559601
Tapir,1,4,8,7,248.85885251597333
Tapir,1,8,1,1,337.35512004863335
Tapir,1,8,1,3,288.83092752986664
Tapir,1,8,2,1,358.8880879069333
Tapir,1,8,2,3,294.2979924434333
Tapir,1,8,2,5,272.9253457895
Tapir,1,8,3,1,344.1346076593666
Tapir,1,8,3,3,284.9919906434
Tapir,1,8,3,5,273.09922088907337
Tapir,1,8,3,7,270.5821943999333
Tapir,1,8,4,1,349.0803726487334
Tapir,1,8,4,3,287.26203603513335
Tapir,1,8,4,5,275.38690725082665
Tapir,1,8,4,7,265.80604423028
Tapir,1,8,8,1,337.4177016270333
Tapir,1,8,8,3,286.39754105339995
Tapir,1,8,8,5,267.9214259566
Tapir,1,8,8,7,248.87504535699
Tapir,1,16,1,1,325.44771873810004
Tapir,1,16,2,1,344.8001657913
Tapir,1,16,2,3,284.5349344412
Tapir,1,16,3,1,330.2099706847334
Tapir,1,16,3,3,284.3870966150767
Tapir,1,16,3,5,283.80241212798
Tapir,1,16,4,1,334.6387891558
Tapir,1,16,4,3,295.14196159042
Tapir,1,16,4,5,270.995555107525
Tapir,1,16,8,1,339.19803447246665
Tapir,1,16,8,3,294.55612409628
Tapir,1,16,8,5,261.9825845366867
Tapir,1,16,8,7,248.6563609237
Tapir,1,32,2,1,340.7985614214333
Tapir,1,32,3,1,351.0511769625
Tapir,1,32,4,1,330.26659320873335
Tapir,1,32,4,3,295.26014621549996
Tapir,1,32,8,1,354.53095511103334
Tapir,1,32,8,3,277.77142339411
Tapir,1,32,8,5,272.4260482341667
Tapir,1,64,3,1,325.8733479641
Tapir,1,64,4,1,328.3903415955
Tapir,1,64,8,1,338.7093457282
Tapir,1,128,8,1,353.5866686911
Tapir,10,1,1,1,720.0689366660667
Tapir,10,1,1,3,577.5012429986
Tapir,10,1,1,5,546.5637534908333
Tapir,10,1,1,7,504.2224847329667
Tapir,10,1,2,1,722.4836010342
Tapir,10,1,2,3,593.6025832837
Tapir,10,1,2,5,546.0170402826667
Tapir,10,1,2,7,513.3053469079333
Tapir,10,1,3,1,737.3722879414332
Tapir,10,1,3,3,593.1948306089333
Tapir,10,1,3,5,548.8229296207
Tapir,10,1,3,7,510.24832230883334
Tapir,10,1,4,1,749.1818581056667
Tapir,10,1,4,3,599.4789056281
Tapir,10,1,4,5,544.8799758392333
Tapir,10,1,4,7,494.8870585642667
Tapir,10,1,8,1,773.8139442775333
Tapir,10,1,8,3,592.3310497351
Tapir,10,1,8,5,544.7834360903333
Tapir,10,1,8,7,510.45048238133336
Tapir,10,2,1,1,860.8884268912667
Tapir,10,2,1,3,721.7680591718332
Tapir,10,2,1,5,705.4052713578
Tapir,10,2,1,7,644.1165439957
Tapir,10,2,2,1,847.7233449819665
Tapir,10,2,2,3,707.2468218766667
Tapir,10,2,2,5,675.0456687222667
Tapir,10,2,2,7,638.8696894739334
Tapir,10,2,3,1,856.8546732344333
Tapir,10,2,3,3,693.6456081435
Tapir,10,2,3,5,660.2767002756
Tapir,10,2,3,7,623.2649026839334
Tapir,10,2,4,1,833.1337206806
Tapir,10,2,4,3,712.1023030905
Tapir,10,2,4,5,653.8546358486334
Tapir,10,2,4,7,622.4222945711
Tapir,10,2,8,1,892.0450319082
Tapir,10,2,8,3,694.9814975386666
Tapir,10,2,8,5,649.2252593569666
Tapir,10,2,8,7,585.5702899011667
Tapir,10,4,1,1,969.0952479908
Tapir,10,4,1,3,800.7549955660334
Tapir,10,4,1,5,807.1641945925667
Tapir,10,4,2,1,939.8423919830666
Tapir,10,4,2,3,795.384179574
Tapir,10,4,2,5,803.3039609898333
Tapir,10,4,2,7,747.9753876429667
Tapir,10,4,3,1,986.4751493907
Tapir,10,4,3,3,796.2991500559001
Tapir,10,4,3,5,793.4926490483334
Tapir,10,4,3,7,735.8750197900666
Tapir,10,4,4,1,889.1515304471333
Tapir,10,4,4,3,793.5096201622333
Tapir,10,4,4,5,777.1575667498665
Tapir,10,4,4,7,723.9187676211333
Tapir,10,4,8,1,898.0330944816
Tapir,10,4,8,3,781.3993284319
Tapir,10,4,8,5,749.2809707434334
Tapir,10,4,8,7,714.1307485609333
Tapir,10,8,1,1,1042.2595281564334
Tapir,10,8,1,3,908.8214775063667
Tapir,10,8,2,1,990.7426084690333
Tapir,10,8,2,3,882.6337140362666
Tapir,10,8,2,5,868.3875745391333
Tapir,10,8,3,1,993.1411528798
Tapir,10,8,3,3,862.7207311833332
Tapir,10,8,3,5,869.0125662374334
Tapir,10,8,3,7,789.7921571078667
Tapir,10,8,4,1,965.7088365105001
Tapir,10,8,4,3,845.6269915367334
Tapir,10,8,4,5,837.6781642565999
Tapir,10,8,4,7,786.312688831
Tapir,10,8,8,1,959.169365204
Tapir,10,8,8,3,834.0517657304666
Tapir,10,8,8,5,819.9430630213668
Tapir,10,8,8,7,781.5192490012
Tapir,10,16,1,1,1056.3861476815
Tapir,10,16,2,1,1030.5199950084334
Tapir,10,16,2,3,912.3437130511666
Tapir,10,16,3,1,1040.6229346497
Tapir,10,16,3,3,899.0915626028
Tapir,10,16,3,5,937.26381889095
Tapir,10,16,4,1,989.4105414625666
Tapir,10,16,4,3,910.9041147521333
Tapir,10,16,4,5,885.9817142551499
Tapir,10,16,8,1,966.6490818444332
Tapir,10,16,8,3,894.4151717357332
Tapir,10,16,8,5,876.8493118189332
Tapir,10,16,8,7,834.4278778895
Tapir,10,32,2,1,1034.5719317215335
Tapir,10,32,3,1,1009.9655922924
