trans,threads,warehouse,remote,tput
new_order,1,16,70.0,0.7251651156463627
new_order,1,16,80.0,0.7256394768918489
new_order,1,16,90.0,0.7333034896938847
new_order,1,16,100.0,0.7346186165009139
new_order,1,32,0.0,0.7366078481843145
new_order,1,32,10.0,0.7406028686114591
new_order,1,32,20.0,0.7431304405355726
new_order,1,32,30.0,0.7480996612058932
new_order,1,32,40.0,0.7541667766440591
new_order,1,32,50.0,0.7562531827932143
new_order,1,32,60.0,0.73021134851384
new_order,1,32,70.0,0.725260978220607
new_order,1,32,80.0,0.7553048086762375
new_order,1,32,90.0,0.7355076446774135
new_order,1,32,100.0,0.7203396229820705
new_order,1,64,0.0,0.7362211533415732
new_order,1,64,10.0,0.7519737919794289
new_order,1,64,20.0,0.7606825053493348
new_order,1,64,30.0,0.7556967643473729
new_order,1,64,40.0,0.7633028621371498
new_order,1,64,50.0,0.7565261446861491
new_order,1,64,60.0,0.7478001990158678
new_order,1,64,70.0,0.7505260307408788
new_order,1,64,80.0,0.7708506340393032
new_order,1,64,90.0,0.7515612223261623
new_order,1,64,100.0,0.7547046778902436
new_order,1,128,0.0,0.7401656467813077
new_order,1,128,10.0,0.7532951774859864
new_order,1,128,20.0,0.7552426392724184
new_order,1,128,30.0,0.7645386105880233
new_order,1,128,40.0,0.7645272138055988
new_order,1,128,50.0,0.772431558474284
new_order,1,128,60.0,0.745461463953704
new_order,1,128,70.0,0.7433980710107193
new_order,1,128,80.0,0.7554950511935121
new_order,1,128,90.0,0.7629338870573092
new_order,1,128,100.0,0.7533739152439233
new_order,1,256,0.0,0.7478458970055868
new_order,1,256,10.0,0.7528119725887901
new_order,1,256,20.0,0.7540268589095688
new_order,1,256,30.0,0.7630762039178167
new_order,1,256,40.0,0.7718343827137105
new_order,1,256,50.0,0.7781524407279921
new_order,1,256,60.0,0.7508408729749618
new_order,1,256,70.0,0.7663313104126499
new_order,1,256,80.0,0.7700007891675521
new_order,1,256,90.0,0.7657833216437309
new_order,1,256,100.0,0.7791954869397881
new_order,1,512,0.0,0.3786565751988741
new_order,1,512,10.0,0.38906460515890146
new_order,1,512,20.0,0.3917142119767488
new_order,1,512,30.0,0.3924048882572736
new_order,1,512,40.0,0.3933536954026471
new_order,1,512,50.0,0.40216049215372995
new_order,1,512,60.0,0.40090820860340326
new_order,1,512,70.0,0.39948310106218765
new_order,1,512,80.0,0.4036283979017394
new_order,1,512,90.0,0.40716269451869924
new_order,1,512,100.0,0.40456861432690355
new_order,2,1,0.0,1.3516226207435917
new_order,2,1,10.0,1.3465640183436538
new_order,2,1,20.0,1.359593640440507
new_order,2,1,30.0,1.3582986542002198
new_order,2,1,40.0,1.3642543753917362
new_order,2,1,50.0,1.3501496653549927
new_order,2,1,60.0,1.3409876412283472
new_order,2,1,70.0,1.3277509157075262
new_order,2,1,80.0,1.325408699450377
new_order,2,1,90.0,1.3432557895704405
new_order,2,1,100.0,1.3336499357395641
new_order,2,2,0.0,0.7042054439423356
new_order,2,2,10.0,1.3206554891042532
new_order,2,2,20.0,1.379499263261405
new_order,2,2,30.0,1.3905545591790704
new_order,2,2,40.0,1.3896464534430677
new_order,2,2,50.0,1.39183129140712
new_order,2,2,60.0,1.357070024642759
new_order,2,2,70.0,1.3705977338522766
new_order,2,2,80.0,1.3477074355220655
new_order,2,2,90.0,1.3480411047858887
new_order,2,2,100.0,1.3333354961965471
new_order,2,4,0.0,0.7260636946809181
new_order,2,4,10.0,1.0239724329809907
new_order,2,4,20.0,1.1860602804920757
new_order,2,4,30.0,1.2487237344807962
new_order,2,4,40.0,1.2701225141002845
new_order,2,4,50.0,1.2769633601211412
new_order,2,4,60.0,1.271693783364327
new_order,2,4,70.0,1.2708780221844362
new_order,2,4,80.0,1.2708817523000817
new_order,2,4,90.0,1.271490775408272
new_order,2,4,100.0,1.2648928769510237
new_order,2,8,0.0,0.736043686747703
new_order,2,8,10.0,0.8816324894845078
new_order,2,8,20.0,0.9991024880081438
new_order,2,8,30.0,1.0694998474618223
new_order,2,8,40.0,1.1088482450723773
new_order,2,8,50.0,1.1294769642933697
new_order,2,8,60.0,1.1305288479487716
new_order,2,8,70.0,1.1327328524856382
new_order,2,8,80.0,1.137009487028668
new_order,2,8,90.0,1.1394271798769524
new_order,2,8,100.0,1.1359340809930287
new_order,2,16,0.0,0.7367472756091983
new_order,2,16,10.0,0.8086454296546196
new_order,2,16,20.0,0.8802725901933369
new_order,2,16,30.0,0.944653804176106
new_order,2,16,40.0,0.9884319540106252
new_order,2,16,50.0,1.038322049499758
new_order,2,16,60.0,1.031592917218723
new_order,2,16,70.0,1.0421883341159572
new_order,2,16,80.0,1.0550803708800414
new_order,2,16,90.0,1.0543051114559745
new_order,2,16,100.0,1.05953202978211
new_order,2,32,0.0,0.7352482580362539
new_order,2,32,10.0,0.7753991788413767
new_order,2,32,20.0,0.8197010715422577
new_order,2,32,30.0,0.8628996139906249
new_order,2,32,40.0,0.8992998263890148
new_order,2,32,50.0,0.939901352955053
new_order,2,32,60.0,0.9447569646889136
new_order,2,32,70.0,0.95581296287048
new_order,2,32,80.0,0.989173169892004
new_order,2,32,90.0,0.9938906254745502
new_order,2,32,100.0,1.0027442823650603
new_order,2,64,0.0,0.754055202183348
new_order,2,64,10.0,0.770510318817759
new_order,2,64,20.0,0.8115676715615684
new_order,2,64,30.0,0.8687945747318893
new_order,2,64,40.0,0.9282040203146683
new_order,2,64,50.0,0.9892449596774193
new_order,2,64,60.0,1.0366695397472303
new_order,2,64,70.0,1.1180639988817884
new_order,2,64,80.0,1.195041951744771
new_order,2,64,90.0,1.2359980624345854
new_order,2,64,100.0,1.2921802315819095
new_order,2,128,0.0,0.7486810050381898
new_order,2,128,10.0,0.7679444408680736
new_order,2,128,20.0,0.793007227701253
new_order,2,128,30.0,0.8147274314861968
new_order,2,128,40.0,0.8488930685468842
new_order,2,128,50.0,0.8866487904303663
new_order,2,128,60.0,0.9241109304194993
new_order,2,128,70.0,0.9623321547598234
new_order,2,128,80.0,1.0128446492985268
new_order,2,128,90.0,1.0548356594341535
new_order,2,128,100.0,1.1007296082824323
new_order,2,256,0.0,0.7384537092882991
new_order,2,256,10.0,0.7662534731912105
new_order,2,256,20.0,0.7731177601150048
new_order,2,256,30.0,0.7872811059408217
new_order,2,256,40.0,0.8042948486504969
new_order,2,256,50.0,0.8226979903080683
new_order,2,256,60.0,0.8417825694495615
new_order,2,256,70.0,0.8602147378221101
new_order,2,256,80.0,0.8889920906794344
new_order,2,256,90.0,0.9145624004228915
new_order,2,256,100.0,0.9646259216225396
new_order,2,512,0.0,0.3707868286160971
new_order,2,512,10.0,0.3802508978595868
new_order,2,512,20.0,0.38509603257244174
new_order,2,512,30.0,0.3906924540094517
new_order,2,512,40.0,0.3962089638529061
new_order,2,512,50.0,0.40483960198646013
new_order,2,512,60.0,0.4167462392873725
new_order,2,512,70.0,0.4204698134115665
new_order,2,512,80.0,0.4328205100953674
new_order,2,512,90.0,0.44319816873486495
new_order,2,512,100.0,0.4485131908343203
new_order,4,1,0.0,2.0065124540110797
new_order,4,1,10.0,2.063299980279482
new_order,4,1,20.0,2.0135979971482487
new_order,4,1,30.0,2.019165824424215
new_order,4,1,40.0,2.0221110107812206
new_order,4,1,50.0,2.077968129736251
new_order,4,1,60.0,1.937463602111564
new_order,4,1,70.0,1.9905243348458685
new_order,4,1,80.0,2.0009616429342563
new_order,4,1,90.0,1.9633711849924684
new_order,4,1,100.0,1.9977084320711238
new_order,4,2,0.0,1.217562192360623
new_order,4,2,10.0,2.4503250063609188
new_order,4,2,20.0,2.4303162772906566
new_order,4,2,30.0,2.4154620864740375
new_order,4,2,40.0,2.431108598843958
new_order,4,2,50.0,2.430626577023826
new_order,4,2,60.0,2.3698263829514086
new_order,4,2,70.0,2.347063704080671
new_order,4,2,80.0,2.367061069651778
new_order,4,2,90.0,2.3677616099644943
new_order,4,2,100.0,2.369864535770635
new_order,4,4,0.0,0.6792318778799504
new_order,4,4,10.0,1.8347343984081828
new_order,4,4,20.0,2.3830948533604204
new_order,4,4,30.0,2.5891237115505272
new_order,4,4,40.0,2.643309265832855
new_order,4,4,50.0,2.6882719610858463
new_order,4,4,60.0,2.650420996361278
new_order,4,4,70.0,2.608530058013709
new_order,4,4,80.0,2.696191418326268
new_order,4,4,90.0,2.4468671123819785
new_order,4,4,100.0,2.5911168754440497
new_order,4,8,0.0,0.6578895439535885
new_order,4,8,10.0,1.2452487170703963
new_order,4,8,20.0,1.7462149900612869
new_order,4,8,30.0,2.088776731823173
new_order,4,8,40.0,2.291586475186214
new_order,4,8,50.0,2.5081262723704687
new_order,4,8,60.0,2.3001903464095355
new_order,4,8,70.0,2.475562708459191
new_order,4,8,80.0,2.513959939070433
new_order,4,8,90.0,2.618645912776358
new_order,4,8,100.0,2.583312066705282
new_order,4,16,0.0,0.7096831081146167
new_order,4,16,10.0,0.9596800375390374
new_order,4,16,20.0,1.258596216895296
new_order,4,16,30.0,1.5285240801503106
new_order,4,16,40.0,1.7143205478917145
new_order,4,16,50.0,1.8925871824468865
new_order,4,16,60.0,1.9510454208360326
new_order,4,16,70.0,2.0087337550932793
new_order,4,16,80.0,2.1334371009089055
new_order,4,16,90.0,2.116269739653792
new_order,4,16,100.0,2.1433286440839368
new_order,4,32,0.0,0.7085848191609948
new_order,4,32,10.0,0.8430454456029903
new_order,4,32,20.0,0.9870941222108826
new_order,4,32,30.0,1.1424830487044586
new_order,4,32,40.0,1.3012552234647987
new_order,4,32,50.0,1.4251276257032193
new_order,4,32,60.0,1.4576479878234885
new_order,4,32,70.0,1.5558021218260512
new_order,4,32,80.0,1.6168790749641917
new_order,4,32,90.0,1.6427397306508693
new_order,4,32,100.0,1.6133853061624563
new_order,4,64,0.0,0.7212571935464817
new_order,4,64,10.0,0.7862594547150513
new_order,4,64,20.0,0.8931273234717956
new_order,4,64,30.0,1.0404844093329857
new_order,4,64,40.0,1.2255144874286887
new_order,4,64,50.0,1.4256763838356616
new_order,4,64,60.0,1.5789266439953196
new_order,4,64,70.0,1.7863353654347283
new_order,4,64,80.0,1.9588102632351052
new_order,4,64,90.0,2.147443392586877
new_order,4,64,100.0,2.283887470552483
new_order,4,128,0.0,0.7212089885995357
new_order,4,128,10.0,0.7514325464030913
new_order,4,128,20.0,0.8075240331131212
new_order,4,128,30.0,0.8967106815322073
new_order,4,128,40.0,0.9851966249939101
new_order,4,128,50.0,1.1051671873651372
new_order,4,128,60.0,1.2007217630022928
new_order,4,128,70.0,1.3361804651524278
new_order,4,128,80.0,1.4854068217781544
new_order,4,128,90.0,1.6176209108067376
new_order,4,128,100.0,1.7566356962326086
new_order,4,256,0.0,0.7171385203555821
new_order,4,256,10.0,0.7448417607727051
new_order,4,256,20.0,0.7671790219200588
new_order,4,256,30.0,0.8070908151465627
new_order,4,256,40.0,0.8555394024463605
new_order,4,256,50.0,0.9229830468108705
new_order,4,256,60.0,0.9717443617103857
new_order,4,256,70.0,1.0411576758551289
new_order,4,256,80.0,1.1170542009323305
new_order,4,256,90.0,1.2045795362649434
new_order,4,256,100.0,1.3074482450108935
new_order,4,512,0.0,0.722199788876021
new_order,4,512,10.0,0.382571007372058
new_order,4,512,20.0,0.39304720420979694
new_order,4,512,30.0,0.4017112138232683
new_order,4,512,40.0,0.41742983860766875
new_order,4,512,50.0,0.42994130802570274
new_order,4,512,60.0,0.4516182495089188
new_order,4,512,70.0,0.4733510298012968
new_order,4,512,80.0,0.49143615224839976
new_order,4,512,90.0,0.5183654547490976
new_order,4,512,100.0,0.5518707740359668
new_order,8,1,0.0,3.10709941140621
new_order,8,1,10.0,3.3574730632492655
new_order,8,1,20.0,3.1256697526113992
new_order,8,1,30.0,3.0024268481241614
new_order,8,1,40.0,2.8900832278813726
new_order,8,1,50.0,2.998130091166883
new_order,8,1,60.0,2.682791709892339
new_order,8,1,70.0,3.0421722639693107
new_order,8,1,80.0,2.9698637190303754
new_order,8,1,90.0,2.877601273144324
new_order,8,1,100.0,2.9932359244936557
new_order,8,2,0.0,2.0955067519946384
new_order,8,2,10.0,4.388033281318731
new_order,8,2,20.0,4.108499742009644
new_order,8,2,30.0,3.964876620961702
new_order,8,2,40.0,4.251229053573899
new_order,8,2,50.0,4.11926094563617
new_order,8,2,60.0,3.772558003465252
new_order,8,2,70.0,3.95401200055661
new_order,8,2,80.0,4.0665408602372555
new_order,8,2,90.0,3.7907557797163784
new_order,8,2,100.0,4.002086286551926
new_order,8,4,0.0,1.1905579089902558
new_order,8,4,10.0,3.717082164024439
new_order,8,4,20.0,4.341456972323328
new_order,8,4,30.0,4.491110090713586
new_order,8,4,40.0,4.531131209956938
new_order,8,4,50.0,4.640784090605769
new_order,8,4,60.0,4.747749761168682
new_order,8,4,70.0,4.681089825883017
new_order,8,4,80.0,4.29139505458228
new_order,8,4,90.0,4.4714885220268705
new_order,8,4,100.0,4.492043953323942
new_order,8,8,0.0,0.6623017005689334
new_order,8,8,10.0,2.2240157407381282
new_order,8,8,20.0,3.509323907623104
new_order,8,8,30.0,4.3248285772643
new_order,8,8,40.0,4.635297811340709
new_order,8,8,50.0,4.958687423909939
new_order,8,8,60.0,4.794222294354598
new_order,8,8,70.0,4.754612617550484
new_order,8,8,80.0,4.824508556010943
new_order,8,8,90.0,4.836582908590171
new_order,8,8,100.0,4.735417339167668
new_order,8,16,0.0,0.6600435565352618
new_order,8,16,10.0,1.4274613505212603
new_order,8,16,20.0,2.337520739094303
new_order,8,16,30.0,3.1883343410998872
new_order,8,16,40.0,3.8021439308908698
new_order,8,16,50.0,4.251118227824336
new_order,8,16,60.0,4.475276625825926
new_order,8,16,70.0,4.600557510377951
new_order,8,16,80.0,4.683510714220239
new_order,8,16,90.0,4.714823084584727
new_order,8,16,100.0,4.937734091569448
new_order,8,32,0.0,0.6831224419902934
new_order,8,32,10.0,1.020421834012634
new_order,8,32,20.0,1.5115581689127353
new_order,8,32,30.0,2.0768303587322214
new_order,8,32,40.0,2.5854072619951474
new_order,8,32,50.0,2.92538297871383
new_order,8,32,60.0,3.1581513937074366
new_order,8,32,70.0,3.506124012294071
new_order,8,32,80.0,3.8180094917489273
new_order,8,32,90.0,3.941292119913968
new_order,8,32,100.0,3.9179258024035684
new_order,8,64,0.0,0.6764633474927152
new_order,8,64,10.0,0.8816839379936225
new_order,8,64,20.0,1.1485247440476665
new_order,8,64,30.0,1.5047897584576746
new_order,8,64,40.0,1.9823635668443846
new_order,8,64,50.0,2.448778407766851
new_order,8,64,60.0,2.710622581934277
new_order,8,64,70.0,3.1559781892607544
new_order,8,64,80.0,3.5369256565941822
new_order,8,64,90.0,4.033413500080167
new_order,8,64,100.0,4.15422460966916
new_order,8,128,0.0,0.6745387384331242
new_order,8,128,10.0,0.8029112966334483
new_order,8,128,20.0,0.8684156417464931
new_order,8,128,30.0,1.1112591363933897
new_order,8,128,40.0,1.4237844618535183
new_order,8,128,50.0,1.6083580405345606
new_order,8,128,60.0,1.850184947653584
new_order,8,128,70.0,2.1637717300170207
new_order,8,128,80.0,2.4164710320041496
new_order,8,128,90.0,2.6964368202857907
new_order,8,128,100.0,3.1905842319022315
new_order,8,256,0.0,0.7164239084251308
new_order,8,256,10.0,0.7429505903678014
new_order,8,256,20.0,0.7896506807779675
new_order,8,256,30.0,0.9005266429903603
new_order,8,256,40.0,0.9759756957914499
new_order,8,256,50.0,1.1704939618497376
new_order,8,256,60.0,1.2586012351411797
new_order,8,256,70.0,1.4854894610967293
new_order,8,256,80.0,1.7334308989683969
new_order,8,256,90.0,1.8503308784288612
new_order,8,256,100.0,2.0805168003448147
new_order,8,512,0.0,0.7550816077681198
new_order,8,512,10.0,0.3883547274816552
new_order,8,512,20.0,0.406915823322611
new_order,8,512,30.0,0.4363829074321169
new_order,8,512,40.0,0.4684478143754817
new_order,8,512,50.0,0.5065760083735028
new_order,8,512,60.0,0.5514534215101112
new_order,8,512,70.0,0.5904958395122987
new_order,8,512,80.0,0.6688450115067037
new_order,8,512,90.0,0.7549853044384621
new_order,8,512,100.0,0.8295795866946556
new_order,16,1,0.0,3.1664252702719287
new_order,16,1,10.0,3.511448211324676
new_order,16,1,20.0,3.24403412336701
new_order,16,1,30.0,3.3861743969635016
new_order,16,1,40.0,4.172325848153981
new_order,16,1,50.0,3.853471915150581
new_order,16,1,60.0,3.2609352308381894
new_order,16,1,70.0,2.9409382830745106
new_order,16,1,80.0,3.3275947044868017
new_order,16,1,90.0,3.055429048510418
new_order,16,1,100.0,3.028812983401948
new_order,16,2,0.0,2.9812929236703463
new_order,16,2,10.0,6.280505940399723
new_order,16,2,20.0,5.587855729514546
new_order,16,2,30.0,6.1797899123774735
new_order,16,2,40.0,5.736171688116571
new_order,16,2,50.0,5.886617096750522
new_order,16,2,60.0,5.631543247751807
new_order,16,2,70.0,5.415508514926173
new_order,16,2,80.0,5.307977990528577
new_order,16,2,90.0,5.020438976153495
new_order,16,2,100.0,5.525710533737306
new_order,16,4,0.0,1.9320566597637294
new_order,16,4,10.0,5.540934064311497
new_order,16,4,20.0,6.798724918586396
new_order,16,4,30.0,7.091536853025563
new_order,16,4,40.0,7.58392090198518
new_order,16,4,50.0,7.556010871393846
new_order,16,4,60.0,6.169078034106621
new_order,16,4,70.0,6.4296223449068375
new_order,16,4,80.0,6.944254024436945
new_order,16,4,90.0,6.528621437956861
new_order,16,4,100.0,6.50811505714779
new_order,16,8,0.0,1.1226791542127499
new_order,16,8,10.0,4.501126801250509
new_order,16,8,20.0,6.298796163975253
new_order,16,8,30.0,7.4543139489429695
new_order,16,8,40.0,8.340310806663942
new_order,16,8,50.0,8.093341193362411
new_order,16,8,60.0,7.502513970453989
new_order,16,8,70.0,7.4982950150238645
new_order,16,8,80.0,7.858116293792571
new_order,16,8,90.0,7.422378930666426
new_order,16,8,100.0,8.074101877103358
new_order,16,16,0.0,0.6389701823509703
new_order,16,16,10.0,2.5470048539143506
new_order,16,16,20.0,4.2975466455593185
new_order,16,16,30.0,5.908545611015491
new_order,16,16,40.0,7.177479426174369
new_order,16,16,50.0,8.360914701141978
new_order,16,16,60.0,7.883551275728869
new_order,16,16,70.0,8.17330478120788
new_order,16,16,80.0,8.053858932346444
new_order,16,16,90.0,8.48190753082301
new_order,16,16,100.0,8.422331797880439
new_order,16,32,0.0,0.6215812304171207
new_order,16,32,10.0,1.5057702828485198
new_order,16,32,20.0,2.8026690894456388
new_order,16,32,30.0,3.833833953571002
new_order,16,32,40.0,5.156051984894432
new_order,16,32,50.0,6.203279355038615
new_order,16,32,60.0,5.9618548035047745
new_order,16,32,70.0,6.9353597058442125
new_order,16,32,80.0,7.324137210736534
new_order,16,32,90.0,7.592193608062497
new_order,16,32,100.0,8.043712736664492
new_order,16,64,0.0,0.6257851433784483
new_order,16,64,10.0,1.0201649287850807
new_order,16,64,20.0,1.6681908086448916
new_order,16,64,30.0,2.7230883348081827
new_order,16,64,40.0,3.592773598672724
new_order,16,64,50.0,4.523070775537689
new_order,16,64,60.0,4.621811300119906
new_order,16,64,70.0,5.025996701418783
new_order,16,64,80.0,5.911514787641189
new_order,16,64,90.0,6.595048301813378
new_order,16,64,100.0,6.8875705050587275
new_order,16,128,0.0,0.6129248073414085
new_order,16,128,10.0,0.8109862518754402
new_order,16,128,20.0,1.131989895078738
new_order,16,128,30.0,1.5871585810660336
new_order,16,128,40.0,2.181707024105013
new_order,16,128,50.0,2.7030991358793592
new_order,16,128,60.0,2.9260145736438683
new_order,16,128,70.0,3.4986054284536143
new_order,16,128,80.0,4.087563653391085
new_order,16,128,90.0,4.7804071764717255
new_order,16,128,100.0,5.142166371018181
new_order,16,256,0.0,0.643497735027868
new_order,16,256,10.0,0.7131628674365525
new_order,16,256,20.0,0.8704027326985943
new_order,16,256,30.0,1.093642891345098
new_order,16,256,40.0,1.3534044731325803
new_order,16,256,50.0,1.7016731212977931
new_order,16,256,60.0,1.7785648632182627
new_order,16,256,70.0,2.2581265620175235
new_order,16,256,80.0,2.6133386169050277
new_order,16,256,90.0,2.9626492432689737
new_order,16,256,100.0,3.4054949996469466
new_order,16,512,0.0,0.7265439507619498
new_order,16,512,10.0,0.7931467646298774
new_order,16,512,20.0,0.44582686788434134
new_order,16,512,30.0,0.9814471657992331
new_order,16,512,40.0,1.1987806948778408
new_order,16,512,50.0,1.2988642838238744
new_order,16,512,60.0,0.7586657537314492
new_order,16,512,70.0,0.8902998577805763
new_order,16,512,80.0,2.0678034046719564
new_order,16,512,90.0,1.1883731044466417
new_order,16,512,100.0,2.692449882590386
new_order,28,1,0.0,2.369453997467062
new_order,28,1,10.0,2.4283671463831364
new_order,28,1,20.0,2.43231623847377
new_order,28,1,30.0,2.09982205142266
new_order,28,1,40.0,2.377682584507918
new_order,28,1,50.0,2.1437015679750657
new_order,28,1,60.0,1.8380599622752796
new_order,28,1,70.0,1.732855252492718
new_order,28,1,80.0,1.7537575021454455
new_order,28,1,90.0,1.6365797209108237
new_order,28,1,100.0,1.6220155261830165
new_order,28,2,0.0,3.050376642995879
new_order,28,2,10.0,5.8420936951733236
new_order,28,2,20.0,7.831281855177517
new_order,28,2,30.0,5.861415748132385
new_order,28,2,40.0,5.849099132186742
new_order,28,2,50.0,6.147741410994942
new_order,28,2,60.0,3.843129759319857
new_order,28,2,70.0,3.952085390741182
new_order,28,2,80.0,3.7380574716371617
new_order,28,2,90.0,3.6224684009236037
new_order,28,2,100.0,4.012927305742712
new_order,28,4,0.0,2.0444393808747883
new_order,28,4,10.0,6.799165746962445
new_order,28,4,20.0,7.425088018997556
new_order,28,4,30.0,8.054879950647589
new_order,28,4,40.0,8.538321302570008
new_order,28,4,50.0,8.1586761418176
new_order,28,4,60.0,4.912033759926654
new_order,28,4,70.0,4.909405849981348
new_order,28,4,80.0,4.674565043072202
new_order,28,4,90.0,4.717128727194698
new_order,28,4,100.0,5.208546642366466
new_order,28,8,0.0,1.956750342583389
new_order,28,8,10.0,8.049044279059807
new_order,28,8,20.0,11.33058927016687
new_order,28,8,30.0,12.677916954326438
new_order,28,8,40.0,14.482573367288543
new_order,28,8,50.0,14.862636103145622
new_order,28,8,60.0,6.252634444100304
new_order,28,8,70.0,6.046223687792495
new_order,28,8,80.0,6.437035848344602
new_order,28,8,90.0,6.064008853283603
new_order,28,8,100.0,5.9788591429803315
new_order,28,16,0.0,1.0748986898936115
new_order,28,16,10.0,4.8568119649624695
new_order,28,16,20.0,8.551699934196096
new_order,28,16,30.0,11.518301948489103
new_order,28,16,40.0,13.732743946952748
new_order,28,16,50.0,15.737698097042157
new_order,28,16,60.0,6.446313561268783
new_order,28,16,70.0,6.92326178943619
new_order,28,16,80.0,7.647539136828
new_order,28,16,90.0,7.63575703297018
new_order,28,16,100.0,7.43298378050753
new_order,28,32,0.0,0.6950306517102024
new_order,28,32,10.0,2.7313801294890308
new_order,28,32,20.0,5.27995585910579
new_order,28,32,30.0,7.77288587549075
new_order,28,32,40.0,10.60388082327074
new_order,28,32,50.0,11.886865024810636
new_order,28,32,60.0,6.055399138680159
new_order,28,32,70.0,11.125819570282486
new_order,28,32,80.0,11.775226599605707
new_order,28,32,90.0,12.659590845048633
new_order,28,32,100.0,13.002879439145074
new_order,28,64,0.0,0.6945282821505201
new_order,28,64,10.0,1.6747975534683417
new_order,28,64,20.0,3.2331815575210947
new_order,28,64,30.0,4.830350667834236
new_order,28,64,40.0,7.059922996752771
new_order,28,64,50.0,8.991556814261287
new_order,28,64,60.0,7.308440465018118
new_order,28,64,70.0,8.5782051586352
new_order,28,64,80.0,9.26898093298238
new_order,28,64,90.0,10.135420902806018
new_order,28,64,100.0,11.246142373259364
new_order,28,128,0.0,0.6798224409967917
new_order,28,128,10.0,1.0966217259662407
new_order,28,128,20.0,1.871661326398631
new_order,28,128,30.0,2.959209470095806
new_order,28,128,40.0,4.3363576804704875
new_order,28,128,50.0,5.173107687732199
new_order,28,128,60.0,4.789498451636407
new_order,28,128,70.0,5.74149647536379
new_order,28,128,80.0,6.566762518758226
new_order,28,128,90.0,7.603064894409102
new_order,28,128,100.0,8.419286644824908
new_order,28,256,0.0,0.7535431858668434
new_order,28,256,10.0,0.8966971132558258
new_order,28,256,20.0,1.2083093991336513
new_order,28,256,30.0,1.7568595130518394
new_order,28,256,40.0,2.511934506898
new_order,28,256,50.0,3.0913683570169086
new_order,28,256,60.0,2.7653048020934925
new_order,28,256,70.0,3.3735236853222634
new_order,28,256,80.0,3.817734831058202
new_order,28,256,90.0,4.560894868404544
new_order,28,256,100.0,5.172635092748543
new_order,28,512,0.0,0.7209642290471044
new_order,28,512,10.0,0.8627513949660792
new_order,28,512,20.0,0.9624417482230033
new_order,28,512,30.0,1.2396469384637576
new_order,28,512,40.0,1.4753659217707518
new_order,28,512,50.0,1.8678379159732152
new_order,28,512,60.0,2.2768267590052704
new_order,28,512,70.0,2.8035773577938485
new_order,28,512,80.0,3.152925747280217
new_order,28,512,90.0,3.8549839201190292
new_order,28,512,100.0,4.349436470128482
