clients,shards,threads,replica,tput
20,2,8,7,6.544512273662422
20,2,16,1,6.1222759685792925
20,2,16,3,5.339526125519878
20,2,16,5,5.9201416568864635
20,2,16,7,6.9143538951862995
20,4,1,1,4.699613078896909
20,4,1,3,4.8216620623409465
20,4,1,5,5.3798834506401825
20,4,2,1,4.664344391207045
20,4,2,3,4.965859663034583
20,4,2,5,5.465452452994344
20,4,2,7,6.219625039907041
20,4,3,1,4.863708264328067
20,4,3,3,4.672635538820119
20,4,3,5,5.29650641171117
20,4,3,7,5.8434877968234105
20,4,4,1,5.0334750433432305
20,4,4,3,5.058232147403443
20,4,4,5,5.523165193061285
20,4,4,7,6.209953746739807
20,4,8,1,5.22865594984309
20,4,8,3,4.654529188365003
20,4,8,5,5.6134805051004815
20,4,8,7,5.759339143298234
20,4,16,1,5.206160940717157
20,4,16,3,4.63275541872899
20,4,16,5,5.184013083384726
20,4,16,7,5.930877638649937
20,8,1,1,4.272204883941548
20,8,1,3,4.325071759934673
20,8,2,1,4.482547504996725
20,8,2,3,4.482346608066827
20,8,2,5,5.1268147186628
20,8,3,1,4.801503866899603
20,8,3,3,4.308910640910658
20,8,3,5,4.849195241522984
20,8,3,7,5.456372422200243
20,8,4,1,4.675007051792132
20,8,4,3,4.6678026412142435
20,8,4,5,5.115868768948475
20,8,4,7,5.760896625982606
20,8,8,1,4.883746727950615
20,8,8,3,4.586362436031296
20,8,8,5,5.0950461949800525
20,8,8,7,5.731609524332032
20,8,16,1,4.823806378285343
20,8,16,3,4.281936052531903
20,8,16,5,4.882412393789754
20,8,16,7,5.407767919642821
20,16,1,1,4.017092699587567
20,16,2,1,4.22767389491635
20,16,2,3,4.23989917056281
20,16,3,1,4.4428224922925645
20,16,3,3,4.165892830521638
20,16,4,1,4.519273135874152
20,16,4,3,4.330433650011216
20,16,4,5,4.8496853820226455
20,16,8,1,4.491499128313412
20,16,8,3,4.296791973298926
20,16,8,5,4.739301343098688
20,16,8,7,5.261781765133749
20,16,16,1,4.9408533164807675
20,16,16,3,4.296731944552018
20,16,16,5,4.788109005127723
20,16,16,7,5.248140501353629
20,32,2,1,4.021492960161632
20,32,3,1,4.178356319540137
20,32,4,1,4.232027188370954
20,32,4,3,4.530244924226341
20,32,8,1,4.309337446148352
20,32,8,3,4.121480288243254
20,32,8,5,4.448883648729757
20,32,16,1,4.587841157322402
20,32,16,3,4.263219554367518
20,64,3,1,3.906381626272963
20,64,4,1,4.013442626370847
20,64,8,1,4.264337225439807
20,64,16,1,4.264332223102572
20,128,8,1,4.138149122496012
20,128,16,1,4.154489074879332
40,1,1,1,9.863720590087805
40,1,1,3,7.949276859290108
40,1,1,5,9.760328993812173
40,1,1,7,11.33466714090081
40,1,2,1,9.66557635004113
40,1,2,3,7.75941558338713
40,1,2,5,9.757336332695974
40,1,2,7,10.626673852364911
40,1,3,1,9.877264927965584
40,1,3,3,7.737740295018686
40,1,3,5,9.252287092567213
40,1,3,7,11.001128070872632
40,1,4,1,9.595829716976326
40,1,4,3,8.245329124842952
40,1,4,5,10.011041247370683
40,1,4,7,10.773006748642128
40,1,8,1,9.642404518942888
40,1,8,3,7.974205362599244
40,1,8,5,9.494507876215186
40,1,8,7,10.62881450406507
40,1,16,1,10.040326780523625
40,1,16,3,8.317886183558807
40,1,16,5,9.600507370222243
40,1,16,7,10.608365347013388
40,2,1,1,8.084197141605657
40,2,1,3,6.896646093083828
40,2,1,5,8.061360377083258
40,2,1,7,9.019555018752024
40,2,2,1,8.710606316152584
40,2,2,3,6.602829453082514
40,2,2,5,7.9418859795598316
40,2,2,7,8.72662343119731
40,2,3,1,8.675664823819988
40,2,3,3,6.463533990015962
40,2,3,5,7.8166466986609855
40,2,3,7,8.84822696102315
40,2,4,1,8.918458881397981
40,2,4,3,6.5748214056997965
40,2,4,5,7.507246270676006
40,2,4,7,8.381189186561205
40,2,8,1,8.73238048286954
40,2,8,3,6.556425866056486
40,2,8,5,7.19022328017846
40,2,8,7,8.09649559405592
40,2,16,1,8.656648627937168
40,2,16,3,6.502567662105275
40,2,16,5,7.302706524836456
40,2,16,7,8.672654914862624
40,4,1,1,7.169663448276301
40,4,1,3,6.099381430341735
40,4,1,5,6.834286602341663
40,4,2,1,7.939571766792556
40,4,2,3,6.093631309447893
40,4,2,5,6.890531315624796
40,4,2,7,7.674098524329386
40,4,3,1,7.713252498955181
40,4,3,3,5.850966673226655
40,4,3,5,6.748225982317932
40,4,3,7,7.678556458241729
40,4,4,1,7.872885086600692
40,4,4,3,5.798831170601339
40,4,4,5,6.990701550606073
40,4,4,7,7.49317321987829
40,4,8,1,8.001742780059029
40,4,8,3,5.557270443854705
40,4,8,5,6.627372945762059
40,4,8,7,7.242833570115183
40,4,16,1,7.988488875825381
40,4,16,3,5.98286285863535
40,4,16,5,6.449181458984126
40,4,16,7,7.397084506803856
40,8,1,1,6.87651600205191
40,8,1,3,5.463694701352347
40,8,2,1,7.243483139155404
40,8,2,3,5.633949775626686
40,8,2,5,6.300013698505679
40,8,3,1,7.367845540276765
40,8,3,3,5.4202011209483265
40,8,3,5,6.153332487865125
40,8,3,7,7.070293684292128
40,8,4,1,7.442481629817299
40,8,4,3,5.52410625670113
40,8,4,5,6.219702044090341
40,8,4,7,6.9901396131433815
40,8,8,1,7.188301476596295
40,8,8,3,5.570483643616112
40,8,8,5,6.10244624229085
40,8,8,7,6.999677605992424
40,8,16,1,7.373431117511502
40,8,16,3,5.22715158730367
40,8,16,5,5.972656634410279
40,8,16,7,6.751867872041282
40,16,1,1,6.438272551847942
40,16,2,1,6.727233088479727
40,16,2,3,5.1255410661494984
40,16,3,1,6.80188282687327
40,16,3,3,5.11558176523721
40,16,4,1,6.655076922565777
40,16,4,3,5.1110058225877255
40,16,4,5,5.953452814999518
40,16,8,1,6.975929197706276
40,16,8,3,5.092028286389255
40,16,8,5,5.6325406374007585
40,16,8,7,6.643356971717702
40,16,16,1,7.496566379951895
40,16,16,3,5.661810558869221
40,16,16,5,6.365575111491849
40,16,16,7,7.0218043955643035
40,32,2,1,6.339293779019875
40,32,3,1,6.378519249438928
40,32,4,1,6.498886671891578
40,32,4,3,5.11127646801622
40,32,8,1,6.5643468940615195
40,32,8,3,4.942350141422104
40,32,8,5,5.598014619962784
40,32,16,1,6.727202411688941
40,32,16,3,5.194031204886322
40,64,3,1,6.183826609464857
40,64,4,1,6.555599748005716
40,64,8,1,6.119727460172744
40,64,16,1,6.2891767942612535
40,128,8,1,6.153438883900042
40,128,16,1,6.154390824743379
80,1,1,1,11.848701389787838
80,1,1,3,13.605257041582504
80,1,1,5,16.542520136469765
80,1,1,7,18.04931824931096
80,1,2,1,12.046935392082638
80,1,2,3,12.16830299290154
80,1,2,5,14.972841860504746
80,1,2,7,16.860558027898815
80,1,3,1,11.410385342976177
80,1,3,3,12.89696541999443
80,1,3,5,14.85798163865984
80,1,3,7,17.223222781789215
80,1,4,1,11.97369283310356
80,1,4,3,13.276950252500644
80,1,4,5,15.036546361654002
80,1,4,7,16.219463859305428
80,1,8,1,11.99339018355349
80,1,8,3,12.785699581053294
80,1,8,5,14.095826483780808
80,1,8,7,14.915807806515504
80,1,16,1,12.010242838748457
80,1,16,3,13.179345040377104
80,1,16,5,13.760023678645593
80,1,16,7,14.790187303854141
80,2,1,1,10.343310401691658
80,2,1,3,12.424785875530757
80,2,1,5,14.177577854601962
80,2,1,7,15.217040564010208
80,2,2,1,11.330308562102283
80,2,2,3,10.999159408277166
80,2,2,5,12.412950774679022
80,2,2,7,14.149698769285537
80,2,3,1,11.103563163219789
80,2,3,3,10.325569366549848
80,2,3,5,12.148540231304766
80,2,3,7,14.061249357494008
80,2,4,1,10.865945771171656
80,2,4,3,10.747945993266663
80,2,4,5,11.85912758526617
80,2,4,7,13.39318560323104
80,2,8,1,11.121146379226364
80,2,8,3,10.120664980608716
80,2,8,5,11.229581073327413
80,2,8,7,12.17407580351167
80,2,16,1,10.836159371266858
80,2,16,3,9.746251046257226
80,2,16,5,10.730353072975134
80,2,16,7,11.783268709472523
80,4,1,1,9.843461784970593
80,4,1,3,11.188665976714463
80,4,1,5,12.736854462095163
80,4,2,1,9.9198005792959
80,4,2,3,9.907242237982508
80,4,2,5,10.98147060992221
80,4,2,7,12.299853315919448
80,4,3,1,10.185397880834016
80,4,3,3,9.81944986303044
80,4,3,5,11.053151313535652
80,4,3,7,12.530663291931143
80,4,4,1,10.061456875539932
80,4,4,3,10.373199372673518
80,4,4,5,11.068892713891673
80,4,4,7,12.216675030708776
80,4,8,1,10.372904991880183
80,4,8,3,9.265256722202345
80,4,8,5,10.68793716920266
80,4,8,7,11.934416605473588
80,4,16,1,9.47839593076157
80,4,16,3,9.58640226721963
80,4,16,5,10.39153080529101
80,4,16,7,11.832228878048786
80,8,1,1,8.957722498731503
80,8,1,3,10.141665690862483
80,8,2,1,9.57634628715914
80,8,2,3,10.232572438007479
80,8,2,5,10.441680964804743
80,8,3,1,9.443184686506912
80,8,3,3,10.237794671804664
80,8,3,5,10.232954624902165
80,8,3,7,11.831609285534556
80,8,4,1,9.39674059735617
80,8,4,3,9.955658236360009
80,8,4,5,10.58464667623847
80,8,4,7,11.87054443779602
80,8,8,1,10.046968804573792
80,8,8,3,9.85606563972764
80,8,8,5,10.557407698891275
80,8,8,7,12.160339598408497
80,8,16,1,9.884273382510052
80,8,16,3,9.236960935200718
80,8,16,5,11.001062718345597
80,8,16,7,11.533597672894594
80,16,1,1,8.943467120443215
80,16,2,1,8.910307956842182
80,16,2,3,9.439451961870933
80,16,3,1,8.885635958638577
80,16,3,3,10.23046050247609
80,16,4,1,8.92888528609621
80,16,4,3,10.411570293571554
80,16,4,5,11.072720349428051
80,16,8,1,9.281461004185976
80,16,8,3,10.489779557651325
80,16,8,5,10.824970104138966
80,16,8,7,11.56992512602522
80,16,16,1,10.040245905103102
80,16,16,3,10.959240470692075
80,16,16,5,12.45126613569077
80,16,16,7,13.717175336993751
80,32,2,1,8.513978771786629
80,32,3,1,8.522185843123857
80,32,4,1,8.595588510437878
80,32,4,3,1.6006138052197785
80,32,8,1,8.72895961963834
80,32,8,3,9.909144188819743
80,32,8,5,10.279225938214989
80,32,16,1,9.34391131100283
80,32,16,3,11.14560198373988
80,64,3,1,8.689232452610083
80,64,4,1,8.924751176489726
80,64,8,1,8.587624719130751
80,64,16,1,8.838756081388793
80,128,8,1,8.812827382954548
80,128,16,1,8.575257996905442
100,1,1,1,2.5642614070533405
100,1,1,3,2.7598177192720907
100,1,1,5,3.067791981728046
100,1,1,7,3.278748648159516
100,1,2,1,2.5187252353834064
100,1,2,3,2.753478278624616
100,1,2,5,2.9691322016299866
100,1,2,7,3.1710488921013043
100,1,3,1,2.586337757095323
100,1,3,3,2.943539067462232
100,1,3,5,3.0907916102537545
100,1,3,7,3.3699277267293626
100,1,4,1,2.532855505352656
100,1,4,3,2.7811474022585996
100,1,4,5,3.080166498434146
100,1,4,7,3.3317734184486016
100,1,8,1,2.592353580409372
100,1,8,3,2.887311433890942
100,1,8,5,3.117302124900929
100,1,8,7,3.2125865226969683
100,1,16,1,2.6111761896644996
100,1,16,5,3.1544434640008916
100,1,16,7,3.20175357590763
100,2,1,1,1.4665267723509872
100,2,1,3,1.520059156832128
100,2,1,5,1.4969017306865955
100,2,1,7,1.5220356641359836
100,2,2,1,1.555921432514792
100,2,2,3,1.4301699148976827
100,2,2,5,1.563010362097966
100,2,2,7,1.6001192426058937
100,2,3,1,1.4934309636612801
100,2,3,3,1.5145585099201913
100,2,3,5,1.5406337668731802
100,2,3,7,1.5856047874256949
100,2,4,1,1.5285500734890132
100,2,4,3,1.4528113920391423
100,2,4,5,1.5291330099532234
100,2,4,7,1.5346112510331762
100,2,8,1,1.5352728362842856
100,2,8,3,1.497127122683483
100,2,8,5,1.5188367276900494
100,2,8,7,1.5367360761428175
100,2,16,1,1.54420503479797
100,2,16,3,1.4868426093206255
100,2,16,5,1.5336742210003969
100,2,16,7,1.7003616079887143
100,4,1,1,1.1036672310303048
100,4,1,3,1.0162322948677982
100,4,1,5,0.97105223892385
100,4,2,1,1.120641655409783
100,4,2,3,1.0337040019233026
100,4,2,5,1.0074063677343823
100,4,2,7,1.0052287894863112
100,4,3,1,1.0896161735206915
100,4,3,3,1.0070049297290684
100,4,3,5,0.9899744558368646
100,4,3,7,1.033683368438784
100,4,4,1,1.10155730634786
100,4,4,3,1.010821660380822
100,4,4,5,1.0361369780808676
100,4,4,7,1.0409300452546324
100,4,8,1,1.1172680984560925
100,4,8,3,1.0476411835509085
100,4,8,5,0.9871147164844929
100,4,8,7,0.9882437851962328
100,4,16,1,1.110676152100479
100,4,16,3,1.0801106554521607
100,4,16,5,1.0368512482413574
100,4,16,7,0.9993221797091696
100,8,1,1,0.9061698850488135
100,8,1,3,0.8400032502487994
100,8,2,1,0.9290666354206685
100,8,2,3,0.843570325217723
100,8,2,5,0.7951070915776575
100,8,3,1,0.9242666616371176
100,8,3,3,0.8343375786115482
100,8,3,5,0.7760805835604667
100,8,3,7,0.7937596116366367
100,8,4,1,0.9076201848610943
100,8,4,3,0.8322579361594626
100,8,4,5,0.7963517795585835
100,8,4,7,0.7752562657522758
100,8,8,1,0.9735575057651118
100,8,8,3,0.8640731213561871
100,8,8,5,0.8016983441743673
100,8,8,7,0.7408073042813138
100,8,16,1,0.9228427608882281
100,8,16,3,0.8507465858366308
100,8,16,5,0.7783220070257755
100,8,16,7,0.7596101278707461
100,16,1,1,0.8398569107082681
100,16,2,1,0.8189813471501124
100,16,2,3,0.6864940360986326
100,16,3,1,0.8334809500204264
100,16,3,3,0.7042049626236768
100,16,3,5,0.6372117473685689
100,16,4,1,0.8176077783355677
100,16,4,3,0.7164922280346283
100,16,4,5,0.6628524330265989
100,16,8,1,0.8348993844880114
100,16,8,3,0.6968415229828535
100,16,8,5,0.6698574533555658
100,16,8,7,0.6126044802670042
100,16,16,1,0.8284208753451103
100,16,16,3,0.7111470927735435
100,16,16,5,0.6770346786891722
100,16,16,7,0.625683648617256
100,32,2,1,0.8394701193172436
100,32,3,1,0.826580903632072
100,32,4,1,0.8002315710073816
100,32,4,3,0.7233448038835768
100,32,8,1,0.8379312296069377
100,32,8,3,0.7039664528685365
100,32,8,5,0.6316441868455801
100,32,16,1,0.8152418483644125
100,32,16,3,0.693798829684546
100,64,3,1,0.822045150099117
100,64,4,1,0.8809009522040102
100,64,8,1,0.8341612487936558
100,64,16,1,0.792639873854495
100,128,8,1,0.8046979228950851
100,128,16,1,0.8163637035912209
200,1,1,1,4.753420077433188
200,1,1,3,5.661689511973684
200,1,1,5,6.2123826780990035
200,1,1,7,7.1406477708352805
200,1,2,1,4.6428511214520345
200,1,2,3,5.570806001418318
200,1,2,5,6.577254658830562
200,1,2,7,6.9712712337453855
200,1,3,1,5.001532198269019
200,1,3,3,5.919492607895656
200,1,3,5,6.6310143203257566
200,1,3,7,6.922649370856545
200,1,4,1,4.531200707539302
200,1,4,3,5.803293580474177
200,1,4,5,6.639786784577231
200,1,4,7,7.159858676574275
200,1,8,1,4.988294365995266
200,1,8,3,5.388284174057716
200,1,8,5,6.1718022412434745
200,1,8,7,6.6809329478631305
200,1,16,1,5.00873181324483
200,1,16,3,5.523339413859268
200,1,16,5,6.157707291804966
200,1,16,7,6.615875275637405
200,2,1,1,2.4438120170044564
200,2,1,3,2.5102486954100427
200,2,1,5,2.740996115741142
200,2,1,7,3.06890196635565
200,2,2,1,2.594779078948061
200,2,2,3,2.6718311981618466
200,2,2,5,2.8432074854270772
200,2,2,7,3.0264027323601983
200,2,3,1,2.6346989320576926
200,2,3,3,2.6057461243946793
200,2,3,5,2.8439039988036168
200,2,3,7,3.0997549492447347
200,2,4,1,2.549778360625901
200,2,4,3,2.6803730467243585
200,2,4,5,2.7870776683423615
200,2,4,7,2.927549688021371
200,2,8,1,2.6154023003681215
200,2,8,3,2.5824964079791433
200,2,8,5,2.714769293987149
200,2,8,7,2.739402695829421
200,2,16,1,2.568891407988582
200,2,16,3,2.6974062421775313
200,2,16,5,2.7847516313786476
200,2,16,7,3.0025726341746006
200,4,1,1,1.6223727176594782
200,4,1,3,1.4669658259899263
200,4,1,5,1.4043322485349568
200,4,2,1,1.5707120399852754
200,4,2,3,1.5096304456486873
200,4,2,5,1.5151538876021169
200,4,2,7,1.504998015831278
200,4,3,1,1.5915026897502749
200,4,3,3,1.4308515771568064
200,4,3,5,1.5191739855340973
200,4,3,7,1.494109050117264
200,4,4,1,1.634107287890344
200,4,4,3,1.476125362660382
200,4,4,5,1.4968257006096308
200,4,4,7,1.5255520259044886
200,4,8,1,1.5619531937024191
200,4,8,3,1.4493413718631234
200,4,8,5,1.4505315510492125
200,4,8,7,1.4472423041412295
200,4,16,1,1.5922884203199323
200,4,16,3,1.5203869937314503
200,4,16,5,1.4217187997168796
200,4,16,7,1.5025991306692104
200,8,1,1,1.0004473886921579
200,8,1,3,0.8954165347297429
200,8,2,1,1.0510598240319635
200,8,2,3,0.8970755663458015
200,8,2,5,0.8649277811002355
200,8,3,1,1.0420025411953997
200,8,3,3,0.8985236572637578
200,8,3,5,0.8801051860907251
200,8,3,7,0.8520576067114938
200,8,4,1,1.058843976480291
200,8,4,3,0.9071076304398531
200,8,4,5,0.9034028702422814
200,8,4,7,0.8725667593379578
200,8,8,1,1.049930890399878
200,8,8,3,0.923811882848265
200,8,8,5,0.8868913086462455
200,8,8,7,0.8706047615858982
200,8,16,1,1.0190799077552533
200,8,16,3,0.9201776437211944
200,8,16,5,0.8869852315356936
200,8,16,7,0.8771401985325834
200,16,1,1,0.8390414282171357
200,16,2,1,0.8569485671707994
200,16,2,3,0.7197901805858974
200,16,3,1,0.8493346301927757
200,16,3,3,0.7200943032832576
200,16,3,5,0.6712362900428499
200,16,4,1,0.8484222646203
200,16,4,3,0.7074365561351706
200,16,4,5,0.6669566120078466
200,16,8,1,0.8433104464496458
200,16,8,3,0.7303139046141145
200,16,8,5,0.6690510430899317
200,16,8,7,0.6294635187867433
200,16,16,1,0.8479469464680315
200,16,16,3,0.7046411636898902
200,16,16,5,0.6823294584792908
200,16,16,7,0.6278416659324406
200,32,2,1,0.8132853538324027
200,32,3,1,0.8209974425934414
200,32,4,1,0.814673519207247
