WH,terminal,num_chunk,chunk_size,tp
1,64,1,1024,347.4807591857446
1,64,1,2048,345.7144529790003
1,64,1,4096,350.3643062251215
1,64,1,8192,347.33540027821664
1,64,2,1024,353.7904700353295
1,64,2,2048,347.0677876728814
1,64,2,4096,347.89667531442075
1,64,2,8192,345.789250028333
1,64,4,1024,346.826579024369
1,64,4,2048,348.89215714411665
1,64,4,4096,346.92409920551836
1,64,4,8192,342.54582049108785
1,64,8,1024,342.53641489016997
1,64,8,2048,343.8084190852706
1,64,8,4096,343.77249738746553
1,64,8,8192,347.73558395154083
1,128,1,1024,338.2681396335823
1,128,1,2048,341.09746862186086
1,128,1,4096,341.66140778487744
1,128,1,8192,338.84214972469437
1,128,2,1024,338.7639744045498
1,128,2,2048,334.28641573271597
1,128,2,4096,336.89139662298436
1,128,2,8192,334.9837809091271
1,128,4,1024,337.4795473512606
1,128,4,2048,338.8684970731474
1,128,4,4096,335.9453603669372
1,128,4,8192,334.26450262972384
1,128,8,1024,336.8473466543523
1,128,8,2048,336.5137991427783
1,128,8,4096,335.37421686670496
1,128,8,8192,330.7907083605806
1,256,1,1024,328.0284018371242
1,256,1,2048,333.12602215681994
1,256,1,4096,326.3601537313744
1,256,1,8192,324.55263561359686
1,256,2,1024,328.49671880996164
1,256,2,2048,329.2868499988802
1,256,2,4096,329.2749460002829
1,256,2,8192,323.8299430359186
1,256,4,1024,327.2635804708988
1,256,4,2048,329.247907053337
1,256,4,4096,332.4530006475159
1,256,4,8192,327.79225394584677
1,256,8,1024,329.2956282036214
1,256,8,2048,330.4313650732061
1,256,8,4096,319.2315396883583
1,256,8,8192,321.7261130436845
1,512,1,1024,305.1923081692549
1,512,1,2048,293.23773461254
1,512,1,4096,304.55951779575406
1,512,1,8192,311.18008749172697
1,512,2,1024,299.45768500151985
1,512,2,2048,317.4908695647765
1,512,2,4096,297.0533751751659
1,512,2,8192,314.8310982582838
1,512,4,1024,304.53060368222265
1,512,4,2048,304.13019878231216
1,512,4,4096,299.29789000193904
1,512,4,8192,292.6417916367301
1,512,8,1024,300.2411670435449
1,512,8,2048,312.7303379014839
1,512,8,4096,297.5980102432527
1,512,8,8192,295.99159156079935
2,1,1,1024,86.58223968669931
2,1,1,2048,84.02153845349676
2,1,1,4096,83.94902340895023
2,1,1,8192,83.11570696021056
2,1,2,1024,83.99936143638338
2,1,2,2048,86.37746700941517
2,1,2,4096,84.59910997310647
2,1,2,8192,84.58841783716285
2,1,4,1024,86.18279926420081
2,1,4,2048,82.23245371384711
2,1,4,4096,84.96006134039962
2,1,4,8192,81.42737742086814
2,1,8,1024,81.63286292706665
2,1,8,2048,83.97134845021938
2,1,8,4096,80.96012930249488
2,1,8,8192,81.08828563136319
2,2,1,1024,173.19384639090345
2,2,1,2048,170.02696798401067
2,2,1,4096,170.79268713062638
2,2,1,8192,172.03708822437065
2,2,2,1024,173.69289677227414
2,2,2,2048,173.36512012595574
2,2,2,4096,170.69264917584277
2,2,2,8192,173.41565344785343
2,2,4,1024,174.37661123001075
2,2,4,2048,175.24886643553324
2,2,4,4096,173.08185131402976
2,2,4,8192,171.04219668178277
2,2,8,1024,173.6417806469677
2,2,8,2048,173.98686173569308
2,2,8,4096,171.78092720405584
2,2,8,8192,170.6868218116597
2,4,1,1024,353.6124674578653
2,4,1,2048,357.2812269050216
2,4,1,4096,354.7087858550689
2,4,1,8192,352.24678571039505
2,4,2,1024,350.12994473842144
2,4,2,2048,355.7011758146114
2,4,2,4096,347.5354095455059
2,4,2,8192,348.6291790902187
2,4,4,1024,352.612275983191
2,4,4,2048,355.1229597046411
2,4,4,4096,352.6569920285012
2,4,4,8192,345.38585275135546
2,4,8,1024,353.52422791953904
2,4,8,2048,349.5127873182589
2,4,8,4096,348.1836985422378
2,4,8,8192,347.42289092634496
2,8,1,1024,718.1011534700251
2,8,1,2048,731.9275085137037
2,8,1,4096,701.5792541807614
2,8,1,8192,711.2491057336637
2,8,2,1024,702.9153787516958
2,8,2,2048,709.4911621613501
2,8,2,4096,731.7250573349796
2,8,2,8192,696.4030901218839
2,8,4,1024,723.8289919141561
2,8,4,2048,715.130141737744
2,8,4,4096,707.7279686113401
2,8,4,8192,727.3017583934156
2,8,8,1024,714.0337112018569
2,8,8,2048,709.7471150864427
2,8,8,4096,704.4345051319054
2,8,8,8192,698.7570690734698
2,16,1,1024,1257.6338268176632
2,16,1,2048,1260.2006090922644
2,16,1,4096,1226.9336742463006
2,16,1,8192,1243.8193862168744
2,16,2,1024,1211.724919530044
2,16,2,2048,1226.7554916731049
2,16,2,4096,1234.633897512101
2,16,2,8192,1238.33852781744
2,16,4,1024,1232.8640815686997
2,16,4,2048,1263.6649209292696
2,16,4,4096,1242.9173261788126
2,16,4,8192,1193.723466358986
2,16,8,1024,1231.2173286063185
2,16,8,2048,1201.778739440548
2,16,8,4096,1258.4911324248365
2,16,8,8192,1184.0135161468816
2,32,1,1024,896.3060754234939
2,32,1,2048,894.0624806642599
2,32,1,4096,945.1710895643678
2,32,1,8192,886.2228978102121
2,32,2,1024,885.6073884619509
2,32,2,2048,889.4043933636125
2,32,2,4096,919.0564402848062
2,32,2,8192,926.733396275709
2,32,4,1024,940.2707857543893
2,32,4,2048,888.931679045737
2,32,4,4096,891.0194207356008
2,32,4,8192,934.4510592862993
2,32,8,1024,921.6199258172252
2,32,8,2048,901.0640703395893
2,32,8,4096,908.7601269238181
2,32,8,8192,920.4081324048935
2,64,1,1024,811.5376861122287
2,64,1,2048,811.4831195287015
2,64,1,4096,808.3076287884346
2,64,1,8192,814.1246667358772
2,64,2,1024,811.9246632554806
2,64,2,2048,815.8908742433023
2,64,2,4096,809.1225288005654
2,64,2,8192,809.8523166970391
2,64,4,1024,811.759545135068
2,64,4,2048,814.5035995260491
2,64,4,4096,805.8446517402945
2,64,4,8192,798.6224908542526
2,64,8,1024,811.9251759478917
2,64,8,2048,812.7570558867378
2,64,8,4096,805.4594765344272
2,64,8,8192,801.7098392126617
2,128,1,1024,755.7374304172118
2,128,1,2048,756.9273932715761
2,128,1,4096,761.7156675853067
2,128,1,8192,760.1966238452536
2,128,2,1024,764.5139367190059
2,128,2,2048,764.1237978922094
2,128,2,4096,754.2364319036348
2,128,2,8192,767.5840211915796
2,128,4,1024,760.647382232034
2,128,4,2048,763.2427459631826
2,128,4,4096,760.6073741514487
2,128,4,8192,755.38683722307
2,128,8,1024,767.6795447716432
2,128,8,2048,760.6065538995316
2,128,8,4096,761.4851540411167
2,128,8,8192,756.8088390569386
2,256,1,1024,742.3240812990349
2,256,1,2048,746.6734730585731
2,256,1,4096,739.9609456980237
2,256,1,8192,744.7267415066231
2,256,2,1024,749.8446433412196
2,256,2,2048,739.2608116810562
2,256,2,4096,743.5159246065996
2,256,2,8192,746.3574012336918
2,256,4,1024,749.6768275824885
2,256,4,2048,747.4038005141829
2,256,4,4096,742.3455702242269
2,256,4,8192,742.834224856021
2,256,8,1024,740.1244898695198
2,256,8,2048,745.2180827516692
2,256,8,4096,741.7871911397824
2,256,8,8192,726.0840439885169
2,512,1,1024,709.2070429440652
2,512,1,2048,697.3902662813639
2,512,1,4096,698.0859586034011
2,512,1,8192,704.1522510006722
2,512,2,1024,705.6765924908881
2,512,2,2048,702.9157517403764
2,512,2,4096,717.8444911411425
2,512,2,8192,706.4155728818951
2,512,4,1024,707.9759911486826
2,512,4,2048,714.8417511051742
2,512,4,4096,717.3124076383275
2,512,4,8192,692.2256567511267
2,512,8,1024,683.7617311753587
2,512,8,2048,697.3738676810136
2,512,8,4096,699.0941377122164
2,512,8,8192,694.6036114066501
4,1,1,1024,87.6827438247517
4,1,1,2048,83.21626270805983
4,1,1,4096,84.06031262399183
4,1,1,8192,83.93799297991423
4,1,2,1024,83.4331442705207
4,1,2,2048,84.40464803102411
4,1,2,4096,83.48807156128325
4,1,2,8192,84.89378749561756
4,1,4,1024,84.6211150202649
4,1,4,2048,84.05476257762938
4,1,4,4096,83.13803051343774
4,1,4,8192,84.47651212252396
4,1,8,1024,83.02102595670989
4,1,8,2048,83.78256266629928
4,1,8,4096,83.74354570683425
4,1,8,8192,82.87116581367685
4,2,1,1024,172.51021775675727
4,2,1,2048,172.89370679088498
4,2,1,4096,173.9038018715638
4,2,1,8192,171.67063561181237
4,2,2,1024,172.42598123754485
4,2,2,2048,171.4603183580742
4,2,2,4096,175.0707215158235
4,2,2,8192,177.29941619575482
4,2,4,1024,172.1036772970017
4,2,4,2048,172.89327280025
4,2,4,4096,169.98834918192208
4,2,4,8192,169.93140473330308
4,2,8,1024,170.509798703642
4,2,8,2048,176.98634948483198
4,2,8,4096,174.181232480105
4,2,8,8192,168.08694366575287
4,4,1,1024,335.9643623892043
4,4,1,2048,336.12979173423463
4,4,1,4096,344.8250425400661
4,4,1,8192,349.44652792465604
4,4,2,1024,346.48141349155986
4,4,2,2048,342.5081151824308
4,4,2,4096,338.1199780041673
4,4,2,8192,345.9869826532652
4,4,4,1024,340.54308221862345
4,4,4,2048,345.2698680158696
4,4,4,4096,341.50771292296105
4,4,4,8192,333.95180815846885
4,4,8,1024,351.5465814725478
4,4,8,2048,342.21835055427164
4,4,8,4096,336.7186448045598
4,4,8,8192,344.470467280234
4,8,1,1024,768.31180971572
4,8,1,2048,744.418463993277
4,8,1,4096,744.0461632485818
4,8,1,8192,759.2834563419316
4,8,2,1024,787.4309225706702
4,8,2,2048,749.7539384128389
4,8,2,4096,758.9741000230956
4,8,2,8192,758.0240430608709
4,8,4,1024,740.2373286081569
4,8,4,2048,766.5680636594321
4,8,4,4096,764.1318490382013
4,8,4,8192,747.5051531832228
4,8,8,1024,759.3972624934486
4,8,8,2048,755.4683025081631
4,8,8,4096,765.8489897807295
4,8,8,8192,743.45356892598
4,16,1,1024,1672.887275703146
4,16,1,2048,1667.613677149697
4,16,1,4096,1650.5952016649499
4,16,1,8192,1702.6320355361368
4,16,2,1024,1701.7195555643375
4,16,2,2048,1697.102887696107
4,16,2,4096,1655.218748202503
4,16,2,8192,1673.4348296026317
4,16,4,1024,1688.0567068159473
4,16,4,2048,1672.0406698161776
4,16,4,4096,1674.903964307012
4,16,4,8192,1639.535130292238
4,16,8,1024,1656.3936920596323
4,16,8,2048,1672.61715000168
4,16,8,4096,1699.46935913517
4,16,8,8192,1653.7177314388503
4,32,1,1024,2769.393214063932
4,32,1,2048,2810.7657952059185
4,32,1,4096,2848.5444246253137
4,32,1,8192,2732.854718042398
4,32,2,1024,2744.659162942629
4,32,2,2048,2771.9308785270405
4,32,2,4096,2773.762635645276
4,32,2,8192,2740.210798282929
4,32,4,1024,2809.895329907831
4,32,4,2048,2782.1428044263835
4,32,4,4096,2777.4538652642495
4,32,4,8192,2767.6927001600798
4,32,8,1024,2770.7774607805845
4,32,8,2048,2797.3136968721315
4,32,8,4096,2732.7350396163615
4,32,8,8192,2742.2278244123277
4,64,1,1024,2124.569250551873
4,64,1,2048,2131.056461210908
4,64,1,4096,2130.978121505738
4,64,1,8192,2116.3210569976195
4,64,2,1024,2108.6489711495183
4,64,2,2048,2125.2841947302772
4,64,2,4096,2113.822073235921
4,64,2,8192,2106.6087622461764
4,64,4,1024,2114.6268848916775
4,64,4,2048,2117.7136684018838
4,64,4,4096,2104.731651404189
4,64,4,8192,2093.847946858783
4,64,8,1024,2121.7965020382603
4,64,8,2048,2124.1770075815807
4,64,8,4096,2093.9507755933305
4,64,8,8192,2094.449138873391
4,128,1,1024,1936.7374559145003
4,128,1,2048,1930.7148625922082
4,128,1,4096,1927.0627696862382
4,128,1,8192,1920.642636160309
4,128,2,1024,1912.2251208187402
4,128,2,2048,1910.4784934642166
4,128,2,4096,1915.6082189907545
4,128,2,8192,1908.7822361356884
4,128,4,1024,1902.3410823311904
4,128,4,2048,1909.252389555717
4,128,4,4096,1924.2064109613718
4,128,4,8192,1884.728864059891
4,128,8,1024,1907.542877474687
4,128,8,2048,1893.6778391950559
4,128,8,4096,1883.5695102089037
4,128,8,8192,1878.0147285462192
4,256,1,1024,1828.5765265430316
4,256,1,2048,1807.224512999431
4,256,1,4096,1819.5108971021118
4,256,1,8192,1805.2959425012768
4,256,2,1024,1799.4629618353429
4,256,2,2048,1808.9268437598002
4,256,2,4096,1809.3767052898359
4,256,2,8192,1807.9043930322941
4,256,4,1024,1804.5366047566647
4,256,4,2048,1823.9452726873662
4,256,4,4096,1808.7151572975188
4,256,4,8192,1790.9143021970583
4,256,8,1024,1817.223719868309
4,256,8,2048,1786.0198345401075
4,256,8,4096,1808.4462383103648
4,256,8,8192,1782.8250975108924
4,512,1,1024,1746.2867509448245
4,512,1,2048,1740.8815567848476
4,512,1,4096,1725.059528848136
4,512,1,8192,1714.1697363984767
4,512,2,1024,1728.235317250018
4,512,2,2048,1735.495906186666
4,512,2,4096,1726.206702471001
4,512,2,8192,1704.7116923395204
4,512,4,1024,1714.2026052036044
4,512,4,2048,1712.325578345855
4,512,4,4096,1699.6358319116334
4,512,4,8192,1724.9970814764317
4,512,8,1024,1730.3486322966685
4,512,8,2048,1732.8434874485185
4,512,8,4096,1728.203566758619
4,512,8,8192,1718.9329850506235
8,1,1,1024,80.48282513855303
8,1,1,2048,83.29373089748582
8,1,1,4096,83.73798915430375
8,1,1,8192,82.32670797341113
8,1,2,1024,83.10447981542829
8,1,2,2048,82.49404179245523
8,1,2,4096,81.47118832165395
8,1,2,8192,83.07123875457727
8,1,4,1024,85.06058647705665
8,1,4,2048,84.83253781756012
8,1,4,4096,81.82122744879258
8,1,4,8192,82.2883817706914
8,1,8,1024,82.44989776667457
8,1,8,2048,83.46074170317769
8,1,8,4096,83.51034198063999
8,1,8,8192,82.28250246072021
8,2,1,1024,166.56007811654464
8,2,1,2048,169.35953542698152
8,2,1,4096,168.37578885867933
8,2,1,8192,166.1316121011746
8,2,2,1024,170.00391212501617
8,2,2,2048,173.16033660356183
8,2,2,4096,171.2760303952576
8,2,2,8192,169.5087020267914
8,2,4,1024,169.83153436617135
8,2,4,2048,170.40954222998263
8,2,4,4096,169.28738006120025
8,2,4,8192,168.4430483401903
8,2,8,1024,170.43751245724957
8,2,8,2048,171.92091696821728
8,2,8,4096,168.58730774040558
8,2,8,8192,170.41961078696923
8,4,1,1024,343.9729520181013
8,4,1,2048,335.0514565715563
8,4,1,4096,344.63974593598596
8,4,1,8192,332.25905927150507
8,4,2,1024,343.0623944100609
8,4,2,2048,337.0017628499606
8,4,2,4096,341.9313564977044
8,4,2,8192,344.32573303346385
8,4,4,1024,347.37489928166883
8,4,4,2048,332.37363083564344
8,4,4,4096,337.2461289671148
8,4,4,8192,345.0417434148778
8,4,8,1024,334.3525620366146
8,4,8,2048,345.6633047727151
8,4,8,4096,342.38444106648586
8,4,8,8192,332.64872233916435
8,8,1,1024,733.212126802871
8,8,1,2048,754.0097758124297
8,8,1,4096,770.3936070184021
8,8,1,8192,758.7919053378556
8,8,2,1024,763.6540910239473
8,8,2,2048,759.9892307598608
8,8,2,4096,756.4270278085977
8,8,2,8192,726.7316950343526
8,8,4,1024,760.1108920166397
8,8,4,2048,757.2950241057698
8,8,4,4096,745.5099030781939
8,8,4,8192,740.9694304063952
8,8,8,1024,756.5588673092321
8,8,8,2048,741.2551650433801
8,8,8,4096,739.9163175197297
8,8,8,8192,751.4157776993652
8,16,1,1024,1717.453849351339
8,16,1,2048,1766.5935625662944
8,16,1,4096,1710.1149995205822
8,16,1,8192,1758.7070393766335
8,16,2,1024,1735.6160004877518
8,16,2,2048,1741.9359117168724
8,16,2,4096,1740.4658554360303
8,16,2,8192,1761.433131904665
8,16,4,1024,1742.1634506174323
8,16,4,2048,1736.9837207601931
8,16,4,4096,1723.1570078937473
8,16,4,8192,1781.2544152350795
8,16,8,1024,1768.8348169556937
8,16,8,2048,1743.014342556874
8,16,8,4096,1722.307006797355
8,16,8,8192,1769.0735198613586
8,32,1,1024,3220.9427709883457
8,32,1,2048,3229.260797102237
8,32,1,4096,3244.260117685905
8,32,1,8192,3214.4662435802024
8,32,2,1024,3286.6746965265465
8,32,2,2048,3300.064265063371
8,32,2,4096,3285.3780595058997
8,32,2,8192,3280.724238648884
8,32,4,1024,3260.1750351285423
8,32,4,2048,3282.326857529546
8,32,4,4096,3300.186356454807
8,32,4,8192,3277.639316243641
8,32,8,1024,3314.8030046818135
8,32,8,2048,3292.152479710083
8,32,8,4096,3294.360030418155
8,32,8,8192,3254.9229297485194
8,64,1,1024,4001.5881112310403
8,64,1,2048,3952.5467179964503
8,64,1,4096,3951.1045501465546
8,64,1,8192,3955.5911819984044
8,64,2,1024,4121.100207477329
8,64,2,2048,4054.317025651959
8,64,2,4096,4081.919737786644
8,64,2,8192,4113.622065122793
8,64,4,1024,4135.29349812688
8,64,4,2048,4154.557118687973
8,64,4,4096,4156.443406320724
8,64,4,8192,4084.801812620333
8,64,8,1024,4132.504573667168
8,64,8,2048,4144.987424543708
8,64,8,4096,4103.335111219091
8,64,8,8192,4123.260060492078
8,128,1,1024,3637.440385728088
8,128,1,2048,3636.4280343584373
8,128,1,4096,3653.250385121514
8,128,1,8192,3646.275164662125
8,128,2,1024,3723.37515025886
8,128,2,2048,3728.0850374687675
8,128,2,4096,3719.2109061137635
8,128,2,8192,3696.8774634961605
8,128,4,1024,3772.9106679322435
8,128,4,2048,3771.3052082423496
8,128,4,4096,3776.7320909123123
8,128,4,8192,3753.2208727891775
8,128,8,1024,3748.0176756573132
8,128,8,2048,3745.13665386462
8,128,8,4096,3719.523393423286
8,128,8,8192,3725.0693859874414
8,256,1,1024,3510.0907023096297
8,256,1,2048,3526.884129966384
8,256,1,4096,3504.7766116771086
8,256,1,8192,3506.5476098184117
8,256,2,1024,3582.643778475059
8,256,2,2048,3514.807740849343
8,256,2,4096,3579.1297335278523
8,256,2,8192,3582.8118389651804
8,256,4,1024,3615.832388506156
8,256,4,2048,3581.444325868797
8,256,4,4096,3580.978006113785
8,256,4,8192,3583.3275205192044
8,256,8,1024,3558.7914562795086
8,256,8,2048,3582.576662563939
8,256,8,4096,3577.866748715778
8,256,8,8192,3544.8582957951003
8,512,1,1024,3417.0661748168145
8,512,1,2048,3389.4461164640365
8,512,1,4096,3393.3386642385162
8,512,1,8192,3379.8606435068837
8,512,2,1024,3461.0237297062235
8,512,2,2048,3468.5048304013812
8,512,2,4096,3453.7765458354606
8,512,2,8192,3456.830636414847
8,512,4,1024,3501.566857036434
8,512,4,2048,3512.673280728821
8,512,4,4096,3503.9606535237367
8,512,4,8192,3470.7291057298166
8,512,8,1024,3492.0390491673056
8,512,8,2048,3451.759657001477
8,512,8,4096,3424.232307247517
8,512,8,8192,3474.1485392769323
16,1,1,1024,80.93786912746982
16,1,1,2048,82.19963573637057
16,1,1,4096,77.86618444071767
16,1,1,8192,81.14388147379724
16,1,2,1024,82.19320066236729
16,1,2,2048,82.19364527384612
16,1,2,4096,80.77129000003141
16,1,2,8192,83.02695671728299
16,1,4,1024,81.20994543119112
16,1,4,2048,81.26550345376371
16,1,4,4096,81.83864631487093
16,1,4,8192,81.53274380218384
16,1,8,1024,81.28302985746517
16,1,8,2048,79.7268567485337
16,1,8,4096,81.42155117576316
16,1,8,8192,82.49947398249378
16,2,1,1024,165.01508655834664
16,2,1,2048,168.64883014534314
16,2,1,4096,167.75933335635946
16,2,1,8192,168.08814431446459
16,2,2,1024,177.7927257547316
16,2,2,2048,169.62040178618494
16,2,2,4096,173.75455646830122
16,2,2,8192,171.24865755440396
16,2,4,1024,172.1372512226777
16,2,4,2048,171.89388405551983
16,2,4,4096,171.2655150849877
16,2,4,8192,172.89841349682936
16,2,8,1024,165.78150813635793
16,2,8,2048,167.72077784908
16,2,8,4096,173.57023593881823
16,2,8,8192,171.06473984525277
16,4,1,1024,339.591042329996
16,4,1,2048,335.47927041731907
16,4,1,4096,332.5814460161721
16,4,1,8192,335.8201834024447
16,4,2,1024,335.6272067009237
16,4,2,2048,329.66765608172994
16,4,2,4096,338.29727049452435
16,4,2,8192,332.7295539313192
16,4,4,1024,338.47566414227214
16,4,4,2048,340.49282669582044
16,4,4,4096,338.4200848277304
16,4,4,8192,341.2807063769588
16,4,8,1024,341.06841583135025
16,4,8,2048,338.8362041346316
16,4,8,4096,340.8463037459815
16,4,8,8192,340.70401777437837
16,8,1,1024,744.1118633385812
16,8,1,2048,744.5958654054892
16,8,1,4096,724.0827340997156
16,8,1,8192,748.5264280568763
16,8,2,1024,733.4575865864376
16,8,2,2048,736.1253669125103
16,8,2,4096,735.4004615759786
16,8,2,8192,736.0393696727201
16,8,4,1024,749.3345044329523
16,8,4,2048,760.5142182130097
16,8,4,4096,750.7543687815499
16,8,4,8192,732.2351326513649
16,8,8,1024,740.1694147801712
16,8,8,2048,738.7085394551605
16,8,8,4096,754.4911599857272
16,8,8,8192,736.1317475904043
16,16,1,1024,1645.7355124209635
16,16,1,2048,1666.1553359554339
16,16,1,4096,1664.980935261082
16,16,1,8192,1688.138655029371
16,16,2,1024,1712.4208905084572
16,16,2,2048,1697.4156679327982
16,16,2,4096,1710.1851988074957
16,16,2,8192,1703.50550053244
16,16,4,1024,1706.2337082592414
16,16,4,2048,1730.8971999158223
16,16,4,4096,1758.5273352787306
16,16,4,8192,1669.9086506299575
16,16,8,1024,1695.3670135470222
16,16,8,2048,1708.4069489537771
16,16,8,4096,1691.0327559024834
16,16,8,8192,1715.295578885656
16,32,1,1024,3008.3387293091314
16,32,1,2048,2943.158740133947
16,32,1,4096,2975.2261658584034
16,32,1,8192,2978.0220264575787
16,32,2,1024,3169.3025178817866
16,32,2,2048,3147.985491093121
16,32,2,4096,3146.228488654653
16,32,2,8192,3183.1606928011165
16,32,4,1024,3257.2692707219835
16,32,4,2048,3198.988311537562
16,32,4,4096,3204.7399807946636
16,32,4,8192,3204.6413464436787
16,32,8,1024,3242.4410622879736
16,32,8,2048,3252.2863808928946
16,32,8,4096,3209.3721734771498
16,32,8,8192,3177.1440567025766
16,64,1,1024,3951.7519027878775
16,64,1,2048,3914.84001492897
16,64,1,4096,3830.014112788813
16,64,1,8192,3910.314517598664
16,64,2,1024,4129.030109671897
16,64,2,2048,4174.6009672964665
16,64,2,4096,4127.819963963092
16,64,2,8192,4148.8005800925675
16,64,4,1024,4237.2837882138765
16,64,4,2048,4254.263181002837
16,64,4,4096,4176.582211530423
16,64,4,8192,4228.308747677674
16,64,8,1024,4288.723868249989
16,64,8,2048,4260.418496683824
16,64,8,4096,4252.960438808547
16,64,8,8192,4205.106609690999
16,128,1,1024,4747.503713720912
16,128,1,2048,4664.681433465004
16,128,1,4096,4718.796706096055
16,128,1,8192,4704.677761309875
16,128,2,1024,5152.429845049518
16,128,2,2048,5228.798333052699
16,128,2,4096,5093.476054123347
16,128,2,8192,5086.831217551938
16,128,4,1024,5353.8160218931325
16,128,4,2048,5347.036644762303
16,128,4,4096,5411.736363707838
16,128,4,8192,5395.641665435752
16,128,8,1024,5346.11473378643
16,128,8,2048,5398.9205548559485
16,128,8,4096,5435.682970040903
16,128,8,8192,5309.552917528409
16,256,1,1024,4452.69482502357
16,256,1,2048,4296.346311839782
16,256,1,4096,4392.32781388539
16,256,1,8192,4382.164932947004
16,256,2,1024,4597.592844788617
16,256,2,2048,4642.003511651792
16,256,2,4096,4668.920500336241
16,256,2,8192,4598.733750076623
16,256,4,1024,4769.141999510893
16,256,4,2048,4818.208052348114
16,256,4,4096,4859.898999264019
16,256,4,8192,4766.4872639658315
16,256,8,1024,4780.558170161545
16,256,8,2048,4775.930806633151
16,256,8,4096,4801.429909610003
16,256,8,8192,4750.740053141348
16,512,1,1024,4186.945485626623
16,512,1,2048,4179.220320088085
16,512,1,4096,4147.574518516888
16,512,1,8192,4164.992611190337
16,512,2,1024,4394.596676218818
16,512,2,2048,4396.020002904764
16,512,2,4096,4357.700254663625
16,512,2,8192,4315.350836533199
16,512,4,1024,4531.252397883572
16,512,4,2048,4525.227688725259
16,512,4,4096,4580.080160753337
16,512,4,8192,4443.493396778369
16,512,8,1024,4488.722144051234
16,512,8,2048,4508.610361601604
16,512,8,4096,4483.150937336713
16,512,8,8192,4505.047614184726
32,1,1,1024,82.33272610926802
32,1,1,2048,80.51568795183358
32,1,1,4096,78.84938973809922
32,1,1,8192,79.64429150710559
32,1,2,1024,80.39368813338329
32,1,2,2048,81.31585930353192
32,1,2,4096,80.4544816682166
32,1,2,8192,79.43858076023561
32,1,4,1024,80.40995045452173
32,1,4,2048,82.1551289603723
32,1,4,4096,82.8548835436131
32,1,4,8192,79.49933690591176
32,1,8,1024,80.64390444102985
