WH,terminal,num_chunk,chunk_size,tp
32,1,8,2048,82.81070249822416
32,1,8,4096,80.12088807868115
32,1,8,8192,81.14386156157578
32,2,1,1024,165.0092743374452
32,2,1,2048,164.4040087267683
32,2,1,4096,173.14805478015663
32,2,1,8192,169.25481688211858
32,2,2,1024,166.9765877137353
32,2,2,2048,172.0933608648505
32,2,2,4096,165.82633896594544
32,2,2,8192,165.92548234507277
32,2,4,1024,172.14828417420836
32,2,4,2048,164.94818278157558
32,2,4,4096,168.17162130099712
32,2,4,8192,168.38673301226322
32,2,8,1024,172.68715721064632
32,2,8,2048,166.35432435649855
32,2,8,4096,167.56504281234996
32,2,8,8192,172.34337367604803
32,4,1,1024,329.7540740076137
32,4,1,2048,337.09863534778833
32,4,1,4096,332.89172585455657
32,4,1,8192,325.9201539735318
32,4,2,1024,332.56237764610836
32,4,2,2048,339.32079974536754
32,4,2,4096,332.32684147301546
32,4,2,8192,334.6574849871876
32,4,4,1024,345.46803176486173
32,4,4,2048,338.3573902279017
32,4,4,4096,331.23161865473696
32,4,4,8192,338.28522792897206
32,4,8,1024,338.0969131892139
32,4,8,2048,329.12923349316617
32,4,8,4096,334.1297668141946
32,4,8,8192,338.44167841377583
32,8,1,1024,725.0709001671548
32,8,1,2048,722.6791001106121
32,8,1,4096,718.7262263841548
32,8,1,8192,729.8474424928391
32,8,2,1024,726.0401631087216
32,8,2,2048,721.9629993333665
32,8,2,4096,741.5997408895163
32,8,2,8192,718.5997894186893
32,8,4,1024,734.0480178521061
32,8,4,2048,731.4752361039567
32,8,4,4096,738.4954716526287
32,8,4,8192,734.3882076724809
32,8,8,1024,753.5464164489886
32,8,8,2048,747.4986511061669
32,8,8,4096,721.6708948020643
32,8,8,8192,722.222818130388
32,16,1,1024,1584.3991189289427
32,16,1,2048,1661.0370393810451
32,16,1,4096,1647.2087937935387
32,16,1,8192,1632.1226195691631
32,16,2,1024,1680.8133452017626
32,16,2,2048,1705.1610212685234
32,16,2,4096,1658.0661372980176
32,16,2,8192,1664.2518053844476
32,16,4,1024,1684.5718421892225
32,16,4,2048,1693.1362615145051
32,16,4,4096,1665.3871686495688
32,16,4,8192,1716.9094920538398
32,16,8,1024,1694.6587393985922
32,16,8,2048,1662.8441817631494
32,16,8,4096,1711.8428105235635
32,16,8,8192,1671.1855124287433
32,32,1,1024,2754.861151238813
32,32,1,2048,2606.8736120907447
32,32,1,4096,2704.6146619027368
32,32,1,8192,2733.858186583067
32,32,2,1024,2758.788793326803
32,32,2,2048,2902.3455785916353
32,32,2,4096,2916.1470751181773
32,32,2,8192,2885.2715997078285
32,32,4,1024,2999.2847719471647
32,32,4,2048,2978.739916938161
32,32,4,4096,2994.6680583884895
32,32,4,8192,2982.2370337390057
32,32,8,1024,3020.58764235215
32,32,8,2048,2993.883833526835
32,32,8,4096,2994.598661414722
32,32,8,8192,3027.279131863988
32,64,1,1024,3677.3877914623504
32,64,1,2048,3348.791860964564
32,64,1,4096,3689.445772129315
32,64,1,8192,3557.9986103577144
32,64,2,1024,3714.3294839974496
32,64,2,2048,3910.4938844801786
32,64,2,4096,4014.0547952282955
32,64,2,8192,3963.9709790771376
32,64,4,1024,4029.374987424542
32,64,4,2048,4108.64412336878
32,64,4,4096,4123.348367632138
32,64,4,8192,4161.394248648084
32,64,8,1024,4125.1409425903885
32,64,8,2048,4044.2748816090225
32,64,8,4096,4018.7650432950445
32,64,8,8192,4100.724506793478
32,128,1,1024,4788.0651210388405
32,128,1,2048,4464.047904413888
32,128,1,4096,5239.229664109348
32,128,1,8192,5009.402734411157
32,128,2,1024,4936.486935737778
32,128,2,2048,5381.4746560030135
32,128,2,4096,5494.709457340738
32,128,2,8192,5487.56935374888
32,128,4,1024,5424.495596928137
32,128,4,2048,5682.057875624734
32,128,4,4096,5572.291277622699
32,128,4,8192,5569.282527594064
32,128,8,1024,5648.109175776092
32,128,8,2048,5632.449947243093
32,128,8,4096,5686.075583195881
32,128,8,8192,5565.069116700357
32,256,1,1024,4522.608516154127
32,256,1,2048,4970.657013838329
32,256,1,4096,5237.9614645576985
32,256,1,8192,5333.990912072315
32,256,2,1024,5681.8268067827985
32,256,2,2048,5790.357856258362
32,256,2,4096,5985.838034504036
32,256,2,8192,5892.255945780154
32,256,4,1024,6178.697827792229
32,256,4,2048,6253.532560284849
32,256,4,4096,6214.7532726159
32,256,4,8192,6219.905529097996
32,256,8,1024,6290.308678912879
32,256,8,2048,6182.863917743197
32,256,8,4096,6196.000481687115
32,256,8,8192,6108.179306856484
32,512,1,1024,4664.1217458974525
32,512,1,2048,4901.948567125245
32,512,1,4096,4957.2533247207875
32,512,1,8192,4873.969133518417
32,512,2,1024,5132.493577921087
32,512,2,2048,5397.757464760677
32,512,2,4096,5417.715654580895
32,512,2,8192,5238.94471042238
32,512,4,1024,5637.06311365809
32,512,4,2048,5565.117403596327
32,512,4,4096,5588.8051997189295
32,512,4,8192,5548.460008601588
32,512,8,1024,5576.856387068576
32,512,8,2048,5454.616684857324
32,512,8,4096,5519.070463872474
32,512,8,8192,5647.270003261748
64,1,1,1024,77.0767015911838
64,1,1,2048,77.96063858621524
64,1,1,4096,78.86581694108625
64,1,1,8192,79.27128823325559
64,1,2,1024,80.27687159055935
64,1,2,2048,80.48780351305298
64,1,2,4096,80.04429957014634
64,1,2,8192,81.19921477710557
64,1,4,1024,81.05475582324914
64,1,4,2048,80.47177528931377
64,1,4,4096,81.71055481374721
64,1,4,8192,78.56031324054163
64,1,8,1024,80.29350162791148
64,1,8,2048,78.51032411983239
64,1,8,4096,79.57699915775356
64,1,8,8192,81.22702934667076
64,2,1,1024,165.67013018195885
64,2,1,2048,163.3265975129083
64,2,1,4096,163.27088756715852
64,2,1,8192,169.14856103793582
64,2,2,1024,164.34263016813577
64,2,2,2048,168.12616991092702
64,2,2,4096,167.65958231267632
64,2,2,8192,167.5863714073977
64,2,4,1024,161.96010010916177
64,2,4,2048,173.04347035481297
64,2,4,4096,171.1035383523846
64,2,4,8192,169.276473863325
64,2,8,1024,166.46488268501784
64,2,8,2048,166.46486613625444
64,2,8,4096,168.38720296737975
64,2,8,8192,169.07035634306223
64,4,1,1024,321.27485183541233
64,4,1,2048,327.60885978397124
64,4,1,4096,329.038319282637
64,4,1,8192,331.095737736492
64,4,2,1024,323.397989475432
64,4,2,2048,328.59696309644386
64,4,2,4096,331.05278623209665
64,4,2,8192,331.3690731433167
64,4,4,1024,338.3914122191404
64,4,4,2048,333.0136274236469
64,4,4,4096,330.324940233033
64,4,4,8192,340.05696535848074
64,4,8,1024,329.2949915267098
64,4,8,2048,332.70169138247223
64,4,8,4096,335.53047173000607
64,4,8,8192,329.5038108628782
64,8,1,1024,686.7586392055861
64,8,1,2048,696.5712423192153
64,8,1,4096,725.8782799754434
64,8,1,8192,725.4545909808731
64,8,2,1024,718.200762415061
64,8,2,2048,710.9477538245061
64,8,2,4096,713.0789532605739
64,8,2,8192,721.1370714397902
64,8,4,1024,723.8621074544071
64,8,4,2048,719.0671139061366
64,8,4,4096,722.2983336111892
64,8,4,8192,716.8219302051735
64,8,8,1024,732.4078950092953
64,8,8,2048,724.7061928762083
64,8,8,4096,741.1875886619138
64,8,8,8192,713.4610006353897
64,16,1,1024,1550.797266817213
64,16,1,2048,1591.5641678514755
64,16,1,4096,1608.0393636957779
64,16,1,8192,1629.3244027687126
64,16,2,1024,1590.888899118457
64,16,2,2048,1618.6809923299834
64,16,2,4096,1637.39809717484
64,16,2,8192,1640.9934469642078
64,16,4,1024,1638.7573130008695
64,16,4,2048,1663.4678466068951
64,16,4,4096,1660.3167736459493
64,16,4,8192,1655.6169687970416
64,16,8,1024,1652.057221758714
64,16,8,2048,1657.630516667917
64,16,8,4096,1652.979200407808
64,16,8,8192,1655.8939961169945
64,32,1,1024,2734.547348252899
64,32,1,2048,2499.5262827664483
64,32,1,4096,2580.232447971071
64,32,1,8192,2692.486168716642
64,32,2,1024,2642.2398840293426
64,32,2,2048,2767.247510642273
64,32,2,4096,2910.201181359971
64,32,2,8192,2911.0114016396524
64,32,4,1024,2873.2702587570166
64,32,4,2048,2976.9850992797888
64,32,4,4096,3021.486492653512
64,32,4,8192,3007.207660453465
64,32,8,1024,2958.3404748463163
64,32,8,2048,2985.5501310235722
64,32,8,4096,3018.9468305331593
64,32,8,8192,3004.419851127866
64,64,1,1024,3283.62012869616
64,64,1,2048,3568.039023874589
64,64,1,4096,2925.8261251741737
64,64,1,8192,3121.6373507234916
64,64,2,1024,3521.09949322741
64,64,2,2048,3537.2847592442918
64,64,2,4096,3771.6862388732766
64,64,2,8192,3860.1751327844686
64,64,4,1024,3652.168481296205
64,64,4,2048,3921.6931961439163
64,64,4,4096,3844.3442398167936
64,64,4,8192,3931.641636017204
64,64,8,1024,3952.3017669341266
64,64,8,2048,3935.8383768499757
64,64,8,4096,3902.317993795938
64,64,8,8192,3939.975762389258
64,128,1,1024,3651.2618674612277
64,128,1,2048,4571.417567082522
64,128,1,4096,4627.217945060903
64,128,1,8192,4732.069428348424
64,128,2,1024,4704.589151241905
64,128,2,2048,4792.212596570077
64,128,2,4096,5076.0910225097405
64,128,2,8192,5097.361016462516
64,128,4,1024,4887.600339850423
64,128,4,2048,5425.423481726456
64,128,4,4096,5471.288419533214
64,128,4,8192,5399.102153130359
64,128,8,1024,5409.623220942095
64,128,8,2048,5410.276681003859
64,128,8,4096,5551.144213554172
64,128,8,8192,5310.951038094897
64,256,1,1024,3260.464978020593
64,256,1,2048,3938.009738538424
64,256,1,4096,3900.8838475671073
64,256,1,8192,5112.837254461095
64,256,2,1024,4532.890311493255
64,256,2,2048,4962.304146912805
64,256,2,4096,5966.956650119552
64,256,2,8192,5957.260871647501
64,256,4,1024,5110.96633385252
64,256,4,2048,6188.8301737605325
64,256,4,4096,6105.687523209514
64,256,4,8192,6076.844261866297
64,256,8,1024,6148.000494174994
64,256,8,2048,5757.431219874136
64,256,8,4096,6067.620615916249
64,256,8,8192,6066.4935142839795
64,512,1,1024,2948.295164943686
64,512,1,2048,3465.0012452403025
64,512,1,4096,3784.659970919116
64,512,1,8192,4381.902548104225
64,512,2,1024,3971.687300340643
64,512,2,2048,3766.444031136227
64,512,2,4096,5546.628572735825
64,512,2,8192,5758.129249736053
64,512,4,1024,4728.970754639428
64,512,4,2048,5874.694524493413
64,512,4,4096,5402.719392978594
64,512,4,8192,5731.265986075756
64,512,8,1024,5515.485385881283
64,512,8,2048,5988.148286116961
64,512,8,4096,5795.550230248646
64,512,8,8192,5949.818588126021
128,1,1,1024,80.53835226046358
128,1,1,2048,77.60447940857416
128,1,1,4096,80.70476549772549
128,1,1,8192,80.2934523476812
128,1,2,1024,79.28261660688669
128,1,2,2048,79.97143289132158
128,1,2,4096,80.08858785101323
128,1,2,8192,79.04933398523411
128,1,4,1024,79.11621526128643
128,1,4,2048,80.78258908902059
128,1,4,4096,80.37142016133419
128,1,4,8192,79.76595108875445
128,1,8,1024,80.19955033095138
128,1,8,2048,79.03769123005239
128,1,8,4096,81.99925486105055
128,1,8,8192,81.26031451487906
128,2,1,1024,165.37659970105608
128,2,1,2048,164.94966174117334
128,2,1,4096,170.17617842133473
128,2,1,8192,169.18166112646725
128,2,2,1024,161.36425086630285
128,2,2,2048,168.4985269657451
128,2,2,4096,172.0599454629759
128,2,2,8192,167.82030509958304
128,2,4,1024,167.0374647114572
128,2,4,2048,168.7814796328039
128,2,4,4096,167.58201792524093
128,2,4,8192,169.0549361843849
128,2,8,1024,169.2538466402802
128,2,8,2048,169.33722530272237
128,2,8,4096,168.5380110156935
128,2,8,8192,168.4202656750548
128,4,1,1024,320.05905634468087
128,4,1,2048,332.4678993053462
128,4,1,4096,329.7587780866627
128,4,1,8192,333.28580285166436
128,4,2,1024,325.7132794083032
128,4,2,2048,327.43344090492513
128,4,2,4096,328.7178581299743
128,4,2,8192,330.31800331368487
128,4,4,1024,327.76884593285354
128,4,4,2048,331.6138787931751
128,4,4,4096,334.274046780745
128,4,4,8192,333.9041516832592
128,4,8,1024,334.4481328957586
128,4,8,2048,338.6453966655578
128,4,8,4096,329.8360958734948
128,4,8,8192,340.33659413949863
128,8,1,1024,704.300332361121
128,8,1,2048,705.7280040474685
128,8,1,4096,720.1780139540651
128,8,1,8192,714.3634295932939
128,8,2,1024,706.7480763676796
128,8,2,2048,713.8357453159715
128,8,2,4096,747.395116699854
128,8,2,8192,700.2293794809584
128,8,4,1024,717.308147219578
128,8,4,2048,711.4955663672635
128,8,4,4096,725.4926243979493
128,8,4,8192,685.6464606131807
128,8,8,1024,727.0096730390624
128,8,8,2048,738.0257160272205
128,8,8,4096,736.5558254193035
128,8,8,8192,687.8242122603824
128,16,1,1024,1336.4168517654834
128,16,1,2048,1345.1263869287868
128,16,1,4096,1400.2410378366437
128,16,1,8192,1380.8360649071612
128,16,2,1024,1326.2884806692364
128,16,2,2048,1351.598153350498
128,16,2,4096,1388.112597557235
128,16,2,8192,1419.3589327511374
128,16,4,1024,1369.719282424129
128,16,4,2048,1393.789655688275
128,16,4,4096,1423.9289912755994
128,16,4,8192,1395.6721243294903
128,16,8,1024,1391.918047146021
128,16,8,2048,1418.5388587516327
128,16,8,4096,1286.9273616224493
128,16,8,8192,1408.1372270448048
128,32,1,1024,2002.6790741818422
128,32,1,2048,1920.2879699323994
128,32,1,4096,1919.1426787959429
128,32,1,8192,2091.3353784386313
128,32,2,1024,1955.2111972290566
128,32,2,2048,2024.8752673257702
128,32,2,4096,2039.3336868996928
128,32,2,8192,2155.948575871173
128,32,4,1024,2072.1014562097316
128,32,4,2048,2169.9764422272788
128,32,4,4096,2242.76366736555
128,32,4,8192,2249.7440025628757
128,32,8,1024,2177.6619073685674
128,32,8,2048,2071.0879036026977
128,32,8,4096,2032.214859309114
128,32,8,8192,1784.9317442126357
128,64,1,1024,1916.3583032490617
128,64,1,2048,2222.1052112277303
128,64,1,4096,2218.831878379699
128,64,1,8192,2311.7969586887893
128,64,2,1024,2194.055515249422
128,64,2,2048,2318.6828720390963
128,64,2,4096,2475.6389061737077
128,64,2,8192,2620.4831337434784
128,64,4,1024,2470.122807274551
128,64,4,2048,2594.7594037530994
128,64,4,4096,2721.7126529522957
128,64,4,8192,2520.245647498253
128,64,8,1024,2412.2778580973186
128,64,8,2048,2724.8620727474913
128,64,8,4096,2686.770098504135
128,64,8,8192,2679.4380366454
128,128,1,1024,1416.6267709341007
128,128,1,2048,2007.5466520405673
128,128,1,4096,2343.120696286212
128,128,1,8192,2042.312551784987
128,128,2,1024,2327.8222585235476
128,128,2,2048,2067.386156839098
128,128,2,4096,2432.0230852610034
128,128,2,8192,3039.311225054668
128,128,4,1024,2176.775932941675
128,128,4,2048,2756.8152314712083
128,128,4,4096,3039.092965975907
128,128,4,8192,2929.732898533736
128,128,8,1024,2891.208301487974
128,128,8,2048,2966.836755315208
128,128,8,4096,3146.699272492948
128,128,8,8192,2917.0103900187255
128,256,1,1024,1403.1426627347091
128,256,1,2048,1886.0854430632844
128,256,1,4096,1957.4261689777695
128,256,1,8192,1970.064237235567
128,256,2,1024,2521.010564297961
128,256,2,2048,2169.6162382422704
128,256,2,4096,2487.219080626616
128,256,2,8192,3201.9744449982954
128,256,4,1024,2422.6072400688968
128,256,4,2048,2807.0429232637453
128,256,4,4096,3356.8009154954348
128,256,4,8192,3241.1786882976994
128,256,8,1024,2828.0066229236822
128,256,8,2048,3440.419017497296
128,256,8,4096,3310.5419713088118
128,256,8,8192,3416.974912171277
128,512,1,1024,1282.107247896069
128,512,1,2048,1759.641687172054
128,512,1,4096,1900.5041611593097
128,512,1,8192,1788.890529105246
128,512,2,1024,2214.700845012812
128,512,2,2048,2188.929206169658
128,512,2,4096,2251.2846482882046
128,512,2,8192,2471.65425009869
128,512,4,1024,2166.202119674682
128,512,4,2048,2497.995726715506
128,512,4,4096,3051.9162350549063
128,512,4,8192,2925.5332115512538
128,512,8,1024,2575.0517931300305
128,512,8,2048,2909.188963116765
128,512,8,4096,2873.4047421388
128,512,8,8192,3162.9528313315936
256,1,1,1024,75.37188719505524
256,1,1,2048,76.62201538581394
256,1,1,4096,79.35467428634594
256,1,1,8192,80.58789888704216
256,1,2,1024,80.51641552334792
256,1,2,2048,81.83864505480518
256,1,2,4096,81.28228724854263
256,1,2,8192,78.22100335920977
256,1,4,1024,81.04925814217745
256,1,4,2048,80.83790618778198
256,1,4,4096,81.14933218490378
256,1,4,8192,79.88234780093431
256,1,8,1024,81.7272948430068
256,1,8,2048,80.1547278118913
256,1,8,4096,80.79413020213734
256,1,8,8192,79.01609796652136
256,2,1,1024,165.59246122640664
256,2,1,2048,163.03173195149728
256,2,1,4096,167.87053727604487
256,2,1,8192,166.33775913737085
256,2,2,1024,161.09290255839488
256,2,2,2048,165.34902080220297
256,2,2,4096,165.62085690300907
256,2,2,8192,165.0988581399599
256,2,4,1024,165.9659724555234
256,2,4,2048,164.97601861247912
256,2,4,4096,167.24849053122378
256,2,4,8192,165.59357341679427
256,2,8,1024,167.00326564052583
256,2,8,2048,168.64208082977868
256,2,8,4096,166.88754998395967
256,2,8,8192,165.5654203832278
256,4,1,1024,312.41289853836525
256,4,1,2048,320.58084847067505
256,4,1,4096,326.27547524548584
256,4,1,8192,319.4855095954965
256,4,2,1024,326.8344411597854
256,4,2,2048,330.6287283360268
256,4,2,4096,335.63615088315424
256,4,2,8192,323.7743954472165
256,4,4,1024,324.6802222949471
256,4,4,2048,325.6151850300642
256,4,4,4096,334.2961528121905
256,4,4,8192,328.4477756248314
256,4,8,1024,332.4807896205508
256,4,8,2048,330.9139037198144
256,4,8,4096,330.73053773117385
256,4,8,8192,330.05790241281056
256,8,1,1024,703.7349497673081
256,8,1,2048,710.7478384935057
256,8,1,4096,714.0240010952572
256,8,1,8192,690.2001136020499
256,8,2,1024,715.6955437534257
256,8,2,2048,716.7955329553156
256,8,2,4096,708.2727049331756
256,8,2,8192,701.8028882534703
256,8,4,1024,721.9920946742305
256,8,4,2048,733.2057732494887
256,8,4,4096,719.6690574652685
256,8,4,8192,708.0919733234551
256,8,8,1024,729.7454539596497
256,8,8,2048,722.1040951804738
256,8,8,4096,732.0547049838747
256,8,8,8192,702.046606602747
256,16,1,1024,1417.084595010029
256,16,1,2048,1405.1903685098243
256,16,1,4096,1434.816445863796
256,16,1,8192,1564.6905592154956
256,16,2,1024,1419.0226853905122
256,16,2,2048,1442.8427787256815
256,16,2,4096,1482.0392104222885
256,16,2,8192,1597.8623160092993
256,16,4,1024,1492.3834454098658
256,16,4,2048,1499.7684377979128
256,16,4,4096,1481.799133258173
256,16,4,8192,1647.243372634911
256,16,8,1024,1481.435360493864
256,16,8,2048,1542.9676807791675
256,16,8,4096,1525.8827176771802
256,16,8,8192,1635.873838200893
256,32,1,1024,2246.493114719027
256,32,1,2048,2356.6804337145604
256,32,1,4096,2084.094131085391
256,32,1,8192,2405.805187836447
256,32,2,1024,2423.5843804435635
256,32,2,2048,2297.853700596571
256,32,2,4096,2340.1046023196673
256,32,2,8192,2791.4958348059768
256,32,4,1024,2415.458376382199
256,32,4,2048,2436.1393373518717
256,32,4,4096,2516.1362205648707
256,32,4,8192,2970.5182384636337
256,32,8,1024,2316.983510809019
256,32,8,2048,2500.8390908869883
256,32,8,4096,2546.5673758763896
256,32,8,8192,2979.7098470311867
256,64,1,1024,2459.603343653315
256,64,1,2048,2890.737910910557
256,64,1,4096,2575.9142669891867
256,64,1,8192,3026.7458794510335
256,64,2,1024,2928.2759001723443
256,64,2,2048,2842.4705994803594
256,64,2,4096,2813.559999766409
256,64,2,8192,3571.667001147564
256,64,4,1024,2877.992862468474
256,64,4,2048,3000.644058984517
256,64,4,4096,3141.113799181406
256,64,4,8192,3952.236498138864
256,64,8,1024,3034.8109525866585
256,64,8,2048,3065.301843221822
256,64,8,4096,3164.621854068571
256,64,8,8192,3928.872793610917
256,128,1,1024,1729.8502922021544
256,128,1,2048,2061.80022768591
256,128,1,4096,3273.84453808604
256,128,1,8192,3533.890834061976
256,128,2,1024,3333.085219011294
256,128,2,2048,3527.3004144924344
256,128,2,4096,3411.331810522493
256,128,2,8192,4602.984675678575
256,128,4,1024,3440.9650785371236
256,128,4,2048,3193.016078779607
256,128,4,4096,3427.876732326645
256,128,4,8192,5323.22104693272
256,128,8,1024,3577.0358281144313
256,128,8,2048,3779.815862874995
256,128,8,4096,3831.200724506663
256,128,8,8192,5316.5418896088395
256,256,1,1024,1235.8247467481892
256,256,1,2048,1257.6781793932867
256,256,1,4096,2174.692961031902
256,256,1,8192,2543.9527732990814
256,256,2,1024,2768.924741567583
256,256,2,2048,3021.767263305075
256,256,2,4096,2642.4102701681527
256,256,2,8192,3356.004437125788
256,256,4,1024,3247.4181593553635
256,256,4,2048,2956.196014654403
256,256,4,4096,3147.4635414618992
256,256,4,8192,5299.905024617928
256,256,8,1024,2935.568663457967
256,256,8,2048,3310.768716326695
256,256,8,4096,3902.3339588202307
256,256,8,8192,5400.687409289966
256,512,1,1024,1161.3612794509643
256,512,1,2048,1434.6368712699439
256,512,1,4096,1838.2129372531706
256,512,1,8192,2378.489417799026
256,512,2,1024,2566.9820949774135
256,512,2,2048,2112.834145397897
256,512,2,4096,2267.369233727853
256,512,2,8192,3149.3603474310053
256,512,4,1024,2681.261333708104
256,512,4,2048,2797.6507904176397
256,512,4,4096,2987.0682249880956
256,512,4,8192,4780.667197332077
256,512,8,1024,2547.341256819527
256,512,8,2048,2547.1952839096625
256,512,8,4096,3647.5516611867547
256,512,8,8192,4605.349482642528
