Alg,#WH,#Distributed,#Threads,Throughput
AriaFB-2,512,60,8,31321.766666666666
AriaFB-2,512,60,12,45138.700000000004
AriaFB-2,512,70,4,15309.433333333334
AriaFB-2,512,70,8,31099.600000000002
AriaFB-2,512,70,12,44878.833333333336
AriaFB-2,512,80,4,15223.566666666666
AriaFB-2,512,80,8,30970.5
AriaFB-2,512,80,12,44854.76666666666
AriaFB-2,512,90,4,15156.533333333333
AriaFB-2,512,90,8,30795.733333333334
AriaFB-2,512,90,12,44708.6
AriaFB-2,512,100,4,14958.266666666668
AriaFB-2,512,100,8,30576.63333333333
AriaFB-2,512,100,12,43904.200000000004
AriaFB-2,1024,0,4,17942.466666666667
AriaFB-2,1024,0,8,34625.86666666667
AriaFB-2,1024,0,12,49468.700000000004
AriaFB-2,1024,10,4,17845.566666666666
AriaFB-2,1024,10,8,34546.299999999996
AriaFB-2,1024,10,12,49387.666666666664
AriaFB-2,1024,20,4,17674.833333333332
AriaFB-2,1024,20,8,34322.53333333333
AriaFB-2,1024,20,12,48579.299999999996
AriaFB-2,1024,30,4,17598.066666666666
AriaFB-2,1024,30,8,34226.700000000004
AriaFB-2,1024,30,12,48428.9
AriaFB-2,1024,40,4,17363.433333333334
AriaFB-2,1024,40,8,34029.36666666667
AriaFB-2,1024,40,12,48638.5
AriaFB-2,1024,50,4,17263.3
AriaFB-2,1024,50,8,33933.6
AriaFB-2,1024,50,12,48676.13333333333
AriaFB-2,1024,60,4,17274.433333333334
AriaFB-2,1024,60,8,33822.6
AriaFB-2,1024,60,12,48536.46666666667
AriaFB-2,1024,70,4,17150.466666666667
AriaFB-2,1024,70,8,33601.96666666667
AriaFB-2,1024,70,12,48395.43333333333
AriaFB-2,1024,80,4,17064.733333333334
AriaFB-2,1024,80,8,33643.933333333334
AriaFB-2,1024,80,12,48236.23333333334
AriaFB-2,1024,90,4,17080.3
AriaFB-2,1024,90,8,33530.6
AriaFB-2,1024,90,12,48058.200000000004
AriaFB-2,1024,100,4,16914.8
AriaFB-2,1024,100,8,33347.96666666667
AriaFB-2,1024,100,12,47670.200000000004
AriaFB-4,1,0,8,8522.133333333333
AriaFB-4,1,0,12,9726.733333333334
AriaFB-4,1,10,8,8523.733333333334
AriaFB-4,1,10,12,9752.466666666667
AriaFB-4,1,20,8,8523.333333333334
AriaFB-4,1,20,12,9750.800000000001
AriaFB-4,1,30,8,8510.866666666667
AriaFB-4,1,30,12,9748.466666666667
AriaFB-4,1,40,8,8523.9
AriaFB-4,1,40,12,9750.9
AriaFB-4,1,50,8,8536.266666666666
AriaFB-4,1,50,12,9726.699999999999
AriaFB-4,1,60,8,8510.866666666667
AriaFB-4,1,60,12,9737.5
AriaFB-4,1,70,8,8538.766666666668
AriaFB-4,1,70,12,9748.0
AriaFB-4,1,80,8,8510.633333333333
AriaFB-4,1,80,12,9738.833333333334
AriaFB-4,1,90,8,8540.5
AriaFB-4,1,90,12,9749.1
AriaFB-4,1,100,8,8511.533333333333
AriaFB-4,1,100,12,9751.966666666667
AriaFB-4,2,0,8,13743.233333333332
AriaFB-4,2,0,12,16121.433333333334
AriaFB-4,2,10,8,11644.766666666668
AriaFB-4,2,10,12,14152.366666666667
AriaFB-4,2,20,8,10713.4
AriaFB-4,2,20,12,13489.666666666666
AriaFB-4,2,30,8,10123.199999999999
AriaFB-4,2,30,12,13036.766666666668
AriaFB-4,2,40,8,9678.666666666666
AriaFB-4,2,40,12,12705.333333333334
AriaFB-4,2,50,8,9384.066666666668
AriaFB-4,2,50,12,12482.533333333335
AriaFB-4,2,60,8,9070.933333333334
AriaFB-4,2,60,12,12194.833333333334
AriaFB-4,2,70,8,8856.466666666667
AriaFB-4,2,70,12,12060.966666666667
AriaFB-4,2,80,8,8689.066666666668
AriaFB-4,2,80,12,11922.366666666667
AriaFB-4,2,90,8,8615.133333333333
AriaFB-4,2,90,12,11852.433333333334
AriaFB-4,2,100,8,8555.800000000001
AriaFB-4,2,100,12,11783.0
AriaFB-4,4,0,8,19675.1
AriaFB-4,4,0,12,24251.3
AriaFB-4,4,10,8,16724.3
AriaFB-4,4,10,12,21073.433333333334
AriaFB-4,4,20,8,15186.4
AriaFB-4,4,20,12,19776.633333333335
AriaFB-4,4,30,8,13993.933333333334
AriaFB-4,4,30,12,18767.5
AriaFB-4,4,40,8,13120.533333333333
AriaFB-4,4,40,12,18039.3
AriaFB-4,4,50,8,12408.633333333333
AriaFB-4,4,50,12,17452.266666666666
AriaFB-4,4,60,8,11772.233333333332
AriaFB-4,4,60,12,16826.63333333333
AriaFB-4,4,70,8,11215.933333333334
AriaFB-4,4,70,12,16319.6
AriaFB-4,4,80,8,10732.766666666668
AriaFB-4,4,80,12,15870.133333333333
AriaFB-4,4,90,8,10343.0
AriaFB-4,4,90,12,15441.4
AriaFB-4,4,100,8,9930.699999999999
AriaFB-4,4,100,12,15022.199999999999
AriaFB-4,8,0,8,19800.36666666667
AriaFB-4,8,0,12,27536.566666666666
AriaFB-4,8,10,8,17262.933333333334
AriaFB-4,8,10,12,24599.100000000002
AriaFB-4,8,20,8,15717.9
AriaFB-4,8,20,12,23073.399999999998
AriaFB-4,8,30,8,14669.699999999999
AriaFB-4,8,30,12,21913.600000000002
AriaFB-4,8,40,8,13759.233333333332
AriaFB-4,8,40,12,21043.2
AriaFB-4,8,50,8,13085.366666666667
AriaFB-4,8,50,12,20239.133333333335
AriaFB-4,8,60,8,12490.1
AriaFB-4,8,60,12,19540.966666666667
AriaFB-4,8,70,8,11924.466666666667
AriaFB-4,8,70,12,18871.3
AriaFB-4,8,80,8,11466.1
AriaFB-4,8,80,12,18273.966666666667
AriaFB-4,8,90,8,10950.066666666666
AriaFB-4,8,90,12,17653.2
AriaFB-4,8,100,8,10633.566666666668
AriaFB-4,8,100,12,17232.266666666666
AriaFB-4,16,0,8,20112.5
AriaFB-4,16,0,12,29835.766666666666
AriaFB-4,16,10,8,17700.86666666667
AriaFB-4,16,10,12,27064.899999999998
AriaFB-4,16,20,8,16248.4
AriaFB-4,16,20,12,25482.266666666666
AriaFB-4,16,30,8,15208.300000000001
AriaFB-4,16,30,12,24275.8
AriaFB-4,16,40,8,14364.9
AriaFB-4,16,40,12,23294.100000000002
AriaFB-4,16,50,8,13688.533333333333
AriaFB-4,16,50,12,22396.566666666666
AriaFB-4,16,60,8,13024.066666666666
AriaFB-4,16,60,12,21622.399999999998
AriaFB-4,16,70,8,12506.800000000001
AriaFB-4,16,70,12,20892.5
AriaFB-4,16,80,8,12046.800000000001
AriaFB-4,16,80,12,20164.066666666666
AriaFB-4,16,90,8,11550.5
AriaFB-4,16,90,12,19486.466666666664
AriaFB-4,16,100,8,11220.300000000001
AriaFB-4,16,100,12,19003.133333333335
AriaFB-4,32,0,8,20718.266666666666
AriaFB-4,32,0,12,31828.600000000002
AriaFB-4,32,10,8,18524.166666666668
AriaFB-4,32,10,12,29401.466666666664
AriaFB-4,32,20,8,17093.033333333333
AriaFB-4,32,20,12,27829.666666666668
AriaFB-4,32,30,8,16055.066666666666
AriaFB-4,32,30,12,26542.233333333334
AriaFB-4,32,40,8,15230.666666666666
AriaFB-4,32,40,12,25451.900000000005
AriaFB-4,32,50,8,14534.300000000001
AriaFB-4,32,50,12,24531.433333333334
AriaFB-4,32,60,8,13870.633333333333
AriaFB-4,32,60,12,23618.933333333334
AriaFB-4,32,70,8,13375.766666666668
AriaFB-4,32,70,12,22983.899999999998
AriaFB-4,32,80,8,12854.033333333333
AriaFB-4,32,80,12,22180.733333333334
AriaFB-4,32,90,8,12418.766666666668
AriaFB-4,32,90,12,21429.100000000002
AriaFB-4,32,100,8,11985.333333333334
AriaFB-4,32,100,12,20839.466666666664
AriaFB-4,64,0,8,21963.033333333336
AriaFB-4,64,0,12,34390.53333333333
AriaFB-4,64,10,8,20004.833333333332
AriaFB-4,64,10,12,32220.166666666668
AriaFB-4,64,20,8,18610.8
AriaFB-4,64,20,12,30593.266666666666
AriaFB-4,64,30,8,17499.333333333332
AriaFB-4,64,30,12,29301.100000000002
AriaFB-4,64,40,8,16698.233333333334
AriaFB-4,64,40,12,28345.36666666667
AriaFB-4,64,50,8,15966.233333333332
AriaFB-4,64,50,12,27293.13333333333
AriaFB-4,64,60,8,15354.266666666668
AriaFB-4,64,60,12,26467.466666666664
AriaFB-4,64,70,8,14820.333333333334
AriaFB-4,64,70,12,25707.566666666666
AriaFB-4,64,80,8,14252.799999999997
AriaFB-4,64,80,12,24832.899999999998
AriaFB-4,64,90,8,13727.800000000001
AriaFB-4,64,90,12,24179.666666666668
AriaFB-4,64,100,8,13385.733333333332
AriaFB-4,64,100,12,23455.899999999998
AriaFB-4,128,0,8,24246.3
AriaFB-4,128,0,12,37733.700000000004
AriaFB-4,128,10,8,22611.266666666666
AriaFB-4,128,10,12,35927.566666666666
AriaFB-4,128,20,8,21314.333333333332
AriaFB-4,128,20,12,34410.26666666667
AriaFB-4,128,30,8,20221.966666666667
AriaFB-4,128,30,12,33471.066666666666
AriaFB-4,128,40,8,19517.433333333334
AriaFB-4,128,40,12,32288.966666666664
AriaFB-4,128,50,8,18752.7
AriaFB-4,128,50,12,31371.5
AriaFB-4,128,60,8,18111.5
AriaFB-4,128,60,12,30639.86666666667
AriaFB-4,128,70,8,17599.666666666668
AriaFB-4,128,70,12,29853.7
AriaFB-4,128,80,8,16919.733333333334
AriaFB-4,128,80,12,29140.600000000002
AriaFB-4,128,90,8,16314.766666666668
AriaFB-4,128,90,12,28345.966666666664
AriaFB-4,128,100,8,15937.4
AriaFB-4,128,100,12,27604.8
AriaFB-4,256,0,8,27412.933333333334
AriaFB-4,256,0,12,41802.299999999996
AriaFB-4,256,10,8,26209.5
AriaFB-4,256,10,12,40357.13333333333
AriaFB-4,256,20,8,25117.033333333336
AriaFB-4,256,20,12,39204.333333333336
AriaFB-4,256,30,8,24162.3
AriaFB-4,256,30,12,38522.56666666667
AriaFB-4,256,40,8,23370.100000000002
AriaFB-4,256,40,12,37612.43333333333
AriaFB-4,256,50,8,22717.100000000002
AriaFB-4,256,50,12,36850.666666666664
AriaFB-4,256,60,8,22156.63333333333
AriaFB-4,256,60,12,36197.63333333333
AriaFB-4,256,70,8,21600.633333333335
AriaFB-4,256,70,12,35382.6
AriaFB-4,256,80,8,20968.13333333333
AriaFB-4,256,80,12,34666.03333333333
AriaFB-4,256,90,8,20536.266666666666
AriaFB-4,256,90,12,34118.23333333333
AriaFB-4,256,100,8,20061.266666666666
AriaFB-4,256,100,12,33622.73333333333
AriaFB-4,512,0,8,30797.100000000002
AriaFB-4,512,0,12,45387.93333333333
AriaFB-4,512,10,8,29986.966666666664
AriaFB-4,512,10,12,44944.0
AriaFB-4,512,20,8,29154.033333333336
AriaFB-4,512,20,12,44193.0
AriaFB-4,512,30,8,28408.733333333334
AriaFB-4,512,30,12,43314.799999999996
AriaFB-4,512,40,8,27930.0
AriaFB-4,512,40,12,42917.1
AriaFB-4,512,50,8,27133.56666666667
AriaFB-4,512,50,12,42311.0
AriaFB-4,512,60,8,26730.100000000002
AriaFB-4,512,60,12,41672.03333333333
AriaFB-4,512,70,8,26208.033333333336
AriaFB-4,512,70,12,41232.43333333333
AriaFB-4,512,80,8,25705.0
AriaFB-4,512,80,12,40774.833333333336
AriaFB-4,512,90,8,25523.266666666666
AriaFB-4,512,90,12,40362.23333333333
AriaFB-4,512,100,8,24921.7
AriaFB-4,512,100,12,39525.13333333333
AriaFB-4,1024,0,8,33265.666666666664
AriaFB-4,1024,0,12,48540.13333333333
AriaFB-4,1024,10,8,32871.066666666666
AriaFB-4,1024,10,12,48158.53333333333
AriaFB-4,1024,20,8,32433.86666666667
AriaFB-4,1024,20,12,47739.5
AriaFB-4,1024,30,8,31957.0
AriaFB-4,1024,30,12,47162.0
AriaFB-4,1024,40,8,31512.733333333334
AriaFB-4,1024,40,12,47031.06666666667
AriaFB-4,1024,50,8,31131.733333333334
AriaFB-4,1024,50,12,46649.700000000004
AriaFB-4,1024,60,8,30791.5
AriaFB-4,1024,60,12,46099.76666666666
AriaFB-4,1024,70,8,30535.066666666666
AriaFB-4,1024,70,12,45957.76666666666
AriaFB-4,1024,80,8,30178.8
AriaFB-4,1024,80,12,45453.166666666664
AriaFB-4,1024,90,8,29769.93333333333
AriaFB-4,1024,90,12,45339.56666666667
AriaFB-4,1024,100,8,29600.399999999998
AriaFB-4,1024,100,12,44768.93333333333
AriaFB-6,1,0,8,-1.0
AriaFB-6,1,0,12,9073.866666666667
AriaFB-6,1,10,8,-1.0
AriaFB-6,1,10,12,9087.233333333332
AriaFB-6,1,20,8,-1.0
AriaFB-6,1,20,12,9072.733333333332
AriaFB-6,1,30,8,-1.0
AriaFB-6,1,30,12,9073.800000000001
AriaFB-6,1,40,8,-1.0
AriaFB-6,1,40,12,9088.166666666666
AriaFB-6,1,50,8,-1.0
AriaFB-6,1,50,12,9060.733333333332
AriaFB-6,1,60,8,-1.0
AriaFB-6,1,60,12,9060.766666666668
AriaFB-6,1,70,8,-1.0
AriaFB-6,1,70,12,9060.6
AriaFB-6,1,80,8,-1.0
AriaFB-6,1,80,12,9059.9
AriaFB-6,1,90,8,-1.0
AriaFB-6,1,90,12,9060.166666666666
AriaFB-6,1,100,8,-1.0
AriaFB-6,1,100,12,9093.333333333334
AriaFB-6,2,0,8,-1.0
AriaFB-6,2,0,12,15302.433333333334
AriaFB-6,2,10,8,-1.0
AriaFB-6,2,10,12,12771.9
AriaFB-6,2,20,8,-1.0
AriaFB-6,2,20,12,11731.533333333333
AriaFB-6,2,30,8,-1.0
AriaFB-6,2,30,12,10967.699999999999
AriaFB-6,2,40,8,-1.0
AriaFB-6,2,40,12,10451.633333333333
AriaFB-6,2,50,8,-1.0
AriaFB-6,2,50,12,10098.966666666667
AriaFB-6,2,60,8,-1.0
AriaFB-6,2,60,12,9752.066666666666
AriaFB-6,2,70,8,-1.0
AriaFB-6,2,70,12,9457.4
AriaFB-6,2,80,8,-1.0
AriaFB-6,2,80,12,9238.166666666666
AriaFB-6,2,90,8,-1.0
AriaFB-6,2,90,12,9182.5
AriaFB-6,2,100,8,-1.0
AriaFB-6,2,100,12,9067.6
AriaFB-6,4,0,8,-1.0
AriaFB-6,4,0,12,23544.0
AriaFB-6,4,10,8,-1.0
AriaFB-6,4,10,12,19344.966666666667
AriaFB-6,4,20,8,-1.0
AriaFB-6,4,20,12,17246.2
AriaFB-6,4,30,8,-1.0
AriaFB-6,4,30,12,15736.533333333333
AriaFB-6,4,40,8,-1.0
AriaFB-6,4,40,12,14649.699999999999
AriaFB-6,4,50,8,-1.0
AriaFB-6,4,50,12,13737.966666666667
AriaFB-6,4,60,8,-1.0
AriaFB-6,4,60,12,12909.1
AriaFB-6,4,70,8,-1.0
AriaFB-6,4,70,12,12305.933333333334
AriaFB-6,4,80,8,-1.0
AriaFB-6,4,80,12,11646.266666666668
AriaFB-6,4,90,8,-1.0
AriaFB-6,4,90,12,11235.566666666666
AriaFB-6,4,100,8,-1.0
AriaFB-6,4,100,12,10762.0
AriaFB-6,8,0,8,-1.0
AriaFB-6,8,0,12,24197.100000000002
AriaFB-6,8,10,8,-1.0
AriaFB-6,8,10,12,21611.666666666668
AriaFB-6,8,20,8,-1.0
AriaFB-6,8,20,12,19762.066666666666
AriaFB-6,8,30,8,-1.0
AriaFB-6,8,30,12,18427.066666666666
AriaFB-6,8,40,8,-1.0
AriaFB-6,8,40,12,17263.266666666666
AriaFB-6,8,50,8,-1.0
AriaFB-6,8,50,12,16246.699999999999
AriaFB-6,8,60,8,-1.0
AriaFB-6,8,60,12,15355.633333333333
AriaFB-6,8,70,8,-1.0
AriaFB-6,8,70,12,14492.300000000001
AriaFB-6,8,80,8,-1.0
AriaFB-6,8,80,12,13909.566666666666
AriaFB-6,8,90,8,-1.0
AriaFB-6,8,90,12,13171.066666666666
AriaFB-6,8,100,8,-1.0
AriaFB-6,8,100,12,12650.166666666666
AriaFB-6,16,0,8,-1.0
AriaFB-6,16,0,12,27844.7
AriaFB-6,16,10,8,-1.0
AriaFB-6,16,10,12,24360.566666666666
AriaFB-6,16,20,8,-1.0
AriaFB-6,16,20,12,22070.8
AriaFB-6,16,30,8,-1.0
AriaFB-6,16,30,12,20325.433333333334
AriaFB-6,16,40,8,-1.0
AriaFB-6,16,40,12,19063.966666666664
AriaFB-6,16,50,8,-1.0
AriaFB-6,16,50,12,17961.933333333334
AriaFB-6,16,60,8,-1.0
AriaFB-6,16,60,12,16972.466666666664
AriaFB-6,16,70,8,-1.0
AriaFB-6,16,70,12,15982.0
AriaFB-6,16,80,8,-1.0
AriaFB-6,16,80,12,15287.699999999999
AriaFB-6,16,90,8,-1.0
AriaFB-6,16,90,12,14501.733333333332
AriaFB-6,16,100,8,-1.0
AriaFB-6,16,100,12,13946.866666666667
AriaFB-6,32,0,8,-1.0
AriaFB-6,32,0,12,29231.233333333334
AriaFB-6,32,10,8,-1.0
AriaFB-6,32,10,12,25779.933333333334
AriaFB-6,32,20,8,-1.0
AriaFB-6,32,20,12,23581.466666666664
AriaFB-6,32,30,8,-1.0
AriaFB-6,32,30,12,21765.133333333335
AriaFB-6,32,40,8,-1.0
AriaFB-6,32,40,12,20451.100000000002
AriaFB-6,32,50,8,-1.0
AriaFB-6,32,50,12,19224.7
AriaFB-6,32,60,8,-1.0
AriaFB-6,32,60,12,18193.033333333333
AriaFB-6,32,70,8,-1.0
AriaFB-6,32,70,12,17341.600000000002
AriaFB-6,32,80,8,-1.0
AriaFB-6,32,80,12,16530.433333333334
AriaFB-6,32,90,8,-1.0
AriaFB-6,32,90,12,15839.966666666667
AriaFB-6,32,100,8,-1.0
AriaFB-6,32,100,12,15174.266666666668
AriaFB-6,64,0,8,-1.0
AriaFB-6,64,0,12,31353.566666666666
AriaFB-6,64,10,8,-1.0
AriaFB-6,64,10,12,28186.5
AriaFB-6,64,20,8,-1.0
AriaFB-6,64,20,12,25947.566666666666
AriaFB-6,64,30,8,-1.0
AriaFB-6,64,30,12,24077.966666666664
AriaFB-6,64,40,8,-1.0
AriaFB-6,64,40,12,22585.966666666664
AriaFB-6,64,50,8,-1.0
AriaFB-6,64,50,12,21482.033333333333
AriaFB-6,64,60,8,-1.0
AriaFB-6,64,60,12,20418.533333333333
AriaFB-6,64,70,8,-1.0
AriaFB-6,64,70,12,19502.933333333334
AriaFB-6,64,80,8,-1.0
AriaFB-6,64,80,12,18548.833333333332
AriaFB-6,64,90,8,-1.0
AriaFB-6,64,90,12,17735.8
AriaFB-6,64,100,8,-1.0
AriaFB-6,64,100,12,17031.233333333334
AriaFB-6,128,0,8,-1.0
AriaFB-6,128,0,12,34456.700000000004
AriaFB-6,128,10,8,-1.0
AriaFB-6,128,10,12,31897.266666666666
AriaFB-6,128,20,8,-1.0
AriaFB-6,128,20,12,29730.5
AriaFB-6,128,30,8,-1.0
AriaFB-6,128,30,12,27905.733333333334
AriaFB-6,128,40,8,-1.0
AriaFB-6,128,40,12,26406.86666666667
AriaFB-6,128,50,8,-1.0
AriaFB-6,128,50,12,25405.8
AriaFB-6,128,60,8,-1.0
AriaFB-6,128,60,12,24164.7
AriaFB-6,128,70,8,-1.0
AriaFB-6,128,70,12,23239.166666666668
AriaFB-6,128,80,8,-1.0
AriaFB-6,128,80,12,22287.600000000002
AriaFB-6,128,90,8,-1.0
AriaFB-6,128,90,12,21304.633333333335
AriaFB-6,128,100,8,-1.0
AriaFB-6,128,100,12,20657.333333333332
AriaFB-6,256,0,8,-1.0
AriaFB-6,256,0,12,39019.53333333333
AriaFB-6,256,10,8,-1.0
AriaFB-6,256,10,12,36902.299999999996
AriaFB-6,256,20,8,-1.0
AriaFB-6,256,20,12,35126.46666666667
AriaFB-6,256,30,8,-1.0
AriaFB-6,256,30,12,33585.666666666664
AriaFB-6,256,40,8,-1.0
AriaFB-6,256,40,12,32260.733333333334
AriaFB-6,256,50,8,-1.0
AriaFB-6,256,50,12,30661.86666666667
AriaFB-6,256,60,8,-1.0
AriaFB-6,256,60,12,30141.533333333336
AriaFB-6,256,70,8,-1.0
AriaFB-6,256,70,12,28896.3
AriaFB-6,256,80,8,-1.0
AriaFB-6,256,80,12,27865.533333333336
AriaFB-6,256,90,8,-1.0
AriaFB-6,256,90,12,27252.13333333333
AriaFB-6,256,100,8,-1.0
AriaFB-6,256,100,12,26462.86666666667
AriaFB-6,512,0,8,-1.0
AriaFB-6,512,0,12,43314.96666666667
AriaFB-6,512,10,8,-1.0
AriaFB-6,512,10,12,41811.76666666667
AriaFB-6,512,20,8,-1.0
AriaFB-6,512,20,12,40815.36666666667
AriaFB-6,512,30,8,-1.0
AriaFB-6,512,30,12,39517.23333333333
AriaFB-6,512,40,8,-1.0
AriaFB-6,512,40,12,38590.06666666667
AriaFB-6,512,50,8,-1.0
AriaFB-6,512,50,12,37380.23333333333
AriaFB-6,512,60,8,-1.0
AriaFB-6,512,60,12,36529.5
AriaFB-6,512,70,8,-1.0
AriaFB-6,512,70,12,35810.4
AriaFB-6,512,80,8,-1.0
AriaFB-6,512,80,12,34994.13333333334
AriaFB-6,512,90,8,-1.0
AriaFB-6,512,90,12,34480.26666666667
AriaFB-6,512,100,8,-1.0
AriaFB-6,512,100,12,33610.0
AriaFB-6,1024,0,8,-1.0
AriaFB-6,1024,0,12,46830.26666666666
AriaFB-6,1024,10,8,-1.0
AriaFB-6,1024,10,12,46251.13333333333
AriaFB-6,1024,20,8,-1.0
AriaFB-6,1024,20,12,45271.23333333334
AriaFB-6,1024,30,8,-1.0
AriaFB-6,1024,30,12,44676.36666666667
AriaFB-6,1024,40,8,-1.0
AriaFB-6,1024,40,12,44194.200000000004
AriaFB-6,1024,50,8,-1.0
AriaFB-6,1024,50,12,43354.26666666667
AriaFB-6,1024,60,8,-1.0
AriaFB-6,1024,60,12,42749.833333333336
AriaFB-6,1024,70,8,-1.0
AriaFB-6,1024,70,12,42091.1
AriaFB-6,1024,80,8,-1.0
AriaFB-6,1024,80,12,41399.166666666664
AriaFB-6,1024,90,8,-1.0
AriaFB-6,1024,90,12,41127.73333333334
AriaFB-6,1024,100,8,-1.0
AriaFB-6,1024,100,12,40454.46666666667
Bohm,1,0,1,4983.633333333334
Bohm,1,0,2,8372.833333333334
Bohm,1,0,4,14136.166666666666
Bohm,1,0,8,21857.3
Bohm,1,0,12,28727.033333333336
Bohm,1,10,1,4980.166666666667
Bohm,1,10,2,8367.5
Bohm,1,10,4,14139.6
Bohm,1,10,8,21812.3
Bohm,1,10,12,28801.7
Bohm,1,20,1,4984.133333333334
Bohm,1,20,2,8354.733333333332
Bohm,1,20,4,14141.6
Bohm,1,20,8,21846.433333333334
Bohm,1,20,12,28648.86666666667
Bohm,1,30,1,4981.466666666667
Bohm,1,30,2,8354.333333333334
Bohm,1,30,4,14140.0
Bohm,1,30,8,21841.333333333332
Bohm,1,30,12,28787.5
Bohm,1,40,1,4983.966666666666
Bohm,1,40,2,8381.433333333332
Bohm,1,40,4,14143.433333333334
Bohm,1,40,8,21824.5
Bohm,1,40,12,28735.766666666666
Bohm,1,50,1,4978.066666666667
Bohm,1,50,2,8367.133333333333
Bohm,1,50,4,14122.333333333334
Bohm,1,50,8,21788.033333333336
Bohm,1,50,12,28783.8
Bohm,1,60,1,4980.466666666667
Bohm,1,60,2,8361.8
Bohm,1,60,4,14139.166666666666
Bohm,1,60,8,21771.133333333335
Bohm,1,60,12,28835.966666666664
Bohm,1,70,1,4979.666666666667
Bohm,1,70,2,8342.066666666668
Bohm,1,70,4,14140.699999999999
Bohm,1,70,8,21865.966666666664
Bohm,1,70,12,28659.600000000002
Bohm,1,80,1,4984.233333333334
Bohm,1,80,2,8362.466666666665
Bohm,1,80,4,14122.566666666666
Bohm,1,80,8,21821.266666666666
Bohm,1,80,12,28815.533333333336
Bohm,1,90,1,4978.6
Bohm,1,90,2,8375.466666666667
Bohm,1,90,4,14134.199999999999
Bohm,1,90,8,21820.2
Bohm,1,90,12,28808.766666666666
Bohm,1,100,1,4978.6
Bohm,1,100,2,8370.166666666666
Bohm,1,100,4,14142.833333333334
Bohm,1,100,8,21791.566666666666
Bohm,1,100,12,28795.233333333334
Bohm,2,0,1,5055.3
Bohm,2,0,2,9053.0
Bohm,2,0,4,15794.933333333334
Bohm,2,0,8,26235.86666666667
Bohm,2,0,12,35235.799999999996
Bohm,2,10,1,5039.566666666667
Bohm,2,10,2,9109.033333333333
Bohm,2,10,4,15827.633333333333
Bohm,2,10,8,26267.2
Bohm,2,10,12,35278.166666666664
Bohm,2,20,1,5044.833333333333
Bohm,2,20,2,9056.066666666668
Bohm,2,20,4,15769.966666666667
Bohm,2,20,8,26264.166666666668
Bohm,2,20,12,35144.299999999996
Bohm,2,30,1,5026.233333333334
Bohm,2,30,2,9040.433333333334
Bohm,2,30,4,15765.4
Bohm,2,30,8,26303.0
Bohm,2,30,12,35227.1
Bohm,2,40,1,5089.833333333333
Bohm,2,40,2,9065.866666666667
Bohm,2,40,4,15812.299999999997
Bohm,2,40,8,26303.066666666666
Bohm,2,40,12,35272.26666666667
Bohm,2,50,1,5073.066666666667
Bohm,2,50,2,9069.199999999999
Bohm,2,50,4,15819.166666666666
Bohm,2,50,8,26223.0
Bohm,2,50,12,35228.43333333333
Bohm,2,60,1,5047.666666666667
Bohm,2,60,2,9056.300000000001
Bohm,2,60,4,15779.800000000001
Bohm,2,60,8,26190.966666666664
Bohm,2,60,12,35210.433333333334
Bohm,2,70,1,5069.3
Bohm,2,70,2,9034.033333333333
Bohm,2,70,4,15759.366666666667
Bohm,2,70,8,26195.13333333333
Bohm,2,70,12,35203.833333333336
Bohm,2,80,1,5074.900000000001
Bohm,2,80,2,9071.133333333333
Bohm,2,80,4,15754.766666666668
Bohm,2,80,8,26216.666666666668
Bohm,2,80,12,35263.46666666667
Bohm,2,90,1,5068.900000000001
Bohm,2,90,2,9050.0
Bohm,2,90,4,15769.700000000003
Bohm,2,90,8,26261.766666666666
Bohm,2,90,12,35230.96666666667
Bohm,2,100,1,5038.7
Bohm,2,100,2,9033.033333333333
Bohm,2,100,4,15780.9
Bohm,2,100,8,26209.433333333334
Bohm,2,100,12,35267.833333333336
Bohm,4,0,1,5109.599999999999
Bohm,4,0,2,9222.5
Bohm,4,0,4,16898.3
Bohm,4,0,8,29296.0
Bohm,4,0,12,39659.700000000004
Bohm,4,10,1,5121.466666666667
Bohm,4,10,2,9302.2
Bohm,4,10,4,16983.100000000002
Bohm,4,10,8,29334.666666666668
Bohm,4,10,12,39630.76666666667
Bohm,4,20,1,5094.033333333333
Bohm,4,20,2,9227.033333333333
Bohm,4,20,4,16871.2
Bohm,4,20,8,29281.433333333334
Bohm,4,20,12,39673.6
Bohm,4,30,1,5076.133333333333
Bohm,4,30,2,9233.1
Bohm,4,30,4,16922.666666666668
Bohm,4,30,8,29300.733333333334
Bohm,4,30,12,39642.0
Bohm,4,40,1,5121.933333333333
Bohm,4,40,2,9251.266666666668
Bohm,4,40,4,16952.8
Bohm,4,40,8,29309.466666666664
Bohm,4,40,12,39610.666666666664
Bohm,4,50,1,5082.2
Bohm,4,50,2,9208.333333333334
Bohm,4,50,4,16921.966666666667
Bohm,4,50,8,29345.13333333333
Bohm,4,50,12,39583.03333333333
Bohm,4,60,1,5080.400000000001
Bohm,4,60,2,9223.933333333334
Bohm,4,60,4,16926.333333333332
Bohm,4,60,8,29260.333333333332
Bohm,4,60,12,39569.166666666664
Bohm,4,70,1,5069.866666666667
Bohm,4,70,2,9211.166666666666
Bohm,4,70,4,16880.8
Bohm,4,70,8,29258.7
Bohm,4,70,12,39561.46666666667
Bohm,4,80,1,5069.7
Bohm,4,80,2,9225.766666666668
Bohm,4,80,4,16912.8
Bohm,4,80,8,29292.86666666667
Bohm,4,80,12,39599.9
