Alg,#WH,#Distributed,#Threads,Throughput
AriaFB-1,8,40,8,17356.600000000002
AriaFB-1,8,40,12,20081.233333333334
AriaFB-1,8,50,2,5454.733333333334
AriaFB-1,8,50,4,11051.199999999999
AriaFB-1,8,50,8,17451.0
AriaFB-1,8,50,12,20273.966666666664
AriaFB-1,8,60,2,5428.599999999999
AriaFB-1,8,60,4,11129.266666666668
AriaFB-1,8,60,8,17433.066666666666
AriaFB-1,8,60,12,20139.466666666667
AriaFB-1,8,70,2,5454.466666666667
AriaFB-1,8,70,4,11085.9
AriaFB-1,8,70,8,17372.8
AriaFB-1,8,70,12,20123.2
AriaFB-1,8,80,2,5484.400000000001
AriaFB-1,8,80,4,11145.666666666666
AriaFB-1,8,80,8,17436.86666666667
AriaFB-1,8,80,12,20298.166666666668
AriaFB-1,8,90,2,5468.766666666667
AriaFB-1,8,90,4,11122.800000000001
AriaFB-1,8,90,8,17385.600000000002
AriaFB-1,8,90,12,20089.2
AriaFB-1,8,100,2,5471.933333333333
AriaFB-1,8,100,4,11132.633333333333
AriaFB-1,8,100,8,17418.666666666668
AriaFB-1,8,100,12,20252.7
AriaFB-1,16,0,2,5551.7
AriaFB-1,16,0,4,11714.199999999999
AriaFB-1,16,0,8,20338.833333333332
AriaFB-1,16,0,12,25022.100000000002
AriaFB-1,16,10,2,5576.5
AriaFB-1,16,10,4,11777.366666666667
AriaFB-1,16,10,8,20268.833333333332
AriaFB-1,16,10,12,25114.399999999998
AriaFB-1,16,20,2,5563.333333333333
AriaFB-1,16,20,4,11760.833333333334
AriaFB-1,16,20,8,20375.8
AriaFB-1,16,20,12,25160.766666666666
AriaFB-1,16,30,2,5571.566666666667
AriaFB-1,16,30,4,11747.799999999997
AriaFB-1,16,30,8,20343.5
AriaFB-1,16,30,12,24928.466666666664
AriaFB-1,16,40,2,5536.333333333333
AriaFB-1,16,40,4,11737.4
AriaFB-1,16,40,8,20298.466666666667
AriaFB-1,16,40,12,24916.966666666664
AriaFB-1,16,50,2,5519.566666666667
AriaFB-1,16,50,4,11726.533333333333
AriaFB-1,16,50,8,20297.600000000002
AriaFB-1,16,50,12,25077.2
AriaFB-1,16,60,2,5514.5
AriaFB-1,16,60,4,11736.4
AriaFB-1,16,60,8,20266.233333333334
AriaFB-1,16,60,12,25024.266666666666
AriaFB-1,16,70,2,5526.733333333334
AriaFB-1,16,70,4,11766.766666666668
AriaFB-1,16,70,8,20278.3
AriaFB-1,16,70,12,25103.066666666666
AriaFB-1,16,80,2,5565.566666666667
AriaFB-1,16,80,4,11710.366666666667
AriaFB-1,16,80,8,20298.8
AriaFB-1,16,80,12,25153.63333333333
AriaFB-1,16,90,2,5557.8
AriaFB-1,16,90,4,11757.166666666666
AriaFB-1,16,90,8,20269.166666666668
AriaFB-1,16,90,12,25073.166666666668
AriaFB-1,16,100,2,5540.366666666666
AriaFB-1,16,100,4,11704.300000000001
AriaFB-1,16,100,8,20268.399999999998
AriaFB-1,16,100,12,24996.86666666667
AriaFB-1,32,0,2,5731.899999999999
AriaFB-1,32,0,4,12402.666666666666
AriaFB-1,32,0,8,22867.2
AriaFB-1,32,0,12,29986.36666666667
AriaFB-1,32,10,2,5771.099999999999
AriaFB-1,32,10,4,12445.366666666667
AriaFB-1,32,10,8,22864.13333333333
AriaFB-1,32,10,12,30128.600000000002
AriaFB-1,32,20,2,5767.966666666667
AriaFB-1,32,20,4,12462.766666666668
AriaFB-1,32,20,8,22855.899999999998
AriaFB-1,32,20,12,30232.966666666664
AriaFB-1,32,30,2,5742.566666666667
AriaFB-1,32,30,4,12406.366666666667
AriaFB-1,32,30,8,22746.166666666668
AriaFB-1,32,30,12,29874.13333333333
AriaFB-1,32,40,2,5734.166666666667
AriaFB-1,32,40,4,12434.233333333332
AriaFB-1,32,40,8,22828.36666666667
AriaFB-1,32,40,12,30057.7
AriaFB-1,32,50,2,5722.466666666667
AriaFB-1,32,50,4,12436.1
AriaFB-1,32,50,8,22869.266666666663
AriaFB-1,32,50,12,30047.899999999998
AriaFB-1,32,60,2,5753.166666666667
AriaFB-1,32,60,4,12395.6
AriaFB-1,32,60,8,22799.36666666667
AriaFB-1,32,60,12,29690.533333333336
AriaFB-1,32,70,2,5764.166666666667
AriaFB-1,32,70,4,12488.700000000003
AriaFB-1,32,70,8,22910.13333333333
AriaFB-1,32,70,12,29976.966666666664
AriaFB-1,32,80,2,5742.3
AriaFB-1,32,80,4,12416.699999999999
AriaFB-1,32,80,8,22857.86666666667
AriaFB-1,32,80,12,29858.533333333336
AriaFB-1,32,90,2,5730.900000000001
AriaFB-1,32,90,4,12422.433333333334
AriaFB-1,32,90,8,22845.3
AriaFB-1,32,90,12,29885.5
AriaFB-1,32,100,2,5770.5
AriaFB-1,32,100,4,12432.166666666666
AriaFB-1,32,100,8,22856.13333333333
AriaFB-1,32,100,12,30093.333333333332
AriaFB-1,64,0,2,6130.566666666667
AriaFB-1,64,0,4,13273.333333333334
AriaFB-1,64,0,8,25253.333333333332
AriaFB-1,64,0,12,34740.066666666666
AriaFB-1,64,10,2,6171.3
AriaFB-1,64,10,4,13336.766666666668
AriaFB-1,64,10,8,25372.100000000002
AriaFB-1,64,10,12,34787.833333333336
AriaFB-1,64,20,2,6149.433333333333
AriaFB-1,64,20,4,13336.366666666667
AriaFB-1,64,20,8,25207.666666666668
AriaFB-1,64,20,12,34693.066666666666
AriaFB-1,64,30,2,6122.400000000001
AriaFB-1,64,30,4,13316.5
AriaFB-1,64,30,8,25258.266666666666
AriaFB-1,64,30,12,34693.03333333333
AriaFB-1,64,40,2,6082.233333333334
AriaFB-1,64,40,4,13319.366666666667
AriaFB-1,64,40,8,25242.8
AriaFB-1,64,40,12,34622.1
AriaFB-1,64,50,2,6116.666666666667
AriaFB-1,64,50,4,13314.5
AriaFB-1,64,50,8,25248.399999999998
AriaFB-1,64,50,12,34798.1
AriaFB-1,64,60,2,6133.599999999999
AriaFB-1,64,60,4,13316.266666666668
AriaFB-1,64,60,8,25281.033333333336
AriaFB-1,64,60,12,34722.96666666667
AriaFB-1,64,70,2,6117.566666666667
AriaFB-1,64,70,4,13360.5
AriaFB-1,64,70,8,25295.166666666668
AriaFB-1,64,70,12,34653.6
AriaFB-1,64,80,2,6092.366666666666
AriaFB-1,64,80,4,13352.300000000001
AriaFB-1,64,80,8,25307.36666666667
AriaFB-1,64,80,12,34705.63333333333
AriaFB-1,64,90,2,6153.366666666666
AriaFB-1,64,90,4,13387.466666666667
AriaFB-1,64,90,8,25306.63333333333
AriaFB-1,64,90,12,34910.53333333333
AriaFB-1,64,100,2,6155.7
AriaFB-1,64,100,4,13321.133333333333
AriaFB-1,64,100,8,25240.899999999998
AriaFB-1,64,100,12,34883.63333333333
AriaFB-1,128,0,2,6790.533333333333
AriaFB-1,128,0,4,14575.333333333334
AriaFB-1,128,0,8,27959.400000000005
AriaFB-1,128,0,12,39154.1
AriaFB-1,128,10,2,6850.866666666666
AriaFB-1,128,10,4,14659.433333333334
AriaFB-1,128,10,8,28028.86666666667
AriaFB-1,128,10,12,39123.96666666667
AriaFB-1,128,20,2,6819.366666666666
AriaFB-1,128,20,4,14625.566666666666
AriaFB-1,128,20,8,28040.933333333334
AriaFB-1,128,20,12,39433.36666666667
AriaFB-1,128,30,2,6849.066666666667
AriaFB-1,128,30,4,14675.6
AriaFB-1,128,30,8,27958.233333333334
AriaFB-1,128,30,12,39296.43333333333
AriaFB-1,128,40,2,6805.466666666667
AriaFB-1,128,40,4,14646.766666666668
AriaFB-1,128,40,8,27973.2
AriaFB-1,128,40,12,39133.200000000004
AriaFB-1,128,50,2,6795.599999999999
AriaFB-1,128,50,4,14590.933333333334
AriaFB-1,128,50,8,27924.166666666668
AriaFB-1,128,50,12,39305.5
AriaFB-1,128,60,2,6814.600000000001
AriaFB-1,128,60,4,14615.9
AriaFB-1,128,60,8,27995.600000000002
AriaFB-1,128,60,12,39385.53333333333
AriaFB-1,128,70,2,6805.166666666667
AriaFB-1,128,70,4,14661.066666666666
AriaFB-1,128,70,8,27979.833333333332
AriaFB-1,128,70,12,39227.200000000004
AriaFB-1,128,80,2,6802.833333333333
AriaFB-1,128,80,4,14675.066666666666
AriaFB-1,128,80,8,27964.333333333332
AriaFB-1,128,80,12,39201.666666666664
AriaFB-1,128,90,2,6877.966666666667
AriaFB-1,128,90,4,14680.733333333332
AriaFB-1,128,90,8,28005.833333333332
AriaFB-1,128,90,12,39396.0
AriaFB-1,128,100,2,6844.533333333333
AriaFB-1,128,100,4,14650.433333333334
AriaFB-1,128,100,8,28070.233333333334
AriaFB-1,128,100,12,39116.13333333333
AriaFB-1,256,0,2,7700.166666666667
AriaFB-1,256,0,4,16120.799999999997
AriaFB-1,256,0,8,30847.066666666666
AriaFB-1,256,0,12,43396.96666666667
AriaFB-1,256,10,2,7746.366666666666
AriaFB-1,256,10,4,16202.833333333334
AriaFB-1,256,10,8,30994.533333333336
AriaFB-1,256,10,12,43814.1
AriaFB-1,256,20,2,7787.599999999999
AriaFB-1,256,20,4,16195.233333333332
AriaFB-1,256,20,8,30855.399999999998
AriaFB-1,256,20,12,43777.06666666667
AriaFB-1,256,30,2,7780.133333333334
AriaFB-1,256,30,4,16236.699999999999
AriaFB-1,256,30,8,30899.56666666667
AriaFB-1,256,30,12,43112.333333333336
AriaFB-1,256,40,2,7715.033333333333
AriaFB-1,256,40,4,16198.300000000001
AriaFB-1,256,40,8,30896.533333333336
AriaFB-1,256,40,12,43614.03333333333
AriaFB-1,256,50,2,7712.600000000001
AriaFB-1,256,50,4,16101.966666666667
AriaFB-1,256,50,8,30868.7
AriaFB-1,256,50,12,43666.1
AriaFB-1,256,60,2,7743.833333333333
AriaFB-1,256,60,4,16259.766666666668
AriaFB-1,256,60,8,30823.566666666666
AriaFB-1,256,60,12,43229.200000000004
AriaFB-1,256,70,2,7731.066666666667
AriaFB-1,256,70,4,16170.166666666666
AriaFB-1,256,70,8,30836.2
AriaFB-1,256,70,12,43702.43333333333
AriaFB-1,256,80,2,7747.866666666666
AriaFB-1,256,80,4,16267.433333333334
AriaFB-1,256,80,8,30927.333333333332
AriaFB-1,256,80,12,43537.833333333336
AriaFB-1,256,90,2,7811.600000000001
AriaFB-1,256,90,4,16247.666666666666
AriaFB-1,256,90,8,30913.600000000002
AriaFB-1,256,90,12,43863.4
AriaFB-1,256,100,2,7729.333333333333
AriaFB-1,256,100,4,16126.566666666666
AriaFB-1,256,100,8,30838.533333333336
AriaFB-1,256,100,12,43889.200000000004
AriaFB-1,512,0,2,8639.6
AriaFB-1,512,0,4,17531.1
AriaFB-1,512,0,8,33299.76666666667
AriaFB-1,512,0,12,47395.13333333333
AriaFB-1,512,10,2,8721.800000000001
AriaFB-1,512,10,4,17613.166666666668
AriaFB-1,512,10,8,33454.200000000004
AriaFB-1,512,10,12,47395.86666666667
AriaFB-1,512,20,2,8712.266666666668
AriaFB-1,512,20,4,17558.233333333334
AriaFB-1,512,20,8,33360.53333333333
AriaFB-1,512,20,12,47392.46666666667
AriaFB-1,512,30,2,8678.033333333333
AriaFB-1,512,30,4,17613.833333333332
AriaFB-1,512,30,8,33431.200000000004
AriaFB-1,512,30,12,47295.799999999996
AriaFB-1,512,40,2,8658.0
AriaFB-1,512,40,4,17560.733333333334
AriaFB-1,512,40,8,33383.333333333336
AriaFB-1,512,40,12,47212.5
AriaFB-1,512,50,2,8641.666666666666
AriaFB-1,512,50,4,17512.8
AriaFB-1,512,50,8,33282.833333333336
AriaFB-1,512,50,12,47266.93333333333
AriaFB-1,512,60,2,8621.433333333334
AriaFB-1,512,60,4,17587.5
AriaFB-1,512,60,8,33357.833333333336
AriaFB-1,512,60,12,47226.700000000004
AriaFB-1,512,70,2,8644.800000000001
AriaFB-1,512,70,4,17529.63333333333
AriaFB-1,512,70,8,33301.9
AriaFB-1,512,70,12,47465.1
AriaFB-1,512,80,2,8689.233333333334
AriaFB-1,512,80,4,17577.066666666666
AriaFB-1,512,80,8,33364.96666666667
AriaFB-1,512,80,12,47370.86666666667
AriaFB-1,512,90,2,8774.433333333334
AriaFB-1,512,90,4,17609.566666666666
AriaFB-1,512,90,8,33411.46666666667
AriaFB-1,512,90,12,47277.43333333333
AriaFB-1,512,100,2,8695.199999999999
AriaFB-1,512,100,4,17528.433333333334
AriaFB-1,512,100,8,33279.833333333336
AriaFB-1,512,100,12,47268.200000000004
AriaFB-1,1024,0,2,9352.066666666666
AriaFB-1,1024,0,4,18489.8
AriaFB-1,1024,0,8,35007.56666666667
AriaFB-1,1024,0,12,49186.299999999996
AriaFB-1,1024,10,2,9439.566666666668
AriaFB-1,1024,10,4,18639.566666666666
AriaFB-1,1024,10,8,35110.56666666667
AriaFB-1,1024,10,12,49470.93333333333
AriaFB-1,1024,20,2,9417.433333333332
AriaFB-1,1024,20,4,18518.4
AriaFB-1,1024,20,8,35052.566666666666
AriaFB-1,1024,20,12,49781.03333333333
AriaFB-1,1024,30,2,9355.4
AriaFB-1,1024,30,4,18593.033333333333
AriaFB-1,1024,30,8,35089.833333333336
AriaFB-1,1024,30,12,49904.666666666664
AriaFB-1,1024,40,2,9388.199999999999
AriaFB-1,1024,40,4,18505.8
AriaFB-1,1024,40,8,35057.666666666664
AriaFB-1,1024,40,12,49898.93333333333
AriaFB-1,1024,50,2,9321.0
AriaFB-1,1024,50,4,18455.766666666666
AriaFB-1,1024,50,8,34946.13333333333
AriaFB-1,1024,50,12,49605.56666666667
AriaFB-1,1024,60,2,9300.3
AriaFB-1,1024,60,4,18533.966666666664
AriaFB-1,1024,60,8,35048.63333333333
AriaFB-1,1024,60,12,49629.5
AriaFB-1,1024,70,2,9406.066666666668
AriaFB-1,1024,70,4,18494.8
AriaFB-1,1024,70,8,35027.13333333333
AriaFB-1,1024,70,12,49487.13333333333
AriaFB-1,1024,80,2,9416.933333333332
AriaFB-1,1024,80,4,18570.63333333333
AriaFB-1,1024,80,8,35134.066666666666
AriaFB-1,1024,80,12,49764.200000000004
AriaFB-1,1024,90,2,9437.666666666666
AriaFB-1,1024,90,4,18556.633333333335
AriaFB-1,1024,90,8,35112.700000000004
AriaFB-1,1024,90,12,49584.5
AriaFB-1,1024,100,2,9407.800000000001
AriaFB-1,1024,100,4,18525.333333333332
AriaFB-1,1024,100,8,35005.200000000004
AriaFB-1,1024,100,12,49777.26666666666
AriaFB-2,1,0,4,7205.166666666667
AriaFB-2,1,0,8,9256.066666666668
AriaFB-2,1,0,12,9861.233333333334
AriaFB-2,1,10,4,7207.766666666667
AriaFB-2,1,10,8,9250.966666666667
AriaFB-2,1,10,12,9734.199999999999
AriaFB-2,1,20,4,7186.2
AriaFB-2,1,20,8,9252.366666666667
AriaFB-2,1,20,12,9853.733333333334
AriaFB-2,1,30,4,7206.3
AriaFB-2,1,30,8,9252.699999999999
AriaFB-2,1,30,12,9737.966666666667
AriaFB-2,1,40,4,7196.633333333334
AriaFB-2,1,40,8,9251.466666666667
AriaFB-2,1,40,12,9854.566666666668
AriaFB-2,1,50,4,7205.866666666666
AriaFB-2,1,50,8,9259.266666666666
AriaFB-2,1,50,12,9843.966666666667
AriaFB-2,1,60,4,7206.033333333333
AriaFB-2,1,60,8,9252.533333333335
AriaFB-2,1,60,12,9739.133333333333
AriaFB-2,1,70,4,7195.833333333333
AriaFB-2,1,70,8,9254.300000000001
AriaFB-2,1,70,12,9852.6
AriaFB-2,1,80,4,7197.633333333334
AriaFB-2,1,80,8,9253.033333333333
AriaFB-2,1,80,12,9854.133333333333
AriaFB-2,1,90,4,7209.2
AriaFB-2,1,90,8,9255.5
AriaFB-2,1,90,12,9854.9
AriaFB-2,1,100,4,7204.333333333333
AriaFB-2,1,100,8,9256.1
AriaFB-2,1,100,12,9851.866666666667
AriaFB-2,2,0,4,10398.266666666666
AriaFB-2,2,0,8,14579.633333333333
AriaFB-2,2,0,12,16237.633333333331
AriaFB-2,2,10,4,9236.300000000001
AriaFB-2,2,10,8,13115.4
AriaFB-2,2,10,12,14651.466666666667
AriaFB-2,2,20,4,8645.966666666667
AriaFB-2,2,20,8,12624.4
AriaFB-2,2,20,12,14123.466666666667
AriaFB-2,2,30,4,8272.466666666667
AriaFB-2,2,30,8,12344.733333333332
AriaFB-2,2,30,12,13734.0
AriaFB-2,2,40,4,7906.599999999999
AriaFB-2,2,40,8,12114.833333333334
AriaFB-2,2,40,12,13467.0
AriaFB-2,2,50,4,7704.033333333333
AriaFB-2,2,50,8,11963.633333333333
AriaFB-2,2,50,12,13355.9
AriaFB-2,2,60,4,7487.8
AriaFB-2,2,60,8,11783.933333333334
AriaFB-2,2,60,12,13071.4
AriaFB-2,2,70,4,7353.733333333334
AriaFB-2,2,70,8,11664.699999999999
AriaFB-2,2,70,12,12911.933333333334
AriaFB-2,2,80,4,7219.866666666666
AriaFB-2,2,80,8,11587.233333333332
AriaFB-2,2,80,12,12791.800000000001
AriaFB-2,2,90,4,7159.166666666667
AriaFB-2,2,90,8,11519.166666666666
AriaFB-2,2,90,12,12707.0
AriaFB-2,2,100,4,7151.099999999999
AriaFB-2,2,100,8,11491.366666666667
AriaFB-2,2,100,12,12537.066666666666
AriaFB-2,4,0,4,10443.066666666666
AriaFB-2,4,0,8,17192.8
AriaFB-2,4,0,12,19638.5
AriaFB-2,4,10,4,9500.5
AriaFB-2,4,10,8,15930.133333333333
AriaFB-2,4,10,12,18464.666666666668
AriaFB-2,4,20,4,9058.4
AriaFB-2,4,20,8,15514.333333333334
AriaFB-2,4,20,12,18072.033333333336
AriaFB-2,4,30,4,8671.433333333332
AriaFB-2,4,30,8,15118.966666666667
AriaFB-2,4,30,12,17640.100000000002
AriaFB-2,4,40,4,8365.466666666667
AriaFB-2,4,40,8,14820.699999999999
AriaFB-2,4,40,12,17337.833333333332
AriaFB-2,4,50,4,8225.866666666667
AriaFB-2,4,50,8,14683.566666666666
AriaFB-2,4,50,12,17194.333333333332
AriaFB-2,4,60,4,7960.866666666666
AriaFB-2,4,60,8,14357.766666666668
AriaFB-2,4,60,12,16973.533333333333
AriaFB-2,4,70,4,7830.466666666667
AriaFB-2,4,70,8,14165.5
AriaFB-2,4,70,12,16843.766666666666
AriaFB-2,4,80,4,7698.066666666667
AriaFB-2,4,80,8,14007.1
AriaFB-2,4,80,12,16655.0
AriaFB-2,4,90,4,7583.966666666667
AriaFB-2,4,90,8,13865.1
AriaFB-2,4,90,12,16534.233333333334
AriaFB-2,4,100,4,7450.133333333334
AriaFB-2,4,100,8,13721.133333333331
AriaFB-2,4,100,12,16297.133333333333
AriaFB-2,8,0,4,10494.633333333333
AriaFB-2,8,0,8,19490.766666666666
AriaFB-2,8,0,12,24210.3
AriaFB-2,8,10,4,9682.166666666666
AriaFB-2,8,10,8,18454.600000000002
AriaFB-2,8,10,12,22865.433333333334
AriaFB-2,8,20,4,9259.866666666667
AriaFB-2,8,20,8,17863.333333333332
AriaFB-2,8,20,12,22229.433333333334
AriaFB-2,8,30,4,8885.199999999999
AriaFB-2,8,30,8,17375.2
AriaFB-2,8,30,12,21819.633333333335
AriaFB-2,8,40,4,8569.566666666666
AriaFB-2,8,40,8,16937.466666666667
AriaFB-2,8,40,12,21540.466666666667
AriaFB-2,8,50,4,8446.133333333333
AriaFB-2,8,50,8,16733.933333333334
AriaFB-2,8,50,12,21345.566666666666
AriaFB-2,8,60,4,8280.699999999999
AriaFB-2,8,60,8,16402.166666666668
AriaFB-2,8,60,12,21044.7
AriaFB-2,8,70,4,8088.733333333334
AriaFB-2,8,70,8,16106.966666666667
AriaFB-2,8,70,12,20818.233333333334
AriaFB-2,8,80,4,8011.866666666666
AriaFB-2,8,80,8,15973.6
AriaFB-2,8,80,12,20575.266666666666
AriaFB-2,8,90,4,7831.633333333334
AriaFB-2,8,90,8,15681.833333333334
AriaFB-2,8,90,12,20296.466666666667
AriaFB-2,8,100,4,7714.233333333334
AriaFB-2,8,100,8,15542.366666666669
AriaFB-2,8,100,12,20135.100000000002
AriaFB-2,16,0,4,10708.466666666667
AriaFB-2,16,0,8,21320.100000000002
AriaFB-2,16,0,12,28269.5
AriaFB-2,16,10,4,9925.366666666667
AriaFB-2,16,10,8,20261.666666666668
AriaFB-2,16,10,12,27144.566666666666
AriaFB-2,16,20,4,9486.566666666668
AriaFB-2,16,20,8,19667.833333333332
AriaFB-2,16,20,12,26305.13333333333
AriaFB-2,16,30,4,9138.066666666666
AriaFB-2,16,30,8,19216.666666666668
AriaFB-2,16,30,12,25664.166666666668
AriaFB-2,16,40,4,8924.733333333334
AriaFB-2,16,40,8,18824.866666666665
AriaFB-2,16,40,12,25425.100000000002
AriaFB-2,16,50,4,8702.199999999999
AriaFB-2,16,50,8,18448.133333333335
AriaFB-2,16,50,12,25137.033333333336
AriaFB-2,16,60,4,8434.066666666668
AriaFB-2,16,60,8,18047.600000000002
AriaFB-2,16,60,12,24768.033333333336
AriaFB-2,16,70,4,8365.233333333332
AriaFB-2,16,70,8,17825.566666666666
AriaFB-2,16,70,12,24370.8
AriaFB-2,16,80,4,8199.633333333333
AriaFB-2,16,80,8,17459.7
AriaFB-2,16,80,12,24098.966666666664
AriaFB-2,16,90,4,8017.0
AriaFB-2,16,90,8,17192.2
AriaFB-2,16,90,12,23783.13333333333
AriaFB-2,16,100,4,7929.133333333334
AriaFB-2,16,100,8,16955.333333333332
AriaFB-2,16,100,12,23532.8
AriaFB-2,32,0,4,11044.1
AriaFB-2,32,0,8,22914.766666666666
AriaFB-2,32,0,12,32044.433333333334
AriaFB-2,32,10,4,10307.766666666668
AriaFB-2,32,10,8,22001.666666666668
AriaFB-2,32,10,12,30862.06666666667
AriaFB-2,32,20,4,9944.466666666667
AriaFB-2,32,20,8,21356.033333333333
AriaFB-2,32,20,12,30224.86666666667
AriaFB-2,32,30,4,9535.166666666666
AriaFB-2,32,30,8,20831.733333333334
AriaFB-2,32,30,12,29572.600000000002
AriaFB-2,32,40,4,9406.766666666666
AriaFB-2,32,40,8,20450.100000000002
AriaFB-2,32,40,12,29061.066666666666
AriaFB-2,32,50,4,9122.566666666668
AriaFB-2,32,50,8,20046.733333333334
AriaFB-2,32,50,12,28561.86666666667
AriaFB-2,32,60,4,8894.466666666667
AriaFB-2,32,60,8,19614.766666666666
AriaFB-2,32,60,12,28093.733333333334
AriaFB-2,32,70,4,8755.3
AriaFB-2,32,70,8,19416.933333333334
AriaFB-2,32,70,12,27799.733333333334
AriaFB-2,32,80,4,8627.266666666666
AriaFB-2,32,80,8,19091.166666666668
AriaFB-2,32,80,12,27392.36666666667
AriaFB-2,32,90,4,8457.1
AriaFB-2,32,90,8,18768.733333333334
AriaFB-2,32,90,12,27048.666666666668
AriaFB-2,32,100,4,8306.300000000001
AriaFB-2,32,100,8,18444.3
AriaFB-2,32,100,12,26500.333333333332
AriaFB-2,64,0,4,11736.833333333334
AriaFB-2,64,0,8,24701.600000000002
AriaFB-2,64,0,12,35495.433333333334
AriaFB-2,64,10,4,11112.366666666667
AriaFB-2,64,10,8,23963.433333333334
AriaFB-2,64,10,12,34439.5
AriaFB-2,64,20,4,10668.966666666667
AriaFB-2,64,20,8,23285.233333333337
AriaFB-2,64,20,12,33686.066666666666
AriaFB-2,64,30,4,10337.933333333332
AriaFB-2,64,30,8,22737.3
AriaFB-2,64,30,12,33188.5
AriaFB-2,64,40,4,10132.6
AriaFB-2,64,40,8,22426.466666666664
AriaFB-2,64,40,12,32400.3
AriaFB-2,64,50,4,9874.466666666667
AriaFB-2,64,50,8,21985.100000000002
AriaFB-2,64,50,12,32100.399999999998
AriaFB-2,64,60,4,9669.966666666667
AriaFB-2,64,60,8,21691.5
AriaFB-2,64,60,12,31541.766666666666
AriaFB-2,64,70,4,9587.0
AriaFB-2,64,70,8,21352.5
AriaFB-2,64,70,12,31228.266666666663
AriaFB-2,64,80,4,9365.300000000001
AriaFB-2,64,80,8,20987.433333333334
AriaFB-2,64,80,12,30638.399999999998
AriaFB-2,64,90,4,9199.0
AriaFB-2,64,90,8,20704.433333333334
AriaFB-2,64,90,12,30500.399999999998
AriaFB-2,64,100,4,9102.9
AriaFB-2,64,100,8,20391.733333333334
AriaFB-2,64,100,12,30124.399999999998
AriaFB-2,128,0,4,12954.5
AriaFB-2,128,0,8,27172.13333333333
AriaFB-2,128,0,12,39383.5
AriaFB-2,128,10,4,12474.733333333332
AriaFB-2,128,10,8,26589.033333333336
AriaFB-2,128,10,12,38541.933333333334
AriaFB-2,128,20,4,12171.166666666666
AriaFB-2,128,20,8,26068.566666666666
AriaFB-2,128,20,12,37942.933333333334
AriaFB-2,128,30,4,11790.666666666666
AriaFB-2,128,30,8,25516.733333333334
AriaFB-2,128,30,12,37364.13333333333
AriaFB-2,128,40,4,11516.366666666667
AriaFB-2,128,40,8,25156.166666666668
AriaFB-2,128,40,12,36807.066666666666
AriaFB-2,128,50,4,11272.366666666667
AriaFB-2,128,50,8,24798.233333333334
AriaFB-2,128,50,12,36332.5
AriaFB-2,128,60,4,11136.433333333334
AriaFB-2,128,60,8,24494.600000000002
AriaFB-2,128,60,12,35912.066666666666
AriaFB-2,128,70,4,10989.733333333332
AriaFB-2,128,70,8,24177.533333333336
AriaFB-2,128,70,12,35710.700000000004
AriaFB-2,128,80,4,10790.0
AriaFB-2,128,80,8,23764.7
AriaFB-2,128,80,12,35269.6
AriaFB-2,128,90,4,10666.199999999999
AriaFB-2,128,90,8,23585.733333333334
AriaFB-2,128,90,12,34726.73333333333
AriaFB-2,128,100,4,10501.666666666666
AriaFB-2,128,100,8,23245.033333333336
AriaFB-2,128,100,12,34316.4
AriaFB-2,256,0,4,14808.166666666666
AriaFB-2,256,0,8,30116.233333333334
AriaFB-2,256,0,12,43198.43333333333
AriaFB-2,256,10,4,14361.266666666668
AriaFB-2,256,10,8,29737.5
AriaFB-2,256,10,12,42903.9
AriaFB-2,256,20,4,14090.766666666668
AriaFB-2,256,20,8,29288.100000000002
AriaFB-2,256,20,12,42485.4
AriaFB-2,256,30,4,13783.366666666667
AriaFB-2,256,30,8,28842.233333333334
AriaFB-2,256,30,12,41972.299999999996
AriaFB-2,256,40,4,13502.666666666666
AriaFB-2,256,40,8,28543.399999999998
AriaFB-2,256,40,12,41447.200000000004
AriaFB-2,256,50,4,13299.233333333332
AriaFB-2,256,50,8,28281.033333333336
AriaFB-2,256,50,12,41099.96666666667
AriaFB-2,256,60,4,13181.9
AriaFB-2,256,60,8,27953.466666666664
AriaFB-2,256,60,12,40684.4
AriaFB-2,256,70,4,13054.033333333333
AriaFB-2,256,70,8,27667.43333333333
AriaFB-2,256,70,12,40550.0
AriaFB-2,256,80,4,12888.133333333333
AriaFB-2,256,80,8,27408.466666666664
AriaFB-2,256,80,12,40045.23333333333
AriaFB-2,256,90,4,12753.566666666666
AriaFB-2,256,90,8,27230.033333333336
AriaFB-2,256,90,12,39846.4
AriaFB-2,256,100,4,12589.4
AriaFB-2,256,100,8,26941.2
AriaFB-2,256,100,12,39704.13333333333
AriaFB-2,512,0,4,16616.7
AriaFB-2,512,0,8,32738.399999999998
AriaFB-2,512,0,12,46794.86666666667
AriaFB-2,512,10,4,16318.966666666667
AriaFB-2,512,10,8,32555.533333333336
AriaFB-2,512,10,12,46755.76666666666
AriaFB-2,512,20,4,16082.966666666667
AriaFB-2,512,20,8,32234.13333333333
AriaFB-2,512,20,12,46181.36666666667
AriaFB-2,512,30,4,15939.633333333333
AriaFB-2,512,30,8,31957.533333333336
AriaFB-2,512,30,12,45671.1
AriaFB-2,512,40,4,15755.533333333333
AriaFB-2,512,40,8,31777.8
AriaFB-2,512,40,12,45769.23333333334
AriaFB-2,512,50,4,15536.533333333333
AriaFB-2,512,50,8,31412.600000000002
AriaFB-2,512,50,12,45578.799999999996
AriaFB-2,512,60,4,15453.666666666666
