sample_ratio,random,split,alg,num_of_terms_changed,num_turning_mismatch,avg_diff_per_var,r2_full,r2_sample,r2_unsample,avg_frechet_dist
0.75,2,0,postgresql_tpcc,0.0,0.0,0.17223303753062996,0.998519743400367,0.9973308541183787,0.9965884373584722,0.014015141885104276
0.25,5,0,aria-Aria_tpcc,0.0,0.0,0.00304460690205699,0.9960699191676947,0.9971061895921567,0.9947951185600892,0.011444092768829073
0.90,8,0,herd_ycsb,0.0,1.0,0.036572619103876325,0.9795559629902447,0.9781264951348618,0.9759145283160475,0.0043926133841265536
0.55,3,9,herd_ycsb,0.0,0.0,0.09587933157496548,0.9795559629902447,0.9757238651445909,0.9664670624229165,0.008324799068587296
0.35,8,0,aria-Aria_tpcc,0.0,0.0,0.00010020429310919621,0.9960699191676947,0.9960291214639138,0.9962239783462573,0.0029758318556753274
0.90,9,3,gam_tpcc,0.0,0.0,0.024429304007872573,0.9571731790672277,0.9606889065411721,0.9341408364192251,0.036774489408106244
0.40,5,4,gam_tpcc,0.0,0.3333333333333333,0.04116149397142326,0.9571731790672277,0.9875414720769023,0.6801540787269708,0.4651829438708406
0.80,8,7,silo_ycsb,1.0,0.52,0.009134449682934809,0.9966707859675427,0.9998592662696955,-0.17678329231152068,0.8664871003044078
0.35,0,2,gam_tpcc,0.3333333333333333,0.027777777777777776,0.02452737965022546,0.9571731790672277,0.9929577252052907,0.7740502033304599,0.28700533799474015
0.65,2,4,star_tpcc,0.3333333333333333,0.3611111111111111,0.016252965062116154,0.9891328938680841,0.9956152063744181,0.8928909250086334,0.05643513596629452
0.95,6,3,tapir_ycsb,0.0,0.0,0.007923754575822395,0.9635074374070052,0.9627928227287573,0.9693266831055561,0.04730510293069157
0.55,6,0,gam_tpcc,0.0,0.0,0.011420162669756992,0.9571731790672277,0.9729634871896612,0.8902253716325276,0.30726500199771317
0.85,8,1,gam_tpcc,0.0,0.0,0.0121043661115157,0.9571731790672277,0.9649173819028618,0.8957725818843455,0.1034432904878677
0.50,5,5,gam_tpcc,0.3333333333333333,0.3333333333333333,0.029430356537074244,0.9571731790672277,0.9757579604412902,0.9052454098516352,0.4110958843124838
0.90,9,9,tapir_ycsb,0.0,0.0,0.0014258070722669158,0.9635074374070052,0.9620391878106115,0.95063744141334,0.0358524918692944
0.55,8,2,gam_tpcc,0.0,0.0,0.03810045018898404,0.9571731790672277,0.9731955449317402,0.7286411145209077,0.18897212966445012
0.45,1,8,gam_tpcc,0.6666666666666666,0.041666666666666664,0.01091214223728916,0.9571731790672277,0.982310205260332,0.89866122813882,0.1696347456290706
0.40,5,8,gam_tpcc,0.3333333333333333,0.34722222222222227,0.005767785603881896,0.9571731790672277,0.98526881745838,0.5950925765180815,0.3813997664630658
0.65,4,2,cicada-Cicada_ycsb,0.0,0.0,0.031170791886769716,0.9228232541022933,0.9295812699858983,0.9298900707538893,0.017179531830172737
0.70,5,9,silo-Silo_tpcc,0.0,0.07777777777777778,0.10045513401449233,0.9834710484572299,0.9908036874837768,0.8556072159549936,0.24749785831533372
0.85,6,7,star_ycsb,0.0,0.03333333333333333,0.005339097791582592,0.9641920557079284,0.9648972388456277,0.9594074912578529,0.0129223901629175
0.10,1,5,cicada-Cicada_ycsb,0.0,0.0,0.01391524723407328,0.9228232541022933,0.9620252646868829,0.8050641537010171,0.11113548103192762
0.30,5,1,silo-Silo_tpcc,0.5,0.6388888888888888,0.13577463935091535,0.9834710484572299,0.9998121324561411,0.3344266609480897,0.40840904079425366
0.25,4,3,star_ycsb,0.0,0.1,0.04114029275344597,0.9641920557079284,0.970667989701956,0.951600571749298,0.034999966462691795
0.75,0,5,mysql_tpcc,0.0,0.006944444444444444,0.015490005471473611,0.998218669377621,0.9985826817028047,0.9932938653616321,0.16407870110859557
0.50,3,1,silo-Silo_tpcc,1.5,0.5916666666666667,0.24695746749198305,0.9834710484572299,0.994806538232557,0.40814887319307835,0.5116950149740906
0.55,3,6,postgresql_tpcc,2.0,0.14583333333333334,0.32017664991961414,0.998519743400367,0.9975870434410925,0.9966936842126395,0.019044492963922743
0.85,7,7,postgresql_tpcc,0.0,0.0,0.13890562664659867,0.998519743400367,0.997304115648485,0.9958958430969287,0.02237223036650106
0.10,3,9,aria-Aria_tpcc,0.0,0.0,0.0027548572360188706,0.9960699191676947,0.997709286021026,0.995489512386225,0.12848022248030955
0.30,8,1,aria-Aria_tpcc,0.0,0.0,0.0016064934614697934,0.9960699191676947,0.9964597242793359,0.9957582981976565,0.025615215943327163
0.75,0,5,aria-Aria_tpcc,0.0,0.0,0.0006324291787580538,0.9960699191676947,0.9960807558033409,0.9959544765905057,0.010765955393838844
0.70,5,6,herd_ycsb,0.0,1.0,0.0784540910210168,0.9795559629902447,0.9744614573823408,0.9696515996489786,0.004693267054333677
0.80,5,8,herd_ycsb,0.0,1.0,0.056072108831737744,0.9795559629902447,0.9743456364872347,0.9797285910683297,0.009473371481131532
0.45,6,1,aria-Aria_tpcc,0.0,0.0,0.001172979596057222,0.9960699191676947,0.9960675730975805,0.9949228089833596,0.012361492705106891
0.45,1,6,herd_ycsb,0.0,0.0,0.08214515134651895,0.9795559629902447,0.9703625811015817,0.9781930244910866,0.028148403294967594
0.85,6,0,gam_tpcc,0.3333333333333333,0.027777777777777776,0.004309898066723106,0.9571731790672277,0.9611938461162958,0.9449545812509688,0.049325340816009644
0.10,7,6,herd_ycsb,0.0,1.0,0.06764379441063217,0.9795559629902447,0.9811458978292208,0.9479606062560352,0.031932477939129816
0.55,3,7,star_tpcc,0.0,0.1111111111111111,0.015193274150012573,0.9891328938680841,0.9936003366846339,0.9384634719942838,0.13647836961959203
0.75,2,0,tapir_ycsb,0.0,0.0,0.004719653595378598,0.9635074374070052,0.9620394772094981,0.9428568855604378,0.14480612511251023
0.50,3,8,tapir_ycsb,0.0,1.0,1.2598108222183768e-06,0.9635074374070052,0.9739620729412027,0.916002279761096,0.11615161390152207
0.90,7,6,silo_ycsb,1.5,0.5533333333333333,0.1123867410017122,0.9966707859675427,0.999516475432501,0.9649285084205692,0.25647495659144687
0.60,6,5,tapir_ycsb,0.0,0.0,0.01723476430360421,0.9635074374070052,0.9661622701669161,0.9221808604741855,0.17080774808217136
0.75,8,4,silo_ycsb,1.0,0.52,0.2189247224411094,0.9966707859675427,0.9996990216535989,0.6816027599294567,0.3438815280206922
0.80,7,9,cicada-Cicada_ycsb,0.0,0.0,0.018252802152685627,0.9228232541022933,0.926673355430354,0.9210889566520015,0.012382191106433686
0.50,9,8,drtm_tpcc,0.0,0.020833333333333332,0.014887016834466327,0.9404530615383303,0.9504732735771272,0.9379950641551938,0.08939072410311288
0.80,2,1,silo-Silo_tpcc,0.5,0.05,0.07982709225368197,0.9834710484572299,0.9915377084839223,0.950833446908926,0.20611877592799174
0.80,4,8,drtm_tpcc,0.0,0.010416666666666666,0.011087695171456824,0.9404530615383303,0.942329209065139,0.9061184583505275,0.06423649070801045
0.65,3,1,drtm_tpcc,0.3333333333333333,0.3541666666666667,0.027141628584450947,0.9404530615383303,0.9456462842077882,0.8906842558240511,0.08494265775436527
0.80,1,9,mysql_tpcc,0.0,0.0,0.022852888353840695,0.998218669377621,0.9982729053512346,0.9980960481817965,0.014235636723533653
0.40,0,1,mysql_tpcc,0.0,0.006944444444444444,0.08713694596561514,0.998218669377621,0.998877432191547,0.989232869997596,0.25685438938415667
0.75,1,9,mysql_tpcc,0.0,0.5,0.04488962012724551,0.998218669377621,0.9984908499253811,0.9973900347149381,0.018885938757899134
0.30,0,4,janus-Janus_tpcc,0.5,0.06220238095238096,0.07202581165098994,0.955801103792088,0.9798312700354895,0.8237307593381717,0.37876432675322275
0.20,8,3,janus-Janus_tpcc,0.75,0.06309523809523811,0.09908717909329985,0.955801103792088,0.9908219131344432,0.4065523710971848,0.41624335803639967
0.40,3,7,postgresql_tpcc,0.0,0.0,0.10938106793970359,0.998519743400367,0.9988147256928417,0.9974865479811375,0.018413085331880352
0.60,5,7,postgresql_tpcc,1.0,0.125,0.21620735892673149,0.998519743400367,0.9974109808706787,0.9962241611135763,0.014627281706053263
0.20,6,8,postgresql_tpcc,4.0,1.0608695652173914,0.35892518416330743,0.998519743400367,0.999533073027081,0.9766174072579852,0.3986077951294003
0.45,1,6,calvin-Calvin_tpcc,0.5,0.5,0.03917251898841195,0.805957535218111,0.8113585449550962,0.8515553053144345,0.36194809023953706
0.85,1,9,herd_ycsb,0.0,0.0,0.033561332336017546,0.9795559629902447,0.9771127070350197,0.9755931663633863,0.004933532681725139
0.75,1,7,aria-Aria_tpcc,0.0,0.0,0.0017237353169374803,0.9960699191676947,0.996324205775557,0.9956309313727952,0.031060807084530295
0.70,7,6,aria-Aria_tpcc,0.0,0.0,0.00020944297701186443,0.9960699191676947,0.9959243767664829,0.9950968540669539,0.0020749860502953694
0.85,1,9,silo_ycsb,1.5,0.5533333333333333,0.0123236024928432,0.9966707859675427,0.9980607116041615,0.8910136063024163,0.4937362394893137
0.95,9,1,gam_tpcc,0.0,0.0,0.009523494731431765,0.9571731790672277,0.9594709531749912,0.9187684300920724,0.041687820349241116
0.95,1,0,silo_ycsb,1.5,0.5533333333333333,0.04771457328687581,0.9966707859675427,0.998278371780725,0.9624338435466592,0.3146390387557273
0.80,6,9,cicada-Cicada_ycsb,0.0,0.0,0.010371231807923903,0.9228232541022933,0.9266684376348906,0.9220537323336421,0.010189474656994409
0.80,9,1,tapir_ycsb,0.0,0.0,0.004068014025200795,0.9635074374070052,0.9651441137802582,0.9164318235026835,0.0527109558546609
0.20,8,7,mysql_tpcc,0.0,0.0,0.14556167282787874,0.998218669377621,0.9996978500641498,0.9587751584660555,0.39153420146637713
0.50,1,9,star_ycsb,0.0,0.1,0.010153297422172664,0.9641920557079284,0.9684860504181019,0.96085697510232,0.02773883553787478
0.55,7,2,cicada-Cicada_ycsb,0.0,0.0,0.035616261114672115,0.9228232541022933,0.9330921636642237,0.9195011833407404,0.02775715054790028
0.25,8,7,drtm_tpcc,0.3333333333333333,0.7166666666666667,0.03655949732521473,0.9404530615383303,0.9888503625208337,0.1276654550909967,0.2690215798991115
0.55,5,4,drtm_tpcc,0.3333333333333333,0.3645833333333333,0.014550113228454412,0.9404530615383303,0.9503675491260907,0.9136189888148313,0.09188350416153304
0.45,6,7,silo-Silo_tpcc,0.5,0.09444444444444446,0.0636501240192929,0.9834710484572299,0.9971090711810054,0.7391307353749133,0.4193188123264731
0.35,6,2,silo-Silo_tpcc,1.5,0.6266666666666667,0.20712810949836674,0.9834710484572299,0.9999999999476037,0.44461351591361986,0.747614342463679
0.35,9,4,star_ycsb,0.0,0.06666666666666667,0.01223107527897907,0.9641920557079284,0.9756312206418201,0.952741918733916,0.045108961682242724
0.40,9,6,mysql_tpcc,0.0,0.5,0.033036955790403166,0.998218669377621,0.9987574176689104,0.9943221822667365,0.07177656758459551
0.40,8,0,drtm_tpcc,0.0,0.010416666666666666,0.013861937835818294,0.9404530615383303,0.9601366016792813,0.7996352525287082,0.14069240348539783
0.30,1,0,drtm_tpcc,1.3333333333333333,0.3729166666666666,0.05972951464086951,0.9404530615383303,0.9790667646475496,0.4604331090257898,0.30356514524535094
0.55,9,1,silo-Silo_tpcc,0.5,0.061111111111111116,0.03870575916457876,0.9834710484572299,0.9933017522958225,0.9246302140922564,0.3599826554637269
0.55,1,1,silo-Silo_tpcc,0.5,0.09444444444444446,0.044486958317601966,0.9834710484572299,0.9919634179647737,0.3608796482196506,0.5556672152836614
0.40,8,8,mysql_tpcc,0.0,0.5,0.02467836967489956,0.998218669377621,0.9991011520017292,0.995549838185912,0.3002311641743098
0.50,2,3,janus-Janus_tpcc,0.5,0.12529761904761905,0.08794951983582677,0.955801103792088,0.9709136739396362,0.9336495786090954,0.3808373199662493
0.65,7,9,janus-Janus_tpcc,0.25,0.0824404761904762,0.05958978019547636,0.955801103792088,0.9655988063781548,0.944032415132187,0.33452090603095325
0.40,5,4,postgresql_tpcc,0.0,0.0,0.12909477400901026,0.998519743400367,0.9988985710319709,0.9968673542198968,0.016338862152634706
