stratified_term,sample_ratio,random,alg,num_of_terms_changed,num_turning_mismatch,avg_diff_per_var,r2_full,r2_sample,r2_unsample,avg_frechet_dist
num_chunk,0.60,83,mysql_tpcc_num_chunk,0.0,0.0,0.017967087371816876,0.998218669377621,0.9986674588024789,0.9968381615179802,0.026422970937448068
threads,0.65,34,cicada-Cicada_ycsb_threads,0.0,0.0,0.004711134412278495,0.9228232541022933,0.9246745133285351,0.9157877507230392,0.020702385036836315
total_count,0.70,54,cicada-Cicada_ycsb_total_count,0.0,0.0,0.01046229004523308,0.9228232541022933,0.9224175072029156,0.9073059141384192,0.02037519881654071
threads,0.40,51,star_ycsb_threads,0.0,0.06666666666666667,0.012357862607448228,0.9641920557079284,0.9672802401833192,0.9588931589890712,0.0200359483626825
read_ratio,0.15,63,cicada-Cicada_ycsb_read_ratio,1.0,0.06666666666666667,0.008391042301646279,0.9228232541022933,0.9449975454972552,0.8808360387219913,0.06065514017277155
cross,0.25,6,star_ycsb_cross,0.0,0.1,0.01904554802966013,0.9641920557079284,0.9652114462648771,0.9392444963029557,0.029939128432582764
chunk_size,0.25,42,mysql_tpcc_chunk_size,0.0,0.0,0.051243596099163014,0.998218669377621,0.9994142887045251,0.5242067590133889,0.25563137805687497
partition_num,0.15,33,star_ycsb_partition_num,0.0,0.1,0.0764457887482907,0.9641920557079284,0.9663143987295577,0.8993030005899181,0.057337795447582454
shards,0.85,63,janus-Janus_tpcc_shards,0.0,0.02619047619047619,0.0027722620500813325,0.955801103792088,0.9611313185721096,0.9218678114486234,0.048932479725383025
shards,0.95,58,janus-Janus_tpcc_shards,0.0,0.039285714285714285,0.0014610717949226984,0.955801103792088,0.9561256112846438,0.9549018259155935,0.06503604867946611
cross,0.35,16,star_ycsb_cross,0.0,0.1,0.00964502641777737,0.9641920557079284,0.9652835685381843,0.9535492530682073,0.034447725711436034
replica,0.80,32,janus-Janus_tpcc_replica,0.0,0.02619047619047619,0.004275290056386348,0.955801103792088,0.9602231012601976,0.9028675027425479,0.12589109377434576
threads,0.10,36,aria-Aria_tpcc_threads,0.0,0.0,0.003925766109275197,0.9960699191676947,0.9985879335898337,0.988085120547707,0.02903940670059907
dist,0.35,22,calvin-Calvin_tpcc_dist,0.0,0.0,0.0376727179442156,0.805957535218111,0.8214244185723449,0.5426419707727419,0.13724346749336197
dist,0.35,63,calvin-Calvin_tpcc_dist,0.5,1.0,0.00598271723121821,0.805957535218111,0.8462062983261271,0.7677027457931109,0.12104697710009184
Distributed,0.80,25,aria-Aria_tpcc_Distributed,0.0,0.0,0.00019906443196193724,0.9960699191676947,0.9960105609487325,0.9962345762499204,0.011976136583862762
threads,0.15,50,aria-Aria_tpcc_threads,0.0,0.0,0.002307100949297869,0.9960699191676947,0.9968647682401244,0.992118768481981,0.025529506796715735
dist,0.55,57,calvin-Calvin_tpcc_dist,0.0,0.0,0.010052129333332563,0.805957535218111,0.8098382398563261,0.8291221577036129,0.14510696847531068
put_percent,0.75,29,herd_ycsb_put_percent,0.0,0.0,0.008423709397143542,0.9795559629902447,0.977798994948128,0.9757900622241742,0.006390162051656989
keys,0.70,3,silo_ycsb_keys,0.5,0.03333333333333333,0.010529004212943699,0.9966707859675427,0.9985996767508807,0.9596274101340146,0.06216355365815977
cross,0.60,13,gam_tpcc_cross,0.0,0.0,0.010367289955568362,0.9571731790672277,0.9663239866139275,0.937001346970049,0.10800806488288722
ReadRatio,0.85,84,tapir_ycsb_ReadRatio,0.0,0.0,0.005699147416439787,0.9635074374070052,0.9664641926633231,0.9421831606809662,0.034142450945082725
threads,0.55,27,silo-Silo_tpcc_threads,0.5,0.5333333333333332,0.03710769733802283,0.9834710484572299,0.9892433762290357,0.9197639488339644,0.07394974041888139
total_count,0.20,2,cicada-Cicada_ycsb_total_count,0.0,0.0,0.034924760291220824,0.9228232541022933,0.9381355120579921,0.9032606445277521,0.06331514157509284
threads,0.35,41,cicada-Cicada_ycsb_threads,0.0,0.0,0.008894321209128614,0.9228232541022933,0.9242251287285923,0.9135692287644198,0.05566004179586149
threads,0.65,7,cicada-Cicada_ycsb_threads,0.0,0.0,0.0066718708794193116,0.9228232541022933,0.922961509640177,0.9225015188058905,0.015528871557060803
req_per_query,0.55,73,cicada-Cicada_ycsb_req_per_query,0.0,0.0,0.001489923438536489,0.9228232541022933,0.9240753502628611,0.9072696322460742,0.015170416193937778
warehouse,0.75,72,silo-Silo_tpcc_warehouse,0.0,0.044444444444444446,0.03515452070977898,0.9834710484572299,0.9877589680384603,0.9605745028603697,0.05901156741727644
ReadRatio,0.35,66,tapir_ycsb_ReadRatio,0.0,0.0,0.038009524860334015,0.9635074374070052,0.9686051866345954,0.9079246056069392,0.1589220683358351
warehouse,0.65,74,silo-Silo_tpcc_warehouse,0.0,0.022222222222222223,0.07131331420613832,0.9834710484572299,0.9889227811545188,0.9404484638937962,0.06952755216270012
threads,0.35,97,silo-Silo_tpcc_threads,1.0,0.6155555555555555,0.19206806366470192,0.9834710484572299,0.9993771150162399,-0.41024383721031255,0.4961912161291365
partition_num,0.95,77,star_ycsb_partition_num,0.0,0.03333333333333333,0.011451055856613546,0.9641920557079284,0.9654940723207425,0.951963298587099,0.0050337338653169495
threads,0.30,79,cicada-Cicada_ycsb_threads,0.0,0.0,0.007355996329726999,0.9228232541022933,0.9285361721588679,0.9153009450760614,0.09324570929775754
cross,0.30,42,star_ycsb_cross,0.0,0.06666666666666667,0.013492627338837243,0.9641920557079284,0.9639713765354462,0.9552126158252013,0.01281441682772345
WH,0.85,69,mysql_tpcc_WH,0.0,0.006944444444444444,0.01531030831730762,0.998218669377621,0.9984119015756238,0.9977469446955559,0.008505275374579943
servers,0.40,92,star_ycsb_servers,0.0,0.06666666666666667,0.03172389308048426,0.9641920557079284,0.9680735621576811,0.9664608454079924,0.01192678015735977
servers,0.20,58,star_ycsb_servers,0.0,0.1,0.047190611196277266,0.9641920557079284,0.9645642314193852,0.9056542381176377,0.012698069468342269
clients,0.70,28,janus-Janus_tpcc_clients,0.0,0.049999999999999996,0.00703630305987691,0.955801103792088,0.9641227581741849,0.9271731278210893,0.11276754950941692
clients,0.60,87,janus-Janus_tpcc_clients,0.25,0.0705357142857143,0.047380691194257904,0.955801103792088,0.9639296297008002,0.8498956693232014,0.29339852054757853
threads,0.40,74,star_ycsb_threads,0.0,0.06666666666666667,0.016516875416390492,0.9641920557079284,0.9658080646576408,0.944467549344313,0.008966381320149675
shards,0.60,3,janus-Janus_tpcc_shards,0.25,0.05386904761904763,0.05455901249247233,0.955801103792088,0.9540646825527077,0.9434432829776552,0.1529520827014087
zipf,0.65,40,star_ycsb_zipf,0.0,0.1,0.012073023823774981,0.9641920557079284,0.9623980858913208,0.9524736463687143,0.0076784258811584205
zipf,0.10,76,herd_ycsb_zipf,0.0,1.0,0.10438415473558726,0.9795559629902447,0.9833354499524489,0.9418351737403726,0.07008975295605566
dist,0.65,42,calvin-Calvin_tpcc_dist,0.0,0.0,0.023356815317065363,0.805957535218111,0.7850024031711359,0.8499843203199166,0.08254359424729472
zipf,0.15,13,herd_ycsb_zipf,0.0,0.0,0.022949033344183967,0.9795559629902447,0.9831517933893682,0.9902975862916761,0.014128422203652624
nnodes,0.70,78,calvin-Calvin_tpcc_nnodes,0.0,0.0,0.027534661359191373,0.805957535218111,0.8214328810841992,0.6776471792870061,0.14783882427493183
WH,0.60,88,calvin-Calvin_tpcc_WH,0.0,0.0,0.015909691610556886,0.805957535218111,0.8221848220096057,0.7873262382356759,0.10660367800058815
dist,0.85,97,calvin-Calvin_tpcc_dist,0.0,0.0,0.012494529013270347,0.805957535218111,0.8035738773031381,0.7733625931933231,0.07426249346195482
num_keys,0.80,90,herd_ycsb_num_keys,0.0,1.0,0.003309591065490891,0.9795559629902447,0.9812022398219288,0.9764563234135603,0.012789210046648403
threads,0.80,25,silo_ycsb_threads,0.0,0.0,0.015983765265073654,0.9966707859675427,0.9974422096675165,0.9430640523531966,0.041970326172360295
threads,0.75,36,star_tpcc_threads,0.3333333333333333,0.3333333333333333,0.01934782253168399,0.9891328938680841,0.9929098627532045,0.9654107752151972,0.03131096281142893
threads,0.65,77,silo_ycsb_threads,0.5,0.52,0.06686743098204916,0.9966707859675427,0.9992369650926416,0.7829488304617398,0.31680904588412123
warehouses,0.75,22,gam_tpcc_warehouses,0.0,0.3333333333333333,0.017196014942482064,0.9571731790672277,0.9677897202247682,0.841971021246152,0.14216557837632576
nrep,0.90,80,tapir_ycsb_nrep,0.0,0.0,0.010930895616292707,0.9635074374070052,0.9665483448220681,0.9223515281857366,0.07321946593631468
ReadRatio,0.95,90,tapir_ycsb_ReadRatio,1.0,0.125,0.015328160380677414,0.9635074374070052,0.966425446487626,0.9402297013506011,0.018297085924472545
zipf_theta,0.85,55,cicada-Cicada_ycsb_zipf_theta,0.0,0.0,0.0023573249824023756,0.9228232541022933,0.9253990852330445,0.91204813106228,0.02203848970521852
cross_warehouse,0.85,82,drtm_tpcc_cross_warehouse,0.0,0.34375,0.012891888159361603,0.9404530615383303,0.9469639626501788,0.8976947521392913,0.07396201741579526
threads,0.35,23,gam_tpcc_threads,1.0,0.36388888888888893,0.025315015459082504,0.9571731790672277,0.9887086441856291,0.031097811199551795,0.2879891066700101
threads,0.80,1,drtm_tpcc_threads,0.0,0.34375,0.011214659546901864,0.9404530615383303,0.9479267628463547,0.8927980325498919,0.07228844962133334
threads,0.75,31,silo-Silo_tpcc_threads,0.0,0.06666666666666667,0.01321547158989858,0.9834710484572299,0.9871938143893825,0.9367288661646658,0.05189927751635249
servers,0.50,63,star_ycsb_servers,0.0,0.03333333333333333,0.011589197922328903,0.9641920557079284,0.9649305740725904,0.9495758201455834,0.012361460003763933
chunk_size,0.25,88,mysql_tpcc_chunk_size,0.0,0.5069444444444444,0.062080682046356195,0.998218669377621,0.9994181756478494,0.9104601567135225,0.2878299783398902
read_ratio,0.50,31,cicada-Cicada_ycsb_read_ratio,0.0,0.0,0.001976985190015379,0.9228232541022933,0.9255916007580438,0.9196001760639656,0.03844191520416979
cross,0.25,97,star_ycsb_cross,0.0,0.1,0.00930334728186799,0.9641920557079284,0.9704234573240298,0.9003799737807171,0.019429826604548592
cross,0.20,49,star_ycsb_cross,0.0,0.03333333333333333,0.021156475137047825,0.9641920557079284,0.9696551546764616,0.9533823368280702,0.022121951692430416
replica,0.95,8,janus-Janus_tpcc_replica,0.0,0.02619047619047619,0.011244275547299697,0.955801103792088,0.9580392890133232,0.7634045149181793,0.27260189083035924
threads,0.90,54,star_ycsb_threads,0.0,0.03333333333333333,0.02038850038698617,0.9641920557079284,0.9640830185980522,0.9518977086720869,0.004105230475319862
replica,0.60,45,janus-Janus_tpcc_replica,0.0,0.06190476190476191,0.012024635568388418,0.955801103792088,0.9607315017824377,0.8274182208162987,0.31048936819739803
shared_buffer,0.50,55,postgresql_tpcc_shared_buffer,0.0,0.0,0.09824825751918065,0.998519743400367,0.9988692044487774,0.997369964437781,0.0231518639967766
shared_buffer,0.20,17,postgresql_tpcc_shared_buffer,2.0,1.030072463768116,0.24717448306426476,0.998519743400367,0.9996118677166834,0.9413406810981176,0.37685595662294596
value_size,0.20,9,herd_ycsb_value_size,0.0,0.0,0.004406802312927449,0.9795559629902447,0.9848575186691876,0.9742304080829005,0.03560086096048232
dist,0.90,93,calvin-Calvin_tpcc_dist,0.0,0.0,0.0032259688589723473,0.805957535218111,0.8262623038349497,0.7623448690856155,0.04432290707048553
keys,0.60,12,silo_ycsb_keys,0.5,0.0,0.005449372443234318,0.9966707859675427,0.9998049081636303,0.9041641159314218,0.25509599067153615
num_keys,0.70,35,herd_ycsb_num_keys,0.0,1.0,0.01128559169915011,0.9795559629902447,0.9782207389955487,0.9832168975808315,0.004309975435870611
threads,0.45,75,star_tpcc_threads,1.0,0.3611111111111111,0.018763874656903018,0.9891328938680841,0.9939121003723309,-0.054735369459196326,0.0
nnodes,0.25,52,calvin-Calvin_tpcc_nnodes,0.5,0.5,0.020916182576852946,0.805957535218111,0.8772996706822358,0.7657845588920825,0.16853049005439313
nrep,0.50,95,tapir_ycsb_nrep,1.0,1.0,0.08002882666556907,0.9635074374070052,0.9751541001285501,0.9568298821955961,0.15015164968397599
cross,0.30,18,gam_tpcc_cross,0.3333333333333333,0.013888888888888888,0.035027806275225774,0.9571731790672277,0.9939823285816726,-2.9727738422615397,0.16615727962073393
read_ratio,0.45,78,cicada-Cicada_ycsb_read_ratio,0.0,0.0,4.1202046507399226e-05,0.9228232541022933,0.9235071152809116,0.9136215026884207,0.03219944634656791
req_per_query,0.25,39,cicada-Cicada_ycsb_req_per_query,0.0,0.0,0.0199041804807715,0.9228232541022933,0.9350905213172591,0.8809509823785194,0.04709661051498439
cross_warehouse,0.80,39,drtm_tpcc_cross_warehouse,0.0,0.020833333333333332,0.012265305467605828,0.9404530615383303,0.9442196303177111,0.913726913975413,0.08348447490575923
WH,0.70,95,mysql_tpcc_WH,0.0,0.0,0.022849444257117324,0.998218669377621,0.9985107833545392,0.9970344594576923,0.0139231642721894
record_size,0.80,3,cicada-Cicada_ycsb_record_size,0.0,0.0,0.000617394363495477,0.9228232541022933,0.9256419620050977,0.9133516634936887,0.01901140451132877
WH,0.95,60,mysql_tpcc_WH,0.0,0.0,0.014354261376552019,0.998218669377621,0.9983163606564672,0.9976440641593711,0.013426087517808754
replica,0.90,60,janus-Janus_tpcc_replica,0.0,0.029761904761904764,0.01264020287043615,0.955801103792088,0.9593669219823485,0.9166346538706857,0.15892529946037132
threads,0.65,96,star_ycsb_threads,0.0,0.03333333333333333,0.030346746632837457,0.9641920557079284,0.9679593583621133,0.9527294273746592,0.0024368716963255052
threads,0.60,71,star_ycsb_threads,0.0,0.06666666666666667,0.008525420048397597,0.9641920557079284,0.964199625671732,0.9543784017459951,0.01668960112316982
partition_num,0.80,64,star_ycsb_partition_num,0.0,0.03333333333333333,0.013282197604081059,0.9641920557079284,0.9637945929320679,0.9592846004546441,0.010254556071895913
partition_num,0.10,29,star_ycsb_partition_num,0.0,0.1,0.08314592848792635,0.9641920557079284,0.9861465435110173,0.946902773857346,0.038453674528487185
shards,0.55,9,janus-Janus_tpcc_shards,0.5,0.3297619047619047,0.08833914190534574,0.955801103792088,0.9724566178319813,0.7236526364241074,0.2366908305038891
threads,0.80,68,star_ycsb_threads,0.0,0.03333333333333333,0.009970528316156024,0.9641920557079284,0.9654152946573402,0.9571628447000698,0.006500437448280945
shards,0.80,38,janus-Janus_tpcc_shards,0.0,0.029761904761904764,0.012057280215030448,0.955801103792088,0.9644184008239689,0.8854280344979586,0.23939563414915024
servers,0.15,50,star_ycsb_servers,0.0,0.1,0.045215447231586714,0.9641920557079284,0.9732834869519476,0.9033645284101104,0.02131493351733522
min_wal_size,0.80,11,postgresql_tpcc_min_wal_size,0.0,0.0,0.002415283271110291,0.998519743400367,0.997538473491144,0.996474510404827,0.011165823076679238
max_wal_size,0.45,64,postgresql_tpcc_max_wal_size,0.0,0.0,0.0057324735759469725,0.998519743400367,0.998895805766662,0.997573996758551,0.02803350070605748
shared_buffer,0.75,59,postgresql_tpcc_shared_buffer,0.0,0.0,0.12266869812804104,0.998519743400367,0.9975444561592061,0.9967819993952798,0.032598705689016794
WH,0.35,51,aria-Aria_tpcc_WH,0.0,0.0,0.0007925635967436229,0.9960699191676947,0.9964630518586987,0.9957007064906168,0.01938995270935895
servers,0.60,16,star_tpcc_servers,0.6666666666666666,0.75,0.012477024581641696,0.9891328938680841,0.9919799141830831,0.9441544196353227,0.10777928140367389
WH,0.55,12,calvin-Calvin_tpcc_WH,0.0,0.0,0.0006689457494913481,0.805957535218111,0.8152366947594816,0.7578374341142786,0.0841843730652755
nnodes,0.25,86,calvin-Calvin_tpcc_nnodes,0.5,0.0,0.026514519578512905,0.805957535218111,0.84012212934154,0.7680632058336025,0.18417792363986604
put_percent,0.05,66,herd_ycsb_put_percent,0.0,1.0,0.0838433269518577,0.9795559629902447,0.9986021277751369,0.8736795014967582,0.0304950045221985
put_percent,0.50,5,herd_ycsb_put_percent,0.0,0.0,0.0031078572987228714,0.9795559629902447,0.9784102617441243,0.9781608550839432,0.008443874642646731
WH,0.80,38,calvin-Calvin_tpcc_WH,0.0,0.0,0.008570347960359284,0.805957535218111,0.8045807999523568,0.7984867344791504,0.09568020124693005
value_size,0.80,46,herd_ycsb_value_size,0.0,1.0,0.00776939387043829,0.9795559629902447,0.980392911899925,0.9761280683636556,0.01447788959991414
nShard,0.45,80,tapir_ycsb_nShard,1.0,1.125,0.027389434987976996,0.9635074374070052,0.9872836921266596,0.817204348792531,0.0761053179951382
value_size,0.45,32,herd_ycsb_value_size,0.0,0.0,0.03773478022269494,0.9795559629902447,0.9784529771902306,0.979960030619657,0.006552548004074343
threads,0.75,48,star_tpcc_threads,0.0,0.027777777777777776,0.01302877236687234,0.9891328938680841,0.9921301084509454,0.9697567130736386,0.052197529535405
nnodes,0.25,39,calvin-Calvin_tpcc_nnodes,0.5,0.5,0.023252601083754085,0.805957535218111,0.8842691294245069,0.6405960245619458,0.22687243478283592
zipf_theta,0.80,37,cicada-Cicada_ycsb_zipf_theta,0.0,0.0,0.0019332450044264038,0.9228232541022933,0.9248467924410073,0.9065460848572406,0.0158761974226071
cross,0.35,96,star_tpcc_cross,1.6666666666666667,0.3833333333333333,nan,0.9891328938680841,0.9951008952405211,0.8652234936313686,nan
threads,0.35,12,star_tpcc_threads,0.3333333333333333,0.3888888888888889,0.038451289822434696,0.9891328938680841,0.9931217227864155,0.8392783352298185,0.10935834521891326
ReadRatio,0.40,17,tapir_ycsb_ReadRatio,0.0,1.0,0.017925382061354994,0.9635074374070052,0.9755803819355918,0.8850714070179548,0.08784563223932695
read_ratio,0.60,9,cicada-Cicada_ycsb_read_ratio,0.0,0.0,0.007213296211305925,0.9228232541022933,0.9233882268620717,0.9290129964061327,0.03439235923866902
threads,0.75,83,drtm_tpcc_threads,0.0,0.020833333333333332,0.016276171856948424,0.9404530615383303,0.9469965258420857,0.9303678663069889,0.07509249239470565
scale_factor,0.85,57,drtm_tpcc_scale_factor,0.0,0.010416666666666666,0.016912650257155142,0.9404530615383303,0.9491014230790192,0.8993704221288895,0.10861780168803696
rw,0.60,2,star_ycsb_rw,0.0,0.06666666666666667,0.027194788856967328,0.9641920557079284,0.9690561835245673,0.9561031905250792,0.012467552711324341
nclients,0.30,60,tapir_ycsb_nclients,1.0,1.0666666666666667,0.004975803354591302,0.9635074374070052,0.9789816323099056,0.9178738810744417,0.046253679713229245
num_chunk,0.95,15,mysql_tpcc_num_chunk,0.0,0.0,0.004134541582456963,0.998218669377621,0.9984617771942784,0.9970271539196099,0.010688460418033953
read_ratio,0.10,13,cicada-Cicada_ycsb_read_ratio,2.0,0.08333333333333333,nan,0.9228232541022933,0.951886556950138,0.8724974029922837,nan
partition_num,0.25,35,star_ycsb_partition_num,0.0,0.1,0.019303443536035386,0.9641920557079284,0.9653724704780323,0.9440058000524617,0.0199424314950237
max_wal_size,0.60,31,postgresql_tpcc_max_wal_size,0.0,0.0,0.05673062070733759,0.998519743400367,0.9987763956329712,0.9978012359134117,0.014000190298030596
clients,0.70,40,janus-Janus_tpcc_clients,0.0,0.030952380952380953,0.01551449652891887,0.955801103792088,0.9568878209171154,0.8863449576425152,0.23708107015645985
shared_buffer,0.50,25,postgresql_tpcc_shared_buffer,0.0,0.0,0.08271290295807765,0.998519743400367,0.9986787927445995,0.9972724942482206,0.027914261312178223
max_wal_size,0.80,0,postgresql_tpcc_max_wal_size,1.0,0.08333333333333333,0.14992307923632037,0.998519743400367,0.9974753712659438,0.9964722282824127,0.015235826396794966
value_size,0.85,92,herd_ycsb_value_size,0.0,0.0,0.007288941219101508,0.9795559629902447,0.9775722160754357,0.9834096691247062,0.007117699399910693
threads,0.30,86,aria-Aria_tpcc_threads,0.0,0.0,0.0002536986940812058,0.9960699191676947,0.9969601781403095,0.9967890982806384,0.010282554416728817
dist,0.50,61,calvin-Calvin_tpcc_dist,0.0,0.0,0.009949398324858874,0.805957535218111,0.7997731393841934,0.8007360417097011,0.10592820081712168
put_percent,0.55,56,herd_ycsb_put_percent,0.0,1.0,0.029219997434506317,0.9795559629902447,0.9796702966284548,0.9802397076844905,0.005471036779551297
threads,0.90,19,aria-Aria_tpcc_threads,0.0,0.0,0.0003647492739072833,0.9960699191676947,0.9961148969307306,0.9956662074941413,0.002319179896809631
read_ratio,0.50,4,cicada-Cicada_ycsb_read_ratio,0.0,0.0,0.009246703010360291,0.9228232541022933,0.9212959631349215,0.9232939446978661,0.024185918929565623
nShard,0.65,34,tapir_ycsb_nShard,0.0,1.0,0.013780486639104389,0.9635074374070052,0.9729361300665517,0.9364982768481456,0.09601460194720401
nrep,0.50,73,tapir_ycsb_nrep,0.0,0.0,0.03146193309497469,0.9635074374070052,0.9627040703012962,0.9186353190337573,0.1731061412992021
ReadRatio,0.50,8,tapir_ycsb_ReadRatio,0.0,0.0,0.0062346550404946965,0.9635074374070052,0.9717965377845591,0.9501248554293107,0.2717194296013008
req_per_query,0.75,25,cicada-Cicada_ycsb_req_per_query,0.0,0.0,0.00520388494868701,0.9228232541022933,0.9251253843696995,0.9164308306983292,0.009932624171182198
total_count,0.75,60,cicada-Cicada_ycsb_total_count,0.0,0.0,0.004735046002290411,0.9228232541022933,0.9282404464345778,0.9090631941426942,0.014491843640211614
WH,0.25,9,mysql_tpcc_WH,0.0,0.0,0.02728682706013677,0.998218669377621,0.9991519556701595,0.9967740218356331,0.06510256084736055
remote,0.60,76,silo-Silo_tpcc_remote,0.5,0.5444444444444443,0.10431143844746206,0.9834710484572299,0.9845931967180206,0.9354503841689112,0.1022981730207142
read_ratio,0.30,74,cicada-Cicada_ycsb_read_ratio,1.0,0.1,0.023566886650608215,0.9228232541022933,0.9311987816272959,0.9145848943337608,0.07420913984153023
threads,0.10,77,star_ycsb_threads,0.0,0.1,0.06586285994369037,0.9641920557079284,0.9794983193922235,0.9369674398914073,0.056394600883334034
partition_num,0.50,25,star_ycsb_partition_num,0.0,0.03333333333333333,0.0033425396757514325,0.9641920557079284,0.9678106409637898,0.9495201935627599,0.008445804503611147
node,0.85,84,drtm_tpcc_node,0.3333333333333333,0.34375,0.026962348746707304,0.9404530615383303,0.9463170459203358,0.9077321311695152,0.03970305224956838
chunk_size,0.90,98,mysql_tpcc_chunk_size,0.0,0.0,0.002234660423760665,0.998218669377621,0.9981521929125382,0.998072229324415,0.01027418644103928
nclients,0.35,37,tapir_ycsb_nclients,1.0,1.0,0.025881369012620503,0.9635074374070052,0.9639558216681676,0.8944745647060233,0.3197405174001893
chunk_size,0.45,53,mysql_tpcc_chunk_size,0.0,0.5,0.024405873494450475,0.998218669377621,0.9990177868887619,0.995393032711933,0.03026962588897128
num_chunk,0.25,86,mysql_tpcc_num_chunk,0.0,0.0,0.042068632278582985,0.998218669377621,0.9987984037376878,0.9722908676076031,0.3399352871656527
read_ratio,0.40,32,cicada-Cicada_ycsb_read_ratio,0.0,0.0,0.010434235623316496,0.9228232541022933,0.9278396675850891,0.8980338875242743,0.05779443859730405
rw,0.85,29,star_ycsb_rw,0.0,0.06666666666666667,0.010778040283611234,0.9641920557079284,0.9633273171701312,0.965959551156657,0.011746708805998743
cross,0.20,23,star_ycsb_cross,0.0,0.1,0.04685168322489203,0.9641920557079284,0.9706632455077037,0.9248057219811908,0.0317902994397021
threads,0.40,63,star_ycsb_threads,0.0,0.13333333333333333,0.01632846388722492,0.9641920557079284,0.9708339946655117,0.9372903333059321,0.016583037410950366
shared_buffer,0.20,96,postgresql_tpcc_shared_buffer,1.0,1.008695652173913,0.2346715993058638,0.998519743400367,0.999652308036917,0.982429041317851,0.17663415025896534
min_wal_size,0.80,57,postgresql_tpcc_min_wal_size,1.0,0.08333333333333333,0.15469850492637138,0.998519743400367,0.9974791200995489,0.9961662964116716,0.011766389634386476
Distributed,0.55,65,aria-Aria_tpcc_Distributed,0.0,0.0,3.007610422045559e-06,0.9960699191676947,0.996392768748512,0.9954142753243442,0.005275379047544465
threads,0.40,46,aria-Aria_tpcc_threads,0.0,0.0,0.0020765817564811773,0.9960699191676947,0.9965310409412117,0.9949523638954633,0.028546829039444943
threads,0.30,48,aria-Aria_tpcc_threads,0.0,0.0,3.278928192407271e-06,0.9960699191676947,0.9964944490083975,0.9943051559400905,0.01537101604792035
zipf,0.45,18,herd_ycsb_zipf,0.0,0.0,0.039268071564173224,0.9795559629902447,0.9828609207213304,0.970471256203923,0.0032465785989463924
partition_num,0.40,46,star_tpcc_partition_num,1,1,,,,
WH,0.80,8,aria-Aria_tpcc_WH,0.0,0.0,0.000712810070622405,0.9960699191676947,0.9962340805698084,0.995717444136685,0.008739575742005679
nnodes,0.50,75,calvin-Calvin_tpcc_nnodes,0.0,0.5,0.009629488407501371,0.805957535218111,0.8332018143221498,0.7397112067561976,0.11252190832307252
cross,0.45,77,star_tpcc_cross,0.0,0.0,0.03066653779690447,0.9891328938680841,0.9985692191018993,0.9392058711431439,0.06836509609014449
threads,0.85,75,star_tpcc_threads,0.6666666666666666,0.3611111111111111,0.0031486933264898154,0.9891328938680841,0.9893712096766631,0.9805031117038374,0.0
WH,0.30,4,aria-Aria_tpcc_WH,0.0,0.0,0.0005362161910864582,0.9960699191676947,0.9963784465770291,0.9942207686666601,0.0029068457201846254
value_size,0.75,86,herd_ycsb_value_size,0.0,0.0,0.004067235235711508,0.9795559629902447,0.9783177233477273,0.9852460458373077,0.011727385700702003
partition_num,0.75,94,star_tpcc_partition_num,0.3333333333333333,0.027777777777777776,0.022710283438888743,0.9891328938680841,0.9930505835241733,0.9220758804197189,0.018214829489810153
nShard,0.90,7,tapir_ycsb_nShard,1.0,1.125,0.011106051033768882,0.9635074374070052,0.9728808801680918,0.9169948948199433,0.05374504910035005
record_size,0.55,6,cicada-Cicada_ycsb_record_size,0.0,0.0,0.006217048901361294,0.9228232541022933,0.9242459795436255,0.9080351502533263,0.021811596457196106
total_count,0.85,26,cicada-Cicada_ycsb_total_count,0.0,0.0,0.0023194972590367124,0.9228232541022933,0.9236892272709893,0.92087743889777,0.018456755915832946
threads,0.90,16,silo-Silo_tpcc_threads,0.0,0.044444444444444446,0.008155868971958566,0.9834710484572299,0.9870943411800807,0.9680279533241483,0.04110555284863883
nclients,0.30,56,tapir_ycsb_nclients,1.0,0.0,0.05507514481471279,0.9635074374070052,0.9677815973899784,0.6187195105267708,0.2779478529130326
zipf_theta,0.90,24,cicada-Cicada_ycsb_zipf_theta,0.0,0.0,0.003934176685422203,0.9228232541022933,0.9235621481933175,0.9225785112191591,0.010673309160551512
read_ratio,0.60,40,cicada-Cicada_ycsb_read_ratio,0.0,0.0,0.0064827791999226,0.9228232541022933,0.9246174384192372,0.9051270515266125,0.018559789898566107
clients,0.75,59,janus-Janus_tpcc_clients,0.0,0.060714285714285714,0.005730035705042567,0.955801103792088,0.9599409665306291,0.8962945219486449,0.11897934420405434
nrep,0.25,36,tapir_ycsb_nrep,0.0,0.0,0.24292129638003998,0.9635074374070052,0.9493587006095175,0.8618109020106524,0.2722005281331944
node,0.70,2,drtm_tpcc_node,0.0,0.03125,0.016967461603616053,0.9404530615383303,0.9572233241831245,0.8926111110240389,0.15939901672919654
cross,0.70,63,star_ycsb_cross,0.0,0.06666666666666667,0.00359634265300654,0.9641920557079284,0.9669887456407781,0.9569041376633638,0.010272456243100565
terminal,0.50,54,mysql_tpcc_terminal,0.0,0.0,0.0298490068320105,0.998218669377621,0.9988776451902847,0.9964446464431458,0.021434003497756454
chunk_size,0.20,24,mysql_tpcc_chunk_size,0.0,0.5,0.0406610079722583,0.998218669377621,0.9991553007498366,0.991157756196117,0.47507528841637087
