sample_ratio,random,alg,num_of_terms_changed,num_turning_mismatch,avg_diff_per_var,r2_full,r2_sample,r2_unsample,avg_frechet_dist
0.55,72,calvin-Calvin_tpcc,0.0,0.5,0.012118899929946761,0.805957535218111,0.7853041074167958,0.7991145342401672,0.1398280978776194
0.65,43,calvin-Calvin_tpcc,0.0,0.0,0.019308766754436768,0.805957535218111,0.8115754501904164,0.6931415912318886,0.1231123581875646
0.45,28,herd_ycsb,0.0,0.0,0.006397198133441306,0.9795559629902447,0.9863140108117471,0.9825325212633365,0.01690032645904177
0.45,56,aria-Aria_tpcc,0.0,0.0,0.00048541718386618804,0.9960699191676947,0.9962702738565833,0.9955987396338921,0.009432337724663675
0.40,1,herd_ycsb,0.0,0.0,0.005024386989313956,0.9795559629902447,0.9851294734385594,0.9841447450024046,0.018976029958935492
0.40,66,calvin-Calvin_tpcc,0.0,0.0,0.017313082502013674,0.805957535218111,0.8031198720810555,0.7162952345081333,0.15655285675315234
0.70,80,gam_tpcc,0.0,0.0,0.018831404992530807,0.9571731790672277,0.967032667545954,0.8895349846555259,0.0924448076195122
0.05,77,aria-Aria_tpcc,0.0,0.0,8.06837810392036e-05,0.9960699191676947,0.9991264322216593,0.9902220695350901,0.028021231729725198
0.70,54,silo_ycsb,1.0,0.05333333333333333,0.009865807061826895,0.9966707859675427,0.9995055866336807,0.8425799701084749,0.05624710123712902
0.55,25,gam_tpcc,0.0,0.027777777777777776,0.014879870291303244,0.9571731790672277,0.9763639616778411,0.9215694711314607,0.11434385271357694
0.80,51,mysql_tpcc,0.0,0.0,0.021694598993573455,0.998218669377621,0.9982550251153297,0.9980663648344943,0.014418560580766489
0.90,4,star_ycsb,0.0,0.03333333333333333,0.007987449521239365,0.9641920557079284,0.9641083964069352,0.9443153259855805,0.009517734971628807
0.40,10,janus-Janus_tpcc,0.0,0.0880952380952381,0.0614183975049034,0.955801103792088,0.9601926887244612,0.4798535568527842,0.2869154197106792
0.70,85,silo-Silo_tpcc,0.0,0.08888888888888889,0.01248998174606139,0.9834710484572299,0.9910205457158533,0.9405382508268335,0.059412809536174165
0.55,38,star_ycsb,0.0,0.06666666666666667,0.045838449628321426,0.9641920557079284,0.9680707907166027,0.9485007365602232,0.009176167475503922
0.30,72,gam_tpcc,0.6666666666666666,0.3444444444444445,0.08718540744791328,0.9571731790672277,0.9820320704872351,-0.400549713272883,0.30732389746428346
0.20,32,drtm_tpcc,0.3333333333333333,0.3729166666666666,0.028284516742659627,0.9404530615383303,0.9633736826665771,0.485659343446753,0.24289135231545989
0.65,37,mysql_tpcc,0.0,0.5069444444444444,0.03628586635432107,0.998218669377621,0.9987762232192315,0.9972211143846642,0.02581378200169606
0.45,38,silo-Silo_tpcc,0.5,0.10555555555555557,0.03866603474574151,0.9834710484572299,0.9946524505590169,0.07586375844061222,0.33033793848732496
0.15,75,star_ycsb,0.0,0.1,0.03916677342468994,0.9641920557079284,0.9791647381061251,0.9222640103922817,0.0517890094337617
0.95,52,mysql_tpcc,0.0,0.0,0.02257934867679262,0.998218669377621,0.9983205358105132,0.9971356115827985,0.011081114444744508
0.30,97,star_ycsb,0.0,0.13333333333333333,0.0070752686475361315,0.9641920557079284,0.9622892727522863,0.9610712055934053,0.02867223276888382
0.25,68,janus-Janus_tpcc,0.0,0.07023809523809524,0.10913424849962794,0.955801103792088,0.9964927083624724,0.45124027519429033,0.45818436681653235
0.90,66,mysql_tpcc,0.0,0.0,0.019685662338563142,0.998218669377621,0.9984811839948018,0.9971489141774247,0.011129237220565096
0.80,58,janus-Janus_tpcc,0.0,0.02619047619047619,0.034251040957482985,0.955801103792088,0.9441759543540026,0.9090291564890436,0.07089880996449846
0.30,73,postgresql_tpcc,0.0,0.0,0.00721784967942074,0.998519743400367,0.9987659366636772,0.9970186338133178,0.022352676549676098
0.75,90,postgresql_tpcc,0.0,0.0,0.021727336726760527,0.998519743400367,0.9987024317847667,0.997863681862328,0.02175291738033619
0.55,37,herd_ycsb,0.0,1.0,0.022121248957700956,0.9795559629902447,0.9791590420351983,0.9761418856123762,0.005181170585092043
0.85,59,calvin-Calvin_tpcc,0.0,0.0,0.010806622265488675,0.805957535218111,0.8053347819440653,0.7923525830148802,0.06884551851946208
0.75,95,herd_ycsb,0.0,1.0,0.013241889871316803,0.9795559629902447,0.9787280310372007,0.9774652395192897,0.007209915085640506
0.15,42,calvin-Calvin_tpcc,0.5,1.0,0.042606906074565964,0.805957535218111,0.8185635109348299,0.7410403394985436,0.2774205974357832
0.80,83,silo_ycsb,0.0,0.0,0.0327804403596515,0.9966707859675427,0.9984041985951118,0.9673929399584196,0.0993858911713793
0.40,40,aria-Aria_tpcc,0.0,0.0,0.0005478461950831903,0.9960699191676947,0.9963500711888045,0.9955266761750018,0.006978082578099953
