sample_ratio,random,split,alg,num_of_terms_changed,num_turning_mismatch,avg_diff_per_var,r2_full,r2_sample,r2_unsample,avg_frechet_dist
0.80,4,0,aria-Calvin-comp_tpcc,0.0,0.0,0.060188185747545864,0.9516793506621265,0.9999187583564417,0.9995967210993749,0.25454709689027677
0.15,1,9,aria-Calvin-comp_tpcc,1.0,2.0,0.1341946255755686,0.9516793506621265,0.9999983194141052,,0.6780821991709309
0.45,4,9,aria-Calvin-comp_tpcc,0.0,0.0,0.1459253550936706,0.9516793506621265,0.9998299766077141,,0.22087599825985998
0.45,6,6,aria-Calvin-comp_tpcc,0.0,0.0,0.11373293391841172,0.9516793506621265,0.9998753172648298,0.9998963244588779,0.25128725335434643
0.45,2,7,calvin-Calvin-comp_tpcc,0.0,0.0,0.24149945699988543,0.9516793506621265,0.9343583930931446,0.5214437856006293,0.13878330500199315
0.90,4,7,calvin-Calvin-comp_tpcc,0.0,0.0,0.02057720582017203,0.9516793506621265,0.9623066431729618,0.8286256476757232,0.06207650946694355
0.40,4,3,aria-Calvin-comp_tpcc,0.0,0.0,0.14221737114524519,0.9516793506621265,0.9999580178224976,,0.22387353713791336
0.20,5,2,aria-Calvin-comp_tpcc,1.0,2.0,0.3199919435718822,0.9516793506621265,0.9999895229142864,,0.5595819707530909
0.65,1,1,calvin-Calvin-comp_tpcc,0.0,0.0,0.1932534453402443,0.9516793506621265,0.944115710263034,0.9165576760193778,0.08125296686708847
0.50,8,0,calvin-Calvin-comp_tpcc,0.0,0.0,0.1203240645087455,0.9516793506621265,0.9530548568929283,0.8618239454787793,0.10211469260424216
0.85,5,2,aria-Calvin-comp_tpcc,0.0,0.0,0.07035053202938896,0.9516793506621265,0.9999319510074351,0.9997540680315711,0.24824353821198564
0.95,7,1,aria-Calvin-comp_tpcc,0.0,0.0,0.14073781679789682,0.9516793506621265,0.999896867079221,0.9998644163926956,0.2531456752187464
0.25,7,4,calvin-Calvin-comp_tpcc,0.0,1.0,0.17328570543066774,0.9516793506621265,0.9760208423270612,0.9751180507758056,0.09059876144609323
0.40,8,3,calvin-Calvin-comp_tpcc,0.0,0.0,0.1801376322125075,0.9516793506621265,0.9961781969428708,0.9851994194585166,0.06252007226248968
0.75,8,0,aria-Calvin-comp_tpcc,0.0,0.0,0.11351933464805414,0.9516793506621265,0.9998780110835241,0.9998618526803129,0.24831429776118263
0.75,1,0,aria-Calvin-comp_tpcc,0.0,0.0,0.1137481342915696,0.9516793506621265,0.9998674132908993,0.9998062478079548,0.2509406408794099
0.60,9,5,calvin-Calvin-comp_tpcc,0.0,0.0,0.0698768281600286,0.9516793506621265,0.9662418057007678,0.930447832950214,0.028491673404540077
0.45,0,0,aria-Calvin-comp_tpcc,0.0,0.0,0.24590409607771785,0.9516793506621265,0.9999481131226808,0.9996967342045056,0.2421853228758616
0.30,2,9,aria-Calvin-comp_tpcc,0.0,0.0,0.0891743199168728,0.9516793506621265,0.9999352862675119,0.9996858977184112,0.26563883340625727
