sample_ratio,random,split,alg,num_of_terms_changed,num_turning_mismatch,avg_diff_per_var,r2_full,r2_sample,r2_unsample,avg_frechet_dist
0.35,1,3,postgresql_tpcc,0.0,0.0,0.05033222807572568,0.998519743400367,0.999289481594747,0.9944582652979659,0.033644502797556375
0.60,6,3,postgresql_tpcc,0.0,0.0,0.07688077790252523,0.998519743400367,0.9988523934404885,0.9973654067864703,0.025384185413063864
0.50,2,2,postgresql_tpcc,0.0,0.0,0.10256482975589865,0.998519743400367,0.9991196592919352,0.996730035540518,0.03514958651400435
0.35,0,7,postgresql_tpcc,0.0,0.0,0.062354357770205815,0.998519743400367,0.9987711422617362,0.9964102289873259,0.014794857799213912
0.10,5,8,aria-Aria_tpcc,0.0,0.0,0.0018557388425541888,0.9960699191676947,0.9974948848461259,0.9976017719243224,0.023287220819558252
0.90,7,1,herd_ycsb,0.0,0.0,0.0006345108879662886,0.9795559629902447,0.9786046627756456,0.9841767552197489,0.009876690750730943
0.75,1,2,calvin-Calvin_tpcc,0.0,0.0,0.008408027144791011,0.805957535218111,0.7935130825632724,0.7668680073748151,0.05198486919246924
0.30,7,7,calvin-Calvin_tpcc,0.0,0.0,0.01976361763910227,0.805957535218111,0.8032486591771271,0.7824131749817108,0.12871478805469133
0.60,3,1,aria-Aria_tpcc,0.0,0.0,0.00020920431579718457,0.9960699191676947,0.996061879713265,0.996330465240653,0.0036209790620437277
0.30,8,6,herd_ycsb,0.0,0.0,0.0012593505889068046,0.9795559629902447,0.9795401446972034,0.9665817119203963,0.031482845759677414
0.85,3,6,silo_ycsb,0.0,0.0,0.009235595764559137,0.9966707859675427,0.997888556476479,0.9692924060327146,0.032314017553308455
0.90,7,6,star_tpcc,0.3333333333333333,0.3611111111111111,0.0063952267587607595,0.9891328938680841,0.9955548184342558,0.9809506428663151,0.03950497794009778
0.75,2,5,calvin-Calvin_tpcc,0.0,0.0,0.007259640211175353,0.805957535218111,0.8078721337785493,0.7787792652433442,0.08500683151707329
0.75,7,0,silo_ycsb,0.5,0.03333333333333333,0.0179227650407449,0.9966707859675427,0.9994345787334249,0.8964886560072857,0.1480431818248591
0.55,3,3,gam_tpcc,0.0,0.027777777777777776,0.02396875512317713,0.9571731790672277,0.9701894462358627,0.9183347467873691,0.07791131766664783
0.80,9,4,gam_tpcc,0.0,0.0,0.013230942124750608,0.9571731790672277,0.9567709809546384,0.9377923000980771,0.04135755814501466
0.35,0,3,cicada-Cicada_ycsb,0.0,0.0,0.05619341487084259,0.9228232541022933,0.9377050956051529,0.9244470044076595,0.06684031998882557
0.55,0,0,cicada-Cicada_ycsb,0.0,0.0,0.04281000690762479,0.9228232541022933,0.922421549717519,0.9276400334771085,0.06637373785678347
0.25,7,9,gam_tpcc,1.3333333333333333,0.6916666666666668,0.0802095887486753,0.9571731790672277,0.9999996879524149,-6.161162965008932,0.7310037458059344
0.50,8,3,silo-Silo_tpcc,0.0,0.07777777777777778,0.05853375938686621,0.9834710484572299,0.9987158803974989,0.7467158854765563,0.2546621643354035
0.65,1,5,mysql_tpcc,0.0,0.0,0.00959642065678415,0.998218669377621,0.998400837055659,0.9973795879026464,0.012681166964746417
0.85,2,9,drtm_tpcc,0.0,0.010416666666666666,0.005298433728618597,0.9404530615383303,0.9468455123348465,0.9173227797859058,0.078036608773285
0.80,2,0,star_ycsb,0.0,0.03333333333333333,0.023308872548110787,0.9641920557079284,0.9615468213453571,0.9487145934370339,0.012941807857582333
0.55,8,4,postgresql_tpcc,0.0,0.0,0.03575772306497582,0.998519743400367,0.9990089105420692,0.9975668624694555,0.027854942311265563
0.50,9,7,star_ycsb,0.0,0.03333333333333333,0.03568173529304866,0.9641920557079284,0.9629664192594695,0.9436101427542175,0.017931768647571615
0.25,9,5,cicada-Cicada_ycsb,0.0,0.0,0.03092967617173109,0.9228232541022933,0.9302835816201944,0.9151058832946931,0.024372110471498714
0.45,4,3,mysql_tpcc,0.0,0.5,0.02236162815998491,0.998218669377621,0.9985338673256311,0.9936751571671576,0.0359214018691274
0.85,0,4,postgresql_tpcc,0.0,0.0,0.017250767439458192,0.998519743400367,0.9984970597378788,0.9980423355855512,0.005510968475300665
0.80,7,8,postgresql_tpcc,0.0,0.0,0.10045084390018388,0.998519743400367,0.9986085003912257,0.9979609731386299,0.006472407220456555
0.70,2,9,calvin-Calvin_tpcc,0.0,0.0,0.011642874090453476,0.805957535218111,0.7980227661120961,0.8047409431490491,0.06633039402284341
0.10,9,6,calvin-Calvin_tpcc,0.5,1.0,0.10965814350708186,0.805957535218111,0.9256984431865435,0.024087151625378556,0.3360995891754611
0.80,2,4,star_tpcc,0.6666666666666666,0.3611111111111111,0.017773647296869394,0.9891328938680841,0.9929933208805588,0.979549141267502,0.0
0.95,3,9,calvin-Calvin_tpcc,0.0,0.0,0.0020182204381007096,0.805957535218111,0.7997668774366077,0.7987512184325398,0.030865121059970413
0.80,3,0,star_tpcc,0.6666666666666666,0.3611111111111111,0.010471478645166316,0.9891328938680841,0.9938058584852221,0.9812154440046346,0.0
0.45,9,8,tapir_ycsb,0.0,0.0,0.016211608019180507,0.9635074374070052,0.9759069089462507,0.9414282831215038,0.1514696117176917
0.65,7,7,silo-Silo_tpcc,0.0,0.05555555555555556,0.01296821448127633,0.9834710484572299,0.9914085826701777,0.8801361498800561,0.08644200736678825
0.70,4,8,cicada-Cicada_ycsb,0.0,0.0,0.02678157470892939,0.9228232541022933,0.9244021449029923,0.9142782788026989,0.041995100814712645
0.35,8,2,gam_tpcc,0.0,0.3611111111111111,0.04276803666103013,0.9571731790672277,0.958888224970757,0.8303145677596404,0.20735519100961616
0.35,6,2,tapir_ycsb,1.0,1.0625,0.017347985658722004,0.9635074374070052,0.9587575044774695,0.9031632875649295,0.38185591768307114
0.40,6,9,tapir_ycsb,2.0,0.12916666666666665,0.057794238556150596,0.9635074374070052,0.9743346085628257,0.889861336165562,0.3719844315096429
0.75,5,2,silo-Silo_tpcc,0.0,0.05555555555555556,0.019736138586289906,0.9834710484572299,0.9905036165634654,0.9470869081663508,0.050743040050303424
0.70,8,1,mysql_tpcc,0.0,0.0,0.019191403169894955,0.998218669377621,0.9983905175626936,0.9980051243329452,0.010173446796756249
0.20,0,9,star_ycsb,0.0,0.03333333333333333,0.020147597614650403,0.9641920557079284,0.9649849929171587,0.9458273344169028,0.05672668669666273
0.55,8,4,janus-Janus_tpcc,0.0,0.007142857142857143,0.04717517048828122,0.955801103792088,0.9588715422122123,0.8914553239767855,0.19838525088737646
0.40,6,3,drtm_tpcc,0.6666666666666666,0.04583333333333334,0.04262849668980067,0.9404530615383303,0.9604315586033264,0.889419145524533,0.21579324836093397
0.35,7,0,star_ycsb,0.0,0.0,0.02351781277338094,0.9641920557079284,0.9686926953405236,0.9655031258423732,0.033200394335822225
0.65,8,7,postgresql_tpcc,0.0,0.0,0.03811739287903504,0.998519743400367,0.9987365404021763,0.9978598889263801,0.015368720743494158
0.70,0,6,janus-Janus_tpcc,0.0,0.02738095238095238,0.03459928775998068,0.955801103792088,0.9315440562227251,0.93105957962312,0.12279077061063509
0.40,0,1,janus-Janus_tpcc,0.0,0.0369047619047619,0.07919514573982522,0.955801103792088,0.9709445267696725,0.5084824088982296,0.3407179318188118
0.45,4,9,star_ycsb,0.0,0.06666666666666667,0.03227244548718186,0.9641920557079284,0.9627944683051584,0.9389550497986687,0.0163173073371624
0.70,1,6,postgresql_tpcc,0.0,0.0,0.12300111000252506,0.998519743400367,0.9986722392956447,0.9976172693023477,0.011076109206957126
0.50,9,2,aria-Aria_tpcc,0.0,0.0,2.141700092161969e-05,0.9960699191676947,0.9958769926239709,0.996576699851109,0.00781866758050831
0.90,6,6,calvin-Calvin_tpcc,0.0,0.0,0.012892625173483552,0.805957535218111,0.8104440745452877,0.7502270193537441,0.03779951927132835
0.70,2,6,calvin-Calvin_tpcc,0.0,0.0,0.012208728255081125,0.805957535218111,0.8184822022650131,0.730939370074545,0.04484057587925644
0.75,0,3,herd_ycsb,0.0,0.0,0.0002677296640394289,0.9795559629902447,0.9789847249029644,0.9785281629615022,0.022209047768207202
0.85,8,9,silo_ycsb,0.0,0.0,0.03351354115967875,0.9966707859675427,0.9974047011621776,0.9797940201124784,0.08435215840378511
0.25,4,0,herd_ycsb,0.0,1.0,0.08980042790857717,0.9795559629902447,0.9844816732077459,0.981426923945491,0.02571822854519623
0.45,6,1,star_tpcc,0.3333333333333333,0.38888888888888884,0.0430578962410472,0.9891328938680841,0.9981500572524086,0.9029411468921721,0.09949598966921491
0.70,8,7,aria-Aria_tpcc,0.0,0.0,0.00020191234608624153,0.9960699191676947,0.9961648695450261,0.9959946019987265,0.008955790068249203
0.60,6,6,cicada-Cicada_ycsb,1.0,0.1,0.02770810739208318,0.9228232541022933,0.9175351985940459,0.907775793205901,0.03399157597632944
0.65,0,5,silo-Silo_tpcc,0.5,0.5333333333333332,0.1137256474041734,0.9834710484572299,0.9811620407076657,0.9644640510877804,0.0689030969111314
0.45,0,2,gam_tpcc,0.0,0.0,0.04688784925541554,0.9571731790672277,0.9706153048001704,0.7938576039227032,0.15165280933061467
0.70,2,8,cicada-Cicada_ycsb,0.0,0.0,0.00958478172423019,0.9228232541022933,0.928309906486028,0.9217655569342229,0.03282588887307269
0.55,9,4,gam_tpcc,0.0,0.0,0.03698518997489673,0.9571731790672277,0.9705546212388719,0.9051492475569799,0.12881757345436634
0.35,7,1,gam_tpcc,0.6666666666666666,0.3444444444444445,0.053821098123682805,0.9571731790672277,0.945184237962558,0.5435901028989331,0.2676074700351605
0.35,3,3,gam_tpcc,0.3333333333333333,0.37222222222222223,0.08197697065433854,0.9571731790672277,0.9964274988548045,0.508881244875756,0.371896449852205
0.60,4,6,cicada-Cicada_ycsb,0.0,0.0,0.018598282740996286,0.9228232541022933,0.9270902679251412,0.9054750674334897,0.0593539543580593
0.70,4,6,cicada-Cicada_ycsb,0.0,0.0,0.024823747552528475,0.9228232541022933,0.9251232544234349,0.9074622905266567,0.044491960205149735
0.75,1,1,silo-Silo_tpcc,0.5,0.5333333333333332,0.10484750476606382,0.9834710484572299,0.9789300477089407,0.9476696869240524,0.06295953046539784
0.10,8,7,cicada-Cicada_ycsb,1.0,0.23333333333333334,0.01796207314208051,0.9228232541022933,0.9542900266329394,0.8909429648906526,0.11385474925437278
0.85,5,3,drtm_tpcc,0.3333333333333333,0.34375,0.019012801846369345,0.9404530615383303,0.9452561892945346,0.913588074206914,0.054242558775041326
0.95,1,7,cicada-Cicada_ycsb,0.0,0.0,0.010533410800113191,0.9228232541022933,0.9237818211135497,0.913715568261578,0.01457626110801841
0.55,0,7,star_ycsb,0.0,0.03333333333333333,0.058190670609073986,0.9641920557079284,0.9610635471393136,0.9501369979199443,0.009561777218921515
0.60,3,8,mysql_tpcc,0.0,0.5,0.02693322272550508,0.998218669377621,0.998392936941632,0.9974265217817306,0.02363761039811247
0.40,1,9,janus-Janus_tpcc,0.0,0.06666666666666667,0.07720276045542437,0.955801103792088,0.9536351490148172,0.7276977903784883,0.2735647810503449
0.90,7,4,drtm_tpcc,0.0,0.010416666666666666,0.01257959373922079,0.9404530615383303,0.9428005872184347,0.9358347979025844,0.12337030688814843
0.35,2,1,star_ycsb,0.0,0.06666666666666667,0.016881869173256875,0.9641920557079284,0.9579228003448392,0.9106384592265373,0.024199793179281583
0.85,9,1,janus-Janus_tpcc,0.0,0.036904761904761905,0.023457111277587574,0.955801103792088,0.9489261567378471,0.8981479595367207,0.07923729871379091
0.70,6,6,star_ycsb,0.0,0.03333333333333333,0.017765177478618777,0.9641920557079284,0.9555727841405142,0.9631005043897433,0.0067174481533607295
0.05,2,7,cicada-Cicada_ycsb,1.0,0.0,0.058412222183587686,0.9228232541022933,0.9847837087064976,0.525453312070095,0.13188476549357964
0.20,0,3,calvin-Calvin_tpcc,0.0,0.0,0.047409772282106244,0.805957535218111,0.8773350946304611,0.5004273537123749,0.10048239089142434
0.10,3,6,calvin-Calvin_tpcc,1.0,1.5,0.20506410668774006,0.805957535218111,0.8798185844372662,-0.5001230467700728,0.31083956134932533
0.85,6,9,star_tpcc,0.3333333333333333,0.027777777777777776,0.005835212133865735,0.9891328938680841,0.993085806631685,0.990909261432693,0.026014869963435685
0.60,1,4,star_tpcc,0.3333333333333333,0.3333333333333333,0.003941588591599043,0.9891328938680841,0.9958486090961917,0.9785761645346586,0.03840441228932812
0.80,2,2,aria-Aria_tpcc,0.0,0.0,0.00015619627347362997,0.9960699191676947,0.996092360404637,0.9962601621981665,0.003756033730349162
0.05,1,4,herd_ycsb,0.0,0.0,0.06955626916659541,0.9795559629902447,0.9897308804388882,0.9636725410471577,0.06613187977716373
0.75,0,0,herd_ycsb,0.0,0.0,0.012622111894113663,0.9795559629902447,0.9811054181090211,0.9690861258572677,0.006950315358488002
0.85,1,6,tapir_ycsb,0.0,0.0,0.012185932290146306,0.9635074374070052,0.9647255856085717,0.9440040022455763,0.09870357354808401
0.80,7,9,calvin-Calvin_tpcc,0.0,0.0,0.013894957422731502,0.805957535218111,0.8076095629605149,0.7549629829997941,0.04943504789863403
0.40,5,1,star_tpcc,0.3333333333333333,0.4166666666666667,0.040969626527562704,0.9891328938680841,0.9964730578678145,0.9407405161461793,0.2111872699053567
0.15,3,6,herd_ycsb,0.0,0.0,0.040072380729854196,0.9795559629902447,0.9882029078852321,0.9861096079917496,0.008055635963237606
0.50,2,1,star_tpcc,0.0,0.0,0.027779823296476158,0.9891328938680841,0.9929603077645501,0.9761424703464101,0.06647971066101512
0.80,4,3,gam_tpcc,0.0,0.0,0.01251390141505048,0.9571731790672277,0.9596076928236454,0.9038612205964112,0.073234532974632
0.95,3,3,tapir_ycsb,0.0,0.0,0.0051797415623683896,0.9635074374070052,0.963371751641142,0.9525060999832221,0.031982026715798195
0.55,4,3,tapir_ycsb,1.0,0.0,0.020172111608255494,0.9635074374070052,0.9783910043333487,0.8621472819832985,0.4226665364835483
0.85,7,2,tapir_ycsb,1.0,0.125,0.018324378018594906,0.9635074374070052,0.9695422188627972,0.9251576781444003,0.02374070228200531
0.25,2,8,tapir_ycsb,1.0,0.0,0.020347996472557806,0.9635074374070052,0.9860545342068439,0.89390172896846,0.6151533040468058
0.25,8,7,tapir_ycsb,1.0,0.0,0.0589274993470357,0.9635074374070052,0.9743142289228967,0.8122254255012538,0.10801776070099545
0.30,2,2,cicada-Cicada_ycsb,0.0,0.0,0.005824996838439511,0.9228232541022933,0.9435381719537657,0.9302749183845791,0.06428377639430898
0.20,9,1,drtm_tpcc,1.3333333333333333,0.37916666666666665,0.04645193944317941,0.9404530615383303,0.9980351590799544,0.5502991115467466,0.4220552205846455
0.60,9,2,janus-Janus_tpcc,0.0,0.015476190476190475,0.0438325648232977,0.955801103792088,0.9171776229106297,0.9235071029485988,0.09520895143810072
0.45,0,6,mysql_tpcc,0.0,0.5,0.05498465897371915,0.998218669377621,0.9989829078148632,0.9977378302000905,0.028417275225605915
0.70,4,4,mysql_tpcc,0.0,0.0,0.011390774932451081,0.998218669377621,0.9984295267309619,0.9971531106068668,0.019245364357042275
0.25,8,5,star_ycsb,0.0,0.1,0.07750929239664067,0.9641920557079284,0.9525853690137943,0.9362771718416621,0.021178080831389102
0.20,5,1,star_ycsb,0.0,0.03333333333333333,0.014674358329222259,0.9641920557079284,0.9715187127268743,0.9037864583211785,0.03476651209099854
0.40,1,4,janus-Janus_tpcc,0.0,0.05476190476190476,0.07245968105853515,0.955801103792088,0.9607317476492658,0.8948997132461135,0.18534816510528684
0.25,4,2,janus-Janus_tpcc,0.5,0.051190476190476196,0.13545417520184855,0.955801103792088,0.9868268229773914,0.20816509835759067,0.33274082511214254
0.55,1,5,star_ycsb,0.0,0.03333333333333333,0.01740469844777076,0.9641920557079284,0.9615680435700044,0.9430185158153488,0.011053865044771434
0.30,0,1,postgresql_tpcc,1.0,0.008695652173913044,0.2114947414883377,0.998519743400367,0.9992593285574008,0.988009370608801,0.024906308911806452
0.35,8,8,postgresql_tpcc,0.0,0.0,0.03737183402205091,0.998519743400367,0.9993123119611569,0.9971912753224226,0.03118221535314558
0.75,1,2,postgresql_tpcc,0.0,0.0,0.09994391434307925,0.998519743400367,0.9985843644685202,0.9977868222911955,0.015139705359573319
0.10,5,4,calvin-Calvin_tpcc,0.0,0.0,0.07319633339845905,0.805957535218111,0.791383615199837,0.8522470854374848,0.18657125824970622
0.40,9,4,aria-Aria_tpcc,0.0,0.0,0.00010886868545101347,0.9960699191676947,0.9960216404207881,0.9960955334301937,0.004471782622935683
0.65,1,3,star_tpcc,0.3333333333333333,0.38888888888888884,0.010371375324569271,0.9891328938680841,0.9957053939570215,0.9811723428459856,0.029973802454290602
0.90,1,6,star_tpcc,0.0,0.05555555555555555,0.00865194207698034,0.9891328938680841,0.9917253554044496,0.9889859373408781,0.029804469713044263
0.50,6,1,herd_ycsb,0.0,1.0,0.020866508774086023,0.9795559629902447,0.9809951828829234,0.9659352606326868,0.009854254773693338
0.60,9,8,star_tpcc,0.0,0.027777777777777776,0.019749657278420873,0.9891328938680841,0.9959460361825168,0.9871905509155139,0.08055712622329331
0.80,7,1,silo_ycsb,1.0,0.52,0.027745406330128092,0.9966707859675427,0.9985492424330206,0.8703092785111466,0.49715884485545314
0.70,7,5,silo_ycsb,0.0,0.0,0.030677266943828205,0.9966707859675427,0.9981107691298176,0.9752050587814526,0.06300375697925546
0.45,3,1,silo_ycsb,1.0,0.02,0.054504497055755,0.9966707859675427,0.9690330286614275,0.8025171957655043,0.24587696275769944
0.85,9,1,gam_tpcc,0.0,0.0,0.013273604925597099,0.9571731790672277,0.9610934429707588,0.908522354192538,0.05794930264768178
0.40,3,5,gam_tpcc,0.0,0.027777777777777776,0.051550470379661296,0.9571731790672277,0.9839936777533432,0.8096537794158404,0.2865661524551841
0.20,2,9,cicada-Cicada_ycsb,0.0,0.0,0.010217268077874403,0.9228232541022933,0.9435230499451744,0.9244996582348397,0.07684551811997566
0.35,5,2,cicada-Cicada_ycsb,0.0,0.0,0.015758277117526698,0.9228232541022933,0.9319329578326034,0.8933319362641118,0.11420139268446879
0.75,2,3,gam_tpcc,0.0,0.0,0.024273464155275506,0.9571731790672277,0.9594520542284308,0.9093229769503268,0.09265489418931867
0.65,3,7,drtm_tpcc,0.0,0.010416666666666666,0.018944785418065938,0.9404530615383303,0.9483429778576316,0.873407702781783,0.11107982791441719
0.30,3,4,janus-Janus_tpcc,0.25,0.02619047619047619,0.11760903816929469,0.955801103792088,0.9860126101939488,0.3760309794215809,0.287476675632727
0.50,5,8,silo-Silo_tpcc,0.0,0.6222222222222222,0.08134531099627441,0.9834710484572299,0.9966661379903687,0.8280497029442249,0.5684130507408705
0.75,1,9,cicada-Cicada_ycsb,0.0,0.0,0.021308675346317085,0.9228232541022933,0.9251320060518754,0.9093789607451599,0.02047396398681595
0.80,8,6,mysql_tpcc,0.0,0.0,0.01852473263330201,0.998218669377621,0.998282286793989,0.9980686957165928,0.016474290293303773
0.70,2,0,silo-Silo_tpcc,0.5,0.5444444444444443,0.10780982256102473,0.9834710484572299,0.9780105239790814,0.9643927644777959,0.05621355402017651
0.85,3,6,silo-Silo_tpcc,0.0,0.03333333333333333,0.025337527388450853,0.9834710484572299,0.9860145693480307,0.9628358502957511,0.0457525442758796
0.40,4,1,silo-Silo_tpcc,0.0,0.6222222222222222,0.14111874190908252,0.9834710484572299,0.9894874353152957,0.7410112420397157,0.3293706001355923
0.35,5,7,tapir_ycsb,1.0,1.0,0.04915925701201421,0.9635074374070052,0.9555614676556976,0.8835565798929456,0.457766892954459
0.95,5,7,janus-Janus_tpcc,0.0,0.0380952380952381,0.013237269306717002,0.955801103792088,0.9502163282622156,0.915457824178382,0.10348453115334037
0.15,8,2,star_ycsb,0.0,0.26666666666666666,0.07002095165705197,0.9641920557079284,0.9738242000065459,0.8709718420573426,0.048508491060322984
0.20,9,0,star_ycsb,0.0,0.16666666666666666,0.0393750903908284,0.9641920557079284,0.9583796145877889,0.9568345062954947,0.04504145161085219
0.80,6,6,silo-Silo_tpcc,0.5,0.5444444444444443,0.10064280894882337,0.9834710484572299,0.9795055305650603,0.9631424432217763,0.09764782296789551
0.45,5,8,janus-Janus_tpcc,0.0,0.036904761904761905,0.06993691498078683,0.955801103792088,0.9447979466539035,0.7899532699256315,0.3641942862345746
0.85,3,1,postgresql_tpcc,0.0,0.0,0.1275681061573466,0.998519743400367,0.9978221490476854,0.9960911492184871,0.007142272691310958
0.20,7,2,aria-Aria_tpcc,0.0,0.0,0.0006925930553627335,0.9960699191676947,0.9960105778294605,0.994754642548125,0.01808265996658398
0.25,8,1,calvin-Calvin_tpcc,0.0,0.0,0.016967234961462782,0.805957535218111,0.8165172817551296,0.8021590568142158,0.11766408972547489
0.10,7,1,aria-Aria_tpcc,0.0,0.0,0.0026953290971224453,0.9960699191676947,0.9975307040359319,0.9984371471212405,0.06506891834947892
0.10,5,3,aria-Aria_tpcc,0.0,0.0,0.002152497508488449,0.9960699191676947,0.9977136593005229,0.9963782766619125,0.04098487206633972
0.35,4,4,aria-Aria_tpcc,0.0,0.0,0.0005947487972616239,0.9960699191676947,0.9958998352272603,0.9964045644392472,0.010265007788025415
0.15,2,0,aria-Aria_tpcc,0.0,0.0,0.0012177624419518196,0.9960699191676947,0.9970023275057278,0.9929555633040589,0.016580778831936538
0.75,1,5,herd_ycsb,0.0,0.0,0.012019410405600506,0.9795559629902447,0.9796858255890933,0.9775790395932901,0.00940385080574302
0.60,3,1,silo_ycsb,0.5,0.0,0.010798388746364906,0.9966707859675427,0.9997744590622287,0.9796207491019805,0.04809636531758488
0.80,1,4,gam_tpcc,0.0,0.0,0.01756546636383717,0.9571731790672277,0.9664711479198593,0.8998753878088355,0.0446903005195598
0.85,5,2,star_tpcc,0.3333333333333333,0.4444444444444444,0.008690500584315398,0.9891328938680841,0.9941839037811158,0.9909370858456567,0.061242858863086454
0.50,9,7,silo_ycsb,1.5,0.5533333333333333,0.006777000641250919,0.9966707859675427,0.9998458856292373,0.8754537901744049,0.2650056749922451
0.65,4,5,cicada-Cicada_ycsb,0.0,0.0,0.019357903627593293,0.9228232541022933,0.9275783738214658,0.9085538022399516,0.06424113465225441
0.75,5,4,silo-Silo_tpcc,0.0,0.03333333333333333,0.031576356034082015,0.9834710484572299,0.9903533811399451,0.9434138081046952,0.022445897319115147
0.70,5,0,postgresql_tpcc,0.0,0.0,0.06754416665590601,0.998519743400367,0.9988070708790897,0.9977661624727444,0.009131856014127748
0.25,0,5,mysql_tpcc,0.0,0.5,0.05049423803294292,0.998218669377621,0.9995565820224085,0.991235563246964,0.08357756801726902
0.70,8,6,mysql_tpcc,0.0,0.0,0.009454006110580337,0.998218669377621,0.9983196289412221,0.9983250868191521,0.01317063683441433
0.80,3,0,star_ycsb,0.0,0.06666666666666667,0.027104132192655728,0.9641920557079284,0.9620093791751738,0.9539399144009243,0.007867857879100966
0.25,4,4,janus-Janus_tpcc,0.0,0.3142857142857142,0.09705955581677805,0.955801103792088,0.9852365493857849,0.19156630819605713,0.27867583291975045
0.35,8,2,drtm_tpcc,0.3333333333333333,0.03958333333333333,0.031683070532770696,0.9404530615383303,0.9672817118468876,0.8573554905775084,0.2791171764940335
0.45,3,6,star_ycsb,0.0,0.06666666666666667,0.05185591001147133,0.9641920557079284,0.9634713352871237,0.952495190821219,0.019841802145959816
0.05,5,9,cicada-Cicada_ycsb,1.0,0.23333333333333334,0.020255388915711575,0.9228232541022933,0.9486114122526048,0.6641060387284168,0.1935585063590691
0.85,8,1,postgresql_tpcc,0.0,0.0,0.13847064291645805,0.998519743400367,0.9978838178415445,0.9968625291087733,0.015610056281215479
0.75,8,8,postgresql_tpcc,0.0,0.0,0.10768434438331409,0.998519743400367,0.9977092714769703,0.9972429163489582,0.00681622532817433
0.45,6,1,calvin-Calvin_tpcc,0.0,0.0,0.026650217863594505,0.805957535218111,0.7823863912187362,0.7893741488861751,0.1619553551544728
0.15,6,8,herd_ycsb,0.0,0.0,0.018108165003264287,0.9795559629902447,0.9877145764197071,0.9665486445110227,0.04267580085119005
