stratified_term,sample_ratio,random,split,alg,num_of_terms_changed,num_turning_mismatch,avg_diff_per_var,r2_full,r2_sample,r2_unsample,avg_frechet_dist
partition_num,0.70,9,3,star_tpcc_partition_num,0.3333333333333333,0.027777777777777776,0.006404461857976142,0.9891328938680841,0.9923040667338734,0.9779587894163387,0.050754241911765405
threads,0.80,2,2,gam_tpcc_threads,0.3333333333333333,0.027777777777777776,0.006796809293077299,0.9571731790672277,0.9627447751493983,0.9052492464001033,0.04817604030380562
value_size,0.45,6,5,herd_ycsb_value_size,0.0,1.0,0.005692349392586005,0.9795559629902447,0.981784755328654,0.9676232900665663,0.0036609525330182635
cross,0.50,6,9,gam_tpcc_cross,0.6666666666666666,0.044444444444444446,0.009563941731937448,0.9571731790672277,0.9799497646026513,0.7465855355898463,0.13772495430764395
nclients,0.65,9,2,tapir_ycsb_nclients,1.0,0.125,0.023735247834704293,0.9635074374070052,0.9652655660715735,0.9496475072210575,0.06047292699602125
keys,0.65,9,9,silo_ycsb_keys,1.5,0.08666666666666667,0.05289616699846911,0.9966707859675427,0.9980752588051053,0.841751869143769,0.10663061285639198
servers,0.45,8,3,gam_tpcc_servers,0.0,0.3333333333333333,0.021444817708019995,0.9571731790672277,0.9835681222374987,0.5290629328397702,0.3306774021582659
servers,0.80,0,5,gam_tpcc_servers,0.0,0.0,0.027805650243303896,0.9571731790672277,0.9628652854939524,0.9158260117201644,0.08491025589495621
threads,0.60,8,4,drtm_tpcc_threads,0.0,0.010416666666666666,0.013747275592769675,0.9404530615383303,0.9450070174171108,0.8884449651749599,0.1529853046721847
nShard,0.50,5,5,tapir_ycsb_nShard,0.0,1.0,0.015917799101462682,0.9635074374070052,0.9676020718664959,0.948694289873265,0.21233426722321402
nShard,0.25,4,9,tapir_ycsb_nShard,3.0,0.2708333333333333,0.022919835945274414,0.9635074374070052,0.9878007750227665,0.7239710655352438,0.40893183419369233
total_count,0.80,8,6,cicada-Cicada_ycsb_total_count,0.0,0.0,0.00048096060860930434,0.9228232541022933,0.9227942275524194,0.9220046854960912,0.01245458173059866
cross_warehouse,0.35,5,3,drtm_tpcc_cross_warehouse,1.0,0.04583333333333334,0.061628566992995445,0.9404530615383303,0.9747672466239289,0.6644422466412236,0.27443423875826634
read_ratio,0.85,7,0,cicada-Cicada_ycsb_read_ratio,0.0,0.0,0.0012652875837833866,0.9228232541022933,0.9217330565982595,0.9183467852347353,0.01178754867138521
cross_warehouse,0.60,5,6,drtm_tpcc_cross_warehouse,0.0,0.010416666666666666,0.0186438269508378,0.9404530615383303,0.9494673607299506,0.9222702747379905,0.086412713348918
threads,0.65,7,8,drtm_tpcc_threads,0.0,0.020833333333333332,0.011766375282490896,0.9404530615383303,0.9505373727195263,0.8782258206531408,0.12186212022004016
threads,0.45,4,8,drtm_tpcc_threads,0.0,0.3645833333333333,0.03481999788762075,0.9404530615383303,0.9583972289517264,0.8393797393530519,0.16948516217859164
rw,0.80,6,6,star_ycsb_rw,0.0,0.03333333333333333,0.009378944400533301,0.9641920557079284,0.9647993528065633,0.9586052202429204,0.010366139567938306
min_wal_size,0.55,8,1,postgresql_tpcc_min_wal_size,0.0,0.0,0.05904267463247981,0.998519743400367,0.9987639529823796,0.9975587352240286,0.02786536060431033
max_wal_size,0.30,8,3,postgresql_tpcc_max_wal_size,0.0,0.0,0.08248156950645347,0.998519743400367,0.9992045717823543,0.9960139925457884,0.02687962730416041
min_wal_size,0.70,2,3,postgresql_tpcc_min_wal_size,0.0,0.0,0.11220375339996758,0.998519743400367,0.9974491855739989,0.9964173202875213,0.01855040327417673
WH,0.15,6,0,calvin-Calvin_tpcc_WH,0.0,0.5,0.011400266704773801,0.805957535218111,0.8810833011805573,0.7640890796115265,0.3081627950771558
threads,0.10,2,2,aria-Aria_tpcc_threads,0.0,0.0,0.002070776960552023,0.9960699191676947,0.9982172724061124,0.9833958347849641,0.023929606922950653
put_percent,0.50,3,5,herd_ycsb_put_percent,0.0,0.0,0.01610279618356547,0.9795559629902447,0.9799535735567235,0.9801970400689844,0.007722741847166592
value_size,0.85,6,4,herd_ycsb_value_size,0.0,1.0,0.0061385317446057686,0.9795559629902447,0.9784767573544059,0.9780516572376704,0.0037265211391661612
value_size,0.50,1,8,herd_ycsb_value_size,0.0,1.0,0.025653242066376647,0.9795559629902447,0.9784531408788474,0.9845062133240191,0.007978293826924332
threads,0.80,3,9,aria-Aria_tpcc_threads,0.0,0.0,0.0006643420218291896,0.9960699191676947,0.9961750987167773,0.995262454675486,0.015643198447734874
nnodes,0.95,2,5,calvin-Calvin_tpcc_nnodes,0.0,0.0,0.0009854914494225459,0.805957535218111,0.8133546598366596,0.7565027248057057,0.06387074800775516
nnodes,0.35,1,1,calvin-Calvin_tpcc_nnodes,0.0,0.0,0.0633179498489378,0.805957535218111,0.8495065015401366,0.8166820208357058,0.20967858709747184
servers,0.80,0,2,gam_tpcc_servers,0.0,0.0,0.008211343818519937,0.9571731790672277,0.9652548718219975,0.9016344245393084,0.16046133923278408
dist,0.15,3,6,calvin-Calvin_tpcc_dist,0.0,0.5,0.02986067880513099,0.805957535218111,0.9246908473835334,-1.7000297793122021,0.28919276640866415
ReadRatio,0.40,2,1,tapir_ycsb_ReadRatio,0.0,1.0,0.05221728443471638,0.9635074374070052,0.9830016324641975,0.9107926873508573,0.24967793115434278
threads,0.40,4,2,star_tpcc_threads,0.3333333333333333,0.3611111111111111,0.10739219088873897,0.9891328938680841,0.9936354683066425,0.906077253537077,0.31682713612439534
keys,0.55,2,1,silo_ycsb_keys,1.5,1.05,0.069513142512355,0.9966707859675427,0.9851592596330186,0.5992469158195077,0.5718432875580897
warehouse,0.60,9,4,silo-Silo_tpcc_warehouse,0.0,0.044444444444444446,0.03883229183221738,0.9834710484572299,0.9907759904367484,0.8775624944698777,0.11181767119898742
keys,0.35,4,4,tapir_ycsb_keys,2.0,0.0,0.0298217636983302,0.9635074374070052,0.9694865479035548,0.9186121263893982,0.1651099820557228
cross_warehouse,0.70,8,9,drtm_tpcc_cross_warehouse,0.0,0.3541666666666667,0.011991775033896207,0.9404530615383303,0.9412188575152822,0.9049493571404196,0.10949398868235394
shared_buffer,0.50,3,0,postgresql_tpcc_shared_buffer,0.0,0.0,0.05944848260285951,0.998519743400367,0.9987596358481334,0.9978018143673907,0.022683875113887086
cross_warehouse,0.60,2,6,drtm_tpcc_cross_warehouse,0.3333333333333333,0.3541666666666667,0.030865182339026256,0.9404530615383303,0.9509172026593904,0.9040316474469866,0.1036728383326917
WH,0.35,6,0,mysql_tpcc_WH,0.0,0.0,0.025962287508378756,0.998218669377621,0.9989591436559581,0.9957526061680084,0.027904303714356957
warehouses,0.30,2,3,gam_tpcc_warehouses,1.6666666666666667,0.7222222222222223,0.014825661752123992,0.9571731790672277,0.984054957654716,0.08499583345079886,0.13361036612614427
cross_warehouse,0.35,5,4,drtm_tpcc_cross_warehouse,0.3333333333333333,0.03958333333333333,0.051970262190761535,0.9404530615383303,0.9588058960989323,0.8975604942424471,0.1346832346166288
record_size,0.45,9,0,cicada-Cicada_ycsb_record_size,0.0,0.0,0.010341285598270189,0.9228232541022933,0.9317735089729702,0.921758031545083,0.044522947809050924
warehouse,0.50,4,6,silo-Silo_tpcc_warehouse,0.5,0.5555555555555554,0.10515415218994587,0.9834710484572299,0.9840165950735981,0.9386933175249073,0.07736007633380437
servers,0.90,8,9,star_ycsb_servers,0.0,0.1,0.00702297390204612,0.9641920557079284,0.9631957534358311,0.96572494893369,0.008409274575884184
rw,0.70,2,0,star_ycsb_rw,0.0,0.06666666666666667,0.029372051147896677,0.9641920557079284,0.9664749268029126,0.9514414872163086,0.005691862802604005
terminal,0.25,0,6,mysql_tpcc_terminal,0.0,0.5,0.13475156427343177,0.998218669377621,0.9983922981085855,0.9952016161243872,0.11406904930353609
effective_cache_size,0.15,7,2,postgresql_tpcc_effective_cache_size,3.0,1.041304347826087,0.3603033370658333,0.998519743400367,0.9999935727366476,0.49022441044104115,0.49490065107443937
effective_cache_size,0.45,8,2,postgresql_tpcc_effective_cache_size,0.0,0.0,0.13426599533782396,0.998519743400367,0.9987897947849163,0.997452008483607,0.01740247457018229
min_wal_size,0.30,9,3,postgresql_tpcc_min_wal_size,0.0,0.0,0.06602029313543745,0.998519743400367,0.999092754900368,0.9967096218390192,0.04664899393161806
dist,0.85,5,6,calvin-Calvin_tpcc_dist,0.0,0.0,0.01802255222541764,0.805957535218111,0.8254287030460782,0.7091299511692533,0.059470706013085656
put_percent,0.80,4,9,herd_ycsb_put_percent,0.0,0.0,0.011533634755327538,0.9795559629902447,0.9786315990984288,0.9806861368992791,0.0025835703670341603
num_keys,0.60,8,8,herd_ycsb_num_keys,0.0,0.0,0.011025547760118437,0.9795559629902447,0.9837816227312216,0.9799121636317024,0.005409104373091722
nnodes,0.45,0,0,calvin-Calvin_tpcc_nnodes,0.0,0.5,0.03798189164357543,0.805957535218111,0.8683949002655451,0.6708346411617754,0.18486946949901023
WH,0.90,7,7,aria-Aria_tpcc_WH,0.0,0.0,3.175601483318413e-05,0.9960699191676947,0.99595351955975,0.9959002802957457,0.010685883929325679
ReadRatio,0.80,9,3,silo_ycsb_ReadRatio,0.0,0.0,0.024648725618917303,0.9966707859675427,0.9984326166598431,0.9390410083251219,0.10178608463744582
cross,0.70,8,4,star_tpcc_cross,0.6666666666666666,0.3611111111111111,0.009185138717210384,0.9891328938680841,0.9908823653420676,0.9501281217133755,0.0
threads,0.95,8,8,gam_tpcc_threads,0.3333333333333333,0.027777777777777776,0.006140807421350404,0.9571731790672277,0.9609859740022473,0.9176190373303585,0.050233234096562676
WH,0.55,6,9,calvin-Calvin_tpcc_WH,0.5,0.5,0.024433274650532327,0.805957535218111,0.8417380195489117,0.6415246109899586,0.10086468548592126
zipf_theta,0.55,1,4,cicada-Cicada_ycsb_zipf_theta,0.0,0.0,0.0174029283713846,0.9228232541022933,0.928137382367046,0.9139578604120566,0.028218612379924297
threads,0.65,8,7,star_ycsb_threads,0.0,0.06666666666666667,0.008831989587550215,0.9641920557079284,0.9667754878344688,0.950841815055604,0.004623472214872131
threads,0.40,1,0,drtm_tpcc_threads,0.3333333333333333,0.04791666666666666,0.021941350245726455,0.9404530615383303,0.9623300804124052,0.8001836634096673,0.16352377865446055
warehouse,0.90,3,0,silo-Silo_tpcc_warehouse,0.0,0.011111111111111112,0.03226096556194322,0.9834710484572299,0.9883703721331326,0.9435184824080923,0.06046717519792998
req_per_query,0.30,6,9,cicada-Cicada_ycsb_req_per_query,1.0,0.06666666666666667,0.002884663685609301,0.9228232541022933,0.9295837242139651,0.867846972175415,0.054593514597521604
cross,0.40,4,1,star_ycsb_cross,0.0,0.1,0.019418600717037715,0.9641920557079284,0.971788532111381,0.9433022616209337,0.02598997077531277
remote,0.80,5,2,silo-Silo_tpcc_remote,0.5,0.5555555555555554,0.09950874895478667,0.9834710484572299,0.9808333187685843,0.9733096001517221,0.03949315849368074
partition_num,0.65,9,4,star_ycsb_partition_num,0.0,0.03333333333333333,0.007866331748299787,0.9641920557079284,0.9671075400143198,0.9526757894457241,0.01287970710350335
threads,0.60,6,5,star_ycsb_threads,0.0,0.06666666666666667,0.030507966904578937,0.9641920557079284,0.9671573521563136,0.9496200486502001,0.009772794580428493
zipf,0.90,8,4,star_ycsb_zipf,0.0,0.06666666666666667,0.008997874087615237,0.9641920557079284,0.9666919848091388,0.957078606430435,0.006962838019533275
chunk_size,0.95,6,6,mysql_tpcc_chunk_size,0.0,0.0,0.003979351010590992,0.998218669377621,0.9982240559060823,0.9977821434819257,0.008849632133010378
servers,0.25,2,9,star_ycsb_servers,0.0,0.06666666666666667,0.027675654616747813,0.9641920557079284,0.9645948171509927,0.9124370663026253,0.017733322592673587
zipf_theta,0.05,5,5,cicada-Cicada_ycsb_zipf_theta,1.0,0.23333333333333334,0.05503443098975229,0.9228232541022933,0.9412502656492749,0.6410521057850933,0.18687444091613684
scale_factor,0.65,9,5,drtm_tpcc_scale_factor,0.3333333333333333,0.3729166666666666,0.03307046444424463,0.9404530615383303,0.9591341938673994,0.8632675549635072,0.09136908353651603
threads,0.85,5,1,janus-Janus_tpcc_threads,0.0,0.0369047619047619,0.01106668772201997,0.955801103792088,0.9511907341909198,0.9457973990296453,0.06964473914345082
cross,0.20,3,8,star_ycsb_cross,0.0,0.0,0.00838111269800823,0.9641920557079284,0.9762411568375237,0.9138421205278577,0.034982546546283466
shards,0.45,8,1,janus-Janus_tpcc_shards,0.25,0.0955357142857143,0.0650099237953075,0.955801103792088,0.9684050955085803,0.8959186443136835,0.19744958158880854
min_wal_size,0.85,4,7,postgresql_tpcc_min_wal_size,0.0,0.0,0.03079304964708718,0.998519743400367,0.9983978847678641,0.9977566074197575,0.012420063248297752
threads,0.65,4,4,aria-Aria_tpcc_threads,0.0,0.0,0.0005620991262131891,0.9960699191676947,0.996277152118811,0.9959335071775565,0.01863276222835228
Distributed,0.75,2,3,aria-Aria_tpcc_Distributed,0.0,0.0,0.0005242496758702808,0.9960699191676947,0.9961170565909765,0.9959560993974267,0.010247010489037214
put_percent,0.55,6,6,herd_ycsb_put_percent,0.0,1.0,0.03833401909577561,0.9795559629902447,0.9810725365716226,0.9765033509229444,0.010591092397931379
value_size,0.40,7,7,herd_ycsb_value_size,0.0,1.0,0.003272451154169298,0.9795559629902447,0.9815168535539827,0.981269241832364,0.01351729833543025
ReadRatio,0.70,2,2,silo_ycsb_ReadRatio,0.5,0.0,0.026431916443162506,0.9966707859675427,0.9995101095933415,0.9626339209115503,0.05246153434716194
threads,0.95,9,0,aria-Aria_tpcc_threads,0.0,0.0,0.00013607279451521848,0.9960699191676947,0.9961547474322981,0.995806223563052,0.0037438584015604404
zipf,0.35,6,9,herd_ycsb_zipf,0.0,1.0,0.040038355573442375,0.9795559629902447,0.9811155685328136,0.9688985759104921,0.014191179669114207
cross,0.35,4,2,star_tpcc_cross,1.6666666666666667,0.3611111111111111,nan,0.9891328938680841,0.99640140462646,0.6449942778267692,nan
keys,0.85,3,5,silo_ycsb_keys,1.0,0.5533333333333333,0.06227469645608046,0.9966707859675427,0.9981149786194926,0.9155655563595627,0.3676024940545385
threads,0.10,4,1,aria-Aria_tpcc_threads,0.0,0.0,0.000112982173201992,0.9960699191676947,0.9977917575206651,,0.1958234178470941
record_size,0.40,5,0,cicada-Cicada_ycsb_record_size,0.0,0.0,0.014682732265984988,0.9228232541022933,0.9309599410028315,0.8942649684118854,0.05769403194153611
cross,0.65,6,3,star_tpcc_cross,0.6666666666666666,0.3611111111111111,0.0036788141593990242,0.9891328938680841,0.9958427230158842,0.9514314459744467,0.0
ReadRatio,0.65,0,6,tapir_ycsb_ReadRatio,1.0,1.0,0.010124062374392284,0.9635074374070052,0.9730695943115814,0.9532187894183171,0.19659724904126308
WH,0.40,0,6,aria-Aria_tpcc_WH,0.0,0.0,8.861448168362429e-05,0.9960699191676947,0.9961371484126122,0.9961992444264224,0.011617644742979105
cross,0.75,4,2,gam_tpcc_cross,0.0,0.0,0.02198814334201796,0.9571731790672277,0.9650578987628167,0.9027989045894544,0.06852630951729133
keys,0.65,0,4,tapir_ycsb_keys,0.0,1.0,0.003891581872406513,0.9635074374070052,0.9750228682867015,0.9391544026883323,0.09630787610434444
nShard,0.45,9,4,tapir_ycsb_nShard,1.0,1.125,0.12294460228424628,0.9635074374070052,0.9665154622339337,0.8816768868874634,0.1779822625902694
warehouses,0.35,6,7,gam_tpcc_warehouses,0.0,0.3333333333333333,0.025048881191362376,0.9571731790672277,0.9699575891907567,0.6393005894582016,0.2884190612335407
read_ratio,0.70,8,1,cicada-Cicada_ycsb_read_ratio,0.0,0.0,0.012033297598398274,0.9228232541022933,0.923171599496565,0.916884478533704,0.015330225645964455
threads,0.80,8,0,star_ycsb_threads,0.0,0.03333333333333333,0.001831773830224065,0.9641920557079284,0.9651561632711285,0.9597496542823384,0.006714605717984824
req_per_query,0.40,9,5,cicada-Cicada_ycsb_req_per_query,0.0,0.0,0.006002069428650586,0.9228232541022933,0.9289268781223508,0.8610941272489796,0.026230068304169577
WH,0.65,8,5,mysql_tpcc_WH,0.0,0.0,0.03257063236722152,0.998218669377621,0.9985609525704627,0.9974887846977789,0.017408749821968505
rw,0.90,8,3,star_ycsb_rw,0.0,0.03333333333333333,0.007839343758447692,0.9641920557079284,0.9661921489957901,0.9570568462933388,0.00528857420919874
warehouse,0.40,4,9,silo-Silo_tpcc_warehouse,1.0,0.5833333333333334,0.02996110502034599,0.9834710484572299,0.9997000066987576,0.7523925689019361,0.2551774072996839
rw,0.90,8,2,star_ycsb_rw,0.0,0.03333333333333333,0.0067706751505915985,0.9641920557079284,0.966625728673607,0.9566313449566244,0.00595513525655181
WH,0.30,5,0,mysql_tpcc_WH,0.0,0.0,0.05834847714563898,0.998218669377621,0.9990617714086857,0.867942886692439,0.2877218885585092
zipf,0.50,2,9,star_ycsb_zipf,0.0,0.03333333333333333,0.02128374108333883,0.9641920557079284,0.9680035633687336,0.9542942327493967,0.022561063255358563
clients,0.60,8,4,janus-Janus_tpcc_clients,0.0,0.05119047619047619,0.014114043911898896,0.955801103792088,0.9592833505199976,0.9273097473913415,0.3218550283381719
replica,0.45,9,4,janus-Janus_tpcc_replica,0.25,0.0705357142857143,0.059508170814108606,0.955801103792088,0.9626753120440728,0.8219409189030318,0.16787044482312594
nnodes,0.25,9,3,calvin-Calvin_tpcc_nnodes,0.0,0.0,0.04757925335851189,0.805957535218111,0.8348821219015088,0.753021143725574,0.2561960227363679
threads,0.25,9,3,aria-Aria_tpcc_threads,0.0,0.0,0.0002569215320923357,0.9960699191676947,0.9957778132174248,0.9966796849532683,0.012071830939598294
threads,0.85,2,6,aria-Aria_tpcc_threads,0.0,0.0,0.0001371392841008623,0.9960699191676947,0.9961011500644753,0.9963567997405431,0.008303632056885113
zipf,0.25,9,1,herd_ycsb_zipf,0.0,0.0,0.0033805252834776534,0.9795559629902447,0.983227643519751,0.9685832367083212,0.022039552359241044
Distributed,0.30,7,2,aria-Aria_tpcc_Distributed,0.0,0.0,0.00046520552225481904,0.9960699191676947,0.9964409492142995,0.9958002755271619,0.025526229717955262
Distributed,0.45,5,4,aria-Aria_tpcc_Distributed,0.0,0.0,0.002005161535600819,0.9960699191676947,0.9960548144557421,0.9966095106284105,0.0031334493486440407
num_keys,0.70,6,1,herd_ycsb_num_keys,0.0,0.0,0.0038531184363291837,0.9795559629902447,0.978411207979522,0.9836305537330288,0.01452820196318716
dist,0.20,0,3,calvin-Calvin_tpcc_dist,0.5,1.0,0.014290365576600919,0.805957535218111,0.8713689329606089,0.763029102568244,0.1796925010210854
threads,0.90,3,7,star_tpcc_threads,0.0,0.05555555555555555,0.04163003541447182,0.9891328938680841,0.9917889795320866,0.9567833968280338,0.03409463954185566
nclients,0.30,1,6,tapir_ycsb_nclients,0.0,1.0,0.007368528963092508,0.9635074374070052,0.9811237289322905,0.9135731655602145,0.0876953430787133
warehouse,0.80,7,8,silo-Silo_tpcc_warehouse,0.0,0.03333333333333333,0.09326143050631101,0.9834710484572299,0.987714459741115,0.9649751603909384,0.06658604547703932
record_size,0.40,1,3,cicada-Cicada_ycsb_record_size,0.0,0.0,2.679200469210552e-05,0.9228232541022933,0.9320150865269698,0.917894206440867,0.05545395230306522
nclients,0.60,3,9,tapir_ycsb_nclients,0.0,1.0,0.05782940244767881,0.9635074374070052,0.9642984890829703,0.9375306895675269,0.046253679713229245
threads,0.45,8,0,silo-Silo_tpcc_threads,0.5,0.5888888888888886,0.11631615166416577,0.9834710484572299,0.9967668056226868,0.5557744578533385,0.35920294332910097
scale_factor,0.50,1,9,drtm_tpcc_scale_factor,0.0,0.020833333333333332,0.01636601077135527,0.9404530615383303,0.9692598674732639,0.8365234766566606,0.23209150640343842
record_size,0.80,1,0,cicada-Cicada_ycsb_record_size,0.0,0.0,0.004075958588358186,0.9228232541022933,0.9268174550599579,0.9132375317520106,0.018399331892105523
threads,0.95,7,4,drtm_tpcc_threads,0.0,0.020833333333333332,0.003506010525574199,0.9404530615383303,0.9416388619352878,0.9085030424411736,0.04465231424684046
zipf_theta,0.30,7,5,cicada-Cicada_ycsb_zipf_theta,0.0,0.0,0.006069708358741294,0.9228232541022933,0.9317782081177022,0.9185459889086126,0.010113875818173275
total_count,0.50,2,1,cicada-Cicada_ycsb_total_count,0.0,0.0,0.0024725759561119998,0.9228232541022933,0.927604785664417,0.8946587953031653,0.0304098172808105
chunk_size,0.80,6,1,mysql_tpcc_chunk_size,0.0,0.0,0.0091767340195196,0.998218669377621,0.9981949131653691,0.9978102432740553,0.01640475893832491
partition_num,0.20,3,3,star_ycsb_partition_num,0.0,0.1,0.012354986241490756,0.9641920557079284,0.9710601469624714,0.9584466733021383,0.024230624635292016
threads,0.85,4,5,janus-Janus_tpcc_threads,0.0,0.02738095238095238,0.008424671599860621,0.955801103792088,0.9628007981834598,0.8953713240891104,0.05680278056162025
partition_num,0.55,1,3,star_ycsb_partition_num,0.0,0.06666666666666667,0.0014133989344143616,0.9641920557079284,0.970089072454158,0.9441065060317924,0.010816550602061348
rw,0.15,2,4,star_ycsb_rw,0.0,0.06666666666666667,0.06837082955431528,0.9641920557079284,0.9689441662388816,0.9611793693035395,0.03438271307441468
min_wal_size,0.35,9,5,postgresql_tpcc_min_wal_size,0.0,0.0,0.015406139789419182,0.998519743400367,0.9991134696654711,0.9967332386283169,0.019121067744703457
rw,0.10,2,0,star_ycsb_rw,0.0,0.06666666666666667,0.03196910312692405,0.9641920557079284,0.9769971970582605,0.9304165409009197,0.06847603204023055
max_wal_size,0.15,8,1,postgresql_tpcc_max_wal_size,3.0,1.041304347826087,0.4349879410654004,0.998519743400367,0.9996600636303711,0.9287776266893171,0.19425726881303249
min_wal_size,0.75,5,1,postgresql_tpcc_min_wal_size,0.0,0.0,0.01685633031042366,0.998519743400367,0.998487062409824,0.9977346896278809,0.009963097497420081
threads,0.25,1,2,aria-Aria_tpcc_threads,0.0,0.0,0.002158943034957783,0.9960699191676947,0.9964138314782329,0.9963606856511469,0.019888287640055145
nnodes,0.15,5,3,calvin-Calvin_tpcc_nnodes,0.0,0.0,0.10525258660484493,0.805957535218111,0.8863656266981258,0.5775397164746379,0.4514511873411013
put_percent,0.45,3,5,herd_ycsb_put_percent,0.0,1.0,0.03645416752741748,0.9795559629902447,0.9800434599925232,0.9786345071066923,0.01844136903789928
threads,0.90,3,0,aria-Aria_tpcc_threads,0.0,0.0,0.0003576110432350621,0.9960699191676947,0.9961087198364972,0.9959993217030965,0.0045656909091005005
servers,0.90,0,6,star_tpcc_servers,0.0,0.027777777777777776,0.00546230388954487,0.9891328938680841,0.9910355606103419,0.9705073703998941,0.036710590954107336
warehouses,0.85,6,6,gam_tpcc_warehouses,0.6666666666666666,0.044444444444444446,0.033177722991936734,0.9571731790672277,0.971044509553606,0.8517417346870799,0.08970681908174975
nclients,0.60,9,3,tapir_ycsb_nclients,0.0,0.0,0.04526321818324322,0.9635074374070052,0.9665201889703452,0.903787994263384,0.10349296403660924
nrep,0.30,3,9,tapir_ycsb_nrep,1.0,0.0,0.012891819090455087,0.9635074374070052,0.9887881381857555,0.9304940251539642,0.1651099820557228
ReadRatio,0.60,0,5,silo_ycsb_ReadRatio,1.5,0.5533333333333333,0.0023100431889951922,0.9966707859675427,0.9999223027059737,0.581675005448844,0.426196832375417
remote,0.90,6,0,silo-Silo_tpcc_remote,0.0,0.022222222222222223,0.021304379766938664,0.9834710484572299,0.9851238074267782,0.9604574934261735,0.025983209325796234
threads,0.90,3,3,drtm_tpcc_threads,0.0,0.3333333333333333,0.010083816016235906,0.9404530615383303,0.946276886272483,0.9004609848855201,0.05041696891986813
remote,0.60,9,6,silo-Silo_tpcc_remote,0.5,1.0222222222222221,0.12647021046139806,0.9834710484572299,0.9816615894624502,0.9615929896652066,0.09783992041096631
warehouse,0.90,3,3,silo-Silo_tpcc_warehouse,0.0,0.03333333333333333,0.031192877537745342,0.9834710484572299,0.9861392464038536,0.9473321581626593,0.051596870787683824
servers,0.25,2,8,gam_tpcc_servers,1.3333333333333333,0.38730158730158726,0.026923024075200502,0.9571731790672277,0.9885709846102197,0.26827602523091554,0.02596640189725191
threads,0.70,7,6,cicada-Cicada_ycsb_threads,0.0,0.0,0.007816506700893816,0.9228232541022933,0.9255800936042622,0.9104541465167932,0.009894387710101664
threads,0.75,0,4,silo-Silo_tpcc_threads,0.0,0.05555555555555556,0.010117438928048422,0.9834710484572299,0.9905308953705118,0.9429639821198056,0.054412414296814204
node,0.50,2,4,drtm_tpcc_node,0.3333333333333333,0.04791666666666666,0.047380687617627926,0.9404530615383303,0.9626366963994047,0.8569899951821356,0.1323674460453811
WH,0.75,9,4,mysql_tpcc_WH,0.0,0.0,0.015599036331852972,0.998218669377621,0.9983171638856233,0.9975948070610431,0.016559038643620155
zipf,0.60,7,1,star_ycsb_zipf,0.0,0.03333333333333333,0.0012278275212241063,0.9641920557079284,0.9663165384802125,0.9501107768747096,0.008653094062617087
threads,0.45,0,6,janus-Janus_tpcc_threads,0.5,0.06220238095238096,0.08032679285610064,0.955801103792088,0.9705576520658002,0.8196741963836831,0.2367736622302655
zipf_theta,0.20,6,2,cicada-Cicada_ycsb_zipf_theta,0.0,0.0,0.007304088433031097,0.9228232541022933,0.9397766673162427,0.9259536163395182,0.08006072570827182
chunk_size,0.95,5,3,mysql_tpcc_chunk_size,0.0,0.0,0.0122152759469345,0.998218669377621,0.9983846117014319,0.9976483348509582,0.01144582289501443
node,0.30,7,9,drtm_tpcc_node,0.6666666666666666,0.38625,0.04346059710869054,0.9404530615383303,0.9650895319933936,0.8355604507316576,0.17433102451762386
replica,0.60,7,5,janus-Janus_tpcc_replica,0.0,0.04285714285714286,0.005657311882299426,0.955801103792088,0.9661919902367271,0.9283480881229891,0.22443708318784358
min_wal_size,0.30,0,1,postgresql_tpcc_min_wal_size,0.0,0.0,0.002549052890448933,0.998519743400367,0.9987855272388128,0.9963989593168866,0.0345701059558004
effective_cache_size,0.60,1,3,postgresql_tpcc_effective_cache_size,0.0,0.0,0.08596696419266192,0.998519743400367,0.9976979556759372,0.9964128431599869,0.014779527595696784
WH,0.05,7,3,calvin-Calvin_tpcc_WH,1.0,1.5,0.16289126934974169,0.805957535218111,0.989287657292452,,0.5102979319904758
WH,0.45,4,1,calvin-Calvin_tpcc_WH,0.0,0.5,0.00852180562376377,0.805957535218111,0.7833556284274151,0.7604367522670941,0.21547448877855385
zipf,0.35,7,7,herd_ycsb_zipf,0.0,0.0,0.06353274248844121,0.9795559629902447,0.9824291380110584,0.9824587132096098,0.012721549096839646
threads,0.20,0,6,aria-Aria_tpcc_threads,0.0,0.0,0.0005019109054533732,0.9960699191676947,0.996791068772975,0.9964011411092263,0.019765686276324385
value_size,0.35,5,9,herd_ycsb_value_size,0.0,0.0,0.040723025715794,0.9795559629902447,0.9820816585999937,0.960242926158025,0.0061631649489426454
cross,0.90,3,0,gam_tpcc_cross,0.0,0.0,0.007535260125740027,0.9571731790672277,0.9547931716198786,0.9373314538287989,0.05318790930133508
threads,0.70,3,1,gam_tpcc_threads,0.0,0.0,0.01990262517359079,0.9571731790672277,0.9698255649303037,0.915709802933958,0.09199604738031882
threads,0.60,9,6,drtm_tpcc_threads,0.0,0.3541666666666667,0.017965022616357962,0.9404530615383303,0.9476849698710073,0.9087919281322459,0.07939127063646272
servers,0.75,8,9,star_ycsb_servers,0.0,0.1,0.007577729736777755,0.9641920557079284,0.9675910890557848,0.9580063251190765,0.0057561947498406965
read_ratio,0.35,6,3,cicada-Cicada_ycsb_read_ratio,0.0,0.0,0.012937897168473877,0.9228232541022933,0.9321348140671002,0.9126229786506461,0.0255864600905231
