stratified_term,sample_ratio,random,split,alg,num_of_terms_changed,num_turning_mismatch,avg_diff_per_var,r2_full,r2_sample,r2_unsample,avg_frechet_dist
threads,0.75,3,9,cicada-Cicada_ycsb_threads,0.0,0.0,0.0015873023701285238,0.9228232541022933,0.9240082707332314,0.912769751937004,0.011607264952772759
partition_num,0.55,6,3,star_ycsb_partition_num,0.0,0.06666666666666667,0.015322199218154975,0.9641920557079284,0.9704279318636271,0.946360081873819,0.012306865506203293
threads,0.75,0,4,cicada-Cicada_ycsb_threads,0.0,0.0,0.0076437024783851115,0.9228232541022933,0.9224935586399087,0.9195390019366512,0.013827137835260381
zipf,0.70,3,2,star_ycsb_zipf,0.0,0.0,0.010696093430827558,0.9641920557079284,0.9639032362341662,0.9523599539543479,0.019987875889091285
zipf,0.90,5,1,star_ycsb_zipf,0.0,0.06666666666666667,0.008825253986653875,0.9641920557079284,0.9613922077579541,0.9603314974093062,0.010822266301623905
record_size,0.10,5,9,cicada-Cicada_ycsb_record_size,2.0,0.13333333333333333,0.022058107118932996,0.9228232541022933,0.9547283203608056,0.8550422494813819,0.2246912996597278
replica,0.40,3,0,janus-Janus_tpcc_replica,0.5,0.3205357142857142,0.09375177696679857,0.955801103792088,0.9687876640180196,0.7830022839316665,0.37711633263674516
num_chunk,0.35,2,8,mysql_tpcc_num_chunk,0.0,0.5,0.01750563248740794,0.998218669377621,0.9986192421869233,0.994901751281851,0.030883508414044733
shards,0.20,1,2,janus-Janus_tpcc_shards,0.5,0.11095238095238096,0.0833920534897708,0.955801103792088,0.9968298243902524,-10.727879083495177,0.35688343810840245
effective_cache_size,0.80,1,5,postgresql_tpcc_effective_cache_size,0.0,0.0,0.11532149398811259,0.998519743400367,0.9973711282273815,0.9968825242020821,0.009094368863530183
max_wal_size,0.65,5,3,postgresql_tpcc_max_wal_size,1.0,0.125,0.20566966701046968,0.998519743400367,0.9976419659650977,0.9972753354848093,0.01598060248405475
WH,0.45,9,0,calvin-Calvin_tpcc_WH,0.0,0.0,0.015388406733121904,0.805957535218111,0.7893320078346919,0.6261458415374037,0.09397096476616709
value_size,0.60,7,6,herd_ycsb_value_size,0.0,0.0,0.010411835076518883,0.9795559629902447,0.9810114660749595,0.9825064020241885,0.007934484278791398
value_size,0.60,7,0,herd_ycsb_value_size,0.0,0.0,0.0009255717372631533,0.9795559629902447,0.9822357242306184,0.976199950012021,0.009316296027800819
value_size,0.40,1,8,herd_ycsb_value_size,0.0,1.0,0.009426190413463487,0.9795559629902447,0.9786562631880265,0.9787174727925267,0.011561878719351854
WH,0.35,6,4,calvin-Calvin_tpcc_WH,0.0,0.0,0.007339216598039586,0.805957535218111,0.8172698812419434,0.7309392790463105,0.18376472672765135
Distributed,0.45,2,7,aria-Aria_tpcc_Distributed,0.0,0.0,0.0010877536808936439,0.9960699191676947,0.9965411781878062,0.9958512686418406,0.007672929404709872
Distributed,0.05,0,8,aria-Aria_tpcc_Distributed,0.0,0.0,0.0006482738421810241,0.9960699191676947,0.9907893294124804,,0.09002742254625337
threads,0.75,5,3,silo_ycsb_threads,0.5,0.5333333333333333,0.01883766558625105,0.9966707859675427,0.9986969027004038,0.9245736427125478,0.08901706320092219
threads,0.45,3,3,star_tpcc_threads,0.3333333333333333,0.38888888888888884,0.010436944436354664,0.9891328938680841,0.9977174557966871,0.8385471409850511,0.12570913861916946
threads,0.50,4,4,gam_tpcc_threads,0.0,0.0,0.023114246327174234,0.9571731790672277,0.9840367642981867,0.8713934362715166,0.1565718572467905
ReadRatio,0.95,8,1,tapir_ycsb_ReadRatio,0.0,1.0,0.004115317828198489,0.9635074374070052,0.9638197993453064,0.953246420861905,0.09956276460949254
nrep,0.95,1,3,tapir_ycsb_nrep,1.0,0.125,0.015114882300143295,0.9635074374070052,0.96701505636761,0.9472500367855647,0.09157829004568374
keys,0.60,9,4,tapir_ycsb_keys,0.0,1.0,0.05768882606087569,0.9635074374070052,0.9738254588293811,0.8891559372491815,0.298929891650224
node,0.40,2,1,drtm_tpcc_node,0.0,0.020833333333333332,0.011605117707786472,0.9404530615383303,0.9605791519125988,0.7634232848073764,0.2110393132872325
read_ratio,0.65,9,5,cicada-Cicada_ycsb_read_ratio,0.0,0.0,0.003917246061727608,0.9228232541022933,0.923531321115883,0.9173284449493664,0.025766811762278356
record_size,0.55,6,4,cicada-Cicada_ycsb_record_size,0.0,0.0,0.002920797949256787,0.9228232541022933,0.9251191858046659,0.9007900188938524,0.0247263121820896
threads,0.40,3,4,star_ycsb_threads,0.0,0.1,0.01042646294033786,0.9641920557079284,0.9655927631337697,0.965481068364548,0.013823096659218473
terminal,0.90,3,2,mysql_tpcc_terminal,0.0,0.0,0.011678355321093459,0.998218669377621,0.9983564575728281,0.9979890322139428,0.01105010922247736
cross,0.25,5,5,star_ycsb_cross,0.0,0.19999999999999998,0.02422189885705983,0.9641920557079284,0.9606094716087262,0.9634174715892317,0.03803215039475568
threads,0.15,9,3,cicada-Cicada_ycsb_threads,1.0,0.05555555555555555,0.03536241328562317,0.9228232541022933,0.9367539412953616,0.902091799142553,0.10390912018177202
threads,0.55,9,0,janus-Janus_tpcc_threads,0.25,0.06220238095238096,0.06698136549283368,0.955801103792088,0.9558162658965867,0.9406390249447589,0.14639872944416957
terminal,0.60,2,8,mysql_tpcc_terminal,0.0,0.0,0.02151315205511667,0.998218669377621,0.9983176235945326,0.9978419630526029,0.017460439449852337
shards,0.80,1,8,janus-Janus_tpcc_shards,0.25,0.06220238095238096,0.052015330567462346,0.955801103792088,0.9593347868690987,0.9010129976577698,0.1831477727467557
effective_cache_size,0.20,9,7,postgresql_tpcc_effective_cache_size,1.0,1.008695652173913,0.17940370037416797,0.998519743400367,0.9996816934047916,0.9090560431613586,0.25854094511053566
effective_cache_size,0.75,0,0,postgresql_tpcc_effective_cache_size,0.0,0.0,0.058180587664011685,0.998519743400367,0.9986157321036973,0.998205149125089,0.010767883789446674
Distributed,0.70,7,1,aria-Aria_tpcc_Distributed,0.0,0.0,5.725641246523416e-05,0.9960699191676947,0.9962109987328016,0.995325634246997,0.0069837097242329005
WH,0.10,3,2,calvin-Calvin_tpcc_WH,0.5,1.0,0.058578401017824314,0.805957535218111,0.9322923760711568,-0.21557295534813203,0.3846332241833191
value_size,0.20,8,8,herd_ycsb_value_size,0.0,0.0,0.041945666442137486,0.9795559629902447,0.9837784005993906,0.9715837818980131,0.019484885016942455
dist,0.80,2,0,calvin-Calvin_tpcc_dist,0.0,0.0,0.011150705428648044,0.805957535218111,0.8163870703540641,0.7374729310674334,0.055770209331008506
servers,0.50,9,3,star_tpcc_servers,0.0,0.3888888888888889,0.02116765475286631,0.9891328938680841,0.9962719900649627,0.6331029435118777,0.08667951214225639
servers,0.40,0,9,gam_tpcc_servers,0.6666666666666666,0.024999999999999998,0.02072489463189447,0.9571731790672277,0.9757644774043307,0.7048610281520559,0.28189685348477084
warehouse,0.90,8,3,silo-Silo_tpcc_warehouse,0.0,0.0,0.01877533013689192,0.9834710484572299,0.9876249387726488,0.9635622545042426,0.03068580737267926
warehouse,0.45,0,9,silo-Silo_tpcc_warehouse,0.5,0.5444444444444443,0.07894240486370416,0.9834710484572299,0.9807641833003757,0.9344385421936553,0.09879062771242783
zipf_theta,0.80,4,3,cicada-Cicada_ycsb_zipf_theta,0.0,0.0,0.0008211970729584128,0.9228232541022933,0.9200470564756256,0.9111795296614125,0.031496993256891044
num_chunk,0.90,8,7,mysql_tpcc_num_chunk,0.0,0.0,0.01009247426894197,0.998218669377621,0.998306041772688,0.9971276825445691,0.018109246883227112
node,0.40,3,0,drtm_tpcc_node,0.0,0.3645833333333333,0.024131826558591803,0.9404530615383303,0.9627126930292873,0.8471023147488749,0.13978560744276372
threads,0.25,6,3,cicada-Cicada_ycsb_threads,0.0,0.0,0.0038973420806230064,0.9228232541022933,0.9318292532304122,0.8742072515316134,0.0443787599559655
partition_num,0.80,0,8,star_ycsb_partition_num,0.0,0.03333333333333333,0.003778727155831968,0.9641920557079284,0.9629753584365414,0.9681793143088969,0.008268689354483676
num_chunk,0.35,6,7,mysql_tpcc_num_chunk,0.0,0.5,0.01209620459915231,0.998218669377621,0.9984626519059716,0.996692552216866,0.03689508431043395
rw,0.20,2,3,star_ycsb_rw,0.0,0.03333333333333333,0.007047628091237601,0.9641920557079284,0.9721823018408919,0.9705588594873265,0.03086563325984543
clients,0.85,5,8,janus-Janus_tpcc_clients,0.0,0.039285714285714285,0.013871864189593741,0.955801103792088,0.9600100534747842,0.9381394204089447,0.06756225295735939
read_ratio,0.10,7,9,cicada-Cicada_ycsb_read_ratio,1.0,0.06666666666666667,0.011687244811099395,0.9228232541022933,0.9376003892250635,0.7776449104335651,0.13399895260209851
zipf,0.60,6,6,star_ycsb_zipf,0.0,0.03333333333333333,0.0038926672795203954,0.9641920557079284,0.9671235410895866,0.9643843516609125,0.010889562683739135
threads,0.55,3,1,janus-Janus_tpcc_threads,0.0,0.06785714285714287,0.013509087550534274,0.955801103792088,0.9693314194702745,0.8344939201476526,0.3382682651354333
shared_buffer,0.80,7,3,postgresql_tpcc_shared_buffer,0.0,0.0,0.01599098114281916,0.998519743400367,0.9984453584053027,0.997963810396209,0.015868404797598934
min_wal_size,0.65,0,8,postgresql_tpcc_min_wal_size,0.0,0.0,0.06694133735182306,0.998519743400367,0.9986739200693059,0.997822667726918,0.014234291640891128
min_wal_size,0.60,4,7,postgresql_tpcc_min_wal_size,0.0,0.0,0.09834383618923437,0.998519743400367,0.9988395119206885,0.9973209739837279,0.029689598585487142
terminal,0.75,7,1,postgresql_tpcc_terminal,0.0,0.0,0.11635585527820436,0.998519743400367,0.9986687734286293,0.9980182285740162,0.015652537029685387
num_keys,0.05,5,4,herd_ycsb_num_keys,0.0,0.0,0.023262470376942068,0.9795559629902447,0.9955928427192465,0.9577858381993407,0.06618034009409168
put_percent,0.35,8,7,herd_ycsb_put_percent,0.0,0.0,0.01016051534994833,0.9795559629902447,0.9809326374583727,0.9803265066524981,0.004225840035822909
partition_num,0.70,2,7,star_tpcc_partition_num,0.0,0.1111111111111111,0.019279430626470043,0.9891328938680841,0.9894335549943234,0.9660912672542585,0.07983360351450382
put_percent,0.20,0,6,herd_ycsb_put_percent,0.0,0.0,0.051223647764219615,0.9795559629902447,0.986560569172344,0.9757050207419942,0.012969543686755292
num_keys,0.95,9,5,herd_ycsb_num_keys,0.0,0.0,0.012864250956827639,0.9795559629902447,0.97902354423862,0.9797268928832278,0.0014933798768211881
zipf,0.50,4,8,herd_ycsb_zipf,0.0,1.0,0.017977865719705943,0.9795559629902447,0.9829510095513451,0.9697467278479817,0.02174998741587164
num_keys,0.85,7,0,herd_ycsb_num_keys,0.0,0.0,0.006621607239937322,0.9795559629902447,0.982869999695614,0.9659813849383956,0.02057749130316644
partition_num,0.55,3,8,star_tpcc_partition_num,0.6666666666666666,0.3611111111111111,0.08101782715710909,0.9891328938680841,0.9908948850994355,0.8423988259811586,0.0
nrep,0.80,9,7,tapir_ycsb_nrep,0.0,0.0,0.0068050045611278975,0.9635074374070052,0.9627591417347793,0.9515031692267615,0.0413621432890644
read_ratio,0.25,9,1,cicada-Cicada_ycsb_read_ratio,0.0,0.0,0.01593739635129851,0.9228232541022933,0.9339376516646722,0.9083944743463963,0.04113738863065957
threads,0.35,1,5,cicada-Cicada_ycsb_threads,0.0,0.0,0.0030024928191554057,0.9228232541022933,0.9272116598650979,0.9155183518396057,0.0157581415772822
warehouses,0.65,5,1,gam_tpcc_warehouses,0.0,0.0,0.019696562987724164,0.9571731790672277,0.9709122830336627,0.899727521526341,0.12103301143247142
req_per_query,0.75,2,2,cicada-Cicada_ycsb_req_per_query,0.0,0.0,0.006057566872366998,0.9228232541022933,0.9246662114567498,0.909773022400378,0.027806551983025958
scale_factor,0.80,9,8,drtm_tpcc_scale_factor,0.0,0.010416666666666666,0.02111065104159097,0.9404530615383303,0.9504285302420685,0.8865968200975515,0.06232642259540857
threads,0.25,5,8,star_ycsb_threads,0.0,0.03333333333333333,0.011514623965656251,0.9641920557079284,0.9721280623358275,0.9565134962616862,0.01870052603439729
rw,0.60,5,3,star_ycsb_rw,0.0,0.03333333333333333,0.018687743431745535,0.9641920557079284,0.9657262913814134,0.9479160651467771,0.00911466763157399
rw,0.90,6,6,star_ycsb_rw,0.0,0.06666666666666667,0.0027339124979603446,0.9641920557079284,0.9637329762625838,0.9648332003352761,0.004850352429516578
num_chunk,0.90,9,3,mysql_tpcc_num_chunk,0.0,0.0,0.011954104666288073,0.998218669377621,0.998645730947811,0.9958410433486757,0.01170550746255983
threads,0.50,7,4,janus-Janus_tpcc_threads,0.0,0.05714285714285715,0.014880555937450503,0.955801103792088,0.9671295419645279,0.883724471708513,0.12887775872525764
replica,0.30,8,3,janus-Janus_tpcc_replica,0.5,0.3297619047619047,0.10277205963783298,0.955801103792088,0.9855723053842698,0.37417589244536276,0.3403170039071434
scale_factor,0.85,9,9,drtm_tpcc_scale_factor,0.0,0.3333333333333333,0.007996500296037832,0.9404530615383303,0.9456671212713623,0.8901301261932396,0.091381078652778
cross,0.15,6,4,star_ycsb_cross,0.0,0.06666666666666667,0.024621224670955816,0.9641920557079284,0.9726397714292768,0.9474044481285364,0.030563543435567758
servers,0.25,1,6,star_ycsb_servers,0.0,0.1,0.016095396580195293,0.9641920557079284,0.9725038983553702,0.9314973485056067,0.015883171030758727
scale_factor,0.80,4,8,drtm_tpcc_scale_factor,0.0,0.010416666666666666,0.011140543168357109,0.9404530615383303,0.9447559577959949,0.9191105386266365,0.10274661168009243
cross,0.10,8,1,star_ycsb_cross,0.0,0.1,0.036034004740215037,0.9641920557079284,0.9854336412973973,0.906810888125265,0.03572620897214456
max_wal_size,0.35,2,8,postgresql_tpcc_max_wal_size,0.0,0.0,0.033132678038601315,0.998519743400367,0.9993286009848988,0.9964581415912949,0.026303346967060937
shared_buffer,0.45,7,5,postgresql_tpcc_shared_buffer,0.0,0.0,0.02052314241956965,0.998519743400367,0.9987970987189463,0.9972872796246279,0.029599274369493278
num_keys,0.50,5,7,herd_ycsb_num_keys,0.0,1.0,0.015724547662905097,0.9795559629902447,0.9792696800546971,0.9694690318472999,0.01147830514428097
value_size,0.85,5,9,herd_ycsb_value_size,0.0,1.0,0.006935264003801733,0.9795559629902447,0.9809372371884681,0.9706979493748383,0.003800859337963175
threads,0.35,3,1,aria-Aria_tpcc_threads,0.0,0.0,0.000499475989463205,0.9960699191676947,0.9962946569145756,0.9965192533396156,0.012147856774155863
dist,0.60,0,4,calvin-Calvin_tpcc_dist,0.0,0.0,0.017706395782325107,0.805957535218111,0.7990865045333965,0.8295547668715602,0.12070396252415072
ReadRatio,0.95,2,0,silo_ycsb_ReadRatio,0.0,0.0,0.02949620317168339,0.9966707859675427,0.9980428333200209,0.9594688014068434,0.050144885742343694
record_size,0.45,8,8,cicada-Cicada_ycsb_record_size,0.0,0.0,0.005108174192054393,0.9228232541022933,0.9251150258039805,0.9289254713612045,0.039069906975483855
partition_num,0.65,4,9,star_tpcc_partition_num,0.6666666666666666,0.08333333333333333,0.08485132129120398,0.9891328938680841,0.9933285957968462,0.980613519336363,0.1253322742633796
WH,0.80,7,2,aria-Aria_tpcc_WH,0.0,0.0,0.00014751788283662304,0.9960699191676947,0.995989541409767,0.996340126207001,0.005502613059166106
nShard,0.70,3,9,tapir_ycsb_nShard,1.0,0.125,0.001729629050061382,0.9635074374070052,0.9737613708784731,0.9429964890660792,0.1481325173914202
nShard,0.80,7,1,tapir_ycsb_nShard,1.0,1.125,0.025444966066213687,0.9635074374070052,0.9731596282535663,0.920313512316638,0.046253679713229245
nShard,0.75,7,7,tapir_ycsb_nShard,1.0,0.0,0.016597400272887114,0.9635074374070052,0.9681222813776124,0.950510156312865,0.10115901804365035
servers,0.80,6,0,star_tpcc_servers,0.3333333333333333,0.0,0.015185311482758002,0.9891328938680841,0.9926064545598091,0.96805251743727,0.06196023070478243
threads,0.45,8,7,cicada-Cicada_ycsb_threads,0.0,0.0,0.009841049507906097,0.9228232541022933,0.9317528023475432,0.9050361975780823,0.03348900179804054
keys,0.95,2,3,tapir_ycsb_keys,1.0,0.125,0.009360837033198094,0.9635074374070052,0.9661359080601174,0.9305136111962302,0.06063885041190353
node,0.30,7,7,drtm_tpcc_node,0.6666666666666666,0.38958333333333334,0.018295069373438434,0.9404530615383303,0.9726289791230102,0.7121276078892294,0.18276916591379314
clients,0.45,0,8,janus-Janus_tpcc_clients,0.0,0.04523809523809524,0.040339727858608475,0.955801103792088,0.9691919971990668,0.9351741693491532,0.12643230198761507
num_chunk,0.40,6,7,mysql_tpcc_num_chunk,0.0,0.0,0.021285757326301863,0.998218669377621,0.9986707266004539,0.9946224199696011,0.05183723068018564
record_size,0.95,2,6,cicada-Cicada_ycsb_record_size,0.0,0.0,0.0003166077692264013,0.9228232541022933,0.9250750989702469,0.9114059261608725,0.00902675130021545
terminal,0.30,0,3,mysql_tpcc_terminal,0.0,0.5,0.045830578258049176,0.998218669377621,0.998808910228651,0.9939746893815179,0.03762694491583585
replica,0.85,0,0,janus-Janus_tpcc_replica,0.25,0.05386904761904763,0.06431660895439462,0.955801103792088,0.9583738143311002,0.9445967627147839,0.11847964289998533
