sample_ratio,random,split,alg,num_of_terms_changed,num_turning_mismatch,avg_diff_per_var,r2_full,r2_sample,r2_unsample,avg_frechet_dist
0.60,3,4,calvin-Calvin_tpcc,0.0,0.0,0.012476009359648405,0.805957535218111,0.8020578935275023,0.7471767879490419,0.1187503192078479
0.90,4,4,silo_ycsb,0.0,0.0,0.01159855753366261,0.9966707859675427,0.9967551872060095,0.9927855445238977,0.028964388698873328
0.95,3,9,silo_ycsb,0.5,0.0,0.0227856159032524,0.9966707859675427,0.9986148629038317,0.9787172649051216,0.08713007860742805
0.90,3,6,silo_ycsb,0.0,0.0,0.04256027392835184,0.9966707859675427,0.9989430466678083,0.965809424891671,0.05636162533746099
0.80,2,4,calvin-Calvin_tpcc,0.0,0.0,0.01936631534621866,0.805957535218111,0.8189245941396993,0.7892326658179277,0.038683722542688134
0.35,6,5,tapir_ycsb,0.0,0.0,0.033077866479233886,0.9635074374070052,0.9903174317250277,0.9071909907014184,0.12262479340996402
0.35,7,3,herd_ycsb,0.0,0.0,0.0080854897692626,0.9795559629902447,0.9801373295164969,0.9813558403166645,0.00942250823958174
0.85,4,0,tapir_ycsb,0.0,0.0,0.019715027419424908,0.9635074374070052,0.9679530365951848,0.918225036475349,0.04907340190123599
0.95,6,5,tapir_ycsb,1.0,1.125,0.010146770677752104,0.9635074374070052,0.9656219897196335,0.94132220987127,0.046253679713229245
0.90,9,0,tapir_ycsb,0.0,0.0,0.025702891970686703,0.9635074374070052,0.9661728165702453,0.9309625814426252,0.11589980718002935
0.70,6,5,tapir_ycsb,1.0,0.125,0.0100446558282474,0.9635074374070052,0.9714051794727516,0.936159696785595,0.052973790073323146
0.95,2,2,gam_tpcc,0.0,0.0,0.017425905286303833,0.9571731790672277,0.9632229081813712,0.9168564119414746,0.05670836572176582
0.85,6,6,gam_tpcc,0.0,0.0,0.015434823075854162,0.9571731790672277,0.9544370556822567,0.9525374420031272,0.05865344685545343
0.80,9,9,tapir_ycsb,1.0,0.125,0.016744331521827083,0.9635074374070052,0.9619267379797608,0.9504826582497126,0.08980087187736141
0.70,5,8,silo-Silo_tpcc,0.0,0.03333333333333333,0.04351063696436766,0.9834710484572299,0.9897843040947234,0.9413361662469963,0.07635320931241737
0.85,7,0,cicada-Cicada_ycsb,0.0,0.0,0.007260711028934219,0.9228232541022933,0.9255731915707918,0.9136337298073834,0.005885434527747406
0.25,7,6,tapir_ycsb,3.0,1.1166666666666667,0.0466159654883532,0.9635074374070052,0.9609036946622765,0.8822483475004117,0.6863492900135558
0.60,3,1,silo-Silo_tpcc,0.0,0.022222222222222223,0.03614364618119677,0.9834710484572299,0.9926384883984025,0.8546104820944291,0.08113115462512775
0.80,0,7,star_ycsb,0.0,0.03333333333333333,0.004127749889812626,0.9641920557079284,0.9669503576594313,0.9488169183791175,0.004063050060289322
0.15,2,5,star_ycsb,0.0,0.1,0.03710202489604217,0.9641920557079284,0.9721390333512047,0.9608926238408501,0.029430486180568084
0.90,2,1,drtm_tpcc,0.0,0.010416666666666666,0.013109718048296795,0.9404530615383303,0.9446501281162204,0.8824574218959802,0.062052819269556025
0.95,4,9,mysql_tpcc,0.0,0.0,0.013856435474052853,0.998218669377621,0.9983731858280706,0.9972973074228889,0.008492111881745215
0.15,5,2,star_ycsb,0.0,0.06666666666666667,0.01771948369871662,0.9641920557079284,0.9807872137363838,0.9232528870074262,0.05725583934427862
0.95,7,3,janus-Janus_tpcc,0.0,0.030952380952380953,0.007328092300456515,0.955801103792088,0.9597297017087548,0.709218198690186,0.13794658714426525
0.90,0,8,janus-Janus_tpcc,0.0,0.030952380952380953,0.006722908141095378,0.955801103792088,0.9561690984539012,0.9397537072213521,0.06760974368817516
0.90,6,6,janus-Janus_tpcc,0.0,0.04642857142857143,0.0108699300501445,0.955801103792088,0.9593196201540546,0.8321297117033476,0.2356065956172932
0.95,2,8,postgresql_tpcc,0.0,0.0,0.040016990750938786,0.998519743400367,0.9983589750669731,0.9979197847932688,0.006907567320013118
0.85,9,4,silo_ycsb,0.0,0.0,0.018482812367502405,0.9966707859675427,0.9986671209119188,0.9703784720017017,0.02939217281528117
0.75,9,1,silo_ycsb,0.0,0.5,0.031639552070295,0.9966707859675427,0.9988002808472937,0.9269210666522936,0.14194351786384904
0.50,1,1,herd_ycsb,0.0,0.0,0.0524181032289468,0.9795559629902447,0.9792755144709036,0.9815008787977177,0.011064603515532845
0.55,3,7,calvin-Calvin_tpcc,0.5,0.5,0.01902741519797302,0.805957535218111,0.8061372556467314,0.7114580966555617,0.12212736911952725
0.60,5,3,gam_tpcc,0.3333333333333333,0.016666666666666666,0.014614541404722828,0.9571731790672277,0.9725150918544799,0.8720890861790114,0.23533167589793857
0.10,0,6,herd_ycsb,0.0,1.0,0.026801837872017842,0.9795559629902447,0.9640769284296081,0.9548673134427392,0.02363238159559622
0.85,6,7,tapir_ycsb,1.0,0.125,0.013869613875564513,0.9635074374070052,0.9643599589593475,0.9506081382919491,0.032866013192534016
0.15,0,6,cicada-Cicada_ycsb,0.0,0.0,0.005862292880272207,0.9228232541022933,0.9432042200393289,0.871149979417672,0.050697791083571746
0.60,7,7,tapir_ycsb,1.0,1.125,0.009293353896138307,0.9635074374070052,0.9706588904457063,0.9474333433876821,0.12401527663906742
0.30,6,6,cicada-Cicada_ycsb,0.0,0.0,0.024965580496864093,0.9228232541022933,0.9323369636059454,0.9196607162526242,0.021569886644827067
0.55,6,1,silo-Silo_tpcc,0.0,0.06666666666666667,0.028121953512563302,0.9834710484572299,0.9921530013123998,0.8789391793409207,0.04615529823203119
0.35,3,6,cicada-Cicada_ycsb,0.0,0.0,0.020314981251594894,0.9228232541022933,0.9321243017915181,0.8975159286837124,0.024303654213037935
0.35,0,1,cicada-Cicada_ycsb,1.0,0.06666666666666667,0.006571168288357576,0.9228232541022933,0.9287438441609682,0.9143927324984977,0.04002224242756374
0.80,2,0,silo-Silo_tpcc,0.0,0.044444444444444446,0.03948263961875312,0.9834710484572299,0.9868727835101531,0.9203178729052098,0.03542574598306551
0.55,8,2,drtm_tpcc,0.3333333333333333,0.3625,0.0323456175239017,0.9404530615383303,0.9637135061007287,0.9110603078853298,0.17260094125941827
0.85,7,3,drtm_tpcc,0.3333333333333333,0.3541666666666667,0.022925809297994912,0.9404530615383303,0.9408026038742803,0.9215032505526892,0.04179426789082716
0.45,6,3,drtm_tpcc,0.0,0.03125,0.021269803962516532,0.9404530615383303,0.9538751650934987,0.8442005968187689,0.0931548775034788
0.75,1,0,silo-Silo_tpcc,0.0,0.044444444444444446,0.01875005516865494,0.9834710484572299,0.9888792036054681,0.9538429680631264,0.04474584741818729
0.35,5,0,mysql_tpcc,0.0,0.5,0.07847898015919808,0.998218669377621,0.9988838004094294,0.9964340327711784,0.048036626849315096
0.40,6,0,star_ycsb,0.0,0.1,0.00579266979004478,0.9641920557079284,0.9667120874571348,0.9526710144653571,0.016335396098208454
0.50,4,2,mysql_tpcc,0.0,0.0,0.024148974232128945,0.998218669377621,0.9985491819686063,0.9967108220304174,0.01986847870807729
0.55,6,9,star_ycsb,0.0,0.06666666666666667,0.00866586804468164,0.9641920557079284,0.9674720414236772,0.9520215004713808,0.013222838634794594
0.35,8,5,silo-Silo_tpcc,0.5,0.10500000000000001,0.1922846959203079,0.9834710484572299,0.9895495835376336,0.5913922922057315,0.2417739324514454
0.25,8,0,janus-Janus_tpcc,0.25,0.06577380952380953,0.08878226453815075,0.955801103792088,0.9854560220220938,0.4368538195968762,0.386309346772287
0.60,0,7,mysql_tpcc,0.0,0.5,0.05539847917002652,0.998218669377621,0.998386166149398,0.9976712311674422,0.033054296919724516
0.85,9,0,janus-Janus_tpcc,0.0,0.0630952380952381,0.007398051259730129,0.955801103792088,0.9546099708669215,0.9028200061562839,0.15350147013289603
0.60,7,9,janus-Janus_tpcc,0.5,0.3038690476190475,0.07542206633935565,0.955801103792088,0.9665114918261567,0.930636222478466,0.18001433109042078
0.20,5,4,postgresql_tpcc,0.0,1.0,0.19401066145435264,0.998519743400367,0.999764828630585,0.965256344249901,0.2981222828979171
0.95,8,3,calvin-Calvin_tpcc,0.0,0.0,0.0027710153149912847,0.805957535218111,0.8194109809478072,0.8128146080472232,0.03251711594250262
0.80,9,1,herd_ycsb,0.0,0.0,0.0009387133998967068,0.9795559629902447,0.9817531015615426,0.9764635980229768,0.01526812858114579
0.90,8,1,calvin-Calvin_tpcc,0.0,0.0,0.031195773353140943,0.805957535218111,0.8279915579962474,0.7680524888852005,0.13377464403874806
0.70,8,5,calvin-Calvin_tpcc,0.0,0.0,0.009707949022856446,0.805957535218111,0.8162045530564104,0.8431428284963135,0.1233103693751744
0.90,9,2,aria-Aria_tpcc,0.0,0.0,0.0004586531437145158,0.9960699191676947,0.9962985695558618,0.9955973299068017,0.003640603454403965
0.50,9,3,tapir_ycsb,0.0,0.0,0.018416849029881915,0.9635074374070052,0.9720565789364148,0.9217271265792416,0.1651099820557228
0.10,8,2,aria-Aria_tpcc,0.0,0.0,0.0027453579469139955,0.9960699191676947,0.9975054002852026,0.9878920811608848,0.017703918087415338
0.40,5,7,aria-Aria_tpcc,0.0,0.0,0.00010877589036162316,0.9960699191676947,0.9960415370231748,0.9961302146591673,0.008562640189107532
0.65,9,6,tapir_ycsb,0.0,1.0,0.022152263706612718,0.9635074374070052,0.9683537429046725,0.9474939541860358,0.11480946887370191
0.55,9,0,gam_tpcc,1.0,0.7111111111111111,0.04754512991485399,0.9571731790672277,0.9688286500360263,0.892233481859603,0.12222977686026887
0.25,2,5,tapir_ycsb,0.0,0.0,0.025077389775415015,0.9635074374070052,0.979684137083718,0.6145077919782791,0.1651099820557228
0.30,1,6,drtm_tpcc,0.3333333333333333,0.3541666666666667,0.03797317678477026,0.9404530615383303,0.9799906859527546,0.7200674856226152,0.16582348331575025
0.75,6,2,drtm_tpcc,0.0,0.020833333333333332,0.016850999887590895,0.9404530615383303,0.9434244115319532,0.9291782928675012,0.05170790743310919
